ID;Populatie;KenmerkenVanHetHuishouden;RegioS;Perioden;AantalHuishoudens_1;RelatiefAantalHuishoudens_2;GemiddeldBesteedbaarInkomen_3;MediaanBesteedbaarInkomen_4;GemiddeldGestandaardiseerdInkomen_5;MediaanGestandaardiseerdInkomen_6
20;1;41;Noord-Nederland (LD);2013;772.3;100.0;30.7;26.6;21.7;19.6
21;1;41;Noord-Nederland (LD);2014;776.9;100.0;31.8;27.0;22.5;20.1
22;1;41;Oost-Nederland (LD);2005;1418.2;100.0;29.0;25.9;19.8;17.9
23;1;41;Oost-Nederland (LD);2006;1430.6;100.0;30.4;27.1;20.7;18.7
24;1;41;Oost-Nederland (LD);2007;1444.0;100.0;32.5;28.4;22.2;19.6
25;1;41;Oost-Nederland (LD);2008;1459.0;100.0;33.2;29.3;22.7;20.3
26;1;41;Oost-Nederland (LD);2009 voor methodewijziging;1476.3;100.0;33.2;29.4;22.8;20.5
27;1;41;Oost-Nederland (LD);2009 na methodewijziging;1469.7;100.0;33.3;29.5;22.9;20.6
28;1;41;Oost-Nederland (LD);2010;1481.1;100.0;33.3;29.3;22.8;20.5
29;1;41;Oost-Nederland (LD);2011;1495.6;100.0;33.3;29.4;22.9;20.7
30;1;41;Oost-Nederland (LD);2012;1508.4;100.0;33.5;29.3;23.0;20.8
31;1;41;Oost-Nederland (LD);2013;1511.4;100.0;33.7;29.3;23.2;20.9
32;1;41;Oost-Nederland (LD);2014;1525.6;100.0;35.0;29.7;24.1;21.4
33;1;41;West-Nederland (LD);2005;3394.6;100.0;29.5;25.1;20.9;18.5
34;1;41;West-Nederland (LD);2006;3415.7;100.0;30.9;26.3;21.9;19.3
35;1;41;West-Nederland (LD);2007;3442.1;100.0;33.3;27.6;23.5;20.3
36;1;41;West-Nederland (LD);2008;3478.3;100.0;33.9;28.4;24.0;21.0
37;1;41;West-Nederland (LD);2009 voor methodewijziging;3519.3;100.0;34.0;28.6;24.1;21.3
38;1;41;West-Nederland (LD);2009 na methodewijziging;3508.8;100.0;34.1;28.7;24.2;21.4
39;1;41;West-Nederland (LD);2010;3538.1;100.0;33.9;28.5;24.1;21.2
40;1;41;West-Nederland (LD);2011;3572.7;100.0;33.9;28.5;24.0;21.4
41;1;41;West-Nederland (LD);2012;3596.4;100.0;34.2;28.5;24.3;21.5
42;1;41;West-Nederland (LD);2013;3609.5;100.0;34.4;28.5;24.4;21.5
43;1;41;West-Nederland (LD);2014;3652.4;100.0;35.8;29.0;25.4;22.1
44;1;41;Zuid-Nederland (LD);2005;1500.2;100.0;29.3;26.0;20.2;18.2
45;1;41;Zuid-Nederland (LD);2006;1510.2;100.0;30.7;27.2;21.1;19.0
46;1;41;Zuid-Nederland (LD);2007;1522.0;100.0;32.8;28.4;22.6;20.0
47;1;41;Zuid-Nederland (LD);2008;1536.7;100.0;33.4;29.3;23.1;20.7
48;1;41;Zuid-Nederland (LD);2009 voor methodewijziging;1550.5;100.0;33.4;29.3;23.2;20.9
49;1;41;Zuid-Nederland (LD);2009 na methodewijziging;1544.9;100.0;33.6;29.4;23.3;21.0
50;1;41;Zuid-Nederland (LD);2010;1555.9;100.0;33.5;29.2;23.3;20.9
51;1;41;Zuid-Nederland (LD);2011;1570.5;100.0;33.5;29.3;23.3;21.1
52;1;41;Zuid-Nederland (LD);2012;1582.0;100.0;33.8;29.3;23.6;21.2
53;1;41;Zuid-Nederland (LD);2013;1587.6;100.0;34.0;29.2;23.7;21.3
54;1;41;Zuid-Nederland (LD);2014;1601.4;100.0;35.3;29.6;24.7;21.8
55;1;41;Groningen (PV);2005;265.7;100.0;24.5;21.4;17.6;16.0
56;1;41;Groningen (PV);2006;267.2;100.0;25.8;22.2;18.4;16.6
57;1;41;Groningen (PV);2007;269.0;100.0;27.2;23.3;19.5;17.4
58;1;41;Groningen (PV);2008;270.4;100.0;28.1;24.1;20.1;18.0
59;1;41;Groningen (PV);2009 voor methodewijziging;273.3;100.0;28.3;24.2;20.4;18.3
60;1;41;Groningen (PV);2009 na methodewijziging;272.6;100.0;28.2;24.2;20.3;18.3
61;1;41;Groningen (PV);2010;274.2;100.0;28.2;24.1;20.3;18.3
62;1;41;Groningen (PV);2011;277.0;100.0;28.3;24.2;20.4;18.5
63;1;41;Groningen (PV);2012;278.6;100.0;28.1;24.2;20.3;18.5
64;1;41;Groningen (PV);2013;279.0;100.0;28.3;24.2;20.5;18.6
65;1;41;Groningen (PV);2014;281.4;100.0;29.2;24.6;21.2;19.0
66;1;41;Friesland (PV);2005;271.8;100.0;26.8;23.9;18.6;16.8
67;1;41;Friesland (PV);2006;273.2;100.0;28.4;25.2;19.6;17.6
68;1;41;Friesland (PV);2007;274.9;100.0;30.1;26.3;20.8;18.5
69;1;41;Friesland (PV);2008;277.2;100.0;31.1;27.3;21.6;19.2
70;1;41;Friesland (PV);2009 voor methodewijziging;279.4;100.0;30.9;27.3;21.5;19.3
71;1;41;Friesland (PV);2009 na methodewijziging;277.5;100.0;30.9;27.4;21.6;19.5
72;1;41;Friesland (PV);2010;279.3;100.0;30.9;27.2;21.6;19.4
73;1;41;Friesland (PV);2011;280.8;100.0;31.1;27.4;21.7;19.6
74;1;41;Friesland (PV);2012;282.1;100.0;31.2;27.4;21.8;19.7
75;1;41;Friesland (PV);2013;282.9;100.0;31.3;27.3;21.9;19.8
76;1;41;Friesland (PV);2014;284.1;100.0;32.5;27.7;22.8;20.2
77;1;41;Drenthe (PV);2005;201.1;100.0;28.3;25.6;19.5;17.6
78;1;41;Drenthe (PV);2006;203.0;100.0;29.7;26.7;20.5;18.4
79;1;41;Drenthe (PV);2007;204.8;100.0;31.6;28.0;21.8;19.3
80;1;41;Drenthe (PV);2008;206.5;100.0;32.5;28.9;22.4;20.0
81;1;41;Drenthe (PV);2009 voor methodewijziging;208.6;100.0;32.5;28.9;22.5;20.2
82;1;41;Drenthe (PV);2009 na methodewijziging;207.7;100.0;32.7;29.0;22.6;20.3
83;1;41;Drenthe (PV);2010;208.6;100.0;32.6;28.8;22.5;20.2
84;1;41;Drenthe (PV);2011;209.8;100.0;32.7;29.0;22.7;20.4
85;1;41;Drenthe (PV);2012;210.6;100.0;32.9;29.0;22.9;20.6
86;1;41;Drenthe (PV);2013;210.4;100.0;33.1;28.9;23.0;20.7
87;1;41;Drenthe (PV);2014;211.4;100.0;34.3;29.4;23.9;21.2
88;1;41;Overijssel (PV);2005;455.9;100.0;28.2;25.2;19.2;17.4
89;1;41;Overijssel (PV);2006;459.6;100.0;29.5;26.4;20.1;18.2
90;1;41;Overijssel (PV);2007;463.7;100.0;31.5;27.6;21.4;19.1
91;1;41;Overijssel (PV);2008;468.6;100.0;32.3;28.5;22.0;19.8
92;1;41;Overijssel (PV);2009 voor methodewijziging;473.3;100.0;32.3;28.7;22.1;20.0
93;1;41;Overijssel (PV);2009 na methodewijziging;471.3;100.0;32.4;28.7;22.2;20.1
94;1;41;Overijssel (PV);2010;474.2;100.0;32.4;28.5;22.2;20.0
95;1;41;Overijssel (PV);2011;477.5;100.0;32.5;28.8;22.3;20.2
96;1;41;Overijssel (PV);2012;480.5;100.0;32.7;28.8;22.4;20.4
97;1;41;Overijssel (PV);2013;479.4;100.0;33.0;28.8;22.6;20.5
98;1;41;Overijssel (PV);2014;482.7;100.0;34.2;29.2;23.5;20.9
99;1;41;Flevoland (PV);2005;145.7;100.0;29.3;26.8;19.7;18.1
100;1;41;Flevoland (PV);2006;147.8;100.0;31.0;28.2;20.8;19.1
101;1;41;Flevoland (PV);2007;150.4;100.0;33.3;29.7;22.3;20.1
102;1;41;Flevoland (PV);2008;153.1;100.0;34.0;30.5;22.8;20.7
103;1;41;Flevoland (PV);2009 voor methodewijziging;156.4;100.0;33.9;30.5;23.0;20.9
104;1;41;Flevoland (PV);2009 na methodewijziging;155.0;100.0;34.1;30.7;23.0;21.0
105;1;41;Flevoland (PV);2010;156.9;100.0;34.2;30.5;23.1;20.9
106;1;41;Flevoland (PV);2011;159.6;100.0;34.3;30.6;23.2;21.1
107;1;41;Flevoland (PV);2012;161.3;100.0;34.1;30.3;23.1;21.1
108;1;41;Flevoland (PV);2013;162.0;100.0;34.5;30.4;23.4;21.2
109;1;41;Flevoland (PV);2014;163.8;100.0;35.7;30.9;24.3;21.7
110;1;41;Gelderland (PV);2005;816.5;100.0;29.4;26.2;20.1;18.1
111;1;41;Gelderland (PV);2006;823.1;100.0;30.8;27.3;21.0;18.9
112;1;41;Gelderland (PV);2007;829.8;100.0;33.0;28.7;22.6;19.8
113;1;41;Gelderland (PV);2008;837.3;100.0;33.6;29.5;23.0;20.6
114;1;41;Gelderland (PV);2009 voor methodewijziging;846.6;100.0;33.6;29.5;23.1;20.7
115;1;41;Gelderland (PV);2009 na methodewijziging;843.4;100.0;33.7;29.7;23.2;20.9
116;1;41;Gelderland (PV);2010;850.0;100.0;33.7;29.5;23.2;20.8
117;1;41;Gelderland (PV);2011;858.5;100.0;33.6;29.6;23.1;20.9
118;1;41;Gelderland (PV);2012;866.6;100.0;33.8;29.5;23.3;21.1
119;1;41;Gelderland (PV);2013;870.0;100.0;33.9;29.3;23.4;21.1
120;1;41;Gelderland (PV);2014;879.0;100.0;35.2;29.7;24.4;21.6
121;1;41;Utrecht (PV);2005;512.2;100.0;31.0;26.9;21.6;19.2
122;1;41;Utrecht (PV);2006;519.2;100.0;32.6;28.1;22.7;20.1
123;1;41;Utrecht (PV);2007;527.1;100.0;35.0;29.5;24.4;21.1
124;1;41;Utrecht (PV);2008;532.7;100.0;35.7;30.4;24.8;21.9
125;1;41;Utrecht (PV);2009 voor methodewijziging;539.4;100.0;35.8;30.6;25.0;22.2
126;1;41;Utrecht (PV);2009 na methodewijziging;538.7;100.0;35.9;30.6;25.1;22.3
127;1;41;Utrecht (PV);2010;542.0;100.0;35.7;30.5;24.9;22.2
128;1;41;Utrecht (PV);2011;546.8;100.0;35.7;30.6;24.9;22.3
129;1;41;Utrecht (PV);2012;551.4;100.0;36.0;30.6;25.1;22.5
130;1;41;Utrecht (PV);2013;554.6;100.0;36.3;30.6;25.3;22.6
131;1;41;Utrecht (PV);2014;561.5;100.0;37.9;31.1;26.4;23.1
132;1;41;Noord-Holland (PV);2005;1195.9;100.0;29.3;24.6;21.1;18.5
133;1;41;Noord-Holland (PV);2006;1204.2;100.0;30.7;25.7;22.1;19.4
134;1;41;Noord-Holland (PV);2007;1213.4;100.0;33.1;27.0;23.7;20.3
135;1;41;Noord-Holland (PV);2008;1226.5;100.0;33.8;27.9;24.2;21.0
136;1;41;Noord-Holland (PV);2009 voor methodewijziging;1241.2;100.0;33.8;28.0;24.3;21.3
137;1;41;Noord-Holland (PV);2009 na methodewijziging;1236.9;100.0;33.9;28.1;24.3;21.4
138;1;41;Noord-Holland (PV);2010;1248.3;100.0;33.8;27.9;24.2;21.2
139;1;41;Noord-Holland (PV);2011;1260.5;100.0;33.7;28.0;24.2;21.4
140;1;41;Noord-Holland (PV);2012;1269.9;100.0;34.1;28.1;24.5;21.5
141;1;41;Noord-Holland (PV);2013;1277.9;100.0;34.3;28.1;24.6;21.5
142;1;41;Noord-Holland (PV);2014;1294.7;100.0;35.8;28.6;25.7;22.1
143;1;41;Zuid-Holland (PV);2005;1524.3;100.0;29.1;24.9;20.5;18.3
144;1;41;Zuid-Holland (PV);2006;1529.1;100.0;30.6;26.1;21.6;19.1
145;1;41;Zuid-Holland (PV);2007;1537.4;100.0;32.9;27.4;23.1;20.1
146;1;41;Zuid-Holland (PV);2008;1553.7;100.0;33.5;28.2;23.6;20.8
147;1;41;Zuid-Holland (PV);2009 voor methodewijziging;1572.0;100.0;33.6;28.4;23.7;21.1
148;1;41;Zuid-Holland (PV);2009 na methodewijziging;1567.3;100.0;33.7;28.5;23.9;21.2
149;1;41;Zuid-Holland (PV);2010;1581.1;100.0;33.6;28.2;23.7;21.0
150;1;41;Zuid-Holland (PV);2011;1597.4;100.0;33.4;28.2;23.7;21.1
151;1;41;Zuid-Holland (PV);2012;1606.1;100.0;33.7;28.2;23.9;21.2
152;1;41;Zuid-Holland (PV);2013;1607.9;100.0;33.9;28.2;24.0;21.2
153;1;41;Zuid-Holland (PV);2014;1626.5;100.0;35.2;28.6;24.9;21.7
154;1;41;Zeeland (PV);2005;162.1;100.0;28.7;25.5;19.9;18.0
155;1;41;Zeeland (PV);2006;163.2;100.0;30.0;26.5;20.9;18.7
156;1;41;Zeeland (PV);2007;164.2;100.0;32.2;28.0;22.5;19.8
157;1;41;Zeeland (PV);2008;165.3;100.0;32.9;28.9;23.0;20.5
158;1;41;Zeeland (PV);2009 voor methodewijziging;166.7;100.0;33.0;29.0;23.1;20.8
159;1;41;Zeeland (PV);2009 na methodewijziging;166.0;100.0;33.1;29.1;23.2;20.9
160;1;41;Zeeland (PV);2010;166.7;100.0;33.1;28.9;23.2;20.8
161;1;41;Zeeland (PV);2011;168.0;100.0;33.1;29.1;23.3;21.0
162;1;41;Zeeland (PV);2012;169.0;100.0;33.4;29.2;23.5;21.2
163;1;41;Zeeland (PV);2013;169.1;100.0;33.7;29.0;23.8;21.3
164;1;41;Zeeland (PV);2014;169.7;100.0;35.0;29.6;24.7;21.8
165;1;41;Noord-Brabant (PV);2005;1011.5;100.0;30.0;26.7;20.5;18.5
166;1;41;Noord-Brabant (PV);2006;1019.6;100.0;31.4;27.9;21.5;19.4
167;1;41;Noord-Brabant (PV);2007;1029.1;100.0;33.7;29.2;23.1;20.4
168;1;41;Noord-Brabant (PV);2008;1039.9;100.0;34.3;30.1;23.6;21.1
169;1;41;Noord-Brabant (PV);2009 voor methodewijziging;1050.8;100.0;34.3;30.2;23.7;21.3
170;1;41;Noord-Brabant (PV);2009 na methodewijziging;1047.5;100.0;34.4;30.2;23.8;21.4
171;1;41;Noord-Brabant (PV);2010;1055.9;100.0;34.3;29.9;23.7;21.3
172;1;41;Noord-Brabant (PV);2011;1066.6;100.0;34.3;30.1;23.7;21.5
173;1;41;Noord-Brabant (PV);2012;1075.8;100.0;34.6;30.0;24.0;21.6
174;1;41;Noord-Brabant (PV);2013;1081.5;100.0;34.8;29.9;24.1;21.7
175;1;41;Noord-Brabant (PV);2014;1092.8;100.0;36.2;30.4;25.1;22.2
176;1;41;Limburg (PV);2005;488.7;100.0;27.9;24.8;19.4;17.6
177;1;41;Limburg (PV);2006;490.6;100.0;29.1;25.8;20.3;18.4
178;1;41;Limburg (PV);2007;492.9;100.0;30.8;26.9;21.5;19.2
179;1;41;Limburg (PV);2008;496.8;100.0;31.5;27.6;22.0;19.9
180;1;41;Limburg (PV);2009 voor methodewijziging;499.6;100.0;31.7;27.7;22.2;20.1
181;1;41;Limburg (PV);2009 na methodewijziging;497.4;100.0;31.9;27.9;22.4;20.2
182;1;41;Limburg (PV);2010;500.0;100.0;31.8;27.6;22.4;20.1
183;1;41;Limburg (PV);2011;503.9;100.0;31.9;27.8;22.5;20.3
184;1;41;Limburg (PV);2012;506.1;100.0;32.1;27.8;22.7;20.5
185;1;41;Limburg (PV);2013;506.1;100.0;32.3;27.8;22.9;20.6
186;1;41;Limburg (PV);2014;508.6;100.0;33.4;28.2;23.7;21.1
187;1;41;Extra-Regio (PV);2005;;;;;;
188;1;41;Extra-Regio (PV);2006;;;;;;
189;1;41;Extra-Regio (PV);2007;;;;;;
190;1;41;Extra-Regio (PV);2008;;;;;;
191;1;41;Extra-Regio (PV);2009 voor methodewijziging;;;;;;
192;1;41;Extra-Regio (PV);2009 na methodewijziging;;;;;;
193;1;41;Extra-Regio (PV);2010;;;;;;
194;1;41;Extra-Regio (PV);2011;;;;;;
195;1;41;Extra-Regio (PV);2012;;;;;;
196;1;41;Extra-Regio (PV);2013;;;;;;
197;1;41;Extra-Regio (PV);2014;;;;;;
198;1;41;Buitenland (PV);2005;;;;;;
199;1;41;Buitenland (PV);2006;;;;;;
200;1;41;Buitenland (PV);2007;;;;;;
201;1;41;Buitenland (PV);2008;;;;;;
202;1;41;Buitenland (PV);2009 voor methodewijziging;;;;;;
203;1;41;Buitenland (PV);2009 na methodewijziging;;;;;;
204;1;41;Buitenland (PV);2010;;;;;;
205;1;41;Buitenland (PV);2011;;;;;;
206;1;41;Buitenland (PV);2012;;;;;;
207;1;41;Buitenland (PV);2013;;;;;;
208;1;41;Buitenland (PV);2014;;;;;;
209;1;41;Niet in te delen (PV);2005;;;;;;
210;1;41;Niet in te delen (PV);2006;;;;;;
211;1;41;Niet in te delen (PV);2007;;;;;;
212;1;41;Niet in te delen (PV);2008;;;;;;
213;1;41;Niet in te delen (PV);2009 voor methodewijziging;;;;;;
214;1;41;Niet in te delen (PV);2009 na methodewijziging;;;;;;
215;1;41;Niet in te delen (PV);2010;;;;;;
216;1;41;Niet in te delen (PV);2011;;;;;;
217;1;41;Niet in te delen (PV);2012;;;;;;
218;1;41;Niet in te delen (PV);2013;;;;;;
219;1;41;Niet in te delen (PV);2014;;;;;;
220;1;41;Oost-Groningen (CR);2005;65.7;100.0;25.5;22.8;17.7;16.0
221;1;41;Oost-Groningen (CR);2006;66.1;100.0;26.8;23.7;18.6;16.7
222;1;41;Oost-Groningen (CR);2007;66.3;100.0;28.4;24.9;19.7;17.6
223;1;41;Oost-Groningen (CR);2008;66.3;100.0;29.2;25.7;20.3;18.1
224;1;41;Oost-Groningen (CR);2009 voor methodewijziging;66.6;100.0;29.6;25.9;20.7;18.4
225;1;41;Oost-Groningen (CR);2009 na methodewijziging;66.0;100.0;29.6;26.1;20.7;18.5
226;1;41;Oost-Groningen (CR);2010;66.0;100.0;29.6;26.0;20.7;18.5
227;1;41;Oost-Groningen (CR);2011;66.3;100.0;29.6;26.1;20.8;18.7
228;1;41;Oost-Groningen (CR);2012;66.5;100.0;29.7;26.0;20.9;18.8
229;1;41;Oost-Groningen (CR);2013;66.1;100.0;29.8;26.0;21.0;18.9
230;1;41;Oost-Groningen (CR);2014;66.5;100.0;30.7;26.3;21.7;19.3
231;1;41;Delfzijl en omgeving (CR);2005;21.9;100.0;26.3;23.6;18.4;16.7
232;1;41;Delfzijl en omgeving (CR);2006;21.6;100.0;27.9;24.7;19.4;17.5
233;1;41;Delfzijl en omgeving (CR);2007;21.6;100.0;29.6;26.0;20.7;18.5
234;1;41;Delfzijl en omgeving (CR);2008;21.6;100.0;30.7;26.6;21.6;19.1
235;1;41;Delfzijl en omgeving (CR);2009 voor methodewijziging;21.7;100.0;30.6;26.6;21.7;19.3
236;1;41;Delfzijl en omgeving (CR);2009 na methodewijziging;21.5;100.0;30.3;26.7;21.4;19.2
237;1;41;Delfzijl en omgeving (CR);2010;21.6;100.0;30.5;26.8;21.5;19.3
238;1;41;Delfzijl en omgeving (CR);2011;21.5;100.0;30.7;27.0;21.7;19.5
239;1;41;Delfzijl en omgeving (CR);2012;21.5;100.0;30.6;26.9;21.7;19.6
240;1;41;Delfzijl en omgeving (CR);2013;21.4;100.0;30.8;26.7;21.9;19.7
241;1;41;Delfzijl en omgeving (CR);2014;21.4;100.0;31.6;27.1;22.5;20.1
242;1;41;Overig Groningen (CR);2005;178.1;100.0;24.0;20.5;17.4;15.9
243;1;41;Overig Groningen (CR);2006;179.4;100.0;25.1;21.3;18.2;16.5
244;1;41;Overig Groningen (CR);2007;181.1;100.0;26.5;22.2;19.3;17.2
245;1;41;Overig Groningen (CR);2008;182.6;100.0;27.3;23.0;19.8;17.8
246;1;41;Overig Groningen (CR);2009 voor methodewijziging;185.0;100.0;27.5;23.2;20.1;18.1
247;1;41;Overig Groningen (CR);2009 na methodewijziging;185.2;100.0;27.5;23.1;20.1;18.1
248;1;41;Overig Groningen (CR);2010;186.7;100.0;27.4;23.1;20.0;18.0
249;1;41;Overig Groningen (CR);2011;189.2;100.0;27.5;23.1;20.1;18.2
250;1;41;Overig Groningen (CR);2012;190.7;100.0;27.3;23.1;20.0;18.3
251;1;41;Overig Groningen (CR);2013;191.5;100.0;27.6;23.2;20.2;18.3
252;1;41;Overig Groningen (CR);2014;193.5;100.0;28.5;23.6;20.9;18.7
253;1;41;Noord-Friesland (CR);2005;142.4;100.0;26.0;23.2;18.1;16.5
254;1;41;Noord-Friesland (CR);2006;142.9;100.0;27.6;24.6;19.2;17.4
255;1;41;Noord-Friesland (CR);2007;143.4;100.0;29.2;25.7;20.4;18.2
256;1;41;Noord-Friesland (CR);2008;144.8;100.0;30.1;26.6;21.0;18.9
257;1;41;Noord-Friesland (CR);2009 voor methodewijziging;145.8;100.0;30.0;26.6;21.1;19.0
258;1;41;Noord-Friesland (CR);2009 na methodewijziging;144.9;100.0;30.0;26.6;21.1;19.1
259;1;41;Noord-Friesland (CR);2010;145.8;100.0;30.0;26.4;21.1;19.1
260;1;41;Noord-Friesland (CR);2011;146.8;100.0;30.2;26.6;21.2;19.3
261;1;41;Noord-Friesland (CR);2012;147.7;100.0;30.1;26.5;21.2;19.4
262;1;41;Noord-Friesland (CR);2013;144.7;100.0;30.2;26.3;21.3;19.4
263;1;41;Noord-Friesland (CR);2014;145.2;100.0;31.2;26.7;22.1;19.8
264;1;41;Zuidwest-Friesland (CR);2005;43.6;100.0;27.8;24.8;19.2;17.2
265;1;41;Zuidwest-Friesland (CR);2006;43.8;100.0;29.5;26.1;20.3;18.0
266;1;41;Zuidwest-Friesland (CR);2007;44.2;100.0;31.5;27.3;21.7;18.9
267;1;41;Zuidwest-Friesland (CR);2008;44.6;100.0;32.6;28.2;22.5;19.6
268;1;41;Zuidwest-Friesland (CR);2009 voor methodewijziging;44.9;100.0;32.1;28.1;22.3;19.7
269;1;41;Zuidwest-Friesland (CR);2009 na methodewijziging;44.8;100.0;32.0;28.2;22.2;19.8
270;1;41;Zuidwest-Friesland (CR);2010;45.0;100.0;32.1;28.0;22.3;19.8
271;1;41;Zuidwest-Friesland (CR);2011;45.2;100.0;32.2;28.4;22.3;20.1
272;1;41;Zuidwest-Friesland (CR);2012;45.5;100.0;32.6;28.3;22.6;20.2
273;1;41;Zuidwest-Friesland (CR);2013;57.8;100.0;32.9;28.6;22.8;20.4
274;1;41;Zuidwest-Friesland (CR);2014;58.0;100.0;34.5;29.1;23.9;20.9
275;1;41;Zuidoost-Friesland (CR);2005;85.8;100.0;27.7;24.7;19.0;17.1
276;1;41;Zuidoost-Friesland (CR);2006;86.6;100.0;29.1;25.8;20.0;17.9
277;1;41;Zuidoost-Friesland (CR);2007;87.3;100.0;30.8;26.9;21.2;18.7
278;1;41;Zuidoost-Friesland (CR);2008;87.9;100.0;32.0;28.0;22.0;19.4
279;1;41;Zuidoost-Friesland (CR);2009 voor methodewijziging;88.6;100.0;31.6;28.1;21.9;19.7
280;1;41;Zuidoost-Friesland (CR);2009 na methodewijziging;87.9;100.0;31.8;28.3;22.1;19.8
281;1;41;Zuidoost-Friesland (CR);2010;88.5;100.0;31.8;28.0;22.0;19.7
282;1;41;Zuidoost-Friesland (CR);2011;88.8;100.0;31.9;28.4;22.2;20.0
283;1;41;Zuidoost-Friesland (CR);2012;89.0;100.0;32.1;28.3;22.3;20.1
284;1;41;Zuidoost-Friesland (CR);2013;80.4;100.0;32.2;28.1;22.5;20.2
285;1;41;Zuidoost-Friesland (CR);2014;80.9;100.0;33.4;28.4;23.3;20.6
286;1;41;Noord-Drenthe (CR);2005;77.0;100.0;29.5;26.6;20.4;18.3
287;1;41;Noord-Drenthe (CR);2006;77.8;100.0;30.9;27.8;21.3;19.2
288;1;41;Noord-Drenthe (CR);2007;78.8;100.0;32.7;29.1;22.6;20.1
289;1;41;Noord-Drenthe (CR);2008;79.6;100.0;33.7;30.0;23.3;20.8
290;1;41;Noord-Drenthe (CR);2009 voor methodewijziging;80.5;100.0;33.8;30.1;23.5;21.1
291;1;41;Noord-Drenthe (CR);2009 na methodewijziging;80.4;100.0;34.0;30.2;23.6;21.1
292;1;41;Noord-Drenthe (CR);2010;80.8;100.0;33.9;30.0;23.6;21.0
293;1;41;Noord-Drenthe (CR);2011;81.5;100.0;33.9;30.2;23.6;21.2
294;1;41;Noord-Drenthe (CR);2012;81.8;100.0;34.2;30.2;23.9;21.4
295;1;41;Noord-Drenthe (CR);2013;81.5;100.0;34.6;30.3;24.2;21.6
296;1;41;Noord-Drenthe (CR);2014;81.8;100.0;35.9;30.9;25.0;22.2
297;1;41;Zuidoost-Drenthe (CR);2005;71.3;100.0;26.8;24.3;18.4;16.8
298;1;41;Zuidoost-Drenthe (CR);2006;71.8;100.0;28.3;25.4;19.4;17.6
299;1;41;Zuidoost-Drenthe (CR);2007;72.2;100.0;30.2;26.7;20.8;18.5
300;1;41;Zuidoost-Drenthe (CR);2008;72.7;100.0;30.8;27.7;21.2;19.2
301;1;41;Zuidoost-Drenthe (CR);2009 voor methodewijziging;73.2;100.0;31.0;27.6;21.5;19.3
302;1;41;Zuidoost-Drenthe (CR);2009 na methodewijziging;72.8;100.0;31.1;27.7;21.5;19.4
303;1;41;Zuidoost-Drenthe (CR);2010;73.0;100.0;31.0;27.5;21.5;19.3
304;1;41;Zuidoost-Drenthe (CR);2011;73.2;100.0;31.2;27.8;21.6;19.6
305;1;41;Zuidoost-Drenthe (CR);2012;73.3;100.0;31.4;27.7;21.8;19.7
306;1;41;Zuidoost-Drenthe (CR);2013;73.3;100.0;31.5;27.5;21.9;19.7
307;1;41;Zuidoost-Drenthe (CR);2014;73.7;100.0;32.6;28.0;22.8;20.2
308;1;41;Zuidwest-Drenthe (CR);2005;52.7;100.0;28.6;25.8;19.6;17.7
309;1;41;Zuidwest-Drenthe (CR);2006;53.4;100.0;30.0;26.9;20.6;18.6
310;1;41;Zuidwest-Drenthe (CR);2007;53.7;100.0;31.8;28.2;21.8;19.5
311;1;41;Zuidwest-Drenthe (CR);2008;54.2;100.0;32.8;29.1;22.6;20.1
