ID;Geslacht;Leeftijd;Migratieachtergrond;DiagnosesICPC;Marges;Perioden;PersonenMetDiagnose_1
31;Totaal mannen en vrouwen;10000;Totaal;A. Algemeen en niet gespecificeerd;Bovengrens 95%-interval;2021;215
32;Totaal mannen en vrouwen;10000;Totaal;A. Algemeen en niet gespecificeerd;Bovengrens 95%-interval;2022;226
33;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2012;112
34;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2013;114
35;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2014;115
36;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2015;118
37;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2016;117
38;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2017;122
39;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2018;127
40;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2019;132
41;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2020;139
42;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2021;138
43;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2022;141
44;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2012;111
45;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2013;114
46;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2014;115
47;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2015;117
48;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2016;116
49;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2017;122
50;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2018;127
51;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2019;132
52;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2020;138
53;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2021;137
54;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2022;140
55;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2012;113
56;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2013;115
57;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2014;116
58;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2015;118
59;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2016;117
60;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2017;123
61;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2018;128
62;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2019;133
63;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2020;139
64;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2021;138
65;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2022;141
66;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2012;105
67;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2013;100
68;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2014;107
69;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2015;105
70;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2016;93
71;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2017;93
72;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2018;92
73;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2019;103
74;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2020;95
75;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2021;100
76;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2022;111
77;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2012;105
78;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2013;99
79;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2014;106
80;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2015;104
81;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2016;92
82;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2017;92
83;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2018;92
84;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2019;103
85;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2020;94
86;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2021;100
87;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2022;111
88;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2012;106
89;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2013;101
90;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2014;107
91;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2015;105
92;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2016;93
93;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2017;93
94;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2018;93
95;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2019;104
96;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2020;95
97;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2021;101
98;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2022;112
99;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2012;52
100;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2013;50
101;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2014;48
102;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2015;49
103;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2016;50
104;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2017;52
105;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2018;54
106;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2019;55
107;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2020;54
108;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2021;56
109;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Waarde;2022;58
110;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2012;51
111;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2013;50
112;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2014;47
113;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2015;49
114;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2016;49
115;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2017;52
116;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2018;54
117;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2019;55
118;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2020;54
119;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2021;56
120;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2022;58
121;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2012;53
122;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2013;51
123;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2014;48
124;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2015;50
125;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2016;50
126;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2017;53
127;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2018;55
128;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2019;56
129;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2020;55
130;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2021;57
131;Totaal mannen en vrouwen;10000;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2022;59
132;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2012;7
133;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2013;6
134;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2014;7
135;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2015;7
136;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2016;7
137;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2017;6
138;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2018;6
139;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2019;7
140;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2020;6
141;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2021;6
142;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Waarde;2022;7
143;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2012;6
144;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2013;6
145;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2014;6
146;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2015;7
147;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2016;6
148;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2017;6
149;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2018;6
150;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2019;7
151;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2020;6
152;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2021;6
153;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Ondergrens 95%-interval;2022;7
154;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2012;7
155;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2013;7
156;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2014;7
157;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2015;7
158;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2016;7
159;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2017;6
160;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2018;6
161;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2019;7
162;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2020;6
163;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2021;7
164;Totaal mannen en vrouwen;10000;Totaal;B01-B29 Tot. sympt., kl. bloed, bloedv..;Bovengrens 95%-interval;2022;7
165;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2012;46
166;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2013;45
167;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2014;42
168;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2015;43
169;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2016;44
170;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2017;47
171;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2018;49
172;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2019;49
173;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2020;49
174;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2021;50
175;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Waarde;2022;52
176;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2012;46
177;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2013;44
178;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2014;41
179;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2015;43
180;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2016;43
181;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2017;46
182;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2018;48
183;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2019;49
184;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2020;49
185;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2021;50
186;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Ondergrens 95%-interval;2022;52
187;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2012;47
188;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2013;45
189;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2014;42
190;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2015;43
191;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2016;44
192;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2017;47
193;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2018;49
194;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2019;49
195;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2020;49
196;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2021;51
197;Totaal mannen en vrouwen;10000;Totaal;B70-B99 Tot. zktn bloed, bloedv. organen;Bovengrens 95%-interval;2022;52
198;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2012;235
199;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2013;234
200;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2014;236
201;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2015;239
202;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2016;233
203;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2017;244
204;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2018;247
205;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2019;248
206;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2020;236
207;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2021;245
208;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Waarde;2022;251
209;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2012;234
210;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2013;233
211;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2014;235
212;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2015;238
213;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2016;232
214;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2017;243
215;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2018;246
216;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2019;247
217;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2020;235
218;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2021;244
219;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2022;250
220;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2012;236
221;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2013;235
222;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2014;236
223;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2015;240
224;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2016;234
225;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2017;245
226;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2018;248
227;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2019;249
228;Totaal mannen en vrouwen;10000;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2020;236
