ID;TypeMaatwerkvoorziening;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;WmoClienten_5;WmoClientenPer1000Inwoners_6
1830;Totaal;Landsmeer;1e halfjaar 2024;Landsmeer                               ;Gemeente ;GM0415  ;1.0;590.0;50.0
1831;Totaal;Purmerland;1e halfjaar 2024;Purmerland                              ;Wijk     ;WK041501;1.0;20.0;49.0
1832;Totaal;Den Ilp;1e halfjaar 2024;Den Ilp                                 ;Wijk     ;WK041502;1.0;30.0;33.0
1833;Totaal;Landsmeer;1e halfjaar 2024;Landsmeer                               ;Wijk     ;WK041503;1.0;535.0;51.0
1834;Totaal;Lansingerland;1e halfjaar 2024;Lansingerland                           ;Gemeente ;GM1621  ;1.0;2785.0;42.0
1835;Totaal;Wijk 11 Bergschenhoek;1e halfjaar 2024;Wijk 11 Bergschenhoek                   ;Wijk     ;WK162111;1.0;290.0;81.0
1836;Totaal;Wijk 12 De Ackers;1e halfjaar 2024;Wijk 12 De Ackers                       ;Wijk     ;WK162112;1.0;250.0;31.0
1837;Totaal;Wijk 13 Boterdorp;1e halfjaar 2024;Wijk 13 Boterdorp                       ;Wijk     ;WK162113;1.0;210.0;34.0
1838;Totaal;Wijk 14 Wilderszijde;1e halfjaar 2024;Wijk 14 Wilderszijde                    ;Wijk     ;WK162114;1.0;;
1839;Totaal;Wijk 15 Oosteindsche Polder;1e halfjaar 2024;Wijk 15 Oosteindsche Polder             ;Wijk     ;WK162115;1.0;55.0;39.0
1840;Totaal;Wijk 21 Berkel;1e halfjaar 2024;Wijk 21 Berkel                          ;Wijk     ;WK162121;1.0;380.0;77.0
1841;Totaal;Wijk 22 Noordpolder;1e halfjaar 2024;Wijk 22 Noordpolder                     ;Wijk     ;WK162122;1.0;310.0;65.0
1842;Totaal;Wijk 23 Meerpolder;1e halfjaar 2024;Wijk 23 Meerpolder                      ;Wijk     ;WK162123;1.0;335.0;49.0
1843;Totaal;Wijk 24 Noordeinde;1e halfjaar 2024;Wijk 24 Noordeinde                      ;Wijk     ;WK162124;1.0;35.0;21.0
1844;Totaal;Wijk 25 Zuidpolder;1e halfjaar 2024;Wijk 25 Zuidpolder                      ;Wijk     ;WK162125;1.0;190.0;39.0
1845;Totaal;Wijk 26 De Wadden;1e halfjaar 2024;Wijk 26 De Wadden                       ;Wijk     ;WK162126;1.0;30.0;11.0
1846;Totaal;Wijk 27 Westpolder;1e halfjaar 2024;Wijk 27 Westpolder                      ;Wijk     ;WK162127;1.0;95.0;17.0
1847;Totaal;Wijk 28 Rodenrijs;1e halfjaar 2024;Wijk 28 Rodenrijs                       ;Wijk     ;WK162128;1.0;45.0;17.0
1848;Totaal;Wijk 31 Bleiswijk;1e halfjaar 2024;Wijk 31 Bleiswijk                       ;Wijk     ;WK162131;1.0;325.0;76.0
1849;Totaal;Wijk 32 Hoekeindse Zoom;1e halfjaar 2024;Wijk 32 Hoekeindse Zoom                 ;Wijk     ;WK162132;1.0;235.0;37.0
1850;Totaal;Wijk 33 Bleiswijk Buiten;1e halfjaar 2024;Wijk 33 Bleiswijk Buiten                ;Wijk     ;WK162133;1.0;20.0;16.0
1851;Totaal;Laren (NH.);1e halfjaar 2024;Laren (NH.)                             ;Gemeente ;GM0417  ;1.0;640.0;56.0
1852;Totaal;Laren;1e halfjaar 2024;Laren                                   ;Wijk     ;WK041703;1.0;605.0;53.0
1853;Totaal;Leeuwarden;1e halfjaar 2024;Leeuwarden                              ;Gemeente ;GM0080  ;1.0;9630.0;75.0
1854;Totaal;Binnenstad;1e halfjaar 2024;Binnenstad                              ;Wijk     ;WK008010;1.0;290.0;44.0
1855;Totaal;Potmargezone;1e halfjaar 2024;Potmargezone                            ;Wijk     ;WK008011;1.0;865.0;100.0
1856;Totaal;Oud-Oost;1e halfjaar 2024;Oud-Oost                                ;Wijk     ;WK008020;1.0;935.0;75.0
1857;Totaal;Sonnenborgh e.o.;1e halfjaar 2024;Sonnenborgh e.o.                        ;Wijk     ;WK008030;1.0;590.0;71.0
1858;Totaal;Westeinde e.o.;1e halfjaar 2024;Westeinde e.o.                          ;Wijk     ;WK008031;1.0;315.0;82.0
1859;Totaal;Vossepark & Helicon;1e halfjaar 2024;Vossepark & Helicon                     ;Wijk     ;WK008032;1.0;185.0;36.0
1860;Totaal;Huizum-West;1e halfjaar 2024;Huizum-West                             ;Wijk     ;WK008040;1.0;445.0;69.0
1861;Totaal;Nijlân & De Zwette;1e halfjaar 2024;Nijlan & De Zwette                      ;Wijk     ;WK008041;1.0;425.0;105.0
1862;Totaal;Heechterp & Schieringen;1e halfjaar 2024;Heechterp & Schieringen                 ;Wijk     ;WK008050;1.0;310.0;85.0
1863;Totaal;Camminghaburen e.o.;1e halfjaar 2024;Camminghaburen e.o.                     ;Wijk     ;WK008051;1.0;750.0;72.0
1864;Totaal;Bilgaard & Havankpark e.o.;1e halfjaar 2024;Bilgaard & Havankpark e.o.              ;Wijk     ;WK008060;1.0;990.0;144.0
1865;Totaal;Vrijheidswijk;1e halfjaar 2024;Vrijheidswijk                           ;Wijk     ;WK008061;1.0;415.0;114.0
1866;Totaal;Dokkumer Ie e.o.;1e halfjaar 2024;Dokkumer Ie e.o.                        ;Wijk     ;WK008062;3.0;135.0;37.0
1867;Totaal;Stiens e.o.;1e halfjaar 2024;Stiens e.o.                             ;Wijk     ;WK008063;3.0;645.0;75.0
1868;Totaal;Aldlân & De Hemrik;1e halfjaar 2024;Aldlan & De Hemrik                      ;Wijk     ;WK008070;1.0;715.0;102.0
1869;Totaal;Goutum;1e halfjaar 2024;Goutum                                  ;Wijk     ;WK008071;1.0;160.0;48.0
1870;Totaal;Hempens/Teerns & Zuiderburen;1e halfjaar 2024;Hempens/Teerns & Zuiderburen            ;Wijk     ;WK008072;1.0;145.0;25.0
1871;Totaal;De Zuidlanden;1e halfjaar 2024;De Zuidlanden                           ;Wijk     ;WK008073;1.0;25.0;6.0
1872;Totaal;Middelsee;1e halfjaar 2024;Middelsee                               ;Wijk     ;WK008074;1.0;10.0;57.0
1873;Totaal;Dorpen Zuid-Oost;1e halfjaar 2024;Dorpen Zuid-Oost                        ;Wijk     ;WK008080;1.0;180.0;45.0
1874;Totaal;Dorpen Zuid-West;1e halfjaar 2024;Dorpen Zuid-West                        ;Wijk     ;WK008081;1.0;175.0;44.0
1875;Totaal;Grou e.o.;1e halfjaar 2024;Grou e.o.                               ;Wijk     ;WK008082;1.0;465.0;55.0
1876;Totaal;Leiden;1e halfjaar 2024;Leiden                                  ;Gemeente ;GM0546  ;1.0;7885.0;61.0
1877;Totaal;Binnenstad-Zuid;1e halfjaar 2024;Binnenstad-Zuid                         ;Wijk     ;WK054600;1.0;265.0;30.0
1878;Totaal;Binnenstad-Noord;1e halfjaar 2024;Binnenstad-Noord                        ;Wijk     ;WK054601;1.0;690.0;45.0
1879;Totaal;Stationsdistrict;1e halfjaar 2024;Stationsdistrict                        ;Wijk     ;WK054602;1.0;50.0;19.0
1880;Totaal;Leiden-Noord;1e halfjaar 2024;Leiden-Noord                            ;Wijk     ;WK054603;1.0;1035.0;67.0
1881;Totaal;Roodenburgerdistrict;1e halfjaar 2024;Roodenburgerdistrict                    ;Wijk     ;WK054604;1.0;1100.0;47.0
1882;Totaal;Bos- en Gasthuisdistrict;1e halfjaar 2024;Bos- en Gasthuisdistrict                ;Wijk     ;WK054605;1.0;1740.0;84.0
1883;Totaal;Morsdistrict;1e halfjaar 2024;Morsdistrict                            ;Wijk     ;WK054606;1.0;890.0;76.0
1884;Totaal;Boerhaavedistrict;1e halfjaar 2024;Boerhaavedistrict                       ;Wijk     ;WK054607;1.0;165.0;23.0
1885;Totaal;Merenwijkdistrict;1e halfjaar 2024;Merenwijkdistrict                       ;Wijk     ;WK054608;1.0;920.0;66.0
1886;Totaal;Stevenshofdistrict;1e halfjaar 2024;Stevenshofdistrict                      ;Wijk     ;WK054609;1.0;610.0;57.0
1887;Totaal;Leiderdorp;1e halfjaar 2024;Leiderdorp                              ;Gemeente ;GM0547  ;1.0;1380.0;50.0
1888;Totaal;Wijk 00;1e halfjaar 2024;Wijk 00                                 ;Wijk     ;WK054700;1.0;870.0;53.0
1889;Totaal;Wijk 01;1e halfjaar 2024;Wijk 01                                 ;Wijk     ;WK054701;1.0;120.0;36.0
1890;Totaal;Wijk 02;1e halfjaar 2024;Wijk 02                                 ;Wijk     ;WK054702;1.0;390.0;48.0
1891;Totaal;Leidschendam-Voorburg;1e halfjaar 2024;Leidschendam-Voorburg                   ;Gemeente ;GM1916  ;1.0;4345.0;56.0
1892;Totaal;De Zijde / Duivenvoorde / Park Veursehou;1e halfjaar 2024;De Zijde / Duivenvoorde / Park Veursehou;Wijk     ;WK191601;1.0;360.0;67.0
1893;Totaal;Prinsenhof;1e halfjaar 2024;Prinsenhof                              ;Wijk     ;WK191602;1.0;545.0;95.0
1894;Totaal;'t Lien / De Rietvink;1e halfjaar 2024;'t Lien / De Rietvink                   ;Wijk     ;WK191603;1.0;400.0;57.0
1895;Totaal;Stompwijk;1e halfjaar 2024;Stompwijk                               ;Wijk     ;WK191604;1.0;70.0;29.0
1896;Totaal;Leidschendam - Zuid en omgeving;1e halfjaar 2024;Leidschendam - Zuid en omgeving         ;Wijk     ;WK191605;1.0;435.0;66.0
1897;Totaal;De Heuvel / Amstelwijk;1e halfjaar 2024;De Heuvel / Amstelwijk                  ;Wijk     ;WK191606;1.0;255.0;78.0
1898;Totaal;Damsigt en omgeving;1e halfjaar 2024;Damsigt en omgeving                     ;Wijk     ;WK191607;1.0;295.0;42.0
1899;Totaal;Essesteijn;1e halfjaar 2024;Essesteijn                              ;Wijk     ;WK191608;1.0;370.0;64.0
1900;Totaal;Voorburg Midden;1e halfjaar 2024;Voorburg Midden                         ;Wijk     ;WK191609;1.0;530.0;66.0
1901;Totaal;Bovenveen;1e halfjaar 2024;Bovenveen                               ;Wijk     ;WK191610;1.0;445.0;58.0
1902;Totaal;Voorburg Noord;1e halfjaar 2024;Voorburg Noord                          ;Wijk     ;WK191611;1.0;210.0;30.0
1903;Totaal;Voorburg West / Park Leeuwenbergh;1e halfjaar 2024;Voorburg West / Park Leeuwenbergh       ;Wijk     ;WK191612;1.0;140.0;27.0
1904;Totaal;Voorburg Oud;1e halfjaar 2024;Voorburg Oud                            ;Wijk     ;WK191613;1.0;285.0;39.0
1905;Totaal;Lelystad;1e halfjaar 2024;Lelystad                                ;Gemeente ;GM0995  ;1.0;4325.0;51.0
1906;Totaal;Zuiderzeewijk;1e halfjaar 2024;Zuiderzeewijk                           ;Wijk     ;WK099501;1.0;510.0;76.0
1907;Totaal;Atolwijk;1e halfjaar 2024;Atolwijk                                ;Wijk     ;WK099502;1.0;580.0;54.0
1908;Totaal;Boswijk;1e halfjaar 2024;Boswijk                                 ;Wijk     ;WK099503;1.0;545.0;51.0
1909;Totaal;Waterwijk-Landerijen;1e halfjaar 2024;Waterwijk-Landerijen                    ;Wijk     ;WK099504;1.0;435.0;37.0
1910;Totaal;Bolder;1e halfjaar 2024;Bolder                                  ;Wijk     ;WK099505;1.0;675.0;75.0
1911;Totaal;Kustwijk;1e halfjaar 2024;Kustwijk                                ;Wijk     ;WK099506;1.0;535.0;41.0
1912;Totaal;Havendiep;1e halfjaar 2024;Havendiep                               ;Wijk     ;WK099507;1.0;700.0;65.0
1913;Totaal;Lelystad-Haven;1e halfjaar 2024;Lelystad-Haven                          ;Wijk     ;WK099508;1.0;155.0;34.0
1914;Totaal;Stadshart;1e halfjaar 2024;Stadshart                               ;Wijk     ;WK099509;1.0;205.0;111.0
1915;Totaal;Buitengebied;1e halfjaar 2024;Buitengebied                            ;Wijk     ;WK099510;1.0;15.0;20.0
1916;Totaal;Warande;1e halfjaar 2024;Warande                                 ;Wijk     ;WK099511;1.0;55.0;14.0
1917;Totaal;Leudal;1e halfjaar 2024;Leudal                                  ;Gemeente ;GM1640  ;1.0;2085.0;58.0
1918;Totaal;Heythuysen;1e halfjaar 2024;Heythuysen                              ;Wijk     ;WK164000;1.0;580.0;88.0
1919;Totaal;Heibloem;1e halfjaar 2024;Heibloem                                ;Wijk     ;WK164001;1.0;25.0;34.0
1920;Totaal;Roggel;1e halfjaar 2024;Roggel                                  ;Wijk     ;WK164002;1.0;210.0;49.0
1921;Totaal;Neer;1e halfjaar 2024;Neer                                    ;Wijk     ;WK164003;1.0;165.0;49.0
1922;Totaal;Nunhem;1e halfjaar 2024;Nunhem                                  ;Wijk     ;WK164004;1.0;25.0;37.0
1923;Totaal;Haelen;1e halfjaar 2024;Haelen                                  ;Wijk     ;WK164005;1.0;315.0;72.0
1924;Totaal;Buggenum;1e halfjaar 2024;Buggenum                                ;Wijk     ;WK164006;1.0;45.0;51.0
1925;Totaal;Horn;1e halfjaar 2024;Horn                                    ;Wijk     ;WK164007;1.0;195.0;52.0
1926;Totaal;Baexem;1e halfjaar 2024;Baexem                                  ;Wijk     ;WK164008;1.0;120.0;45.0
1927;Totaal;Kelpen-Oler;1e halfjaar 2024;Kelpen-Oler                             ;Wijk     ;WK164009;1.0;60.0;49.0
1928;Totaal;Grathem;1e halfjaar 2024;Grathem                                 ;Wijk     ;WK164010;1.0;75.0;44.0
1929;Totaal;Ell;1e halfjaar 2024;Ell                                     ;Wijk     ;WK164011;1.0;55.0;37.0
1930;Totaal;Haler;1e halfjaar 2024;Haler                                   ;Wijk     ;WK164012;1.0;15.0;35.0
1931;Totaal;Hunsel;1e halfjaar 2024;Hunsel                                  ;Wijk     ;WK164013;1.0;45.0;45.0
1932;Totaal;Neeritter;1e halfjaar 2024;Neeritter                               ;Wijk     ;WK164014;1.0;75.0;59.0
1933;Totaal;Ittervoort;1e halfjaar 2024;Ittervoort                              ;Wijk     ;WK164015;1.0;80.0;48.0
1934;Totaal;Leusden;1e halfjaar 2024;Leusden                                 ;Gemeente ;GM0327  ;1.0;1580.0;50.0
1935;Totaal;Wijk 00 Leusden-Centrum Oost;1e halfjaar 2024;Wijk 00 Leusden-Centrum Oost            ;Wijk     ;WK032700;1.0;475.0;55.0
1936;Totaal;Wijk 01 Leusden-Centrum West;1e halfjaar 2024;Wijk 01 Leusden-Centrum West            ;Wijk     ;WK032701;1.0;600.0;55.0
1937;Totaal;Wijk 02 Leusden-Zuid;1e halfjaar 2024;Wijk 02 Leusden-Zuid                    ;Wijk     ;WK032702;1.0;205.0;37.0
1938;Totaal;Wijk 03 Achterveld;1e halfjaar 2024;Wijk 03 Achterveld                      ;Wijk     ;WK032703;1.0;135.0;49.0
1939;Totaal;Wijk 04 Stoutenburg;1e halfjaar 2024;Wijk 04 Stoutenburg                     ;Wijk     ;WK032704;1.0;;
1940;Totaal;Wijk 05 't Ruige Veld;1e halfjaar 2024;Wijk 05 't Ruige Veld                   ;Wijk     ;WK032705;1.0;190.0;54.0
1941;Totaal;Lingewaard;1e halfjaar 2024;Lingewaard                              ;Gemeente ;GM1705  ;1.0;2995.0;63.0
1942;Totaal;Bemmel;1e halfjaar 2024;Bemmel                                  ;Wijk     ;WK170500;1.0;800.0;65.0
1943;Totaal;Gendt;1e halfjaar 2024;Gendt                                   ;Wijk     ;WK170501;1.0;550.0;74.0
1944;Totaal;Huissen;1e halfjaar 2024;Huissen                                 ;Wijk     ;WK170502;1.0;1250.0;63.0
1945;Totaal;Loo Gld;1e halfjaar 2024;Loo Gld                                 ;Wijk     ;WK170503;1.0;;
1946;Totaal;Angeren;1e halfjaar 2024;Angeren                                 ;Wijk     ;WK170504;1.0;160.0;54.0
1947;Totaal;Doornenburg;1e halfjaar 2024;Doornenburg                             ;Wijk     ;WK170505;1.0;170.0;61.0
1948;Totaal;Haalderen;1e halfjaar 2024;Haalderen                               ;Wijk     ;WK170506;1.0;100.0;48.0
1949;Totaal;Ressen;1e halfjaar 2024;Ressen                                  ;Wijk     ;WK170507;1.0;;
1950;Totaal;Lisse;1e halfjaar 2024;Lisse                                   ;Gemeente ;GM0553  ;1.0;1355.0;58.0
1951;Totaal;Lisse Noord;1e halfjaar 2024;Lisse Noord                             ;Wijk     ;WK055301;1.0;320.0;47.0
1952;Totaal;Centrum;1e halfjaar 2024;Centrum                                 ;Wijk     ;WK055302;1.0;575.0;81.0
1953;Totaal;Lisse Zuid;1e halfjaar 2024;Lisse Zuid                              ;Wijk     ;WK055303;1.0;380.0;50.0
1954;Totaal;Buitengebied;1e halfjaar 2024;Buitengebied                            ;Wijk     ;WK055304;1.0;90.0;48.0
1955;Totaal;Lochem;1e halfjaar 2024;Lochem                                  ;Gemeente ;GM0262  ;1.0;2205.0;64.0
1956;Totaal;Wijk 00 Lochem kern;1e halfjaar 2024;Wijk 00 Lochem kern                     ;Wijk     ;WK026200;1.0;1020.0;81.0
1957;Totaal;Wijk 01 Lochem buitengebied;1e halfjaar 2024;Wijk 01 Lochem buitengebied             ;Wijk     ;WK026201;1.0;20.0;16.0
1958;Totaal;Wijk 02 Laren;1e halfjaar 2024;Wijk 02 Laren                           ;Wijk     ;WK026202;1.0;200.0;46.0
1959;Totaal;Wijk 03 Barchem;1e halfjaar 2024;Wijk 03 Barchem                         ;Wijk     ;WK026203;1.0;90.0;51.0
1960;Totaal;Wijk 04 Gorssel;1e halfjaar 2024;Wijk 04 Gorssel                         ;Wijk     ;WK026204;1.0;735.0;66.0
1961;Totaal;Wijk 01 Almen-Harfsen;1e halfjaar 2024;Wijk 01 Almen-Harfsen                   ;Wijk     ;WK026205;1.0;145.0;43.0
1962;Totaal;Loon op Zand;1e halfjaar 2024;Loon op Zand                            ;Gemeente ;GM0809  ;1.0;1885.0;79.0
1963;Totaal;Wijk 10 Kaatsheuvel-West;1e halfjaar 2024;Wijk 10 Kaatsheuvel-West                ;Wijk     ;WK080910;1.0;880.0;84.0
1964;Totaal;Wijk 20 Kaatsheuvel-Oost;1e halfjaar 2024;Wijk 20 Kaatsheuvel-Oost                ;Wijk     ;WK080920;1.0;420.0;65.0
1965;Totaal;Wijk 30 Loon op Zand;1e halfjaar 2024;Wijk 30 Loon op Zand                    ;Wijk     ;WK080930;1.0;560.0;90.0
1966;Totaal;Wijk 40 De Moer;1e halfjaar 2024;Wijk 40 De Moer                         ;Wijk     ;WK080940;1.0;25.0;36.0
1967;Totaal;Lopik;1e halfjaar 2024;Lopik                                   ;Gemeente ;GM0331  ;1.0;470.0;32.0
1968;Totaal;Wijk 00 Lopik, Benschop en Polsbroek;1e halfjaar 2024;Wijk 00 Lopik, Benschop en Polsbroek    ;Wijk     ;WK033100;1.0;470.0;32.0
1969;Totaal;Losser;1e halfjaar 2024;Losser                                  ;Gemeente ;GM0168  ;1.0;1675.0;72.0
1970;Totaal;Wijk 00 Losser;1e halfjaar 2024;Wijk 00 Losser                          ;Wijk     ;WK016800;1.0;1125.0;82.0
1971;Totaal;Wijk 01 Glane;1e halfjaar 2024;Wijk 01 Glane                           ;Wijk     ;WK016801;1.0;25.0;49.0
1972;Totaal;Wijk 02 Overdinkel;1e halfjaar 2024;Wijk 02 Overdinkel                      ;Wijk     ;WK016802;1.0;300.0;72.0
1973;Totaal;Wijk 03 De Lutte;1e halfjaar 2024;Wijk 03 De Lutte                        ;Wijk     ;WK016803;1.0;185.0;47.0
1974;Totaal;Wijk 04 Beuningen;1e halfjaar 2024;Wijk 04 Beuningen                       ;Wijk     ;WK016804;1.0;55.0;53.0
1975;Totaal;Maasdriel;1e halfjaar 2024;Maasdriel                               ;Gemeente ;GM0263  ;1.0;1590.0;61.0
1976;Totaal;Wijk 00 Kerkdriel;1e halfjaar 2024;Wijk 00 Kerkdriel                       ;Wijk     ;WK026300;1.0;705.0;64.0
1977;Totaal;Wijk 01 Ammerzoden;1e halfjaar 2024;Wijk 01 Ammerzoden                      ;Wijk     ;WK026301;1.0;315.0;65.0
1978;Totaal;Wijk 02 Hedel;1e halfjaar 2024;Wijk 02 Hedel                           ;Wijk     ;WK026302;1.0;280.0;54.0
1979;Totaal;Wijk 03 Heerewaarden;1e halfjaar 2024;Wijk 03 Heerewaarden                    ;Wijk     ;WK026303;1.0;75.0;56.0
1980;Totaal;Wijk 04 Rossum;1e halfjaar 2024;Wijk 04 Rossum                          ;Wijk     ;WK026304;1.0;225.0;61.0
1981;Totaal;Maasgouw;1e halfjaar 2024;Maasgouw                                ;Gemeente ;GM1641  ;1.0;1945.0;80.0
1982;Totaal;Wijk 00 Maasbracht;1e halfjaar 2024;Wijk 00 Maasbracht                      ;Wijk     ;WK164100;1.0;565.0;81.0
1983;Totaal;Wijk 01 Linne;1e halfjaar 2024;Wijk 01 Linne                           ;Wijk     ;WK164101;1.0;245.0;64.0
1984;Totaal;Wijk 02 Stevensweert;1e halfjaar 2024;Wijk 02 Stevensweert                    ;Wijk     ;WK164102;1.0;85.0;49.0
1985;Totaal;Wijk 03 Ohé en Laak;1e halfjaar 2024;Wijk 03 Ohe en Laak                     ;Wijk     ;WK164103;1.0;55.0;63.0
1986;Totaal;Wijk 04 Thorn;1e halfjaar 2024;Wijk 04 Thorn                           ;Wijk     ;WK164104;1.0;210.0;85.0
1987;Totaal;Wijk 05 Heel;1e halfjaar 2024;Wijk 05 Heel                            ;Wijk     ;WK164105;1.0;570.0;124.0
1988;Totaal;Wijk 06 Beegden;1e halfjaar 2024;Wijk 06 Beegden                         ;Wijk     ;WK164106;1.0;105.0;55.0
1989;Totaal;Wijk 07 Wessem;1e halfjaar 2024;Wijk 07 Wessem                          ;Wijk     ;WK164107;1.0;115.0;58.0
1990;Totaal;Maashorst;1e halfjaar 2024;Maashorst                               ;Gemeente ;GM1991  ;1.0;3570.0;60.0
1991;Totaal;Uden;1e halfjaar 2024;Uden                                    ;Wijk     ;WK199101;1.0;2495.0;67.0
1992;Totaal;Volkel;1e halfjaar 2024;Volkel                                  ;Wijk     ;WK199102;1.0;200.0;55.0
1993;Totaal;Odiliapeel;1e halfjaar 2024;Odiliapeel                              ;Wijk     ;WK199103;1.0;100.0;47.0
1994;Totaal;Schaijk;1e halfjaar 2024;Schaijk                                 ;Wijk     ;WK199104;1.0;375.0;51.0
1995;Totaal;Reek;1e halfjaar 2024;Reek                                    ;Wijk     ;WK199105;1.0;95.0;53.0
1996;Totaal;Zeeland;1e halfjaar 2024;Zeeland                                 ;Wijk     ;WK199106;1.0;345.0;50.0
1997;Totaal;Maassluis;1e halfjaar 2024;Maassluis                               ;Gemeente ;GM0556  ;1.0;2545.0;71.0
1998;Totaal;Wijk 01 Taanschuurpolder;1e halfjaar 2024;Wijk 01 Taanschuurpolder                ;Wijk     ;WK055601;1.0;125.0;43.0
1999;Totaal;Wijk 02 Dijkpolder;1e halfjaar 2024;Wijk 02 Dijkpolder                      ;Wijk     ;WK055602;1.0;470.0;83.0
2000;Totaal;Sluispolder;1e halfjaar 2024;Sluispolder                             ;Wijk     ;WK055603;1.0;420.0;68.0
2001;Totaal;Wijk 04 Kapelpolder;1e halfjaar 2024;Wijk 04 Kapelpolder                     ;Wijk     ;WK055604;1.0;810.0;107.0
2002;Totaal;Wijk 05 Burgemeesterswijk;1e halfjaar 2024;Wijk 05 Burgemeesterswijk               ;Wijk     ;WK055605;1.0;470.0;71.0
2003;Totaal;Wijk 06 Steendijkpolder;1e halfjaar 2024;Wijk 06 Steendijkpolder                 ;Wijk     ;WK055606;1.0;220.0;45.0
2004;Totaal;Wijk 07 Aalkeetpolder;1e halfjaar 2024;Wijk 07 Aalkeetpolder                   ;Wijk     ;WK055607;1.0;;
2005;Totaal;Wijk 08 Wilgenrijk;1e halfjaar 2024;Wijk 08 Wilgenrijk                      ;Wijk     ;WK055608;1.0;10.0;7.0
2006;Totaal;Maastricht;1e halfjaar 2024;Maastricht                              ;Gemeente ;GM0935  ;1.0;11155.0;89.0
2007;Totaal;Wijk 00 Centrum;1e halfjaar 2024;Wijk 00 Centrum                         ;Wijk     ;WK093500;1.0;1315.0;61.0
2008;Totaal;Wijk 01 Buitenwijk Zuidwest;1e halfjaar 2024;Wijk 01 Buitenwijk Zuidwest             ;Wijk     ;WK093501;1.0;610.0;66.0
2009;Totaal;Wijk 02 Buitenwijk West;1e halfjaar 2024;Wijk 02 Buitenwijk West                 ;Wijk     ;WK093502;1.0;4065.0;112.0
2010;Totaal;Wijk 03 Buitenwijk Noordwest;1e halfjaar 2024;Wijk 03 Buitenwijk Noordwest            ;Wijk     ;WK093503;1.0;215.0;99.0
2011;Totaal;Wijk 04 Buitenwijk Oost;1e halfjaar 2024;Wijk 04 Buitenwijk Oost                 ;Wijk     ;WK093504;1.0;2565.0;80.0
2012;Totaal;Wijk 05 Buitenwijk Noordoost;1e halfjaar 2024;Wijk 05 Buitenwijk Noordoost            ;Wijk     ;WK093505;1.0;245.0;91.0
2013;Totaal;Wijk 06 Buitenwijk Zuidoost;1e halfjaar 2024;Wijk 06 Buitenwijk Zuidoost             ;Wijk     ;WK093506;1.0;1865.0;87.0
2014;Totaal;Medemblik;1e halfjaar 2024;Medemblik                               ;Gemeente ;GM0420  ;1.0;2325.0;50.0
2015;Totaal;Medemblik;1e halfjaar 2024;Medemblik                               ;Wijk     ;WK042001;1.0;510.0;59.0
2016;Totaal;Opperdoes;1e halfjaar 2024;Opperdoes                               ;Wijk     ;WK042002;1.0;80.0;40.0
2017;Totaal;Twisk;1e halfjaar 2024;Twisk                                   ;Wijk     ;WK042003;1.0;35.0;33.0
2018;Totaal;Lambertschaag;1e halfjaar 2024;Lambertschaag                           ;Wijk     ;WK042004;1.0;;
2019;Totaal;Abbekerk;1e halfjaar 2024;Abbekerk                                ;Wijk     ;WK042005;1.0;100.0;49.0
2020;Totaal;Sijbekarspel;1e halfjaar 2024;Sijbekarspel                            ;Wijk     ;WK042006;1.0;40.0;42.0
2021;Totaal;Benningbroek;1e halfjaar 2024;Benningbroek                            ;Wijk     ;WK042007;1.0;25.0;30.0
2022;Totaal;Wognum;1e halfjaar 2024;Wognum                                  ;Wijk     ;WK042008;1.0;410.0;64.0
2023;Totaal;Zwaagdijk-West;1e halfjaar 2024;Zwaagdijk-West                          ;Wijk     ;WK042009;1.0;35.0;58.0
2024;Totaal;Nibbixwoud;1e halfjaar 2024;Nibbixwoud                              ;Wijk     ;WK042010;1.0;100.0;38.0
2025;Totaal;Midwoud;1e halfjaar 2024;Midwoud                                 ;Wijk     ;WK042011;1.0;145.0;57.0
2026;Totaal;Oostwoud;1e halfjaar 2024;Oostwoud                                ;Wijk     ;WK042012;1.0;35.0;43.0
2027;Totaal;Hauwert;1e halfjaar 2024;Hauwert                                 ;Wijk     ;WK042013;1.0;20.0;30.0
2028;Totaal;Zwaagdijk-Oost;1e halfjaar 2024;Zwaagdijk-Oost                          ;Wijk     ;WK042014;1.0;45.0;36.0
2029;Totaal;Wervershoof;1e halfjaar 2024;Wervershoof                             ;Wijk     ;WK042015;1.0;425.0;52.0
2030;Totaal;Andijk;1e halfjaar 2024;Andijk                                  ;Wijk     ;WK042016;1.0;330.0;45.0
2031;Totaal;Meerssen;1e halfjaar 2024;Meerssen                                ;Gemeente ;GM0938  ;1.0;1540.0;83.0
2032;Totaal;Wijk 00 Meerssen;1e halfjaar 2024;Wijk 00 Meerssen                        ;Wijk     ;WK093800;1.0;745.0;99.0
2033;Totaal;Wijk 01 Ulestraten;1e halfjaar 2024;Wijk 01 Ulestraten                      ;Wijk     ;WK093801;1.0;155.0;55.0
2034;Totaal;Wijk 02 Bunde - Geulle;1e halfjaar 2024;Wijk 02 Bunde - Geulle                  ;Wijk     ;WK093802;1.0;620.0;75.0
2035;Totaal;Meierijstad;1e halfjaar 2024;Meierijstad                             ;Gemeente ;GM1948  ;1.0;5145.0;61.0
2036;Totaal;Erp;1e halfjaar 2024;Erp                                     ;Wijk     ;WK194801;1.0;335.0;46.0
