ID;Geslacht;Leeftijd;Herkomst;GeneesmiddelengroepATC;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2;GedefinieerdeDagdosesDDD_3;GedefinieerdeDagdosesDDDRelatief_4
22;Totaal mannen en vrouwen;10000;Totaal;A02A Antacida;2022;115.0;0.0;25.0;1.0
23;Totaal mannen en vrouwen;10000;Totaal;A02A Antacida;2023;135.0;0.0;14.0;1.0
24;Totaal mannen en vrouwen;10000;Totaal;A02B Midd ulcus pept/gastro-oesof.reflux;2020;2271720.0;12.76;824080.0;46300.0
25;Totaal mannen en vrouwen;10000;Totaal;A02B Midd ulcus pept/gastro-oesof.reflux;2021;2288590.0;12.78;829270.0;46308.0
26;Totaal mannen en vrouwen;10000;Totaal;A02B Midd ulcus pept/gastro-oesof.reflux;2022;2265210.0;12.48;820589.0;45196.0
27;Totaal mannen en vrouwen;10000;Totaal;A02B Midd ulcus pept/gastro-oesof.reflux;2023;2237035.0;12.22;808503.0;44171.0
28;Totaal mannen en vrouwen;10000;Totaal;A02X Ov midd bij zuurgerelateerde afwijk;2020;0.0;0.0;0.0;0.0
29;Totaal mannen en vrouwen;10000;Totaal;A02X Ov midd bij zuurgerelateerde afwijk;2021;0.0;0.0;0.0;0.0
30;Totaal mannen en vrouwen;10000;Totaal;A02X Ov midd bij zuurgerelateerde afwijk;2022;0.0;0.0;0.0;0.0
31;Totaal mannen en vrouwen;10000;Totaal;A02X Ov midd bij zuurgerelateerde afwijk;2023;0.0;0.0;0.0;0.0
32;Totaal mannen en vrouwen;10000;Totaal;A03 Middelen bij funct. maagdarmstoorn.;2020;371205.0;2.09;23081.0;1297.0
33;Totaal mannen en vrouwen;10000;Totaal;A03 Middelen bij funct. maagdarmstoorn.;2021;381890.0;2.13;22809.0;1274.0
34;Totaal mannen en vrouwen;10000;Totaal;A03 Middelen bij funct. maagdarmstoorn.;2022;378045.0;2.08;22539.0;1241.0
35;Totaal mannen en vrouwen;10000;Totaal;A03 Middelen bij funct. maagdarmstoorn.;2023;367705.0;2.01;22018.0;1203.0
36;Totaal mannen en vrouwen;10000;Totaal;A03A Middelen bij funct. darmstoornissen;2020;94720.0;0.53;17350.0;975.0
37;Totaal mannen en vrouwen;10000;Totaal;A03A Middelen bij funct. darmstoornissen;2021;94740.0;0.53;17209.0;961.0
38;Totaal mannen en vrouwen;10000;Totaal;A03A Middelen bij funct. darmstoornissen;2022;91385.0;0.5;17153.0;945.0
39;Totaal mannen en vrouwen;10000;Totaal;A03A Middelen bij funct. darmstoornissen;2023;85835.0;0.47;16821.0;919.0
40;Totaal mannen en vrouwen;10000;Totaal;A03B Belladonna en derivaten;2020;4530.0;0.03;34.0;2.0
41;Totaal mannen en vrouwen;10000;Totaal;A03B Belladonna en derivaten;2021;4570.0;0.03;33.0;2.0
42;Totaal mannen en vrouwen;10000;Totaal;A03B Belladonna en derivaten;2022;4455.0;0.02;34.0;2.0
43;Totaal mannen en vrouwen;10000;Totaal;A03B Belladonna en derivaten;2023;4480.0;0.02;33.0;2.0
44;Totaal mannen en vrouwen;10000;Totaal;A03C Spasmolytica met psycholeptica;2020;0.0;0.0;0.0;0.0
45;Totaal mannen en vrouwen;10000;Totaal;A03C Spasmolytica met psycholeptica;2021;0.0;0.0;0.0;0.0
46;Totaal mannen en vrouwen;10000;Totaal;A03C Spasmolytica met psycholeptica;2022;0.0;0.0;0.0;0.0
47;Totaal mannen en vrouwen;10000;Totaal;A03C Spasmolytica met psycholeptica;2023;0.0;0.0;0.0;0.0
48;Totaal mannen en vrouwen;10000;Totaal;A03D Spasmolytica met analgetica;2020;0.0;0.0;0.0;0.0
49;Totaal mannen en vrouwen;10000;Totaal;A03D Spasmolytica met analgetica;2021;0.0;0.0;0.0;0.0
50;Totaal mannen en vrouwen;10000;Totaal;A03D Spasmolytica met analgetica;2022;0.0;0.0;0.0;0.0
51;Totaal mannen en vrouwen;10000;Totaal;A03D Spasmolytica met analgetica;2023;0.0;0.0;0.0;0.0
52;Totaal mannen en vrouwen;10000;Totaal;A03E Ov spasmolytica en parasympath.comb;2020;0.0;0.0;0.0;0.0
53;Totaal mannen en vrouwen;10000;Totaal;A03E Ov spasmolytica en parasympath.comb;2021;0.0;0.0;0.0;0.0
54;Totaal mannen en vrouwen;10000;Totaal;A03E Ov spasmolytica en parasympath.comb;2022;0.0;0.0;0.0;0.0
55;Totaal mannen en vrouwen;10000;Totaal;A03E Ov spasmolytica en parasympath.comb;2023;0.0;0.0;0.0;0.0
56;Totaal mannen en vrouwen;10000;Totaal;A03F Motiliteitsbevorderende middelen;2020;282425.0;1.59;5697.0;320.0
57;Totaal mannen en vrouwen;10000;Totaal;A03F Motiliteitsbevorderende middelen;2021;292900.0;1.64;5567.0;311.0
58;Totaal mannen en vrouwen;10000;Totaal;A03F Motiliteitsbevorderende middelen;2022;292110.0;1.61;5352.0;295.0
59;Totaal mannen en vrouwen;10000;Totaal;A03F Motiliteitsbevorderende middelen;2023;286510.0;1.57;5164.0;282.0
60;Totaal mannen en vrouwen;10000;Totaal;A04 Anti-emetica;2020;81110.0;0.46;1010.0;57.0
61;Totaal mannen en vrouwen;10000;Totaal;A04 Anti-emetica;2021;109225.0;0.61;1140.0;64.0
62;Totaal mannen en vrouwen;10000;Totaal;A04 Anti-emetica;2022;133665.0;0.74;1250.0;69.0
63;Totaal mannen en vrouwen;10000;Totaal;A04 Anti-emetica;2023;136085.0;0.74;1306.0;71.0
64;Totaal mannen en vrouwen;10000;Totaal;A04A Anti-emetica;2020;81110.0;0.46;1010.0;57.0
65;Totaal mannen en vrouwen;10000;Totaal;A04A Anti-emetica;2021;109225.0;0.61;1140.0;64.0
66;Totaal mannen en vrouwen;10000;Totaal;A04A Anti-emetica;2022;133665.0;0.74;1250.0;69.0
67;Totaal mannen en vrouwen;10000;Totaal;A04A Anti-emetica;2023;136085.0;0.74;1306.0;71.0
68;Totaal mannen en vrouwen;10000;Totaal;A05 Gal- en levertherapeutica;2020;15810.0;0.09;4755.0;267.0
69;Totaal mannen en vrouwen;10000;Totaal;A05 Gal- en levertherapeutica;2021;16165.0;0.09;4857.0;271.0
70;Totaal mannen en vrouwen;10000;Totaal;A05 Gal- en levertherapeutica;2022;17350.0;0.1;5077.0;280.0
71;Totaal mannen en vrouwen;10000;Totaal;A05 Gal- en levertherapeutica;2023;17600.0;0.1;5241.0;286.0
72;Totaal mannen en vrouwen;10000;Totaal;A05A Galtherapeutica;2020;15810.0;0.09;4755.0;267.0
73;Totaal mannen en vrouwen;10000;Totaal;A05A Galtherapeutica;2021;16165.0;0.09;4857.0;271.0
74;Totaal mannen en vrouwen;10000;Totaal;A05A Galtherapeutica;2022;17350.0;0.1;5077.0;280.0
75;Totaal mannen en vrouwen;10000;Totaal;A05A Galtherapeutica;2023;17600.0;0.1;5241.0;286.0
76;Totaal mannen en vrouwen;10000;Totaal;A05B Levertherapeutica, lipotrope midd.;2020;0.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;10000;Totaal;A05B Levertherapeutica, lipotrope midd.;2021;0.0;0.0;0.0;0.0
78;Totaal mannen en vrouwen;10000;Totaal;A05B Levertherapeutica, lipotrope midd.;2022;0.0;0.0;0.0;0.0
79;Totaal mannen en vrouwen;10000;Totaal;A05B Levertherapeutica, lipotrope midd.;2023;0.0;0.0;0.0;0.0
80;Totaal mannen en vrouwen;10000;Totaal;A05C Galtherapeutica met lipotrope midd.;2020;0.0;0.0;0.0;0.0
81;Totaal mannen en vrouwen;10000;Totaal;A05C Galtherapeutica met lipotrope midd.;2021;0.0;0.0;0.0;0.0
82;Totaal mannen en vrouwen;10000;Totaal;A05C Galtherapeutica met lipotrope midd.;2022;0.0;0.0;0.0;0.0
83;Totaal mannen en vrouwen;10000;Totaal;A05C Galtherapeutica met lipotrope midd.;2023;0.0;0.0;0.0;0.0
84;Totaal mannen en vrouwen;10000;Totaal;A06 Laxantia;2020;1429265.0;8.03;135880.0;7634.0
85;Totaal mannen en vrouwen;10000;Totaal;A06 Laxantia;2021;1532785.0;8.56;145183.0;8107.0
86;Totaal mannen en vrouwen;10000;Totaal;A06 Laxantia;2022;1559205.0;8.59;145731.0;8027.0
87;Totaal mannen en vrouwen;10000;Totaal;A06 Laxantia;2023;1565930.0;8.56;108107.0;5906.0
88;Totaal mannen en vrouwen;10000;Totaal;A06A Laxantia;2020;1429265.0;8.03;135880.0;7634.0
89;Totaal mannen en vrouwen;10000;Totaal;A06A Laxantia;2021;1532785.0;8.56;145183.0;8107.0
90;Totaal mannen en vrouwen;10000;Totaal;A06A Laxantia;2022;1559205.0;8.59;145731.0;8027.0
91;Totaal mannen en vrouwen;10000;Totaal;A06A Laxantia;2023;1565930.0;8.56;108107.0;5906.0
92;Totaal mannen en vrouwen;10000;Totaal;A07 Antidiarr/-inflamm/-microb. darmmidd;2020;213835.0;1.2;71811.0;4035.0
93;Totaal mannen en vrouwen;10000;Totaal;A07 Antidiarr/-inflamm/-microb. darmmidd;2021;214160.0;1.2;73264.0;4091.0
94;Totaal mannen en vrouwen;10000;Totaal;A07 Antidiarr/-inflamm/-microb. darmmidd;2022;174310.0;0.96;71460.0;3936.0
95;Totaal mannen en vrouwen;10000;Totaal;A07 Antidiarr/-inflamm/-microb. darmmidd;2023;189385.0;1.03;70317.0;3842.0
96;Totaal mannen en vrouwen;10000;Totaal;A07A Antimicrobiële darmmiddelen;2020;107395.0;0.6;1314.0;74.0
97;Totaal mannen en vrouwen;10000;Totaal;A07A Antimicrobiële darmmiddelen;2021;105815.0;0.59;1326.0;74.0
98;Totaal mannen en vrouwen;10000;Totaal;A07A Antimicrobiële darmmiddelen;2022;64995.0;0.36;1255.0;69.0
99;Totaal mannen en vrouwen;10000;Totaal;A07A Antimicrobiële darmmiddelen;2023;79520.0;0.43;1513.0;83.0
100;Totaal mannen en vrouwen;10000;Totaal;A07B Adsorberende darmmiddelen;2020;0.0;0.0;0.0;0.0
101;Totaal mannen en vrouwen;10000;Totaal;A07B Adsorberende darmmiddelen;2021;0.0;0.0;0.0;0.0
102;Totaal mannen en vrouwen;10000;Totaal;A07B Adsorberende darmmiddelen;2022;35.0;0.0;0.0;0.0
103;Totaal mannen en vrouwen;10000;Totaal;A07B Adsorberende darmmiddelen;2023;80.0;0.0;0.0;0.0
104;Totaal mannen en vrouwen;10000;Totaal;A07C Elektrolyten met koolhydraten;2020;5.0;0.0;0.0;0.0
105;Totaal mannen en vrouwen;10000;Totaal;A07C Elektrolyten met koolhydraten;2021;0.0;0.0;0.0;0.0
106;Totaal mannen en vrouwen;10000;Totaal;A07C Elektrolyten met koolhydraten;2022;5.0;0.0;0.0;0.0
107;Totaal mannen en vrouwen;10000;Totaal;A07C Elektrolyten met koolhydraten;2023;0.0;0.0;0.0;0.0
108;Totaal mannen en vrouwen;10000;Totaal;A07D Motiliteitsremmende middelen;2020;23330.0;0.13;2058.0;116.0
109;Totaal mannen en vrouwen;10000;Totaal;A07D Motiliteitsremmende middelen;2021;22975.0;0.13;2078.0;116.0
110;Totaal mannen en vrouwen;10000;Totaal;A07D Motiliteitsremmende middelen;2022;22495.0;0.12;2043.0;113.0
111;Totaal mannen en vrouwen;10000;Totaal;A07D Motiliteitsremmende middelen;2023;22225.0;0.12;2063.0;113.0
112;Totaal mannen en vrouwen;10000;Totaal;A07E Anti-inflammatoire darmmiddelen;2020;87005.0;0.49;68439.0;3845.0
113;Totaal mannen en vrouwen;10000;Totaal;A07E Anti-inflammatoire darmmiddelen;2021;89160.0;0.5;69860.0;3901.0
114;Totaal mannen en vrouwen;10000;Totaal;A07E Anti-inflammatoire darmmiddelen;2022;89730.0;0.49;68162.0;3754.0
115;Totaal mannen en vrouwen;10000;Totaal;A07E Anti-inflammatoire darmmiddelen;2023;90965.0;0.5;66742.0;3646.0
116;Totaal mannen en vrouwen;10000;Totaal;A07F Micro-organismen tegen diarree;2020;0.0;0.0;0.0;0.0
117;Totaal mannen en vrouwen;10000;Totaal;A07F Micro-organismen tegen diarree;2021;0.0;0.0;0.0;0.0
118;Totaal mannen en vrouwen;10000;Totaal;A07F Micro-organismen tegen diarree;2022;0.0;0.0;0.0;0.0
119;Totaal mannen en vrouwen;10000;Totaal;A07F Micro-organismen tegen diarree;2023;0.0;0.0;0.0;0.0
120;Totaal mannen en vrouwen;10000;Totaal;A07X Overige antidiarrhoïca;2020;0.0;0.0;0.0;0.0
121;Totaal mannen en vrouwen;10000;Totaal;A07X Overige antidiarrhoïca;2021;0.0;0.0;0.0;0.0
122;Totaal mannen en vrouwen;10000;Totaal;A07X Overige antidiarrhoïca;2022;0.0;0.0;0.0;0.0
123;Totaal mannen en vrouwen;10000;Totaal;A07X Overige antidiarrhoïca;2023;0.0;0.0;0.0;0.0
124;Totaal mannen en vrouwen;10000;Totaal;A08 Vermageringsmidd,excl dieetproducten;2020;0.0;0.0;0.0;0.0
125;Totaal mannen en vrouwen;10000;Totaal;A08 Vermageringsmidd,excl dieetproducten;2021;0.0;0.0;0.0;0.0
126;Totaal mannen en vrouwen;10000;Totaal;A08 Vermageringsmidd,excl dieetproducten;2022;520.0;0.0;34.0;2.0
127;Totaal mannen en vrouwen;10000;Totaal;A08 Vermageringsmidd,excl dieetproducten;2023;1880.0;0.01;217.0;12.0
128;Totaal mannen en vrouwen;10000;Totaal;A08A Vermageringsmiddelen,excl dieetprod;2020;0.0;0.0;0.0;0.0
129;Totaal mannen en vrouwen;10000;Totaal;A08A Vermageringsmiddelen,excl dieetprod;2021;0.0;0.0;0.0;0.0
130;Totaal mannen en vrouwen;10000;Totaal;A08A Vermageringsmiddelen,excl dieetprod;2022;520.0;0.0;34.0;2.0
131;Totaal mannen en vrouwen;10000;Totaal;A08A Vermageringsmiddelen,excl dieetprod;2023;1880.0;0.01;217.0;12.0
132;Totaal mannen en vrouwen;10000;Totaal;A09 Digestiva, inclusief enzymen;2020;18800.0;0.11;5480.0;308.0
133;Totaal mannen en vrouwen;10000;Totaal;A09 Digestiva, inclusief enzymen;2021;19930.0;0.11;5574.0;311.0
134;Totaal mannen en vrouwen;10000;Totaal;A09 Digestiva, inclusief enzymen;2022;20965.0;0.12;6018.0;331.0
135;Totaal mannen en vrouwen;10000;Totaal;A09 Digestiva, inclusief enzymen;2023;21845.0;0.12;6691.0;366.0
136;Totaal mannen en vrouwen;10000;Totaal;A09A Digestiva, inclusief enzymen;2020;18800.0;0.11;5480.0;308.0
137;Totaal mannen en vrouwen;10000;Totaal;A09A Digestiva, inclusief enzymen;2021;19930.0;0.11;5574.0;311.0
138;Totaal mannen en vrouwen;10000;Totaal;A09A Digestiva, inclusief enzymen;2022;20965.0;0.12;6018.0;331.0
139;Totaal mannen en vrouwen;10000;Totaal;A09A Digestiva, inclusief enzymen;2023;21845.0;0.12;6691.0;366.0
140;Totaal mannen en vrouwen;10000;Totaal;A10 Diabetesmiddelen;2020;827950.0;4.65;496369.0;27888.0
141;Totaal mannen en vrouwen;10000;Totaal;A10 Diabetesmiddelen;2021;848950.0;4.74;507451.0;28337.0
142;Totaal mannen en vrouwen;10000;Totaal;A10 Diabetesmiddelen;2022;881340.0;4.85;529649.0;29172.0
143;Totaal mannen en vrouwen;10000;Totaal;A10 Diabetesmiddelen;2023;922465.0;5.04;550906.0;30097.0
144;Totaal mannen en vrouwen;10000;Totaal;A10A Insulines en analogen;2020;283080.0;1.59;148155.0;8324.0
145;Totaal mannen en vrouwen;10000;Totaal;A10A Insulines en analogen;2021;284630.0;1.59;146232.0;8166.0
146;Totaal mannen en vrouwen;10000;Totaal;A10A Insulines en analogen;2022;278920.0;1.54;144078.0;7936.0
147;Totaal mannen en vrouwen;10000;Totaal;A10A Insulines en analogen;2023;275645.0;1.51;139359.0;7614.0
148;Totaal mannen en vrouwen;10000;Totaal;A10B Bloedgluc.verlag.midd ex. insulines;2020;718965.0;4.04;348215.0;19564.0
149;Totaal mannen en vrouwen;10000;Totaal;A10B Bloedgluc.verlag.midd ex. insulines;2021;740610.0;4.14;361219.0;20171.0
150;Totaal mannen en vrouwen;10000;Totaal;A10B Bloedgluc.verlag.midd ex. insulines;2022;777050.0;4.28;385571.0;21236.0
151;Totaal mannen en vrouwen;10000;Totaal;A10B Bloedgluc.verlag.midd ex. insulines;2023;820935.0;4.48;411547.0;22484.0
152;Totaal mannen en vrouwen;10000;Totaal;A10X Overige diabetesmiddelen;2020;0.0;0.0;0.0;0.0
153;Totaal mannen en vrouwen;10000;Totaal;A10X Overige diabetesmiddelen;2021;0.0;0.0;0.0;0.0
154;Totaal mannen en vrouwen;10000;Totaal;A10X Overige diabetesmiddelen;2022;0.0;0.0;0.0;0.0
155;Totaal mannen en vrouwen;10000;Totaal;A10X Overige diabetesmiddelen;2023;0.0;0.0;0.0;0.0
156;Totaal mannen en vrouwen;10000;Totaal;A11 Vitaminen;2020;937365.0;5.27;367683.0;20658.0
157;Totaal mannen en vrouwen;10000;Totaal;A11 Vitaminen;2021;999745.0;5.58;393592.0;21979.0
158;Totaal mannen en vrouwen;10000;Totaal;A11 Vitaminen;2022;1009040.0;5.56;413909.0;22797.0
159;Totaal mannen en vrouwen;10000;Totaal;A11 Vitaminen;2023;31825.0;0.17;4565.0;249.0
160;Totaal mannen en vrouwen;10000;Totaal;A11A Multivitaminen, combinat.preparaten;2020;0.0;0.0;1.0;0.0
161;Totaal mannen en vrouwen;10000;Totaal;A11A Multivitaminen, combinat.preparaten;2021;0.0;0.0;0.0;0.0
162;Totaal mannen en vrouwen;10000;Totaal;A11A Multivitaminen, combinat.preparaten;2022;0.0;0.0;0.0;0.0
163;Totaal mannen en vrouwen;10000;Totaal;A11A Multivitaminen, combinat.preparaten;2023;0.0;0.0;0.0;0.0
164;Totaal mannen en vrouwen;10000;Totaal;A11B Multivitaminen;2020;0.0;0.0;0.0;0.0
165;Totaal mannen en vrouwen;10000;Totaal;A11B Multivitaminen;2021;0.0;0.0;0.0;0.0
166;Totaal mannen en vrouwen;10000;Totaal;A11B Multivitaminen;2022;0.0;0.0;0.0;0.0
167;Totaal mannen en vrouwen;10000;Totaal;A11B Multivitaminen;2023;0.0;0.0;0.0;0.0
168;Totaal mannen en vrouwen;10000;Totaal;A11C Vit A en D, incl comb. v deze twee;2020;936175.0;5.26;367529.0;20649.0
169;Totaal mannen en vrouwen;10000;Totaal;A11C Vit A en D, incl comb. v deze twee;2021;998715.0;5.58;393473.0;21972.0
170;Totaal mannen en vrouwen;10000;Totaal;A11C Vit A en D, incl comb. v deze twee;2022;1008005.0;5.55;413766.0;22789.0
171;Totaal mannen en vrouwen;10000;Totaal;A11C Vit A en D, incl comb. v deze twee;2023;30280.0;0.17;4446.0;243.0
172;Totaal mannen en vrouwen;10000;Totaal;A11D Vit B1, enkelv. en met B6 en/of B12;2020;1590.0;0.01;56.0;3.0
173;Totaal mannen en vrouwen;10000;Totaal;A11D Vit B1, enkelv. en met B6 en/of B12;2021;1400.0;0.01;55.0;3.0
174;Totaal mannen en vrouwen;10000;Totaal;A11D Vit B1, enkelv. en met B6 en/of B12;2022;1405.0;0.01;64.0;4.0
175;Totaal mannen en vrouwen;10000;Totaal;A11D Vit B1, enkelv. en met B6 en/of B12;2023;1500.0;0.01;60.0;3.0
176;Totaal mannen en vrouwen;10000;Totaal;A11E Vitamine B complex, incl comb.prep;2020;5.0;0.0;0.0;0.0
177;Totaal mannen en vrouwen;10000;Totaal;A11E Vitamine B complex, incl comb.prep;2021;0.0;0.0;0.0;0.0
178;Totaal mannen en vrouwen;10000;Totaal;A11E Vitamine B complex, incl comb.prep;2022;0.0;0.0;0.0;0.0
179;Totaal mannen en vrouwen;10000;Totaal;A11E Vitamine B complex, incl comb.prep;2023;0.0;0.0;0.0;0.0
180;Totaal mannen en vrouwen;10000;Totaal;A11G Ascorbinezuur, incl comb.preparaten;2020;60.0;0.0;87.0;5.0
181;Totaal mannen en vrouwen;10000;Totaal;A11G Ascorbinezuur, incl comb.preparaten;2021;40.0;0.0;56.0;3.0
182;Totaal mannen en vrouwen;10000;Totaal;A11G Ascorbinezuur, incl comb.preparaten;2022;60.0;0.0;73.0;4.0
183;Totaal mannen en vrouwen;10000;Totaal;A11G Ascorbinezuur, incl comb.preparaten;2023;55.0;0.0;55.0;3.0
184;Totaal mannen en vrouwen;10000;Totaal;A11H Ov enkelv. vitaminepreparaten;2020;20.0;0.0;10.0;1.0
185;Totaal mannen en vrouwen;10000;Totaal;A11H Ov enkelv. vitaminepreparaten;2021;25.0;0.0;8.0;0.0
186;Totaal mannen en vrouwen;10000;Totaal;A11H Ov enkelv. vitaminepreparaten;2022;30.0;0.0;5.0;0.0
187;Totaal mannen en vrouwen;10000;Totaal;A11H Ov enkelv. vitaminepreparaten;2023;30.0;0.0;4.0;0.0
188;Totaal mannen en vrouwen;10000;Totaal;A11J Ov vitam.prod, combinatiepreparaten;2020;0.0;0.0;0.0;0.0
189;Totaal mannen en vrouwen;10000;Totaal;A11J Ov vitam.prod, combinatiepreparaten;2021;0.0;0.0;0.0;0.0
190;Totaal mannen en vrouwen;10000;Totaal;A11J Ov vitam.prod, combinatiepreparaten;2022;0.0;0.0;0.0;0.0
191;Totaal mannen en vrouwen;10000;Totaal;A11J Ov vitam.prod, combinatiepreparaten;2023;0.0;0.0;0.0;0.0
192;Totaal mannen en vrouwen;10000;Totaal;A12 Mineraalsupplementen;2020;580650.0;3.26;158057.0;8880.0
193;Totaal mannen en vrouwen;10000;Totaal;A12 Mineraalsupplementen;2021;595510.0;3.33;162991.0;9102.0
194;Totaal mannen en vrouwen;10000;Totaal;A12 Mineraalsupplementen;2022;605565.0;3.34;175277.0;9654.0
195;Totaal mannen en vrouwen;10000;Totaal;A12 Mineraalsupplementen;2023;33905.0;0.19;2862.0;156.0
196;Totaal mannen en vrouwen;10000;Totaal;A12A Calcium;2020;552945.0;3.11;155197.0;8720.0
197;Totaal mannen en vrouwen;10000;Totaal;A12A Calcium;2021;567505.0;3.17;160101.0;8940.0
198;Totaal mannen en vrouwen;10000;Totaal;A12A Calcium;2022;577870.0;3.18;172307.0;9490.0
199;Totaal mannen en vrouwen;10000;Totaal;A12A Calcium;2023;125.0;0.0;16.0;1.0
200;Totaal mannen en vrouwen;10000;Totaal;A12B Kalium;2020;29910.0;0.17;2346.0;132.0
201;Totaal mannen en vrouwen;10000;Totaal;A12B Kalium;2021;29425.0;0.16;2369.0;132.0
202;Totaal mannen en vrouwen;10000;Totaal;A12B Kalium;2022;28195.0;0.16;2355.0;130.0
203;Totaal mannen en vrouwen;10000;Totaal;A12B Kalium;2023;26985.0;0.15;2301.0;126.0
204;Totaal mannen en vrouwen;10000;Totaal;A12C Overige mineraalsupplementen;2020;6635.0;0.04;515.0;29.0
205;Totaal mannen en vrouwen;10000;Totaal;A12C Overige mineraalsupplementen;2021;7795.0;0.04;522.0;29.0
206;Totaal mannen en vrouwen;10000;Totaal;A12C Overige mineraalsupplementen;2022;8800.0;0.05;616.0;34.0
207;Totaal mannen en vrouwen;10000;Totaal;A12C Overige mineraalsupplementen;2023;8045.0;0.04;545.0;30.0
208;Totaal mannen en vrouwen;10000;Totaal;A13 Tonica;2020;0.0;0.0;0.0;0.0
209;Totaal mannen en vrouwen;10000;Totaal;A13 Tonica;2021;0.0;0.0;0.0;0.0
210;Totaal mannen en vrouwen;10000;Totaal;A13 Tonica;2022;0.0;0.0;0.0;0.0
211;Totaal mannen en vrouwen;10000;Totaal;A13 Tonica;2023;0.0;0.0;0.0;0.0
212;Totaal mannen en vrouwen;10000;Totaal;A13A Tonica;2020;0.0;0.0;0.0;0.0
213;Totaal mannen en vrouwen;10000;Totaal;A13A Tonica;2021;0.0;0.0;0.0;0.0
214;Totaal mannen en vrouwen;10000;Totaal;A13A Tonica;2022;0.0;0.0;0.0;0.0
215;Totaal mannen en vrouwen;10000;Totaal;A13A Tonica;2023;0.0;0.0;0.0;0.0
216;Totaal mannen en vrouwen;10000;Totaal;A14 Anabolica voor systemisch gebruik;2020;410.0;0.0;83.0;5.0
217;Totaal mannen en vrouwen;10000;Totaal;A14 Anabolica voor systemisch gebruik;2021;400.0;0.0;70.0;4.0
218;Totaal mannen en vrouwen;10000;Totaal;A14 Anabolica voor systemisch gebruik;2022;395.0;0.0;62.0;3.0
219;Totaal mannen en vrouwen;10000;Totaal;A14 Anabolica voor systemisch gebruik;2023;375.0;0.0;36.0;2.0
220;Totaal mannen en vrouwen;10000;Totaal;A14A Anabole steroïden;2020;410.0;0.0;83.0;5.0
221;Totaal mannen en vrouwen;10000;Totaal;A14A Anabole steroïden;2021;400.0;0.0;70.0;4.0
222;Totaal mannen en vrouwen;10000;Totaal;A14A Anabole steroïden;2022;395.0;0.0;62.0;3.0
223;Totaal mannen en vrouwen;10000;Totaal;A14A Anabole steroïden;2023;375.0;0.0;36.0;2.0
