ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Naam_58;Code_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;InwonertalVoorlopig_68;Omgevingsadressendichtheid_69
367;567;567;Nieuwerkerk aan den IJssel ;NWL;491;9;'s-Gravenhage   ;16;Midden-Holland                ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;88;Oostelijk randgebied Rotterdam          ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden Holland                      ;34;Gouda              ;46;Gouda           ;15;Leiden          ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;54;Rotterdam             ;17;Rijnmond groot                  ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;34;Groot-Rijnmond (exclusief Rijnmond)     ;7;West-Nederland 3  ;27;Zuid-Holland-Oost                      ;21;Rijstreek/Midden-Holland/Alblasserwaard ;29;Rijnstreek/Midden-Holland/Alblasserwaard;01;Rotterdam            ;28.1;292;Overig Groot-Rijnmond         ;15;Rotterdam                 ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;19388;1236
368;569;569;Nieuwkoop                  ;NKP;493;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;28;Oost-Zuid-Holland                  ;72;Noordelijke veenstreek in Zuid-Holland  ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;37;GGD Zuid-Holland Noord                  ;31;Alphen aan den Rijn;46;Gouda           ;15;Leiden          ;3;West-Nederland ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied ;47;Alphen aan den Rijn   ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;6;Hollands-Utrechtse meren                ;33;Oost-Zuid-Holland                       ;7;West-Nederland 3  ;27;Zuid-Holland-Oost                      ;21;Rijstreek/Midden-Holland/Alblasserwaard ;29;Rijnstreek/Midden-Holland/Alblasserwaard;- ;Niet van toepassing  ;31.2;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11056;477
369;170;170;Nieuwleusen                ;NLN;496;7;Zwolle          ;41;IJssel-Vecht                  ;11;Zwolle-Kampen                      ;10;Noord-Overijssel                   ;20;IJssel-, Vechtdelta                     ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;15;Zwolle          ;4;Zwolle          ;2;Oost-Nederland ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied        ;18;Zwolle                ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                           ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;11.1;-  ;nvt                           ;03;Zwolle                    ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8379;282
370;104;104;Nijefurd                   ;NFD;503;17;Leeuwarden      ;33;Zuidwest-Friesland            ;4;Sneek                              ;5;Zuidwest-Friesland                 ;10;Fries weidegebied                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;5;GGD Zuid-West Friesland                 ;54;Sneek              ;10;Franeker        ;2;Leeuwarden      ;1;Noord-Nederland;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied        ;9;Sneek                 ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;3;Ijsselmeerkust                          ;8;Zuidwest-Friesland                      ;1;Noord-Nederland   ;5;Zuidwest-Friesland                     ;4;Oost-Friesland/Zuid-West-Friesland      ;4;Oost-Friesland/Zuid-West Friesland      ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10443;273
371;121;121;Nijeveen                   ;NVN;504;19;Assen           ;71;Zuid-Oost Drenthe             ;8;Meppel-Steenwijk                   ;9;Zuidwest-Drenthe                   ;17;Drentse zandgronden                     ;5;Leeuwarden      ;3;Zwolle            ;3;Drenthe          ;8;GGD Zuid-West Drenthe                   ;62;Meppel             ;12;Meppel          ;3;Assen           ;1;Noord-Nederland;2203;Zuidwestelijk weidegebied in Drenthe    ;3;Noordelijk Weidegebied        ;15;Meppel                ;5;Zwolle-Meppel en omstreken      ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;12;Zuidwest-Drenthe                        ;1;Noord-Nederland   ;9;Zuidwest-Drenthe                       ;6;Zuid-Oost- en Zuid-West-Drenthe         ;6;Zuid-Oost- en Zuid-West-Drenthe         ;- ;Niet van toepassing  ;8.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;1;minder dan 5 000 inwoners   ;5;Niet stedelijk      ;3035;216
372;267;267;Nijkerk                    ;NKK;505;5;Arnhem          ;50;Eemland                       ;20;Amersfoort                         ;13;Veluwe                             ;31;Gelderse Vallei                         ;2;Arnhem          ;8;Amersfoort        ;9;Utrecht          ;23;GGD Eemland                             ;15;Wageningen         ;24;Harderwijk      ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;35;Amersfoort            ;10;Harderwijk-Amersfoort           ;7;Gelderland-Midden        ;25;Gelderland                ;5;IJssel/Veluwe                      ;8;Veluwe en Veluwerand                    ;16;Veluwe                                  ;2;Oost-Nederland    ;16;West-Veluwe/Valleigebied/Eemland       ;9;Veluwe                                  ;10;West-Veluwe/Noord-West-Veluwe           ;- ;Niet van toepassing  ;20.1;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26998;903
373;268;268;Nijmegen                   ;NMN;506;5;Arnhem          ;48;Nijmegen e.o                  ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;39;Nijmegen                                ;2;Arnhem          ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;17;Nijmegen           ;29;Nijmegen        ;6;Nijmegen        ;2;Oost-Nederland ;2504;Oostelijke Betuwe en Nijmegen           ;10;Rivierengebied                ;30;Nijmegen              ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;14;Oost-Brabant, Noord- en Midden-Limburg  ;18;Agglomeraties Arnhem en Nijmegen        ;2;Oost-Nederland    ;14;Arnhem/Nijmegen                        ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;11;Nijmegen             ;15.1;-  ;nvt                           ;06;Nijmegen                  ;6;100 000 - < 150 000 inwoners;2;Sterk stedelijk     ;147501;2195
374;Noord-Beveland;1695;Noord-Beveland             ;NBD;507;12;Middelburg      ;5;Zeeland                       ;36;Goes                               ;32;Overig Zeeland                     ;97;Noord- en Zuid-Beveland                 ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;40;Middelburg         ;54;Goes            ;16;Middelburg      ;3;West-Nederland ;2901;Noordelijk Zeeland                      ;11;Zuidwestelijk  akkerbouwgebied;60;Goes                  ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;44;Overig Zeeland (exclusief Vlissingen)   ;8;Zuidwest-Nederland;31;N- en Z. Beveland                      ;24;Zeeland                                 ;32;Noord- en Midden Zeeland                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6838;175
375;529;529;Noorder-Koggenland         ;NKD;509;14;Alkmaar         ;24;Westfriesland                 ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;36;Hoorn           ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;40;Hoorn                 ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;17;Overig Nederland                        ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;22;Westfriesland                          ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;- ;Niet van toepassing  ;26.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9911;143
376;171;171;Noordoostpolder            ;NPR;510;7;Zwolle          ;65;Flevoland                     ;11;Zwolle-Kampen                      ;40;Flevoland                          ;128;Noordoostpolder                         ;2;Arnhem          ;3;Zwolle            ;10;Flevoland        ;22;GGD Flevoland                           ;63;Lelystad           ;76;Noordoostpolder ;5;Lelystad        ;2;Oost-Nederland ;2401;Noordoostelijke Polder                  ;6;IJsselmeerpolders             ;17;Noordoostpolder       ;5;Zwolle-Meppel en omstreken      ;25;Flevoland                ;24;Flevoland                 ;7;Flevoland                          ;3;Ijsselmeerkust                          ;54;Flevoland                               ;2;Oost-Nederland    ;18;Flevoland                              ;31;Flevoland                               ;46;Flevoland                               ;- ;Niet van toepassing  ;11.2;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;40590;667
377;575;575;Noordwijk                  ;NDK;511;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;25;Agglomeratie Leiden en Bollenstreek;68;Zuidhollandse Bollenstreek              ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;38;GGD Duin- en Bollenstreek               ;30;Leiden             ;45;Leiden          ;15;Leiden          ;3;West-Nederland ;2808;Bollenstreek                            ;7;Westelijk Holland             ;46;Leiden                ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;2;Noordzeebadplaatsen                     ;30;Agglomeratie Leiden en Bollenstreek     ;7;West-Nederland 3  ;26;Zuid-Holland-Noord                     ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ;- ;Niet van toepassing  ;31.1;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;25545;1247
378;576;576;Noordwijkerhout            ;NHT;512;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;25;Agglomeratie Leiden en Bollenstreek;68;Zuidhollandse Bollenstreek              ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;38;GGD Duin- en Bollenstreek               ;30;Leiden             ;45;Leiden          ;15;Leiden          ;3;West-Nederland ;2808;Bollenstreek                            ;7;Westelijk Holland             ;46;Leiden                ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;2;Noordzeebadplaatsen                     ;30;Agglomeratie Leiden en Bollenstreek     ;7;West-Nederland 3  ;26;Zuid-Holland-Noord                     ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ;- ;Niet van toepassing  ;31.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;15168;763
379;577;577;Nootdorp                   ;NTP;513;9;'s-Gravenhage   ;46;Haagland                      ;29;'s-Gravenhage                      ;26;Agglomeratie 's-Gravenhage         ;83;Midden Zuid-Holland                     ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delftland                           ;29;Delft              ;46;Gouda           ;15;Leiden          ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;17;Overig Nederland                        ;31;Agglomeratie 's-Gravenhage              ;7;West-Nederland 3  ;28;Haaglanden                             ;20;'s-Gravenhage/Westland                  ;27;'s-Gravenhage                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;14;Den Haag                  ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8706;645
380;120;120;Norg                       ;NRG;514;19;Assen           ;71;Zuid-Oost Drenthe             ;7;Assen-Hoogeveen                    ;7;Noord-Drenthe                      ;17;Drentse zandgronden                     ;5;Leeuwarden      ;1;Groningen-Drenthe ;3;Drenthe          ;7;GGD Noord- en Midden Drenthe            ;60;Assen              ;11;Assen           ;3;Assen           ;1;Noord-Nederland;2202;Smilde en Centraal zandgebied in Drenthe;2;Veenkolonien en Oldambt       ;11;Assen                 ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;10;Noord-Drenthe                           ;1;Noord-Nederland   ;7;Noord- en midden-Drenthe               ;5;Noord- en Midden0Drenthe                ;5;Noord- en Midden-Drenthe                ;- ;Niet van toepassing  ;7.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7268;243
381;820;820;Nuenen c.a.                ;NEN;515;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;114;Randgebied Eindhoven                    ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Regio Geldrop-Valkenswaard          ;2;Eindhoven          ;61;Helmond         ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuid-Oost        ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;13;West- en Midden-Brabant                 ;50;Zuidoost-Noord-Brabant                  ;3;Zuid-Nederland    ;37;Zuidoost-Brabant                       ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;05;Eindhoven            ;40.1;-  ;nvt                           ;20;Eindhoven/Helmond         ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;22733;885
382;302;302;Nunspeet                   ;NST;517;6;Zutphen         ;31;Noord-West Veluwe             ;20;Amersfoort                         ;13;Veluwe                             ;32;IJsselmeerkust                          ;2;Arnhem          ;8;Amersfoort        ;4;Zwolle           ;16;GGD Noordwest Veluwe                    ;25;Harderwijk         ;24;Harderwijk      ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;28;Harderwijk            ;10;Harderwijk-Amersfoort           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;8;Veluwe en Veluwerand                    ;16;Veluwe                                  ;2;Oost-Nederland    ;17;Noordwest-Veluwe                       ;9;Veluwe                                  ;10;West-Veluwe/Noord-West-Veluwe           ;- ;Niet van toepassing  ;20.2;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;25992;646
383;951;951;Nuth                       ;NTH;518;3;Maastricht      ;67;Zuid-Limburg                  ;45;Heerlen                            ;39;Zuid-Limburg                       ;125;Oostelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;61;GGD Oostelijk Zuid-Limburg              ;10;Heerlen            ;68;Sittard         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;79;Heerlen               ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;41;Oostelijk Zuid-Limburg                 ;30;Zuid-Limburg                            ;43;Oostelijk Zuid-Limburg                  ;08;Heerlen/Kerkrade     ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;16735;431
384;429;429;Obdam                      ;ODM;520;14;Alkmaar         ;24;Westfriesland                 ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;36;Hoorn           ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;40;Hoorn                 ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;17;Overig Nederland                        ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;22;Westfriesland                          ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;- ;Niet van toepassing  ;26.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6204;358
385;122;122;Odoorn                     ;ODN;521;19;Assen           ;71;Zuid-Oost Drenthe             ;9;Emmen-Coevorden                    ;8;Zuidoost-Drenthe                   ;16;Overige gemeenten Drentse Veenkolonien  ;5;Leeuwarden      ;1;Groningen-Drenthe ;3;Drenthe          ;9;DGD Zuid-Oost Drenthe                   ;61;Emmen              ;14;Emmen           ;3;Assen           ;1;Noord-Nederland;2205;Drentse Veenkolonien en Hondsrug        ;2;Veenkolonien en Oldambt       ;12;Emmen                 ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;11;Zuidoost-Drenthe                        ;1;Noord-Nederland   ;8;Zuidoost-Drenthe                       ;6;Zuid-Oost- en Zuid-West-Drenthe         ;6;Zuid-Oost- en Zuid-West-Drenthe         ;- ;Niet van toepassing  ;9.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;12576;122
386;579;579;Oegstgeest                 ;OGT;523;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;25;Agglomeratie Leiden en Bollenstreek;71;Randgebied Leiden                       ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;37;GGD Zuid-Holland Noord                  ;30;Leiden             ;45;Leiden          ;15;Leiden          ;3;West-Nederland ;2808;Bollenstreek                            ;7;Westelijk Holland             ;46;Leiden                ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;30;Agglomeratie Leiden en Bollenstreek     ;7;West-Nederland 3  ;26;Zuid-Holland-Noord                     ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ;16;Leiden               ;31.1;-  ;nvt                           ;13;Leiden                    ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;19823;1493
387;823;823;Oirschot                   ;ORT;526;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;114;Randgebied Eindhoven                    ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Regio Geldrop-Valkenswaard          ;2;Eindhoven          ;62;Eindhoven       ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuid-Oost        ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;13;West- en Midden-Brabant                 ;50;Zuidoost-Noord-Brabant                  ;3;Zuid-Nederland    ;37;Zuidoost-Brabant                       ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;05;Eindhoven            ;40.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11732;612
388;824;824;Oisterwijk                 ;OWK;527;2;Breda           ;1;Midden-Brabant                ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;53;GGD Midden Brabant                      ;6;Tilburg            ;59;Tilburg         ;17;Tilburg         ;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;48;Midden-Noord-Brabant                    ;3;Zuid-Nederland    ;35;Midden-Brabant                         ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;10;Tilburg              ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;19100;936
389;269;269;Oldebroek                  ;OBK;528;6;Zutphen         ;31;Noord-West Veluwe             ;11;Zwolle-Kampen                      ;13;Veluwe                             ;32;IJsselmeerkust                          ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;16;GGD Noordwest Veluwe                    ;25;Harderwijk         ;24;Harderwijk      ;7;Arnhem          ;2;Oost-Nederland ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;18;Zwolle                ;5;Zwolle-Meppel en omstreken      ;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;8;Veluwe en Veluwerand                    ;16;Veluwe                                  ;2;Oost-Nederland    ;17;Noordwest-Veluwe                       ;9;Veluwe                                  ;10;West-Veluwe/Noord-West-Veluwe           ;- ;Niet van toepassing  ;11.1;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;21908;481
390;173;173;Oldenzaal                  ;OZL;531;8;Almelo          ;35;Enschede                      ;10;Enschede-Hengelo                   ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;27;Enschede           ;20;Almelo          ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                 ;7;Twente                                  ;8;Hengelo/Enschede                        ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;30667;1151
391;174;174;Olst                       ;OST;532;7;Zwolle          ;32;Midden-IJssel                 ;13;Deventer                           ;11;Zuidwest-Overijssel                ;22;Zuidwest-Overijssel                     ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;DGD Gewest Midden IJssel                ;22;Deventer           ;17;Deventer        ;4;Zwolle          ;2;Oost-Nederland ;2304;Salland                                 ;4;Oostelijk Veehouderijgebied   ;20;Deventer              ;7;Apeldoorn en midden-IJsselgebied;4;IJsselland               ;23;Overijssel                ;5;IJssel/Veluwe                      ;11;Twente, Salland en Vechtstreek          ;14;Zuidwest-Overijssel                     ;2;Oost-Nederland    ;11;Stedendriehoek                         ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9409;321
392;175;175;Ommen                      ;OMN;533;7;Zwolle          ;41;IJssel-Vecht                  ;11;Zwolle-Kampen                      ;10;Noord-Overijssel                   ;21;Noordoost-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;18;Ommen           ;4;Zwolle          ;2;Oost-Nederland ;2302;Noordoost Overijssel                    ;4;Oostelijk Veehouderijgebied   ;18;Zwolle                ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                           ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;11.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;18394;409
393;881;881;Onderbanken                ;OBN;534;3;Maastricht      ;67;Zuid-Limburg                  ;45;Heerlen                            ;39;Zuid-Limburg                       ;125;Oostelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;61;GGD Oostelijk Zuid-Limburg              ;11;Sittard            ;68;Sittard         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;79;Heerlen               ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;41;Oostelijk Zuid-Limburg                 ;30;Zuid-Limburg                            ;43;Oostelijk Zuid-Limburg                  ;08;Heerlen/Kerkrade     ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8461;410
394;825;825;Oost-, West- en Middelbeers;OWS;535;2;Breda           ;11;Zuid-Oost Noord-Brabant       ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;116;Kempenland                              ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;53;GGD Midden Brabant                      ;6;Tilburg            ;62;Eindhoven       ;17;Tilburg         ;4;Zuid-Nederland ;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;13;West- en Midden-Brabant                 ;48;Midden-Noord-Brabant                    ;3;Zuid-Nederland    ;37;Zuidoost-Brabant                       ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;5496;202
