ID;Geslacht;Leeftijd;Migratieachtergrond;Startkwalificatie;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
10;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2005 1e kwartaal;12177;8267;7739;6691;5615;1076;1047;676;324;47;1;3429;1572;886;686;1857;950;907;4310;528;6.4;3911;67.9;63.6
11;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2005 2e kwartaal;12186;8309;7812;6749;5635;1114;1062;678;332;51;2;3465;1572;876;696;1893;966;926;4347;497;6.0;3877;68.2;64.1
12;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2005 3e kwartaal;12194;8320;7856;6800;5625;1175;1055;673;335;47;1;3478;1556;845;711;1923;970;953;4378;463;5.6;3874;68.2;64.4
13;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2005 4e kwartaal;12202;8332;7866;6811;5629;1183;1053;682;328;44;1;3516;1592;884;708;1924;962;962;4350;466;5.6;3870;68.3;64.5
14;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2005;12190;8307;7818;6763;5626;1137;1054;677;330;47;1;3472;1573;873;700;1899;962;937;4346;489;5.9;3883;68.1;64.1
15;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2006 1e kwartaal;12210;8328;7845;6767;5615;1152;1077;701;329;48;0;3513;1578;877;700;1935;962;973;4332;483;5.8;3882;68.2;64.3
16;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2006 2e kwartaal;12217;8330;7905;6816;5621;1196;1089;713;331;44;0;3521;1581;876;706;1940;965;975;4384;425;5.1;3887;68.2;64.7
17;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2006 3e kwartaal;12224;8360;7977;6890;5602;1288;1087;703;339;45;1;3520;1550;834;716;1970;972;997;4458;383;4.6;3864;68.4;65.3
18;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2006 4e kwartaal;12231;8412;8027;6913;5626;1288;1112;727;337;48;1;3572;1596;888;708;1975;986;989;4455;386;4.6;3819;68.8;65.6
19;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2006;12221;8357;7938;6847;5616;1231;1091;711;334;46;1;3531;1576;869;707;1955;971;984;4407;419;5.0;3863;68.4;65.0
20;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2007 1e kwartaal;12240;8460;8052;6909;5614;1295;1142;750;342;50;1;3590;1604;897;706;1986;996;991;4462;408;4.8;3780;69.1;65.8
21;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2007 2e kwartaal;12251;8509;8156;7004;5624;1380;1152;756;346;50;1;3651;1626;886;740;2025;1019;1006;4505;352;4.1;3743;69.4;66.6
22;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2007 3e kwartaal;12263;8556;8227;7076;5629;1447;1150;756;345;48;1;3684;1598;846;752;2086;1061;1025;4543;329;3.8;3707;69.8;67.1
23;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2007 4e kwartaal;12274;8571;8241;7090;5672;1418;1150;766;339;45;1;3734;1638;894;744;2096;1044;1053;4507;330;3.8;3703;69.8;67.1
24;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2007;12257;8524;8169;7020;5635;1385;1149;757;343;48;1;3665;1616;881;736;2048;1030;1019;4504;355;4.2;3733;69.5;66.6
25;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2008 1e kwartaal;12288;8620;8269;7091;5679;1411;1177;789;347;42;1;3766;1624;893;731;2142;1083;1059;4503;351;4.1;3669;70.1;67.3
26;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2008 2e kwartaal;12306;8679;8359;7166;5717;1449;1192;804;347;41;1;3780;1639;883;756;2141;1076;1065;4579;320;3.7;3628;70.5;67.9
27;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2008 3e kwartaal;12324;8692;8400;7204;5742;1462;1195;814;339;42;1;3775;1584;835;749;2191;1101;1089;4625;292;3.4;3633;70.5;68.2
28;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2008 4e kwartaal;12342;8715;8406;7195;5744;1451;1210;834;337;39;1;3801;1602;880;722;2199;1105;1094;4604;309;3.5;3628;70.6;68.1
29;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2008;12315;8676;8358;7164;5720;1444;1194;810;343;41;1;3780;1612;873;740;2168;1091;1077;4578;318;3.7;3639;70.5;67.9
30;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2009 1e kwartaal;12356;8763;8399;7171;5744;1427;1227;841;345;41;1;3852;1630;901;730;2222;1112;1109;4547;364;4.2;3593;70.9;68.0
31;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2009 2e kwartaal;12366;8758;8390;7169;5735;1434;1220;844;333;42;1;3878;1639;892;746;2239;1113;1126;4512;368;4.2;3609;70.8;67.8
32;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2009 3e kwartaal;12377;8737;8360;7136;5688;1448;1223;839;341;43;0;3858;1578;860;718;2280;1143;1137;4502;378;4.3;3639;70.6;67.5
33;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2009 4e kwartaal;12387;8710;8296;7060;5645;1415;1236;849;344;42;0;3857;1619;912;707;2238;1111;1127;4439;414;4.8;3677;70.3;67.0
34;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2009;12372;8742;8361;7134;5703;1431;1226;843;341;42;1;3861;1617;891;725;2245;1120;1125;4500;381;4.4;3630;70.7;67.6
35;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2010 1e kwartaal;12397;8698;8228;6988;5595;1393;1239;859;336;44;1;3843;1637;917;720;2206;1101;1105;4385;471;5.4;3699;70.2;66.4
36;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2010 2e kwartaal;12407;8713;8279;7037;5579;1458;1241;874;328;39;1;3885;1628;906;722;2257;1134;1123;4394;434;5.0;3694;70.2;66.7
37;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2010 3e kwartaal;12417;8720;8305;7063;5570;1493;1241;862;330;49;1;3898;1555;851;705;2343;1176;1166;4407;415;4.8;3697;70.2;66.9
38;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2010 4e kwartaal;12428;8720;8299;7050;5595;1455;1249;866;329;53;1;3903;1594;878;716;2309;1164;1145;4396;421;4.8;3707;70.2;66.8
39;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2010;12412;8713;8278;7035;5585;1450;1242;865;331;47;1;3882;1604;888;716;2279;1144;1135;4396;435;5.0;3699;70.2;66.7
40;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2011 1e kwartaal;12438;8684;8232;6987;5585;1402;1245;864;325;55;1;3892;1579;880;699;2312;1148;1165;4341;451;5.2;3754;69.8;66.2
41;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2011 2e kwartaal;12447;8671;8259;7027;5565;1462;1232;859;321;52;0;3900;1599;890;709;2301;1154;1148;4359;412;4.8;3776;69.7;66.3
42;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2011 3e kwartaal;12457;8714;8301;7050;5549;1501;1250;881;321;49;0;3904;1592;870;722;2312;1149;1163;4397;414;4.7;3743;70.0;66.6
43;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2011 4e kwartaal;12467;8787;8327;7058;5540;1518;1269;897;321;51;0;3955;1636;928;708;2319;1152;1167;4372;460;5.2;3680;70.5;66.8
44;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2011;12452;8714;8280;7031;5560;1471;1249;875;322;52;0;3913;1602;892;709;2311;1151;1160;4367;434;5.0;3738;70.0;66.5
45;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2012 1e kwartaal;12489;8795;8283;7010;5530;1480;1273;905;321;47;0;3956;1625;920;705;2331;1156;1175;4327;512;5.8;3693;70.4;66.3
46;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2012 2e kwartaal;12523;8827;8327;7059;5527;1531;1268;895;322;50;0;3982;1624;915;710;2358;1166;1192;4345;500;5.7;3696;70.5;66.5
47;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2012 3e kwartaal;12558;8872;8368;7100;5508;1592;1268;907;316;44;0;4015;1620;906;715;2394;1191;1203;4354;504;5.7;3686;70.6;66.6
48;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2012 4e kwartaal;12592;8889;8341;7057;5437;1620;1284;917;324;43;0;4041;1651;961;690;2390;1191;1199;4300;547;6.2;3704;70.6;66.2
49;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2012;12541;8846;8330;7057;5501;1556;1273;906;321;46;0;3998;1630;925;705;2368;1176;1192;4332;516;5.8;3695;70.5;66.4
50;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2013 1e kwartaal;12617;8890;8259;6959;5369;1590;1299;946;313;40;0;4038;1665;969;695;2373;1177;1196;4221;631;7.1;3727;70.5;65.5
51;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2013 2e kwartaal;12631;8906;8273;6961;5334;1627;1312;948;322;42;0;4051;1670;976;694;2381;1183;1197;4222;633;7.1;3724;70.5;65.5
52;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2013 3e kwartaal;12645;8932;8280;6949;5289;1659;1332;968;319;44;0;4022;1619;949;670;2403;1197;1206;4259;651;7.3;3713;70.6;65.5
53;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2013 4e kwartaal;12659;8926;8254;6921;5243;1678;1333;968;324;40;0;4038;1665;987;678;2373;1164;1209;4215;672;7.5;3733;70.5;65.2
54;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2013;12638;8913;8266;6947;5309;1639;1319;957;320;42;0;4037;1655;970;684;2383;1180;1202;4229;647;7.3;3724;70.5;65.4
55;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2014 1e kwartaal;12665;8867;8146;6815;5198;1617;1331;962;329;40;0;3963;1616;980;635;2347;1163;1185;4183;721;8.1;3798;70.0;64.3
56;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2014 2e kwartaal;12665;8858;8190;6836;5167;1669;1353;986;329;38;0;3997;1627;972;655;2370;1177;1193;4192;668;7.5;3807;69.9;64.7
57;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2014 3e kwartaal;12664;8870;8251;6893;5151;1742;1357;988;327;43;0;3981;1597;937;659;2385;1167;1217;4269;620;7.0;3794;70.0;65.1
58;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2014 4e kwartaal;12664;8900;8270;6895;5172;1723;1375;1016;316;43;0;4043;1653;994;658;2390;1172;1219;4227;630;7.1;3764;70.3;65.3
59;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2014;12665;8874;8214;6860;5172;1688;1354;988;325;41;0;3996;1623;971;652;2373;1170;1204;4218;660;7.4;3791;70.1;64.9
60;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2015 1e kwartaal;12669;8899;8235;6867;5168;1699;1368;1008;312;48;0;4044;1667;1011;656;2378;1152;1225;4191;664;7.5;3770;70.2;65.0
61;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2015 2e kwartaal;12680;8911;8296;6912;5148;1764;1385;1020;317;47;0;4062;1675;1010;665;2387;1173;1214;4235;615;6.9;3769;70.3;65.4
62;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2015 3e kwartaal;12691;8918;8332;6941;5121;1820;1391;1034;311;46;0;4045;1624;946;678;2421;1192;1229;4287;586;6.6;3773;70.3;65.7
63;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2015 4e kwartaal;12701;8902;8311;6917;5134;1783;1395;1026;325;44;0;4034;1623;957;666;2411;1176;1234;4278;591;6.6;3799;70.1;65.4
64;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2015;12685;8907;8294;6909;5143;1767;1384;1022;316;46;0;4046;1647;981;666;2399;1173;1226;4248;614;6.9;3778;70.2;65.4
65;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2016 1e kwartaal;12722;8892;8287;6894;5146;1748;1394;1024;328;42;0;4043;1613;963;650;2430;1163;1266;4244;604;6.8;3830;69.9;65.1
66;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2016 2e kwartaal;12753;8943;8386;7000;5163;1836;1386;1015;331;40;0;4076;1625;958;666;2451;1187;1264;4310;557;6.2;3810;70.1;65.8
67;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2016 3e kwartaal;12783;8966;8461;7058;5169;1889;1403;1028;341;33;0;4088;1584;915;669;2504;1193;1311;4373;505;5.6;3817;70.1;66.2
68;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2016 4e kwartaal;12814;8965;8478;7047;5155;1892;1431;1046;351;35;0;4098;1608;945;663;2490;1162;1327;4380;487;5.4;3849;70.0;66.2
69;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2016;12768;8942;8403;7000;5158;1841;1403;1028;338;37;0;4076;1608;946;662;2469;1177;1292;4327;538;6.0;3826;70.0;65.8
70;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2017 1e kwartaal;12840;8975;8474;7050;5159;1891;1424;1049;343;32;0;4131;1617;963;654;2514;1181;1333;4343;500;5.6;3865;69.9;66.0
71;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2017 2e kwartaal;12860;9004;8553;7132;5174;1959;1421;1060;334;28;0;4149;1628;961;667;2521;1198;1324;4404;451;5.0;3856;70.0;66.5
72;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2017 3e kwartaal;12880;9047;8638;7213;5226;1987;1426;1055;345;26;0;4182;1605;932;673;2577;1215;1361;4457;408;4.5;3834;70.2;67.1
73;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2017 4e kwartaal;12901;9042;8651;7222;5267;1955;1429;1055;346;28;0;4219;1622;963;659;2597;1201;1397;4432;391;4.3;3859;70.1;67.1
74;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2017;12870;9017;8579;7154;5206;1948;1425;1055;342;29;0;4170;1618;955;663;2552;1199;1354;4409;438;4.9;3853;70.1;66.7
75;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2018 1e kwartaal;12917;9051;8654;7212;5283;1929;1442;1063;349;30;0;4227;1619;967;652;2608;1214;1394;4427;396;4.4;3867;70.1;67.0
76;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2018 2e kwartaal;12930;9101;8747;7295;5333;1962;1452;1066;354;32;0;4300;1621;949;672;2680;1263;1417;4447;354;3.9;3829;70.4;67.7
77;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2018 3e kwartaal;12943;9163;8835;7375;5367;2008;1460;1081;347;31;0;4294;1573;899;674;2721;1271;1449;4541;329;3.6;3779;70.8;68.3
78;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2018 4e kwartaal;12956;9184;8862;7406;5425;1981;1455;1084;346;26;0;4336;1618;944;674;2717;1256;1461;4526;323;3.5;3771;70.9;68.4
79;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2018;12936;9125;8774;7322;5352;1970;1452;1074;349;30;0;4289;1608;940;668;2681;1251;1430;4485;350;3.8;3812;70.5;67.8
80;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2019 1e kwartaal;12975;9209;8866;7394;5472;1922;1472;1105;337;30;0;4368;1629;958;671;2739;1269;1470;4498;343;3.7;3767;71.0;68.3
81;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2019 2e kwartaal;13002;9246;8941;7470;5526;1944;1471;1093;346;32;0;4388;1640;962;678;2749;1228;1521;4552;305;3.3;3756;71.1;68.8
82;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2019 3e kwartaal;13029;9293;8992;7528;5580;1948;1464;1092;338;33;0;4416;1585;912;673;2831;1270;1561;4576;301;3.2;3736;71.3;69.0
83;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2019 4e kwartaal;13055;9320;9012;7509;5630;1879;1503;1113;354;36;0;4409;1622;949;673;2787;1243;1544;4603;308;3.3;3735;71.4;69.0
84;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2019;13015;9267;8953;7475;5552;1923;1477;1101;344;33;0;4395;1619;945;674;2777;1252;1524;4557;314;3.4;3749;71.2;68.8
85;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2020 1e kwartaal;13075;9317;9014;7501;5681;1820;1512;1125;350;37;0;4468;1632;954;678;2835;1229;1606;4546;303;3.3;3758;71.3;68.9
86;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2020 2e kwartaal;13088;9232;8882;7355;5683;1672;1528;1142;353;33;0;4383;1575;944;630;2809;1242;1567;4499;349;3.8;3856;70.5;67.9
87;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2020 3e kwartaal;13101;9336;8936;7402;5728;1674;1533;1158;343;32;0;4408;1582;924;658;2826;1261;1565;4528;400;4.3;3765;71.3;68.2
88;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2020 4e kwartaal;13113;9348;8974;7427;5725;1702;1547;1166;347;33;0;4484;1634;1010;624;2850;1238;1612;4490;374;4.0;3766;71.3;68.4
89;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2020;13094;9308;8951;7421;5704;1717;1530;1148;348;34;0;4436;1606;958;647;2830;1243;1587;4516;357;3.8;3786;71.1;68.4
90;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2021 1e kwartaal;13148;9599;9135;7699;5180;2519;1437;1071;334;32;0;4422;1598;877;721;2824;1252;1572;4713;464;4.8;3549;73.0;69.5
91;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2021 2e kwartaal;13139;9623;9207;7776;5247;2529;1431;1068;332;31;0;4434;1571;866;704;2863;1272;1592;4773;416;4.3;3516;73.2;70.1
92;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2021 3e kwartaal;13128;9697;9309;7866;5234;2632;1443;1077;329;37;0;4458;1524;821;703;2934;1305;1629;4851;389;4.0;3431;73.9;70.9
93;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2021 4e kwartaal;13170;9734;9370;7900;5261;2639;1470;1097;340;33;0;4510;1564;882;682;2946;1293;1653;4860;364;3.7;3437;73.9;71.1
94;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2021;13147;9663;9255;7810;5230;2580;1445;1078;334;33;0;4456;1564;862;702;2892;1280;1611;4799;408;4.2;3483;73.5;70.4
95;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2022 1e kwartaal;13175;9768;9412;7926;5296;2630;1486;1120;336;31;0;4500;1555;886;670;2945;1279;1666;4912;356;3.6;3407;74.1;71.4
96;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2003 1e kwartaal;7281;5627;5424;4674;4017;657;750;466;248;36;0;2220;865;436;429;1355;665;689;3204;203;3.6;1655;77.3;74.5
97;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2003 2e kwartaal;7353;5680;5474;4730;4084;647;744;467;247;30;0;2250;884;439;445;1366;669;697;3224;206;3.6;1673;77.3;74.4
98;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2003 3e kwartaal;7446;5738;5523;4769;4110;659;754;474;253;27;0;2289;901;443;458;1388;683;704;3235;215;3.7;1708;77.1;74.2
99;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2003 4e kwartaal;7483;5784;5550;4784;4137;647;766;481;256;29;0;2316;907;451;456;1409;692;718;3233;234;4.1;1699;77.3;74.2
100;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2003;7391;5707;5493;4739;4087;653;753;472;251;30;0;2269;889;442;447;1379;677;702;3224;214;3.8;1684;77.2;74.3
101;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2004 1e kwartaal;7491;5768;5506;4727;4114;614;779;495;258;26;0;2300;902;448;454;1398;678;720;3206;261;4.5;1724;77.0;73.5
102;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2004 2e kwartaal;7520;5793;5533;4751;4115;636;782;497;259;26;0;2314;901;433;468;1413;695;718;3219;260;4.5;1727;77.0;73.6
103;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2004 3e kwartaal;7632;5856;5593;4808;4120;688;785;498;258;29;0;2336;915;441;474;1421;703;717;3258;262;4.5;1777;76.7;73.3
104;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2004 4e kwartaal;7656;5906;5642;4856;4156;700;787;502;255;29;0;2373;947;468;479;1426;710;716;3270;263;4.5;1751;77.1;73.7
105;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2004;7575;5830;5569;4786;4126;659;783;498;258;27;0;2331;916;447;469;1414;696;718;3238;262;4.5;1745;77.0;73.5
106;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2005 1e kwartaal;7651;5912;5621;4822;4149;673;798;513;253;32;1;2367;938;467;471;1429;711;719;3254;291;4.9;1738;77.3;73.5
107;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2005 2e kwartaal;7664;5940;5667;4855;4171;683;811;518;261;32;1;2384;922;451;472;1462;729;733;3282;274;4.6;1724;77.5;73.9
108;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2005 3e kwartaal;7779;6011;5740;4930;4205;725;809;515;261;33;1;2430;954;462;492;1476;725;751;3309;271;4.5;1768;77.3;73.8
109;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2005 4e kwartaal;7793;6020;5754;4947;4203;744;806;521;254;30;1;2467;966;473;494;1501;738;763;3287;266;4.4;1773;77.3;73.8
110;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2005;7722;5971;5695;4888;4182;706;806;517;257;32;1;2412;945;463;482;1467;726;741;3283;276;4.6;1751;77.3;73.8
111;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2006 1e kwartaal;7809;6032;5762;4934;4226;709;828;539;256;32;0;2468;948;460;488;1520;740;780;3294;270;4.5;1776;77.3;73.8
112;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2006 2e kwartaal;7793;6013;5772;4937;4214;723;835;548;258;29;0;2456;940;452;488;1515;740;775;3316;240;4.0;1780;77.2;74.1
