ID;KenmerkenWerknemers;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
71;Herkomst: geboren buiten Nederland;Waarde;2019;35.9;46.7;32.5;52.1;52.6;53.4;58.4;44.6;22.7;;13.6;14.8;17.8;7.5;4.7;15.7;14.1;5.3;2.0;9.8;14.7;;;;;;;;;;;;;;;;;;;;;;;;;;;25.3;22.9;37.2;29.1;19.2;24.1
72;Herkomst: geboren buiten Nederland;Waarde;2020;32.6;44.1;29.8;52.6;53.5;54.9;58.7;44.0;22.5;;11.7;13.5;16.7;3.8;2.5;10.5;8.7;3.6;1.0;6.9;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;22.9;21.8;34.9;27.1;18.3;21.6
73;Herkomst: geboren buiten Nederland;Waarde;2021;34.8;48.2;34.3;51.0;51.8;53.9;57.2;44.2;22.7;;14.1;15.3;19.1;4.7;3.1;11.8;11.0;3.9;1.5;7.4;12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;26.2;23.5;38.2;31.3;21.1;24.8
74;Herkomst: geboren buiten Nederland;Waarde;2022;33.1;44.2;31.0;57.2;55.8;56.7;58.0;47.3;26.0;28.4;11.0;13.7;15.0;;;;;;;;;4.0;1.6;0.5;1.6;10.3;5.2;2.4;2.5;2.9;1.6;0.2;0.5;7.9;1.4;2.4;4.4;20.9;3.0;13.5;2.2;0.7;2.5;1.1;2.2;0.2;4.4;29.0;27.1;42.0;31.5;23.5;25.1
75;Herkomst: geboren buiten Nederland;Waarde;2023;31.6;41.0;28.2;57.7;57.0;56.8;56.7;48.4;25.0;26.4;11.0;13.5;16.4;;;;;;;;;3.8;1.9;0.3;1.2;9.1;4.1;2.6;2.0;2.3;1.3;0.2;0.5;8.4;1.5;2.8;4.2;21.4;3.2;12.8;1.6;0.7;3.4;1.0;2.4;0.6;4.5;29.4;28.4;42.4;32.6;23.6;24.9
76;Herkomst: geboren buiten Nederland;Waarde;2024;31.5;41.1;29.3;57.3;56.3;56.5;56.3;49.3;24.8;24.9;10.6;13.0;16.4;;;;;;;;;4.3;2.5;0.3;1.5;8.9;4.1;2.3;2.3;1.8;1.2;0.3;0.3;8.4;1.4;2.6;4.4;23.6;3.3;14.6;2.4;0.5;3.7;1.9;1.9;0.7;5.1;30.1;28.8;42.1;32.8;25.3;25.6
77;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2014;36.3;44.6;32.0;50.3;51.5;51.1;55.8;36.3;16.4;;9.4;11.2;13.0;3.7;2.0;11.5;9.4;3.5;0.7;6.3;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;19.1;36.0;25.4;15.4;19.7
78;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2015;33.9;43.3;30.5;50.7;53.0;54.6;56.1;40.1;17.6;;9.3;11.1;12.0;3.1;1.7;10.2;8.6;3.3;0.6;5.2;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.9;16.1;31.2;22.9;12.7;18.6
79;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2016;34.4;43.8;29.7;50.1;51.2;52.4;57.2;36.8;19.1;;10.7;11.3;11.9;3.7;1.9;11.4;9.8;3.1;0.6;5.8;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;17.5;32.8;24.6;13.3;18.5
80;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2017;35.3;45.2;32.0;50.5;49.7;51.0;56.4;38.4;17.9;;11.5;13.4;15.1;3.8;2.5;10.8;10.1;3.5;0.6;5.5;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;23.1;20.9;35.1;25.7;17.0;21.0
81;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2018;35.6;44.9;31.3;49.8;50.4;51.5;57.1;40.4;18.8;;12.4;13.6;16.4;4.3;2.8;11.2;10.0;3.5;1.1;6.2;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;25.3;24.4;37.9;28.2;19.5;22.5
82;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2019;34.5;45.2;31.2;50.6;51.1;51.9;56.9;43.2;21.5;;12.6;13.8;16.7;6.8;4.1;14.7;13.1;4.7;1.6;8.9;13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;24.1;21.7;35.8;27.7;18.1;22.9
83;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2020;31.2;42.7;28.5;51.1;52.0;53.5;57.3;42.6;21.3;;10.8;12.5;15.6;3.3;2.1;9.7;7.9;3.1;0.8;6.2;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;21.7;20.6;33.5;25.9;17.2;20.5
84;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2021;33.3;46.6;32.9;49.5;50.3;52.3;55.6;42.6;21.4;;13.1;14.2;17.9;4.0;2.5;10.8;10.1;3.3;1.1;6.6;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;24.8;22.2;36.7;29.9;19.9;23.4
85;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2022;31.8;42.8;29.8;55.8;54.4;55.3;56.6;45.9;24.8;27.2;9.8;12.4;13.7;;;;;;;;;3.3;1.1;0.3;1.1;9.1;4.4;1.9;1.9;2.2;1.1;0.1;0.3;6.9;1.0;1.9;3.6;19.3;2.4;12.2;1.6;0.5;2.0;0.7;1.7;0.1;3.6;27.7;25.9;40.6;30.3;22.3;24.0
86;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2023;30.5;39.7;27.0;56.4;55.7;55.5;55.5;47.1;23.9;25.2;9.9;12.3;15.1;;;;;;;;;3.2;1.5;0.1;0.9;8.1;3.4;2.0;1.6;1.8;0.9;0.1;0.3;7.4;1.1;2.2;3.5;19.9;2.6;11.6;1.2;0.4;2.8;0.7;1.9;0.4;3.8;28.2;27.3;41.1;31.4;22.5;23.7
87;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2024;30.4;39.9;28.2;56.1;55.1;55.2;55.0;48.0;23.7;23.8;9.6;11.8;15.2;;;;;;;;;3.6;1.9;0.2;1.1;7.9;3.4;1.8;1.8;1.4;0.8;0.1;0.2;7.5;1.0;2.1;3.7;22.2;2.8;13.4;1.9;0.3;3.1;1.5;1.5;0.4;4.4;29.0;27.7;40.9;31.6;24.3;24.5
88;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2014;39.9;48.3;35.5;54.1;55.2;54.9;59.5;39.9;19.2;;11.8;13.7;15.7;5.4;3.2;14.0;11.6;5.0;1.5;8.3;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;24.3;22.2;39.6;28.8;18.3;22.8
89;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2015;37.2;46.7;33.7;54.1;56.4;58.1;59.5;43.5;20.3;;11.5;13.3;14.4;4.4;2.7;12.4;10.6;4.6;1.3;6.9;13.2;;;;;;;;;;;;;;;;;;;;;;;;;;;21.7;18.7;34.4;25.9;15.1;21.3
90;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2016;37.7;47.2;32.9;53.5;54.6;55.8;60.6;40.1;21.9;;12.9;13.5;14.2;5.1;3.0;13.6;11.8;4.4;1.3;7.5;14.2;;;;;;;;;;;;;;;;;;;;;;;;;;;22.4;20.2;36.0;27.6;15.7;21.3
91;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2017;38.5;48.6;35.2;53.9;53.0;54.4;59.7;41.7;20.5;;13.8;15.8;17.6;5.2;3.7;12.9;12.2;4.8;1.3;7.2;13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;26.1;23.7;38.4;28.8;19.7;23.9
92;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2018;38.4;47.8;34.0;52.7;53.3;54.4;59.9;43.2;21.2;;14.5;15.7;18.7;5.6;3.9;13.1;11.8;4.6;1.9;7.7;13.4;;;;;;;;;;;;;;;;;;;;;;;;;;;27.9;26.9;40.7;30.9;21.9;25.0
93;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2019;37.3;48.1;33.9;53.5;54.0;54.8;59.8;46.1;24.0;;14.7;15.9;19.0;8.4;5.4;16.8;15.1;6.0;2.4;10.7;15.7;;;;;;;;;;;;;;;;;;;;;;;;;;;26.6;24.1;38.6;30.4;20.4;25.4
94;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2020;33.9;45.5;31.2;54.0;54.9;56.4;60.1;45.4;23.7;;12.6;14.5;17.8;4.4;3.0;11.4;9.5;4.1;1.4;7.7;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;24.1;23.0;36.2;28.4;19.5;22.8
95;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2021;36.3;49.7;35.9;52.6;53.4;55.5;58.8;45.8;24.1;;15.3;16.5;20.3;5.4;3.7;12.8;12.1;4.5;2.0;8.3;13.2;;;;;;;;;;;;;;;;;;;;;;;;;;;27.6;24.8;39.7;32.8;22.4;26.1
96;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2022;34.4;45.6;32.3;58.6;57.1;58.0;59.4;48.7;27.2;29.6;12.3;15.1;16.5;;;;;;;;;4.9;2.1;1.0;2.2;11.5;6.1;3.1;3.2;3.6;2.2;0.5;0.9;9.1;2.0;3.1;5.3;22.5;3.7;14.9;2.9;1.2;3.2;1.6;2.8;0.4;5.2;30.2;28.4;43.3;32.8;24.7;26.4
97;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2023;32.9;42.3;29.3;59.0;58.3;58.1;58.0;49.7;26.2;27.5;12.2;14.8;17.8;;;;;;;;;4.6;2.5;0.6;1.7;10.3;4.9;3.2;2.6;2.9;1.8;0.4;0.8;9.5;2.1;3.5;5.0;22.9;3.9;14.1;2.1;1.1;4.1;1.5;3.0;1.0;5.3;30.6;29.6;43.7;33.9;24.7;26.0
98;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2024;32.7;42.4;30.4;58.5;57.5;57.7;57.5;50.5;25.9;26.0;11.8;14.2;17.8;;;;;;;;;5.1;3.1;0.6;2.0;10.0;4.9;2.9;3.0;2.4;1.6;0.5;0.6;9.5;1.9;3.3;5.3;25.1;4.0;15.9;3.1;0.8;4.4;2.5;2.5;1.0;5.9;31.2;30.0;43.3;33.9;26.4;26.7
99;Herkomst: geb. in NL, ouders in NL;Waarde;2014;36.3;45.1;30.1;62.1;63.9;56.7;69.8;49.7;23.6;;7.4;12.1;13.2;5.4;1.7;19.6;11.9;6.1;0.4;5.2;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1;12.9;29.6;16.9;9.4;11.7
100;Herkomst: geb. in NL, ouders in NL;Waarde;2015;36.4;45.6;30.4;61.3;63.5;56.9;69.5;50.0;23.7;;7.0;11.7;12.9;5.2;1.6;19.5;11.2;6.1;0.3;4.9;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;11.5;27.1;16.0;9.1;11.5
101;Herkomst: geb. in NL, ouders in NL;Waarde;2016;35.9;45.0;30.3;61.6;63.1;56.4;69.5;50.0;24.4;;7.5;12.1;13.1;5.5;1.9;20.2;11.2;6.2;0.4;5.3;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.3;12.5;29.1;17.3;9.8;12.1
102;Herkomst: geb. in NL, ouders in NL;Waarde;2017;36.6;46.3;31.9;61.3;62.6;55.9;69.7;50.4;25.3;;8.0;12.6;13.8;6.1;1.9;20.0;11.4;6.2;0.3;5.2;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;13.2;29.2;17.9;11.0;13.0
103;Herkomst: geb. in NL, ouders in NL;Waarde;2018;36.4;46.5;30.2;62.2;63.2;56.9;69.4;51.9;26.8;;7.8;12.7;14.4;5.2;2.0;19.5;10.5;6.1;0.4;5.4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;16.2;30.7;18.5;12.2;13.6
104;Herkomst: geb. in NL, ouders in NL;Waarde;2019;35.5;45.7;29.7;62.8;63.7;57.8;70.0;53.5;27.5;;8.2;13.2;14.8;8.4;2.7;24.8;13.1;7.7;0.6;7.5;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;14.8;29.8;18.6;12.7;13.7
105;Herkomst: geb. in NL, ouders in NL;Waarde;2020;32.1;42.2;26.6;64.0;65.1;60.5;69.7;55.4;29.2;;7.2;11.8;14.9;4.6;1.6;18.5;8.3;5.3;0.3;4.8;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;14.6;29.1;17.3;11.7;11.8
106;Herkomst: geb. in NL, ouders in NL;Waarde;2021;33.4;44.7;28.9;63.2;64.5;58.7;69.3;54.5;29.3;;8.1;12.8;15.5;6.1;1.9;19.4;8.4;5.8;0.4;5.7;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;14.9;29.6;19.1;12.8;13.4
107;Herkomst: geb. in NL, ouders in NL;Waarde;2022;30.9;42.0;26.3;64.1;63.8;58.6;67.7;56.6;29.3;27.1;5.5;10.3;12.0;;;;;;;;;4.3;3.1;0.3;0.9;11.4;8.7;1.4;1.2;3.1;2.8;0.0;0.1;4.2;1.0;1.1;2.2;7.7;2.0;0.3;0.3;0.3;2.3;1.3;1.2;0.2;2.3;17.7;18.4;32.6;20.7;15.2;14.2
108;Herkomst: geb. in NL, ouders in NL;Waarde;2023;29.7;40.4;24.6;65.0;64.5;59.1;68.2;58.3;30.1;27.5;6.1;10.7;12.3;;;;;;;;;4.3;3.1;0.2;0.9;11.7;8.9;1.5;1.3;3.0;2.7;0.0;0.1;4.6;1.0;1.2;2.6;7.8;1.9;0.3;0.3;0.4;2.3;1.2;1.1;0.3;2.1;16.5;17.3;30.6;19.2;14.4;13.1
109;Herkomst: geb. in NL, ouders in NL;Waarde;2024;29.8;40.4;24.7;63.9;63.9;58.4;67.8;58.8;30.2;27.1;6.2;11.1;12.5;;;;;;;;;4.4;3.1;0.3;1.0;12.5;9.7;1.3;1.5;3.0;2.7;0.1;0.1;4.6;1.1;1.1;2.6;8.1;1.9;0.3;0.3;0.4;2.6;1.3;1.1;0.4;2.2;17.5;17.8;31.6;20.5;15.8;13.8
110;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2014;35.7;44.5;29.6;61.5;63.4;56.1;69.3;49.1;23.2;;7.1;11.7;12.9;5.1;1.5;19.1;11.6;5.9;0.3;4.9;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7;12.5;29.1;16.4;9.0;11.3
111;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2015;35.8;45.1;29.9;60.8;63.0;56.4;69.0;49.5;23.3;;6.7;11.3;12.6;5.0;1.5;19.1;10.9;5.8;0.3;4.7;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;11.9;11.2;26.6;15.6;8.8;11.1
112;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2016;35.4;44.5;29.8;61.1;62.6;55.9;69.0;49.5;23.9;;7.2;11.8;12.8;5.2;1.8;19.7;10.9;5.9;0.3;5.0;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;12.2;28.6;16.9;9.5;11.7
113;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2017;36.1;45.8;31.4;60.8;62.1;55.3;69.2;49.9;24.8;;7.7;12.2;13.4;5.9;1.8;19.6;11.0;6.0;0.3;5.0;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;12.8;28.7;17.5;10.7;12.6
114;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2018;36.0;46.1;29.8;61.8;62.7;56.5;69.0;51.5;26.4;;7.6;12.4;14.1;5.0;1.8;19.2;10.2;5.9;0.4;5.2;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;15.9;30.2;18.1;11.9;13.3
115;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2019;35.0;45.2;29.3;62.4;63.3;57.3;69.5;53.0;27.1;;7.9;12.9;14.5;8.1;2.6;24.4;12.8;7.5;0.5;7.2;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.5;29.4;18.3;12.4;13.4
116;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2020;31.7;41.7;26.1;63.5;64.7;60.0;69.2;54.9;28.8;;7.0;11.5;14.6;4.4;1.5;18.2;8.1;5.1;0.3;4.6;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;14.2;28.6;17.0;11.4;11.5
117;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2021;32.9;44.2;28.4;62.7;64.0;58.2;68.8;54.0;28.8;;7.8;12.4;15.1;5.9;1.8;19.0;8.1;5.6;0.3;5.4;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;14.5;29.1;18.7;12.5;13.0
118;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2022;30.4;41.6;25.8;63.7;63.3;58.2;67.2;56.2;28.9;26.7;5.2;9.9;11.5;;;;;;;;;4.0;2.9;0.3;0.8;10.9;8.4;1.2;1.1;2.9;2.6;0.0;0.1;3.9;0.9;0.9;2.0;7.3;1.8;0.2;0.2;0.3;2.1;1.2;1.1;0.1;2.1;17.4;18.1;32.2;20.3;14.9;13.8
119;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2023;29.3;40.0;24.2;64.5;64.0;58.7;67.8;57.8;29.7;27.1;5.8;10.3;11.9;;;;;;;;;4.0;2.9;0.2;0.8;11.3;8.5;1.3;1.2;2.8;2.5;0.0;0.1;4.4;0.9;1.0;2.4;7.4;1.7;0.3;0.2;0.3;2.1;1.1;1.0;0.2;1.9;16.1;17.0;30.1;18.9;14.1;12.8
120;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2024;29.4;40.0;24.3;63.4;63.4;58.0;67.4;58.4;29.8;26.7;5.9;10.7;12.1;;;;;;;;;4.1;2.9;0.2;0.9;12.1;9.3;1.1;1.3;2.8;2.5;0.0;0.1;4.3;0.9;0.9;2.4;7.8;1.7;0.3;0.2;0.4;2.4;1.2;1.0;0.3;2.0;17.1;17.5;31.2;20.1;15.5;13.4
121;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2014;36.9;45.7;30.6;62.6;64.5;57.2;70.3;50.3;24.1;;7.7;12.5;13.6;5.6;1.8;20.0;12.3;6.4;0.5;5.4;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;13.3;30.2;17.3;9.7;12.1
122;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2015;36.9;46.1;30.9;61.9;64.0;57.5;70.0;50.6;24.2;;7.3;12.0;13.3;5.5;1.8;19.9;11.6;6.3;0.4;5.2;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7;11.9;27.6;16.4;9.4;11.8
123;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2016;36.5;45.5;30.8;62.2;63.7;56.9;70.0;50.6;24.8;;7.8;12.5;13.5;5.7;2.1;20.6;11.5;6.5;0.5;5.6;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;13.7;12.9;29.6;17.7;10.2;12.4
124;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2017;37.2;46.9;32.4;61.8;63.1;56.4;70.2;51.0;25.7;;8.3;12.9;14.2;6.4;2.1;20.4;11.7;6.5;0.4;5.5;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;13.6;29.7;18.3;11.4;13.4
125;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2018;36.8;47.0;30.6;62.7;63.6;57.3;69.9;52.4;27.2;;8.1;13.0;14.7;5.4;2.1;19.9;10.8;6.4;0.5;5.6;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;16.5;31.1;18.8;12.5;13.9
126;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2019;35.9;46.2;30.2;63.3;64.2;58.2;70.4;53.9;27.9;;8.4;13.5;15.2;8.6;2.9;25.2;13.4;8.0;0.7;7.7;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;15.2;30.2;19.0;13.1;14.1
127;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2020;32.6;42.7;27.0;64.5;65.6;61.0;70.1;55.9;29.6;;7.5;12.1;15.3;4.8;1.7;18.9;8.6;5.5;0.4;5.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;14.9;29.5;17.7;12.0;12.2
128;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2021;33.9;45.2;29.3;63.7;65.0;59.2;69.8;55.0;29.8;;8.4;13.1;15.9;6.4;2.1;19.8;8.6;6.1;0.4;5.9;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;15.3;30.1;19.6;13.2;13.7
129;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2022;31.3;42.5;26.7;64.6;64.2;59.1;68.1;57.1;29.7;27.5;5.8;10.7;12.4;;;;;;;;;4.5;3.3;0.4;1.0;11.8;9.1;1.6;1.4;3.3;3.1;0.1;0.2;4.4;1.1;1.2;2.4;8.0;2.2;0.3;0.4;0.4;2.5;1.5;1.4;0.3;2.5;18.1;18.8;33.1;21.1;15.5;14.5
130;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2023;30.1;40.9;25.0;65.4;64.9;59.6;68.7;58.7;30.5;27.9;6.4;11.1;12.8;;;;;;;;;4.6;3.4;0.3;1.1;12.1;9.3;1.6;1.5;3.2;3.0;0.1;0.2;4.9;1.2;1.3;2.8;8.1;2.1;0.4;0.4;0.5;2.5;1.4;1.3;0.4;2.3;16.8;17.7;31.0;19.6;14.7;13.4
131;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2024;30.2;40.9;25.1;64.3;64.3;58.9;68.3;59.3;30.6;27.5;6.5;11.5;12.9;;;;;;;;;4.7;3.4;0.3;1.2;12.9;10.1;1.4;1.6;3.2;2.9;0.1;0.2;4.9;1.2;1.2;2.8;8.5;2.1;0.4;0.3;0.5;2.8;1.5;1.3;0.4;2.4;17.9;18.2;32.0;20.9;16.1;14.1
132;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2014;37.1;45.2;30.9;62.2;63.1;56.7;67.9;47.2;22.5;;7.3;11.3;15.7;5.1;2.0;20.8;11.1;5.7;0.5;6.4;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;12.3;32.6;18.4;9.7;12.8
133;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2015;37.2;45.8;31.3;60.5;62.0;54.0;66.8;47.5;24.0;;7.5;12.2;12.9;5.1;1.4;19.2;12.5;5.1;0.6;4.4;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7;12.5;27.7;17.5;10.1;12.6
134;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2016;37.4;45.9;32.2;58.6;58.8;54.0;66.3;47.5;25.5;;7.6;12.6;13.5;6.5;2.9;18.8;10.3;5.2;0.2;5.3;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;14.6;31.5;22.3;11.6;15.8
135;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2017;36.6;44.5;34.2;61.0;61.6;54.6;64.5;47.3;24.0;;9.8;13.9;16.6;6.6;3.1;21.3;12.8;5.2;0.5;5.8;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;14.8;28.7;20.1;11.7;13.5
136;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2018;38.6;46.7;32.4;58.1;59.6;55.0;66.7;52.7;26.2;;9.5;14.5;15.8;6.9;2.7;20.9;12.7;6.7;0.9;7.6;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;18.5;34.1;23.4;15.3;16.0
137;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2019;35.0;44.4;31.2;58.4;61.4;54.8;67.7;52.8;28.3;;8.5;12.9;15.6;11.0;4.2;25.8;13.4;7.4;0.8;8.3;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;15.5;30.4;21.1;16.0;14.8
138;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2020;33.5;41.7;26.6;60.5;60.4;57.9;67.7;52.2;30.5;;7.2;11.8;16.3;4.7;2.2;19.0;10.3;4.6;0.8;5.7;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;17.8;30.7;23.2;15.0;15.6
139;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2021;32.3;44.3;30.9;59.3;61.1;56.0;68.6;52.2;30.4;;8.8;12.8;14.8;6.6;3.1;19.7;10.4;4.4;0.5;5.3;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5;16.8;31.1;21.8;14.6;15.8
140;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2022;35.0;44.3;30.9;60.8;62.1;55.5;62.4;54.3;30.4;28.1;7.4;11.2;15.4;;;;;;;;;6.9;4.1;1.0;2.2;11.7;9.9;0.8;1.1;2.2;2.2;0.0;0.0;5.7;1.3;1.5;2.8;10.4;2.7;1.2;0.4;0.1;2.3;2.0;1.4;0.5;3.8;23.1;22.3;35.8;26.4;18.8;18.1
141;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2023;31.4;40.3;26.3;62.7;60.7;56.8;66.4;55.0;28.2;26.6;6.6;13.4;13.5;;;;;;;;;5.9;3.1;0.8;1.9;13.5;9.9;1.9;1.9;2.9;2.3;0.0;0.4;5.2;1.6;0.8;2.6;12.1;2.2;1.3;0.4;1.4;4.5;2.5;1.2;0.5;4.4;20.0;21.2;34.2;24.3;16.5;16.8
142;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2024;30.6;39.4;25.1;58.6;59.0;55.1;62.7;55.8;30.0;26.2;6.8;11.8;11.7;;;;;;;;;5.2;4.1;0.4;0.8;11.1;8.3;1.5;1.5;2.0;1.6;0.0;0.0;5.7;1.9;0.9;3.1;10.9;2.6;1.4;0.9;0.7;4.3;1.3;1.6;1.2;3.1;21.4;19.9;35.1;25.2;19.7;18.0
