ID;Marges;Geslacht;Leeftijd;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2019_4;GevaarlijkWerkVanaf2019_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
28;Waarde;Totaal mannen en vrouwen;55 tot 65 jaar;2021;20.9;5.2;11.5;;10.6;2.0;3.9;1.0;4.3;2.0;0.5;0.4;0.6;0.1;1.8;16.9;7.5;6.1;6.2;;;;;;;;;11.4;31.9;3.4
29;Waarde;Totaal mannen en vrouwen;55 tot 65 jaar;2023;23.9;5.0;11.7;;12.7;3.1;4.7;0.8;4.6;2.4;0.6;0.5;0.7;0.1;1.1;;;;;4.6;45.9;10.7;32.8;5.4;0.6;0.3;1.8;12.6;29.8;3.2
30;Waarde;Totaal mannen en vrouwen;65 jaar of ouder;2015;13.2;2.6;9.1;1.7;;;;;;;;;;;;10.8;4.7;5.6;4.8;;;;;;;;;5.5;21.5;2.5
31;Waarde;Totaal mannen en vrouwen;65 jaar of ouder;2017;12.3;2.0;9.6;1.4;;;;;;;;;;;;13.3;5.4;5.8;3.8;;;;;;;;;5.9;22.8;2.4
32;Waarde;Totaal mannen en vrouwen;65 jaar of ouder;2019;12.4;3.0;8.5;;7.1;1.4;2.4;0.7;1.8;1.5;0.5;0.0;0.4;0.2;1.9;14.0;7.6;5.9;4.1;;;;;;;;;7.4;22.5;2.5
33;Waarde;Totaal mannen en vrouwen;65 jaar of ouder;2021;15.6;3.1;10.4;;6.7;1.0;2.6;0.5;2.2;1.4;0.5;0.2;0.2;0.0;1.0;13.7;5.0;5.5;4.5;;;;;;;;;7.6;23.3;2.7
34;Waarde;Totaal mannen en vrouwen;65 jaar of ouder;2023;13.7;3.6;9.6;;7.7;0.9;2.4;0.6;2.1;2.6;0.3;0.4;0.7;0.1;1.0;;;;;3.2;41.7;8.1;30.1;5.7;0.5;0.1;1.4;7.6;19.7;2.7
35;Waarde;Mannen;Totaal;2015;26.4;7.8;18.4;3.2;;;;;;;;;;;;15.6;9.2;10.2;4.1;;;;;;;;;13.1;31.9;3.2
36;Waarde;Mannen;Totaal;2017;28.3;7.9;17.7;3.8;;;;;;;;;;;;17.4;9.6;10.3;3.3;;;;;;;;;14.5;35.5;3.3
37;Waarde;Mannen;Totaal;2019;28.9;8.7;18.2;;17.0;3.4;6.5;1.9;5.9;4.3;1.4;0.8;1.9;0.3;2.9;16.3;10.3;10.9;3.8;;;;;;;;;13.9;32.5;3.3
38;Waarde;Mannen;Totaal;2021;27.8;8.7;17.4;;17.2;4.0;6.8;1.9;7.5;4.1;1.5;0.7;1.8;0.4;2.5;16.8;9.8;9.4;5.7;;;;;;;;;15.0;33.2;3.6
39;Waarde;Mannen;Totaal;2023;28.1;9.0;17.0;;16.6;4.4;6.3;1.9;6.4;3.3;1.3;0.9;1.5;0.2;2.1;;;;;6.0;38.4;5.7;28.9;4.8;0.8;0.3;2.8;14.2;29.9;3.6
40;Waarde;Mannen;15 tot 25 jaar;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Waarde;Mannen;15 tot 25 jaar;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Waarde;Mannen;15 tot 25 jaar;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Waarde;Mannen;15 tot 25 jaar;2021;36.3;14.9;22.3;;19.7;3.0;10.6;4.2;7.7;6.2;2.2;2.6;3.4;1.7;2.4;13.9;10.9;10.1;9.8;;;;;;;;;17.3;33.9;3.5
44;Waarde;Mannen;15 tot 25 jaar;2023;32.2;14.3;26.2;;25.3;7.8;11.4;4.2;8.5;6.0;1.6;2.4;3.8;0.0;4.5;;;;;3.3;22.2;2.5;14.3;3.8;0.0;0.0;2.2;18.5;33.3;3.4
45;Waarde;Mannen;25 tot 35 jaar;2015;30.5;11.1;22.0;4.5;;;;;;;;;;;;11.2;11.7;11.6;3.1;;;;;;;;;19.2;37.5;3.4
46;Waarde;Mannen;25 tot 35 jaar;2017;30.2;11.0;19.4;3.6;;;;;;;;;;;;15.4;10.2;11.6;3.9;;;;;;;;;14.9;39.4;4.0
47;Waarde;Mannen;25 tot 35 jaar;2019;31.2;11.8;23.4;;22.0;3.9;8.0;2.6;9.8;5.8;1.5;1.2;3.2;0.3;4.6;16.8;13.4;15.2;3.3;;;;;;;;;16.1;37.9;3.8
48;Waarde;Mannen;25 tot 35 jaar;2021;32.7;12.6;22.2;;21.4;5.4;9.1;2.8;9.0;5.2;1.8;1.2;2.6;1.1;3.4;18.5;13.0;13.3;6.0;;;;;;;;;21.2;37.1;4.0
49;Waarde;Mannen;25 tot 35 jaar;2023;30.0;9.1;18.0;;19.2;3.9;7.6;2.2;7.2;2.5;1.3;1.3;2.2;0.2;2.7;;;;;7.7;36.7;5.9;28.3;4.5;1.2;0.0;1.7;12.9;27.6;4.1
50;Waarde;Mannen;35 tot 45 jaar;2015;28.9;9.8;21.4;3.5;;;;;;;;;;;;18.4;12.6;10.3;2.8;;;;;;;;;12.1;32.9;3.7
51;Waarde;Mannen;35 tot 45 jaar;2017;33.3;9.7;18.9;5.4;;;;;;;;;;;;18.9;11.0;10.9;2.5;;;;;;;;;16.7;40.4;3.7
52;Waarde;Mannen;35 tot 45 jaar;2019;30.1;10.8;20.6;;19.4;3.9;6.9;1.5;6.0;5.7;0.6;1.1;1.8;0.3;3.8;16.1;10.8;11.2;4.9;;;;;;;;;14.1;31.5;3.7
53;Waarde;Mannen;35 tot 45 jaar;2021;29.6;8.9;19.3;;21.2;5.8;8.5;1.9;10.5;5.2;2.5;0.8;2.4;0.4;2.1;17.3;10.2;8.8;5.2;;;;;;;;;16.2;33.1;4.0
54;Waarde;Mannen;35 tot 45 jaar;2023;28.7;10.9;17.0;;18.1;5.3;6.5;2.4;8.1;3.7;2.2;1.5;1.8;0.4;1.5;;;;;6.6;38.7;6.2;30.4;3.7;0.6;0.3;2.8;17.8;31.4;4.0
55;Waarde;Mannen;45 tot 55 jaar;2015;27.1;7.3;18.8;2.4;;;;;;;;;;;;17.3;8.3;12.4;5.1;;;;;;;;;13.7;31.1;3.2
56;Waarde;Mannen;45 tot 55 jaar;2017;30.1;8.1;20.1;4.1;;;;;;;;;;;;20.2;10.7;12.0;3.0;;;;;;;;;15.2;35.2;3.3
57;Waarde;Mannen;45 tot 55 jaar;2019;31.3;8.7;18.1;;16.6;3.4;7.1;2.2;5.9;3.3;2.4;0.7;2.0;0.3;2.0;16.7;10.5;11.1;3.9;;;;;;;;;15.7;33.7;3.4
58;Waarde;Mannen;45 tot 55 jaar;2021;28.0;8.7;15.9;;18.6;3.8;6.9;2.2;8.1;4.6;1.4;0.7;2.6;0.2;3.2;18.6;10.7;10.4;5.4;;;;;;;;;13.9;33.7;3.7
59;Waarde;Mannen;45 tot 55 jaar;2023;29.4;10.7;18.0;;16.2;4.6;6.1;2.1;6.7;2.9;1.2;0.5;1.7;0.4;3.0;;;;;6.0;40.1;5.1;30.0;5.0;0.9;0.4;4.6;13.1;32.3;3.7
60;Waarde;Mannen;55 tot 65 jaar;2015;23.7;5.3;14.3;3.3;;;;;;;;;;;;16.2;7.0;7.8;4.2;;;;;;;;;11.2;31.9;3.1
61;Waarde;Mannen;55 tot 65 jaar;2017;26.6;7.0;15.3;3.0;;;;;;;;;;;;17.5;8.6;9.1;4.2;;;;;;;;;15.6;35.5;3.0
62;Waarde;Mannen;55 tot 65 jaar;2019;30.5;7.0;17.3;;16.0;3.3;5.6;1.6;5.1;4.5;1.0;0.7;1.4;0.3;2.1;17.4;8.6;10.3;3.5;;;;;;;;;13.4;33.1;3.0
63;Waarde;Mannen;55 tot 65 jaar;2021;26.8;7.4;15.5;;13.7;3.3;5.1;1.4;5.6;2.7;0.7;0.4;0.8;0.1;2.0;15.0;7.9;7.4;6.1;;;;;;;;;14.1;34.3;3.4
64;Waarde;Mannen;55 tot 65 jaar;2023;31.4;7.0;16.9;;17.4;5.0;6.8;1.2;6.4;3.6;0.9;0.5;0.6;0.1;1.4;;;;;5.9;39.5;5.5;29.4;5.6;0.7;0.4;2.5;15.7;32.9;3.1
65;Waarde;Mannen;65 jaar of ouder;2015;15.8;3.5;11.9;2.1;;;;;;;;;;;;8.4;5.0;6.0;5.6;;;;;;;;;6.7;22.5;2.5
66;Waarde;Mannen;65 jaar of ouder;2017;13.2;1.8;11.0;1.9;;;;;;;;;;;;10.4;5.0;6.3;3.4;;;;;;;;;6.1;20.6;2.5
67;Waarde;Mannen;65 jaar of ouder;2019;14.0;3.5;9.8;;8.6;1.5;3.1;0.8;2.0;1.8;0.7;0.0;0.5;0.2;2.3;14.6;8.3;5.9;3.8;;;;;;;;;8.6;23.0;2.6
68;Waarde;Mannen;65 jaar of ouder;2021;18.1;4.2;13.0;;8.2;1.4;3.4;0.7;2.6;1.7;0.7;0.3;0.1;0.0;0.9;13.4;6.1;6.4;5.3;;;;;;;;;8.5;24.7;2.8
69;Waarde;Mannen;65 jaar of ouder;2023;15.7;4.5;11.6;;8.5;1.2;2.8;0.7;1.8;3.0;0.4;0.4;0.6;0.1;1.0;;;;;3.9;39.4;7.1;28.4;5.7;0.6;0.1;1.6;8.1;19.9;2.7
70;Waarde;Vrouwen;Totaal;2015;11.2;2.4;4.7;0.7;;;;;;;;;;;;20.8;8.3;4.7;4.9;;;;;;;;;7.3;29.4;3.3
71;Waarde;Vrouwen;Totaal;2017;12.7;2.7;4.8;0.8;;;;;;;;;;;;20.0;8.8;5.8;3.7;;;;;;;;;7.5;29.6;3.5
72;Waarde;Vrouwen;Totaal;2019;10.3;2.0;4.4;;5.7;0.3;1.4;0.2;2.7;0.8;0.3;0.2;0.7;0.0;1.0;19.9;8.4;6.1;5.5;;;;;;;;;9.1;27.3;3.4
73;Waarde;Vrouwen;Totaal;2021;11.5;2.0;4.8;;6.6;0.4;1.8;0.4;3.1;0.6;0.4;0.3;1.1;0.0;1.6;18.9;8.3;4.9;8.5;;;;;;;;;8.8;28.8;3.8
74;Waarde;Vrouwen;Totaal;2023;12.6;2.3;4.5;;7.1;0.4;1.4;0.4;3.0;0.8;0.3;0.6;0.9;0.0;1.4;;;;;4.3;54.0;19.4;36.4;4.2;0.9;0.3;0.8;9.9;25.2;3.7
75;Waarde;Vrouwen;15 tot 25 jaar;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;Waarde;Vrouwen;15 tot 25 jaar;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Waarde;Vrouwen;15 tot 25 jaar;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;Waarde;Vrouwen;15 tot 25 jaar;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;Waarde;Vrouwen;15 tot 25 jaar;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Waarde;Vrouwen;25 tot 35 jaar;2015;12.1;3.1;3.9;1.2;;;;;;;;;;;;20.4;7.1;5.6;3.1;;;;;;;;;6.9;31.3;3.9
81;Waarde;Vrouwen;25 tot 35 jaar;2017;15.2;7.1;3.9;0.5;;;;;;;;;;;;20.6;13.6;5.1;3.3;;;;;;;;;9.1;32.9;3.6
82;Waarde;Vrouwen;25 tot 35 jaar;2019;9.5;4.2;5.8;;7.5;0.3;2.8;0.0;3.2;0.3;0.8;1.0;0.6;0.0;0.5;24.1;11.2;8.0;7.3;;;;;;;;;13.3;31.4;3.9
83;Waarde;Vrouwen;25 tot 35 jaar;2021;13.0;3.3;3.8;;8.3;1.1;1.4;0.6;5.3;0.4;0.2;0.3;1.4;0.0;0.8;20.0;11.8;6.6;13.7;;;;;;;;;12.6;31.7;4.3
84;Waarde;Vrouwen;25 tot 35 jaar;2023;14.4;2.4;7.8;;8.6;0.2;1.8;0.5;3.3;0.8;0.0;1.2;0.8;0.0;2.3;;;;;7.1;54.0;26.6;30.8;2.5;1.3;0.0;0.0;17.8;28.1;4.2
85;Waarde;Vrouwen;35 tot 45 jaar;2015;12.4;2.5;5.9;0.8;;;;;;;;;;;;21.2;9.3;4.5;4.4;;;;;;;;;9.6;31.6;3.6
86;Waarde;Vrouwen;35 tot 45 jaar;2017;12.2;1.8;3.8;1.0;;;;;;;;;;;;18.0;9.4;7.6;5.2;;;;;;;;;9.0;28.6;4.0
87;Waarde;Vrouwen;35 tot 45 jaar;2019;11.6;1.5;5.2;;5.7;0.5;1.5;0.0;2.0;0.3;0.0;0.0;0.5;0.0;2.2;17.7;8.2;6.7;6.1;;;;;;;;;8.7;26.1;3.8
88;Waarde;Vrouwen;35 tot 45 jaar;2021;9.5;1.6;4.9;;6.9;0.4;1.9;0.0;2.7;0.4;0.9;0.4;1.4;0.0;1.6;18.3;8.3;5.0;11.1;;;;;;;;;8.6;26.6;4.0
89;Waarde;Vrouwen;35 tot 45 jaar;2023;14.0;2.3;3.9;;9.1;0.6;1.4;0.3;3.6;0.8;0.4;0.9;1.2;0.0;1.8;;;;;5.5;50.5;21.2;33.8;2.2;1.6;0.6;1.3;10.8;28.3;3.9
90;Waarde;Vrouwen;45 tot 55 jaar;2015;10.5;2.3;4.7;0.6;;;;;;;;;;;;19.4;8.3;4.0;5.0;;;;;;;;;7.5;31.0;3.3
91;Waarde;Vrouwen;45 tot 55 jaar;2017;11.8;1.5;5.0;0.8;;;;;;;;;;;;19.5;7.7;5.3;2.8;;;;;;;;;5.7;28.5;3.5
92;Waarde;Vrouwen;45 tot 55 jaar;2019;12.0;1.7;3.6;;6.5;0.0;1.2;0.2;3.9;1.2;0.5;0.2;1.1;0.0;0.8;20.5;8.4;5.4;4.9;;;;;;;;;7.9;28.7;3.5
93;Waarde;Vrouwen;45 tot 55 jaar;2021;13.3;2.2;5.6;;7.1;0.5;1.9;0.6;3.2;0.4;0.3;0.4;1.4;0.0;2.1;19.1;9.0;4.7;7.3;;;;;;;;;9.5;32.0;3.9
94;Waarde;Vrouwen;45 tot 55 jaar;2023;11.4;2.1;3.5;;5.8;0.6;1.1;0.4;2.9;0.6;0.4;0.5;0.7;0.0;1.2;;;;;4.0;57.7;17.6;40.9;5.5;0.8;0.4;1.0;7.7;22.5;3.8
95;Waarde;Vrouwen;55 tot 65 jaar;2015;11.9;2.3;5.1;0.2;;;;;;;;;;;;22.7;9.2;5.3;7.0;;;;;;;;;6.0;25.9;2.8
96;Waarde;Vrouwen;55 tot 65 jaar;2017;14.1;2.1;6.1;1.3;;;;;;;;;;;;21.7;7.3;5.6;4.0;;;;;;;;;7.9;30.3;3.1
97;Waarde;Vrouwen;55 tot 65 jaar;2019;8.3;1.8;4.1;;4.6;0.0;1.2;0.2;2.1;1.0;0.0;0.1;0.7;0.0;0.7;21.7;7.9;5.6;4.5;;;;;;;;;10.0;25.9;2.9
98;Waarde;Vrouwen;55 tot 65 jaar;2021;11.3;1.7;5.0;;5.5;0.0;1.8;0.3;2.1;0.9;0.0;0.3;0.4;0.0;1.5;19.9;7.0;4.0;6.5;;;;;;;;;7.0;28.0;3.4
99;Waarde;Vrouwen;55 tot 65 jaar;2023;12.2;1.8;3.7;;5.3;0.0;1.6;0.1;1.8;0.4;0.2;0.4;0.9;0.0;0.6;;;;;2.6;55.8;18.8;38.0;5.0;0.4;0.2;0.7;7.7;24.9;3.3
100;Waarde;Vrouwen;65 jaar of ouder;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;Waarde;Vrouwen;65 jaar of ouder;2017;9.7;2.5;5.5;0.0;;;;;;;;;;;;21.3;6.6;4.2;5.0;;;;;;;;;5.3;29.0;2.1
102;Waarde;Vrouwen;65 jaar of ouder;2019;7.8;1.5;4.8;;2.9;1.3;0.6;0.6;1.2;0.6;0.0;0.0;0.0;0.3;0.7;12.2;5.6;6.0;5.0;;;;;;;;;4.0;21.1;2.2
103;Waarde;Vrouwen;65 jaar of ouder;2021;8.9;0.0;3.2;;2.8;0.0;0.5;0.0;1.1;0.4;0.0;0.0;0.5;0.0;1.2;14.7;2.1;3.2;2.2;;;;;;;;;5.0;19.3;2.5
104;Waarde;Vrouwen;65 jaar of ouder;2023;8.2;1.1;4.1;;5.6;0.0;1.1;0.3;3.1;1.4;0.0;0.5;0.7;0.0;1.1;;;;;1.3;48.2;11.0;34.9;5.5;0.0;0.0;0.6;6.0;19.2;2.6
105;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2015;19.8;5.2;12.6;1.9;;;;;;;;;;;;16.3;8.0;7.4;3.8;;;;;;;;;10.1;29.6;3.2
106;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2017;21.5;5.4;12.1;2.3;;;;;;;;;;;;17.3;8.5;7.9;3.0;;;;;;;;;11.1;32.1;3.3
107;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2019;20.9;5.6;12.2;;11.9;1.9;4.1;1.0;4.1;2.6;0.7;0.4;1.1;0.1;1.8;16.6;8.7;8.3;3.9;;;;;;;;;11.2;29.3;3.3
108;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2021;20.8;5.6;11.9;;12.5;2.3;4.4;1.1;5.3;2.4;0.8;0.4;1.3;0.1;1.8;16.6;8.5;7.1;6.2;;;;;;;;;11.9;30.4;3.6
109;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2023;21.2;5.8;11.5;;12.2;2.5;4.0;1.0;4.6;2.0;0.7;0.6;1.0;0.1;1.5;;;;;4.7;42.9;10.1;30.5;4.1;0.6;0.2;1.7;11.7;27.0;3.5
110;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2021;22.5;8.1;12.5;;12.4;1.2;5.4;1.6;4.7;2.4;0.8;0.6;0.8;0.3;0.8;9.6;7.6;6.4;5.7;;;;;;;;;10.0;25.6;2.8
114;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2023;22.2;9.2;15.2;;17.5;3.8;5.2;1.6;4.8;3.0;0.5;0.5;1.3;0.0;1.6;;;;;1.5;20.9;2.5;14.2;2.6;0.0;0.0;0.5;11.7;26.3;2.9
115;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2015;19.8;5.8;12.1;1.9;;;;;;;;;;;;11.3;7.4;6.8;1.8;;;;;;;;;11.5;30.7;3.3
116;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2017;20.8;7.2;10.7;1.4;;;;;;;;;;;;14.2;8.9;6.9;2.4;;;;;;;;;10.1;32.9;3.6
117;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2019;19.9;6.8;14.1;;13.7;1.5;4.3;0.8;5.4;2.4;0.5;0.5;1.2;0.0;1.8;16.1;9.9;9.9;3.2;;;;;;;;;12.2;31.5;3.6
118;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2021;22.9;7.5;13.4;;14.3;2.7;4.9;1.3;6.0;2.4;0.7;0.4;1.3;0.3;1.6;16.4;10.4;8.9;6.9;;;;;;;;;15.6;32.0;3.9
119;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2023;21.1;4.9;11.7;;12.6;1.5;3.9;0.8;4.1;1.1;0.3;0.6;0.9;0.0;1.6;;;;;5.5;39.1;11.1;25.6;2.5;0.6;0.0;0.5;12.1;24.3;3.9
120;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2015;20.3;5.6;13.6;1.7;;;;;;;;;;;;16.9;9.5;6.6;2.4;;;;;;;;;9.3;29.4;3.5
