ID;Nationaliteit;Perioden;DerdelandersGeweigerdAanDeGrens_1
106;Chinees ;2018;50.0
107;Chinees ;2019;95.0
108;Chinees ;2020;35.0
109;Chinees ;2021;35.0
110;Chinees ;2022;140.0
111;Chinees ;2023;60.0
112;Colombiaans ;2008;40.0
113;Colombiaans ;2009;0.0
114;Colombiaans ;2010;15.0
115;Colombiaans ;2011;25.0
116;Colombiaans ;2012;15.0
117;Colombiaans ;2013;30.0
118;Colombiaans ;2014;35.0
119;Colombiaans ;2015;35.0
120;Colombiaans ;2016;150.0
121;Colombiaans ;2017;125.0
122;Colombiaans ;2018;255.0
123;Colombiaans ;2019;385.0
124;Colombiaans ;2020;175.0
125;Colombiaans ;2021;355.0
126;Colombiaans ;2022;585.0
127;Colombiaans ;2023;480.0
128;Filippijns ;2008;45.0
129;Filippijns ;2009;115.0
130;Filippijns ;2010;110.0
131;Filippijns ;2011;125.0
132;Filippijns ;2012;40.0
133;Filippijns ;2013;30.0
134;Filippijns ;2014;25.0
135;Filippijns ;2015;25.0
136;Filippijns ;2016;25.0
137;Filippijns ;2017;10.0
138;Filippijns ;2018;15.0
139;Filippijns ;2019;15.0
140;Filippijns ;2020;25.0
141;Filippijns ;2021;245.0
142;Filippijns ;2022;160.0
143;Filippijns ;2023;10.0
144;Georgisch ;2008;10.0
145;Georgisch ;2009;20.0
146;Georgisch ;2010;35.0
147;Georgisch ;2011;50.0
148;Georgisch ;2012;60.0
149;Georgisch ;2013;60.0
150;Georgisch ;2014;50.0
151;Georgisch ;2015;50.0
152;Georgisch ;2016;40.0
153;Georgisch ;2017;50.0
154;Georgisch ;2018;35.0
155;Georgisch ;2019;65.0
156;Georgisch ;2020;170.0
157;Georgisch ;2021;50.0
158;Georgisch ;2022;75.0
159;Georgisch ;2023;35.0
160;Ghanees ;2008;65.0
161;Ghanees ;2009;50.0
162;Ghanees ;2010;100.0
163;Ghanees ;2011;80.0
164;Ghanees ;2012;40.0
165;Ghanees ;2013;40.0
166;Ghanees ;2014;30.0
167;Ghanees ;2015;30.0
168;Ghanees ;2016;50.0
169;Ghanees ;2017;25.0
170;Ghanees ;2018;85.0
171;Ghanees ;2019;70.0
172;Ghanees ;2020;15.0
173;Ghanees ;2021;15.0
174;Ghanees ;2022;40.0
175;Ghanees ;2023;35.0
176;Guatemalteeks ;2008;25.0
177;Guatemalteeks ;2009;35.0
178;Guatemalteeks ;2010;45.0
179;Guatemalteeks ;2011;65.0
180;Guatemalteeks ;2012;35.0
181;Guatemalteeks ;2013;5.0
182;Guatemalteeks ;2014;5.0
183;Guatemalteeks ;2015;20.0
184;Guatemalteeks ;2016;15.0
185;Guatemalteeks ;2017;5.0
186;Guatemalteeks ;2018;10.0
187;Guatemalteeks ;2019;10.0
188;Guatemalteeks ;2020;5.0
189;Guatemalteeks ;2021;20.0
190;Guatemalteeks ;2022;5.0
191;Guatemalteeks ;2023;5.0
192;Hondurees ;2008;15.0
193;Hondurees ;2009;55.0
194;Hondurees ;2010;130.0
195;Hondurees ;2011;220.0
196;Hondurees ;2012;105.0
197;Hondurees ;2013;55.0
198;Hondurees ;2014;60.0
199;Hondurees ;2015;80.0
200;Hondurees ;2016;145.0
201;Hondurees ;2017;135.0
202;Hondurees ;2018;55.0
203;Hondurees ;2019;30.0
204;Hondurees ;2020;15.0
205;Hondurees ;2021;30.0
206;Hondurees ;2022;60.0
207;Hondurees ;2023;15.0
208;Indiaas ;2008;65.0
209;Indiaas ;2009;75.0
210;Indiaas ;2010;80.0
211;Indiaas ;2011;80.0
212;Indiaas ;2012;80.0
213;Indiaas ;2013;75.0
214;Indiaas ;2014;110.0
215;Indiaas ;2015;60.0
216;Indiaas ;2016;185.0
217;Indiaas ;2017;85.0
218;Indiaas ;2018;65.0
219;Indiaas ;2019;105.0
220;Indiaas ;2020;40.0
221;Indiaas ;2021;85.0
222;Indiaas ;2022;105.0
223;Indiaas ;2023;220.0
224;Iraaks ;2008;275.0
225;Iraaks ;2009;0.0
226;Iraaks ;2010;0.0
227;Iraaks ;2011;65.0
228;Iraaks ;2012;30.0
229;Iraaks ;2013;20.0
230;Iraaks ;2014;25.0
231;Iraaks ;2015;20.0
232;Iraaks ;2016;20.0
233;Iraaks ;2017;15.0
234;Iraaks ;2018;20.0
235;Iraaks ;2019;30.0
236;Iraaks ;2020;0.0
237;Iraaks ;2021;20.0
238;Iraaks ;2022;10.0
239;Iraaks ;2023;20.0
240;Iraans ;2008;45.0
241;Iraans ;2009;40.0
242;Iraans ;2010;0.0
243;Iraans ;2011;70.0
244;Iraans ;2012;35.0
245;Iraans ;2013;20.0
246;Iraans ;2014;40.0
247;Iraans ;2015;15.0
248;Iraans ;2016;25.0
249;Iraans ;2017;15.0
250;Iraans ;2018;40.0
251;Iraans ;2019;30.0
252;Iraans ;2020;20.0
253;Iraans ;2021;15.0
254;Iraans ;2022;25.0
255;Iraans ;2023;30.0
256;Maleisisch ;2008;20.0
257;Maleisisch ;2009;15.0
258;Maleisisch ;2010;20.0
259;Maleisisch ;2011;30.0
260;Maleisisch ;2012;15.0
261;Maleisisch ;2013;5.0
262;Maleisisch ;2014;5.0
263;Maleisisch ;2015;10.0
264;Maleisisch ;2016;5.0
265;Maleisisch ;2017;5.0
266;Maleisisch ;2018;5.0
267;Maleisisch ;2019;15.0
268;Maleisisch ;2020;20.0
269;Maleisisch ;2021;90.0
270;Maleisisch ;2022;10.0
271;Maleisisch ;2023;5.0
272;Marokkaans ;2008;30.0
273;Marokkaans ;2009;20.0
274;Marokkaans ;2010;25.0
275;Marokkaans ;2011;35.0
276;Marokkaans ;2012;30.0
277;Marokkaans ;2013;25.0
278;Marokkaans ;2014;45.0
279;Marokkaans ;2015;25.0
280;Marokkaans ;2016;25.0
281;Marokkaans ;2017;40.0
282;Marokkaans ;2018;55.0
283;Marokkaans ;2019;35.0
284;Marokkaans ;2020;45.0
285;Marokkaans ;2021;20.0
286;Marokkaans ;2022;20.0
287;Marokkaans ;2023;25.0
288;Mexicaans ;2008;45.0
289;Mexicaans ;2009;40.0
290;Mexicaans ;2010;75.0
291;Mexicaans ;2011;75.0
292;Mexicaans ;2012;35.0
293;Mexicaans ;2013;40.0
294;Mexicaans ;2014;25.0
295;Mexicaans ;2015;20.0
296;Mexicaans ;2016;15.0
297;Mexicaans ;2017;25.0
298;Mexicaans ;2018;15.0
299;Mexicaans ;2019;15.0
300;Mexicaans ;2020;50.0
301;Mexicaans ;2021;50.0
302;Mexicaans ;2022;25.0
303;Mexicaans ;2023;25.0
304;Myanmarees ;2008;70.0
305;Myanmarees ;2009;0.0
306;Myanmarees ;2010;0.0
307;Myanmarees ;2011;5.0
308;Myanmarees ;2012;0.0
309;Myanmarees ;2013;0.0
310;Myanmarees ;2014;0.0
311;Myanmarees ;2015;0.0
312;Myanmarees ;2016;0.0
313;Myanmarees ;2017;5.0
314;Myanmarees ;2018;0.0
315;Myanmarees ;2019;15.0
316;Myanmarees ;2020;0.0
317;Myanmarees ;2021;0.0
318;Myanmarees ;2022;0.0
319;Myanmarees ;2023;0.0
320;Nicaraguaans ;2008;50.0
321;Nicaraguaans ;2009;115.0
322;Nicaraguaans ;2010;110.0
323;Nicaraguaans ;2011;135.0
324;Nicaraguaans ;2012;55.0
325;Nicaraguaans ;2013;45.0
326;Nicaraguaans ;2014;25.0
327;Nicaraguaans ;2015;40.0
328;Nicaraguaans ;2016;60.0
329;Nicaraguaans ;2017;105.0
330;Nicaraguaans ;2018;65.0
331;Nicaraguaans ;2019;40.0
332;Nicaraguaans ;2020;5.0
333;Nicaraguaans ;2021;15.0
334;Nicaraguaans ;2022;5.0
335;Nicaraguaans ;2023;10.0
336;Nigeriaans ;2008;200.0
337;Nigeriaans ;2009;245.0
338;Nigeriaans ;2010;185.0
339;Nigeriaans ;2011;205.0
340;Nigeriaans ;2012;125.0
341;Nigeriaans ;2013;115.0
342;Nigeriaans ;2014;130.0
343;Nigeriaans ;2015;115.0
344;Nigeriaans ;2016;105.0
345;Nigeriaans ;2017;40.0
346;Nigeriaans ;2018;40.0
347;Nigeriaans ;2019;25.0
348;Nigeriaans ;2020;15.0
349;Nigeriaans ;2021;15.0
350;Nigeriaans ;2022;20.0
351;Nigeriaans ;2023;50.0
352;Oekraïens ;2008;45.0
353;Oekraïens ;2009;40.0
354;Oekraïens ;2010;80.0
355;Oekraïens ;2011;70.0
356;Oekraïens ;2012;55.0
357;Oekraïens ;2013;50.0
358;Oekraïens ;2014;45.0
359;Oekraïens ;2015;85.0
360;Oekraïens ;2016;35.0
361;Oekraïens ;2017;70.0
362;Oekraïens ;2018;70.0
363;Oekraïens ;2019;50.0
364;Oekraïens ;2020;80.0
365;Oekraïens ;2021;135.0
366;Oekraïens ;2022;10.0
367;Oekraïens ;2023;5.0
368;Pakistaans ;2008;30.0
369;Pakistaans ;2009;0.0
370;Pakistaans ;2010;20.0
371;Pakistaans ;2011;45.0
372;Pakistaans ;2012;25.0
373;Pakistaans ;2013;10.0
374;Pakistaans ;2014;35.0
375;Pakistaans ;2015;40.0
376;Pakistaans ;2016;20.0
377;Pakistaans ;2017;30.0
378;Pakistaans ;2018;35.0
379;Pakistaans ;2019;60.0
380;Pakistaans ;2020;30.0
381;Pakistaans ;2021;5.0
382;Pakistaans ;2022;10.0
383;Pakistaans ;2023;15.0
384;Paraguayaans ;2008;15.0
385;Paraguayaans ;2009;65.0
386;Paraguayaans ;2010;20.0
387;Paraguayaans ;2011;15.0
388;Paraguayaans ;2012;20.0
389;Paraguayaans ;2013;10.0
390;Paraguayaans ;2014;25.0
391;Paraguayaans ;2015;50.0
392;Paraguayaans ;2016;75.0
393;Paraguayaans ;2017;35.0
394;Paraguayaans ;2018;50.0
395;Paraguayaans ;2019;130.0
396;Paraguayaans ;2020;35.0
397;Paraguayaans ;2021;25.0
398;Paraguayaans ;2022;70.0
399;Paraguayaans ;2023;75.0
400;Peruaans ;2008;20.0
401;Peruaans ;2009;25.0
402;Peruaans ;2010;30.0
403;Peruaans ;2011;40.0
404;Peruaans ;2012;25.0
405;Peruaans ;2013;15.0
406;Peruaans ;2014;15.0
407;Peruaans ;2015;20.0
408;Peruaans ;2016;90.0
409;Peruaans ;2017;110.0
410;Peruaans ;2018;170.0
411;Peruaans ;2019;230.0
412;Peruaans ;2020;50.0
413;Peruaans ;2021;155.0
414;Peruaans ;2022;260.0
415;Peruaans ;2023;220.0
416;Russisch ;2008;60.0
417;Russisch ;2009;75.0
418;Russisch ;2010;110.0
419;Russisch ;2011;135.0
420;Russisch ;2012;115.0
421;Russisch ;2013;75.0
422;Russisch ;2014;70.0
423;Russisch ;2015;70.0
424;Russisch ;2016;50.0
425;Russisch ;2017;60.0
426;Russisch ;2018;50.0
427;Russisch ;2019;125.0
428;Russisch ;2020;45.0
429;Russisch ;2021;65.0
430;Russisch ;2022;30.0
431;Russisch ;2023;20.0
432;Salvadoraans ;2008;25.0
433;Salvadoraans ;2009;55.0
434;Salvadoraans ;2010;85.0
435;Salvadoraans ;2011;130.0
436;Salvadoraans ;2012;65.0
437;Salvadoraans ;2013;35.0
438;Salvadoraans ;2014;45.0
439;Salvadoraans ;2015;55.0
440;Salvadoraans ;2016;50.0
441;Salvadoraans ;2017;25.0
442;Salvadoraans ;2018;10.0
443;Salvadoraans ;2019;10.0
444;Salvadoraans ;2020;0.0
445;Salvadoraans ;2021;0.0
446;Salvadoraans ;2022;10.0
447;Salvadoraans ;2023;0.0
448;Saoedi-Arabisch ;2008;5.0
449;Saoedi-Arabisch ;2009;25.0
450;Saoedi-Arabisch ;2010;20.0
451;Saoedi-Arabisch ;2011;25.0
452;Saoedi-Arabisch ;2012;10.0
453;Saoedi-Arabisch ;2013;75.0
454;Saoedi-Arabisch ;2014;35.0
455;Saoedi-Arabisch ;2015;20.0
456;Saoedi-Arabisch ;2016;15.0
457;Saoedi-Arabisch ;2017;10.0
458;Saoedi-Arabisch ;2018;15.0
459;Saoedi-Arabisch ;2019;20.0
460;Saoedi-Arabisch ;2020;5.0
461;Saoedi-Arabisch ;2021;25.0
462;Saoedi-Arabisch ;2022;5.0
463;Saoedi-Arabisch ;2023;20.0
464;Somalisch ;2008;170.0
465;Somalisch ;2009;0.0
466;Somalisch ;2010;25.0
467;Somalisch ;2011;30.0
468;Somalisch ;2012;10.0
469;Somalisch ;2013;5.0
470;Somalisch ;2014;5.0
471;Somalisch ;2015;15.0
472;Somalisch ;2016;5.0
473;Somalisch ;2017;0.0
474;Somalisch ;2018;5.0
475;Somalisch ;2019;5.0
476;Somalisch ;2020;5.0
477;Somalisch ;2021;5.0
478;Somalisch ;2022;0.0
479;Somalisch ;2023;5.0
480;Sri Lankaans ;2008;120.0
481;Sri Lankaans ;2009;0.0
482;Sri Lankaans ;2010;25.0
483;Sri Lankaans ;2011;20.0
484;Sri Lankaans ;2012;5.0
485;Sri Lankaans ;2013;0.0
486;Sri Lankaans ;2014;5.0
487;Sri Lankaans ;2015;0.0
488;Sri Lankaans ;2016;0.0
489;Sri Lankaans ;2017;0.0
490;Sri Lankaans ;2018;5.0
491;Sri Lankaans ;2019;5.0
492;Sri Lankaans ;2020;0.0
493;Sri Lankaans ;2021;0.0
494;Sri Lankaans ;2022;0.0
495;Sri Lankaans ;2023;5.0
496;Surinaams ;2008;235.0
497;Surinaams ;2009;265.0
498;Surinaams ;2010;345.0
499;Surinaams ;2011;225.0
500;Surinaams ;2012;180.0
501;Surinaams ;2013;190.0
502;Surinaams ;2014;180.0
503;Surinaams ;2015;160.0
504;Surinaams ;2016;135.0
505;Surinaams ;2017;105.0
506;Surinaams ;2018;135.0
507;Surinaams ;2019;70.0
508;Surinaams ;2020;20.0
509;Surinaams ;2021;15.0
510;Surinaams ;2022;25.0
511;Surinaams ;2023;40.0
512;Syrisch ;2008;10.0
513;Syrisch ;2009;10.0
514;Syrisch ;2010;15.0
515;Syrisch ;2011;15.0
516;Syrisch ;2012;10.0
517;Syrisch ;2013;10.0
518;Syrisch ;2014;75.0
519;Syrisch ;2015;25.0
520;Syrisch ;2016;10.0
521;Syrisch ;2017;30.0
522;Syrisch ;2018;15.0
523;Syrisch ;2019;15.0
524;Syrisch ;2020;15.0
525;Syrisch ;2021;20.0
526;Syrisch ;2022;20.0
527;Syrisch ;2023;20.0
528;Turks ;2008;75.0
529;Turks ;2009;140.0
530;Turks ;2010;110.0
531;Turks ;2011;145.0
532;Turks ;2012;100.0
533;Turks ;2013;75.0
534;Turks ;2014;95.0
535;Turks ;2015;65.0
536;Turks ;2016;90.0
537;Turks ;2017;65.0
538;Turks ;2018;80.0
539;Turks ;2019;90.0
540;Turks ;2020;45.0
541;Turks ;2021;50.0
542;Turks ;2022;95.0
543;Turks ;2023;90.0
544;Venezolaans ;2008;45.0
545;Venezolaans ;2009;30.0
546;Venezolaans ;2010;25.0
547;Venezolaans ;2011;55.0
548;Venezolaans ;2012;25.0
549;Venezolaans ;2013;20.0
550;Venezolaans ;2014;35.0
551;Venezolaans ;2015;40.0
552;Venezolaans ;2016;45.0
553;Venezolaans ;2017;60.0
554;Venezolaans ;2018;95.0
555;Venezolaans ;2019;85.0
556;Venezolaans ;2020;30.0
557;Venezolaans ;2021;75.0
558;Venezolaans ;2022;65.0
559;Venezolaans ;2023;60.0
560;Onbekend;2008;60.0
561;Onbekend;2009;10.0
562;Onbekend;2010;30.0
563;Onbekend;2011;50.0
564;Onbekend;2012;20.0
565;Onbekend;2013;25.0
566;Onbekend;2014;20.0
567;Onbekend;2015;45.0
568;Onbekend;2016;60.0
569;Onbekend;2017;15.0
570;Onbekend;2018;0.0
571;Onbekend;2019;5.0
572;Onbekend;2020;5.0
573;Onbekend;2021;20.0
574;Onbekend;2022;25.0
575;Onbekend;2023;0.0
576;Staatloos;2008;10.0
577;Staatloos;2009;0.0
578;Staatloos;2010;0.0
579;Staatloos;2011;0.0
580;Staatloos;2012;0.0
581;Staatloos;2013;0.0
582;Staatloos;2014;5.0
583;Staatloos;2015;0.0
584;Staatloos;2016;0.0
585;Staatloos;2017;0.0
586;Staatloos;2018;0.0
587;Staatloos;2019;0.0
588;Staatloos;2020;0.0
589;Staatloos;2021;0.0
590;Staatloos;2022;0.0
591;Staatloos;2023;0.0
