ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
198;Groot-Amsterdam (CR);Werkloosheid,bijstand,arbeidsongeschikt;72.6;15.4
199;Groot-Amsterdam (CR);Pensioen;110.8;22.7
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.4;33.4
201;Het Gooi en Vechtstreek (CR);Loon;54.5;38.5
202;Het Gooi en Vechtstreek (CR);Winst;11.0;35.3
203;Het Gooi en Vechtstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.6;17.7
204;Het Gooi en Vechtstreek (CR);Pensioen;29.1;27.0
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;154.7;31.8
206;Agglomeratie Leiden en Bollenstreek (CR);Loon;92.2;35.7
207;Agglomeratie Leiden en Bollenstreek (CR);Winst;13.3;35.3
208;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.9;17.2
209;Agglomeratie Leiden en Bollenstreek (CR);Pensioen;37.5;25.0
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;343.9;28.7
211;Agglomeratie 's-Gravenhage (CR);Loon;190.8;32.9
212;Agglomeratie 's-Gravenhage (CR);Winst;24.9;30.7
213;Agglomeratie 's-Gravenhage (CR);Werkloosheid,bijstand,arbeidsongeschikt;40.0;15.6
214;Agglomeratie 's-Gravenhage (CR);Pensioen;83.7;24.8
215;Delft en Westland (CR);Totaal particulier huishouden;83.4;29.7
216;Delft en Westland (CR);Loon;47.6;33.6
217;Delft en Westland (CR);Winst;8.6;31.9
218;Delft en Westland (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.0;16.9
219;Delft en Westland (CR);Pensioen;20.3;23.6
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;125.8;32.0
221;Oost-Zuid-Holland (CR);Loon;75.1;35.8
222;Oost-Zuid-Holland (CR);Winst;12.9;34.5
223;Oost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.2;18.0
224;Oost-Zuid-Holland (CR);Pensioen;29.3;24.3
225;Groot-Rijnmond (CR);Totaal particulier huishouden;587.0;27.7
226;Groot-Rijnmond (CR);Loon;322.4;32.5
227;Groot-Rijnmond (CR);Winst;41.0;30.5
228;Groot-Rijnmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;70.4;15.7
229;Groot-Rijnmond (CR);Pensioen;146.5;22.1
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;161.6;29.4
231;Zuidoost-Zuid-Holland (CR);Loon;92.1;33.6
232;Zuidoost-Zuid-Holland (CR);Winst;12.8;33.2
233;Zuidoost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.9;16.8
234;Zuidoost-Zuid-Holland (CR);Pensioen;42.1;22.8
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.2;28.5
236;Zeeuwsch-Vlaanderen (CR);Loon;23.5;33.9
237;Zeeuwsch-Vlaanderen (CR);Winst;4.6;31.1
238;Zeeuwsch-Vlaanderen (CR);Werkloosheid,bijstand,arbeidsongeschikt;3.5;16.6
239;Zeeuwsch-Vlaanderen (CR);Pensioen;14.1;21.6
240;Overig Zeeland (CR);Totaal particulier huishouden;112.4;28.5
241;Overig Zeeland (CR);Loon;58.9;32.1
242;Overig Zeeland (CR);Winst;11.6;32.0
243;Overig Zeeland (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.7;16.8
244;Overig Zeeland (CR);Pensioen;32.6;23.3
245;West-Noord-Brabant (CR);Totaal particulier huishouden;248.7;29.5
246;West-Noord-Brabant (CR);Loon;139.7;34.0
247;West-Noord-Brabant (CR);Winst;21.3;32.2
248;West-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;21.5;17.5
249;West-Noord-Brabant (CR);Pensioen;63.9;22.9
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;179.2;29.4
251;Midden-Noord-Brabant (CR);Loon;102.6;33.7
252;Midden-Noord-Brabant (CR);Winst;15.7;31.9
253;Midden-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;14.9;17.7
254;Midden-Noord-Brabant (CR);Pensioen;43.7;22.3
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;246.0;30.5
256;Noordoost-Noord-Brabant (CR);Loon;139.0;34.8
257;Noordoost-Noord-Brabant (CR);Winst;25.2;32.7
258;Noordoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;20.3;18.7
259;Noordoost-Noord-Brabant (CR);Pensioen;58.6;23.6
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;297.0;29.7
261;Zuidoost-Noord-Brabant (CR);Loon;164.2;33.9
262;Zuidoost-Noord-Brabant (CR);Winst;26.6;31.7
263;Zuidoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;27.4;17.6
264;Zuidoost-Noord-Brabant (CR);Pensioen;75.5;24.3
265;Noord-Limburg (CR);Totaal particulier huishouden;110.7;28.8
266;Noord-Limburg (CR);Loon;62.4;33.2
267;Noord-Limburg (CR);Winst;9.9;29.8
268;Noord-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.4;17.9
269;Noord-Limburg (CR);Pensioen;27.6;22.6
270;Midden-Limburg (CR);Totaal particulier huishouden;95.3;29.0
271;Midden-Limburg (CR);Loon;51.5;33.6
272;Midden-Limburg (CR);Winst;8.2;31.2
273;Midden-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.1;18.3
274;Midden-Limburg (CR);Pensioen;25.3;22.8
275;Zuid-Limburg (CR);Totaal particulier huishouden;267.5;27.3
276;Zuid-Limburg (CR);Loon;136.1;32.4
277;Zuid-Limburg (CR);Winst;17.7;30.0
278;Zuid-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;33.7;16.8
279;Zuid-Limburg (CR);Pensioen;76.5;22.7
280;Flevoland (CR);Totaal particulier huishouden;140.1;28.8
281;Flevoland (CR);Loon;87.6;32.4
282;Flevoland (CR);Winst;13.0;29.0
283;Flevoland (CR);Werkloosheid,bijstand,arbeidsongeschikt;13.4;17.5
284;Flevoland (CR);Pensioen;24.5;22.8
285;Groningen (GA);Totaal particulier huishouden;85.8;25.4
286;Groningen (GA);Loon;47.6;29.0
287;Groningen (GA);Winst;6.1;28.4
288;Groningen (GA);Werkloosheid,bijstand,arbeidsongeschikt;11.6;14.4
289;Groningen (GA);Pensioen;18.8;22.9
290;Leeuwarden (GA);Totaal particulier huishouden;40.5;24.6
291;Leeuwarden (GA);Loon;21.3;28.1
292;Leeuwarden (GA);Winst;2.7;26.6
293;Leeuwarden (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.7;14.7
294;Leeuwarden (GA);Pensioen;10.2;22.5
295;Zwolle (GA);Totaal particulier huishouden;47.0;28.3
296;Zwolle (GA);Loon;28.0;31.6
297;Zwolle (GA);Winst;2.9;33.7
298;Zwolle (GA);Werkloosheid,bijstand,arbeidsongeschikt;4.9;15.8
299;Zwolle (GA);Pensioen;10.4;24.2
300;Enschede (GA);Totaal particulier huishouden;63.0;25.2
301;Enschede (GA);Loon;33.2;29.5
302;Enschede (GA);Winst;3.8;27.3
303;Enschede (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.3;16.5
304;Enschede (GA);Pensioen;15.8;21.2
305;Apeldoorn (GA);Totaal particulier huishouden;64.7;29.1
306;Apeldoorn (GA);Loon;36.6;33.1
307;Apeldoorn (GA);Winst;4.2;31.5
308;Apeldoorn (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.5;17.1
309;Apeldoorn (GA);Pensioen;17.6;24.0
310;Arnhem (GA);Totaal particulier huishouden;64.0;25.8
311;Arnhem (GA);Loon;35.3;29.5
312;Arnhem (GA);Winst;4.4;28.4
313;Arnhem (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.6;15.7
314;Arnhem (GA);Pensioen;13.5;23.4
315;Nijmegen (GA);Totaal particulier huishouden;68.4;26.2
316;Nijmegen (GA);Loon;37.7;30.1
317;Nijmegen (GA);Winst;5.0;29.1
318;Nijmegen (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.3;15.4
319;Nijmegen (GA);Pensioen;15.4;22.5
320;Amersfoort (GA);Totaal particulier huishouden;67.3;31.1
321;Amersfoort (GA);Loon;40.7;35.0
322;Amersfoort (GA);Winst;5.2;34.3
323;Amersfoort (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.0;17.6
324;Amersfoort (GA);Pensioen;14.6;25.1
325;Utrecht (GA);Totaal particulier huishouden;172.7;29.2
326;Utrecht (GA);Loon;107.1;32.9
327;Utrecht (GA);Winst;12.7;32.0
328;Utrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;17.8;16.2
329;Utrecht (GA);Pensioen;33.0;23.2
330;Amsterdam (GA);Totaal particulier huishouden;477.6;26.6
331;Amsterdam (GA);Loon;259.8;31.4
332;Amsterdam (GA);Winst;44.4;26.9
333;Amsterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;70.6;15.2
334;Amsterdam (GA);Pensioen;95.9;22.1
335;Haarlem (GA);Totaal particulier huishouden;84.3;30.7
336;Haarlem (GA);Loon;45.5;35.1
337;Haarlem (GA);Winst;7.4;33.4
338;Haarlem (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.6;16.4
339;Haarlem (GA);Pensioen;22.5;25.6
340;Leiden (GA);Totaal particulier huishouden;102.8;31.3
341;Leiden (GA);Loon;61.8;35.1
342;Leiden (GA);Winst;8.0;35.2
343;Leiden (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.6;16.6
344;Leiden (GA);Pensioen;24.1;25.4
345;'s-Gravenhage (GA);Totaal particulier huishouden;282.0;27.9
346;'s-Gravenhage (GA);Loon;151.5;32.1
347;'s-Gravenhage (GA);Winst;20.6;30.0
348;'s-Gravenhage (GA);Werkloosheid,bijstand,arbeidsongeschikt;35.6;15.3
349;'s-Gravenhage (GA);Pensioen;70.2;24.8
350;Rotterdam (GA);Totaal particulier huishouden;444.0;26.3
351;Rotterdam (GA);Loon;238.4;31.1
352;Rotterdam (GA);Winst;27.5;29.5
353;Rotterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;63.3;15.4
354;Rotterdam (GA);Pensioen;109.7;21.5
355;Dordrecht (GA);Totaal particulier huishouden;102.8;28.7
356;Dordrecht (GA);Loon;58.0;32.9
357;Dordrecht (GA);Winst;7.2;32.7
358;Dordrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.5;16.1
359;Dordrecht (GA);Pensioen;27.0;23.1
360;Breda (GA);Totaal particulier huishouden;71.4;28.8
361;Breda (GA);Loon;40.1;32.9
362;Breda (GA);Winst;5.5;32.1
363;Breda (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.1;15.9
364;Breda (GA);Pensioen;18.0;23.9
365;Tilburg (GA);Totaal particulier huishouden;90.6;27.7
366;Tilburg (GA);Loon;52.5;31.8
367;Tilburg (GA);Winst;6.3;30.2
368;Tilburg (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.3;17.0
369;Tilburg (GA);Pensioen;21.2;22.0
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;67.5;29.5
371;'s-Hertogenbosch (GA);Loon;38.3;33.9
372;'s-Hertogenbosch (GA);Winst;5.8;30.0
373;'s-Hertogenbosch (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.5;17.0
374;'s-Hertogenbosch (GA);Pensioen;15.9;24.2
375;Eindhoven (GA);Totaal particulier huishouden;138.7;28.7
376;Eindhoven (GA);Loon;75.9;32.7
377;Eindhoven (GA);Winst;9.8;30.3
378;Eindhoven (GA);Werkloosheid,bijstand,arbeidsongeschikt;14.4;16.9
379;Eindhoven (GA);Pensioen;36.8;25.0
380;Geleen/Sittard (GA);Totaal particulier huishouden;60.0;28.1
381;Geleen/Sittard (GA);Loon;31.2;33.1
382;Geleen/Sittard (GA);Winst;3.6;31.2
383;Geleen/Sittard (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.4;17.7
384;Geleen/Sittard (GA);Pensioen;16.8;23.2
385;Heerlen (GA);Totaal particulier huishouden;94.8;25.5
386;Heerlen (GA);Loon;47.3;30.2
387;Heerlen (GA);Winst;4.9;27.9
388;Heerlen (GA);Werkloosheid,bijstand,arbeidsongeschikt;14.0;16.0
389;Heerlen (GA);Pensioen;27.4;21.8
390;Maastricht (GA);Totaal particulier huishouden;51.9;26.4
391;Maastricht (GA);Loon;26.0;31.1
392;Maastricht (GA);Winst;3.4;28.6
393;Maastricht (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.9;16.4
394;Maastricht (GA);Pensioen;14.6;22.6
395;Groningen (SG);Totaal particulier huishouden;142.6;27.0
396;Groningen (SG);Loon;78.2;30.8
397;Groningen (SG);Winst;12.3;29.5
398;Groningen (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.2;15.3
399;Groningen (SG);Pensioen;34.3;23.3
400;Leeuwarden (SG);Totaal particulier huishouden;67.0;26.0
401;Leeuwarden (SG);Loon;35.4;29.6
402;Leeuwarden (SG);Winst;5.7;28.8
403;Leeuwarden (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.7;15.5
404;Leeuwarden (SG);Pensioen;17.3;22.4
405;Zwolle (SG);Totaal particulier huishouden;68.4;29.1
406;Zwolle (SG);Loon;39.7;32.6
407;Zwolle (SG);Winst;5.2;34.1
408;Zwolle (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.0;16.9
409;Zwolle (SG);Pensioen;16.5;24.1
410;Enschede (SG);Totaal particulier huishouden;126.7;26.8
411;Enschede (SG);Loon;68.6;31.0
412;Enschede (SG);Winst;8.3;29.9
413;Enschede (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.9;16.8
414;Enschede (SG);Pensioen;33.1;22.0
415;Apeldoorn (SG);Totaal particulier huishouden;86.6;29.4
416;Apeldoorn (SG);Loon;48.2;33.6
417;Apeldoorn (SG);Winst;6.3;31.8
418;Apeldoorn (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.8;17.5
419;Apeldoorn (SG);Pensioen;24.2;24.1
420;Arnhem (SG);Totaal particulier huishouden;145.1;28.5
421;Arnhem (SG);Loon;80.5;32.6
422;Arnhem (SG);Winst;11.3;30.8
423;Arnhem (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.2;16.8
424;Arnhem (SG);Pensioen;35.8;24.2
425;Nijmegen (SG);Totaal particulier huishouden;114.3;28.2
426;Nijmegen (SG);Loon;64.3;32.5
427;Nijmegen (SG);Winst;9.2;30.2
428;Nijmegen (SG);Werkloosheid,bijstand,arbeidsongeschikt;12.5;16.3
429;Nijmegen (SG);Pensioen;26.6;23.0
430;Amersfoort (SG);Totaal particulier huishouden;107.4;31.6
431;Amersfoort (SG);Loon;63.1;35.4
432;Amersfoort (SG);Winst;9.5;35.4
433;Amersfoort (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.7;18.0
434;Amersfoort (SG);Pensioen;24.8;25.4
435;Utrecht (SG);Totaal particulier huishouden;237.4;30.6
436;Utrecht (SG);Loon;143.4;34.4
