ID;Geslacht;TypeZelfstandigeInStartjaar;SociaaleconomischePositieJaarEerder;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StartendeZelfstandigen_1
52;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2010;31.3
53;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2011;33.6
54;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2012;31.8
55;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2013;31.9
56;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2014;35.5
57;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2015;40.6
58;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2016;37.3
59;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2017;40.8
60;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2008;52.3
61;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2009;42.6
62;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2010;39.0
63;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2011;36.3
64;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2012;39.7
65;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2013;49.0
66;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2014;50.8
67;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2015;53.4
68;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2016;48.4
69;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2017;47.4
70;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2008;60.9
71;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2009;51.6
72;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2010;51.1
73;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2011;49.5
74;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2012;52.3
75;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2013;61.8
76;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2014;64.9
77;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2015;69.9
78;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2016;64.4
79;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2017;63.7
80;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2008;8.6
81;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2009;9.1
82;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2010;12.1
83;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2011;13.2
84;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2012;12.6
85;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2013;12.8
86;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2014;14.1
87;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2015;16.5
88;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2016;16.0
89;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2017;16.3
90;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2008;3.5
91;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2009;3.6
92;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2010;3.5
93;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2011;5.1
94;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2012;3.5
95;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2013;3.7
96;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2014;3.7
97;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2015;4.3
98;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2016;4.1
99;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2017;4.1
100;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2008;0.0
101;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2009;0.0
102;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2010;0.0
103;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2011;0.0
104;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2012;0.0
105;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2013;0.0
106;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2014;0.0
107;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2015;0.0
108;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2016;0.0
109;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2017;0.0
110;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2008;3.0
111;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2009;2.4
112;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2010;3.2
113;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2011;3.7
114;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2012;3.2
115;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2013;3.2
116;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2014;3.5
117;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2015;4.0
118;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2016;4.0
119;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2017;4.2
120;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2008;0.0
121;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2009;0.0
122;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2010;0.0
123;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2011;0.0
124;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2012;0.0
125;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2013;0.1
126;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2014;0.1
127;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2015;0.2
128;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2016;0.0
129;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2017;0.0
130;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2008;0.0
131;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2009;0.1
132;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2010;0.1
133;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2011;0.1
134;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2012;0.1
135;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2013;0.1
136;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2014;0.1
137;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2015;0.2
138;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2016;0.1
139;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2017;0.1
140;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2008;11.6
141;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2009;9.2
142;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2010;10.7
143;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2011;11.8
144;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2012;10.5
145;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2013;10.7
146;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2014;12.4
147;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2015;13.8
148;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2016;13.3
149;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2017;14.9
150;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2008;13.3
151;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2009;13.1
152;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2010;16.6
153;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2011;18.4
154;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2012;16.3
155;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2013;16.5
156;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2014;18.0
157;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2015;19.5
158;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2016;18.3
159;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2017;17.4
160;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2008;4.7
161;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2009;4.0
162;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2010;4.8
163;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2011;4.9
164;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2012;5.1
165;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2013;4.2
166;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2014;4.8
167;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2015;5.0
168;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2016;6.0
169;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2017;5.7
170;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2008;4.0
171;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2009;4.6
172;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2010;5.3
173;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2011;5.6
174;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2012;5.4
175;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2013;5.5
176;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2014;6.0
177;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2015;6.5
178;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2016;6.6
179;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2017;6.6
180;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2008;4.8
181;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2009;4.8
182;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2010;6.4
183;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2011;7.2
184;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2012;6.9
185;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2013;6.4
186;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2014;6.7
187;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2015;8.8
188;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2016;8.3
189;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2017;8.1
190;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2008;7.0
191;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2009;5.0
192;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2010;5.9
193;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2011;5.5
194;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2012;4.9
195;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2013;4.8
196;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2014;6.1
197;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2015;4.9
198;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2016;4.9
199;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2017;5.1
200;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2008;1.2
201;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2009;1.0
202;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2010;1.2
203;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2011;1.3
204;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2012;1.1
205;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2013;1.2
206;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2014;1.1
207;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2015;1.1
208;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2016;1.2
209;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2017;1.3
210;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2008;18.2
211;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2009;16.0
212;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2010;21.8
213;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2011;25.2
214;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2012;23.5
215;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2013;23.6
216;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2014;26.1
217;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2015;30.2
218;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2016;27.4
219;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2017;28.3
220;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2008;7.5
221;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2009;6.8
222;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2010;9.5
223;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2011;8.4
224;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2012;8.3
225;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2013;8.3
226;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2014;9.4
227;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2015;10.3
228;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2016;9.9
229;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2017;12.5
230;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2008;1.2
231;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2009;4.1
232;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2010;5.3
233;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2011;2.7
234;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2012;3.4
235;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2013;1.2
236;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2014;7.2
237;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2015;4.0
238;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2016;3.5
239;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O Openbaar bestuur en overheidsdiensten;2017;3.6
240;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2008;7.1
241;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2009;7.1
242;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2010;9.0
