ID;Leeftijd;Geslacht;Diagnoseindeling;Marges;Perioden;PersonenMetDiagnose_1
57;10000;Totaal mannen en vrouwen;A80 Trauma/letsel;Ondergrens 95%-interval;2023;24.0
58;10000;Totaal mannen en vrouwen;A80 Trauma/letsel;Bovengrens 95%-interval;2022;24.0
59;10000;Totaal mannen en vrouwen;A80 Trauma/letsel;Bovengrens 95%-interval;2023;25.0
60;10000;Totaal mannen en vrouwen;A85 Geneesmiddelbijwerking;Waarde;2022;5.0
61;10000;Totaal mannen en vrouwen;A85 Geneesmiddelbijwerking;Waarde;2023;4.0
62;10000;Totaal mannen en vrouwen;A85 Geneesmiddelbijwerking;Ondergrens 95%-interval;2022;5.0
63;10000;Totaal mannen en vrouwen;A85 Geneesmiddelbijwerking;Ondergrens 95%-interval;2023;4.0
64;10000;Totaal mannen en vrouwen;A85 Geneesmiddelbijwerking;Bovengrens 95%-interval;2022;5.0
65;10000;Totaal mannen en vrouwen;A85 Geneesmiddelbijwerking;Bovengrens 95%-interval;2023;5.0
66;10000;Totaal mannen en vrouwen;A999 Overig A. Alg. niet gespecificeerd;Waarde;2022;176.0
67;10000;Totaal mannen en vrouwen;A999 Overig A. Alg. niet gespecificeerd;Waarde;2023;179.0
68;10000;Totaal mannen en vrouwen;A999 Overig A. Alg. niet gespecificeerd;Ondergrens 95%-interval;2022;176.0
69;10000;Totaal mannen en vrouwen;A999 Overig A. Alg. niet gespecificeerd;Ondergrens 95%-interval;2023;178.0
70;10000;Totaal mannen en vrouwen;A999 Overig A. Alg. niet gespecificeerd;Bovengrens 95%-interval;2022;177.0
71;10000;Totaal mannen en vrouwen;A999 Overig A. Alg. niet gespecificeerd;Bovengrens 95%-interval;2023;180.0
72;10000;Totaal mannen en vrouwen;B. Bloed en bloedvormende organen;Waarde;2022;58.0
73;10000;Totaal mannen en vrouwen;B. Bloed en bloedvormende organen;Waarde;2023;59.0
74;10000;Totaal mannen en vrouwen;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2022;58.0
75;10000;Totaal mannen en vrouwen;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2023;59.0
76;10000;Totaal mannen en vrouwen;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2022;59.0
77;10000;Totaal mannen en vrouwen;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2023;60.0
78;10000;Totaal mannen en vrouwen;B72-B74 maligniteit bloed/lymfest.;Waarde;2022;5.0
79;10000;Totaal mannen en vrouwen;B72-B74 maligniteit bloed/lymfest.;Waarde;2023;5.0
80;10000;Totaal mannen en vrouwen;B72-B74 maligniteit bloed/lymfest.;Ondergrens 95%-interval;2022;5.0
81;10000;Totaal mannen en vrouwen;B72-B74 maligniteit bloed/lymfest.;Ondergrens 95%-interval;2023;5.0
82;10000;Totaal mannen en vrouwen;B72-B74 maligniteit bloed/lymfest.;Bovengrens 95%-interval;2022;5.0
83;10000;Totaal mannen en vrouwen;B72-B74 maligniteit bloed/lymfest.;Bovengrens 95%-interval;2023;6.0
84;10000;Totaal mannen en vrouwen;B78, B80-B82 Anemie;Waarde;2022;29.0
85;10000;Totaal mannen en vrouwen;B78, B80-B82 Anemie;Waarde;2023;30.0
86;10000;Totaal mannen en vrouwen;B78, B80-B82 Anemie;Ondergrens 95%-interval;2022;29.0
87;10000;Totaal mannen en vrouwen;B78, B80-B82 Anemie;Ondergrens 95%-interval;2023;30.0
88;10000;Totaal mannen en vrouwen;B78, B80-B82 Anemie;Bovengrens 95%-interval;2022;30.0
89;10000;Totaal mannen en vrouwen;B78, B80-B82 Anemie;Bovengrens 95%-interval;2023;31.0
90;10000;Totaal mannen en vrouwen;B78 Erfelijke hemolytische anemie;Waarde;2022;4.0
91;10000;Totaal mannen en vrouwen;B78 Erfelijke hemolytische anemie;Waarde;2023;4.0
92;10000;Totaal mannen en vrouwen;B78 Erfelijke hemolytische anemie;Ondergrens 95%-interval;2022;4.0
93;10000;Totaal mannen en vrouwen;B78 Erfelijke hemolytische anemie;Ondergrens 95%-interval;2023;4.0
94;10000;Totaal mannen en vrouwen;B78 Erfelijke hemolytische anemie;Bovengrens 95%-interval;2022;4.0
95;10000;Totaal mannen en vrouwen;B78 Erfelijke hemolytische anemie;Bovengrens 95%-interval;2023;4.0
96;10000;Totaal mannen en vrouwen;B80 IJzergebrekanemie;Waarde;2022;13.0
97;10000;Totaal mannen en vrouwen;B80 IJzergebrekanemie;Waarde;2023;14.0
98;10000;Totaal mannen en vrouwen;B80 IJzergebrekanemie;Ondergrens 95%-interval;2022;13.0
99;10000;Totaal mannen en vrouwen;B80 IJzergebrekanemie;Ondergrens 95%-interval;2023;14.0
100;10000;Totaal mannen en vrouwen;B80 IJzergebrekanemie;Bovengrens 95%-interval;2022;14.0
101;10000;Totaal mannen en vrouwen;B80 IJzergebrekanemie;Bovengrens 95%-interval;2023;14.0
102;10000;Totaal mannen en vrouwen;B81 Pernicieuze/foliumzuurdef anemie;Waarde;2022;7.0
103;10000;Totaal mannen en vrouwen;B81 Pernicieuze/foliumzuurdef anemie;Waarde;2023;7.0
104;10000;Totaal mannen en vrouwen;B81 Pernicieuze/foliumzuurdef anemie;Ondergrens 95%-interval;2022;7.0
105;10000;Totaal mannen en vrouwen;B81 Pernicieuze/foliumzuurdef anemie;Ondergrens 95%-interval;2023;7.0
106;10000;Totaal mannen en vrouwen;B81 Pernicieuze/foliumzuurdef anemie;Bovengrens 95%-interval;2022;7.0
107;10000;Totaal mannen en vrouwen;B81 Pernicieuze/foliumzuurdef anemie;Bovengrens 95%-interval;2023;8.0
108;10000;Totaal mannen en vrouwen;B82 Andere/niet-gespecificeerde anemie;Waarde;2022;8.0
109;10000;Totaal mannen en vrouwen;B82 Andere/niet-gespecificeerde anemie;Waarde;2023;8.0
110;10000;Totaal mannen en vrouwen;B82 Andere/niet-gespecificeerde anemie;Ondergrens 95%-interval;2022;8.0
111;10000;Totaal mannen en vrouwen;B82 Andere/niet-gespecificeerde anemie;Ondergrens 95%-interval;2023;8.0
112;10000;Totaal mannen en vrouwen;B82 Andere/niet-gespecificeerde anemie;Bovengrens 95%-interval;2022;8.0
113;10000;Totaal mannen en vrouwen;B82 Andere/niet-gespecificeerde anemie;Bovengrens 95%-interval;2023;8.0
114;10000;Totaal mannen en vrouwen;B999 Overig B Bloed, bloedvormende org.;Waarde;2022;26.0
115;10000;Totaal mannen en vrouwen;B999 Overig B Bloed, bloedvormende org.;Waarde;2023;26.0
116;10000;Totaal mannen en vrouwen;B999 Overig B Bloed, bloedvormende org.;Ondergrens 95%-interval;2022;26.0
117;10000;Totaal mannen en vrouwen;B999 Overig B Bloed, bloedvormende org.;Ondergrens 95%-interval;2023;26.0
118;10000;Totaal mannen en vrouwen;B999 Overig B Bloed, bloedvormende org.;Bovengrens 95%-interval;2022;27.0
119;10000;Totaal mannen en vrouwen;B999 Overig B Bloed, bloedvormende org.;Bovengrens 95%-interval;2023;26.0
120;10000;Totaal mannen en vrouwen;D. Spijsverteringsorganen;Waarde;2022;251.0
121;10000;Totaal mannen en vrouwen;D. Spijsverteringsorganen;Waarde;2023;248.0
122;10000;Totaal mannen en vrouwen;D. Spijsverteringsorganen;Ondergrens 95%-interval;2022;250.0
123;10000;Totaal mannen en vrouwen;D. Spijsverteringsorganen;Ondergrens 95%-interval;2023;248.0
124;10000;Totaal mannen en vrouwen;D. Spijsverteringsorganen;Bovengrens 95%-interval;2022;252.0
125;10000;Totaal mannen en vrouwen;D. Spijsverteringsorganen;Bovengrens 95%-interval;2023;249.0
126;10000;Totaal mannen en vrouwen;D01 Gegeneralis. buikpijn / buikkrampen;Waarde;2022;22.0
127;10000;Totaal mannen en vrouwen;D01 Gegeneralis. buikpijn / buikkrampen;Waarde;2023;22.0
128;10000;Totaal mannen en vrouwen;D01 Gegeneralis. buikpijn / buikkrampen;Ondergrens 95%-interval;2022;22.0
129;10000;Totaal mannen en vrouwen;D01 Gegeneralis. buikpijn / buikkrampen;Ondergrens 95%-interval;2023;22.0
130;10000;Totaal mannen en vrouwen;D01 Gegeneralis. buikpijn / buikkrampen;Bovengrens 95%-interval;2022;22.0
131;10000;Totaal mannen en vrouwen;D01 Gegeneralis. buikpijn / buikkrampen;Bovengrens 95%-interval;2023;22.0
132;10000;Totaal mannen en vrouwen;D02 Maagpijn;Waarde;2022;23.0
133;10000;Totaal mannen en vrouwen;D02 Maagpijn;Waarde;2023;23.0
134;10000;Totaal mannen en vrouwen;D02 Maagpijn;Ondergrens 95%-interval;2022;23.0
135;10000;Totaal mannen en vrouwen;D02 Maagpijn;Ondergrens 95%-interval;2023;22.0
136;10000;Totaal mannen en vrouwen;D02 Maagpijn;Bovengrens 95%-interval;2022;23.0
137;10000;Totaal mannen en vrouwen;D02 Maagpijn;Bovengrens 95%-interval;2023;23.0
138;10000;Totaal mannen en vrouwen;D06 Andere gelokaliseerde buikpijn;Waarde;2022;29.0
139;10000;Totaal mannen en vrouwen;D06 Andere gelokaliseerde buikpijn;Waarde;2023;28.0
140;10000;Totaal mannen en vrouwen;D06 Andere gelokaliseerde buikpijn;Ondergrens 95%-interval;2022;29.0
141;10000;Totaal mannen en vrouwen;D06 Andere gelokaliseerde buikpijn;Ondergrens 95%-interval;2023;28.0
142;10000;Totaal mannen en vrouwen;D06 Andere gelokaliseerde buikpijn;Bovengrens 95%-interval;2022;29.0
143;10000;Totaal mannen en vrouwen;D06 Andere gelokaliseerde buikpijn;Bovengrens 95%-interval;2023;29.0
144;10000;Totaal mannen en vrouwen;D09 Misselijkheid;Waarde;2022;7.0
145;10000;Totaal mannen en vrouwen;D09 Misselijkheid;Waarde;2023;7.0
146;10000;Totaal mannen en vrouwen;D09 Misselijkheid;Ondergrens 95%-interval;2022;7.0
147;10000;Totaal mannen en vrouwen;D09 Misselijkheid;Ondergrens 95%-interval;2023;6.0
148;10000;Totaal mannen en vrouwen;D09 Misselijkheid;Bovengrens 95%-interval;2022;7.0
149;10000;Totaal mannen en vrouwen;D09 Misselijkheid;Bovengrens 95%-interval;2023;7.0
150;10000;Totaal mannen en vrouwen;D10 Braken;Waarde;2022;7.0
151;10000;Totaal mannen en vrouwen;D10 Braken;Waarde;2023;6.0
152;10000;Totaal mannen en vrouwen;D10 Braken;Ondergrens 95%-interval;2022;6.0
153;10000;Totaal mannen en vrouwen;D10 Braken;Ondergrens 95%-interval;2023;6.0
154;10000;Totaal mannen en vrouwen;D10 Braken;Bovengrens 95%-interval;2022;7.0
155;10000;Totaal mannen en vrouwen;D10 Braken;Bovengrens 95%-interval;2023;6.0
156;10000;Totaal mannen en vrouwen;D11 Diarree;Waarde;2022;14.0
157;10000;Totaal mannen en vrouwen;D11 Diarree;Waarde;2023;14.0
158;10000;Totaal mannen en vrouwen;D11 Diarree;Ondergrens 95%-interval;2022;13.0
159;10000;Totaal mannen en vrouwen;D11 Diarree;Ondergrens 95%-interval;2023;13.0
160;10000;Totaal mannen en vrouwen;D11 Diarree;Bovengrens 95%-interval;2022;14.0
161;10000;Totaal mannen en vrouwen;D11 Diarree;Bovengrens 95%-interval;2023;14.0
162;10000;Totaal mannen en vrouwen;D12 Obstipatie;Waarde;2022;37.0
163;10000;Totaal mannen en vrouwen;D12 Obstipatie;Waarde;2023;36.0
164;10000;Totaal mannen en vrouwen;D12 Obstipatie;Ondergrens 95%-interval;2022;36.0
165;10000;Totaal mannen en vrouwen;D12 Obstipatie;Ondergrens 95%-interval;2023;36.0
166;10000;Totaal mannen en vrouwen;D12 Obstipatie;Bovengrens 95%-interval;2022;37.0
167;10000;Totaal mannen en vrouwen;D12 Obstipatie;Bovengrens 95%-interval;2023;36.0
168;10000;Totaal mannen en vrouwen;D70,D73 Infect. diarree, gastroint. inf.;Waarde;2022;13.0
169;10000;Totaal mannen en vrouwen;D70,D73 Infect. diarree, gastroint. inf.;Waarde;2023;12.0
170;10000;Totaal mannen en vrouwen;D70,D73 Infect. diarree, gastroint. inf.;Ondergrens 95%-interval;2022;12.0
171;10000;Totaal mannen en vrouwen;D70,D73 Infect. diarree, gastroint. inf.;Ondergrens 95%-interval;2023;12.0
172;10000;Totaal mannen en vrouwen;D70,D73 Infect. diarree, gastroint. inf.;Bovengrens 95%-interval;2022;13.0
173;10000;Totaal mannen en vrouwen;D70,D73 Infect. diarree, gastroint. inf.;Bovengrens 95%-interval;2023;12.0
174;10000;Totaal mannen en vrouwen;D75 Maligniteit colon/rectum;Waarde;2022;9.0
175;10000;Totaal mannen en vrouwen;D75 Maligniteit colon/rectum;Waarde;2023;9.0
176;10000;Totaal mannen en vrouwen;D75 Maligniteit colon/rectum;Ondergrens 95%-interval;2022;9.0
177;10000;Totaal mannen en vrouwen;D75 Maligniteit colon/rectum;Ondergrens 95%-interval;2023;9.0
178;10000;Totaal mannen en vrouwen;D75 Maligniteit colon/rectum;Bovengrens 95%-interval;2022;9.0
179;10000;Totaal mannen en vrouwen;D75 Maligniteit colon/rectum;Bovengrens 95%-interval;2023;9.0
180;10000;Totaal mannen en vrouwen;D84-D87 Aand. v. slokdarm en maag;Waarde;2022;23.0
181;10000;Totaal mannen en vrouwen;D84-D87 Aand. v. slokdarm en maag;Waarde;2023;22.0
182;10000;Totaal mannen en vrouwen;D84-D87 Aand. v. slokdarm en maag;Ondergrens 95%-interval;2022;22.0
183;10000;Totaal mannen en vrouwen;D84-D87 Aand. v. slokdarm en maag;Ondergrens 95%-interval;2023;22.0
184;10000;Totaal mannen en vrouwen;D84-D87 Aand. v. slokdarm en maag;Bovengrens 95%-interval;2022;23.0
185;10000;Totaal mannen en vrouwen;D84-D87 Aand. v. slokdarm en maag;Bovengrens 95%-interval;2023;22.0
186;10000;Totaal mannen en vrouwen;D92 Diverticulose/diverticulitis;Waarde;2022;23.0
187;10000;Totaal mannen en vrouwen;D92 Diverticulose/diverticulitis;Waarde;2023;23.0
188;10000;Totaal mannen en vrouwen;D92 Diverticulose/diverticulitis;Ondergrens 95%-interval;2022;22.0
189;10000;Totaal mannen en vrouwen;D92 Diverticulose/diverticulitis;Ondergrens 95%-interval;2023;23.0
190;10000;Totaal mannen en vrouwen;D92 Diverticulose/diverticulitis;Bovengrens 95%-interval;2022;23.0
191;10000;Totaal mannen en vrouwen;D92 Diverticulose/diverticulitis;Bovengrens 95%-interval;2023;24.0
192;10000;Totaal mannen en vrouwen;D93 Prikkelbare darm syndroom;Waarde;2022;12.0
193;10000;Totaal mannen en vrouwen;D93 Prikkelbare darm syndroom;Waarde;2023;12.0
194;10000;Totaal mannen en vrouwen;D93 Prikkelbare darm syndroom;Ondergrens 95%-interval;2022;11.0
195;10000;Totaal mannen en vrouwen;D93 Prikkelbare darm syndroom;Ondergrens 95%-interval;2023;12.0
196;10000;Totaal mannen en vrouwen;D93 Prikkelbare darm syndroom;Bovengrens 95%-interval;2022;12.0
197;10000;Totaal mannen en vrouwen;D93 Prikkelbare darm syndroom;Bovengrens 95%-interval;2023;12.0
198;10000;Totaal mannen en vrouwen;D94 Colitis ulcerosa, Ziekte van Crohn;Waarde;2022;10.0
199;10000;Totaal mannen en vrouwen;D94 Colitis ulcerosa, Ziekte van Crohn;Waarde;2023;10.0
200;10000;Totaal mannen en vrouwen;D94 Colitis ulcerosa, Ziekte van Crohn;Ondergrens 95%-interval;2022;10.0
201;10000;Totaal mannen en vrouwen;D94 Colitis ulcerosa, Ziekte van Crohn;Ondergrens 95%-interval;2023;10.0
202;10000;Totaal mannen en vrouwen;D94 Colitis ulcerosa, Ziekte van Crohn;Bovengrens 95%-interval;2022;10.0
203;10000;Totaal mannen en vrouwen;D94 Colitis ulcerosa, Ziekte van Crohn;Bovengrens 95%-interval;2023;11.0
204;10000;Totaal mannen en vrouwen;D97 Cirrose/andere leverziekte;Waarde;2022;12.0
205;10000;Totaal mannen en vrouwen;D97 Cirrose/andere leverziekte;Waarde;2023;12.0
206;10000;Totaal mannen en vrouwen;D97 Cirrose/andere leverziekte;Ondergrens 95%-interval;2022;12.0
207;10000;Totaal mannen en vrouwen;D97 Cirrose/andere leverziekte;Ondergrens 95%-interval;2023;12.0
208;10000;Totaal mannen en vrouwen;D97 Cirrose/andere leverziekte;Bovengrens 95%-interval;2022;12.0
209;10000;Totaal mannen en vrouwen;D97 Cirrose/andere leverziekte;Bovengrens 95%-interval;2023;13.0
210;10000;Totaal mannen en vrouwen;D999 Overig D Spijsverteringsorganen;Waarde;2022;97.0
211;10000;Totaal mannen en vrouwen;D999 Overig D Spijsverteringsorganen;Waarde;2023;95.0
212;10000;Totaal mannen en vrouwen;D999 Overig D Spijsverteringsorganen;Ondergrens 95%-interval;2022;97.0
213;10000;Totaal mannen en vrouwen;D999 Overig D Spijsverteringsorganen;Ondergrens 95%-interval;2023;95.0
214;10000;Totaal mannen en vrouwen;D999 Overig D Spijsverteringsorganen;Bovengrens 95%-interval;2022;98.0
215;10000;Totaal mannen en vrouwen;D999 Overig D Spijsverteringsorganen;Bovengrens 95%-interval;2023;96.0
216;10000;Totaal mannen en vrouwen;F. Oog;Waarde;2022;191.0
217;10000;Totaal mannen en vrouwen;F. Oog;Waarde;2023;198.0
218;10000;Totaal mannen en vrouwen;F. Oog;Ondergrens 95%-interval;2022;191.0
219;10000;Totaal mannen en vrouwen;F. Oog;Ondergrens 95%-interval;2023;197.0
220;10000;Totaal mannen en vrouwen;F. Oog;Bovengrens 95%-interval;2022;192.0
221;10000;Totaal mannen en vrouwen;F. Oog;Bovengrens 95%-interval;2023;198.0
222;10000;Totaal mannen en vrouwen;F01-F05 visussymptomen/-klachten;Waarde;2022;26.0
223;10000;Totaal mannen en vrouwen;F01-F05 visussymptomen/-klachten;Waarde;2023;27.0
224;10000;Totaal mannen en vrouwen;F01-F05 visussymptomen/-klachten;Ondergrens 95%-interval;2022;25.0
225;10000;Totaal mannen en vrouwen;F01-F05 visussymptomen/-klachten;Ondergrens 95%-interval;2023;27.0
226;10000;Totaal mannen en vrouwen;F01-F05 visussymptomen/-klachten;Bovengrens 95%-interval;2022;26.0
227;10000;Totaal mannen en vrouwen;F01-F05 visussymptomen/-klachten;Bovengrens 95%-interval;2023;27.0
228;10000;Totaal mannen en vrouwen;F70-F73 Infectie/ontsteking oog/adnexen;Waarde;2022;34.0
229;10000;Totaal mannen en vrouwen;F70-F73 Infectie/ontsteking oog/adnexen;Waarde;2023;36.0
230;10000;Totaal mannen en vrouwen;F70-F73 Infectie/ontsteking oog/adnexen;Ondergrens 95%-interval;2022;34.0
231;10000;Totaal mannen en vrouwen;F70-F73 Infectie/ontsteking oog/adnexen;Ondergrens 95%-interval;2023;36.0
232;10000;Totaal mannen en vrouwen;F70-F73 Infectie/ontsteking oog/adnexen;Bovengrens 95%-interval;2022;34.0
233;10000;Totaal mannen en vrouwen;F70-F73 Infectie/ontsteking oog/adnexen;Bovengrens 95%-interval;2023;36.0
234;10000;Totaal mannen en vrouwen;F70 Infectieuze conjunctivitis;Waarde;2022;11.0
235;10000;Totaal mannen en vrouwen;F70 Infectieuze conjunctivitis;Waarde;2023;12.0
236;10000;Totaal mannen en vrouwen;F70 Infectieuze conjunctivitis;Ondergrens 95%-interval;2022;11.0
237;10000;Totaal mannen en vrouwen;F70 Infectieuze conjunctivitis;Ondergrens 95%-interval;2023;12.0
238;10000;Totaal mannen en vrouwen;F70 Infectieuze conjunctivitis;Bovengrens 95%-interval;2022;11.0
239;10000;Totaal mannen en vrouwen;F70 Infectieuze conjunctivitis;Bovengrens 95%-interval;2023;12.0
240;10000;Totaal mannen en vrouwen;F71-F73 Ov infectie/ontsteking oog/adn.;Waarde;2022;25.0
241;10000;Totaal mannen en vrouwen;F71-F73 Ov infectie/ontsteking oog/adn.;Waarde;2023;26.0
242;10000;Totaal mannen en vrouwen;F71-F73 Ov infectie/ontsteking oog/adn.;Ondergrens 95%-interval;2022;25.0
243;10000;Totaal mannen en vrouwen;F71-F73 Ov infectie/ontsteking oog/adn.;Ondergrens 95%-interval;2023;25.0
244;10000;Totaal mannen en vrouwen;F71-F73 Ov infectie/ontsteking oog/adn.;Bovengrens 95%-interval;2022;25.0
245;10000;Totaal mannen en vrouwen;F71-F73 Ov infectie/ontsteking oog/adn.;Bovengrens 95%-interval;2023;26.0
246;10000;Totaal mannen en vrouwen;"F83-F84; F92-F94 gezichtsstoornis";Waarde;2022;57.0
247;10000;Totaal mannen en vrouwen;"F83-F84; F92-F94 gezichtsstoornis";Waarde;2023;59.0
248;10000;Totaal mannen en vrouwen;"F83-F84; F92-F94 gezichtsstoornis";Ondergrens 95%-interval;2022;57.0
249;10000;Totaal mannen en vrouwen;"F83-F84; F92-F94 gezichtsstoornis";Ondergrens 95%-interval;2023;58.0
250;10000;Totaal mannen en vrouwen;"F83-F84; F92-F94 gezichtsstoornis";Bovengrens 95%-interval;2022;57.0
251;10000;Totaal mannen en vrouwen;"F83-F84; F92-F94 gezichtsstoornis";Bovengrens 95%-interval;2023;59.0
252;10000;Totaal mannen en vrouwen;F83 Retinopathie;Waarde;2022;8.0
253;10000;Totaal mannen en vrouwen;F83 Retinopathie;Waarde;2023;9.0
254;10000;Totaal mannen en vrouwen;F83 Retinopathie;Ondergrens 95%-interval;2022;8.0
255;10000;Totaal mannen en vrouwen;F83 Retinopathie;Ondergrens 95%-interval;2023;8.0
256;10000;Totaal mannen en vrouwen;F83 Retinopathie;Bovengrens 95%-interval;2022;8.0
257;10000;Totaal mannen en vrouwen;F83 Retinopathie;Bovengrens 95%-interval;2023;9.0
258;10000;Totaal mannen en vrouwen;F84 Maculadegeneratie;Waarde;2022;9.0
259;10000;Totaal mannen en vrouwen;F84 Maculadegeneratie;Waarde;2023;9.0
260;10000;Totaal mannen en vrouwen;F84 Maculadegeneratie;Ondergrens 95%-interval;2022;9.0
261;10000;Totaal mannen en vrouwen;F84 Maculadegeneratie;Ondergrens 95%-interval;2023;9.0
