ID;Geslacht;Onderwijssoort;Opleidingsvorm;Studierichting;Herkomstgroepering;Perioden;Ingeschrevenen_1
36;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Autochtoon;2010/'11;479215
37;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Autochtoon;2011/'12;483210
38;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Autochtoon;2012/'13;476174
39;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Autochtoon;2013/'14;494483
40;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Autochtoon;2014/'15;502395
41;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Autochtoon;2015/'16;499624
42;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;1995/'96;38336
43;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;1996/'97;37014
44;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;1997/'98;36533
45;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;1998/'99;37218
46;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;1999/'00;38185
47;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2000/'01;39575
48;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2001/'02;41580
49;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2002/'03;43819
50;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2003/'04;47526
51;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2004/'05;50582
52;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2005/'06;52583
53;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2006/'07;54177
54;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2007/'08;57961
55;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2008/'09;62986
56;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2009/'10;71469
57;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2010/'11;73763
58;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2011/'12;76954
59;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2012/'13;84475
60;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2013/'14;88373
61;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2014/'15;92842
62;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon;2015/'16;69518
63;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;1995/'96;9491
64;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;1996/'97;9170
65;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;1997/'98;9106
66;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;1998/'99;9456
67;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;1999/'00;9869
68;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2000/'01;10730
69;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2001/'02;12067
70;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2002/'03;13765
71;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2003/'04;16300
72;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2004/'05;18426
73;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2005/'06;20212
74;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2006/'07;21745
75;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2007/'08;25548
76;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2008/'09;30288
77;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2009/'10;37855
78;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2010/'11;39681
79;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2011/'12;43028
80;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2012/'13;51560
81;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2013/'14;54173
82;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2014/'15;58306
83;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 1e generatie;2015/'16;35287
84;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;1995/'96;28845
85;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;1996/'97;27844
86;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;1997/'98;27427
87;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;1998/'99;27762
88;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;1999/'00;28316
89;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2000/'01;28845
90;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2001/'02;29513
91;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2002/'03;30054
92;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2003/'04;31226
93;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2004/'05;32156
94;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2005/'06;32371
95;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2006/'07;32432
96;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2007/'08;32413
97;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2008/'09;32698
98;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2009/'10;33614
99;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2010/'11;34082
100;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2011/'12;33926
101;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2012/'13;32915
102;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2013/'14;34200
103;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2014/'15;34536
104;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Westerse allochtoon, 2e generatie;2015/'16;34231
105;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;1995/'96;25884
106;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;1996/'97;27986
107;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;1997/'98;30234
108;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;1998/'99;33170
109;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;1999/'00;37019
110;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2000/'01;41014
111;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2001/'02;46210
112;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2002/'03;52023
113;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2003/'04;59285
114;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2004/'05;64902
115;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2005/'06;68966
116;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2006/'07;72697
117;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2007/'08;76839
118;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2008/'09;81358
119;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2009/'10;88374
120;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2010/'11;92957
121;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2011/'12;96300
122;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2012/'13;97019
123;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2013/'14;102257
124;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2014/'15;104239
125;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon;2015/'16;101983
126;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;1995/'96;17472
127;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;1996/'97;18099
128;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;1997/'98;18544
129;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;1998/'99;19295
130;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;1999/'00;20405
131;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2000/'01;21793
132;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2001/'02;24357
133;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2002/'03;27126
134;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2003/'04;31136
135;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2004/'05;33347
136;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2005/'06;34338
137;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2006/'07;34822
138;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2007/'08;35740
139;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2008/'09;36828
140;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2009/'10;39094
141;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2010/'11;40115
142;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2011/'12;40397
143;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2012/'13;39440
144;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2013/'14;40091
145;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2014/'15;39530
146;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 1e generatie;2015/'16;35993
147;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;1995/'96;8412
148;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;1996/'97;9887
149;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;1997/'98;11690
150;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;1998/'99;13875
151;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;1999/'00;16614
152;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2000/'01;19221
153;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2001/'02;21853
154;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2002/'03;24897
155;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2003/'04;28149
156;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2004/'05;31555
157;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2005/'06;34628
158;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2006/'07;37875
159;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2007/'08;41099
160;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2008/'09;44530
161;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2009/'10;49280
162;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2010/'11;52842
163;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2011/'12;55903
164;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2012/'13;57579
165;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2013/'14;62166
166;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2014/'15;64709
167;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Niet-westerse allochtoon, 2e generatie;2015/'16;65990
168;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;1995/'96;3311
169;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;1996/'97;3652
170;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;1997/'98;3991
171;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;1998/'99;4483
172;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;1999/'00;5097
173;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2000/'01;5611
174;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2001/'02;6287
175;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2002/'03;6936
176;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2003/'04;7615
177;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2004/'05;8231
178;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2005/'06;8859
179;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2006/'07;9680
180;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2007/'08;10505
181;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2008/'09;11566
182;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2009/'10;12954
183;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2010/'11;13929
184;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2011/'12;14875
185;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2012/'13;14958
186;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2013/'14;15743
187;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2014/'15;16100
188;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije;2015/'16;16085
189;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;1995/'96;2192
190;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;1996/'97;2241
191;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;1997/'98;2187
192;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;1998/'99;2157
193;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;1999/'00;2160
194;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2000/'01;2154
195;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2001/'02;2191
196;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2002/'03;2207
197;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2003/'04;2258
198;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2004/'05;2343
199;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2005/'06;2393
200;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2006/'07;2490
201;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2007/'08;2516
202;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2008/'09;2612
203;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2009/'10;2746
204;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2010/'11;2666
205;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2011/'12;2510
206;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2012/'13;2203
207;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2013/'14;2119
208;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2014/'15;1946
209;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 1e generatie;2015/'16;1720
210;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;1995/'96;1119
211;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;1996/'97;1411
212;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;1997/'98;1804
213;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;1998/'99;2326
214;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;1999/'00;2937
215;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;2000/'01;3457
216;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;2001/'02;4096
217;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;2002/'03;4729
218;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;2003/'04;5357
219;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;2004/'05;5888
220;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;2005/'06;6466
221;Totaal mannen en vrouwen;Hoger onderwijs;Totaal opleidingsvormen;0;Turkije, 2e generatie;2006/'07;7190
