ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;TotaleBevolking_1;PersonenMetArbeidTotaal_2;Werknemers_3;ZelfstandigenWinstUitOnderneming_4;ZelfstandigenOverigeArbeid_5;PersonenMetArbeidInBuitenland_6;PersonenMetEenUitkeringTotaal_7;PersonenMetEenAOUitkering_8;PersonenMetEenWWUitkering_9;PersonenMetEenBijstandsuitkering_10;PersonenMetEenAndereUitkering_11;PersonenMetPensioenTotaal_12;PersonenMetEenAOWUitkering_13;PersonenMetEenOverigPensioen_14
10;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;2011, vrijdag 30 september;16719.1;8361.0;7338.1;996.9;374.6;32.4;1684.6;772.6;241.1;448.8;293.0;3224.5;2685.4;2476.6
11;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;2012, vrijdag 28 september;16772.4;8322.6;7277.0;1023.5;388.4;33.4;1752.9;766.3;292.8;455.0;311.0;3294.0;2795.9;2534.4
12;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;2013. vrijdag 27 september;16820.1;8223.5;7160.9;1035.7;359.4;35.7;1889.4;766.5;398.5;489.5;315.4;3335.8;2871.9;2574.6
13;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;2014, vrijdag 26 september;16886.0;8249.7;7153.4;1065.6;361.4;39.7;1912.7;765.5;407.4;516.0;293.4;3382.6;2948.3;2623.5
14;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;2015, vrijdag 25 september;16954.2;8321.5;7216.8;1120.9;341.3;37.5;1899.7;757.5;392.4;532.5;281.9;3394.5;3008.4;2530.0
15;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2001, vrijdag 28 september;13131.8;6609.5;5922.8;725.7;208.3;18.1;1224.1;735.8;100.6;229.6;230.9;2335.3;1969.3;1680.0
16;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2002, vrijdag 27 september;13149.9;6640.0;5957.9;717.1;209.4;16.6;1221.7;746.4;112.8;222.9;218.5;2373.4;1983.6;1726.2
17;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2003, vrijdag 26 september;13165.4;6619.8;5926.8;713.3;228.3;16.7;1257.6;739.9;157.1;223.3;223.8;2417.9;2002.5;1777.9
18;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2004, vrijdag 24 september;13177.8;6556.6;5860.5;690.9;242.7;18.5;1271.6;727.7;186.0;220.5;229.1;2470.1;2026.9;1834.4
19;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2005, vrijdag 30 september;13184.8;6577.1;5862.8;704.6;266.7;19.3;1244.6;693.0;186.3;216.2;240.1;2522.7;2052.4;1893.0
20;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2006, vrijdag 29 september;13184.4;6613.8;5855.0;750.3;285.3;20.0;1149.8;656.8;161.4;196.0;211.8;2576.2;2082.8;1944.1
21;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2007, vrijdag 28 september;13189.3;6748.8;5978.7;719.3;314.5;20.2;1093.7;647.3;135.6;179.4;204.8;2619.7;2115.2;1993.2
22;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2008, vrijdag 26 september;13194.2;6832.5;6020.1;746.3;347.7;19.1;1041.7;633.5;109.7;162.2;194.8;2658.2;2157.1;2029.2
23;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2009, vrijdag 25 september;13210.5;6800.6;5955.5;772.7;357.0;19.4;1107.4;629.1;169.7;172.2;193.1;2716.2;2212.7;2082.4
24;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2010, vrijdag 24 september;13224.8;6782.8;5952.4;791.2;323.9;19.7;1120.9;618.6;178.1;184.6;197.5;2770.1;2266.0;2133.2
25;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2011, vrijdag 30 september;13235.6;6853.6;6013.0;824.2;319.9;20.2;1133.4;611.0;175.6;187.0;212.3;2822.1;2352.7;2177.5
26;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2012, vrijdag 28 september;13237.5;6808.0;5953.7;841.9;331.0;20.6;1177.8;601.4;216.6;189.1;223.5;2877.6;2445.5;2224.8
27;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2013. vrijdag 27 september;13235.3;6718.5;5853.7;849.8;304.7;22.1;1270.3;597.8;298.4;207.0;225.5;2909.5;2507.5;2257.5
28;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2014, vrijdag 26 september;13237.4;6710.3;5825.2;871.0;301.4;24.4;1277.2;593.8;307.6;218.0;206.8;2946.1;2569.5;2298.5
29;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;2015, vrijdag 25 september;13228.7;6738.1;5846.4;913.2;285.8;23.7;1257.2;585.2;296.9;222.2;199.5;2951.6;2617.3;2214.5
30;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2001, vrijdag 28 september;2945.7;1239.3;1130.2;109.0;26.3;12.5;454.6;159.8;29.7;216.5;72.7;273.9;217.8;198.8
31;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2002, vrijdag 27 september;3024.3;1257.1;1146.9;110.0;26.5;11.6;465.3;165.6;37.6;219.3;68.3;287.0;227.5;209.7
32;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2003, vrijdag 26 september;3079.7;1250.9;1137.3;111.9;29.3;11.1;494.9;166.6;56.0;232.1;68.2;300.7;238.2;220.6
33;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2004, vrijdag 24 september;3114.9;1235.3;1118.9;109.4;32.5;11.8;510.5;165.6;67.5;237.6;68.5;314.1;249.4;230.7
34;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2005, vrijdag 30 september;3144.0;1257.5;1135.1;115.1;36.8;11.9;508.6;156.6;65.0;239.6;75.5;329.1;262.2;243.1
35;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2006, vrijdag 29 september;3167.5;1307.9;1174.2;125.5;42.2;12.2;481.4;148.4;53.2;227.9;74.7;342.2;273.7;253.0
36;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2007, vrijdag 28 september;3207.1;1380.9;1242.9;125.6;46.1;12.0;463.7;149.3;46.1;217.3;74.4;354.7;285.9;262.8
37;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2008, vrijdag 26 september;3272.6;1445.1;1293.4;137.9;52.0;11.6;457.4;150.7;39.9;212.6;73.0;364.2;295.5;269.8
38;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2009, vrijdag 25 september;3344.5;1446.7;1277.3;153.7;55.2;11.9;504.5;154.7;66.3;227.2;75.7;377.5;306.4;280.1
39;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2010, vrijdag 24 september;3410.8;1466.2;1292.7;160.3;53.5;11.9;531.5;157.1;66.0;248.5;86.5;391.1;318.1;290.8
40;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2011, vrijdag 30 september;3483.5;1507.4;1325.1;172.8;54.6;12.3;551.2;161.6;65.5;261.8;80.7;402.5;332.7;299.1
41;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2012, vrijdag 28 september;3534.9;1514.6;1323.3;181.6;57.4;12.7;575.1;164.8;76.2;265.8;87.5;416.4;350.4;309.5
42;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2013. vrijdag 27 september;3584.8;1505.0;1307.2;185.9;54.7;13.5;619.1;168.7;100.2;282.5;90.0;426.3;364.4;317.1
43;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2014, vrijdag 26 september;3648.6;1539.4;1328.2;194.6;60.0;15.3;635.6;171.6;99.8;298.0;86.5;436.5;378.8;325.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;2015, vrijdag 25 september;3725.5;1583.4;1370.4;207.7;55.5;13.8;642.5;172.4;95.5;310.3;82.5;442.9;391.1;315.5
45;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2001, vrijdag 28 september;1533.4;703.6;639.1;61.7;12.6;10.1;340.0;101.6;20.5;186.3;49.5;152.3;122.8;107.4
46;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2002, vrijdag 27 september;1576.7;715.0;649.6;62.7;12.9;9.3;348.8;106.2;26.0;188.9;46.5;159.2;127.5;112.9
47;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2003, vrijdag 26 september;1598.8;708.7;640.9;64.2;14.5;8.9;370.6;107.2;38.7;199.3;45.9;166.7;133.0;118.7
48;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2004, vrijdag 24 september;1603.5;694.4;624.9;63.0;16.4;9.3;381.5;106.6;46.8;203.2;45.4;173.9;138.9;123.5
49;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2005, vrijdag 30 september;1603.7;703.1;630.0;66.6;18.5;9.3;380.8;100.3;45.4;204.8;50.6;183.0;146.6;130.8
50;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2006, vrijdag 29 september;1601.6;731.1;650.8;72.7;21.9;9.6;362.0;94.3;37.2;196.3;50.5;190.1;153.0;136.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2007, vrijdag 28 september;1614.6;772.8;689.5;73.9;24.1;9.5;349.7;94.1;32.3;189.1;50.9;197.8;160.7;141.3
52;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2008, vrijdag 26 september;1651.4;815.2;722.6;82.2;27.9;9.1;346.2;94.7;27.9;187.1;50.1;203.3;165.8;145.1
53;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2009, vrijdag 25 september;1690.5;816.0;711.4;92.6;30.1;9.3;376.7;96.7;44.6;197.4;51.9;211.4;171.9;151.1
54;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2010, vrijdag 24 september;1724.9;824.3;716.8;96.4;29.3;9.4;395.6;97.7;43.9;213.4;59.4;220.4;179.4;157.5
55;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2011, vrijdag 30 september;1766.6;845.3;731.9;104.2;29.8;9.6;409.5;100.2;43.1;224.1;55.4;227.2;186.9;162.1
56;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2012, vrijdag 28 september;1790.1;847.5;728.1;109.7;31.0;10.1;423.6;101.6;48.9;226.9;60.1;236.4;197.5;168.5
57;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2013. vrijdag 27 september;1813.9;839.7;716.7;111.8;29.5;10.7;449.3;102.7;63.3;237.3;61.9;243.5;206.7;173.3
58;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2014, vrijdag 26 september;1850.0;856.6;725.1;116.8;33.1;12.2;459.2;103.1;62.9;248.2;59.5;250.6;216.7;178.1
59;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 1e generatie;2015, vrijdag 25 september;1901.2;875.8;743.9;123.3;30.6;10.8;464.5;102.9;59.9;258.6;55.9;256.0;225.7;173.5
60;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2001, vrijdag 28 september;1412.3;535.7;491.1;47.3;13.7;2.4;114.6;58.2;9.2;30.2;23.2;121.6;95.0;91.5
61;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2002, vrijdag 27 september;1447.6;542.1;497.4;47.4;13.6;2.3;116.5;59.4;11.6;30.4;21.8;127.8;100.0;96.8
62;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2003, vrijdag 26 september;1480.9;542.2;496.4;47.7;14.8;2.2;124.3;59.4;17.2;32.8;22.3;134.0;105.2;102.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2004, vrijdag 24 september;1511.4;540.9;494.0;46.5;16.1;2.4;129.1;58.9;20.6;34.4;23.1;140.3;110.5;107.1
64;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2005, vrijdag 30 september;1540.2;554.4;505.1;48.5;18.3;2.6;127.7;56.2;19.6;34.8;24.9;146.1;115.6;112.3
65;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2006, vrijdag 29 september;1566.0;576.8;523.4;52.8;20.2;2.6;119.5;54.1;16.0;31.6;24.3;152.0;120.7;117.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2007, vrijdag 28 september;1592.4;608.1;553.4;51.7;21.9;2.6;114.0;55.2;13.8;28.2;23.5;156.9;125.2;121.4
67;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2008, vrijdag 26 september;1621.3;629.9;570.7;55.8;24.2;2.5;111.2;56.0;12.0;25.5;23.0;160.9;129.7;124.6
68;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2009, vrijdag 25 september;1654.0;630.7;565.9;61.1;25.1;2.5;127.8;58.0;21.7;29.7;23.7;166.0;134.5;129.1
69;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2010, vrijdag 24 september;1685.9;641.9;575.9;63.9;24.2;2.5;135.9;59.4;22.1;35.1;27.1;170.7;138.7;133.2
70;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2011, vrijdag 30 september;1717.0;662.0;593.2;68.6;24.8;2.6;141.7;61.5;22.5;37.7;25.3;175.3;145.8;137.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2012, vrijdag 28 september;1744.8;667.1;595.2;71.9;26.5;2.7;151.5;63.3;27.4;39.0;27.4;180.0;152.9;141.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2013. vrijdag 27 september;1771.0;665.3;590.5;74.1;25.2;2.8;169.8;66.0;36.9;45.2;28.1;182.9;157.7;143.8
73;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2014, vrijdag 26 september;1798.6;682.7;603.1;77.8;26.8;3.1;176.4;68.6;36.9;49.7;27.1;185.9;162.1;146.9
74;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;2015, vrijdag 25 september;1824.3;707.6;626.5;84.3;24.9;3.0;178.0;69.5;35.7;51.7;26.5;186.9;165.4;142.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2001, vrijdag 28 september;1403.4;675.5;601.9;67.2;20.6;11.9;181.2;84.9;15.2;50.8;40.7;231.4;185.7;173.9
76;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2002, vrijdag 27 september;1415.5;676.0;603.3;66.7;20.4;11.0;181.6;85.8;18.0;50.1;38.5;239.5;191.5;181.4
77;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2003, vrijdag 26 september;1420.8;669.7;596.0;66.6;22.2;10.4;189.0;84.6;25.1;51.2;40.0;247.7;197.9;188.7
78;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2004, vrijdag 24 september;1422.8;658.1;583.2;64.2;24.1;10.9;192.7;82.7;29.6;51.4;41.6;256.0;204.8;195.7
79;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2005, vrijdag 30 september;1427.5;661.8;583.6;66.9;26.9;10.9;190.5;77.7;29.4;51.0;44.7;264.0;212.0;203.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2006, vrijdag 29 september;1431.4;671.4;586.9;73.0;29.4;11.0;178.4;73.1;24.9;47.9;42.9;271.7;219.3;209.3
81;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2007, vrijdag 28 september;1446.3;696.4;609.8;72.2;31.8;10.8;170.6;71.5;20.9;45.5;42.8;278.4;226.4;215.2
82;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2008, vrijdag 26 september;1473.4;720.5;627.2;78.0;34.9;10.4;168.0;70.2;17.2;45.1;43.6;283.2;231.5;219.1
83;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2009, vrijdag 25 september;1496.9;722.1;621.2;84.5;36.0;10.6;183.2;69.9;27.8;47.7;45.8;290.3;237.5;225.3
84;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2010, vrijdag 24 september;1520.4;729.0;627.4;87.8;33.7;10.5;187.0;68.9;28.0;51.4;47.4;297.3;243.5;231.5
85;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2011, vrijdag 30 september;1552.0;750.4;644.9;93.7;34.2;10.7;189.9;68.3;27.8;52.3;48.9;303.6;252.4;236.5
86;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2012, vrijdag 28 september;1574.2;754.9;645.7;97.5;35.5;11.0;198.8;67.0;32.9;52.2;54.6;311.1;264.1;242.5
87;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2013. vrijdag 27 september;1593.9;752.0;640.4;98.9;32.5;11.7;214.9;66.5;44.5;55.8;56.8;315.6;272.3;246.5
88;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2014, vrijdag 26 september;1621.0;768.0;650.6;103.6;33.5;13.2;218.0;65.7;45.3;58.7;56.1;320.7;281.2;251.1
89;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2015, vrijdag 25 september;1648.1;782.7;664.9;109.5;31.3;11.9;216.1;64.7;45.0;59.8;53.9;322.5;288.2;241.9
90;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2001, vrijdag 28 september;572.2;257.0;224.0;25.1;7.9;9.5;83.8;31.8;7.0;28.3;21.4;111.7;92.2;84.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2002, vrijdag 27 september;580.3;258.8;226.3;24.8;7.9;8.8;84.4;32.4;8.3;28.2;20.5;113.8;93.1;86.3
92;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2003, vrijdag 26 september;582.3;256.6;223.8;24.9;8.7;8.3;88.6;32.0;11.5;29.0;21.4;115.8;94.4;88.4
93;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2004, vrijdag 24 september;581.3;251.4;217.9;24.1;9.5;8.6;90.8;31.2;13.5;29.2;22.5;117.9;96.1;90.4
94;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2005, vrijdag 30 september;583.6;254.1;218.9;25.7;10.6;8.5;90.7;29.1;13.6;29.3;24.3;120.2;98.3;92.6
95;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2006, vrijdag 29 september;585.9;260.3;221.7;28.8;11.6;8.7;86.2;27.2;11.6;28.2;23.9;122.2;100.5;94.3
96;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2007, vrijdag 28 september;598.5;276.7;236.7;29.6;12.6;8.5;83.6;26.3;9.8;27.7;24.4;124.1;103.1;95.9
97;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2008, vrijdag 26 september;622.4;296.5;252.6;33.1;14.1;8.2;84.8;25.7;8.1;29.1;25.6;124.9;103.9;96.6
98;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2009, vrijdag 25 september;640.9;302.8;254.4;37.1;14.7;8.3;92.9;25.6;12.9;30.6;27.6;127.0;105.1;98.5
99;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2010, vrijdag 24 september;659.4;312.1;262.4;39.0;14.2;8.3;95.0;25.0;12.7;32.6;28.6;129.5;106.9;100.6
100;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2011, vrijdag 30 september;686.2;329.7;277.3;42.5;14.5;8.4;97.7;24.9;13.0;33.4;30.0;131.3;108.9;102.0
101;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2012, vrijdag 28 september;704.3;338.5;283.5;45.0;15.0;8.7;103.0;24.2;15.4;33.0;34.2;134.3;113.7;104.1
102;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2013. vrijdag 27 september;720.2;344.1;287.5;46.0;13.8;9.3;111.7;23.8;21.3;34.9;35.9;136.0;117.3;105.5
103;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2014, vrijdag 26 september;742.7;360.9;300.0;49.3;14.8;10.6;114.1;23.2;22.0;36.6;36.2;138.3;121.9;107.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 1e generatie;2015, vrijdag 25 september;765.7;374.3;313.3;52.2;13.7;9.4;113.5;22.6;22.7;37.2;34.7;139.1;125.8;102.7
105;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2001, vrijdag 28 september;831.2;418.5;377.9;42.2;12.8;2.3;97.4;53.1;8.1;22.5;19.3;119.7;93.4;89.9
106;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2002, vrijdag 27 september;835.2;417.3;377.0;41.8;12.5;2.2;97.1;53.5;9.7;21.9;18.1;125.7;98.4;95.1
107;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2003, vrijdag 26 september;838.5;413.1;372.2;41.7;13.6;2.1;100.5;52.7;13.6;22.2;18.5;131.9;103.5;100.3
108;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2004, vrijdag 24 september;841.5;406.7;365.3;40.1;14.6;2.3;102.0;51.5;16.1;22.1;19.1;138.0;108.8;105.3
109;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2005, vrijdag 30 september;843.8;407.7;364.7;41.2;16.4;2.4;99.7;48.6;15.9;21.7;20.4;143.8;113.7;110.4
110;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2006, vrijdag 29 september;845.5;411.1;365.2;44.1;17.7;2.4;92.2;45.9;13.3;19.7;19.0;149.6;118.8;115.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2007, vrijdag 28 september;847.8;419.7;373.1;42.7;19.2;2.3;86.9;45.2;11.2;17.8;18.4;154.3;123.3;119.4
112;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2008, vrijdag 26 september;851.0;424.1;374.6;44.9;20.9;2.3;83.1;44.4;9.1;16.0;18.0;158.2;127.6;122.5
113;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2009, vrijdag 25 september;856.0;419.2;366.8;47.5;21.3;2.3;90.3;44.3;14.8;17.2;18.3;163.3;132.4;126.8
114;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2010, vrijdag 24 september;861.0;416.9;365.0;48.8;19.6;2.3;92.0;43.9;15.2;18.7;18.7;167.8;136.5;130.9
115;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2011, vrijdag 30 september;865.9;420.7;367.6;51.2;19.7;2.3;92.2;43.5;14.8;18.9;18.9;172.3;143.4;134.5
116;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2012, vrijdag 28 september;869.9;416.4;362.2;52.5;20.5;2.3;95.9;42.8;17.5;19.2;20.4;176.8;150.3;138.4
117;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2013. vrijdag 27 september;873.6;407.8;352.9;52.9;18.7;2.4;103.2;42.7;23.3;20.9;20.8;179.6;155.0;141.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2014, vrijdag 26 september;878.3;407.1;350.6;54.3;18.7;2.6;103.9;42.6;23.3;22.1;19.9;182.4;159.3;144.1
119;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon, 2e generatie;2015, vrijdag 25 september;882.4;408.4;351.5;57.3;17.6;2.5;102.6;42.2;22.3;22.6;19.2;183.4;162.4;139.1
120;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2001, vrijdag 28 september;1542.3;563.8;528.3;41.7;5.7;0.6;273.4;74.9;14.6;165.7;32.0;42.5;32.2;24.9
121;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2002, vrijdag 27 september;1608.8;581.1;543.7;43.3;6.1;0.6;283.7;79.8;19.6;169.2;29.8;47.5;36.0;28.3
122;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2003, vrijdag 26 september;1658.9;581.2;541.3;45.3;7.0;0.7;305.8;82.0;30.9;180.9;28.2;53.0;40.3;31.9
