ID;Geslacht;Persoonskenmerken;Arbeidsmarktpositie;StartkwalificatieOpPeilmoment;Peilmoment;Perioden;TotaalSchoolverlaters_1;TotaalVo_2;TotaalMbo_3;BeroepsopleidendeLeerwegBol_4;BeroepbegeleidendeLeerwegBbl_5;Extranei_6;VoortijdigSchoolverlaters_7;TotaalVo_8;TotaalMbo_9;BeroepsopleidendeLeerwegBol_10;BeroepbegeleidendeLeerwegBbl_11;Extranei_12;SchoolverlatersMetStartkwalificatie_13;TotaalVo_14;TotaalMbo_15;BeroepsopleidendeLeerwegBol_16;BeroepbegeleidendeLeerwegBbl_17;Extranei_18
29;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Drie jaar na schoolverlaten;2009/'10;176930.0;25830.0;151100.0;70020.0;72760.0;8310.0;65350.0;13450.0;51900.0;25210.0;24410.0;2280.0;111580.0;12390.0;99190.0;44810.0;48350.0;6040.0
30;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Drie jaar na schoolverlaten;2010/'11;187350.0;26020.0;161330.0;74060.0;74490.0;12790.0;66640.0;12760.0;53880.0;25860.0;24680.0;3350.0;120710.0;13260.0;107450.0;48190.0;49810.0;9440.0
31;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Drie jaar na schoolverlaten;2011/'12;184910.0;27280.0;157630.0;74740.0;72790.0;10100.0;60360.0;12960.0;47400.0;23850.0;21490.0;2070.0;124550.0;14320.0;110230.0;50890.0;51300.0;8030.0
32;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Drie jaar na schoolverlaten;2012/'13;165560.0;16900.0;148660.0;71870.0;67320.0;9470.0;48200.0;7240.0;40960.0;21430.0;17660.0;1860.0;117360.0;9660.0;107700.0;50430.0;49660.0;7610.0
33;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Drie jaar na schoolverlaten;2013/'14;;;;;;;;;;;;;;;;;;
34;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Drie jaar na schoolverlaten;2014/'15;;;;;;;;;;;;;;;;;;
35;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Drie jaar na schoolverlaten;2015/'16;;;;;;;;;;;;;;;;;;
36;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2007/'08;172800.0;27100.0;145700.0;73880.0;64470.0;7350.0;71480.0;15140.0;56350.0;29170.0;24730.0;2450.0;101320.0;11970.0;89350.0;44710.0;39740.0;4900.0
37;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2008/'09;167680.0;24970.0;142710.0;66720.0;68530.0;7460.0;64270.0;13170.0;51090.0;24450.0;24660.0;1980.0;103410.0;11800.0;91620.0;42270.0;43860.0;5480.0
38;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2009/'10;176930.0;25830.0;151100.0;70020.0;72760.0;8310.0;65350.0;13450.0;51900.0;25210.0;24410.0;2280.0;111580.0;12390.0;99190.0;44810.0;48350.0;6040.0
39;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2010/'11;187350.0;26020.0;161330.0;74060.0;74490.0;12790.0;66640.0;12760.0;53880.0;25860.0;24680.0;3350.0;120710.0;13260.0;107450.0;48190.0;49810.0;9440.0
40;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2011/'12;;;;;;;;;;;;;;;;;;
41;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2012/'13;;;;;;;;;;;;;;;;;;
42;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2013/'14;;;;;;;;;;;;;;;;;;
43;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2014/'15;;;;;;;;;;;;;;;;;;
44;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Totaal schoolverlaters;Vijf jaar na schoolverlaten;2015/'16;;;;;;;;;;;;;;;;;;
45;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2007/'08;101320.0;11970.0;89350.0;44710.0;39740.0;4900.0;0.0;0.0;0.0;0.0;0.0;0.0;101320.0;11970.0;89350.0;44710.0;39740.0;4900.0
46;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2008/'09;103410.0;11800.0;91620.0;42270.0;43860.0;5480.0;0.0;0.0;0.0;0.0;0.0;0.0;103410.0;11800.0;91620.0;42270.0;43860.0;5480.0
47;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2009/'10;111580.0;12390.0;99190.0;44810.0;48350.0;6040.0;0.0;0.0;0.0;0.0;0.0;0.0;111580.0;12390.0;99190.0;44810.0;48350.0;6040.0
48;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2010/'11;120710.0;13260.0;107450.0;48190.0;49810.0;9440.0;0.0;0.0;0.0;0.0;0.0;0.0;120710.0;13260.0;107450.0;48190.0;49810.0;9440.0
49;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2011/'12;124550.0;14320.0;110230.0;50890.0;51300.0;8030.0;0.0;0.0;0.0;0.0;0.0;0.0;124550.0;14320.0;110230.0;50890.0;51300.0;8030.0
50;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2012/'13;117360.0;9660.0;107700.0;50430.0;49660.0;7610.0;0.0;0.0;0.0;0.0;0.0;0.0;117360.0;9660.0;107700.0;50430.0;49660.0;7610.0
51;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2013/'14;114380.0;8050.0;106340.0;52760.0;45610.0;7970.0;0.0;0.0;0.0;0.0;0.0;0.0;114380.0;8050.0;106340.0;52760.0;45610.0;7970.0
52;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2014/'15;117920.0;12970.0;104950.0;60070.0;39100.0;5780.0;0.0;0.0;0.0;0.0;0.0;0.0;117920.0;12970.0;104950.0;60070.0;39100.0;5780.0
53;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Direct na schoolverlaten;2015/'16;109810.0;14300.0;95510.0;58400.0;33060.0;4060.0;0.0;0.0;0.0;0.0;0.0;0.0;109810.0;14300.0;95510.0;58400.0;33060.0;4060.0
54;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2007/'08;103120.0;12580.0;90540.0;45370.0;40190.0;4990.0;1810.0;620.0;1190.0;660.0;450.0;90.0;101320.0;11970.0;89350.0;44710.0;39740.0;4900.0
55;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2008/'09;105070.0;12330.0;92730.0;42790.0;44380.0;5560.0;1650.0;540.0;1120.0;520.0;510.0;80.0;103410.0;11800.0;91620.0;42270.0;43860.0;5480.0
56;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2009/'10;113090.0;13000.0;100090.0;45240.0;48730.0;6130.0;1510.0;610.0;900.0;430.0;380.0;90.0;111580.0;12390.0;99190.0;44810.0;48350.0;6040.0
57;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2010/'11;121590.0;13300.0;108290.0;48590.0;50160.0;9530.0;880.0;40.0;840.0;400.0;350.0;90.0;120710.0;13260.0;107450.0;48190.0;49810.0;9440.0
58;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2011/'12;125350.0;14360.0;110990.0;51210.0;51670.0;8110.0;800.0;40.0;760.0;320.0;370.0;70.0;124550.0;14320.0;110230.0;50890.0;51300.0;8030.0
59;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2012/'13;117890.0;9680.0;108210.0;50700.0;49850.0;7660.0;530.0;10.0;510.0;270.0;190.0;50.0;117360.0;9660.0;107700.0;50430.0;49660.0;7610.0
60;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2013/'14;114830.0;8070.0;106760.0;53010.0;45740.0;8020.0;450.0;30.0;420.0;250.0;130.0;50.0;114380.0;8050.0;106340.0;52760.0;45610.0;7970.0
61;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2014/'15;118230.0;12990.0;105240.0;60250.0;39180.0;5810.0;310.0;20.0;290.0;180.0;80.0;30.0;117920.0;12970.0;104950.0;60070.0;39100.0;5780.0
62;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Een jaar na schoolverlaten;2015/'16;;;;;;;;;;;;;;;;;;
63;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2007/'08;105220.0;13250.0;91970.0;46170.0;40740.0;5070.0;3900.0;1280.0;2620.0;1460.0;1000.0;170.0;101320.0;11970.0;89350.0;44710.0;39740.0;4900.0
64;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2008/'09;106780.0;12820.0;93960.0;43460.0;44870.0;5630.0;3360.0;1020.0;2340.0;1190.0;1010.0;150.0;103410.0;11800.0;91620.0;42270.0;43860.0;5480.0
65;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2009/'10;114920.0;13530.0;101390.0;45980.0;49210.0;6210.0;3340.0;1140.0;2200.0;1170.0;860.0;170.0;111580.0;12390.0;99190.0;44810.0;48350.0;6040.0
66;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2010/'11;123120.0;13670.0;109450.0;49320.0;50540.0;9600.0;2410.0;410.0;2000.0;1120.0;720.0;160.0;120710.0;13260.0;107450.0;48190.0;49810.0;9440.0
67;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2011/'12;126810.0;14710.0;112110.0;51910.0;52040.0;8160.0;2260.0;380.0;1880.0;1020.0;740.0;130.0;124550.0;14320.0;110230.0;50890.0;51300.0;8030.0
68;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2012/'13;119010.0;9880.0;109130.0;51350.0;50080.0;7700.0;1650.0;220.0;1440.0;920.0;420.0;90.0;117360.0;9660.0;107700.0;50430.0;49660.0;7610.0
69;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2013/'14;115880.0;8310.0;107570.0;53590.0;45930.0;8050.0;1490.0;260.0;1230.0;830.0;320.0;80.0;114380.0;8050.0;106340.0;52760.0;45610.0;7970.0
70;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2014/'15;;;;;;;;;;;;;;;;;;
71;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Twee jaar na schoolverlaten;2015/'16;;;;;;;;;;;;;;;;;;
72;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2007/'08;108050.0;14060.0;93990.0;47490.0;41380.0;5120.0;6730.0;2090.0;4640.0;2780.0;1630.0;220.0;101320.0;11970.0;89350.0;44710.0;39740.0;4900.0
73;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2008/'09;109390.0;13480.0;95920.0;44610.0;45630.0;5680.0;5980.0;1680.0;4300.0;2330.0;1770.0;200.0;103410.0;11800.0;91620.0;42270.0;43860.0;5480.0
74;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2009/'10;117570.0;14190.0;103380.0;47220.0;49890.0;6270.0;5990.0;1800.0;4190.0;2410.0;1550.0;230.0;111580.0;12390.0;99190.0;44810.0;48350.0;6040.0
75;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2010/'11;125700.0;14320.0;111380.0;50660.0;51060.0;9670.0;4990.0;1050.0;3940.0;2460.0;1250.0;230.0;120710.0;13260.0;107450.0;48190.0;49810.0;9440.0
76;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2011/'12;129200.0;15340.0;113860.0;53180.0;52470.0;8210.0;4650.0;1020.0;3630.0;2290.0;1170.0;180.0;124550.0;14320.0;110230.0;50890.0;51300.0;8030.0
77;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2012/'13;120860.0;10240.0;110620.0;52460.0;50430.0;7740.0;3500.0;570.0;2930.0;2020.0;770.0;130.0;117360.0;9660.0;107700.0;50430.0;49660.0;7610.0
78;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2013/'14;;;;;;;;;;;;;;;;;;
79;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2014/'15;;;;;;;;;;;;;;;;;;
80;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Drie jaar na schoolverlaten;2015/'16;;;;;;;;;;;;;;;;;;
81;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2007/'08;113330.0;15670.0;97660.0;49910.0;42540.0;5210.0;12010.0;3700.0;8300.0;5200.0;2800.0;310.0;101320.0;11970.0;89350.0;44710.0;39740.0;4900.0
82;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2008/'09;114180.0;14860.0;99310.0;46790.0;46750.0;5770.0;10760.0;3070.0;7700.0;4520.0;2890.0;290.0;103410.0;11800.0;91620.0;42270.0;43860.0;5480.0
83;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2009/'10;122360.0;15740.0;106620.0;49460.0;50810.0;6350.0;10770.0;3350.0;7420.0;4650.0;2460.0;320.0;111580.0;12390.0;99190.0;44810.0;48350.0;6040.0
84;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2010/'11;130280.0;15780.0;114490.0;52900.0;51840.0;9760.0;9570.0;2520.0;7050.0;4710.0;2020.0;320.0;120710.0;13260.0;107450.0;48190.0;49810.0;9440.0
85;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2011/'12;;;;;;;;;;;;;;;;;;
86;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2012/'13;;;;;;;;;;;;;;;;;;
87;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2013/'14;;;;;;;;;;;;;;;;;;
88;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2014/'15;;;;;;;;;;;;;;;;;;
89;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Met startkwalificatie;Vijf jaar na schoolverlaten;2015/'16;;;;;;;;;;;;;;;;;;
90;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2007/'08;71480.0;15140.0;56350.0;29170.0;24730.0;2450.0;71480.0;15140.0;56350.0;29170.0;24730.0;2450.0;;;;;;
91;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2008/'09;64270.0;13170.0;51090.0;24450.0;24660.0;1980.0;64270.0;13170.0;51090.0;24450.0;24660.0;1980.0;;;;;;
92;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2009/'10;65350.0;13450.0;51900.0;25210.0;24410.0;2280.0;65350.0;13450.0;51900.0;25210.0;24410.0;2280.0;;;;;;
93;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2010/'11;66640.0;12760.0;53880.0;25860.0;24680.0;3350.0;66640.0;12760.0;53880.0;25860.0;24680.0;3350.0;;;;;;
94;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2011/'12;60360.0;12960.0;47400.0;23850.0;21490.0;2070.0;60360.0;12960.0;47400.0;23850.0;21490.0;2070.0;;;;;;
95;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2012/'13;48200.0;7240.0;40960.0;21430.0;17660.0;1860.0;48200.0;7240.0;40960.0;21430.0;17660.0;1860.0;;;;;;
96;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2013/'14;43880.0;7160.0;36730.0;20840.0;13870.0;2020.0;43880.0;7160.0;36730.0;20840.0;13870.0;2020.0;;;;;;
97;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2014/'15;36590.0;7250.0;29340.0;20150.0;7810.0;1380.0;36590.0;7250.0;29340.0;20150.0;7810.0;1380.0;;;;;;
98;Totaal mannen en vrouwen;10000;Totaal schoolverlaters ;Zonder startkwalificatie;Direct na schoolverlaten;2015/'16;34760.0;7710.0;27050.0;18910.0;7060.0;1080.0;34760.0;7710.0;27050.0;18910.0;7060.0;1080.0;;;;;;
