ID;IndicatieGrondslag;LeveringsvormZorg;Zorgzwaartepakket;Perioden;PersonenMetIndicatieOpPeildatum_1;PersonenMetIndicatieOpPeildatum_2
45;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2015;10905.0;0.06
46;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2016;7395.0;0.04
47;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2017;4885.0;0.03
48;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2018;3080.0;0.02
49;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2019;2055.0;0.01
50;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2020;1270.0;0.01
51;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2021;835.0;0.0
52;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2022;555.0;0.0
53;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VV Beschut wonen met begeleidin..;2023;375.0;0.0
54;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2015;31310.0;0.18
55;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2016;31785.0;0.19
56;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2017;32680.0;0.19
57;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2018;34995.0;0.2
58;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2019;36025.0;0.21
59;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2020;33595.0;0.19
60;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2021;33145.0;0.19
61;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2022;33210.0;0.19
62;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VV Beschut wonen met intensieve..;2023;30115.0;0.17
63;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2015;62500.0;0.37
64;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2016;66340.0;0.39
65;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2017;69670.0;0.41
66;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2018;74660.0;0.43
67;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2019;81005.0;0.47
68;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2020;84750.0;0.49
69;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2021;88155.0;0.5
70;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2022;93430.0;0.52
71;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VV Beschermd wonen met intensie..;2023;98435.0;0.55
72;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2015;27425.0;0.16
73;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2016;29005.0;0.17
74;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2017;29750.0;0.17
75;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2018;31265.0;0.18
76;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2019;33105.0;0.19
77;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2020;35330.0;0.2
78;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2021;37955.0;0.22
79;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2022;41445.0;0.23
80;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VV Beschermd wonen met intensie..;2023;45110.0;0.25
81;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2015;13670.0;0.08
82;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2016;12560.0;0.07
83;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2017;11700.0;0.07
84;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2018;11070.0;0.06
85;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2019;11520.0;0.07
86;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2020;11905.0;0.07
87;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2021;12920.0;0.07
88;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2022;13740.0;0.08
89;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VV Beschermd wonen met zeer int..;2023;15515.0;0.09
90;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2015;2330.0;0.01
91;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2016;2360.0;0.01
92;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2017;2515.0;0.01
93;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2018;2565.0;0.01
94;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2019;2690.0;0.02
95;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2020;2910.0;0.02
96;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2021;3085.0;0.02
97;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2022;3155.0;0.02
98;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VV Beschermd wonen met zeer int..;2023;3160.0;0.02
99;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2015;;
100;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2016;;
101;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2017;;
102;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2018;;
103;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2019;;
104;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2020;;
105;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2021;;
106;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2022;;
107;Totaal personen;Totaal leveringsvorm zorg;zzp 9 VV Herstelgerichte behandeling ..;2023;;
108;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2015;680.0;0.0
109;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2016;840.0;0.0
110;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2017;1030.0;0.01
111;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2018;1190.0;0.01
112;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2019;1335.0;0.01
113;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2020;1310.0;0.01
114;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2021;1425.0;0.01
115;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2022;1390.0;0.01
116;Totaal personen;Totaal leveringsvorm zorg;zzp 9b VV Herstelgerichte behandeling..;2023;1450.0;0.01
117;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2015;340.0;0.0
118;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2016;280.0;0.0
119;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2017;270.0;0.0
120;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2018;75.0;0.0
121;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2019;35.0;0.0
122;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2020;20.0;0.0
123;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2021;15.0;0.0
124;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2022;5.0;0.0
125;Totaal personen;Totaal leveringsvorm zorg;zzp 10 VV Beschermd verblijf met inte..;2023;5.0;0.0
126;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2015;113210.0;0.67
127;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2016;119625.0;0.7
128;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2017;128430.0;0.75
129;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2018;130420.0;0.76
130;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2019;132485.0;0.76
131;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2020;134955.0;0.77
132;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2021;137590.0;0.78
133;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2022;140030.0;0.79
134;Totaal personen;Totaal leveringsvorm zorg;Totaal zzp Gehandicaptenzorg (GHZ);2023;142130.0;0.79
135;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2015;670.0;0.0
136;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2016;615.0;0.0
137;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2017;595.0;0.0
138;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2018;625.0;0.0
139;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2019;620.0;0.0
140;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2020;590.0;0.0
141;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2021;550.0;0.0
142;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2022;520.0;0.0
143;Totaal personen;Totaal leveringsvorm zorg;zzp 1 VG Wonen met enige begeleiding..;2023;495.0;0.0
144;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2015;5375.0;0.03
145;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2016;4825.0;0.03
146;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2017;4605.0;0.03
147;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2018;4445.0;0.03
148;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2019;4210.0;0.02
149;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2020;4020.0;0.02
150;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2021;3750.0;0.02
151;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2022;3520.0;0.02
152;Totaal personen;Totaal leveringsvorm zorg;zzp 2 VG Wonen met begeleiding..;2023;3325.0;0.02
153;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2015;22395.0;0.13
154;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2016;23845.0;0.14
155;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2017;24405.0;0.14
156;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2018;24880.0;0.14
157;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2019;25215.0;0.14
158;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2020;25545.0;0.15
159;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2021;25885.0;0.15
160;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2022;25965.0;0.15
161;Totaal personen;Totaal leveringsvorm zorg;zzp 3 VG Wonen met begeleiding en ver..;2023;25725.0;0.14
162;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2015;12505.0;0.07
163;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2016;14335.0;0.08
164;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2017;15990.0;0.09
165;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2018;16470.0;0.1
166;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2019;16925.0;0.1
167;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2020;17330.0;0.1
168;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2021;17935.0;0.1
169;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2022;18420.0;0.1
170;Totaal personen;Totaal leveringsvorm zorg;zzp 4 VG Wonen met begeleiding en int..;2023;18825.0;0.1
171;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2015;10115.0;0.06
172;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2016;11270.0;0.07
173;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2017;13210.0;0.08
174;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2018;13535.0;0.08
175;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2019;13820.0;0.08
176;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2020;14215.0;0.08
177;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2021;14675.0;0.08
178;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2022;15300.0;0.09
179;Totaal personen;Totaal leveringsvorm zorg;zzp 5 VG Wonen met intensieve begelei..;2023;15955.0;0.09
180;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2015;22180.0;0.13
181;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2016;23610.0;0.14
182;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2017;25515.0;0.15
183;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2018;26080.0;0.15
184;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2019;26735.0;0.15
185;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2020;27565.0;0.16
186;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2021;28395.0;0.16
187;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2022;29265.0;0.16
188;Totaal personen;Totaal leveringsvorm zorg;zzp 6 VG Wonen met intensieve begelei..;2023;30055.0;0.17
189;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2015;12520.0;0.07
190;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2016;13225.0;0.08
191;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2017;13895.0;0.08
192;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2018;14580.0;0.08
193;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2019;15325.0;0.09
194;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2020;16035.0;0.09
195;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2021;16705.0;0.09
196;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2022;17285.0;0.1
197;Totaal personen;Totaal leveringsvorm zorg;zzp 7 VG (Besloten) wonen met zeer in..;2023;17935.0;0.1
198;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2015;6450.0;0.04
199;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2016;6915.0;0.04
200;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2017;8360.0;0.05
201;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2018;8300.0;0.05
202;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2019;8435.0;0.05
203;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2020;8525.0;0.05
204;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2021;8560.0;0.05
205;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2022;8535.0;0.05
206;Totaal personen;Totaal leveringsvorm zorg;zzp 8 VG Wonen met begeleiding en vol..;2023;8640.0;0.05
207;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2015;40.0;0.0
208;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2016;25.0;0.0
209;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2017;25.0;0.0
210;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2018;20.0;0.0
211;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2019;15.0;0.0
212;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2020;15.0;0.0
213;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2021;10.0;0.0
214;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2022;10.0;0.0
215;Totaal personen;Totaal leveringsvorm zorg;zzp 1 LVG Wonen met enige behandeling..;2023;15.0;0.0
216;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2015;590.0;0.0
217;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2016;510.0;0.0
218;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2017;490.0;0.0
219;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2018;500.0;0.0
220;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2019;475.0;0.0
221;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2020;405.0;0.0
222;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2021;345.0;0.0
223;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2022;290.0;0.0
224;Totaal personen;Totaal leveringsvorm zorg;zzp 2 LVG Wonen met behandeling en be..;2023;245.0;0.0
225;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2015;1320.0;0.01
226;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2016;1120.0;0.01
227;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2017;1070.0;0.01
228;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2018;1065.0;0.01
229;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2019;985.0;0.01
230;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2020;960.0;0.01
231;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2021;850.0;0.0
232;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2022;780.0;0.0
233;Totaal personen;Totaal leveringsvorm zorg;zzp 3 LVG Wonen met intensieve behand..;2023;740.0;0.0
234;Totaal personen;Totaal leveringsvorm zorg;zzp 4 LVG Wonen met zeer intensieve b..;2015;375.0;0.0
235;Totaal personen;Totaal leveringsvorm zorg;zzp 4 LVG Wonen met zeer intensieve b..;2016;280.0;0.0
236;Totaal personen;Totaal leveringsvorm zorg;zzp 4 LVG Wonen met zeer intensieve b..;2017;275.0;0.0
237;Totaal personen;Totaal leveringsvorm zorg;zzp 4 LVG Wonen met zeer intensieve b..;2018;275.0;0.0
238;Totaal personen;Totaal leveringsvorm zorg;zzp 4 LVG Wonen met zeer intensieve b..;2019;295.0;0.0
239;Totaal personen;Totaal leveringsvorm zorg;zzp 4 LVG Wonen met zeer intensieve b..;2020;295.0;0.0
