ID;Zorgaanbieders;Zorgfinanciering;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
118;Totaal aanbieders gezondheidszorg;HF121a: Wlz, AWBZ;2016;14363.0
119;Totaal aanbieders gezondheidszorg;HF121a: Wlz, AWBZ;2017;14986.0
120;Totaal aanbieders gezondheidszorg;HF121a: Wlz, AWBZ;2018;15801.0
121;Totaal aanbieders gezondheidszorg;HF121a: Wlz, AWBZ;2019;17741.0
122;Totaal aanbieders gezondheidszorg;HF121a: Wlz, AWBZ;2020;19566.0
123;Totaal aanbieders gezondheidszorg;HF121a: Wlz, AWBZ;2021;21069.0
124;Totaal aanbieders gezondheidszorg;HF121a: Wlz, AWBZ;2022;22334.0
125;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;1998;11287.0
126;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;1999;11768.0
127;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2000;12533.0
128;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2001;14091.0
129;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2002;15521.0
130;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2003;16556.0
131;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2004;16645.0
132;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2005;17130.0
133;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2006;
134;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2007;
135;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2008;
136;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2009;
137;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2010;
138;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2011;
139;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2012;
140;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2013;
141;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2014;
142;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2015;
143;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2016;
144;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2017;
145;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2018;
146;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2019;
147;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2020;
148;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2021;
149;Totaal aanbieders gezondheidszorg;HF121b: Ziekenfonds;2022;
150;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;1998;
151;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;1999;
152;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2000;
153;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2001;
154;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2002;
155;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2003;
156;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2004;
157;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2005;
158;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2006;25953.0
159;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2007;27605.0
160;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2008;31120.0
161;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2009;32815.0
162;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2010;34340.0
163;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2011;34609.0
164;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2012;34149.0
165;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2013;34709.0
166;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2014;35376.0
167;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2015;39260.0
168;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2016;40240.0
169;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2017;41364.0
170;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2018;42931.0
171;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2019;45133.0
172;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2020;46548.0
173;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2021;48286.0
174;Totaal aanbieders gezondheidszorg;HF122: Zorgverzekeringswet;2022;49997.0
175;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;1998;9452.0
176;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;1999;10321.0
177;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2000;10785.0
178;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2001;11794.0
179;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2002;13012.0
180;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2003;13857.0
181;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2004;15143.0
182;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2005;15824.0
183;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2006;8626.0
184;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2007;8927.0
185;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2008;10402.0
186;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2009;10503.0
187;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2010;10791.0
188;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2011;11539.0
189;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2012;12310.0
190;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2013;13178.0
191;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2014;13427.0
192;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2015;13264.0
193;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2016;13717.0
194;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2017;13663.0
195;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2018;13878.0
196;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2019;14180.0
197;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2020;13441.0
198;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2021;14600.0
199;Totaal aanbieders gezondheidszorg;Vrijwillige financiering, eigen betaling;2022;15268.0
200;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;1998;6018.0
201;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;1999;6676.0
202;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2000;6942.0
203;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2001;7730.0
204;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2002;8758.0
205;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2003;9396.0
206;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2004;10339.0
207;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2005;10871.0
208;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2006;4206.0
209;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2007;4505.0
210;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2008;4444.0
211;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2009;4840.0
212;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2010;4887.0
213;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2011;5228.0
214;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2012;5366.0
215;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2013;5116.0
216;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2014;5204.0
217;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2015;5223.0
218;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2016;5495.0
219;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2017;5419.0
220;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2018;5509.0
221;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2019;5586.0
222;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2020;5144.0
223;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2021;5526.0
224;Totaal aanbieders gezondheidszorg;HF2: Vrijwillige financieringsvormen;2022;5564.0
225;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;1998;5353.0
226;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;1999;5906.0
227;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2000;6163.0
228;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2001;6901.0
229;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2002;7913.0
230;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2003;8541.0
231;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2004;9490.0
232;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2005;9990.0
233;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2006;3407.0
234;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2007;3656.0
235;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2008;3668.0
236;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2009;3943.0
237;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2010;3986.0
238;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2011;4337.0
239;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2012;4452.0
240;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2013;4251.0
241;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2014;4303.0
242;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2015;4225.0
243;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2016;4464.0
244;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2017;4356.0
245;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2018;4360.0
246;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2019;4357.0
247;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2020;3848.0
248;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2021;4120.0
249;Totaal aanbieders gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2022;4130.0
250;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;1998;0.0
251;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;1999;0.0
252;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2000;0.0
253;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2001;0.0
254;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2002;0.0
255;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2003;0.0
256;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2004;0.0
257;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2005;0.0
258;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2006;0.0
259;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2007;0.0
260;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2008;0.0
261;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2009;0.0
262;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2010;0.0
263;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2011;0.0
264;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2012;0.0
265;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2013;0.0
266;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2014;0.0
267;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2015;0.0
268;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2016;0.0
269;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2017;0.0
270;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2018;0.0
271;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2019;0.0
272;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2020;0.0
273;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2021;0.0
274;Totaal aanbieders gezondheidszorg;HF22: Financiering door IZWH;2022;0.0
275;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;1998;665.0
276;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;1999;770.0
277;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2000;779.0
278;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2001;829.0
279;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2002;845.0
280;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2003;855.0
281;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2004;850.0
282;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2005;881.0
283;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2006;799.0
284;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2007;849.0
285;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2008;775.0
286;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2009;897.0
287;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2010;901.0
288;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2011;890.0
289;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2012;914.0
290;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2013;865.0
291;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2014;901.0
292;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2015;999.0
293;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2016;1031.0
294;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2017;1063.0
295;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2018;1149.0
296;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2019;1229.0
297;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2020;1296.0
298;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2021;1406.0
299;Totaal aanbieders gezondheidszorg;HF23: Financiering door ondernemingen;2022;1435.0
300;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;1998;3434.0
301;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;1999;3645.0
302;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2000;3843.0
303;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2001;4065.0
304;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2002;4253.0
305;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2003;4461.0
306;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2004;4803.0
307;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2005;4954.0
308;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2006;4420.0
309;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2007;4422.0
310;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2008;5958.0
311;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2009;5663.0
312;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2010;5904.0
313;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2011;6311.0
314;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2012;6944.0
315;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2013;8063.0
316;Totaal aanbieders gezondheidszorg;HF3: Eigen betalingen;2014;8223.0
