ID;Huishoudinkomen;VerdachtenNaarSoortMisdrijf;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
61;Laag huishoudinkomen;Overige misdrijven;2000;2470;1
62;Laag huishoudinkomen;Overige misdrijven;2001;2600;1
63;Laag huishoudinkomen;Overige misdrijven;2002;3170;1
64;Laag huishoudinkomen;Overige misdrijven;2003;3930;1
65;Laag huishoudinkomen;Overige misdrijven;2004;4380;1
66;Laag huishoudinkomen;Overige misdrijven;2005;4450;1
67;Laag huishoudinkomen;Overige misdrijven;2006;4120;1
68;Laag huishoudinkomen;Overige misdrijven;2007;3980;1
69;Laag huishoudinkomen;Overige misdrijven;2008;3620;1
70;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;1999;11440;3
71;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2000;11070;3
72;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2001;11600;3
73;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2002;13550;4
74;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2003;15340;4
75;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2004;17670;5
76;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2005;18470;5
77;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2006;18350;5
78;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2007;18490;5
79;Laag huishoudinkomen;Verdachten van meer soorten misdrijven;2008;16780;4
80;Midden huishoudinkomen;Totaal verdachten van misdrijven;1999;43790;8
81;Midden huishoudinkomen;Totaal verdachten van misdrijven;2000;43840;8
82;Midden huishoudinkomen;Totaal verdachten van misdrijven;2001;47910;8
83;Midden huishoudinkomen;Totaal verdachten van misdrijven;2002;52340;9
84;Midden huishoudinkomen;Totaal verdachten van misdrijven;2003;58720;10
85;Midden huishoudinkomen;Totaal verdachten van misdrijven;2004;63260;11
86;Midden huishoudinkomen;Totaal verdachten van misdrijven;2005;67240;12
87;Midden huishoudinkomen;Totaal verdachten van misdrijven;2006;71040;12
88;Midden huishoudinkomen;Totaal verdachten van misdrijven;2007;73500;13
89;Midden huishoudinkomen;Totaal verdachten van misdrijven;2008;68570;12
90;Midden huishoudinkomen;Vermogensmisdrijven;1999;9740;2
91;Midden huishoudinkomen;Vermogensmisdrijven;2000;9300;2
92;Midden huishoudinkomen;Vermogensmisdrijven;2001;9670;2
93;Midden huishoudinkomen;Vermogensmisdrijven;2002;9960;2
94;Midden huishoudinkomen;Vermogensmisdrijven;2003;10720;2
95;Midden huishoudinkomen;Vermogensmisdrijven;2004;11150;2
96;Midden huishoudinkomen;Vermogensmisdrijven;2005;11640;2
97;Midden huishoudinkomen;Vermogensmisdrijven;2006;12420;2
98;Midden huishoudinkomen;Vermogensmisdrijven;2007;12460;2
99;Midden huishoudinkomen;Vermogensmisdrijven;2008;12150;2
100;Midden huishoudinkomen;Vernieling en openbare orde;1999;4370;1
101;Midden huishoudinkomen;Vernieling en openbare orde;2000;4580;1
102;Midden huishoudinkomen;Vernieling en openbare orde;2001;5150;1
103;Midden huishoudinkomen;Vernieling en openbare orde;2002;5900;1
104;Midden huishoudinkomen;Vernieling en openbare orde;2003;6540;1
105;Midden huishoudinkomen;Vernieling en openbare orde;2004;7270;1
106;Midden huishoudinkomen;Vernieling en openbare orde;2005;8030;1
107;Midden huishoudinkomen;Vernieling en openbare orde;2006;8470;1
108;Midden huishoudinkomen;Vernieling en openbare orde;2007;8830;2
109;Midden huishoudinkomen;Vernieling en openbare orde;2008;7950;1
110;Midden huishoudinkomen;Geweldsmisdrijven;1999;7030;1
111;Midden huishoudinkomen;Geweldsmisdrijven;2000;7290;1
112;Midden huishoudinkomen;Geweldsmisdrijven;2001;8670;2
113;Midden huishoudinkomen;Geweldsmisdrijven;2002;9740;2
114;Midden huishoudinkomen;Geweldsmisdrijven;2003;11230;2
115;Midden huishoudinkomen;Geweldsmisdrijven;2004;12640;2
116;Midden huishoudinkomen;Geweldsmisdrijven;2005;14160;2
117;Midden huishoudinkomen;Geweldsmisdrijven;2006;15200;3
118;Midden huishoudinkomen;Geweldsmisdrijven;2007;16060;3
119;Midden huishoudinkomen;Geweldsmisdrijven;2008;15300;3
120;Midden huishoudinkomen;Verkeersmisdrijven;1999;13980;3
121;Midden huishoudinkomen;Verkeersmisdrijven;2000;14170;3
122;Midden huishoudinkomen;Verkeersmisdrijven;2001;15060;3
123;Midden huishoudinkomen;Verkeersmisdrijven;2002;15950;3
124;Midden huishoudinkomen;Verkeersmisdrijven;2003;17560;3
125;Midden huishoudinkomen;Verkeersmisdrijven;2004;17360;3
126;Midden huishoudinkomen;Verkeersmisdrijven;2005;17990;3
127;Midden huishoudinkomen;Verkeersmisdrijven;2006;18870;3
128;Midden huishoudinkomen;Verkeersmisdrijven;2007;19500;3
129;Midden huishoudinkomen;Verkeersmisdrijven;2008;18140;3
130;Midden huishoudinkomen;Drugsmisdrijven;1999;930;0
131;Midden huishoudinkomen;Drugsmisdrijven;2000;900;0
132;Midden huishoudinkomen;Drugsmisdrijven;2001;1150;0
133;Midden huishoudinkomen;Drugsmisdrijven;2002;1340;0
134;Midden huishoudinkomen;Drugsmisdrijven;2003;1650;0
135;Midden huishoudinkomen;Drugsmisdrijven;2004;2040;0
136;Midden huishoudinkomen;Drugsmisdrijven;2005;2160;0
137;Midden huishoudinkomen;Drugsmisdrijven;2006;2340;0
138;Midden huishoudinkomen;Drugsmisdrijven;2007;2470;0
139;Midden huishoudinkomen;Drugsmisdrijven;2008;2180;0
140;Midden huishoudinkomen;Overige misdrijven;1999;2300;0
141;Midden huishoudinkomen;Overige misdrijven;2000;2240;0
142;Midden huishoudinkomen;Overige misdrijven;2001;2420;0
143;Midden huishoudinkomen;Overige misdrijven;2002;2930;1
144;Midden huishoudinkomen;Overige misdrijven;2003;3570;1
145;Midden huishoudinkomen;Overige misdrijven;2004;3960;1
146;Midden huishoudinkomen;Overige misdrijven;2005;4030;1
147;Midden huishoudinkomen;Overige misdrijven;2006;3930;1
148;Midden huishoudinkomen;Overige misdrijven;2007;3820;1
149;Midden huishoudinkomen;Overige misdrijven;2008;3450;1
150;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;1999;5440;1
151;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2000;5360;1
152;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2001;5790;1
153;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2002;6530;1
154;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2003;7460;1
155;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2004;8830;2
156;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2005;9230;2
157;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2006;9810;2
158;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2007;10360;2
159;Midden huishoudinkomen;Verdachten van meer soorten misdrijven;2008;9410;2
160;Hoog huishoudinkomen;Totaal verdachten van misdrijven;1999;23900;7
161;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2000;24850;7
162;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2001;26460;7
163;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2002;29150;8
164;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2003;32500;9
165;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2004;34870;9
166;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2005;35770;10
167;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2006;37520;10
168;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2007;39730;10
169;Hoog huishoudinkomen;Totaal verdachten van misdrijven;2008;36950;10
170;Hoog huishoudinkomen;Vermogensmisdrijven;1999;3980;1
171;Hoog huishoudinkomen;Vermogensmisdrijven;2000;3960;1
172;Hoog huishoudinkomen;Vermogensmisdrijven;2001;4010;1
173;Hoog huishoudinkomen;Vermogensmisdrijven;2002;4180;1
174;Hoog huishoudinkomen;Vermogensmisdrijven;2003;4410;1
175;Hoog huishoudinkomen;Vermogensmisdrijven;2004;4730;1
176;Hoog huishoudinkomen;Vermogensmisdrijven;2005;4600;1
177;Hoog huishoudinkomen;Vermogensmisdrijven;2006;4810;1
178;Hoog huishoudinkomen;Vermogensmisdrijven;2007;4910;1
179;Hoog huishoudinkomen;Vermogensmisdrijven;2008;4800;1
180;Hoog huishoudinkomen;Vernieling en openbare orde;1999;3030;1
181;Hoog huishoudinkomen;Vernieling en openbare orde;2000;3250;1
182;Hoog huishoudinkomen;Vernieling en openbare orde;2001;3580;1
183;Hoog huishoudinkomen;Vernieling en openbare orde;2002;4100;1
184;Hoog huishoudinkomen;Vernieling en openbare orde;2003;4470;1
185;Hoog huishoudinkomen;Vernieling en openbare orde;2004;5020;1
186;Hoog huishoudinkomen;Vernieling en openbare orde;2005;5310;1
187;Hoog huishoudinkomen;Vernieling en openbare orde;2006;5450;1
188;Hoog huishoudinkomen;Vernieling en openbare orde;2007;6110;2
189;Hoog huishoudinkomen;Vernieling en openbare orde;2008;5430;1
190;Hoog huishoudinkomen;Geweldsmisdrijven;1999;3400;1
191;Hoog huishoudinkomen;Geweldsmisdrijven;2000;3730;1
192;Hoog huishoudinkomen;Geweldsmisdrijven;2001;4040;1
193;Hoog huishoudinkomen;Geweldsmisdrijven;2002;4610;1
194;Hoog huishoudinkomen;Geweldsmisdrijven;2003;5180;1
195;Hoog huishoudinkomen;Geweldsmisdrijven;2004;5690;2
196;Hoog huishoudinkomen;Geweldsmisdrijven;2005;6240;2
197;Hoog huishoudinkomen;Geweldsmisdrijven;2006;6620;2
198;Hoog huishoudinkomen;Geweldsmisdrijven;2007;7110;2
199;Hoog huishoudinkomen;Geweldsmisdrijven;2008;6760;2
200;Hoog huishoudinkomen;Verkeersmisdrijven;1999;8980;3
201;Hoog huishoudinkomen;Verkeersmisdrijven;2000;9120;3
202;Hoog huishoudinkomen;Verkeersmisdrijven;2001;9780;3
203;Hoog huishoudinkomen;Verkeersmisdrijven;2002;10550;3
204;Hoog huishoudinkomen;Verkeersmisdrijven;2003;11410;3
205;Hoog huishoudinkomen;Verkeersmisdrijven;2004;11570;3
206;Hoog huishoudinkomen;Verkeersmisdrijven;2005;11650;3
207;Hoog huishoudinkomen;Verkeersmisdrijven;2006;12470;3
208;Hoog huishoudinkomen;Verkeersmisdrijven;2007;13170;3
209;Hoog huishoudinkomen;Verkeersmisdrijven;2008;12410;3
210;Hoog huishoudinkomen;Drugsmisdrijven;1999;380;0
211;Hoog huishoudinkomen;Drugsmisdrijven;2000;420;0
212;Hoog huishoudinkomen;Drugsmisdrijven;2001;530;0
213;Hoog huishoudinkomen;Drugsmisdrijven;2002;580;0
214;Hoog huishoudinkomen;Drugsmisdrijven;2003;800;0
215;Hoog huishoudinkomen;Drugsmisdrijven;2004;860;0
216;Hoog huishoudinkomen;Drugsmisdrijven;2005;940;0
217;Hoog huishoudinkomen;Drugsmisdrijven;2006;1090;0
218;Hoog huishoudinkomen;Drugsmisdrijven;2007;1190;0
219;Hoog huishoudinkomen;Drugsmisdrijven;2008;1080;0
220;Hoog huishoudinkomen;Overige misdrijven;1999;1650;0
221;Hoog huishoudinkomen;Overige misdrijven;2000;1820;1
222;Hoog huishoudinkomen;Overige misdrijven;2001;1890;1
223;Hoog huishoudinkomen;Overige misdrijven;2002;2220;1
224;Hoog huishoudinkomen;Overige misdrijven;2003;2700;1
225;Hoog huishoudinkomen;Overige misdrijven;2004;3110;1
226;Hoog huishoudinkomen;Overige misdrijven;2005;2920;1
227;Hoog huishoudinkomen;Overige misdrijven;2006;2820;1
228;Hoog huishoudinkomen;Overige misdrijven;2007;2670;1
229;Hoog huishoudinkomen;Overige misdrijven;2008;2430;1
230;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;1999;2480;1
231;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2000;2560;1
232;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2001;2620;1
233;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2002;2920;1
234;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2003;3530;1
235;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2004;3900;1
236;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2005;4110;1
237;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2006;4270;1
238;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2007;4570;1
239;Hoog huishoudinkomen;Verdachten van meer soorten misdrijven;2008;4040;1
240;Onbekend inkomen;Totaal verdachten van misdrijven;1999;10700;18
241;Onbekend inkomen;Totaal verdachten van misdrijven;2000;9380;17
242;Onbekend inkomen;Totaal verdachten van misdrijven;2001;10240;18
243;Onbekend inkomen;Totaal verdachten van misdrijven;2002;11400;20
244;Onbekend inkomen;Totaal verdachten van misdrijven;2003;12480;22
245;Onbekend inkomen;Totaal verdachten van misdrijven;2004;12770;23
246;Onbekend inkomen;Totaal verdachten van misdrijven;2005;13710;24
247;Onbekend inkomen;Totaal verdachten van misdrijven;2006;14240;23
248;Onbekend inkomen;Totaal verdachten van misdrijven;2007;10970;22
249;Onbekend inkomen;Totaal verdachten van misdrijven;2008;10140;21
250;Onbekend inkomen;Vermogensmisdrijven;1999;3590;6
251;Onbekend inkomen;Vermogensmisdrijven;2000;3100;6
252;Onbekend inkomen;Vermogensmisdrijven;2001;3230;6
253;Onbekend inkomen;Vermogensmisdrijven;2002;3400;6
254;Onbekend inkomen;Vermogensmisdrijven;2003;3530;6
255;Onbekend inkomen;Vermogensmisdrijven;2004;3310;6
256;Onbekend inkomen;Vermogensmisdrijven;2005;3510;6
257;Onbekend inkomen;Vermogensmisdrijven;2006;3510;6
258;Onbekend inkomen;Vermogensmisdrijven;2007;2740;5
259;Onbekend inkomen;Vermogensmisdrijven;2008;2700;6
260;Onbekend inkomen;Vernieling en openbare orde;1999;840;1
261;Onbekend inkomen;Vernieling en openbare orde;2000;770;1
262;Onbekend inkomen;Vernieling en openbare orde;2001;840;1
263;Onbekend inkomen;Vernieling en openbare orde;2002;960;2
264;Onbekend inkomen;Vernieling en openbare orde;2003;1120;2
265;Onbekend inkomen;Vernieling en openbare orde;2004;1140;2
266;Onbekend inkomen;Vernieling en openbare orde;2005;1330;2
267;Onbekend inkomen;Vernieling en openbare orde;2006;1410;2
268;Onbekend inkomen;Vernieling en openbare orde;2007;1140;2
269;Onbekend inkomen;Vernieling en openbare orde;2008;1030;2
270;Onbekend inkomen;Geweldsmisdrijven;1999;1350;2
271;Onbekend inkomen;Geweldsmisdrijven;2000;1270;2
272;Onbekend inkomen;Geweldsmisdrijven;2001;1540;3
273;Onbekend inkomen;Geweldsmisdrijven;2002;1690;3
274;Onbekend inkomen;Geweldsmisdrijven;2003;1970;3
275;Onbekend inkomen;Geweldsmisdrijven;2004;2200;4
276;Onbekend inkomen;Geweldsmisdrijven;2005;2480;4
277;Onbekend inkomen;Geweldsmisdrijven;2006;2750;4
278;Onbekend inkomen;Geweldsmisdrijven;2007;2030;4
279;Onbekend inkomen;Geweldsmisdrijven;2008;1980;4
280;Onbekend inkomen;Verkeersmisdrijven;1999;1580;3
281;Onbekend inkomen;Verkeersmisdrijven;2000;1530;3
282;Onbekend inkomen;Verkeersmisdrijven;2001;1540;3
283;Onbekend inkomen;Verkeersmisdrijven;2002;1720;3
284;Onbekend inkomen;Verkeersmisdrijven;2003;1810;3
285;Onbekend inkomen;Verkeersmisdrijven;2004;1720;3
286;Onbekend inkomen;Verkeersmisdrijven;2005;1870;3
287;Onbekend inkomen;Verkeersmisdrijven;2006;2120;3
288;Onbekend inkomen;Verkeersmisdrijven;2007;1530;3
289;Onbekend inkomen;Verkeersmisdrijven;2008;1250;3
290;Onbekend inkomen;Drugsmisdrijven;1999;370;1
291;Onbekend inkomen;Drugsmisdrijven;2000;290;1
292;Onbekend inkomen;Drugsmisdrijven;2001;340;1
293;Onbekend inkomen;Drugsmisdrijven;2002;430;1
294;Onbekend inkomen;Drugsmisdrijven;2003;530;1
295;Onbekend inkomen;Drugsmisdrijven;2004;570;1
296;Onbekend inkomen;Drugsmisdrijven;2005;530;1
297;Onbekend inkomen;Drugsmisdrijven;2006;570;1
298;Onbekend inkomen;Drugsmisdrijven;2007;430;1
299;Onbekend inkomen;Drugsmisdrijven;2008;350;1
300;Onbekend inkomen;Overige misdrijven;1999;330;1
301;Onbekend inkomen;Overige misdrijven;2000;330;1
302;Onbekend inkomen;Overige misdrijven;2001;390;1
303;Onbekend inkomen;Overige misdrijven;2002;440;1
304;Onbekend inkomen;Overige misdrijven;2003;490;1
305;Onbekend inkomen;Overige misdrijven;2004;590;1
306;Onbekend inkomen;Overige misdrijven;2005;620;1
307;Onbekend inkomen;Overige misdrijven;2006;610;1
308;Onbekend inkomen;Overige misdrijven;2007;460;1
309;Onbekend inkomen;Overige misdrijven;2008;370;1
310;Onbekend inkomen;Verdachten van meer soorten misdrijven;1999;2660;5
311;Onbekend inkomen;Verdachten van meer soorten misdrijven;2000;2090;4
312;Onbekend inkomen;Verdachten van meer soorten misdrijven;2001;2360;4
313;Onbekend inkomen;Verdachten van meer soorten misdrijven;2002;2750;5
314;Onbekend inkomen;Verdachten van meer soorten misdrijven;2003;3030;5
315;Onbekend inkomen;Verdachten van meer soorten misdrijven;2004;3240;6
316;Onbekend inkomen;Verdachten van meer soorten misdrijven;2005;3370;6
317;Onbekend inkomen;Verdachten van meer soorten misdrijven;2006;3280;5
318;Onbekend inkomen;Verdachten van meer soorten misdrijven;2007;2650;5
319;Onbekend inkomen;Verdachten van meer soorten misdrijven;2008;2460;5
