ID;Vervoerwijzen;Populatie;Marges;RegioS;Perioden;Vervoersprestatie_1
155;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;West-Nederland (LD);2023;87.4
156;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Nederland (LD);2018;43.4
157;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Nederland (LD);2019;42.6
158;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Nederland (LD);2020;30.2
159;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Nederland (LD);2021;32.7
160;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Nederland (LD);2022;37.8
161;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Nederland (LD);2023;40.7
162;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Groningen (PV);2018;7.0
163;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Groningen (PV);2019;7.1
164;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Groningen (PV);2020;4.8
165;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Groningen (PV);2021;5.6
166;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Groningen (PV);2022;6.2
167;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Groningen (PV);2023;6.0
168;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Friesland (PV);2018;8.7
169;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Friesland (PV);2019;8.9
170;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Friesland (PV);2020;6.1
171;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Friesland (PV);2021;6.7
172;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Friesland (PV);2022;7.6
173;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Friesland (PV);2023;7.7
174;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Drenthe (PV);2018;6.8
175;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Drenthe (PV);2019;6.2
176;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Drenthe (PV);2020;4.3
177;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Drenthe (PV);2021;5.0
178;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Drenthe (PV);2022;5.4
179;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Drenthe (PV);2023;6.0
180;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Overijssel (PV);2018;14.5
181;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Overijssel (PV);2019;14.5
182;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Overijssel (PV);2020;9.7
183;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Overijssel (PV);2021;10.8
184;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Overijssel (PV);2022;12.3
185;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Overijssel (PV);2023;13.1
186;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Flevoland (PV);2018;5.5
187;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Flevoland (PV);2019;5.4
188;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Flevoland (PV);2020;3.9
189;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Flevoland (PV);2021;4.4
190;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Flevoland (PV);2022;4.8
191;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Flevoland (PV);2023;5.1
192;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Gelderland (PV);2018;26.4
193;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Gelderland (PV);2019;26.4
194;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Gelderland (PV);2020;19.0
195;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Gelderland (PV);2021;20.9
196;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Gelderland (PV);2022;23.2
197;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Gelderland (PV);2023;24.7
198;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Utrecht (PV);2018;15.8
199;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Utrecht (PV);2019;17.6
200;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Utrecht (PV);2020;12.0
201;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Utrecht (PV);2021;13.0
202;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Utrecht (PV);2022;14.5
203;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Utrecht (PV);2023;15.9
204;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Holland (PV);2018;33.7
205;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Holland (PV);2019;31.6
206;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Holland (PV);2020;21.6
207;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Holland (PV);2021;24.3
208;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Holland (PV);2022;27.0
209;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Holland (PV);2023;28.4
210;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Holland (PV);2018;40.5
211;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Holland (PV);2019;41.1
212;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Holland (PV);2020;28.2
213;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Holland (PV);2021;31.6
214;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Holland (PV);2022;33.8
215;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zuid-Holland (PV);2023;37.2
216;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeeland (PV);2018;3.9
217;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeeland (PV);2019;4.3
218;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeeland (PV);2020;3.2
219;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeeland (PV);2021;3.8
220;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeeland (PV);2022;3.9
221;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeeland (PV);2023;3.9
222;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Brabant (PV);2018;30.8
223;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Brabant (PV);2019;30.4
224;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Brabant (PV);2020;21.1
225;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Brabant (PV);2021;23.0
226;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Brabant (PV);2022;26.8
227;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Noord-Brabant (PV);2023;29.6
228;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Limburg (PV);2018;12.0
229;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Limburg (PV);2019;11.5
230;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Limburg (PV);2020;8.7
231;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Limburg (PV);2021;9.1
232;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Limburg (PV);2022;10.4
233;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Limburg (PV);2023;10.5
234;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeer sterk stedelijk;2018;45.0
235;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeer sterk stedelijk;2019;44.4
236;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeer sterk stedelijk;2020;30.2
237;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeer sterk stedelijk;2021;35.1
238;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeer sterk stedelijk;2022;39.4
239;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Zeer sterk stedelijk;2023;42.4
240;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Sterk stedelijk;2018;64.0
241;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Sterk stedelijk;2019;64.3
242;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Sterk stedelijk;2020;44.6
243;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Sterk stedelijk;2021;49.1
244;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Sterk stedelijk;2022;54.4
245;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Sterk stedelijk;2023;58.0
246;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Matig stedelijk;2018;33.2
247;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Matig stedelijk;2019;33.9
248;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Matig stedelijk;2020;23.5
249;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Matig stedelijk;2021;24.5
250;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Matig stedelijk;2022;29.6
251;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Matig stedelijk;2023;32.4
252;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Weinig stedelijk;2018;50.0
253;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Weinig stedelijk;2019;48.5
254;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Weinig stedelijk;2020;34.3
255;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Weinig stedelijk;2021;39.2
256;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Weinig stedelijk;2022;42.7
257;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Weinig stedelijk;2023;44.0
258;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Niet stedelijk;2018;17.6
259;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Niet stedelijk;2019;18.5
260;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Niet stedelijk;2020;13.2
261;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Niet stedelijk;2021;13.8
262;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Niet stedelijk;2022;13.6
263;Totaal;Populatie: 6 jaar of ouder;Ondergrens 95%-interval;Niet stedelijk;2023;15.1
264;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Nederland;2018;221.6
265;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Nederland;2019;222.6
266;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Nederland;2020;154.7
267;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Nederland;2021;171.2
268;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Nederland;2022;190.0
269;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Nederland;2023;202.4
270;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Noord-Nederland (LD);2018;26.4
271;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Noord-Nederland (LD);2019;26.8
272;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Noord-Nederland (LD);2020;18.2
273;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Noord-Nederland (LD);2021;20.6
274;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Noord-Nederland (LD);2022;22.9
275;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Noord-Nederland (LD);2023;23.4
276;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Oost-Nederland (LD);2018;51.2
277;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Oost-Nederland (LD);2019;51.8
278;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Oost-Nederland (LD);2020;36.5
279;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Oost-Nederland (LD);2021;40.3
280;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Oost-Nederland (LD);2022;44.8
281;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;Oost-Nederland (LD);2023;47.3
282;Totaal;Populatie: 6 jaar of ouder;Bovengrens 95%-interval;West-Nederland (LD);2018;101.2
