ID;Geslacht;Migratieachtergrond;Onderwijssoort;Leeftijd;OnderwijsVertragingInSchoolloopbaan;Perioden;AantalLeerlingenVoortgezetOnderwijs_1;AantalVsvErsVoorgezetOnderwijs_2;AantalNietVsvErsVoortgezetOnderwijs_3;PercentageVsvErsVoortgezetOnderwijs_4
27;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Geen vertraging;2015/'16;702730.0;1530.0;701210.0;0.2
28;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Geen vertraging;2016/'17;708330.0;1440.0;706890.0;0.2
29;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Geen vertraging;2017/'18;706750.0;1450.0;705300.0;0.2
30;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2004/'05;254550.0;12170.0;242380.0;4.8
31;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2005/'06;268170.0;10730.0;257440.0;4.0
32;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2006/'07;269640.0;9840.0;259800.0;3.6
33;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2007/'08;270360.0;8240.0;262130.0;3.0
34;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2008/'09;265840.0;7020.0;258810.0;2.6
35;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2009/'10;264850.0;6830.0;258020.0;2.6
36;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2010/'11;266600.0;6530.0;260060.0;2.5
37;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2011/'12;267440.0;6630.0;260810.0;2.5
38;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2012/'13 Oude methode;264800.0;6090.0;258720.0;2.3
39;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2012/'13 Nieuwe methode;261670.0;3840.0;257830.0;1.5
40;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2013/'14;257220.0;3620.0;253610.0;1.4
41;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2014/'15;251430.0;3670.0;247770.0;1.5
42;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2015/'16;245500.0;3850.0;241660.0;1.6
43;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2016/'17;239960.0;4210.0;235750.0;1.8
44;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Wel vertraging;2017/'18;231950.0;4210.0;227740.0;1.8
45;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2004/'05;222540.0;8600.0;213950.0;3.9
46;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2005/'06;236760.0;7790.0;228960.0;3.3
47;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2006/'07;239510.0;7200.0;232310.0;3.0
48;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2007/'08;240240.0;5720.0;234520.0;2.4
49;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2008/'09;236740.0;4820.0;231920.0;2.0
50;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2009/'10;235050.0;4430.0;230620.0;1.9
51;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2010/'11;235340.0;4030.0;231310.0;1.7
52;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2011/'12;235870.0;4210.0;231670.0;1.8
53;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2012/'13 Oude methode;233240.0;3810.0;229430.0;1.6
54;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2012/'13 Nieuwe methode;230800.0;2010.0;228790.0;0.9
55;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2013/'14;226710.0;1900.0;224810.0;0.8
56;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2014/'15;221160.0;1830.0;219330.0;0.8
57;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2015/'16;214890.0;1820.0;213070.0;0.8
58;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2016/'17;207390.0;1780.0;205610.0;0.9
59;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;1 jaar vertraging;2017/'18;199020.0;1750.0;197270.0;0.9
60;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2004/'05;32010.0;3580.0;28430.0;11.2
61;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2005/'06;31410.0;2930.0;28480.0;9.3
62;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2006/'07;30140.0;2640.0;27500.0;8.8
63;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2007/'08;30120.0;2520.0;27600.0;8.4
64;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2008/'09;29090.0;2200.0;26890.0;7.6
65;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2009/'10;29800.0;2400.0;27390.0;8.1
66;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2010/'11;31260.0;2510.0;28750.0;8.0
67;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2011/'12;31560.0;2420.0;29140.0;7.7
68;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2012/'13 Oude methode;31560.0;2280.0;29290.0;7.2
69;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2012/'13 Nieuwe methode;30860.0;1830.0;29040.0;5.9
70;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2013/'14;30510.0;1710.0;28800.0;5.6
71;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2014/'15;30270.0;1830.0;28440.0;6.1
72;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2015/'16;30620.0;2030.0;28590.0;6.6
73;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2016/'17;32570.0;2430.0;30140.0;7.5
74;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;2 jaar of meer vertraging;2017/'18;32930.0;2460.0;30470.0;7.5
75;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2004/'05;509330.0;3600.0;505720.0;0.7
76;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2005/'06;528490.0;3710.0;524780.0;0.7
77;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2006/'07;523180.0;3420.0;519760.0;0.7
78;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2007/'08;517070.0;3240.0;513830.0;0.6
79;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2008/'09;512880.0;2830.0;510050.0;0.6
80;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2009/'10;512760.0;2880.0;509880.0;0.6
81;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2010/'11;516640.0;3040.0;513600.0;0.6
82;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2011/'12;528050.0;3140.0;524910.0;0.6
83;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2012/'13 Oude methode;538570.0;3080.0;535490.0;0.6
84;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2012/'13 Nieuwe methode;535030.0;610.0;534420.0;0.1
85;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2013/'14;545590.0;570.0;545020.0;0.1
86;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2014/'15;550870.0;580.0;550290.0;0.1
87;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2015/'16;552900.0;590.0;552300.0;0.1
88;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2016/'17;550440.0;560.0;549890.0;0.1
89;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Totaal;2017/'18;544400.0;680.0;543720.0;0.1
90;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2004/'05;420910.0;2010.0;418890.0;0.5
91;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2005/'06;434340.0;2200.0;432140.0;0.5
92;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2006/'07;430870.0;2060.0;428810.0;0.5
93;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2007/'08;426730.0;1960.0;424770.0;0.5
94;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2008/'09;424120.0;1730.0;422390.0;0.4
95;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2009/'10;425430.0;1790.0;423640.0;0.4
96;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2010/'11;430450.0;1840.0;428610.0;0.4
97;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2011/'12;441960.0;1940.0;440020.0;0.4
98;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2012/'13 Oude methode;454160.0;1920.0;452240.0;0.4
99;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2012/'13 Nieuwe methode;452170.0;430.0;451750.0;0.1
100;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2013/'14;464690.0;420.0;464270.0;0.1
101;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2014/'15;472640.0;400.0;472240.0;0.1
102;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2015/'16;480320.0;440.0;479880.0;0.1
103;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2016/'17;482090.0;420.0;481670.0;0.1
104;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Geen vertraging;2017/'18;480150.0;480.0;479680.0;0.1
105;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2004/'05;88420.0;1590.0;86830.0;1.8
106;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2005/'06;94150.0;1510.0;92640.0;1.6
107;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2006/'07;92310.0;1360.0;90950.0;1.5
108;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2007/'08;90340.0;1280.0;89060.0;1.4
109;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2008/'09;88760.0;1100.0;87660.0;1.2
110;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2009/'10;87330.0;1090.0;86240.0;1.3
111;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2010/'11;86190.0;1200.0;84990.0;1.4
112;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2011/'12;86090.0;1200.0;84890.0;1.4
113;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2012/'13 Oude methode;84410.0;1160.0;83250.0;1.4
114;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2012/'13 Nieuwe methode;82860.0;180.0;82680.0;0.2
115;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2013/'14;80900.0;150.0;80750.0;0.2
116;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2014/'15;78230.0;180.0;78050.0;0.2
117;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2015/'16;72580.0;160.0;72420.0;0.2
118;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2016/'17;68350.0;140.0;68220.0;0.2
119;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;Wel vertraging;2017/'18;64250.0;200.0;64050.0;0.3
120;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2004/'05;85550.0;1440.0;84110.0;1.7
121;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2005/'06;91400.0;1370.0;90020.0;1.5
122;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2006/'07;89960.0;1270.0;88690.0;1.4
123;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2007/'08;88100.0;1190.0;86910.0;1.4
124;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2008/'09;86700.0;1030.0;85670.0;1.2
125;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2009/'10;85260.0;1010.0;84250.0;1.2
126;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2010/'11;83950.0;1090.0;82860.0;1.3
127;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2011/'12;83920.0;1100.0;82820.0;1.3
128;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2012/'13 Oude methode;82410.0;1070.0;81340.0;1.3
129;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2012/'13 Nieuwe methode;81020.0;170.0;80860.0;0.2
130;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2013/'14;79030.0;140.0;78890.0;0.2
131;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2014/'15;76250.0;160.0;76090.0;0.2
132;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2015/'16;70730.0;140.0;70590.0;0.2
133;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2016/'17;66250.0;120.0;66130.0;0.2
134;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;1 jaar vertraging;2017/'18;62120.0;180.0;61940.0;0.3
135;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2004/'05;2870.0;150.0;2720.0;5.2
136;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2005/'06;2750.0;140.0;2610.0;5.0
137;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2006/'07;2350.0;90.0;2260.0;3.8
138;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2007/'08;2240.0;90.0;2160.0;3.9
139;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2008/'09;2050.0;70.0;1980.0;3.3
140;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2009/'10;2070.0;80.0;1990.0;4.0
141;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2010/'11;2240.0;110.0;2130.0;5.0
142;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2011/'12;2170.0;100.0;2080.0;4.4
143;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2012/'13 Oude methode;2000.0;90.0;1910.0;4.6
144;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2012/'13 Nieuwe methode;1840.0;20.0;1820.0;0.9
145;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2013/'14;1880.0;10.0;1870.0;0.7
146;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2014/'15;1980.0;20.0;1960.0;0.9
147;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2015/'16;1850.0;20.0;1830.0;0.8
148;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2016/'17;2100.0;20.0;2080.0;0.8
149;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Jonger dan 16 jaar;2 jaar of meer vertraging;2017/'18;2130.0;20.0;2110.0;1.0
150;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2004/'05;285260.0;10590.0;274680.0;3.7
151;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2005/'06;305230.0;9690.0;295530.0;3.2
152;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2006/'07;312540.0;8790.0;303750.0;2.8
153;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2007/'08;313240.0;6630.0;306610.0;2.1
154;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2008/'09;309700.0;5540.0;304160.0;1.8
155;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2009/'10;308850.0;5220.0;303630.0;1.7
156;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2010/'11;307110.0;4630.0;302480.0;1.5
157;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2011/'12;303130.0;4600.0;298530.0;1.5
158;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2012/'13 Oude methode;305220.0;4220.0;301000.0;1.4
159;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2012/'13 Nieuwe methode;303250.0;2630.0;300630.0;0.9
160;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2013/'14;305980.0;2600.0;303380.0;0.9
161;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2014/'15;311180.0;2460.0;308720.0;0.8
162;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2015/'16;315700.0;2470.0;313220.0;0.8
163;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2016/'17;315710.0;2280.0;313440.0;0.7
164;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Totaal;2017/'18;310820.0;2170.0;308650.0;0.7
165;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);16 tot 18 jaar;Geen vertraging;2004/'05;165620.0;3040.0;162580.0;1.8
