ID;Geslacht;WelGeenInternationaleStudent;UitstromersHoMetEnZonderDiploma;Uitkeringen;Studierichting;Peilmoment;Perioden;UitstromersHo_1
18;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2008/'09;104580.0
19;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2009/'10;112300.0
20;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2010/'11;121220.0
21;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2011/'12;136010.0
22;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2012/'13;121890.0
23;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2013/'14;130670.0
24;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2014/'15;137410.0
25;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2015/'16;139720.0
26;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2016/'17;146100.0
27;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2017/'18;149280.0
28;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2018/'19;150180.0
29;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2019/'20;140720.0
30;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2020/'21;155010.0
31;Totaal;Totaal;Totaal;Totaal;Totaal;1 jaar na verlaten onderwijs;2021/'22;
32;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2006/'07;102690.0
33;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2007/'08;105600.0
34;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2008/'09;104580.0
35;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2009/'10;112300.0
36;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2010/'11;121220.0
37;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2011/'12;136010.0
38;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2012/'13;121890.0
39;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2013/'14;130670.0
40;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2014/'15;137410.0
41;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2015/'16;139720.0
42;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2016/'17;146100.0
43;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2017/'18;149280.0
44;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2018/'19;150180.0
45;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2019/'20;140720.0
46;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2020/'21;
47;Totaal;Totaal;Totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2021/'22;
48;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2006/'07;102690.0
49;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2007/'08;105600.0
50;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2008/'09;104580.0
51;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2009/'10;112300.0
52;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2010/'11;121220.0
53;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2011/'12;136010.0
54;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2012/'13;121890.0
55;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2013/'14;130670.0
56;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2014/'15;137410.0
57;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2015/'16;139720.0
58;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2016/'17;146100.0
59;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2017/'18;149280.0
60;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2018/'19;150180.0
61;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2019/'20;
62;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2020/'21;
63;Totaal;Totaal;Totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2021/'22;
64;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2006/'07;102690.0
65;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2007/'08;105600.0
66;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2008/'09;104580.0
67;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2009/'10;112300.0
68;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2010/'11;121220.0
69;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2011/'12;136010.0
70;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2012/'13;121890.0
71;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2013/'14;130670.0
72;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2014/'15;137410.0
73;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2015/'16;139720.0
74;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2016/'17;146100.0
75;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2017/'18;149280.0
76;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2018/'19;
77;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2019/'20;
78;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2020/'21;
79;Totaal;Totaal;Totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2021/'22;
80;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2006/'07;102690.0
81;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2007/'08;105600.0
82;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2008/'09;104580.0
83;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2009/'10;112300.0
84;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2010/'11;121220.0
85;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2011/'12;136010.0
86;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2012/'13;121890.0
87;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2013/'14;130670.0
88;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2014/'15;137410.0
89;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2015/'16;139720.0
90;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2016/'17;146100.0
91;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2017/'18;
92;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2018/'19;
93;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2019/'20;
94;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2020/'21;
95;Totaal;Totaal;Totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2021/'22;
96;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2006/'07;102690.0
97;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2007/'08;105600.0
98;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2008/'09;104580.0
99;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2009/'10;112300.0
100;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2010/'11;121220.0
101;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2011/'12;136010.0
102;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2012/'13;
103;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2013/'14;
104;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2014/'15;
105;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2015/'16;
106;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2016/'17;
107;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2017/'18;
108;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2018/'19;
109;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2019/'20;
110;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2020/'21;
111;Totaal;Totaal;Totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2021/'22;
112;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2006/'07;10870.0
113;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2007/'08;10850.0
114;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2008/'09;10100.0
115;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2009/'10;10300.0
116;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2010/'11;10870.0
117;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2011/'12;11050.0
118;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2012/'13;9420.0
119;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2013/'14;9890.0
120;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2014/'15;10210.0
121;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2015/'16;9050.0
122;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2016/'17;8990.0
123;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2017/'18;9390.0
124;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2018/'19;8760.0
125;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2019/'20;7970.0
126;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2020/'21;8810.0
127;Totaal;Totaal;Totaal;Totaal;Onderwijs;Direct na verlaten onderwijs;2021/'22;8840.0
128;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2006/'07;10870.0
129;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2007/'08;10850.0
130;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2008/'09;10100.0
131;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2009/'10;10300.0
132;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2010/'11;10870.0
133;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2011/'12;11050.0
134;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2012/'13;9420.0
135;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2013/'14;9890.0
136;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2014/'15;10210.0
137;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2015/'16;9050.0
138;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2016/'17;8990.0
139;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2017/'18;9390.0
140;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2018/'19;8760.0
141;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2019/'20;7970.0
142;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2020/'21;8810.0
143;Totaal;Totaal;Totaal;Totaal;Onderwijs;1 jaar na verlaten onderwijs;2021/'22;
144;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2006/'07;10870.0
145;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2007/'08;10850.0
146;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2008/'09;10100.0
147;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2009/'10;10300.0
148;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2010/'11;10870.0
149;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2011/'12;11050.0
150;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2012/'13;9420.0
151;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2013/'14;9890.0
152;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2014/'15;10210.0
153;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2015/'16;9050.0
154;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2016/'17;8990.0
155;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2017/'18;9390.0
156;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2018/'19;8760.0
157;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2019/'20;7970.0
158;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2020/'21;
159;Totaal;Totaal;Totaal;Totaal;Onderwijs;2 jaar na verlaten onderwijs;2021/'22;
160;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2006/'07;10870.0
161;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2007/'08;10850.0
162;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2008/'09;10100.0
163;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2009/'10;10300.0
164;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2010/'11;10870.0
165;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2011/'12;11050.0
166;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2012/'13;9420.0
167;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2013/'14;9890.0
168;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2014/'15;10210.0
169;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2015/'16;9050.0
170;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2016/'17;8990.0
171;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2017/'18;9390.0
172;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2018/'19;8760.0
173;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2019/'20;
174;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2020/'21;
175;Totaal;Totaal;Totaal;Totaal;Onderwijs;3 jaar na verlaten onderwijs;2021/'22;
176;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2006/'07;10870.0
177;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2007/'08;10850.0
178;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2008/'09;10100.0
179;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2009/'10;10300.0
180;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2010/'11;10870.0
181;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2011/'12;11050.0
182;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2012/'13;9420.0
183;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2013/'14;9890.0
184;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2014/'15;10210.0
185;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2015/'16;9050.0
186;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2016/'17;8990.0
187;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2017/'18;9390.0
188;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2018/'19;
189;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2019/'20;
190;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2020/'21;
191;Totaal;Totaal;Totaal;Totaal;Onderwijs;4 jaar na verlaten onderwijs;2021/'22;
192;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2006/'07;10870.0
193;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2007/'08;10850.0
194;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2008/'09;10100.0
195;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2009/'10;10300.0
196;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2010/'11;10870.0
197;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2011/'12;11050.0
198;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2012/'13;9420.0
199;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2013/'14;9890.0
200;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2014/'15;10210.0
201;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2015/'16;9050.0
202;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2016/'17;8990.0
203;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2017/'18;
204;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2018/'19;
205;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2019/'20;
206;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2020/'21;
207;Totaal;Totaal;Totaal;Totaal;Onderwijs;5 jaar na verlaten onderwijs;2021/'22;
208;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2006/'07;10870.0
209;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2007/'08;10850.0
210;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2008/'09;10100.0
211;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2009/'10;10300.0
212;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2010/'11;10870.0
213;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2011/'12;11050.0
214;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2012/'13;
215;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2013/'14;
216;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2014/'15;
217;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2015/'16;
218;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2016/'17;
219;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2017/'18;
220;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2018/'19;
221;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2019/'20;
222;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2020/'21;
223;Totaal;Totaal;Totaal;Totaal;Onderwijs;10 jaar na verlaten onderwijs;2021/'22;
224;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2006/'07;2970.0
225;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2007/'08;2890.0
226;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2008/'09;2880.0
227;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2009/'10;3010.0
228;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2010/'11;3050.0
229;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2011/'12;3520.0
230;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2012/'13;3330.0
231;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2013/'14;3680.0
232;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2014/'15;3940.0
233;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2015/'16;4030.0
234;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2016/'17;4440.0
235;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2017/'18;4840.0
236;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2018/'19;4840.0
237;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2019/'20;4460.0
238;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2020/'21;4920.0
239;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2021/'22;5160.0
240;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2006/'07;2970.0
241;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2007/'08;2890.0
242;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2008/'09;2880.0
243;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2009/'10;3010.0
244;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2010/'11;3050.0
245;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2011/'12;3520.0
246;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2012/'13;3330.0
247;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2013/'14;3680.0
248;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2014/'15;3940.0
249;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2015/'16;4030.0
250;Totaal;Totaal;Totaal;Totaal;Landbouw en natuurlijke omgeving;1 jaar na verlaten onderwijs;2016/'17;4440.0
