ID;Zorgfuncties;Zorgfinanciering;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
97;Totaal uitgaven aan zorg en welzijn;HF11: Overheid;2020;27366.0
98;Totaal uitgaven aan zorg en welzijn;HF11: Overheid;2021;30357.0
99;Totaal uitgaven aan zorg en welzijn;HF11: Overheid;2022;28007.0
100;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;1998;22931.0
101;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;1999;24237.0
102;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2000;26017.0
103;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2001;29277.0
104;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2002;32892.0
105;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2003;35621.0
106;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2004;36433.0
107;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2005;37702.0
108;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2006;47970.0
109;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2007;49101.0
110;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2008;51472.0
111;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2009;54456.0
112;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2010;57003.0
113;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2011;58387.0
114;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2012;60324.0
115;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2013;61316.0
116;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2014;62360.0
117;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2015;58604.0
118;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2016;59877.0
119;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2017;61506.0
120;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2018;64063.0
121;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2019;68531.0
122;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2020;72168.0
123;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2021;76184.0
124;Totaal uitgaven aan zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2022;79654.0
125;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;1998;11385.0
126;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;1999;12205.0
127;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2000;13202.0
128;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2001;14863.0
129;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2002;17010.0
130;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2003;18679.0
131;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2004;19388.0
132;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2005;20169.0
133;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2006;21425.0
134;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2007;21450.0
135;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2008;20231.0
136;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2009;21509.0
137;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2010;22522.0
138;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2011;23275.0
139;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2012;25590.0
140;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2013;24968.0
141;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2014;25194.0
142;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2015;17887.0
143;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2016;18145.0
144;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2017;18612.0
145;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2018;19562.0
146;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2019;21758.0
147;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2020;23912.0
148;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2021;26171.0
149;Totaal uitgaven aan zorg en welzijn;HF121a: Wlz, AWBZ;2022;27865.0
150;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;1998;11545.0
151;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;1999;12032.0
152;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2000;12816.0
153;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2001;14414.0
154;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2002;15883.0
155;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2003;16942.0
156;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2004;17045.0
157;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2005;17533.0
158;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2006;
159;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2007;
160;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2008;
161;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2009;
162;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2010;
163;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2011;
164;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2012;
165;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2013;
166;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2014;
167;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2015;
168;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2016;
169;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2017;
170;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2018;
171;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2019;
172;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2020;
173;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2021;
174;Totaal uitgaven aan zorg en welzijn;HF121b: Ziekenfonds;2022;
175;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;1998;
176;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;1999;
177;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2000;
178;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2001;
179;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2002;
180;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2003;
181;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2004;
182;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2005;
183;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2006;26546.0
184;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2007;27651.0
185;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2008;31240.0
186;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2009;32947.0
187;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2010;34481.0
188;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2011;35112.0
189;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2012;34735.0
190;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2013;36348.0
191;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2014;37166.0
192;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2015;40718.0
193;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2016;41732.0
194;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2017;42894.0
195;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2018;44501.0
196;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2019;46773.0
197;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2020;48256.0
198;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2021;50013.0
199;Totaal uitgaven aan zorg en welzijn;HF122: Zorgverzekeringswet;2022;51789.0
200;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;1998;10846.0
201;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;1999;11900.0
202;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2000;12610.0
203;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2001;13839.0
204;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2002;15546.0
205;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2003;16730.0
206;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2004;18271.0
207;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2005;18616.0
208;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2006;11033.0
209;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2007;10928.0
210;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2008;12428.0
211;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2009;12686.0
212;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2010;13203.0
213;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2011;14275.0
214;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2012;15411.0
215;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2013;16354.0
216;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2014;16427.0
217;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2015;16352.0
218;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2016;16822.0
219;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2017;16777.0
220;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2018;17102.0
221;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2019;17586.0
222;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2020;16625.0
223;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2021;18031.0
224;Totaal uitgaven aan zorg en welzijn;Vrijwillige financiering, eigen betaling;2022;19391.0
225;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;1998;6601.0
226;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;1999;7315.0
227;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2000;7772.0
228;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2001;8734.0
229;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2002;10184.0
230;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2003;11029.0
231;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2004;12057.0
232;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2005;12300.0
233;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2006;5324.0
234;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2007;4973.0
235;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2008;5017.0
236;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2009;5401.0
237;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2010;5473.0
238;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2011;5826.0
239;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2012;5996.0
240;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2013;5714.0
241;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2014;5858.0
242;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2015;5864.0
243;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2016;6184.0
244;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2017;6145.0
245;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2018;6249.0
246;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2019;6395.0
247;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2020;5944.0
248;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2021;6418.0
249;Totaal uitgaven aan zorg en welzijn;HF2: Vrijwillige financieringsvormen;2022;6512.0
250;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;1998;5439.0
251;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;1999;6004.0
252;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2000;6263.0
253;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2001;7016.0
254;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2002;8051.0
255;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2003;8688.0
256;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2004;9649.0
257;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2005;10159.0
258;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2006;3414.0
259;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2007;3663.0
260;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2008;3668.0
261;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2009;3943.0
262;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2010;3986.0
263;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2011;4337.0
264;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2012;4452.0
265;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2013;4251.0
266;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2014;4303.0
267;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2015;4225.0
268;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2016;4464.0
269;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2017;4356.0
270;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2018;4360.0
271;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2019;4357.0
272;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2020;3848.0
273;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2021;4120.0
274;Totaal uitgaven aan zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2022;4130.0
275;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;1998;0.0
276;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;1999;0.0
277;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2000;0.0
278;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2001;0.0
279;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2002;0.0
280;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2003;0.0
281;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2004;0.0
282;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2005;0.0
283;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2006;0.0
284;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2007;0.0
285;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2008;0.0
286;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2009;0.0
287;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2010;0.0
288;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2011;0.0
289;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2012;0.0
290;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2013;0.0
291;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2014;0.0
292;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2015;0.0
293;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2016;0.0
294;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2017;0.0
295;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2018;0.0
296;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2019;0.0
297;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2020;0.0
298;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2021;0.0
299;Totaal uitgaven aan zorg en welzijn;HF22: Financiering door IZWH;2022;0.0
300;Totaal uitgaven aan zorg en welzijn;HF23: Financiering door ondernemingen;1998;1162.0
301;Totaal uitgaven aan zorg en welzijn;HF23: Financiering door ondernemingen;1999;1310.0
302;Totaal uitgaven aan zorg en welzijn;HF23: Financiering door ondernemingen;2000;1509.0
