ID;Geslacht;Leeftijd;BurgerlijkeStaat;Migratieachtergrond;Perioden;PersonenMetAansprakenPartnerpensioen_1;PartnerOntvangtTotAOWDatum_2;PartnerOntvangtVanafAOWDatum_3;PartnerOntvangtTotAOWDatum_4;PartnerOntvangtVanafAOWDatum_5
20;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2017;1062440;5416466.0;4933961.0;3375047.0;4196134.0
21;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2018;1110090;5948110.0;5507711.0;3774445.0;4675918.0
22;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2019;1165890;7315063.0;6034728.0;4422853.0;5252868.0
23;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2020;1207280;7744034.0;6368439.0;4826599.0;5776038.0
24;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2021;1277970;8646242.0;7061237.0;6039181.0;6269028.0
25;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Onbekende migratieachtergrond;2017;331860;315976.0;300008.0;248272.0;275007.0
26;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Onbekende migratieachtergrond;2018;330290;364851.0;356277.0;304523.0;339952.0
27;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Onbekende migratieachtergrond;2019;107370;56252.0;54455.0;52192.0;54372.0
28;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Onbekende migratieachtergrond;2020;75030;18513.0;17521.0;17722.0;17871.0
29;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Onbekende migratieachtergrond;2021;73490;18879.0;17923.0;18164.0;18237.0
30;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2017;4541000;43876174.0;39598880.0;27108628.0;34474629.0
31;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2018;4562040;44440425.0;40990828.0;28066609.0;35857530.0
32;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2019;4550580;48599508.0;40542056.0;29018217.0;36239072.0
33;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2020;4512600;48372431.0;40555203.0;29846953.0;37410203.0
34;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2021;4522260;50402428.0;42008058.0;34259825.0;37640438.0
35;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2017;3639980;37316816.0;33556373.0;22979458.0;29342067.0
36;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2018;3636910;37531387.0;34481351.0;23620795.0;30323950.0
37;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2019;3596220;40493943.0;33861591.0;24121001.0;30404925.0
38;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2020;3544910;40142964.0;33771068.0;24645773.0;31184513.0
39;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2021;3518530;41427057.0;34640089.0;28137960.0;31136200.0
40;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2017;901010;6559328.0;6042478.0;4129140.0;5132533.0
41;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2018;925120;6909023.0;6509459.0;4445795.0;5533559.0
42;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2019;954360;8105564.0;6680463.0;4897214.0;5834144.0
43;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2020;967690;8229467.0;6784135.0;5201181.0;6225690.0
44;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2021;1003740;8975370.0;7367969.0;6121865.0;6504238.0
45;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2017;428380;3636558.0;3363025.0;2356086.0;2910018.0
46;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2018;434380;3745790.0;3548892.0;2487186.0;3072057.0
47;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2019;442580;4285063.0;3554491.0;2662818.0;3160020.0
48;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2020;443330;4249015.0;3526752.0;2778205.0;3304682.0
49;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2021;454080;4534161.0;3752574.0;3172232.0;3360065.0
50;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2017;472630;2922770.0;2679453.0;1773054.0;2222515.0
51;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2018;490740;3163233.0;2960567.0;1958609.0;2461502.0
52;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2019;511780;3820501.0;3125972.0;2234396.0;2674124.0
53;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2020;524370;3980452.0;3257383.0;2422976.0;2921008.0
54;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2021;549650;4441209.0;3615395.0;2949632.0;3144173.0
55;Totaal mannen en vrouwen;Totaal;Gehuwd;Onbekende migratieachtergrond;2017;10;29.0;29.0;29.0;29.0
56;Totaal mannen en vrouwen;Totaal;Gehuwd;Onbekende migratieachtergrond;2018;10;14.0;18.0;18.0;21.0
57;Totaal mannen en vrouwen;Totaal;Gehuwd;Onbekende migratieachtergrond;2019;0;;;;
58;Totaal mannen en vrouwen;Totaal;Gehuwd;Onbekende migratieachtergrond;2020;0;0.0;0.0;0.0;0.0
59;Totaal mannen en vrouwen;Totaal;Gehuwd;Onbekende migratieachtergrond;2021;0;0.0;0.0;0.0;0.0
60;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Totaal;2017;4665990;30783722.0;28000193.0;20266994.0;24874654.0
61;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Totaal;2018;4769250;32461902.0;30017997.0;21734326.0;26543352.0
62;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Totaal;2019;4904550;37559618.0;31791479.0;24165958.0;28720702.0
63;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Totaal;2020;5015950;39075319.0;32979908.0;25796902.0;30809355.0
64;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Totaal;2021;5173850;41933792.0;35124564.0;31028185.0;31874539.0
65;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Nederlandse achtergrond;2017;3399090;25112572.0;22731629.0;16459842.0;20221304.0
66;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Nederlandse achtergrond;2018;3448340;26233292.0;24139741.0;17479622.0;21399477.0
67;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Nederlandse achtergrond;2019;3506220;29760688.0;25227151.0;19079942.0;22836937.0
68;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Nederlandse achtergrond;2020;3555750;30815526.0;26071224.0;20267234.0;24372261.0
69;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Nederlandse achtergrond;2021;3605390;32834820.0;27575768.0;24231936.0;24988541.0
70;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Met migratieachtergrond;2017;1245960;5598708.0;5198106.0;3753423.0;4592307.0
71;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Met migratieachtergrond;2018;1299960;6154819.0;5803490.0;4197405.0;5079126.0
72;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Met migratieachtergrond;2019;1397640;7797846.0;6563363.0;5085145.0;5882830.0
73;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Met migratieachtergrond;2020;1459520;8258788.0;6907743.0;5528857.0;6436202.0
74;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Met migratieachtergrond;2021;1567720;9097797.0;7547701.0;6795278.0;6884972.0
75;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Westerse migratieachtergrond;2017;658690;3108899.0;2947120.0;2154580.0;2621931.0
76;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Westerse migratieachtergrond;2018;683610;3374284.0;3260677.0;2385130.0;2868612.0
77;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Westerse migratieachtergrond;2019;747540;4311292.0;3661738.0;2902862.0;3310436.0
78;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Westerse migratieachtergrond;2020;780930;4504230.0;3804631.0;3132183.0;3588416.0
79;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Westerse migratieachtergrond;2021;844740;4902287.0;4109840.0;3714391.0;3768639.0
80;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Niet-westerse migratieachtergrond;2017;587270;2489809.0;2250986.0;1598843.0;1970376.0
81;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Niet-westerse migratieachtergrond;2018;616350;2780536.0;2542813.0;1812275.0;2210514.0
82;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Niet-westerse migratieachtergrond;2019;650100;3486554.0;2901625.0;2182283.0;2572394.0
83;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Niet-westerse migratieachtergrond;2020;678590;3754557.0;3103112.0;2396674.0;2847785.0
84;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Niet-westerse migratieachtergrond;2021;722970;4195510.0;3437861.0;3080887.0;3116333.0
85;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Onbekende migratieachtergrond;2017;20950;72443.0;70458.0;53730.0;61043.0
86;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Onbekende migratieachtergrond;2018;20940;73790.0;74765.0;57299.0;64749.0
87;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Onbekende migratieachtergrond;2019;690;1084.0;965.0;871.0;935.0
88;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Onbekende migratieachtergrond;2020;680;1005.0;940.0;811.0;893.0
89;Totaal mannen en vrouwen;Totaal;Niet-gehuwd;Onbekende migratieachtergrond;2021;750;1175.0;1095.0;971.0;1026.0
90;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal;2017;3668940;24785014.0;22640807.0;16325077.0;20115845.0
91;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal;2018;3760710;26301367.0;24346792.0;17613929.0;21556183.0
92;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal;2019;3895860;30803370.0;26039187.0;19897630.0;23636905.0
93;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal;2020;4013340;32169197.0;27123831.0;21407325.0;25551966.0
94;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal;2021;4171490;34759604.0;29078062.0;25819834.0;26548100.0
95;Totaal mannen en vrouwen;Totaal;Ongehuwd;Nederlandse achtergrond;2017;2647670;20203392.0;18350086.0;13201688.0;16315542.0
96;Totaal mannen en vrouwen;Totaal;Ongehuwd;Nederlandse achtergrond;2018;2689520;21199774.0;19511574.0;14083040.0;17315834.0
97;Totaal mannen en vrouwen;Totaal;Ongehuwd;Nederlandse achtergrond;2019;2750720;24286054.0;20558325.0;15591879.0;18697911.0
98;Totaal mannen en vrouwen;Totaal;Ongehuwd;Nederlandse achtergrond;2020;2806370;25227577.0;21321885.0;16680501.0;20094539.0
99;Totaal mannen en vrouwen;Totaal;Ongehuwd;Nederlandse achtergrond;2021;2860750;27054233.0;22690624.0;20022046.0;20679598.0
100;Totaal mannen en vrouwen;Totaal;Ongehuwd;Met migratieachtergrond;2017;1000320;4509181.0;4220264.0;3069660.0;3739261.0
101;Totaal mannen en vrouwen;Totaal;Ongehuwd;Met migratieachtergrond;2018;1050250;5027806.0;4760456.0;3473592.0;4175604.0
102;Totaal mannen en vrouwen;Totaal;Ongehuwd;Met migratieachtergrond;2019;1144450;6516233.0;5479897.0;4304880.0;4938059.0
103;Totaal mannen en vrouwen;Totaal;Ongehuwd;Met migratieachtergrond;2020;1206290;6940616.0;5801007.0;4726014.0;5456535.0
104;Totaal mannen en vrouwen;Totaal;Ongehuwd;Met migratieachtergrond;2021;1310000;7704195.0;6386342.0;5796816.0;5867476.0
105;Totaal mannen en vrouwen;Totaal;Ongehuwd;Westerse migratieachtergrond;2017;546330;2532425.0;2423177.0;1769991.0;2152065.0
106;Totaal mannen en vrouwen;Totaal;Ongehuwd;Westerse migratieachtergrond;2018;570530;2783594.0;2705131.0;1981611.0;2375395.0
107;Totaal mannen en vrouwen;Totaal;Ongehuwd;Westerse migratieachtergrond;2019;633960;3646875.0;3094809.0;2476893.0;2803807.0
108;Totaal mannen en vrouwen;Totaal;Ongehuwd;Westerse migratieachtergrond;2020;668410;3829926.0;3233482.0;2695671.0;3066282.0
109;Totaal mannen en vrouwen;Totaal;Ongehuwd;Westerse migratieachtergrond;2021;730800;4192869.0;3512348.0;3192192.0;3235500.0
110;Totaal mannen en vrouwen;Totaal;Ongehuwd;Niet-westerse migratieachtergrond;2017;454000;1976756.0;1797087.0;1299669.0;1587196.0
111;Totaal mannen en vrouwen;Totaal;Ongehuwd;Niet-westerse migratieachtergrond;2018;479710;2244212.0;2055325.0;1491981.0;1800208.0
112;Totaal mannen en vrouwen;Totaal;Ongehuwd;Niet-westerse migratieachtergrond;2019;510490;2869358.0;2385088.0;1827987.0;2134252.0
113;Totaal mannen en vrouwen;Totaal;Ongehuwd;Niet-westerse migratieachtergrond;2020;537880;3110691.0;2567525.0;2030342.0;2390253.0
114;Totaal mannen en vrouwen;Totaal;Ongehuwd;Niet-westerse migratieachtergrond;2021;579200;3511326.0;2873994.0;2604625.0;2631976.0
115;Totaal mannen en vrouwen;Totaal;Ongehuwd;Onbekende migratieachtergrond;2017;20950;72442.0;70457.0;53729.0;61042.0
116;Totaal mannen en vrouwen;Totaal;Ongehuwd;Onbekende migratieachtergrond;2018;20940;73787.0;74762.0;57296.0;64746.0
117;Totaal mannen en vrouwen;Totaal;Ongehuwd;Onbekende migratieachtergrond;2019;690;1083.0;964.0;870.0;934.0
118;Totaal mannen en vrouwen;Totaal;Ongehuwd;Onbekende migratieachtergrond;2020;680;1004.0;939.0;810.0;892.0
119;Totaal mannen en vrouwen;Totaal;Ongehuwd;Onbekende migratieachtergrond;2021;750;1175.0;1095.0;971.0;1026.0
120;Totaal mannen en vrouwen;Totaal;Verweduwd;Totaal;2017;128320;691350.0;632783.0;501716.0;582991.0
121;Totaal mannen en vrouwen;Totaal;Verweduwd;Totaal;2018;131290;712758.0;672991.0;526391.0;613420.0
122;Totaal mannen en vrouwen;Totaal;Verweduwd;Totaal;2019;130170;761506.0;678323.0;538095.0;619493.0
123;Totaal mannen en vrouwen;Totaal;Verweduwd;Totaal;2020;129590;769720.0;686577.0;545906.0;630792.0
124;Totaal mannen en vrouwen;Totaal;Verweduwd;Totaal;2021;130170;797415.0;709365.0;627316.0;645279.0
125;Totaal mannen en vrouwen;Totaal;Verweduwd;Nederlandse achtergrond;2017;106010;602896.0;552309.0;441977.0;510989.0
126;Totaal mannen en vrouwen;Totaal;Verweduwd;Nederlandse achtergrond;2018;108400;621933.0;587359.0;463620.0;537342.0
127;Totaal mannen en vrouwen;Totaal;Verweduwd;Nederlandse achtergrond;2019;106990;660779.0;589898.0;471871.0;540924.0
128;Totaal mannen en vrouwen;Totaal;Verweduwd;Nederlandse achtergrond;2020;106160;666640.0;596072.0;478313.0;550152.0
129;Totaal mannen en vrouwen;Totaal;Verweduwd;Nederlandse achtergrond;2021;106020;688385.0;614460.0;545812.0;561090.0
130;Totaal mannen en vrouwen;Totaal;Verweduwd;Met migratieachtergrond;2017;22310;88453.0;80474.0;59739.0;72003.0
131;Totaal mannen en vrouwen;Totaal;Verweduwd;Met migratieachtergrond;2018;22880;90825.0;85632.0;62771.0;76077.0
132;Totaal mannen en vrouwen;Totaal;Verweduwd;Met migratieachtergrond;2019;23180;100726.0;88425.0;66224.0;78568.0
133;Totaal mannen en vrouwen;Totaal;Verweduwd;Met migratieachtergrond;2020;23430;103080.0;90505.0;67593.0;80640.0
134;Totaal mannen en vrouwen;Totaal;Verweduwd;Met migratieachtergrond;2021;24140;109030.0;94905.0;81504.0;84188.0
135;Totaal mannen en vrouwen;Totaal;Verweduwd;Westerse migratieachtergrond;2017;13210;60557.0;55702.0;43907.0;51612.0
136;Totaal mannen en vrouwen;Totaal;Verweduwd;Westerse migratieachtergrond;2018;13420;61544.0;59073.0;45751.0;54132.0
137;Totaal mannen en vrouwen;Totaal;Verweduwd;Westerse migratieachtergrond;2019;13380;67119.0;59840.0;47414.0;54995.0
138;Totaal mannen en vrouwen;Totaal;Verweduwd;Westerse migratieachtergrond;2020;13270;67640.0;60477.0;47751.0;55814.0
139;Totaal mannen en vrouwen;Totaal;Verweduwd;Westerse migratieachtergrond;2021;13530;70893.0;63020.0;55748.0;57358.0
140;Totaal mannen en vrouwen;Totaal;Verweduwd;Niet-westerse migratieachtergrond;2017;9110;27896.0;24771.0;15833.0;20390.0
141;Totaal mannen en vrouwen;Totaal;Verweduwd;Niet-westerse migratieachtergrond;2018;9470;29281.0;26560.0;17020.0;21945.0
142;Totaal mannen en vrouwen;Totaal;Verweduwd;Niet-westerse migratieachtergrond;2019;9800;33607.0;28584.0;18810.0;23573.0
143;Totaal mannen en vrouwen;Totaal;Verweduwd;Niet-westerse migratieachtergrond;2020;10150;35440.0;30028.0;19842.0;24826.0
144;Totaal mannen en vrouwen;Totaal;Verweduwd;Niet-westerse migratieachtergrond;2021;10610;38137.0;31885.0;25755.0;26830.0
145;Totaal mannen en vrouwen;Totaal;Verweduwd;Onbekende migratieachtergrond;2017;0;0.0;0.0;0.0;0.0
146;Totaal mannen en vrouwen;Totaal;Verweduwd;Onbekende migratieachtergrond;2018;0;0.0;0.0;0.0;0.0
147;Totaal mannen en vrouwen;Totaal;Verweduwd;Onbekende migratieachtergrond;2019;0;0.0;0.0;0.0;0.0
148;Totaal mannen en vrouwen;Totaal;Verweduwd;Onbekende migratieachtergrond;2020;0;0.0;0.0;0.0;0.0
149;Totaal mannen en vrouwen;Totaal;Verweduwd;Onbekende migratieachtergrond;2021;0;0.0;0.0;0.0;0.0
150;Totaal mannen en vrouwen;Totaal;Gescheiden;Totaal;2017;868740;5307358.0;4726604.0;3440201.0;4175817.0
151;Totaal mannen en vrouwen;Totaal;Gescheiden;Totaal;2018;877250;5447777.0;4998213.0;3594007.0;4373749.0
152;Totaal mannen en vrouwen;Totaal;Gescheiden;Totaal;2019;878520;5994742.0;5073970.0;3730234.0;4464304.0
153;Totaal mannen en vrouwen;Totaal;Gescheiden;Totaal;2020;873020;6136402.0;5169499.0;3843671.0;4626598.0
154;Totaal mannen en vrouwen;Totaal;Gescheiden;Totaal;2021;872200;6376773.0;5337138.0;4581036.0;4681161.0
155;Totaal mannen en vrouwen;Totaal;Gescheiden;Nederlandse achtergrond;2017;645410;4306284.0;3829234.0;2816177.0;3394773.0
156;Totaal mannen en vrouwen;Totaal;Gescheiden;Nederlandse achtergrond;2018;650410;4411586.0;4040808.0;2932962.0;3546301.0
157;Totaal mannen en vrouwen;Totaal;Gescheiden;Nederlandse achtergrond;2019;648510;4813855.0;4078927.0;3016192.0;3598101.0
158;Totaal mannen en vrouwen;Totaal;Gescheiden;Nederlandse achtergrond;2020;643220;4921309.0;4153267.0;3108419.0;3727570.0
159;Totaal mannen en vrouwen;Totaal;Gescheiden;Nederlandse achtergrond;2021;638630;5092202.0;4270684.0;3664078.0;3747853.0
160;Totaal mannen en vrouwen;Totaal;Gescheiden;Met migratieachtergrond;2017;223320;1001074.0;897368.0;624024.0;781043.0
161;Totaal mannen en vrouwen;Totaal;Gescheiden;Met migratieachtergrond;2018;226830;1036189.0;957402.0;661042.0;827445.0
162;Totaal mannen en vrouwen;Totaal;Gescheiden;Met migratieachtergrond;2019;230010;1180886.0;995042.0;714041.0;866202.0
163;Totaal mannen en vrouwen;Totaal;Gescheiden;Met migratieachtergrond;2020;229800;1215092.0;1016231.0;735250.0;899027.0
164;Totaal mannen en vrouwen;Totaal;Gescheiden;Met migratieachtergrond;2021;233570;1284571.0;1066454.0;916958.0;933308.0
165;Totaal mannen en vrouwen;Totaal;Gescheiden;Westerse migratieachtergrond;2017;99160;515917.0;468240.0;340683.0;418254.0
166;Totaal mannen en vrouwen;Totaal;Gescheiden;Westerse migratieachtergrond;2018;99670;529146.0;496473.0;357768.0;439084.0
167;Totaal mannen en vrouwen;Totaal;Gescheiden;Westerse migratieachtergrond;2019;100200;597298.0;507089.0;378555.0;451634.0
168;Totaal mannen en vrouwen;Totaal;Gescheiden;Westerse migratieachtergrond;2020;99240;606665.0;510672.0;388761.0;466321.0
169;Totaal mannen en vrouwen;Totaal;Gescheiden;Westerse migratieachtergrond;2021;100410;638525.0;534472.0;466450.0;475781.0
170;Totaal mannen en vrouwen;Totaal;Gescheiden;Niet-westerse migratieachtergrond;2017;124160;485157.0;429128.0;283341.0;362789.0
171;Totaal mannen en vrouwen;Totaal;Gescheiden;Niet-westerse migratieachtergrond;2018;127170;507043.0;460929.0;303274.0;388361.0
172;Totaal mannen en vrouwen;Totaal;Gescheiden;Niet-westerse migratieachtergrond;2019;129810;583588.0;487953.0;335486.0;414569.0
173;Totaal mannen en vrouwen;Totaal;Gescheiden;Niet-westerse migratieachtergrond;2020;130560;608427.0;505559.0;346490.0;432706.0
174;Totaal mannen en vrouwen;Totaal;Gescheiden;Niet-westerse migratieachtergrond;2021;133160;646046.0;531982.0;450507.0;457527.0
175;Totaal mannen en vrouwen;Totaal;Gescheiden;Onbekende migratieachtergrond;2017;0;;;;
176;Totaal mannen en vrouwen;Totaal;Gescheiden;Onbekende migratieachtergrond;2018;0;;;;
177;Totaal mannen en vrouwen;Totaal;Gescheiden;Onbekende migratieachtergrond;2019;0;;;;
178;Totaal mannen en vrouwen;Totaal;Gescheiden;Onbekende migratieachtergrond;2020;0;;;;
179;Totaal mannen en vrouwen;Totaal;Gescheiden;Onbekende migratieachtergrond;2021;0;0.0;0.0;0.0;0.0
180;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Totaal;2017;458320;405260.0;391133.0;324013.0;361105.0
181;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Totaal;2018;480290;477127.0;483430.0;401757.0;460152.0
182;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Totaal;2019;461840;546835.0;495595.0;453264.0;467583.0
183;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Totaal;2020;462950;573953.0;519571.0;423164.0;437711.0
184;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Totaal;2021;496980;500622.0;434309.0;475558.0;472659.0
185;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Nederlandse achtergrond;2017;9370;34799.0;27344.0;27176.0;26017.0
186;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Nederlandse achtergrond;2018;9270;30359.0;29117.0;25293.0;27816.0
187;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Nederlandse achtergrond;2019;7140;27728.0;24816.0;22112.0;23863.0
188;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Nederlandse achtergrond;2020;6920;28822.0;26045.0;23321.0;25119.0
189;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Nederlandse achtergrond;2021;7300;28559.0;25541.0;23598.0;24367.0
190;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Met migratieachtergrond;2017;138050;126957.0;134267.0;102323.0;121154.0
191;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Met migratieachtergrond;2018;161680;155723.0;172819.0;129259.0;157154.0
192;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Met migratieachtergrond;2019;348030;463941.0;417291.0;379833.0;390286.0
193;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Met migratieachtergrond;2020;381680;527623.0;476945.0;382932.0;395613.0
194;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Met migratieachtergrond;2021;416930;454360.0;391938.0;434767.0;431081.0
195;Totaal mannen en vrouwen;Totaal;Onbekende burgerlijke staat;Westerse migratieachtergrond;2017;135500;123070.0;130745.0;99173.0;117910.0
