ID;Geslacht;Opleidingsclusters;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
10;Totaal mannen en vrouwen;0;Totaal alle vooropleidingen;Cohort 2005;36250.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;;;;92.0;;;;;;;;85.0;;;;;;;;80.0;;;;;;;;5.0;;;;;;;;7.0;;;;;;;
11;Totaal mannen en vrouwen;0;VWO;Cohort 1995;20180.0;0.0;3.0;26.0;50.0;65.0;74.0;78.0;0.0;2.0;22.0;43.0;57.0;64.0;68.0;0.0;2.0;21.0;40.0;52.0;59.0;62.0;0.0;0.0;1.0;3.0;4.0;5.0;6.0;0.0;1.0;4.0;7.0;9.0;9.0;10.0;4.0;6.0;8.0;9.0;10.0;11.0;12.0;13.0;95.0;94.0;92.0;88.0;64.0;39.0;23.0;13.0;89.0;84.0;81.0;78.0;57.0;35.0;20.0;12.0;84.0;78.0;75.0;71.0;51.0;30.0;17.0;9.0;5.0;6.0;7.0;7.0;6.0;5.0;4.0;2.0;7.0;10.0;11.0;10.0;7.0;4.0;3.0;2.0
12;Totaal mannen en vrouwen;0;VWO;Cohort 1996;20210.0;0.0;5.0;27.0;49.0;65.0;74.0;79.0;0.0;4.0;23.0;43.0;58.0;66.0;70.0;0.0;4.0;22.0;40.0;53.0;60.0;64.0;0.0;0.0;1.0;3.0;4.0;5.0;6.0;0.0;1.0;4.0;6.0;8.0;8.0;9.0;4.0;6.0;7.0;8.0;9.0;9.0;10.0;11.0;96.0;94.0;93.0;87.0;64.0;41.0;25.0;15.0;90.0;86.0;83.0;78.0;58.0;37.0;22.0;13.0;85.0;79.0;76.0;70.0;52.0;32.0;18.0;11.0;5.0;7.0;7.0;7.0;7.0;5.0;4.0;2.0;6.0;8.0;9.0;9.0;6.0;4.0;3.0;2.0
13;Totaal mannen en vrouwen;0;VWO;Cohort 1997;20630.0;0.0;5.0;27.0;50.0;66.0;76.0;81.0;0.0;4.0;23.0;44.0;59.0;68.0;72.0;0.0;4.0;22.0;41.0;54.0;61.0;65.0;0.0;0.0;1.0;3.0;5.0;6.0;7.0;0.0;1.0;4.0;6.0;7.0;8.0;9.0;4.0;6.0;7.0;7.0;8.0;8.0;9.0;10.0;96.0;94.0;93.0;87.0;66.0;42.0;25.0;15.0;91.0;86.0;84.0;79.0;59.0;37.0;22.0;13.0;85.0;79.0;76.0;71.0;52.0;31.0;18.0;10.0;5.0;7.0;8.0;8.0;8.0;6.0;4.0;2.0;6.0;8.0;9.0;9.0;6.0;4.0;3.0;2.0
14;Totaal mannen en vrouwen;0;VWO;Cohort 1998;21220.0;1.0;5.0;28.0;51.0;68.0;77.0;;0.0;4.0;24.0;45.0;60.0;69.0;;0.0;4.0;23.0;42.0;55.0;62.0;;0.0;0.0;1.0;3.0;5.0;7.0;;0.0;1.0;4.0;7.0;8.0;9.0;;4.0;5.0;6.0;7.0;7.0;7.0;8.0;10.0;96.0;94.0;93.0;88.0;65.0;41.0;24.0;13.0;89.0;86.0;83.0;78.0;58.0;37.0;21.0;11.0;84.0;78.0;75.0;70.0;51.0;30.0;17.0;9.0;6.0;8.0;8.0;8.0;8.0;6.0;4.0;2.0;6.0;9.0;10.0;9.0;7.0;5.0;3.0;2.0
15;Totaal mannen en vrouwen;0;VWO;Cohort 1999;21480.0;1.0;7.0;29.0;53.0;71.0;;;0.0;6.0;25.0;46.0;62.0;;;0.0;6.0;23.0;43.0;57.0;;;0.0;0.0;1.0;4.0;6.0;;;0.0;1.0;5.0;7.0;8.0;;;4.0;5.0;6.0;6.0;6.0;7.0;8.0;;96.0;94.0;94.0;87.0;64.0;40.0;21.0;;89.0;85.0;84.0;77.0;58.0;35.0;18.0;;84.0;78.0;75.0;69.0;50.0;30.0;15.0;;6.0;7.0;8.0;9.0;8.0;6.0;3.0;;7.0;9.0;10.0;10.0;7.0;4.0;3.0;
16;Totaal mannen en vrouwen;0;VWO;Cohort 2000;21120.0;2.0;13.0;36.0;59.0;;;;2.0;12.0;32.0;53.0;;;;2.0;11.0;30.0;48.0;;;;0.0;1.0;2.0;5.0;;;;0.0;1.0;4.0;7.0;;;;4.0;5.0;5.0;5.0;6.0;7.0;;;96.0;95.0;93.0;82.0;58.0;33.0;;;90.0;86.0;83.0;73.0;51.0;29.0;;;84.0;78.0;74.0;64.0;44.0;24.0;;;6.0;8.0;9.0;9.0;7.0;5.0;;;6.0;8.0;10.0;9.0;6.0;4.0;;
17;Totaal mannen en vrouwen;0;VWO;Cohort 2001;22150.0;5.0;20.0;47.0;;;;;5.0;19.0;42.0;;;;;5.0;17.0;38.0;;;;;0.0;2.0;4.0;;;;;0.0;1.0;5.0;;;;;4.0;4.0;5.0;5.0;6.0;;;;96.0;95.0;90.0;75.0;47.0;;;;89.0;86.0;80.0;65.0;41.0;;;;83.0;78.0;71.0;57.0;34.0;;;;6.0;9.0;9.0;8.0;6.0;;;;7.0;9.0;10.0;10.0;7.0;;;
18;Totaal mannen en vrouwen;0;VWO;Cohort 2002;21430.0;17.0;38.0;;;;;;16.0;37.0;;;;;;16.0;35.0;;;;;;1.0;2.0;;;;;;0.0;1.0;;;;;;3.0;4.0;4.0;6.0;;;;;97.0;96.0;79.0;56.0;;;;;90.0;87.0;69.0;47.0;;;;;84.0;79.0;61.0;40.0;;;;;7.0;8.0;8.0;7.0;;;;;7.0;9.0;10.0;9.0;;;;
19;Totaal mannen en vrouwen;0;VWO;Cohort 2003;22690.0;18.0;;;;;;;17.0;;;;;;;17.0;;;;;;;0.0;;;;;;;0.0;;;;;;;3.0;4.0;5.0;;;;;;97.0;96.0;77.0;;;;;;90.0;87.0;67.0;;;;;;84.0;79.0;60.0;;;;;;6.0;7.0;7.0;;;;;;7.0;9.0;10.0;;;;;
20;Totaal mannen en vrouwen;0;VWO;Cohort 2004;23720.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;5.0;;;;;;;97.0;95.0;;;;;;;89.0;85.0;;;;;;;83.0;78.0;;;;;;;6.0;7.0;;;;;;;7.0;10.0;;;;;;
21;Totaal mannen en vrouwen;0;VWO;Cohort 2005;24820.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;96.0;;;;;;;;89.0;;;;;;;;83.0;;;;;;;;6.0;;;;;;;;8.0;;;;;;;
22;Totaal mannen en vrouwen;0;HBO;Cohort 1995;3780.0;42.0;55.0;61.0;63.0;64.0;65.0;66.0;37.0;50.0;56.0;58.0;59.0;60.0;61.0;36.0;50.0;55.0;58.0;59.0;60.0;60.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;22.0;26.0;29.0;31.0;32.0;32.0;32.0;32.0;72.0;60.0;29.0;14.0;8.0;5.0;4.0;2.0;71.0;59.0;28.0;13.0;7.0;4.0;3.0;2.0;70.0;58.0;27.0;13.0;7.0;4.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0
23;Totaal mannen en vrouwen;0;HBO;Cohort 1996;2790.0;41.0;54.0;61.0;64.0;66.0;67.0;68.0;37.0;50.0;57.0;60.0;61.0;62.0;63.0;36.0;50.0;56.0;59.0;61.0;62.0;62.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;19.0;24.0;27.0;29.0;30.0;30.0;30.0;30.0;77.0;63.0;32.0;17.0;10.0;6.0;4.0;3.0;75.0;62.0;31.0;16.0;9.0;5.0;3.0;3.0;75.0;61.0;30.0;15.0;8.0;5.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
24;Totaal mannen en vrouwen;0;HBO;Cohort 1997;3010.0;42.0;57.0;63.0;67.0;69.0;70.0;71.0;38.0;52.0;58.0;62.0;64.0;65.0;65.0;37.0;52.0;58.0;61.0;63.0;64.0;64.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;4.0;4.0;5.0;5.0;5.0;5.0;17.0;22.0;24.0;25.0;26.0;26.0;27.0;27.0;78.0;63.0;34.0;18.0;11.0;7.0;5.0;3.0;76.0;62.0;32.0;17.0;10.0;6.0;3.0;2.0;75.0;61.0;32.0;16.0;9.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
25;Totaal mannen en vrouwen;0;HBO;Cohort 1998;3480.0;40.0;54.0;62.0;65.0;67.0;69.0;;36.0;51.0;58.0;62.0;63.0;65.0;;35.0;50.0;57.0;61.0;63.0;64.0;;0.0;1.0;1.0;1.0;1.0;1.0;;4.0;4.0;4.0;4.0;4.0;4.0;;18.0;23.0;26.0;27.0;28.0;28.0;28.0;29.0;77.0;65.0;34.0;19.0;11.0;6.0;5.0;2.0;76.0;64.0;33.0;18.0;10.0;5.0;4.0;2.0;75.0;63.0;33.0;17.0;9.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
26;Totaal mannen en vrouwen;0;HBO;Cohort 1999;4400.0;39.0;55.0;64.0;67.0;69.0;;;35.0;52.0;60.0;63.0;65.0;;;34.0;51.0;59.0;63.0;64.0;;;0.0;0.0;1.0;1.0;1.0;;;4.0;4.0;4.0;4.0;4.0;;;18.0;22.0;24.0;25.0;26.0;26.0;26.0;;78.0;68.0;37.0;20.0;11.0;7.0;4.0;;77.0;67.0;36.0;19.0;10.0;6.0;3.0;;76.0;66.0;35.0;18.0;9.0;5.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
27;Totaal mannen en vrouwen;0;HBO;Cohort 2000;4460.0;39.0;57.0;65.0;70.0;;;;35.0;53.0;61.0;66.0;;;;35.0;53.0;61.0;65.0;;;;0.0;1.0;1.0;1.0;;;;4.0;4.0;4.0;4.0;;;;15.0;19.0;21.0;22.0;23.0;24.0;;;82.0;72.0;40.0;21.0;12.0;6.0;;;80.0;70.0;38.0;20.0;11.0;5.0;;;79.0;69.0;37.0;19.0;10.0;5.0;;;1.0;2.0;2.0;1.0;1.0;0.0;;;1.0;1.0;2.0;2.0;1.0;1.0;;
28;Totaal mannen en vrouwen;0;HBO;Cohort 2001;5130.0;40.0;59.0;68.0;;;;;36.0;55.0;64.0;;;;;36.0;54.0;63.0;;;;;0.0;1.0;1.0;;;;;4.0;4.0;4.0;;;;;14.0;17.0;19.0;20.0;22.0;;;;82.0;72.0;41.0;21.0;10.0;;;;81.0;71.0;39.0;20.0;9.0;;;;79.0;69.0;38.0;19.0;9.0;;;;1.0;2.0;1.0;1.0;0.0;;;;2.0;2.0;2.0;1.0;1.0;;;
29;Totaal mannen en vrouwen;0;HBO;Cohort 2002;5590.0;43.0;62.0;;;;;;39.0;58.0;;;;;;39.0;58.0;;;;;;0.0;0.0;;;;;;3.0;4.0;;;;;;13.0;17.0;19.0;22.0;;;;;83.0;70.0;38.0;17.0;;;;;81.0;69.0;36.0;15.0;;;;;80.0;67.0;35.0;15.0;;;;;1.0;1.0;1.0;1.0;;;;;2.0;2.0;2.0;1.0;;;;
30;Totaal mannen en vrouwen;0;HBO;Cohort 2003;5250.0;44.0;;;;;;;41.0;;;;;;;41.0;;;;;;;0.0;;;;;;;3.0;;;;;;;15.0;19.0;23.0;;;;;;80.0;63.0;33.0;;;;;;78.0;61.0;31.0;;;;;;77.0;58.0;29.0;;;;;;2.0;3.0;2.0;;;;;;2.0;2.0;1.0;;;;;
31;Totaal mannen en vrouwen;0;HBO;Cohort 2004;5730.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;22.0;;;;;;;79.0;59.0;;;;;;;78.0;57.0;;;;;;;75.0;53.0;;;;;;;3.0;4.0;;;;;;;2.0;2.0;;;;;;
32;Totaal mannen en vrouwen;0;HBO;Cohort 2005;4920.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;;;;;;;;78.0;;;;;;;;77.0;;;;;;;;74.0;;;;;;;;3.0;;;;;;;;2.0;;;;;;;
33;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 1995;4290.0;17.0;22.0;35.0;46.0;52.0;56.0;58.0;5.0;10.0;22.0;32.0;38.0;41.0;44.0;5.0;10.0;21.0;30.0;36.0;40.0;41.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;12.0;12.0;13.0;14.0;15.0;15.0;15.0;20.0;25.0;28.0;30.0;32.0;34.0;34.0;35.0;71.0;63.0;55.0;47.0;33.0;21.0;13.0;9.0;64.0;55.0;49.0;42.0;29.0;19.0;12.0;8.0;62.0;53.0;46.0;40.0;28.0;17.0;10.0;7.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;7.0;8.0;7.0;5.0;4.0;2.0;2.0;1.0
34;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 1996;4700.0;17.0;23.0;36.0;45.0;52.0;56.0;58.0;5.0;11.0;22.0;31.0;37.0;41.0;43.0;5.0;11.0;21.0;30.0;36.0;39.0;41.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;12.0;12.0;14.0;14.0;15.0;15.0;15.0;20.0;27.0;29.0;31.0;32.0;33.0;34.0;35.0;71.0;60.0;54.0;46.0;33.0;22.0;14.0;10.0;63.0;52.0;47.0;40.0;28.0;19.0;12.0;8.0;61.0;49.0;44.0;38.0;26.0;17.0;10.0;7.0;2.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;8.0;9.0;7.0;6.0;4.0;3.0;2.0;2.0
35;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 1997;4990.0;20.0;26.0;38.0;48.0;55.0;59.0;62.0;6.0;12.0;24.0;34.0;40.0;43.0;46.0;6.0;12.0;23.0;32.0;37.0;41.0;43.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;13.0;14.0;14.0;15.0;15.0;15.0;16.0;19.0;26.0;29.0;30.0;31.0;31.0;32.0;33.0;72.0;59.0;52.0;44.0;31.0;20.0;13.0;9.0;63.0;51.0;45.0;39.0;27.0;17.0;11.0;7.0;61.0;48.0;42.0;36.0;25.0;15.0;9.0;6.0;2.0;2.0;3.0;3.0;2.0;2.0;1.0;1.0;8.0;8.0;7.0;6.0;4.0;3.0;2.0;2.0
36;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 1998;5490.0;21.0;28.0;40.0;52.0;58.0;63.0;;8.0;14.0;26.0;37.0;43.0;47.0;;8.0;14.0;26.0;35.0;41.0;45.0;;0.0;0.0;1.0;1.0;2.0;3.0;;13.0;14.0;14.0;15.0;15.0;15.0;;18.0;23.0;26.0;27.0;27.0;28.0;29.0;31.0;73.0;62.0;53.0;46.0;32.0;20.0;13.0;7.0;64.0;53.0;46.0;40.0;28.0;17.0;11.0;5.0;62.0;51.0;44.0;38.0;26.0;16.0;9.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;9.0;9.0;7.0;6.0;4.0;3.0;2.0;2.0
37;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 1999;5230.0;23.0;31.0;44.0;56.0;63.0;;;8.0;16.0;30.0;41.0;48.0;;;8.0;16.0;29.0;39.0;46.0;;;0.0;0.0;1.0;2.0;2.0;;;14.0;14.0;14.0;15.0;15.0;;;12.0;18.0;21.0;22.0;23.0;24.0;25.0;;77.0;65.0;56.0;47.0;33.0;20.0;11.0;;69.0;57.0;50.0;42.0;29.0;18.0;9.0;;67.0;54.0;47.0;39.0;26.0;16.0;8.0;;2.0;3.0;3.0;3.0;2.0;2.0;1.0;;8.0;8.0;6.0;5.0;4.0;3.0;2.0;
38;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 2000;5140.0;21.0;30.0;46.0;59.0;;;;10.0;19.0;34.0;46.0;;;;10.0;19.0;32.0;44.0;;;;0.0;0.0;1.0;2.0;;;;11.0;11.0;12.0;13.0;;;;13.0;16.0;18.0;20.0;20.0;22.0;;;78.0;70.0;61.0;50.0;33.0;19.0;;;71.0;62.0;54.0;44.0;29.0;16.0;;;69.0;58.0;51.0;41.0;27.0;15.0;;;2.0;3.0;3.0;3.0;2.0;1.0;;;7.0;8.0;8.0;6.0;4.0;3.0;;
39;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 2001;6120.0;26.0;37.0;55.0;;;;;16.0;27.0;44.0;;;;;16.0;25.0;42.0;;;;;0.0;1.0;2.0;;;;;10.0;10.0;11.0;;;;;12.0;15.0;17.0;18.0;20.0;;;;79.0;68.0;57.0;45.0;25.0;;;;71.0;60.0;50.0;39.0;21.0;;;;68.0;57.0;46.0;36.0;19.0;;;;4.0;3.0;4.0;3.0;2.0;;;;7.0;8.0;7.0;6.0;5.0;;;
40;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 2002;6320.0;33.0;49.0;;;;;;23.0;39.0;;;;;;23.0;37.0;;;;;;1.0;2.0;;;;;;10.0;10.0;;;;;;10.0;13.0;15.0;18.0;;;;;81.0;72.0;52.0;33.0;;;;;74.0;64.0;44.0;27.0;;;;;72.0;61.0;42.0;25.0;;;;;2.0;3.0;3.0;2.0;;;;;7.0;8.0;7.0;6.0;;;;
41;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 2003;6060.0;30.0;;;;;;;22.0;;;;;;;21.0;;;;;;;1.0;;;;;;;8.0;;;;;;;9.0;12.0;16.0;;;;;;84.0;77.0;54.0;;;;;;77.0;68.0;46.0;;;;;;74.0;64.0;43.0;;;;;;3.0;3.0;3.0;;;;;;7.0;9.0;8.0;;;;;
42;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 2004;6400.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;14.0;;;;;;;85.0;76.0;;;;;;;77.0;68.0;;;;;;;75.0;65.0;;;;;;;2.0;3.0;;;;;;;8.0;9.0;;;;;;
43;Totaal mannen en vrouwen;0;Overige vooropleidingen;Cohort 2005;6510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;;;;;;;;84.0;;;;;;;;77.0;;;;;;;;75.0;;;;;;;;2.0;;;;;;;;8.0;;;;;;;
