ID;Geslacht;Leeftijd;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonend_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11;PersoonInInstitutioneelHuishouden_12;TotaalPersonenInHuishoudens_13;TotaalPersonenInParticuliereHuish_14;PersoonInEenpersoonshuishouden_15;TotaalPersonenInMeerpersoonshuisho_16;ZonderKinderen_17;MetKinderen_18;TotaalPersonenInNietGehuwdPaar_19;ZonderKinderen_20;MetKinderen_21;TotaalPersonenInGehuwdPaar_22;ZonderKinderen_23;MetKinderen_24;PersoonInEenouderhuishouden_25;PersoonInOverigHuishouden_26;PersoonInInstitutioneelHuishouden_27
129;Totaal mannen en vrouwen;53800;1980;1495;1482;26;91.0;1285.0;14.0;223.0;17.0;1032.0;53.0;28;13;1495;1482;91.0;1391;253;1138;33;16.0;18;1269;225.0;1044;77;12;13
130;Totaal mannen en vrouwen;53800;1981;1501;1488;25;95.0;1287.0;14.0;223.0;17.0;1032.0;54.0;26;13;1501;1488;95.0;1393;253;1140;35;16.0;18;1269;225.0;1044;78;12;13
131;Totaal mannen en vrouwen;53800;1982;1509;1496;25;99.0;1290.0;15.0;227.0;18.0;1030.0;56.0;26;12;1509;1496;99.0;1397;258;1139;36;17.0;19;1271;229.0;1042;79;11;12
132;Totaal mannen en vrouwen;53800;1983;1520;1508;24;104.0;1296.0;16.0;233.0;18.0;1029.0;58.0;25;12;1520;1508;104.0;1404;264;1139;37;18.0;19;1276;235.0;1041;80;11;12
133;Totaal mannen en vrouwen;53800;1984;1532;1521;23;109.0;1303.0;18.0;238.0;18.0;1030.0;60.0;25;11;1532;1521;109.0;1412;270;1141;39;20.0;19;1281;239.0;1042;81;11;11
134;Totaal mannen en vrouwen;53800;1985;1548;1537;22;115.0;1312.0;20.0;243.0;18.0;1031.0;63.0;25;11;1548;1537;115.0;1422;277;1145;41;22.0;19;1288;245.0;1043;82;11;11
135;Totaal mannen en vrouwen;53800;1986;1563;1552;22;121.0;1321.0;22.0;250.0;19.0;1031.0;65.0;24;11;1563;1552;121.0;1432;286;1146;43;24.0;19;1294;252.0;1042;84;10;11
136;Totaal mannen en vrouwen;53800;1987;1577;1567;21;126.0;1328.0;24.0;259.0;19.0;1026.0;68.0;24;10;1577;1567;126.0;1440;298;1142;46;27.0;20;1298;262.0;1036;86;10;10
137;Totaal mannen en vrouwen;53800;1988;1596;1586;21;133.0;1340.0;28.0;272.0;19.0;1021.0;70.0;23;10;1596;1586;133.0;1454;315;1139;49;30.0;20;1307;276.0;1031;88;9;10
138;Totaal mannen en vrouwen;53800;1989;1633;1624;22;140.0;1368.0;31.0;294.0;19.0;1024.0;72.0;23;10;1633;1624;140.0;1484;340;1144;53;34.0;20;1331;298.0;1034;90;9;10
139;Totaal mannen en vrouwen;53800;1990;1679;1669;22;149.0;1403.0;36.0;320.0;19.0;1029.0;73.0;22;10;1679;1669;149.0;1520;369;1151;57;38.0;20;1362;323.0;1039;92;8;10
140;Totaal mannen en vrouwen;53800;1991;1714;1703;22;158.0;1429.0;40.0;348.0;19.0;1023.0;73.0;21;10;1714;1703;158.0;1546;401;1145;61;42.0;19;1385;352.0;1033;92;7;10
141;Totaal mannen en vrouwen;53800;1992;1820;1809;23;171.0;1518.0;46.0;391.0;21.0;1060.0;76.0;21;11;1820;1809;171.0;1638;450;1188;70;48.0;22;1465;395.0;1070;97;7;11
142;Totaal mannen en vrouwen;53800;1993;1916;1905;23;183.0;1596.0;52.0;423.0;25.0;1096.0;81.0;22;12;1916;1905;183.0;1721;489;1232;80;55.0;26;1533;428.0;1105;101;7;12
143;Totaal mannen en vrouwen;53800;1994;1990;1978;23;196.0;1653.0;59.0;456.0;28.0;1110.0;84.0;22;12;1990;1978;196.0;1782;529;1253;91;61.0;29;1581;462.0;1119;104;6;12
144;Totaal mannen en vrouwen;53900;1971;1199;1178;8;108.0;957.0;22.0;439.0;5.0;491.0;52.0;53;21;1199;1178;108.0;1070;501;569;28;22.0;5;949;446.0;503;61;32;21
145;Totaal mannen en vrouwen;53900;1972;1205;1185;8;111.0;962.0;21.0;440.0;6.0;495.0;52.0;52;20;1205;1185;111.0;1074;501;572;28;22.0;6;954;449.0;505;61;30;20
146;Totaal mannen en vrouwen;53900;1973;1209;1188;8;115.0;964.0;21.0;441.0;6.0;496.0;51.0;51;20;1209;1188;115.0;1074;500;573;29;22.0;6;956;450.0;506;61;28;20
147;Totaal mannen en vrouwen;53900;1974;1207;1187;8;117.0;963.0;21.0;440.0;7.0;495.0;49.0;49;20;1207;1187;117.0;1070;498;572;29;22.0;7;955;450.0;505;60;26;20
148;Totaal mannen en vrouwen;53900;1975;1207;1188;9;120.0;963.0;20.0;442.0;7.0;494.0;48.0;48;20;1207;1188;120.0;1068;498;569;29;22.0;7;955;452.0;503;59;24;20
149;Totaal mannen en vrouwen;53900;1976;1233;1214;9;125.0;986.0;20.0;457.0;7.0;502.0;48.0;47;19;1233;1214;125.0;1089;511;578;29;22.0;7;977;466.0;511;59;24;19
150;Totaal mannen en vrouwen;53900;1977;1256;1237;9;129.0;1006.0;20.0;471.0;7.0;508.0;47.0;46;19;1256;1237;129.0;1109;524;584;29;22.0;7;997;479.0;518;59;23;19
151;Totaal mannen en vrouwen;53900;1978;1271;1253;9;133.0;1019.0;20.0;481.0;7.0;511.0;47.0;45;19;1271;1253;133.0;1120;532;588;30;22.0;7;1009;487.0;522;59;22;19
152;Totaal mannen en vrouwen;53900;1979;1289;1271;10;137.0;1033.0;20.0;491.0;8.0;515.0;47.0;44;18;1289;1271;137.0;1134;541;593;31;23.0;8;1023;497.0;526;60;21;18
153;Totaal mannen en vrouwen;53900;1980;1302;1284;10;141.0;1043.0;21.0;499.0;8.0;516.0;47.0;42;18;1302;1284;141.0;1143;548;595;31;24.0;8;1031;504.0;527;60;20;18
154;Totaal mannen en vrouwen;53900;1981;1319;1302;10;146.0;1056.0;21.0;509.0;8.0;518.0;48.0;41;17;1319;1302;146.0;1156;558;598;33;24.0;8;1043;514.0;528;61;20;17
155;Totaal mannen en vrouwen;53900;1982;1334;1317;10;152.0;1067.0;23.0;521.0;8.0;516.0;49.0;39;17;1334;1317;152.0;1166;570;596;34;25.0;8;1051;525.0;526;62;19;17
156;Totaal mannen en vrouwen;53900;1983;1348;1332;11;157.0;1077.0;24.0;533.0;8.0;512.0;50.0;37;16;1348;1332;157.0;1175;582;593;35;27.0;8;1059;537.0;522;62;19;16
157;Totaal mannen en vrouwen;53900;1984;1369;1354;10;163.0;1092.0;26.0;548.0;8.0;510.0;51.0;38;16;1369;1354;163.0;1191;599;592;36;28.0;8;1074;553.0;521;63;19;16
158;Totaal mannen en vrouwen;53900;1985;1387;1373;10;168.0;1104.0;27.0;564.0;8.0;505.0;52.0;39;15;1387;1373;168.0;1205;616;588;38;29.0;8;1086;569.0;517;63;18;15
159;Totaal mannen en vrouwen;53900;1986;1391;1376;9;172.0;1104.0;29.0;575.0;8.0;493.0;52.0;39;14;1391;1376;172.0;1204;628;576;39;31.0;8;1086;580.0;506;62;18;14
160;Totaal mannen en vrouwen;53900;1987;1392;1379;9;176.0;1104.0;30.0;588.0;8.0;478.0;52.0;39;14;1392;1379;176.0;1203;642;561;40;32.0;8;1085;594.0;491;61;17;14
161;Totaal mannen en vrouwen;53900;1988;1398;1385;9;180.0;1107.0;31.0;608.0;7.0;461.0;51.0;38;13;1398;1385;180.0;1205;662;543;41;33.0;8;1088;613.0;474;61;16;13
162;Totaal mannen en vrouwen;53900;1989;1396;1383;8;183.0;1104.0;33.0;628.0;7.0;437.0;51.0;37;13;1396;1383;183.0;1200;683;517;42;35.0;7;1084;634.0;450;59;15;13
163;Totaal mannen en vrouwen;53900;1990;1398;1386;8;188.0;1106.0;34.0;654.0;6.0;412.0;49.0;36;12;1398;1386;188.0;1198;709;489;43;36.0;7;1084;659.0;425;58;14;12
164;Totaal mannen en vrouwen;53900;1991;1404;1391;8;192.0;1110.0;36.0;678.0;5.0;391.0;47.0;34;12;1404;1391;192.0;1199;734;466;44;38.0;7;1087;684.0;403;56;12;12
165;Totaal mannen en vrouwen;53900;1992;1412;1400;8;196.0;1118.0;38.0;695.0;6.0;379.0;45.0;33;12;1412;1400;196.0;1204;753;451;47;40.0;7;1092;701.0;391;53;11;12
166;Totaal mannen en vrouwen;53900;1993;1422;1410;8;200.0;1126.0;40.0;714.0;7.0;365.0;43.0;32;12;1422;1410;200.0;1209;773;437;50;42.0;8;1097;720.0;377;51;10;12
167;Totaal mannen en vrouwen;53900;1994;1435;1423;8;205.0;1138.0;43.0;737.0;8.0;351.0;41.0;31;12;1435;1423;205.0;1218;798;420;53;45.0;8;1106;744.0;362;50;9;12
168;Totaal mannen en vrouwen;53925;1971;854;817;1;160.0;555.0;21.0;411.0;2.0;121.0;34.0;68;37;854;817;160.0;657;473;185;24;21.0;2;566;420.0;146;36;32;37
169;Totaal mannen en vrouwen;53925;1972;869;832;1;168.0;563.0;21.0;420.0;2.0;120.0;34.0;67;37;869;832;168.0;664;481;183;24;21.0;2;573;429.0;144;37;30;37
170;Totaal mannen en vrouwen;53925;1973;885;848;1;176.0;572.0;21.0;430.0;2.0;119.0;34.0;65;37;885;848;176.0;672;490;182;24;21.0;2;582;440.0;142;37;29;37
171;Totaal mannen en vrouwen;53925;1974;902;865;1;184.0;582.0;21.0;441.0;2.0;118.0;34.0;64;37;902;865;184.0;681;500;181;24;22.0;2;591;451.0;141;38;28;37
172;Totaal mannen en vrouwen;53925;1975;920;883;1;192.0;593.0;21.0;453.0;2.0;118.0;34.0;63;37;920;883;192.0;691;511;180;24;22.0;2;602;462.0;139;38;27;37
173;Totaal mannen en vrouwen;53925;1976;936;899;1;200.0;602.0;21.0;463.0;2.0;116.0;34.0;62;37;936;899;200.0;699;521;178;24;22.0;2;610;473.0;138;38;26;37
174;Totaal mannen en vrouwen;53925;1977;944;907;1;206.0;606.0;21.0;469.0;2.0;114.0;34.0;60;37;944;907;206.0;701;527;174;24;22.0;2;614;479.0;135;37;25;37
175;Totaal mannen en vrouwen;53925;1978;957;920;1;212.0;615.0;21.0;479.0;2.0;113.0;34.0;58;37;957;920;212.0;708;535;173;25;22.0;2;622;488.0;134;37;25;37
176;Totaal mannen en vrouwen;53925;1979;971;934;1;218.0;624.0;21.0;488.0;2.0;113.0;34.0;56;37;971;934;218.0;716;544;172;25;23.0;2;629;497.0;132;38;24;37
177;Totaal mannen en vrouwen;53925;1980;984;947;1;224.0;633.0;22.0;497.0;2.0;113.0;34.0;55;37;984;947;224.0;723;552;171;25;23.0;2;637;505.0;131;38;23;37
178;Totaal mannen en vrouwen;53925;1981;990;954;1;228.0;637.0;22.0;501.0;2.0;112.0;34.0;53;37;990;954;228.0;725;556;169;26;24.0;2;639;509.0;130;38;23;37
179;Totaal mannen en vrouwen;53925;1982;998;962;1;233.0;643.0;23.0;507.0;2.0;111.0;34.0;50;36;998;962;233.0;729;561;168;27;24.0;2;643;515.0;128;37;22;36
180;Totaal mannen en vrouwen;53925;1983;1002;967;1;236.0;647.0;24.0;512.0;2.0;110.0;34.0;48;36;1002;967;236.0;731;566;165;27;25.0;2;645;519.0;126;37;22;36
181;Totaal mannen en vrouwen;53925;1984;1003;968;1;238.0;649.0;24.0;516.0;2.0;107.0;34.0;46;35;1003;968;238.0;730;569;161;28;25.0;2;645;522.0;123;36;22;35
182;Totaal mannen en vrouwen;53925;1985;1005;970;1;240.0;651.0;25.0;520.0;2.0;105.0;33.0;45;34;1005;970;240.0;730;573;157;28;26.0;2;646;527.0;120;35;21;34
183;Totaal mannen en vrouwen;53925;1986;1028;994;1;246.0;669.0;25.0;537.0;2.0;105.0;34.0;44;33;1028;994;246.0;748;591;158;29;26.0;2;663;544.0;120;36;21;33
184;Totaal mannen en vrouwen;53925;1987;1050;1017;1;252.0;687.0;26.0;554.0;2.0;105.0;34.0;44;32;1050;1017;252.0;765;607;158;29;27.0;2;679;560.0;119;36;20;32
185;Totaal mannen en vrouwen;53925;1988;1066;1034;1;258.0;700.0;27.0;567.0;2.0;104.0;34.0;43;31;1066;1034;258.0;777;620;156;30;28.0;2;691;573.0;118;36;19;31
186;Totaal mannen en vrouwen;53925;1989;1083;1053;1;263.0;715.0;28.0;582.0;2.0;103.0;33.0;41;30;1083;1053;263.0;790;635;155;31;29.0;2;705;588.0;117;36;19;30
187;Totaal mannen en vrouwen;53925;1990;1097;1068;1;268.0;726.0;29.0;595.0;2.0;101.0;33.0;40;29;1097;1068;268.0;800;647;153;32;30.0;2;715;600.0;115;36;17;29
188;Totaal mannen en vrouwen;53925;1991;1113;1087;1;274.0;741.0;29.0;611.0;2.0;99.0;33.0;38;26;1113;1087;274.0;813;663;150;33;30.0;2;729;616.0;113;35;16;26
189;Totaal mannen en vrouwen;53925;1992;1128;1106;1;281.0;754.0;30.0;625.0;2.0;97.0;32.0;37;22;1128;1106;281.0;824;677;147;33;31.0;2;741;631.0;110;35;15;22
190;Totaal mannen en vrouwen;53925;1993;1141;1119;1;288.0;764.0;31.0;637.0;2.0;94.0;31.0;36;22;1141;1119;288.0;832;689;143;34;32.0;2;750;643.0;107;34;14;22
191;Totaal mannen en vrouwen;53925;1994;1160;1138;1;294.0;778.0;32.0;653.0;2.0;91.0;31.0;35;22;1160;1138;294.0;844;705;139;35;33.0;2;763;659.0;104;33;13;22
192;Totaal mannen en vrouwen;21600;1971;485;381;0;111.0;171.0;11.0;136.0;0.0;24.0;27.0;72;104;485;381;111.0;270;181;89;11;11.0;0;209;149.0;60;29;21;104
193;Totaal mannen en vrouwen;21600;1972;499;390;0;117.0;177.0;11.0;142.0;0.0;24.0;27.0;69;109;499;390;117.0;273;186;87;11;11.0;0;212;155.0;58;30;20;109
194;Totaal mannen en vrouwen;21600;1973;510;397;0;122.0;182.0;11.0;147.0;0.0;24.0;28.0;65;113;510;397;122.0;275;190;85;11;11.0;0;214;160.0;55;30;19;113
195;Totaal mannen en vrouwen;21600;1974;524;406;0;128.0;187.0;11.0;153.0;0.0;24.0;28.0;62;118;524;406;128.0;278;194;83;11;11.0;0;218;165.0;53;31;18;118
196;Totaal mannen en vrouwen;21600;1975;539;416;0;135.0;193.0;11.0;159.0;0.0;24.0;29.0;59;123;539;416;135.0;281;200;82;11;11.0;0;222;171.0;51;31;17;123
197;Totaal mannen en vrouwen;21600;1976;555;427;0;142.0;199.0;11.0;164.0;0.0;23.0;29.0;57;127;555;427;142.0;285;205;80;12;12.0;0;226;177.0;49;31;16;127
198;Totaal mannen en vrouwen;21600;1977;571;439;0;150.0;204.0;11.0;170.0;0.0;23.0;29.0;56;132;571;439;150.0;289;210;79;12;12.0;0;230;182.0;48;31;16;132
199;Totaal mannen en vrouwen;21600;1978;592;456;0;159.0;212.0;11.0;177.0;0.0;23.0;30.0;54;136;592;456;159.0;296;218;79;12;12.0;0;237;190.0;47;32;16;136
200;Totaal mannen en vrouwen;21600;1979;610;469;0;169.0;218.0;12.0;183.0;0.0;23.0;31.0;51;141;610;469;169.0;300;222;77;12;12.0;0;240;195.0;45;32;15;141
201;Totaal mannen en vrouwen;21600;1980;631;486;0;180.0;225.0;12.0;190.0;0.0;23.0;31.0;49;146;631;486;180.0;305;229;76;13;13.0;0;245;201.0;44;32;15;146
202;Totaal mannen en vrouwen;21600;1981;652;501;0;192.0;231.0;12.0;195.0;0.0;23.0;31.0;46;150;652;501;192.0;309;233;75;13;13.0;0;248;206.0;43;32;15;150
203;Totaal mannen en vrouwen;21600;1982;670;517;0;205.0;236.0;13.0;200.0;0.0;23.0;32.0;44;154;670;517;205.0;312;237;74;14;14.0;0;251;209.0;42;32;15;154
204;Totaal mannen en vrouwen;21600;1983;686;528;0;216.0;238.0;13.0;202.0;0.0;23.0;31.0;43;157;686;528;216.0;312;239;73;14;14.0;0;251;210.0;41;32;15;157
205;Totaal mannen en vrouwen;21600;1984;705;545;0;228.0;242.0;14.0;205.0;0.0;23.0;31.0;43;161;705;545;228.0;316;244;73;15;15.0;0;255;214.0;41;31;15;161
206;Totaal mannen en vrouwen;21600;1985;725;562;0;240.0;247.0;15.0;210.0;0.0;23.0;31.0;44;163;725;562;240.0;322;249;72;15;15.0;0;260;218.0;42;31;15;163
207;Totaal mannen en vrouwen;21600;1986;741;577;0;251.0;251.0;15.0;213.0;0.0;23.0;31.0;44;164;741;577;251.0;326;253;72;16;16.0;0;264;222.0;41;31;15;164
208;Totaal mannen en vrouwen;21600;1987;754;589;0;262.0;254.0;15.0;216.0;0.0;22.0;31.0;43;165;754;589;262.0;328;257;71;16;16.0;0;266;225.0;40;31;15;165
209;Totaal mannen en vrouwen;21600;1988;775;611;0;276.0;262.0;16.0;224.0;0.0;22.0;31.0;43;164;775;611;276.0;335;264;71;17;17.0;0;272;232.0;40;31;15;164
210;Totaal mannen en vrouwen;21600;1989;794;632;0;289.0;270.0;17.0;231.0;0.0;22.0;31.0;42;162;794;632;289.0;343;272;71;18;18.0;0;279;239.0;39;32;15;162
211;Totaal mannen en vrouwen;21600;1990;809;649;0;301.0;275.0;17.0;236.0;0.0;22.0;31.0;41;160;809;649;301.0;348;277;71;18;18.0;0;283;245.0;39;32;15;160
212;Totaal mannen en vrouwen;21600;1991;821;667;0;312.0;283.0;18.0;243.0;0.0;21.0;32.0;40;154;821;667;312.0;354;284;70;19;19.0;0;290;252.0;38;32;14;154
213;Totaal mannen en vrouwen;21600;1992;832;683;0;323.0;291.0;19.0;251.0;0.0;21.0;31.0;38;149;832;683;323.0;360;293;67;20;20.0;0;296;260.0;35;32;13;149
214;Totaal mannen en vrouwen;21600;1993;844;695;0;332.0;297.0;20.0;257.0;0.0;20.0;31.0;35;149;844;695;332.0;363;299;64;20;20.0;0;299;267.0;33;31;12;149
215;Totaal mannen en vrouwen;21600;1994;848;700;0;339.0;299.0;20.0;259.0;0.0;19.0;30.0;33;148;848;700;339.0;361;300;61;21;21.0;0;300;269.0;31;30;10;148
216;Mannen;10000;1971;6550;6435;2869;258.0;3052.0;39.0;884.0;13.0;2116.0;38.0;218;115;6550;6435;258.0;6176;1022;5155;70;40.0;30;5779;915.0;4863;262;66;115
217;Mannen;10000;1972;6624;6509;2874;271.0;3113.0;43.0;910.0;16.0;2143.0;38.0;212;115;6624;6509;271.0;6238;1054;5184;84;46.0;38;5831;944.0;4887;258;64;115
218;Mannen;10000;1973;6676;6560;2869;283.0;3163.0;48.0;934.0;20.0;2161.0;38.0;206;116;6676;6560;283.0;6276;1082;5195;97;51.0;46;5862;968.0;4894;255;62;116
219;Mannen;10000;1974;6722;6606;2860;296.0;3211.0;54.0;956.0;23.0;2178.0;38.0;200;116;6722;6606;296.0;6310;1109;5201;110;57.0;53;5886;991.0;4895;253;60;116
220;Mannen;10000;1975;6772;6655;2850;310.0;3262.0;61.0;978.0;26.0;2196.0;38.0;195;116;6772;6655;310.0;6345;1135;5210;123;64.0;59;5909;1013.0;4896;255;58;116
221;Mannen;10000;1976;6837;6720;2844;327.0;3322.0;72.0;1001.0;29.0;2220.0;37.0;190;117;6837;6720;327.0;6393;1162;5231;137;73.0;64;5940;1033.0;4907;260;56;117
222;Mannen;10000;1977;6872;6755;2824;344.0;3366.0;84.0;1018.0;31.0;2233.0;37.0;185;117;6872;6755;344.0;6411;1187;5224;153;84.0;68;5938;1048.0;4890;266;54;117
223;Mannen;10000;1978;6907;6790;2803;364.0;3407.0;95.0;1037.0;33.0;2242.0;37.0;180;117;6907;6790;364.0;6426;1213;5213;168;96.0;72;5933;1064.0;4869;273;52;117
224;Mannen;10000;1979;6945;6828;2785;387.0;3444.0;107.0;1054.0;36.0;2248.0;38.0;175;117;6945;6828;387.0;6441;1239;5202;184;108.0;76;5926;1080.0;4846;280;52;117
225;Mannen;10000;1980;6994;6876;2774;414.0;3477.0;120.0;1071.0;37.0;2249.0;39.0;172;118;6994;6876;414.0;6462;1269;5194;200;121.0;79;5921;1096.0;4825;289;52;118
226;Mannen;10000;1981;7048;6930;2767;445.0;3507.0;134.0;1086.0;39.0;2248.0;41.0;171;118;7048;6930;445.0;6485;1299;5186;217;136.0;81;5914;1110.0;4804;302;52;118
227;Mannen;10000;1982;7082;6964;2741;479.0;3532.0;150.0;1096.0;39.0;2247.0;43.0;170;117;7082;6964;479.0;6485;1324;5161;233;152.0;81;5882;1118.0;4764;316;54;117
228;Mannen;10000;1983;7103;6986;2708;515.0;3549.0;167.0;1102.0;40.0;2241.0;45.0;169;117;7103;6986;515.0;6471;1349;5123;250;170.0;80;5834;1123.0;4711;331;56;117
229;Mannen;10000;1984;7124;7009;2677;553.0;3566.0;185.0;1109.0;40.0;2232.0;46.0;167;115;7124;7009;553.0;6456;1377;5079;269;189.0;80;5785;1129.0;4655;344;59;115
230;Mannen;10000;1985;7150;7037;2647;592.0;3587.0;206.0;1120.0;42.0;2219.0;47.0;164;113;7150;7037;592.0;6445;1411;5033;291;210.0;81;5738;1140.0;4598;354;62;113
231;Mannen;10000;1986;7185;7075;2622;630.0;3614.0;227.0;1140.0;45.0;2202.0;48.0;160;110;7185;7075;630.0;6445;1454;4991;317;231.0;86;5704;1160.0;4544;360;63;110
232;Mannen;10000;1987;7224;7117;2600;665.0;3646.0;249.0;1166.0;49.0;2183.0;50.0;156;107;7224;7117;665.0;6452;1502;4950;346;253.0;94;5677;1185.0;4493;364;64;107
233;Mannen;10000;1988;7274;7169;2580;700.0;3687.0;272.0;1197.0;54.0;2164.0;51.0;152;104;7274;7169;700.0;6469;1556;4913;380;276.0;104;5660;1216.0;4445;365;64;104
234;Mannen;10000;1989;7317;7215;2555;732.0;3730.0;296.0;1232.0;59.0;2143.0;52.0;146;101;7317;7215;732.0;6483;1613;4871;415;300.0;115;5640;1249.0;4391;365;63;101
235;Mannen;10000;1990;7358;7260;2528;764.0;3775.0;319.0;1272.0;64.0;2120.0;53.0;141;98;7358;7260;764.0;6496;1675;4821;448;323.0;125;5624;1290.0;4334;362;62;98
236;Mannen;10000;1991;7420;7327;2515;795.0;3828.0;346.0;1309.0;69.0;2104.0;53.0;135;93;7420;7327;795.0;6532;1737;4795;483;350.0;133;5626;1328.0;4299;364;59;93
237;Mannen;10000;1992;7480;7394;2507;827.0;3877.0;367.0;1346.0;77.0;2088.0;53.0;130;87;7480;7394;827.0;6567;1792;4775;517;371.0;146;5633;1364.0;4268;360;57;87
238;Mannen;10000;1993;7535;7449;2496;858.0;3919.0;388.0;1377.0;86.0;2068.0;52.0;125;86;7535;7449;858.0;6591;1844;4747;554;392.0;162;5625;1397.0;4227;358;54;86
239;Mannen;10000;1994;7586;7500;2487;889.0;3951.0;412.0;1400.0;96.0;2043.0;52.0;120;86;7586;7500;889.0;6611;1888;4723;595;415.0;179;5601;1421.0;4181;363;53;86
240;Mannen;41100;1971;1825;1808;1774;;;;;;;;34;16;1825;1808;;1808;4;1804;7;;7;1734;;1734;63;4;16
241;Mannen;41100;1972;1828;1812;1778;;;;;;;;34;16;1828;1812;;1812;5;1807;10;;10;1740;;1740;56;5;16
242;Mannen;41100;1973;1822;1807;1774;;;;;;;;33;15;1822;1807;;1807;6;1801;13;;13;1738;;1738;51;6;15
243;Mannen;41100;1974;1805;1791;1759;;;;;;;;32;14;1805;1791;;1791;6;1785;15;;15;1723;;1723;47;6;14
244;Mannen;41100;1975;1783;1770;1739;;;;;;;;31;14;1783;1770;;1770;6;1764;16;;16;1701;;1701;47;6;14
245;Mannen;41100;1976;1762;1749;1719;;;;;;;;30;13;1762;1749;;1749;4;1744;17;;17;1676;;1676;52;4;13
246;Mannen;41100;1977;1730;1718;1690;;;;;;;;28;12;1730;1718;;1718;3;1715;17;;17;1641;;1641;57;3;12
247;Mannen;41100;1978;1697;1685;1658;;;;;;;;27;12;1697;1685;;1685;3;1683;17;;17;1605;;1605;61;3;12
248;Mannen;41100;1979;1659;1648;1622;;;;;;;;26;11;1659;1648;;1648;2;1645;17;;17;1565;;1565;63;2;11
249;Mannen;41100;1980;1629;1619;1594;;;;;;;;25;11;1629;1619;;1619;2;1616;17;;17;1532;;1532;66;2;11
250;Mannen;41100;1981;1603;1593;1569;;;;;;;;24;10;1603;1593;;1593;2;1591;17;;17;1502;;1502;71;2;10
251;Mannen;41100;1982;1571;1561;1537;;;;;;;;23;10;1571;1561;;1561;2;1559;16;;16;1464;;1464;79;2;10
252;Mannen;41100;1983;1533;1524;1501;;;;;;;;22;10;1533;1524;;1524;2;1521;15;;15;1419;;1419;87;2;10
253;Mannen;41100;1984;1496;1486;1465;;;;;;;;21;10;1496;1486;;1486;2;1484;15;;15;1374;;1374;95;2;10
254;Mannen;41100;1985;1455;1445;1425;;;;;;;;20;9;1455;1445;;1445;2;1443;15;;15;1326;;1326;101;2;9
255;Mannen;41100;1986;1422;1413;1394;;;;;;;;19;9;1422;1413;;1413;3;1410;18;;18;1288;;1288;105;3;9
256;Mannen;41100;1987;1400;1391;1373;;;;;;;;18;9;1400;1391;;1391;3;1388;22;;22;1259;;1259;106;3;9
257;Mannen;41100;1988;1387;1379;1362;;;;;;;;17;8;1387;1379;;1379;4;1375;28;;28;1240;;1240;107;4;8
258;Mannen;41100;1989;1383;1375;1358;;;;;;;;17;8;1383;1375;;1375;4;1371;34;;34;1228;;1228;108;4;8
259;Mannen;41100;1990;1385;1378;1361;;;;;;;;16;7;1385;1378;;1378;4;1374;40;;40;1224;;1224;110;4;7
260;Mannen;41100;1991;1398;1392;1376;;;;;;;;16;6;1398;1392;;1392;4;1388;43;;43;1228;;1228;116;4;6
261;Mannen;41100;1992;1411;1406;1390;;;;;;;;16;5;1411;1406;;1406;4;1402;48;;48;1236;;1236;118;4;5
262;Mannen;41100;1993;1425;1420;1404;;;;;;;;16;5;1425;1420;;1420;4;1416;53;;53;1244;;1244;119;4;5
263;Mannen;41100;1994;1438;1433;1418;;;;;;;;15;5;1438;1433;;1433;4;1429;60;;60;1246;;1246;124;4;5
264;Mannen;53050;1971;1188;1157;911;55.0;150.0;4.0;73.0;1.0;71.0;0.0;41;30;1188;1157;55.0;1102;94;1009;13;4.0;9;987;81.0;906;94;8;30
265;Mannen;53050;1972;1172;1142;902;57.0;143.0;8.0;71.0;2.0;62.0;0.0;41;30;1172;1142;57.0;1085;95;990;18;8.0;11;965;79.0;887;93;9;30
266;Mannen;53050;1973;1160;1130;895;58.0;137.0;11.0;69.0;2.0;55.0;0.0;40;30;1160;1130;58.0;1072;97;975;24;11.0;13;947;77.0;871;92;9;30
267;Mannen;53050;1974;1159;1129;895;60.0;133.0;15.0;68.0;2.0;49.0;0.0;40;30;1159;1129;60.0;1069;99;969;29;15.0;14;939;76.0;863;92;9;30
268;Mannen;53050;1975;1168;1138;902;63.0;133.0;18.0;67.0;2.0;45.0;0.0;41;29;1168;1138;63.0;1075;103;972;35;18.0;16;938;75.0;863;93;10;29
269;Mannen;53050;1976;1185;1156;912;67.0;135.0;23.0;68.0;2.0;43.0;0.0;42;29;1185;1156;67.0;1089;108;981;41;23.0;18;944;75.0;869;94;10;29
270;Mannen;53050;1977;1198;1169;919;70.0;137.0;27.0;67.0;2.0;40.0;0.0;43;29;1198;1169;70.0;1099;112;987;46;27.0;19;946;74.0;872;96;11;29
271;Mannen;53050;1978;1208;1180;926;74.0;137.0;31.0;66.0;2.0;38.0;0.0;43;28;1208;1180;74.0;1107;115;992;52;31.0;21;945;72.0;873;98;11;28
272;Mannen;53050;1979;1224;1200;942;77.0;137.0;36.0;64.0;3.0;35.0;0.0;44;24;1224;1200;77.0;1123;118;1005;58;36.0;22;951;71.0;881;102;12;24
