ID;Geslacht;Persoonskenmerken;PositieInDeWerkkring;ArbeidspositiePartner;Perioden;WerkzameBeroepsbevolkingMetPartner_1;WerkzameBeroepsbevolkingInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzBeroepsbevPartnerInkOnbekend_6
156;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2013;4513;4402.0;48.2;40.6;31.1;111.0
157;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2014;4454;4310.0;49.3;41.4;32.4;144.0
158;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2015;4478;4359.0;49.4;42.6;32.9;119.0
159;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2016;4481;4335.0;50.3;43.2;34.3;146.0
160;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2017;4511;4269.0;51.5;44.0;35.5;241.0
161;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2018;4584;4380.0;52.8;45.0;35.8;204.0
162;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2019;4635;4432.0;55.0;46.5;38.6;202.0
163;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2020;4602;4340.0;57.5;48.3;39.7;261.0
164;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2021;4741;4630.0;60.4;50.7;42.1;111.0
165;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2022;4784;4664.0;66.4;55.4;45.0;120.0
166;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2023;4845;4707.0;68.1;56.3;47.7;138.0
167;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2024;4879;;;;;
168;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2013;3875;3781.0;47.4;39.4;31.7;94.0
169;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2014;3812;3691.0;48.4;40.2;33.0;120.0
170;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2015;3844;3742.0;48.6;41.3;33.6;101.0
171;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2016;3854;3728.0;49.6;42.1;35.1;126.0
172;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2017;3881;3671.0;50.8;42.9;36.3;210.0
173;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2018;3955;3779.0;52.2;43.9;36.6;176.0
174;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2019;4010;3834.0;54.6;45.6;39.4;176.0
175;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2020;3993;3765.0;57.4;47.7;40.7;227.0
176;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2021;4190;4091.0;59.9;49.8;42.9;99.0
177;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2022;4237;4129.0;66.6;55.2;46.1;108.0
178;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2023;4296;4172.0;68.1;55.8;48.8;124.0
179;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2024;4326;;;;;
180;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2013;3665;3576.0;47.3;39.3;32.0;89.0
181;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2014;3594;3482.0;48.4;40.1;33.3;112.0
182;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2015;3642;3547.0;48.4;41.2;33.9;95.0
183;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2016;3688;3568.0;49.4;41.9;35.4;119.0
184;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2017;3741;3537.0;50.7;42.8;36.5;204.0
185;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2018;3845;3675.0;52.1;43.7;36.7;170.0
186;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2019;3911;3741.0;54.5;45.5;39.5;171.0
187;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2020;3891;3669.0;57.3;47.6;40.9;222.0
188;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2021;4098;4003.0;59.8;49.7;43.0;95.0
189;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2022;4166;4060.0;66.0;54.6;46.1;106.0
190;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2023;4226;4105.0;67.9;55.6;48.9;121.0
191;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2024;4251;;;;;
192;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2013;211;205.0;48.9;41.0;25.7;6.0
193;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2014;217;209.0;49.6;41.4;26.9;9.0
194;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2015;202;195.0;51.7;44.4;27.7;6.0
195;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2016;166;160.0;53.6;45.8;28.5;6.0
