ID;Arbeidspositie;ArbeidspositieVoorgaandePeriode;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1
89;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2023 2e kwartaal;1356.0
90;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2023 3e kwartaal;1335.0
91;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2023 4e kwartaal;1349.0
92;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2024 1e kwartaal;1335.0
93;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2024 2e kwartaal;1341.0
94;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2024 3e kwartaal;1336.0
95;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2024 4e kwartaal;1356.0
96;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2013 1e kwartaal;2048.0
97;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2013 2e kwartaal;2034.0
98;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2013 3e kwartaal;2039.0
99;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2013 4e kwartaal;2028.0
100;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2014 1e kwartaal;2067.0
101;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2014 2e kwartaal;2088.0
102;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2014 3e kwartaal;2100.0
103;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2014 4e kwartaal;2085.0
104;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2015 1e kwartaal;2055.0
105;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2015 2e kwartaal;2054.0
106;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2015 3e kwartaal;2065.0
107;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2015 4e kwartaal;2072.0
108;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2016 1e kwartaal;2072.0
109;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2016 2e kwartaal;2094.0
110;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2016 3e kwartaal;2081.0
111;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2016 4e kwartaal;2082.0
112;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2017 1e kwartaal;2085.0
113;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2017 2e kwartaal;2086.0
114;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2017 3e kwartaal;2096.0
115;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2017 4e kwartaal;2092.0
116;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2018 1e kwartaal;2106.0
117;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2018 2e kwartaal;2096.0
118;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2018 3e kwartaal;2076.0
119;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2018 4e kwartaal;2059.0
120;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2019 1e kwartaal;2049.0
121;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2019 2e kwartaal;2053.0
122;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2019 3e kwartaal;2033.0
123;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2019 4e kwartaal;2040.0
124;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2020 1e kwartaal;2043.0
125;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2020 2e kwartaal;2021.0
126;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2020 3e kwartaal;2059.0
127;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2020 4e kwartaal;1997.0
128;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2021 1e kwartaal;
129;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2021 2e kwartaal;2049.0
130;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2021 3e kwartaal;1996.0
131;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2021 4e kwartaal;1993.0
132;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2022 1e kwartaal;1987.0
133;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2022 2e kwartaal;1988.0
134;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2022 3e kwartaal;1938.0
135;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2022 4e kwartaal;1966.0
136;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2023 1e kwartaal;1895.0
137;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2023 2e kwartaal;1915.0
138;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2023 3e kwartaal;1904.0
139;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2023 4e kwartaal;1901.0
140;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2024 1e kwartaal;1896.0
141;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2024 2e kwartaal;1883.0
142;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2024 3e kwartaal;1856.0
143;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2024 4e kwartaal;1893.0
144;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2013 1e kwartaal;1658.0
145;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2013 2e kwartaal;1606.0
146;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2013 3e kwartaal;1640.0
147;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2013 4e kwartaal;1635.0
148;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2014 1e kwartaal;1629.0
149;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2014 2e kwartaal;1658.0
150;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2014 3e kwartaal;1655.0
151;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2014 4e kwartaal;1653.0
152;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2015 1e kwartaal;1669.0
153;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2015 2e kwartaal;1651.0
154;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2015 3e kwartaal;1637.0
155;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2015 4e kwartaal;1649.0
156;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2016 1e kwartaal;1674.0
157;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2016 2e kwartaal;1661.0
158;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2016 3e kwartaal;1609.0
159;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2016 4e kwartaal;1603.0
160;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2017 1e kwartaal;1645.0
161;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2017 2e kwartaal;1628.0
162;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2017 3e kwartaal;1599.0
163;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2017 4e kwartaal;1608.0
164;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2018 1e kwartaal;1612.0
165;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2018 2e kwartaal;1622.0
166;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2018 3e kwartaal;1579.0
167;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2018 4e kwartaal;1548.0
168;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2019 1e kwartaal;1552.0
169;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2019 2e kwartaal;1586.0
170;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2019 3e kwartaal;1524.0
171;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2019 4e kwartaal;1517.0
172;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2020 1e kwartaal;1501.0
173;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2020 2e kwartaal;1532.0
174;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2020 3e kwartaal;1576.0
175;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2020 4e kwartaal;1480.0
176;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;
177;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;1551.0
178;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;1507.0
179;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;1481.0
180;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;1509.0
181;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;1521.0
182;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;1411.0
183;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;1440.0
184;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;1501.0
185;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;1463.0
186;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2023 3e kwartaal;1419.0
187;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;1391.0
188;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;1425.0
189;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;1393.0
190;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;1357.0
191;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;1362.0
192;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2013 1e kwartaal;1172.0
193;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2013 2e kwartaal;1197.0
194;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2013 3e kwartaal;1155.0
195;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2013 4e kwartaal;1145.0
196;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2014 1e kwartaal;1154.0
197;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2014 2e kwartaal;1166.0
198;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2014 3e kwartaal;1183.0
199;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2014 4e kwartaal;1149.0
200;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2015 1e kwartaal;1128.0
201;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2015 2e kwartaal;1149.0
202;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2015 3e kwartaal;1155.0
203;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2015 4e kwartaal;1141.0
204;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2016 1e kwartaal;1148.0
205;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2016 2e kwartaal;1180.0
206;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2016 3e kwartaal;1184.0
207;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2016 4e kwartaal;1197.0
208;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2017 1e kwartaal;1195.0
209;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2017 2e kwartaal;1199.0
210;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2017 3e kwartaal;1215.0
211;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2017 4e kwartaal;1177.0
212;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2018 1e kwartaal;1205.0
213;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2018 2e kwartaal;1187.0
214;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2018 3e kwartaal;1203.0
215;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2018 4e kwartaal;1184.0
216;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2019 1e kwartaal;1162.0
217;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2019 2e kwartaal;1154.0
218;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2019 3e kwartaal;1182.0
219;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2019 4e kwartaal;1140.0
220;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;2 Havo, vwo, mbo2-4;2020 1e kwartaal;1156.0
