ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;Instromers_1;HerinstromersBinnenEenJaar_2;Uitstromers_3
25;Totaal mannen en vrouwen;Totaal;Totaal;2014 2e kwartaal;36570.0;11040.0;30420.0
26;Totaal mannen en vrouwen;Totaal;Totaal;2014 3e kwartaal;36950.0;11790.0;37910.0
27;Totaal mannen en vrouwen;Totaal;Totaal;2014 4e kwartaal;38020.0;11660.0;29510.0
28;Totaal mannen en vrouwen;Totaal;Totaal;2015 1e kwartaal;39350.0;11100.0;30140.0
29;Totaal mannen en vrouwen;Totaal;Totaal;2015 2e kwartaal;33740.0;10070.0;31080.0
30;Totaal mannen en vrouwen;Totaal;Totaal;2015 3e kwartaal;36630.0;11510.0;37170.0
31;Totaal mannen en vrouwen;Totaal;Totaal;2015 4e kwartaal;38520.0;11310.0;27570.0
32;Totaal mannen en vrouwen;Totaal;Totaal;2016 1e kwartaal;38150.0;10780.0;28340.0
33;Totaal mannen en vrouwen;Totaal;Totaal;2016 2e kwartaal;33230.0;9520.0;29800.0
34;Totaal mannen en vrouwen;Totaal;Totaal;2016 3e kwartaal;34800.0;10000.0;34490.0
35;Totaal mannen en vrouwen;Totaal;Totaal;2016 4e kwartaal;35550.0;10040.0;27330.0
36;Totaal mannen en vrouwen;Totaal;Totaal;2017 1e kwartaal;34880.0;9880.0;27800.0
37;Totaal mannen en vrouwen;Totaal;Totaal;2017 2e kwartaal;28030.0;7460.0;29400.0
38;Totaal mannen en vrouwen;Totaal;Totaal;2017 3e kwartaal;27190.0;8270.0;33840.0
39;Totaal mannen en vrouwen;Totaal;Totaal;2017 4e kwartaal;26850.0;8440.0;27090.0
40;Totaal mannen en vrouwen;Totaal;Totaal;2018 1e kwartaal;26490.0;8550.0;27900.0
41;Totaal mannen en vrouwen;Totaal;Totaal;2018 2e kwartaal;22140.0;7060.0;27840.0
42;Totaal mannen en vrouwen;Totaal;Totaal;2018 3e kwartaal;23560.0;8010.0;32870.0
43;Totaal mannen en vrouwen;Totaal;Totaal;2018 4e kwartaal;23610.0;7820.0;25010.0
44;Totaal mannen en vrouwen;Totaal;Totaal;2019 1e kwartaal;23790.0;7660.0;24690.0
45;Totaal mannen en vrouwen;Totaal;Totaal;2019 2e kwartaal;19690.0;6420.0;24270.0
46;Totaal mannen en vrouwen;Totaal;Totaal;2019 3e kwartaal;22100.0;7250.0;29120.0
47;Totaal mannen en vrouwen;Totaal;Totaal;2019 4e kwartaal;22770.0;7260.0;21910.0
48;Totaal mannen en vrouwen;Totaal;Totaal;2020 1e kwartaal;29240.0;8020.0;20580.0
49;Totaal mannen en vrouwen;Totaal;Totaal;2020 2e kwartaal;27340.0;6320.0;16520.0
50;Totaal mannen en vrouwen;Totaal;Totaal;2020 3e kwartaal;24390.0;5910.0;27550.0
51;Totaal mannen en vrouwen;Totaal;Totaal;2020 4e kwartaal;27160.0;6770.0;20870.0
52;Totaal mannen en vrouwen;Totaal;Totaal;2021 1e kwartaal;26280.0;6260.0;22090.0
53;Totaal mannen en vrouwen;Totaal;Totaal;2021 2e kwartaal;20070.0;4970.0;24780.0
54;Totaal mannen en vrouwen;Totaal;Totaal;2021 3e kwartaal;19940.0;5910.0;29070.0
55;Totaal mannen en vrouwen;Totaal;Totaal;2021 4e kwartaal;21160.0;5850.0;22100.0
56;Totaal mannen en vrouwen;Totaal;Totaal;2022 1e kwartaal;19290.0;5540.0;21570.0
57;Totaal mannen en vrouwen;Totaal;Totaal;2022 2e kwartaal;18370.0;4810.0;20480.0
58;Totaal mannen en vrouwen;Totaal;Totaal;2022 3e kwartaal;20590.0;5620.0;23170.0
59;Totaal mannen en vrouwen;Totaal;Totaal;2022 4e kwartaal;20760.0;5230.0;18350.0
60;Totaal mannen en vrouwen;Totaal;Totaal;2023 1e kwartaal;21450.0;5170.0;18180.0
61;Totaal mannen en vrouwen;Totaal;Totaal;2023 2e kwartaal;19450.0;4420.0;17370.0
62;Totaal mannen en vrouwen;Totaal;Totaal;2023 3e kwartaal;20940.0;5090.0;20240.0
63;Totaal mannen en vrouwen;Totaal;Totaal;2023 4e kwartaal;21720.0;4870.0;16780.0
64;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2008 1e kwartaal;10010.0;2970.0;12410.0
65;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2008 2e kwartaal;8550.0;2560.0;11440.0
66;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2008 3e kwartaal;9070.0;2600.0;11530.0
67;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2008 4e kwartaal;10030.0;2670.0;9960.0
68;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2009 1e kwartaal;13250.0;2890.0;9480.0
69;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2009 2e kwartaal;13150.0;2560.0;9620.0
70;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2009 3e kwartaal;13540.0;2610.0;10590.0
71;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2009 4e kwartaal;14190.0;2740.0;9840.0
72;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2010 1e kwartaal;17650.0;2950.0;11130.0
73;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2010 2e kwartaal;14010.0;2730.0;12460.0
74;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2010 3e kwartaal;14400.0;3270.0;13280.0
75;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2010 4e kwartaal;14960.0;3410.0;11610.0
76;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2011 1e kwartaal;16840.0;3750.0;12640.0
77;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2011 2e kwartaal;12410.0;2980.0;12920.0
78;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2011 3e kwartaal;12980.0;3320.0;13220.0
79;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2011 4e kwartaal;14240.0;3720.0;10920.0
80;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2012 1e kwartaal;14800.0;4240.0;13410.0
81;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2012 2e kwartaal;13900.0;4090.0;12410.0
82;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2012 3e kwartaal;15760.0;4440.0;13210.0
83;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2012 4e kwartaal;17790.0;4830.0;11850.0
84;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2013 1e kwartaal;20700.0;5030.0;12530.0
85;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2013 2e kwartaal;17640.0;4530.0;13960.0
86;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2013 3e kwartaal;18450.0;4860.0;16710.0
87;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2013 4e kwartaal;19060.0;5340.0;13490.0
88;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2014 1e kwartaal;20900.0;5550.0;14740.0
89;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2014 2e kwartaal;17130.0;5090.0;15400.0
90;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2014 3e kwartaal;17090.0;5010.0;17560.0
91;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2014 4e kwartaal;17280.0;5200.0;14110.0
92;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2015 1e kwartaal;18060.0;5230.0;15000.0
93;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2015 2e kwartaal;14990.0;4580.0;15580.0
94;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2015 3e kwartaal;15960.0;4850.0;17050.0
95;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2015 4e kwartaal;16040.0;5090.0;13090.0
96;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2016 1e kwartaal;16620.0;5020.0;13730.0
97;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2016 2e kwartaal;13510.0;4360.0;14660.0
98;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2016 3e kwartaal;13990.0;4340.0;15390.0
99;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2016 4e kwartaal;13850.0;4500.0;12520.0
100;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2017 1e kwartaal;14360.0;4410.0;13010.0
101;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2017 2e kwartaal;11240.0;3150.0;13530.0
102;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2017 3e kwartaal;11480.0;3210.0;14280.0
103;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2017 4e kwartaal;11090.0;3580.0;11790.0
104;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2018 1e kwartaal;11240.0;3670.0;12140.0
105;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2018 2e kwartaal;9070.0;2950.0;12140.0
106;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2018 3e kwartaal;9820.0;3000.0;12710.0
107;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2018 4e kwartaal;9750.0;3090.0;10150.0
108;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2019 1e kwartaal;10310.0;3130.0;10070.0
109;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2019 2e kwartaal;8230.0;2530.0;10010.0
110;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2019 3e kwartaal;9300.0;2630.0;10860.0
111;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2019 4e kwartaal;9220.0;2680.0;8840.0
112;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2020 1e kwartaal;12380.0;3160.0;8590.0
113;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2020 2e kwartaal;11660.0;2420.0;7700.0
114;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2020 3e kwartaal;10430.0;2390.0;11590.0
115;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2020 4e kwartaal;10750.0;2760.0;9110.0
116;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2021 1e kwartaal;10120.0;2520.0;9470.0
117;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2021 2e kwartaal;7350.0;1990.0;10310.0
118;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2021 3e kwartaal;7400.0;2210.0;11120.0
119;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2021 4e kwartaal;7350.0;2220.0;8740.0
120;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2022 1e kwartaal;6980.0;2110.0;8660.0
121;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2022 2e kwartaal;6720.0;1920.0;8320.0
122;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2022 3e kwartaal;6940.0;1950.0;8580.0
123;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2022 4e kwartaal;6900.0;1950.0;7370.0
124;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2023 1e kwartaal;7260.0;1930.0;7250.0
125;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2023 2e kwartaal;6190.0;1660.0;6630.0
126;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2023 3e kwartaal;;;
127;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2023 4e kwartaal;;;
128;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2008 1e kwartaal;14400.0;3870.0;13590.0
129;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2008 2e kwartaal;12230.0;3340.0;12700.0
130;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2008 3e kwartaal;11990.0;3620.0;14430.0
131;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2008 4e kwartaal;12290.0;3610.0;12060.0
132;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2009 1e kwartaal;15340.0;3710.0;10990.0
133;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2009 2e kwartaal;15420.0;3570.0;10440.0
134;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2009 3e kwartaal;15550.0;3480.0;11970.0
135;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2009 4e kwartaal;16020.0;3400.0;10970.0
136;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2010 1e kwartaal;20330.0;3620.0;11200.0
137;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2010 2e kwartaal;16840.0;3430.0;12290.0
138;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2010 3e kwartaal;16690.0;4010.0;14710.0
139;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2010 4e kwartaal;17320.0;4160.0;12930.0
140;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2011 1e kwartaal;20060.0;4470.0;13610.0
141;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2011 2e kwartaal;16050.0;3920.0;13340.0
142;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2011 3e kwartaal;15990.0;4400.0;15900.0
143;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2011 4e kwartaal;16400.0;4520.0;13520.0
144;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2012 1e kwartaal;17480.0;5590.0;15280.0
145;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2012 2e kwartaal;15700.0;5170.0;13380.0
146;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2012 3e kwartaal;16670.0;5690.0;16030.0
147;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2012 4e kwartaal;18270.0;6050.0;13860.0
148;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2013 1e kwartaal;20900.0;6040.0;13150.0
149;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2013 2e kwartaal;18600.0;5580.0;13640.0
150;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2013 3e kwartaal;20060.0;6910.0;19030.0
151;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2013 4e kwartaal;20710.0;6440.0;14590.0
152;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2014 1e kwartaal;21780.0;6210.0;14400.0
153;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2014 2e kwartaal;19440.0;5950.0;15020.0
154;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2014 3e kwartaal;19860.0;6780.0;20350.0
155;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2014 4e kwartaal;20730.0;6460.0;15400.0
156;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2015 1e kwartaal;21280.0;5870.0;15130.0
157;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2015 2e kwartaal;18750.0;5490.0;15500.0
158;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2015 3e kwartaal;20660.0;6660.0;20120.0
159;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2015 4e kwartaal;22470.0;6210.0;14470.0
160;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2016 1e kwartaal;21530.0;5760.0;14600.0
161;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2016 2e kwartaal;19720.0;5160.0;15130.0
162;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2016 3e kwartaal;20810.0;5660.0;19100.0
163;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2016 4e kwartaal;21690.0;5540.0;14810.0
164;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2017 1e kwartaal;20520.0;5460.0;14790.0
165;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2017 2e kwartaal;16780.0;4310.0;15870.0
166;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2017 3e kwartaal;15710.0;5050.0;19560.0
167;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2017 4e kwartaal;15760.0;4850.0;15290.0
168;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2018 1e kwartaal;15250.0;4880.0;15760.0
169;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2018 2e kwartaal;13050.0;4110.0;15690.0
170;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2018 3e kwartaal;13730.0;5010.0;20150.0
171;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2018 4e kwartaal;13850.0;4730.0;14860.0
172;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2019 1e kwartaal;13470.0;4530.0;14620.0
173;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2019 2e kwartaal;11460.0;3900.0;14250.0
174;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2019 3e kwartaal;12790.0;4620.0;18260.0
175;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2019 4e kwartaal;13550.0;4580.0;13080.0
176;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2020 1e kwartaal;16860.0;4870.0;11980.0
177;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2020 2e kwartaal;15680.0;3900.0;8820.0
178;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2020 3e kwartaal;13960.0;3530.0;15970.0
179;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2020 4e kwartaal;16410.0;4020.0;11760.0
180;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2021 1e kwartaal;16160.0;3740.0;12620.0
181;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2021 2e kwartaal;12710.0;2980.0;14480.0
182;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2021 3e kwartaal;12540.0;3700.0;17950.0
183;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2021 4e kwartaal;13810.0;3640.0;13360.0
184;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2022 1e kwartaal;12310.0;3430.0;12910.0
185;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2022 2e kwartaal;11650.0;2900.0;12150.0
186;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2022 3e kwartaal;13650.0;3680.0;14590.0
187;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2022 4e kwartaal;13860.0;3280.0;10980.0
188;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2023 1e kwartaal;14190.0;3230.0;10930.0
189;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2023 2e kwartaal;13260.0;2760.0;10740.0
190;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2023 3e kwartaal;;;
191;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2023 4e kwartaal;;;
192;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2008 1e kwartaal;3140.0;700.0;2890.0
193;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2008 2e kwartaal;2580.0;620.0;2660.0
194;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2008 3e kwartaal;2420.0;650.0;2810.0
195;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2008 4e kwartaal;2390.0;620.0;2340.0
196;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2009 1e kwartaal;3160.0;700.0;2270.0
197;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2009 2e kwartaal;3110.0;690.0;2240.0
198;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2009 3e kwartaal;3140.0;670.0;2520.0
199;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2009 4e kwartaal;3420.0;670.0;2300.0
200;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2010 1e kwartaal;4030.0;680.0;2490.0
201;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2010 2e kwartaal;3290.0;670.0;2780.0
202;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2010 3e kwartaal;3210.0;740.0;2890.0
203;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2010 4e kwartaal;3260.0;720.0;2590.0
204;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2011 1e kwartaal;3740.0;820.0;2910.0
205;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2011 2e kwartaal;2940.0;690.0;2870.0
206;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2011 3e kwartaal;2880.0;770.0;3040.0
207;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2011 4e kwartaal;3140.0;870.0;2480.0
208;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2012 1e kwartaal;3350.0;1030.0;3080.0
209;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2012 2e kwartaal;3150.0;1030.0;2760.0
210;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2012 3e kwartaal;3410.0;1020.0;3050.0
211;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2012 4e kwartaal;3730.0;1110.0;2720.0
212;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2013 1e kwartaal;4410.0;1100.0;2680.0
213;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2013 2e kwartaal;3840.0;980.0;2910.0
214;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2013 3e kwartaal;4040.0;1150.0;3590.0
215;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2013 4e kwartaal;4310.0;1140.0;2960.0
216;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2014 1e kwartaal;4790.0;1230.0;3050.0
217;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2014 2e kwartaal;3840.0;1120.0;3390.0
218;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2014 3e kwartaal;3700.0;1110.0;3910.0
219;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2014 4e kwartaal;3870.0;1210.0;3120.0
220;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2015 1e kwartaal;4190.0;1150.0;3200.0
221;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2015 2e kwartaal;3270.0;970.0;3380.0
222;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2015 3e kwartaal;3510.0;1150.0;3770.0
223;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2015 4e kwartaal;3600.0;1190.0;3030.0
224;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2016 1e kwartaal;3720.0;1110.0;3100.0
225;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2016 2e kwartaal;2990.0;990.0;3270.0
226;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2016 3e kwartaal;3040.0;970.0;3580.0
227;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2016 4e kwartaal;3080.0;1010.0;2880.0
228;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2017 1e kwartaal;3140.0;970.0;2960.0
229;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2017 2e kwartaal;2500.0;770.0;3140.0
230;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2017 3e kwartaal;2480.0;840.0;3250.0
231;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2017 4e kwartaal;2430.0;810.0;2730.0
232;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2018 1e kwartaal;2470.0;830.0;2690.0
233;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2018 2e kwartaal;2030.0;650.0;2750.0
234;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2018 3e kwartaal;2030.0;680.0;2700.0
235;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2018 4e kwartaal;2190.0;690.0;2360.0
236;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2019 1e kwartaal;2240.0;680.0;2290.0
237;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2019 2e kwartaal;1900.0;570.0;2200.0
238;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2019 3e kwartaal;2030.0;610.0;2430.0
239;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2019 4e kwartaal;2130.0;660.0;2000.0
240;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2020 1e kwartaal;2930.0;670.0;1790.0
241;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2020 2e kwartaal;2860.0;570.0;1750.0
242;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2020 3e kwartaal;2290.0;540.0;2560.0
243;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2020 4e kwartaal;2750.0;630.0;2010.0
