ID;Geslacht;Leeftijd;Arbeidskenmerken;LevenLangLeren;Perioden;WerkzameBeroepsbevolking15Tot75Jaar_1
43;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2008;1376.0
44;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2009;1383.0
45;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2010;1364.0
46;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2011;1378.0
47;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2012;1387.0
48;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2013;1352.0
49;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2014;1317.0
50;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2015;1353.0
51;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2016;1352.0
52;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2017;1418.0
53;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2018;1468.0
54;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2019;1533.0
55;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2020;1489.0
56;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt formeel onderwijs;2021;1667.0
57;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2003;830.0
58;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2004;762.0
59;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2005;741.0
60;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2006;744.0
61;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2007;816.0
62;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2008;853.0
63;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2009;834.0
64;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2010;815.0
65;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2011;820.0
66;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2012;818.0
67;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2013;913.0
68;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2014;965.0
69;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2015;1013.0
70;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2016;1029.0
71;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2017;1047.0
72;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2018;1038.0
73;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2019;1052.0
74;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2020;992.0
75;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt niet-formeel onderwijs;2021;1656.0
76;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2003;6640.0
77;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2004;6608.0
78;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2005;6657.0
79;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2006;6724.0
80;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2007;6857.0
81;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2008;6982.0
82;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2009;6978.0
83;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2010;6914.0
84;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2011;6902.0
85;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2012;6943.0
86;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2013;6915.0
87;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2014;6897.0
88;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2015;6941.0
89;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2016;7051.0
90;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2017;7161.0
91;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2018;7307.0
92;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2019;7420.0
93;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2020;7463.0
94;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Volgt geen formeel onderwijs;2021;7589.0
95;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2003;5811.0
96;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2004;5846.0
97;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2005;5915.0
98;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2006;5980.0
99;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2007;6042.0
100;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2008;6128.0
101;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2009;6144.0
102;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2010;6099.0
103;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2011;6082.0
104;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2012;6125.0
105;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2013;6002.0
106;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2014;5932.0
107;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2015;5928.0
108;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2016;6022.0
109;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2017;6115.0
110;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2018;6269.0
111;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2019;6368.0
112;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2020;6470.0
113;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;Geen deelname leven lang leren;2021;5933.0
114;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2003;
115;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2004;
116;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2005;
117;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2006;
118;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2007;
119;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2008;
120;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2009;
121;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2010;
122;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2011;1232.0
123;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2012;1194.0
124;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2013;1137.0
125;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2014;1161.0
126;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2015;1283.0
127;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2016;1388.0
128;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2017;1471.0
129;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2018;1564.0
130;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2019;1571.0
131;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2020;1390.0
132;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Totaal;2021;1683.0
133;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2003;
134;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2004;
135;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2005;
136;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2006;
137;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2007;
138;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2008;
139;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2009;
140;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2010;
141;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2011;568.0
142;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2012;550.0
143;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2013;532.0
144;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2014;538.0
145;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2015;606.0
146;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2016;649.0
147;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2017;706.0
148;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2018;734.0
149;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2019;746.0
150;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2020;670.0
151;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Deelname leven lang leren;2021;880.0
152;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2003;
153;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2004;
154;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2005;
155;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2006;
156;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2007;
157;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2008;
158;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2009;
159;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2010;
160;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2011;463.0
161;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2012;451.0
162;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2013;429.0
163;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2014;431.0
164;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2015;478.0
165;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2016;513.0
166;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2017;554.0
167;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2018;579.0
168;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2019;585.0
169;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2020;533.0
170;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt formeel onderwijs;2021;638.0
171;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2003;
172;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2004;
173;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2005;
174;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2006;
175;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2007;
176;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2008;
177;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2009;
178;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2010;
179;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2011;105.0
180;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2012;100.0
181;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2013;104.0
182;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2014;107.0
183;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2015;128.0
184;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2016;136.0
185;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2017;152.0
186;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2018;155.0
187;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2019;161.0
188;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2020;137.0
189;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt niet-formeel onderwijs;2021;242.0
190;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2003;
191;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2004;
192;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2005;
193;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2006;
194;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2007;
195;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2008;
196;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2009;
197;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2010;
198;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2011;769.0
199;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2012;743.0
200;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2013;708.0
201;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2014;730.0
202;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2015;805.0
203;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2016;874.0
204;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2017;917.0
205;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2018;985.0
206;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2019;986.0
207;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2020;857.0
208;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Volgt geen formeel onderwijs;2021;1044.0
209;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2003;
210;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2004;
211;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2005;
212;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2006;
213;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2007;
214;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2008;
215;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2009;
216;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2010;
217;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2011;664.0
218;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2012;643.0
219;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2013;604.0
220;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2014;623.0
221;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2015;677.0
222;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2016;739.0
223;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2017;765.0
224;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2018;830.0
225;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2019;825.0
226;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2020;719.0
227;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: korter dan 1 jaar;Geen deelname leven lang leren;2021;803.0
228;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2003;
229;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2004;
230;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2005;
231;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2006;
232;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2007;
233;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2008;
