ID;Afzet;Producten;Perioden;Indexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Indexcijfers_4;MaandOpMaandOntwikkeling_5;JaarOpJaarOntwikkeling_6
2606;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2002 juli;95.8;1.4;-10.2;95.8;1.4;-10.2
2607;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2002 augustus;97.6;1.9;-10.3;97.6;1.9;-10.3
2608;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2002 september;100.7;3.2;-7.2;100.7;3.2;-7.2
2609;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2002 oktober;100.8;0.1;-5.5;100.8;0.1;-5.5
2610;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2002 november;99.2;-1.6;-6.3;99.2;-1.6;-6.3
2611;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2002 december;101.0;1.7;-2.2;101.0;1.7;-2.2
2612;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2002;98.6;;-9.9;98.6;;-9.9
2613;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 januari;100.5;-0.4;-1.4;100.5;-0.4;-1.4
2614;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 februari;100.9;0.4;1.4;100.9;0.4;1.4
2615;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 maart;98.0;-2.9;-1.9;98.0;-2.9;-1.9
2616;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 april;98.0;0.0;1.7;98.0;0.0;1.7
2617;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 mei;96.3;-1.8;0.1;96.3;-1.8;0.1
2618;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 juni;97.0;0.8;2.6;97.0;0.8;2.6
2619;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 juli;97.2;0.2;1.5;97.2;0.2;1.5
2620;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 augustus;98.9;1.8;1.4;98.9;1.8;1.4
2621;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 september;105.8;6.9;5.1;105.8;6.9;5.1
2622;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 oktober;102.7;-2.9;1.9;102.7;-2.9;1.9
2623;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 november;101.9;-0.8;2.7;101.9;-0.8;2.7
2624;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003 december;98.8;-3.0;-2.1;98.8;-3.0;-2.1
2625;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2003;99.7;;1.1;99.7;;1.1
2626;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 januari;100.6;1.8;0.1;100.6;1.8;0.1
2627;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 februari;101.4;0.7;0.4;101.4;0.7;0.4
2628;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 maart;104.0;2.6;6.2;104.0;2.6;6.2
2629;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 april;102.5;-1.5;4.6;102.5;-1.5;4.6
2630;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 mei;102.1;-0.4;6.0;102.1;-0.4;6.0
2631;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 juni;105.0;2.9;8.3;105.0;2.9;8.3
2632;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 juli;106.6;1.5;9.7;106.6;1.5;9.7
2633;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 augustus;108.5;1.7;9.6;108.5;1.7;9.6
2634;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 september;113.0;4.1;6.8;113.0;4.1;6.8
2635;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 oktober;109.4;-3.2;6.5;109.4;-3.2;6.5
2636;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 november;111.1;1.6;9.1;111.1;1.6;9.1
2637;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004 december;112.3;1.1;13.6;112.3;1.1;13.6
2638;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2004;106.4;;6.7;106.4;;6.7
2639;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 januari;108.9;-3.0;8.2;108.9;-3.0;8.2
2640;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 februari;110.0;1.0;8.5;110.0;1.0;8.5
2641;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 maart;109.4;-0.6;5.1;109.4;-0.6;5.1
2642;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 april;106.2;-2.9;3.7;106.2;-2.9;3.7
2643;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 mei;106.8;0.6;4.7;106.8;0.6;4.7
2644;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 juni;108.5;1.5;3.3;108.5;1.5;3.3
2645;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 juli;108.8;0.3;2.0;108.8;0.3;2.0
2646;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 augustus;109.0;0.2;0.5;109.0;0.2;0.5
2647;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 september;109.0;0.0;-3.5;109.0;0.0;-3.5
2648;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 oktober;109.6;0.5;0.2;109.6;0.5;0.2
2649;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 november;110.3;0.6;-0.7;110.3;0.6;-0.7
2650;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005 december;111.6;1.1;-0.7;111.6;1.1;-0.7
2651;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2005;109.0;;2.5;109.0;;2.5
2652;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 januari;109.1;-2.2;0.2;109.1;-2.2;0.2
2653;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 februari;110.4;1.1;0.3;110.4;1.1;0.3
2654;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 maart;112.2;1.7;2.6;112.2;1.7;2.6
2655;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 april;111.7;-0.5;5.2;111.7;-0.5;5.2
2656;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 mei;112.3;0.5;5.1;112.3;0.5;5.1
2657;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 juni;115.9;3.2;6.8;115.9;3.2;6.8
2658;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 juli;112.6;-2.8;3.6;112.6;-2.8;3.6
2659;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 augustus;114.9;2.0;5.4;114.9;2.0;5.4
2660;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 september;114.7;-0.2;5.2;114.7;-0.2;5.2
2661;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 oktober;111.0;-3.2;1.3;111.0;-3.2;1.3
2662;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 november;108.9;-1.9;-1.3;108.9;-1.9;-1.3
2663;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006 december;108.7;-0.2;-2.6;108.7;-0.2;-2.6
2664;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2006;111.9;;2.6;111.9;;2.6
2665;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 januari;105.7;-2.8;-3.2;105.7;-2.8;-3.2
2666;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 februari;105.7;0.0;-4.2;105.7;0.0;-4.2
2667;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 maart;107.1;1.4;-4.6;107.1;1.4;-4.6
2668;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 april;109.1;1.8;-2.4;109.1;1.8;-2.4
2669;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 mei;110.2;1.1;-1.8;110.2;1.1;-1.8
2670;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 juni;111.4;1.1;-3.8;111.4;1.1;-3.8
2671;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 juli;112.4;0.9;-0.2;112.4;0.9;-0.2
2672;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 augustus;114.9;2.2;0.0;114.9;2.2;0.0
2673;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 september;119.6;4.1;4.2;119.6;4.1;4.2
2674;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 oktober;118.5;-0.9;6.7;118.5;-0.9;6.7
2675;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 november;117.0;-1.2;7.5;117.0;-1.2;7.5
2676;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007 december;117.3;0.2;7.9;117.3;0.2;7.9
2677;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2007;112.4;;0.5;112.4;;0.5
2678;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 januari;116.4;-0.8;10.1;116.4;-0.8;10.1
2679;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 februari;115.5;-0.8;9.3;115.5;-0.8;9.3
2680;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 maart;118.2;2.3;10.3;118.2;2.3;10.3
2681;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 april;117.2;-0.8;7.5;117.2;-0.8;7.5
2682;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 mei;119.4;1.8;8.3;119.4;1.8;8.3
2683;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 juni;121.8;2.0;9.3;121.8;2.0;9.3
2684;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 juli;122.6;0.6;9.0;122.6;0.6;9.0
2685;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 augustus;124.8;1.9;8.7;124.8;1.9;8.7
2686;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 september;128.0;2.5;7.0;128.0;2.5;7.0
2687;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 oktober;125.9;-1.6;6.3;125.9;-1.6;6.3
2688;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 november;119.1;-5.4;1.7;119.1;-5.4;1.7
2689;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008 december;118.9;-0.2;1.3;118.9;-0.2;1.3
2690;Totale Nederlandse afzet;15100000 Vlees en vleesproducten;2008;120.6;;7.3;120.6;;7.3
2691;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 januari;86.4;;;86.4;;
2692;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 februari;91.5;5.9;;91.5;5.9;
2693;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 maart;92.8;1.4;;92.8;1.4;
2694;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 april;93.3;0.6;;93.3;0.6;
2695;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 mei;97.7;4.7;;97.7;4.7;
2696;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 juni;100.2;2.6;;100.2;2.6;
2697;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 juli;100.1;-0.1;;100.1;-0.1;
2698;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 augustus;101.7;1.5;;101.7;1.5;
2699;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 september;104.2;2.5;;104.2;2.5;
2700;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 oktober;109.5;5.1;;109.5;5.1;
2701;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 november;111.3;1.6;;111.3;1.6;
2702;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000 december;111.3;-0.1;;111.3;-0.1;
2703;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2000;100.0;;;100.0;;
2704;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 januari;103.2;-7.3;19.4;103.2;-7.3;19.4
2705;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 februari;109.3;5.9;19.4;109.3;5.9;19.4
2706;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 maart;119.3;9.2;28.6;119.3;9.2;28.6
2707;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 april;116.2;-2.6;24.6;116.2;-2.6;24.6
2708;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 mei;109.9;-5.4;12.5;109.9;-5.4;12.5
2709;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 juni;108.3;-1.5;8.1;108.3;-1.5;8.1
2710;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 juli;103.5;-4.5;3.4;103.5;-4.5;3.4
2711;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 augustus;107.5;3.9;5.8;107.5;3.9;5.8
2712;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 september;106.8;-0.7;2.5;106.8;-0.7;2.5
2713;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 oktober;103.9;-2.7;-5.1;103.9;-2.7;-5.1
2714;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 november;103.6;-0.3;-7.0;103.6;-0.3;-7.0
2715;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001 december;100.3;-3.1;-9.8;100.3;-3.1;-9.8
2716;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2001;107.6;;7.6;107.6;;7.6
2717;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 januari;98.3;-2.0;-4.7;98.3;-2.0;-4.7
2718;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 februari;95.5;-2.9;-12.6;95.5;-2.9;-12.6
2719;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 maart;95.7;0.3;-19.7;95.7;0.3;-19.7
2720;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 april;90.6;-5.3;-22.0;90.6;-5.3;-22.0
2721;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 mei;90.6;0.0;-17.5;90.6;0.0;-17.5
2722;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 juni;88.1;-2.8;-18.7;88.1;-2.8;-18.7
2723;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 juli;90.2;2.4;-12.8;90.2;2.4;-12.8
2724;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 augustus;93.1;3.3;-13.4;93.1;3.3;-13.4
2725;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 september;98.2;5.4;-8.0;98.2;5.4;-8.0
2726;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 oktober;97.9;-0.4;-5.8;97.9;-0.4;-5.8
2727;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 november;96.0;-1.9;-7.3;96.0;-1.9;-7.3
2728;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002 december;98.8;2.9;-1.5;98.8;2.9;-1.5
2729;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2002;94.4;;-12.3;94.4;;-12.3
2730;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 januari;98.8;0.0;0.5;98.8;0.0;0.5
2731;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 februari;99.7;0.9;4.4;99.7;0.9;4.4
2732;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 maart;94.8;-4.9;-1.0;94.8;-4.9;-1.0
2733;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 april;94.9;0.1;4.7;94.9;0.1;4.7
2734;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 mei;91.6;-3.4;1.1;91.6;-3.4;1.1
2735;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 juni;91.4;-0.3;3.7;91.4;-0.3;3.7
2736;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 juli;91.6;0.2;1.5;91.6;0.2;1.5
2737;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 augustus;94.7;3.5;1.7;94.7;3.5;1.7
2738;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 september;104.8;10.6;6.7;104.8;10.6;6.7
2739;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 oktober;100.7;-3.9;2.9;100.7;-3.9;2.9
2740;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 november;99.8;-0.8;4.0;99.8;-0.8;4.0
2741;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003 december;95.8;-4.0;-3.0;95.8;-4.0;-3.0
2742;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2003;96.5;;2.2;96.5;;2.2
2743;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 januari;98.8;3.1;0.0;98.8;3.1;0.0
2744;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 februari;100.1;1.3;0.4;100.1;1.3;0.4
2745;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 maart;104.1;4.0;9.8;104.1;4.0;9.8
2746;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 april;101.9;-2.1;7.4;101.9;-2.1;7.4
2747;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 mei;101.4;-0.5;10.7;101.4;-0.5;10.7
2748;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 juni;105.0;3.6;15.0;105.0;3.6;15.0
2749;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 juli;107.4;2.2;17.3;107.4;2.2;17.3
2750;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 augustus;110.1;2.5;16.2;110.1;2.5;16.2
2751;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 september;117.1;6.3;11.8;117.1;6.3;11.8
2752;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 oktober;111.7;-4.6;11.0;111.7;-4.6;11.0
2753;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 november;114.2;2.2;14.4;114.2;2.2;14.4
2754;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004 december;115.9;1.5;20.9;115.9;1.5;20.9
2755;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2004;107.3;;11.2;107.3;;11.2
2756;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 januari;111.0;-4.2;12.4;111.0;-4.2;12.4
2757;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 februari;112.9;1.7;12.8;112.9;1.7;12.8
2758;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 maart;111.9;-0.9;7.5;111.9;-0.9;7.5
2759;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 april;106.5;-4.8;4.5;106.5;-4.8;4.5
2760;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 mei;106.5;0.0;5.0;106.5;0.0;5.0
2761;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 juni;107.7;1.2;2.5;107.7;1.2;2.5
2762;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 juli;107.7;0.0;0.3;107.7;0.0;0.3
2763;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 augustus;108.1;0.3;-1.8;108.1;0.3;-1.8
2764;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 september;108.9;0.7;-7.0;108.9;0.7;-7.0
2765;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 oktober;110.7;1.6;-1.0;110.7;1.6;-1.0
2766;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 november;113.8;2.9;-0.3;113.8;2.9;-0.3
2767;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005 december;116.8;2.6;0.8;116.8;2.6;0.8
2768;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2005;110.2;;2.7;110.2;;2.7
2769;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 januari;113.8;-2.6;2.4;113.8;-2.6;2.4
2770;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 februari;116.4;2.3;3.0;116.4;2.3;3.0
2771;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 maart;119.4;2.7;6.7;119.4;2.7;6.7
2772;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 april;118.8;-0.6;11.5;118.8;-0.6;11.5
2773;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 mei;118.1;-0.6;10.9;118.1;-0.6;10.9
2774;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 juni;121.1;2.5;12.4;121.1;2.5;12.4
2775;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 juli;116.2;-4.0;7.8;116.2;-4.0;7.8
2776;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 augustus;119.4;2.8;10.4;119.4;2.8;10.4
2777;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 september;119.2;-0.1;9.5;119.2;-0.1;9.5
2778;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 oktober;113.8;-4.5;2.9;113.8;-4.5;2.9
2779;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 november;110.8;-2.7;-2.6;110.8;-2.7;-2.6
2780;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006 december;110.6;-0.2;-5.3;110.6;-0.2;-5.3
2781;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2006;116.5;;5.7;116.5;;5.7
2782;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 januari;105.5;-4.6;-7.2;105.5;-4.6;-7.2
2783;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 februari;105.6;0.1;-9.3;105.6;0.1;-9.3
2784;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 maart;107.8;2.1;-9.8;107.8;2.1;-9.8
2785;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 april;109.5;1.5;-7.9;109.5;1.5;-7.9
2786;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 mei;109.1;-0.3;-7.6;109.1;-0.3;-7.6
2787;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 juni;110.0;0.8;-9.2;110.0;0.8;-9.2
2788;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 juli;111.9;1.7;-3.7;111.9;1.7;-3.7
2789;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 augustus;115.6;3.3;-3.2;115.6;3.3;-3.2
2790;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 september;122.2;5.7;2.5;122.2;5.7;2.5
2791;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 oktober;120.5;-1.4;5.8;120.5;-1.4;5.8
2792;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 november;118.9;-1.3;7.3;118.9;-1.3;7.3
2793;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007 december;119.9;0.8;8.4;119.9;0.8;8.4
2794;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2007;113.0;;-2.9;113.0;;-2.9
2795;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 januari;118.3;-1.4;12.1;118.3;-1.4;12.1
2796;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 februari;117.2;-0.9;11.0;117.2;-0.9;11.0
2797;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 maart;120.5;2.8;11.8;120.5;2.8;11.8
2798;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 april;118.1;-2.0;7.9;118.1;-2.0;7.9
2799;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 mei;121.2;2.7;11.1;121.2;2.7;11.1
2800;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 juni;124.1;2.4;12.9;124.1;2.4;12.9
2801;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 juli;125.8;1.3;12.4;125.8;1.3;12.4
2802;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 augustus;129.3;2.8;11.9;129.3;2.8;11.9
2803;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 september;133.0;2.9;8.9;133.0;2.9;8.9
2804;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 oktober;129.6;-2.6;7.6;129.6;-2.6;7.6
2805;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 november;121.2;-6.5;1.9;121.2;-6.5;1.9
2806;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008 december;120.8;-0.3;0.7;120.8;-0.3;0.7
2807;Totale Nederlandse afzet;15110000 Vers en geconserveerd vlees (be;2008;123.3;;9.0;123.3;;9.0
2808;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 januari;79.0;;;79.0;;
2809;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 februari;88.1;11.6;;88.1;11.6;
2810;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 maart;90.9;3.2;;90.9;3.2;
2811;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 april;91.8;0.9;;91.8;0.9;
2812;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 mei;98.9;7.8;;98.9;7.8;
2813;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 juni;102.9;4.1;;102.9;4.1;
2814;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 juli;103.0;0.0;;103.0;0.0;
2815;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 augustus;103.7;0.6;;103.7;0.6;
2816;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 september;104.9;1.2;;104.9;1.2;
2817;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 oktober;109.8;4.7;;109.8;4.7;
2818;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 november;112.4;2.4;;112.4;2.4;
2819;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000 december;114.7;2.0;;114.7;2.0;
2820;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2000;100.0;;;100.0;;
2821;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2001 januari;110.3;-3.8;39.7;110.3;-3.8;39.7
2822;Totale Nederlandse afzet;15111300 Vlees van varkens, vers of geko;2001 februari;126.5;14.7;43.6;126.5;14.7;43.6
