ID;Leeftijd;Geboortegeneratie;Kinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
151;15;2000;0.00019;0.00019;0.0;0.0;0.0
152;15;2001;0.00018;0.00018;0.0;0.0;0.0
153;15;2002;0.00017;0.00017;0.0;0.0;0.0
154;15;2003;0.00016;0.00016;0.0;0.0;0.0
155;15;2004;0.00015;0.00015;0.0;0.0;0.0
156;15;2005;0.00014;0.00014;0.0;0.0;0.0
157;15;2006;0.00013;0.00013;0.0;0.0;0.0
158;15;2007;0.00013;0.00013;0.0;0.0;0.0
159;15;2008;0.00012;0.00012;0.0;0.0;0.0
160;15;2009;0.00011;0.00011;0.0;0.0;0.0
161;15;2010;0.0001;0.0001;0.0;0.0;0.0
162;15;2011;9e-05;9e-05;0.0;0.0;0.0
163;15;2012;8e-05;8e-05;0.0;0.0;0.0
164;15;2013;7e-05;7e-05;0.0;0.0;0.0
165;15;2014;6e-05;6e-05;0.0;0.0;0.0
166;15;2015;5e-05;5e-05;0.0;0.0;0.0
167;15;2016;4e-05;4e-05;0.0;0.0;0.0
168;15;2017;3e-05;3e-05;0.0;0.0;0.0
169;15;2018;2e-05;2e-05;0.0;0.0;0.0
170;15;2019;1e-05;1e-05;0.0;0.0;0.0
171;15;2020;0.0;0.0;0.0;0.0;0.0
172;16;1935;0.00112;0.00111;1e-05;0.0;0.0
173;16;1936;0.00103;0.00102;1e-05;0.0;0.0
174;16;1937;0.00114;0.00113;1e-05;0.0;0.0
175;16;1938;0.00111;0.00111;0.0;0.0;0.0
176;16;1939;0.0013;0.00129;1e-05;0.0;0.0
177;16;1940;0.00129;0.00127;2e-05;0.0;0.0
178;16;1941;0.00168;0.00167;1e-05;0.0;0.0
179;16;1942;0.00188;0.00186;2e-05;0.0;0.0
180;16;1943;0.00196;0.00191;5e-05;0.0;0.0
181;16;1944;0.00191;0.00189;2e-05;0.0;0.0
182;16;1945;0.00236;0.00234;2e-05;0.0;0.0
183;16;1946;0.00242;0.00239;3e-05;0.0;0.0
184;16;1947;0.00237;0.00233;4e-05;0.0;0.0
185;16;1948;0.00257;0.00254;3e-05;0.0;0.0
186;16;1949;0.00233;0.0023;3e-05;0.0;0.0
187;16;1950;0.00256;0.00252;4e-05;0.0;0.0
188;16;1951;0.00293;0.00289;4e-05;0.0;0.0
189;16;1952;0.00312;0.00308;4e-05;0.0;0.0
190;16;1953;0.00375;0.00369;6e-05;0.0;0.0
191;16;1954;0.00355;0.00353;2e-05;0.0;0.0
192;16;1955;0.00344;0.00333;0.00011;0.0;0.0
193;16;1956;0.0035;0.00345;5e-05;0.0;0.0
194;16;1957;0.0027;0.00263;7e-05;0.0;0.0
195;16;1958;0.00229;0.00226;3e-05;0.0;0.0
196;16;1959;0.00216;0.00213;3e-05;0.0;0.0
197;16;1960;0.00169;0.00166;3e-05;0.0;0.0
198;16;1961;0.00143;0.00142;1e-05;0.0;0.0
199;16;1962;0.00173;0.00173;0.0;0.0;0.0
200;16;1963;0.00135;0.00134;1e-05;0.0;0.0
201;16;1964;0.00155;0.00154;1e-05;0.0;0.0
202;16;1965;0.00152;0.00151;1e-05;0.0;0.0
203;16;1966;0.00142;0.00141;1e-05;0.0;0.0
204;16;1967;0.00115;0.00113;2e-05;0.0;0.0
205;16;1968;0.00105;0.00103;2e-05;0.0;0.0
206;16;1969;0.00124;0.00122;2e-05;0.0;0.0
207;16;1970;0.00151;0.0015;1e-05;0.0;0.0
208;16;1971;0.00139;0.00136;3e-05;0.0;0.0
209;16;1972;0.00134;0.00131;3e-05;0.0;0.0
210;16;1973;0.00161;0.00159;2e-05;0.0;0.0
211;16;1974;0.00154;0.00152;2e-05;0.0;0.0
212;16;1975;0.00141;0.00139;2e-05;0.0;0.0
213;16;1976;0.00127;0.00123;4e-05;0.0;0.0
214;16;1977;0.00127;0.00126;1e-05;0.0;0.0
215;16;1978;0.00122;0.00119;3e-05;0.0;0.0
216;16;1979;0.00097;0.00095;2e-05;0.0;0.0
217;16;1980;0.00102;0.001;2e-05;0.0;0.0
218;16;1981;0.00122;0.00116;6e-05;0.0;0.0
219;16;1982;0.00129;0.00126;3e-05;0.0;0.0
220;16;1983;0.00148;0.00147;1e-05;0.0;0.0
221;16;1984;0.00158;0.00157;1e-05;0.0;0.0
222;16;1985;0.00163;0.00161;1e-05;1e-05;0.0
223;16;1986;0.00155;0.00153;1e-05;1e-05;0.0
224;16;1987;0.00147;0.00146;1e-05;1e-05;0.0
225;16;1988;0.0014;0.00138;1e-05;1e-05;0.0
226;16;1989;0.00132;0.00131;1e-05;1e-05;0.0
227;16;1990;0.00124;0.00123;0.0;0.0;0.0
228;16;1991;0.00116;0.00115;0.0;0.0;0.0
229;16;1992;0.00108;0.00108;0.0;0.0;0.0
230;16;1993;0.00101;0.001;0.0;0.0;0.0
231;16;1994;0.00085;0.00085;0.0;0.0;0.0
232;16;1995;0.00084;0.00084;0.0;0.0;0.0
233;16;1996;0.00082;0.00082;0.0;0.0;0.0
234;16;1997;0.0008;0.0008;0.0;0.0;0.0
235;16;1998;0.00078;0.00078;0.0;0.0;0.0
236;16;1999;0.00077;0.00077;0.0;0.0;0.0
237;16;2000;0.00075;0.00075;0.0;0.0;0.0
238;16;2001;0.00074;0.00074;0.0;0.0;0.0
239;16;2002;0.00072;0.00072;0.0;0.0;0.0
240;16;2003;0.00071;0.00071;0.0;0.0;0.0
241;16;2004;0.00069;0.00069;0.0;0.0;0.0
242;16;2005;0.00068;0.00068;0.0;0.0;0.0
243;16;2006;0.00066;0.00066;0.0;0.0;0.0
244;16;2007;0.00064;0.00064;0.0;0.0;0.0
245;16;2008;0.00063;0.00063;0.0;0.0;0.0
246;16;2009;0.00061;0.00061;0.0;0.0;0.0
247;16;2010;0.0006;0.0006;0.0;0.0;0.0
248;16;2011;0.00058;0.00058;0.0;0.0;0.0
249;16;2012;0.00057;0.00057;0.0;0.0;0.0
250;16;2013;0.00055;0.00055;0.0;0.0;0.0
251;16;2014;0.00053;0.00053;0.0;0.0;0.0
252;16;2015;0.00052;0.00052;0.0;0.0;0.0
253;16;2016;0.0005;0.0005;0.0;0.0;0.0
254;16;2017;0.00048;0.00048;0.0;0.0;0.0
255;16;2018;0.00047;0.00047;0.0;0.0;0.0
256;16;2019;0.00045;0.00045;0.0;0.0;0.0
257;16;2020;0.00043;0.00043;0.0;0.0;0.0
258;17;1935;0.00481;0.00468;0.00013;0.0;0.0
259;17;1936;0.00482;0.00469;0.00013;0.0;0.0
260;17;1937;0.00488;0.00469;0.00019;0.0;0.0
261;17;1938;0.00517;0.00499;0.00018;0.0;0.0
262;17;1939;0.0056;0.00538;0.00022;0.0;0.0
263;17;1940;0.00582;0.00554;0.00026;1e-05;1e-05
264;17;1941;0.00689;0.00654;0.00034;1e-05;0.0
265;17;1942;0.00768;0.00735;0.00033;0.0;0.0
266;17;1943;0.00737;0.00702;0.00035;0.0;0.0
267;17;1944;0.00846;0.00804;0.00041;1e-05;0.0
268;17;1945;0.00882;0.00844;0.00038;0.0;0.0
269;17;1946;0.00861;0.0082;0.00041;0.0;0.0
270;17;1947;0.0097;0.00925;0.00044;1e-05;0.0
271;17;1948;0.00933;0.00891;0.00041;1e-05;0.0
272;17;1949;0.00987;0.00944;0.00043;0.0;0.0
273;17;1950;0.00961;0.00922;0.00038;1e-05;0.0
274;17;1951;0.01075;0.01033;0.00042;0.0;0.0
275;17;1952;0.0113;0.01089;0.0004;1e-05;0.0
276;17;1953;0.01151;0.01107;0.00042;2e-05;0.0
277;17;1954;0.01235;0.01188;0.00044;2e-05;1e-05
278;17;1955;0.01111;0.01066;0.00043;1e-05;1e-05
279;17;1956;0.00902;0.00862;0.0004;0.0;0.0
280;17;1957;0.00798;0.00778;0.00019;1e-05;0.0
281;17;1958;0.0059;0.00572;0.00017;1e-05;0.0
282;17;1959;0.00543;0.00522;0.0002;1e-05;0.0
283;17;1960;0.00561;0.00549;0.00012;0.0;0.0
284;17;1961;0.00451;0.00444;6e-05;1e-05;0.0
285;17;1962;0.00477;0.00466;9e-05;2e-05;0.0
286;17;1963;0.00468;0.00448;0.0002;0.0;0.0
287;17;1964;0.00462;0.00446;0.00016;0.0;0.0
288;17;1965;0.00415;0.00398;0.00017;0.0;0.0
289;17;1966;0.00354;0.0034;0.00013;1e-05;0.0
290;17;1967;0.00361;0.00343;0.00018;0.0;0.0
291;17;1968;0.00323;0.00308;0.00013;2e-05;0.0
292;17;1969;0.00332;0.00322;0.0001;0.0;0.0
293;17;1970;0.00347;0.0033;0.00017;0.0;0.0
294;17;1971;0.00398;0.00378;0.00019;1e-05;0.0
295;17;1972;0.004;0.00382;0.00017;1e-05;0.0
296;17;1973;0.00431;0.00406;0.00024;1e-05;0.0
297;17;1974;0.00456;0.00434;0.0002;2e-05;0.0
298;17;1975;0.00371;0.0036;0.0001;1e-05;0.0
299;17;1976;0.00316;0.00307;9e-05;0.0;0.0
300;17;1977;0.00349;0.00334;0.00014;1e-05;0.0
301;17;1978;0.00261;0.00242;0.00017;2e-05;0.0
302;17;1979;0.0025;0.00243;7e-05;0.0;0.0
303;17;1980;0.00264;0.00254;0.0001;0.0;0.0
304;17;1981;0.00295;0.00287;6e-05;2e-05;0.0
305;17;1982;0.00354;0.0034;0.00014;0.0;0.0
306;17;1983;0.0037;0.00354;0.00015;0.0;1e-05
307;17;1984;0.00466;0.00448;0.00018;0.0;0.0
308;17;1985;0.00442;0.00426;0.00017;0.0;0.0
309;17;1986;0.00418;0.00403;0.00015;0.0;0.0
310;17;1987;0.00395;0.00381;0.00014;0.0;0.0
311;17;1988;0.00371;0.00358;0.00012;0.0;0.0
312;17;1989;0.00347;0.00335;0.00011;0.0;0.0
313;17;1990;0.00323;0.00313;0.0001;0.0;1e-05
314;17;1991;0.00299;0.00291;8e-05;0.0;1e-05
315;17;1992;0.00276;0.00268;7e-05;0.0;1e-05
316;17;1993;0.00228;0.00223;4e-05;0.0;1e-05
317;17;1994;0.00226;0.00221;4e-05;0.0;1e-05
318;17;1995;0.00224;0.00219;4e-05;0.0;1e-05
319;17;1996;0.00223;0.00218;4e-05;0.0;1e-05
320;17;1997;0.00221;0.00216;4e-05;0.0;1e-05
321;17;1998;0.00219;0.00215;3e-05;0.0;1e-05
322;17;1999;0.00218;0.00214;3e-05;0.0;1e-05
323;17;2000;0.00217;0.00213;3e-05;0.0;1e-05
324;17;2001;0.00216;0.00212;3e-05;0.0;1e-05
325;17;2002;0.00215;0.00211;3e-05;0.0;1e-05
326;17;2003;0.00214;0.0021;3e-05;0.0;1e-05
327;17;2004;0.00213;0.00209;3e-05;0.0;1e-05
328;17;2005;0.00211;0.00208;2e-05;0.0;1e-05
329;17;2006;0.0021;0.00207;2e-05;0.0;1e-05
330;17;2007;0.00209;0.00206;2e-05;0.0;1e-05
331;17;2008;0.00208;0.00205;2e-05;0.0;1e-05
332;17;2009;0.00207;0.00204;2e-05;0.0;1e-05
333;17;2010;0.00206;0.00203;2e-05;0.0;1e-05
334;17;2011;0.00204;0.00203;1e-05;0.0;0.0
335;17;2012;0.00203;0.00202;1e-05;0.0;0.0
336;17;2013;0.00202;0.00201;1e-05;0.0;0.0
337;17;2014;0.00201;0.002;1e-05;0.0;0.0
338;17;2015;0.002;0.00199;1e-05;0.0;0.0
339;17;2016;0.00199;0.00198;1e-05;0.0;0.0
340;17;2017;0.00197;0.00197;0.0;0.0;0.0
341;17;2018;0.00197;0.00197;0.0;0.0;0.0
342;17;2019;0.00196;0.00196;0.0;0.0;0.0
343;17;2020;0.00195;0.00195;0.0;0.0;0.0
344;18;1935;0.01415;0.0132;0.00091;4e-05;0.0
345;18;1936;0.01352;0.0123;0.00119;3e-05;0.0
346;18;1937;0.01463;0.01345;0.00113;5e-05;0.0
347;18;1938;0.01458;0.01347;0.00109;2e-05;0.0
348;18;1939;0.01515;0.01389;0.00121;5e-05;0.0
349;18;1940;0.01568;0.01435;0.00127;6e-05;0.0
350;18;1941;0.01841;0.01677;0.00153;0.00011;0.0
351;18;1942;0.01902;0.01717;0.00175;0.0001;0.0
352;18;1943;0.02056;0.01848;0.00202;5e-05;1e-05
353;18;1944;0.02117;0.01908;0.002;9e-05;0.0
354;18;1945;0.02303;0.02059;0.00235;9e-05;0.0
355;18;1946;0.02259;0.02026;0.00223;9e-05;1e-05
356;18;1947;0.02351;0.02121;0.00223;7e-05;0.0
357;18;1948;0.02308;0.02092;0.00209;6e-05;1e-05
358;18;1949;0.02327;0.02122;0.00199;6e-05;0.0
359;18;1950;0.02393;0.02181;0.00206;6e-05;0.0
360;18;1951;0.02596;0.02379;0.00212;4e-05;1e-05
361;18;1952;0.02602;0.02406;0.00187;9e-05;0.0
362;18;1953;0.02479;0.02282;0.00188;7e-05;2e-05
363;18;1954;0.02266;0.0211;0.00151;5e-05;0.0
364;18;1955;0.0202;0.01883;0.00134;3e-05;0.0
365;18;1956;0.0163;0.01508;0.00117;5e-05;0.0
366;18;1957;0.01369;0.01272;0.00093;4e-05;0.0
367;18;1958;0.01191;0.01094;0.00094;3e-05;0.0
368;18;1959;0.0113;0.01025;0.00102;3e-05;0.0
369;18;1960;0.01108;0.01004;0.00099;5e-05;0.0
370;18;1961;0.00923;0.00842;0.00079;2e-05;0.0
371;18;1962;0.01009;0.00923;0.00083;2e-05;1e-05
372;18;1963;0.01024;0.00951;0.00071;2e-05;0.0
373;18;1964;0.00873;0.00795;0.00077;1e-05;0.0
374;18;1965;0.00782;0.00709;0.00071;2e-05;0.0
375;18;1966;0.00785;0.00706;0.00076;3e-05;0.0
376;18;1967;0.00683;0.00624;0.00056;3e-05;0.0
377;18;1968;0.00742;0.00687;0.00052;3e-05;0.0
378;18;1969;0.00697;0.00632;0.00063;2e-05;0.0
379;18;1970;0.00753;0.00691;0.00061;0.0;1e-05
380;18;1971;0.00788;0.00728;0.00056;2e-05;2e-05
381;18;1972;0.0086;0.00794;0.00062;4e-05;0.0
382;18;1973;0.00846;0.00779;0.00063;4e-05;0.0
383;18;1974;0.00822;0.00765;0.00055;2e-05;0.0
384;18;1975;0.00784;0.00721;0.00061;2e-05;0.0
385;18;1976;0.00688;0.00635;0.00049;4e-05;0.0
386;18;1977;0.00608;0.0056;0.00047;1e-05;0.0
387;18;1978;0.00547;0.00515;0.00031;1e-05;0.0
388;18;1979;0.00581;0.00547;0.00031;3e-05;0.0
389;18;1980;0.00579;0.00536;0.00043;0.0;0.0
390;18;1981;0.00642;0.00612;0.00029;1e-05;0.0
391;18;1982;0.00763;0.00712;0.0005;1e-05;0.0
392;18;1983;0.00831;0.00768;0.0006;3e-05;0.0
393;18;1984;0.00802;0.00742;0.00058;3e-05;0.0
394;18;1985;0.00774;0.00716;0.00056;3e-05;0.0
395;18;1986;0.00746;0.0069;0.00053;2e-05;0.0
396;18;1987;0.00717;0.00664;0.00051;2e-05;0.0
397;18;1988;0.00689;0.00637;0.00049;2e-05;0.0
398;18;1989;0.0066;0.00611;0.00047;2e-05;0.0
399;18;1990;0.00631;0.00585;0.00045;2e-05;0.0
400;18;1991;0.00603;0.00559;0.00042;1e-05;0.0
401;18;1992;0.00546;0.00507;0.00038;1e-05;0.0
402;18;1993;0.00543;0.00504;0.00038;1e-05;0.0
403;18;1994;0.00539;0.005;0.00038;1e-05;0.0
404;18;1995;0.00537;0.00498;0.00038;1e-05;0.0
405;18;1996;0.00536;0.00496;0.00038;2e-05;0.0
406;18;1997;0.00534;0.00494;0.00038;2e-05;0.0
407;18;1998;0.00532;0.00492;0.00038;2e-05;0.0
408;18;1999;0.0053;0.00491;0.00037;2e-05;0.0
409;18;2000;0.00529;0.0049;0.00037;2e-05;0.0
410;18;2001;0.00528;0.00489;0.00037;2e-05;0.0
411;18;2002;0.00527;0.00488;0.00037;2e-05;0.0
412;18;2003;0.00528;0.00488;0.00037;2e-05;1e-05
413;18;2004;0.00527;0.00487;0.00037;2e-05;1e-05
414;18;2005;0.00527;0.00487;0.00037;2e-05;1e-05
415;18;2006;0.00526;0.00486;0.00037;2e-05;1e-05
416;18;2007;0.00525;0.00486;0.00036;2e-05;1e-05
