ID;Geslacht;Leeftijd;Herkomstland;Geboorteland;RegioS;Perioden;Bevolking_1
25;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2023;1184333.0
26;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2024;1189033.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2022;434771.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2023;444701.0
29;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2024;450826.0
30;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2022;2110472.0
31;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2023;2133708.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2024;2149071.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2022;1369873.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2023;1387643.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2024;1400057.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2022;2909827.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2023;2952622.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2024;2976487.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2022;3753944.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2023;3804906.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2024;3840460.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2022;386767.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2023;391124.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2024;391634.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2022;2592874.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2023;2626210.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2024;2644739.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2022;1118302.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2023;1128367.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2024;1133255.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2022;136605.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2023;137736.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2024;137920.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2022;45389.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2023;45394.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2024;45106.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2022;408176.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2023;412945.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2024;418321.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2022;323359.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2023;326583.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2024;328736.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Friesland (CR);2022;141897.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Friesland (CR);2023;142875.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Friesland (CR);2024;142350.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Friesland (CR);2022;188763.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Friesland (CR);2023;190093.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Friesland (CR);2024;190818.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Drenthe (CR);2022;193706.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Drenthe (CR);2023;195308.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Drenthe (CR);2024;196060.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Drenthe (CR);2022;169054.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Drenthe (CR);2023;170384.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Drenthe (CR);2024;171085.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Drenthe (CR);2022;134983.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Drenthe (CR);2023;136359.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Drenthe (CR);2024;136984.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Overijssel (CR);2022;379911.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Overijssel (CR);2023;385473.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Overijssel (CR);2024;387623.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Overijssel (CR);2022;158082.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Overijssel (CR);2023;159963.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Overijssel (CR);2024;160604.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Twente (CR);2022;633917.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Twente (CR);2023;638897.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Twente (CR);2024;640806.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Veluwe (CR);2022;706888.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Veluwe (CR);2023;715792.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Veluwe (CR);2024;722493.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Achterhoek (CR);2022;403396.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Achterhoek (CR);2023;406261.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Achterhoek (CR);2024;406785.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Arnhem/Nijmegen (CR);2022;749220.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Arnhem/Nijmegen (CR);2023;756995.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Arnhem/Nijmegen (CR);2024;764138.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Gelderland (CR);2022;250968.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Gelderland (CR);2023;254660.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Gelderland (CR);2024;255655.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (CR);2022;1369873.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (CR);2023;1387643.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (CR);2024;1400057.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Kop van Noord-Holland (CR);2022;381066.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Kop van Noord-Holland (CR);2023;385743.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Kop van Noord-Holland (CR);2024;386554.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alkmaar en omgeving (CR);2022;252618.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alkmaar en omgeving (CR);2023;255276.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alkmaar en omgeving (CR);2024;256624.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;IJmond (CR);2022;199581.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;IJmond (CR);2023;200749.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;IJmond (CR);2024;201325.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie Haarlem (CR);2022;231294.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie Haarlem (CR);2023;234638.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie Haarlem (CR);2024;236484.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zaanstreek (CR);2022;173547.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zaanstreek (CR);2023;176230.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zaanstreek (CR);2024;177941.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groot-Amsterdam (CR);2022;1411057.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groot-Amsterdam (CR);2023;1456187.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groot-Amsterdam (CR);2024;1472793.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2022;260664.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2023;243799.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2024;244766.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2022;434527.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2023;440312.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2024;445756.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2022;896471.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2023;910352.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2024;917558.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delft en Westland (CR);2022;236504.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delft en Westland (CR);2023;240445.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delft en Westland (CR);2024;244895.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Zuid-Holland (CR);2022;340481.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Zuid-Holland (CR);2023;345570.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Zuid-Holland (CR);2024;348579.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groot-Rijnmond (CR);2022;1470993.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groot-Rijnmond (CR);2023;1488475.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groot-Rijnmond (CR);2024;1502582.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2022;374968.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2023;379752.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2024;381090.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2022;105175.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2023;105832.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2024;105612.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Zeeland (CR);2022;281592.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Zeeland (CR);2023;285292.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Zeeland (CR);2024;286022.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;West-Noord-Brabant (CR);2022;640061.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;West-Noord-Brabant (CR);2023;646718.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;West-Noord-Brabant (CR);2024;651175.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Midden-Noord-Brabant (CR);2022;497266.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Midden-Noord-Brabant (CR);2023;503798.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Midden-Noord-Brabant (CR);2024;507474.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2022;664472.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2023;672514.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2024;676914.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2022;791075.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2023;803180.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2024;809176.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Limburg (CR);2022;285157.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Limburg (CR);2023;289248.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Limburg (CR);2024;290392.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Midden-Limburg (CR);2022;239098.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Midden-Limburg (CR);2023;241467.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Midden-Limburg (CR);2024;242573.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Limburg (CR);2022;594047.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Limburg (CR);2023;597652.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Limburg (CR);2024;600290.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (CR);2022;434771.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (CR);2023;444701.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (CR);2024;450826.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aa en Hunze;2022;25579.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aa en Hunze;2023;25724.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aa en Hunze;2024;25845.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aalsmeer;2022;32452.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aalsmeer;2023;33063.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aalsmeer;2024;33279.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aalten;2022;27100.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aalten;2023;27244.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Aalten;2024;27308.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Achtkarspelen;2022;27954.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Achtkarspelen;2023;28149.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Achtkarspelen;2024;28226.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alblasserdam;2022;20087.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alblasserdam;2023;20356.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alblasserdam;2024;20314.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Albrandswaard;2022;25934.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Albrandswaard;2023;26357.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Albrandswaard;2024;26428.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alkmaar;2022;110783.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alkmaar;2023;111834.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alkmaar;2024;112304.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Almelo;2022;73155.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Almelo;2023;73949.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Almelo;2024;74317.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Almere;2022;217828.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Almere;2023;222825.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Almere;2024;226500.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alphen aan den Rijn;2022;112926.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alphen aan den Rijn;2023;114182.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alphen aan den Rijn;2024;114966.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alphen-Chaam;2022;10425.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alphen-Chaam;2023;10463.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Alphen-Chaam;2024;10455.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Altena;2022;57009.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Altena;2023;57726.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Altena;2024;58277.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ameland;2022;3757.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ameland;2023;3840.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ameland;2024;3839.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amersfoort;2022;158590.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amersfoort;2023;160759.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amersfoort;2024;161852.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amstelveen;2022;92331.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amstelveen;2023;94418.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amstelveen;2024;95014.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amsterdam;2022;882633.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amsterdam;2023;918117.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Amsterdam;2024;931298.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Apeldoorn;2022;165611.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Apeldoorn;2023;167191.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Apeldoorn;2024;168211.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Arnhem;2022;163888.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Arnhem;2023;165770.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Arnhem;2024;167632.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Assen;2022;68979.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Assen;2023;69414.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Assen;2024;69701.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Asten;2022;17068.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Asten;2023;17242.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Asten;2024;17302.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Baarle-Nassau;2022;6931.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Baarle-Nassau;2023;7071.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Baarle-Nassau;2024;7076.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Baarn;2022;24876.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Baarn;2023;25008.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Baarn;2024;25065.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Barendrecht;2022;48714.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Barendrecht;2023;48812.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Barendrecht;2024;48690.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Barneveld;2022;60584.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Barneveld;2023;61655.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Barneveld;2024;62592.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beek (L.);2022;15817.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beek (L.);2023;16132.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beek (L.);2024;16215.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beekdaelen;2022;35922.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beekdaelen;2023;35966.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beekdaelen;2024;35896.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beesel;2022;13408.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beesel;2023;13449.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beesel;2024;13394.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Berg en Dal;2022;34951.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Berg en Dal;2023;35420.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Berg en Dal;2024;35474.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergeijk;2022;18879.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergeijk;2023;19092.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergeijk;2024;19196.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen (L.);2022;13106.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen (L.);2023;13119.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen (L.);2024;13154.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen (NH.);2022;29723.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen (NH.);2023;30138.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen (NH.);2024;29932.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen op Zoom;2022;67894.0
265;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen op Zoom;2023;68864.0
266;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bergen op Zoom;2024;69694.0
267;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Berkelland;2022;43850.0
268;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Berkelland;2023;44022.0
269;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Berkelland;2024;43933.0
270;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bernheze;2022;31715.0
271;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bernheze;2023;32263.0
272;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Bernheze;2024;32527.0
273;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Best;2022;30608.0
274;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Best;2023;30897.0
275;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Best;2024;31223.0
276;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beuningen;2022;26235.0
277;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beuningen;2023;26573.0
278;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beuningen;2024;26725.0
