ID;Geslacht;TypeZelfstandige;SociaaleconomischePositieBijUitstroom;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StoppendeZelfstandigen_1
15;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016;3.5
16;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017;3.2
17;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018;3.2
18;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019;3.6
19;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020;5.9
20;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021;5.1
21;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2022;6.1
22;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2012;12.1
23;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2013;14.2
24;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2014;11.7
25;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2015;11.0
26;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2016;11.5
27;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2017;11.9
28;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2018;11.7
29;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2019;12.8
30;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2020;17.3
31;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2021;16.9
32;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2022;20.3
33;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2012;26.5
34;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2013;30.4
35;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2014;26.7
36;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2015;25.8
37;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2016;27.1
38;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2017;26.4
39;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2018;28.0
40;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2019;27.9
41;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2020;31.6
42;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2021;32.5
43;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2022;34.4
44;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2012;61.8
45;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2013;68.3
46;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2014;63.8
47;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2015;65.9
48;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2016;68.4
49;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2017;68.9
50;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2018;70.4
51;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2019;73.2
52;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2020;86.7
53;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2021;89.8
54;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2022;95.9
55;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2012;23.2
56;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2013;25.1
57;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2014;25.0
58;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2015;27.0
59;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2016;28.5
60;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2017;29.2
61;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2018;29.7
62;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2019;32.8
63;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2020;40.6
64;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2021;41.6
65;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2022;45.1
66;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2012;31.5
67;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2013;36.9
68;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2014;39.5
69;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2015;50.4
70;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2016;46.6
71;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2017;46.2
72;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2018;44.6
73;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2019;45.0
74;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2020;60.6
75;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2021;51.8
76;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2022;53.7
77;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2012;40.7
78;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2013;47.0
79;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2014;49.2
80;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2015;60.8
81;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2016;58.0
82;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2017;57.6
83;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2018;56.9
84;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2019;58.3
85;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2020;78.4
86;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2021;68.3
87;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2022;69.9
88;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2012;9.3
89;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2013;10.1
90;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2014;9.7
91;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2015;10.4
92;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2016;11.4
93;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2017;11.4
94;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2018;12.3
95;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2019;13.2
96;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2020;17.7
97;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2021;16.5
98;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2022;16.2
99;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2012;4.6
100;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2013;4.7
101;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2014;4.1
102;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2015;4.1
103;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2016;3.8
104;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2017;3.7
105;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2018;3.8
106;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2019;3.9
107;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2020;4.4
108;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2021;4.3
109;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2022;5.1
110;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2012;0.0
111;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2013;0.0
112;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2014;0.0
113;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2015;0.0
114;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2016;0.0
115;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2017;0.0
116;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2018;0.0
117;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2019;0.0
118;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2020;0.0
119;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2021;0.0
120;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2022;0.0
121;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2012;3.2
122;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2013;3.4
123;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2014;3.0
124;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2015;2.9
125;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2016;3.2
126;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2017;3.1
127;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2018;3.1
128;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2019;3.5
129;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2020;4.1
130;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2021;4.0
131;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2022;4.3
132;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2012;0.0
133;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2013;0.0
134;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2014;0.1
135;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2015;0.1
136;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2016;0.2
137;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2017;0.0
138;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2018;0.0
139;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2019;0.1
140;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2020;1.7
141;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2021;1.0
142;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2022;1.7
143;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2012;0.0
144;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2013;0.1
145;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2014;0.1
146;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2015;0.1
147;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2016;0.1
148;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2017;0.1
149;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2018;0.1
150;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2019;0.1
151;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2020;0.1
152;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2021;0.1
153;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2022;0.1
154;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2012;8.7
155;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2013;10.6
156;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2014;8.5
157;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2015;7.8
158;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2016;8.1
159;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2017;8.7
160;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2018;8.5
161;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2019;9.2
162;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2020;11.4
163;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2021;11.8
164;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2022;14.2
165;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2012;16.9
166;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2013;18.3
167;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2014;16.9
168;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2015;16.4
169;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2016;17.5
170;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2017;16.4
171;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2018;16.5
172;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2019;17.5
173;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2020;18.6
174;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2021;19.4
175;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2022;20.9
176;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2012;4.7
177;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2013;6.7
178;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2014;4.5
179;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2015;4.4
180;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2016;4.3
181;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2017;4.6
182;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2018;6.1
183;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2019;4.4
184;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2020;4.7
185;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2021;5.2
186;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2022;5.3
187;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2012;4.9
188;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2013;5.4
189;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2014;5.3
190;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2015;5.1
191;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2016;5.2
192;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2017;5.4
193;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2018;5.4
194;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2019;6.0
195;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2020;8.2
196;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2021;8.0
197;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2022;8.2
198;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2012;5.2
199;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2013;5.7
200;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2014;5.4
201;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2015;5.5
202;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2016;7.0
203;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2017;6.6
204;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2018;6.6
205;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2019;6.8
206;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2020;8.2
207;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2021;9.6
208;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2022;10.9
209;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2012;5.4
210;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2013;5.8
211;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2014;5.4
212;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2015;6.4
213;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2016;4.8
214;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2017;5.6
215;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2018;5.0
216;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2019;4.5
217;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2020;4.7
218;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2021;4.5
219;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2022;3.9
220;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2012;1.4
221;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2013;1.4
222;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2014;1.3
223;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2015;1.1
224;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2016;1.1
225;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2017;1.2
226;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2018;1.1
227;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2019;1.2
228;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2020;1.6
229;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2021;1.5
230;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2022;1.5
231;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2012;16.3
232;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2013;18.1
233;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2014;17.4
234;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2015;19.1
235;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2016;20.9
236;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2017;21.5
237;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2018;21.2
238;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2019;23.1
239;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2020;29.7
240;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2021;28.2
241;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2022;29.0
242;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2012;7.0
243;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2013;7.0
