ID;Geslacht;Leeftijd;BeroepenEnSpecialismen;Perioden;MedischGeschoolden_1;TotaalWerkzaam_2;TotaalWerkzaamInDeZorg_3;Ziekenhuis_4;GeestelijkeGezondheidszorg_5;Gehandicaptenzorg_6;VerplegingVerzorgingEnThuiszorg_7;Huisartszorg_8;OverigeZorg_9;TotaalWerkzaamElders_10;WerkzaamInZorgverwanteTakken_11;Uitzendbranche_12;WerkzaamBuitenDeZorg_13;WerkkringOnbekend_14;TotaalNietWerkzaam_15;Arbeidsongeschikt_16;Uitkering_17;Pensioen_18;GeenInkomen_19;Werknemer_20;Zelfstandige_21;WerknemerEnZelfstandige_22;NietWerkzaam_23;EenArbeidsbetrekking_24;TweeArbeidsbetrekkingen_25;DrieOfMeerArbeidsbetrekkingen_26;NietWerkzaam_27;DeeltijdfactorLoondienst_28
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2012;5870.0;4965.0;955.0;725.0;20.0;0.0;40.0;5.0;165.0;4010.0;3225.0;25.0;675.0;85.0;905.0;85.0;40.0;590.0;185.0;3325.0;1330.0;310.0;905.0;4285.0;600.0;75.0;905.0;0.9063
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2013;6025.0;5070.0;1030.0;785.0;15.0;5.0;35.0;5.0;185.0;4040.0;3250.0;30.0;675.0;85.0;955.0;85.0;55.0;625.0;195.0;3360.0;1320.0;390.0;955.0;4325.0;675.0;75.0;955.0;0.9068
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2014;6225.0;5210.0;1055.0;815.0;20.0;5.0;40.0;5.0;175.0;4155.0;3350.0;45.0;675.0;85.0;1015.0;85.0;50.0;655.0;225.0;3525.0;1315.0;365.0;1015.0;4480.0;665.0;70.0;1015.0;0.9094
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2015;6435.0;5370.0;1105.0;845.0;20.0;5.0;40.0;5.0;190.0;4265.0;3325.0;70.0;790.0;80.0;1065.0;80.0;40.0;710.0;235.0;3775.0;1335.0;265.0;1065.0;4785.0;525.0;60.0;1065.0;0.9039
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2016;6600.0;5485.0;1155.0;880.0;15.0;5.0;40.0;5.0;210.0;4330.0;3335.0;75.0;810.0;105.0;1115.0;85.0;45.0;740.0;240.0;3835.0;1335.0;310.0;1115.0;4845.0;585.0;55.0;1115.0;0.8747
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2017;5175.0;4945.0;1135.0;910.0;10.0;5.0;35.0;5.0;175.0;3805.0;3155.0;75.0;555.0;25.0;230.0;20.0;45.0;45.0;120.0;3615.0;1050.0;275.0;230.0;4320.0;565.0;55.0;230.0;0.917
38;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;1999;3855.0;3465.0;515.0;350.0;10.0;0.0;5.0;10.0;145.0;2950.0;2500.0;20.0;290.0;135.0;390.0;25.0;25.0;120.0;225.0;2730.0;430.0;300.0;390.0;2995.0;425.0;45.0;390.0;
39;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2000;4045.0;3570.0;515.0;360.0;10.0;0.0;5.0;10.0;135.0;3055.0;2555.0;25.0;315.0;160.0;475.0;30.0;20.0;130.0;290.0;2855.0;405.0;310.0;475.0;3110.0;425.0;40.0;475.0;
40;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2001;4220.0;3830.0;560.0;390.0;10.0;5.0;5.0;15.0;145.0;3265.0;2635.0;10.0;335.0;285.0;395.0;35.0;25.0;135.0;200.0;2215.0;1225.0;390.0;395.0;2985.0;705.0;140.0;395.0;0.9254
41;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2002;4425.0;4005.0;590.0;420.0;15.0;5.0;5.0;10.0;140.0;3420.0;2735.0;10.0;375.0;300.0;415.0;35.0;30.0;155.0;195.0;2365.0;1265.0;380.0;415.0;3180.0;710.0;120.0;415.0;0.9177
42;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2003;4365.0;3915.0;390.0;230.0;10.0;5.0;5.0;10.0;135.0;3525.0;2840.0;15.0;390.0;280.0;450.0;45.0;35.0;175.0;200.0;2340.0;1235.0;335.0;450.0;3145.0;650.0;125.0;450.0;0.9153
43;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2004;4545.0;3995.0;410.0;245.0;10.0;5.0;5.0;10.0;145.0;3585.0;2885.0;20.0;375.0;305.0;550.0;40.0;35.0;220.0;250.0;2455.0;1230.0;310.0;550.0;3315.0;585.0;95.0;550.0;0.9009
44;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2005;4650.0;4080.0;445.0;250.0;10.0;5.0;5.0;10.0;170.0;3640.0;2890.0;20.0;390.0;335.0;565.0;40.0;35.0;250.0;235.0;2510.0;1210.0;360.0;565.0;3345.0;650.0;85.0;565.0;0.9149
45;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2006;4760.0;4165.0;450.0;270.0;10.0;0.0;5.0;10.0;160.0;3715.0;3065.0;20.0;515.0;115.0;590.0;45.0;30.0;285.0;235.0;2525.0;1320.0;320.0;590.0;3440.0;625.0;100.0;590.0;0.9313
46;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2007;4835.0;4165.0;460.0;275.0;15.0;0.0;5.0;10.0;155.0;3705.0;3085.0;20.0;485.0;115.0;670.0;50.0;25.0;355.0;245.0;2600.0;1300.0;265.0;670.0;3545.0;555.0;65.0;670.0;0.9291
47;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2008;4925.0;4165.0;475.0;265.0;15.0;0.0;5.0;15.0;175.0;3690.0;3035.0;25.0;530.0;100.0;760.0;45.0;20.0;420.0;280.0;2610.0;1295.0;260.0;760.0;3595.0;515.0;55.0;760.0;0.9228
48;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2009;5010.0;4230.0;455.0;280.0;15.0;0.0;5.0;10.0;145.0;3775.0;3085.0;20.0;560.0;110.0;785.0;50.0;35.0;460.0;240.0;2645.0;1315.0;270.0;785.0;3655.0;515.0;55.0;785.0;0.9251
49;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2010;5105.0;4250.0;505.0;305.0;10.0;0.0;35.0;10.0;150.0;3745.0;3085.0;15.0;530.0;110.0;855.0;50.0;55.0;505.0;240.0;2660.0;1300.0;295.0;855.0;3655.0;545.0;50.0;855.0;0.9176
50;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2011;5245.0;4445.0;545.0;320.0;15.0;0.0;35.0;5.0;170.0;3900.0;3150.0;20.0;630.0;95.0;800.0;80.0;35.0;515.0;175.0;2760.0;1365.0;320.0;800.0;3775.0;590.0;80.0;800.0;0.9092
51;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2012;5395.0;4505.0;565.0;340.0;15.0;0.0;40.0;5.0;160.0;3940.0;3165.0;25.0;665.0;85.0;890.0;85.0;40.0;585.0;185.0;2940.0;1325.0;240.0;890.0;3920.0;520.0;65.0;890.0;0.9046
52;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2013;5530.0;4585.0;615.0;380.0;15.0;5.0;35.0;5.0;175.0;3970.0;3195.0;30.0;670.0;80.0;945.0;80.0;55.0;620.0;195.0;2985.0;1310.0;285.0;945.0;3965.0;555.0;65.0;945.0;0.9056
53;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2014;5705.0;4705.0;630.0;395.0;15.0;5.0;40.0;5.0;170.0;4075.0;3285.0;45.0;665.0;80.0;1000.0;85.0;50.0;645.0;225.0;3115.0;1305.0;285.0;1000.0;4080.0;565.0;60.0;1000.0;0.9071
54;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2015;5900.0;4855.0;670.0;420.0;15.0;5.0;40.0;5.0;185.0;4185.0;3265.0;70.0;775.0;75.0;1050.0;80.0;35.0;700.0;230.0;3315.0;1315.0;220.0;1050.0;4340.0;465.0;50.0;1050.0;0.9014
55;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2016;6045.0;4955.0;710.0;445.0;10.0;5.0;40.0;5.0;205.0;4245.0;3275.0;75.0;795.0;100.0;1090.0;80.0;45.0;725.0;240.0;3375.0;1315.0;265.0;1090.0;4395.0;510.0;50.0;1090.0;0.8671
56;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2017;4630.0;4405.0;685.0;460.0;10.0;5.0;35.0;5.0;170.0;3720.0;3090.0;70.0;540.0;20.0;225.0;20.0;45.0;45.0;120.0;3145.0;1040.0;220.0;225.0;3865.0;495.0;45.0;225.0;0.9138
57;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2003;265.0;260.0;225.0;225.0;5.0;0.0;0.0;0.0;0.0;35.0;35.0;0.0;0.0;5.0;5.0;0.0;5.0;5.0;5.0;190.0;5.0;70.0;5.0;185.0;65.0;10.0;5.0;0.935
62;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2004;300.0;290.0;250.0;245.0;5.0;0.0;0.0;0.0;5.0;40.0;40.0;0.0;0.0;5.0;5.0;5.0;5.0;5.0;5.0;210.0;5.0;80.0;5.0;205.0;70.0;15.0;5.0;0.9339
63;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2005;325.0;315.0;270.0;265.0;5.0;0.0;0.0;0.0;5.0;50.0;45.0;0.0;0.0;5.0;10.0;5.0;0.0;5.0;5.0;220.0;5.0;95.0;10.0;215.0;85.0;20.0;10.0;0.9362
64;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2006;330.0;320.0;270.0;265.0;5.0;0.0;0.0;0.0;0.0;50.0;45.0;0.0;5.0;5.0;10.0;5.0;0.0;5.0;5.0;225.0;10.0;90.0;10.0;225.0;80.0;15.0;10.0;0.9383
65;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2007;340.0;335.0;290.0;285.0;5.0;0.0;0.0;0.0;5.0;45.0;40.0;0.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;240.0;10.0;85.0;5.0;240.0;85.0;15.0;5.0;0.9377
66;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2008;370.0;355.0;310.0;305.0;5.0;0.0;0.0;0.0;0.0;50.0;45.0;0.0;5.0;0.0;10.0;5.0;5.0;5.0;5.0;265.0;5.0;85.0;10.0;265.0;80.0;10.0;10.0;0.9389
67;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2009;420.0;405.0;350.0;350.0;5.0;0.0;0.0;0.0;0.0;55.0;45.0;0.0;5.0;5.0;10.0;5.0;5.0;5.0;5.0;300.0;10.0;95.0;10.0;300.0;95.0;10.0;10.0;0.9388
68;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2010;440.0;430.0;360.0;360.0;5.0;0.0;0.0;0.0;5.0;65.0;55.0;0.0;5.0;10.0;10.0;5.0;5.0;5.0;5.0;315.0;15.0;100.0;10.0;315.0;100.0;10.0;10.0;0.9285
69;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2011;480.0;465.0;390.0;385.0;5.0;0.0;0.0;0.0;5.0;75.0;60.0;0.0;5.0;5.0;15.0;5.0;5.0;10.0;5.0;335.0;10.0;120.0;15.0;335.0;120.0;10.0;15.0;0.9227
70;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2012;470.0;460.0;395.0;385.0;5.0;0.0;0.0;0.0;5.0;65.0;60.0;0.0;5.0;5.0;10.0;5.0;5.0;5.0;5.0;385.0;5.0;70.0;10.0;365.0;85.0;10.0;10.0;0.922
71;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2013;495.0;485.0;415.0;405.0;5.0;5.0;0.0;0.0;5.0;70.0;55.0;5.0;5.0;5.0;10.0;5.0;5.0;5.0;5.0;375.0;10.0;105.0;10.0;355.0;120.0;10.0;10.0;0.9179
72;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2014;520.0;510.0;425.0;420.0;5.0;5.0;0.0;0.0;5.0;80.0;65.0;0.0;10.0;5.0;15.0;5.0;5.0;5.0;5.0;410.0;15.0;85.0;15.0;400.0;95.0;10.0;15.0;0.9295
73;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2015;535.0;520.0;435.0;430.0;5.0;0.0;0.0;0.0;5.0;80.0;60.0;0.0;15.0;5.0;15.0;0.0;5.0;15.0;5.0;460.0;15.0;40.0;15.0;450.0;65.0;5.0;15.0;0.9262
74;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2016;555.0;530.0;445.0;435.0;5.0;0.0;0.0;0.0;5.0;85.0;60.0;0.0;15.0;5.0;25.0;5.0;5.0;15.0;5.0;465.0;20.0;45.0;25.0;450.0;75.0;5.0;25.0;0.9435
75;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2017;545.0;540.0;455.0;450.0;5.0;0.0;0.0;0.0;5.0;85.0;65.0;5.0;15.0;5.0;5.0;5.0;5.0;5.0;5.0;470.0;10.0;55.0;5.0;455.0;75.0;10.0;5.0;0.9429
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;1999;45760.0;38995.0;30630.0;9660.0;2195.0;235.0;1800.0;7195.0;9540.0;8365.0;4230.0;245.0;3670.0;220.0;6770.0;550.0;590.0;3940.0;1685.0;24965.0;10970.0;3060.0;6770.0;34130.0;4450.0;420.0;6770.0;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2000;47395.0;40380.0;32130.0;10550.0;2335.0;250.0;1780.0;7415.0;9795.0;8250.0;3825.0;205.0;3965.0;260.0;7015.0;560.0;530.0;4150.0;1775.0;25935.0;11480.0;2965.0;7015.0;35610.0;4385.0;380.0;7015.0;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2001;48780.0;42730.0;33495.0;11465.0;2375.0;260.0;1860.0;7350.0;10175.0;9240.0;3595.0;275.0;3795.0;1570.0;6050.0;560.0;310.0;3850.0;1325.0;21865.0;14585.0;6285.0;6050.0;33860.0;7690.0;1180.0;6050.0;0.8817
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2002;50290.0;44025.0;34455.0;12200.0;2440.0;240.0;2130.0;7405.0;10045.0;9570.0;3655.0;255.0;4020.0;1640.0;6260.0;635.0;235.0;4075.0;1320.0;22900.0;14830.0;6295.0;6260.0;34950.0;7835.0;1240.0;6260.0;0.8769
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2003;51810.0;45325.0;35395.0;13130.0;2750.0;275.0;2205.0;7555.0;9475.0;9935.0;3565.0;250.0;4595.0;1525.0;6480.0;665.0;240.0;4265.0;1315.0;23735.0;15035.0;6555.0;6480.0;35640.0;8340.0;1350.0;6480.0;0.8725
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2004;53220.0;46080.0;36390.0;13860.0;2895.0;285.0;2225.0;7525.0;9605.0;9690.0;3105.0;205.0;4585.0;1795.0;7140.0;725.0;320.0;4570.0;1525.0;24440.0;15315.0;6325.0;7140.0;37105.0;7770.0;1205.0;7140.0;0.8765
