ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
41;Overijssel (PV);Eenpersoonshuishouden;120.8;16.8;16.8
42;Overijssel (PV);Paar zonder kinderen;131.6;29.6;21.6
43;Overijssel (PV);Paar met kinderen;143.6;35.9;19.0
44;Overijssel (PV);Eenoudergezin;21.7;24.6;16.7
45;Flevoland (PV);Totaal particulier huishouden;138.1;28.8;19.3
46;Flevoland (PV);Eenpersoonshuishouden;35.1;17.1;17.1
47;Flevoland (PV);Paar zonder kinderen;37.9;31.2;22.8
48;Flevoland (PV);Paar met kinderen;50.0;35.9;19.2
49;Flevoland (PV);Eenoudergezin;10.3;22.6;15.3
50;Gelderland (PV);Totaal particulier huishouden;779.2;29.4;20.0
51;Gelderland (PV);Eenpersoonshuishouden;222.2;17.4;17.4
52;Gelderland (PV);Paar zonder kinderen;238.0;31.3;22.8
53;Gelderland (PV);Paar met kinderen;251.9;37.6;20.0
54;Gelderland (PV);Eenoudergezin;40.9;25.1;17.1
55;Utrecht (PV);Totaal particulier huishouden;472.8;31.5;21.9
56;Utrecht (PV);Eenpersoonshuishouden;152.4;19.0;19.0
57;Utrecht (PV);Paar zonder kinderen;135.5;35.3;25.8
58;Utrecht (PV);Paar met kinderen;143.6;41.4;22.1
59;Utrecht (PV);Eenoudergezin;26.7;25.6;17.4
60;Noord-Holland (PV);Totaal particulier huishouden;1135.2;29.1;20.8
61;Noord-Holland (PV);Eenpersoonshuishouden;427.1;18.5;18.5
62;Noord-Holland (PV);Paar zonder kinderen;301.4;33.9;24.7
63;Noord-Holland (PV);Paar met kinderen;288.9;40.1;21.6
64;Noord-Holland (PV);Eenoudergezin;81.4;23.9;16.5
65;Zuid-Holland (PV);Totaal particulier huishouden;1459.1;29.1;20.5
66;Zuid-Holland (PV);Eenpersoonshuishouden;501.0;18.0;18.0
67;Zuid-Holland (PV);Paar zonder kinderen;405.5;32.8;24.0
68;Zuid-Holland (PV);Paar met kinderen;401.7;39.4;21.1
69;Zuid-Holland (PV);Eenoudergezin;101.2;23.7;16.2
70;Zeeland (PV);Totaal particulier huishouden;158.0;28.5;19.8
71;Zeeland (PV);Eenpersoonshuishouden;46.8;17.4;17.4
72;Zeeland (PV);Paar zonder kinderen;52.6;30.4;22.2
73;Zeeland (PV);Paar met kinderen;46.9;37.5;20.0
74;Zeeland (PV);Eenoudergezin;7.9;24.4;16.7
75;Noord-Brabant (PV);Totaal particulier huishouden;966.7;29.9;20.4
76;Noord-Brabant (PV);Eenpersoonshuishouden;266.4;17.7;17.7
77;Noord-Brabant (PV);Paar zonder kinderen;306.3;31.4;22.9
78;Noord-Brabant (PV);Paar met kinderen;312.7;38.4;20.6
79;Noord-Brabant (PV);Eenoudergezin;50.8;25.3;17.3
80;Limburg (PV);Totaal particulier huishouden;473.0;28.1;19.5
81;Limburg (PV);Eenpersoonshuishouden;136.3;16.9;16.9
82;Limburg (PV);Paar zonder kinderen;152.4;29.9;21.8
83;Limburg (PV);Paar met kinderen;142.4;36.8;19.9
84;Limburg (PV);Eenoudergezin;26.9;24.4;16.9
85;Oost-Groningen (CR);Totaal particulier huishouden;65.2;25.3;17.5
86;Oost-Groningen (CR);Eenpersoonshuishouden;18.4;15.3;15.3
87;Oost-Groningen (CR);Paar zonder kinderen;22.1;26.3;19.2
88;Oost-Groningen (CR);Paar met kinderen;19.6;33.1;17.9
89;Oost-Groningen (CR);Eenoudergezin;3.4;22.9;15.7
90;Delfzijl en omgeving (CR);Totaal particulier huishouden;22.0;26.1;18.2
91;Delfzijl en omgeving (CR);Eenpersoonshuishouden;6.4;16.2;16.2
92;Delfzijl en omgeving (CR);Paar zonder kinderen;7.4;28.0;20.4
93;Delfzijl en omgeving (CR);Paar met kinderen;6.5;33.5;18.0
94;Delfzijl en omgeving (CR);Eenoudergezin;1.2;22.8;15.7
95;Overig Groningen (CR);Totaal particulier huishouden;153.0;26.1;18.8
96;Overig Groningen (CR);Eenpersoonshuishouden;55.3;16.7;16.7
97;Overig Groningen (CR);Paar zonder kinderen;45.6;30.0;21.9
98;Overig Groningen (CR);Paar met kinderen;39.1;35.4;19.0
99;Overig Groningen (CR);Eenoudergezin;9.6;22.1;15.3
100;Noord-Friesland (CR);Totaal particulier huishouden;135.4;26.3;18.3
101;Noord-Friesland (CR);Eenpersoonshuishouden;41.9;16.3;16.3
102;Noord-Friesland (CR);Paar zonder kinderen;41.5;28.5;20.8
103;Noord-Friesland (CR);Paar met kinderen;41.9;34.2;18.2
104;Noord-Friesland (CR);Eenoudergezin;7.3;23.2;15.9
105;Zuidwest-Friesland (CR);Totaal particulier huishouden;42.8;27.1;18.7
106;Zuidwest-Friesland (CR);Eenpersoonshuishouden;12.5;17.1;17.1
107;Zuidwest-Friesland (CR);Paar zonder kinderen;13.5;28.8;21.1
108;Zuidwest-Friesland (CR);Paar met kinderen;13.7;34.4;18.2
109;Zuidwest-Friesland (CR);Eenoudergezin;2.2;23.7;16.1
110;Zuidoost-Friesland (CR);Totaal particulier huishouden;84.8;27.2;18.8
111;Zuidoost-Friesland (CR);Eenpersoonshuishouden;24.6;16.6;16.6
112;Zuidoost-Friesland (CR);Paar zonder kinderen;27.4;29.0;21.2
113;Zuidoost-Friesland (CR);Paar met kinderen;26.4;35.0;18.6
114;Zuidoost-Friesland (CR);Eenoudergezin;4.4;24.4;16.5
115;Noord-Drenthe (CR);Totaal particulier huishouden;75.2;29.0;20.1
116;Noord-Drenthe (CR);Eenpersoonshuishouden;20.7;17.6;17.6
117;Noord-Drenthe (CR);Paar zonder kinderen;25.5;31.7;23.1
118;Noord-Drenthe (CR);Paar met kinderen;23.7;36.4;19.5
119;Noord-Drenthe (CR);Eenoudergezin;3.7;24.1;16.7
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;70.0;26.6;18.2
121;Zuidoost-Drenthe (CR);Eenpersoonshuishouden;18.4;16.1;16.1
122;Zuidoost-Drenthe (CR);Paar zonder kinderen;23.7;27.7;20.2
123;Zuidoost-Drenthe (CR);Paar met kinderen;22.3;33.8;18.2
124;Zuidoost-Drenthe (CR);Eenoudergezin;3.5;23.2;15.8
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;51.5;28.5;19.6
126;Zuidwest-Drenthe (CR);Eenpersoonshuishouden;14.2;17.7;17.7
127;Zuidwest-Drenthe (CR);Paar zonder kinderen;17.0;30.1;21.9
128;Zuidwest-Drenthe (CR);Paar met kinderen;16.6;35.8;19.0
129;Zuidwest-Drenthe (CR);Eenoudergezin;2.4;24.6;16.7
130;Noord-Overijssel (CR);Totaal particulier huishouden;132.0;28.7;19.3
131;Noord-Overijssel (CR);Eenpersoonshuishouden;36.9;17.2;17.2
132;Noord-Overijssel (CR);Paar zonder kinderen;39.2;30.0;21.9
133;Noord-Overijssel (CR);Paar met kinderen;45.9;36.3;19.1
134;Noord-Overijssel (CR);Eenoudergezin;6.3;25.1;17.0
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;59.4;28.0;19.3
136;Zuidwest-Overijssel (CR);Eenpersoonshuishouden;17.4;17.0;17.0
137;Zuidwest-Overijssel (CR);Paar zonder kinderen;18.2;30.5;22.2
138;Zuidwest-Overijssel (CR);Paar met kinderen;18.9;35.4;19.0
139;Zuidwest-Overijssel (CR);Eenoudergezin;3.0;24.4;16.7
140;Twente (CR);Totaal particulier huishouden;241.3;28.0;19.0
141;Twente (CR);Eenpersoonshuishouden;66.5;16.6;16.6
142;Twente (CR);Paar zonder kinderen;74.2;29.3;21.4
143;Twente (CR);Paar met kinderen;78.9;35.7;19.0
144;Twente (CR);Eenoudergezin;12.4;24.5;16.6
145;Veluwe (CR);Totaal particulier huishouden;245.6;30.3;20.4
146;Veluwe (CR);Eenpersoonshuishouden;67.5;17.8;17.8
147;Veluwe (CR);Paar zonder kinderen;74.2;31.9;23.3
148;Veluwe (CR);Paar met kinderen;83.1;38.2;20.1
149;Veluwe (CR);Eenoudergezin;12.0;26.1;17.6
150;Achterhoek (CR);Totaal particulier huishouden;152.8;28.9;19.6
151;Achterhoek (CR);Eenpersoonshuishouden;39.6;17.0;17.0
152;Achterhoek (CR);Paar zonder kinderen;50.4;30.0;21.9
153;Achterhoek (CR);Paar met kinderen;50.4;36.4;19.5
154;Achterhoek (CR);Eenoudergezin;6.9;25.9;17.6
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;293.6;28.3;19.9
156;Arnhem/Nijmegen (CR);Eenpersoonshuishouden;94.9;17.3;17.3
157;Arnhem/Nijmegen (CR);Paar zonder kinderen;87.1;31.6;23.0
158;Arnhem/Nijmegen (CR);Paar met kinderen;85.3;37.3;20.1
159;Arnhem/Nijmegen (CR);Eenoudergezin;17.7;23.8;16.3
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;87.1;30.9;20.4
161;Zuidwest-Gelderland (CR);Eenpersoonshuishouden;20.2;17.4;17.4
162;Zuidwest-Gelderland (CR);Paar zonder kinderen;26.3;31.1;22.7
163;Zuidwest-Gelderland (CR);Paar met kinderen;33.2;38.4;20.4
164;Zuidwest-Gelderland (CR);Eenoudergezin;4.3;26.6;18.0
165;Utrecht (CR);Totaal particulier huishouden;472.8;31.5;21.9
166;Utrecht (CR);Eenpersoonshuishouden;152.4;19.0;19.0
167;Utrecht (CR);Paar zonder kinderen;135.5;35.3;25.8
168;Utrecht (CR);Paar met kinderen;143.6;41.4;22.1
169;Utrecht (CR);Eenoudergezin;26.7;25.6;17.4
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;147.2;28.8;19.6
171;Kop van Noord-Holland (CR);Eenpersoonshuishouden;41.3;17.1;17.1
172;Kop van Noord-Holland (CR);Paar zonder kinderen;45.7;30.5;22.3
173;Kop van Noord-Holland (CR);Paar met kinderen;48.4;37.3;19.8
174;Kop van Noord-Holland (CR);Eenoudergezin;8.3;24.3;16.6
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;93.0;30.1;20.9
176;Alkmaar en omgeving (CR);Eenpersoonshuishouden;28.5;18.2;18.2
177;Alkmaar en omgeving (CR);Paar zonder kinderen;27.6;33.0;24.1
178;Alkmaar en omgeving (CR);Paar met kinderen;28.5;39.6;21.2
179;Alkmaar en omgeving (CR);Eenoudergezin;6.0;24.5;16.8
180;IJmond (CR);Totaal particulier huishouden;78.2;30.5;21.2
181;IJmond (CR);Eenpersoonshuishouden;23.8;18.7;18.7
182;IJmond (CR);Paar zonder kinderen;23.7;33.2;24.3
183;IJmond (CR);Paar met kinderen;24.2;39.9;21.3
184;IJmond (CR);Eenoudergezin;4.5;24.6;16.9
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;96.9;30.8;22.2
186;Agglomeratie Haarlem (CR);Eenpersoonshuishouden;37.5;19.4;19.4
187;Agglomeratie Haarlem (CR);Paar zonder kinderen;27.2;35.8;26.2
188;Agglomeratie Haarlem (CR);Paar met kinderen;23.7;43.1;23.3
189;Agglomeratie Haarlem (CR);Eenoudergezin;5.8;25.8;17.8
190;Zaanstreek (CR);Totaal particulier huishouden;65.7;29.1;20.2
191;Zaanstreek (CR);Eenpersoonshuishouden;20.0;17.7;17.7
192;Zaanstreek (CR);Paar zonder kinderen;19.6;31.3;22.9
193;Zaanstreek (CR);Paar met kinderen;19.6;38.5;20.8
194;Zaanstreek (CR);Eenoudergezin;4.5;24.4;16.7
195;Groot-Amsterdam (CR);Totaal particulier huishouden;549.7;27.6;20.5
196;Groot-Amsterdam (CR);Eenpersoonshuishouden;240.0;18.5;18.5
197;Groot-Amsterdam (CR);Paar zonder kinderen;127.0;34.4;25.1
198;Groot-Amsterdam (CR);Paar met kinderen;115.5;39.7;21.5
199;Groot-Amsterdam (CR);Eenoudergezin;46.3;23.0;15.9
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.5;33.4;23.5
201;Het Gooi en Vechtstreek (CR);Eenpersoonshuishouden;36.1;20.0;20.0
202;Het Gooi en Vechtstreek (CR);Paar zonder kinderen;30.5;37.9;27.7
203;Het Gooi en Vechtstreek (CR);Paar met kinderen;29.0;45.8;24.6
204;Het Gooi en Vechtstreek (CR);Eenoudergezin;6.1;27.1;18.7
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;155.4;31.7;21.9
206;Agglomeratie Leiden en Bollenstreek (CR);Eenpersoonshuishouden;49.5;19.0;19.0
207;Agglomeratie Leiden en Bollenstreek (CR);Paar zonder kinderen;44.5;34.6;25.3
208;Agglomeratie Leiden en Bollenstreek (CR);Paar met kinderen;49.1;42.1;22.4
209;Agglomeratie Leiden en Bollenstreek (CR);Eenoudergezin;8.4;26.5;18.1
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;343.4;28.6;20.8
211;Agglomeratie 's-Gravenhage (CR);Eenpersoonshuishouden;137.8;18.9;18.9
212;Agglomeratie 's-Gravenhage (CR);Paar zonder kinderen;86.5;34.4;25.1
213;Agglomeratie 's-Gravenhage (CR);Paar met kinderen;78.5;39.6;21.5
214;Agglomeratie 's-Gravenhage (CR);Eenoudergezin;26.9;22.9;15.7
215;Delft en Westland (CR);Totaal particulier huishouden;82.8;30.3;20.8
216;Delft en Westland (CR);Eenpersoonshuishouden;25.5;18.1;18.1
217;Delft en Westland (CR);Paar zonder kinderen;24.6;32.3;23.6
218;Delft en Westland (CR);Paar met kinderen;25.8;40.3;21.4
219;Delft en Westland (CR);Eenoudergezin;4.7;26.0;17.7
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;125.6;32.2;21.7
221;Oost-Zuid-Holland (CR);Eenpersoonshuishouden;33.4;18.6;18.6
222;Oost-Zuid-Holland (CR);Paar zonder kinderen;38.5;34.1;24.9
223;Oost-Zuid-Holland (CR);Paar met kinderen;43.8;40.8;21.7
224;Oost-Zuid-Holland (CR);Eenoudergezin;6.2;26.6;18.0
225;Groot-Rijnmond (CR);Totaal particulier huishouden;590.1;27.7;19.7
226;Groot-Rijnmond (CR);Eenpersoonshuishouden;207.9;17.3;17.3
227;Groot-Rijnmond (CR);Paar zonder kinderen;162.9;31.7;23.2
228;Groot-Rijnmond (CR);Paar met kinderen;152.2;38.1;20.5
229;Groot-Rijnmond (CR);Eenoudergezin;45.9;22.8;15.6
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;161.6;29.5;20.1
231;Zuidoost-Zuid-Holland (CR);Eenpersoonshuishouden;47.0;17.3;17.3
232;Zuidoost-Zuid-Holland (CR);Paar zonder kinderen;48.5;31.3;22.9
233;Zuidoost-Zuid-Holland (CR);Paar met kinderen;52.2;38.8;20.6
234;Zuidoost-Zuid-Holland (CR);Eenoudergezin;9.1;24.7;16.8
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.2;28.5;19.9
236;Zeeuwsch-Vlaanderen (CR);Eenpersoonshuishouden;13.5;17.2;17.2
237;Zeeuwsch-Vlaanderen (CR);Paar zonder kinderen;16.0;29.7;21.7
238;Zeeuwsch-Vlaanderen (CR);Paar met kinderen;13.1;38.5;20.9
239;Zeeuwsch-Vlaanderen (CR);Eenoudergezin;2.3;23.5;16.3
240;Overig Zeeland (CR);Totaal particulier huishouden;111.8;28.5;19.8
241;Overig Zeeland (CR);Eenpersoonshuishouden;33.3;17.4;17.4
242;Overig Zeeland (CR);Paar zonder kinderen;36.6;30.7;22.4
243;Overig Zeeland (CR);Paar met kinderen;33.7;37.1;19.7
244;Overig Zeeland (CR);Eenoudergezin;5.6;24.7;16.9
245;West-Noord-Brabant (CR);Totaal particulier huishouden;247.6;29.8;20.4
246;West-Noord-Brabant (CR);Eenpersoonshuishouden;68.3;17.7;17.7
247;West-Noord-Brabant (CR);Paar zonder kinderen;81.2;31.3;22.8
248;West-Noord-Brabant (CR);Paar met kinderen;77.4;38.6;20.8
249;West-Noord-Brabant (CR);Eenoudergezin;12.9;25.4;17.5
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;178.5;29.4;20.0
251;Midden-Noord-Brabant (CR);Eenpersoonshuishouden;49.6;17.1;17.1
252;Midden-Noord-Brabant (CR);Paar zonder kinderen;55.4;30.8;22.5
253;Midden-Noord-Brabant (CR);Paar met kinderen;58.1;38.4;20.5
254;Midden-Noord-Brabant (CR);Eenoudergezin;10.1;24.5;16.6
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;245.5;30.5;20.6
256;Noordoost-Noord-Brabant (CR);Eenpersoonshuishouden;64.2;17.9;17.9
257;Noordoost-Noord-Brabant (CR);Paar zonder kinderen;76.1;31.9;23.3
258;Noordoost-Noord-Brabant (CR);Paar met kinderen;84.7;38.5;20.5
259;Noordoost-Noord-Brabant (CR);Eenoudergezin;12.4;26.1;17.7
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;295.1;29.6;20.4
261;Zuidoost-Noord-Brabant (CR);Eenpersoonshuishouden;84.4;17.8;17.8
262;Zuidoost-Noord-Brabant (CR);Paar zonder kinderen;93.7;31.5;23.0
263;Zuidoost-Noord-Brabant (CR);Paar met kinderen;92.5;38.2;20.4
264;Zuidoost-Noord-Brabant (CR);Eenoudergezin;15.4;25.2;17.3
265;Noord-Limburg (CR);Totaal particulier huishouden;110.3;29.1;19.7
266;Noord-Limburg (CR);Eenpersoonshuishouden;28.5;16.9;16.9
267;Noord-Limburg (CR);Paar zonder kinderen;35.6;30.5;22.2
268;Noord-Limburg (CR);Paar met kinderen;37.4;36.7;19.6
269;Noord-Limburg (CR);Eenoudergezin;5.5;26.0;17.8
270;Midden-Limburg (CR);Totaal particulier huishouden;94.8;29.2;19.9
271;Midden-Limburg (CR);Eenpersoonshuishouden;24.7;17.1;17.1
272;Midden-Limburg (CR);Paar zonder kinderen;30.9;30.4;22.2
273;Midden-Limburg (CR);Paar met kinderen;30.9;37.2;20.1
274;Midden-Limburg (CR);Eenoudergezin;5.0;25.9;17.8
275;Zuid-Limburg (CR);Totaal particulier huishouden;267.9;27.4;19.3
276;Zuid-Limburg (CR);Eenpersoonshuishouden;83.0;16.8;16.8
277;Zuid-Limburg (CR);Paar zonder kinderen;85.9;29.4;21.5
278;Zuid-Limburg (CR);Paar met kinderen;74.1;36.7;20.0
279;Zuid-Limburg (CR);Eenoudergezin;16.5;23.5;16.3
280;Flevoland (CR);Totaal particulier huishouden;138.1;28.8;19.3
281;Flevoland (CR);Eenpersoonshuishouden;35.1;17.1;17.1
282;Flevoland (CR);Paar zonder kinderen;37.9;31.2;22.8
283;Flevoland (CR);Paar met kinderen;50.0;35.9;19.2
284;Flevoland (CR);Eenoudergezin;10.3;22.6;15.3
285;Groningen (GA);Totaal particulier huishouden;86.0;25.4;19.1
286;Groningen (GA);Eenpersoonshuishouden;37.5;16.9;16.9
287;Groningen (GA);Paar zonder kinderen;23.9;31.5;23.0
288;Groningen (GA);Paar met kinderen;16.4;36.4;19.8
289;Groningen (GA);Eenoudergezin;6.2;21.8;15.2
290;Leeuwarden (GA);Totaal particulier huishouden;40.5;24.8;18.3
291;Leeuwarden (GA);Eenpersoonshuishouden;16.3;16.5;16.5
292;Leeuwarden (GA);Paar zonder kinderen;11.6;29.4;21.4
293;Leeuwarden (GA);Paar met kinderen;8.8;34.4;18.6
294;Leeuwarden (GA);Eenoudergezin;2.8;21.4;14.8
295;Zwolle (GA);Totaal particulier huishouden;46.7;28.3;20.1
296;Zwolle (GA);Eenpersoonshuishouden;16.3;17.9;17.9
297;Zwolle (GA);Paar zonder kinderen;13.6;32.3;23.6
298;Zwolle (GA);Paar met kinderen;12.9;37.8;20.2
299;Zwolle (GA);Eenoudergezin;2.7;22.5;15.4
300;Enschede (GA);Totaal particulier huishouden;63.0;25.1;17.9
301;Enschede (GA);Eenpersoonshuishouden;21.2;16.0;16.0
302;Enschede (GA);Paar zonder kinderen;19.0;28.0;20.4
303;Enschede (GA);Paar met kinderen;16.6;33.4;18.0
304;Enschede (GA);Eenoudergezin;3.9;21.6;14.9
305;Apeldoorn (GA);Totaal particulier huishouden;64.5;29.3;20.4
306;Apeldoorn (GA);Eenpersoonshuishouden;20.0;17.9;17.9
307;Apeldoorn (GA);Paar zonder kinderen;20.0;32.4;23.6
308;Apeldoorn (GA);Paar met kinderen;18.9;38.0;20.3
309;Apeldoorn (GA);Eenoudergezin;3.6;23.9;16.3
310;Arnhem (GA);Totaal particulier huishouden;64.2;25.8;18.9
311;Arnhem (GA);Eenpersoonshuishouden;26.0;16.7;16.7
312;Arnhem (GA);Paar zonder kinderen;17.2;31.7;23.1
313;Arnhem (GA);Paar met kinderen;14.3;35.3;19.2
314;Arnhem (GA);Eenoudergezin;4.6;21.8;15.0
315;Nijmegen (GA);Totaal particulier huishouden;68.8;25.9;19.1
316;Nijmegen (GA);Eenpersoonshuishouden;29.1;16.8;16.8
317;Nijmegen (GA);Paar zonder kinderen;18.0;31.3;22.8
318;Nijmegen (GA);Paar met kinderen;15.0;37.0;20.0
319;Nijmegen (GA);Eenoudergezin;4.8;23.0;15.9
320;Amersfoort (GA);Totaal particulier huishouden;66.6;31.3;21.7
321;Amersfoort (GA);Eenpersoonshuishouden;21.3;19.1;19.1
322;Amersfoort (GA);Paar zonder kinderen;18.7;35.1;25.6
323;Amersfoort (GA);Paar met kinderen;20.9;41.0;22.0
324;Amersfoort (GA);Eenoudergezin;4.0;23.9;16.2
325;Utrecht (GA);Totaal particulier huishouden;172.5;29.2;21.0
326;Utrecht (GA);Eenpersoonshuishouden;66.1;18.5;18.5
327;Utrecht (GA);Paar zonder kinderen;46.1;34.4;25.1
328;Utrecht (GA);Paar met kinderen;43.3;39.9;21.6
329;Utrecht (GA);Eenoudergezin;10.7;24.2;16.5
330;Amsterdam (GA);Totaal particulier huishouden;481.6;26.5;20.0
331;Amsterdam (GA);Eenpersoonshuishouden;224.1;18.3;18.3
332;Amsterdam (GA);Paar zonder kinderen;106.5;33.7;24.6
333;Amsterdam (GA);Paar met kinderen;88.4;38.4;20.9
334;Amsterdam (GA);Eenoudergezin;43.0;22.6;15.6
335;Haarlem (GA);Totaal particulier huishouden;84.8;30.7;22.2
336;Haarlem (GA);Eenpersoonshuishouden;33.2;19.2;19.2
337;Haarlem (GA);Paar zonder kinderen;23.4;35.8;26.2
338;Haarlem (GA);Paar met kinderen;20.6;43.4;23.4
339;Haarlem (GA);Eenoudergezin;5.1;25.7;17.7
340;Leiden (GA);Totaal particulier huishouden;103.8;31.2;21.9
341;Leiden (GA);Eenpersoonshuishouden;36.1;19.2;19.2
342;Leiden (GA);Paar zonder kinderen;28.8;35.0;25.5
343;Leiden (GA);Paar met kinderen;30.5;42.2;22.5
344;Leiden (GA);Eenoudergezin;5.8;25.9;17.8
345;'s-Gravenhage (GA);Totaal particulier huishouden;283.1;27.7;20.6
346;'s-Gravenhage (GA);Eenpersoonshuishouden;121.8;18.8;18.8
347;'s-Gravenhage (GA);Paar zonder kinderen;69.2;34.3;25.0
348;'s-Gravenhage (GA);Paar met kinderen;57.8;38.9;21.1
349;'s-Gravenhage (GA);Eenoudergezin;22.3;22.4;15.5
350;Rotterdam (GA);Totaal particulier huishouden;448.2;26.2;19.0
351;Rotterdam (GA);Eenpersoonshuishouden;174.4;17.0;17.0
352;Rotterdam (GA);Paar zonder kinderen;115.8;31.1;22.7
353;Rotterdam (GA);Paar met kinderen;101.6;36.8;19.9
354;Rotterdam (GA);Eenoudergezin;38.8;22.0;15.1
355;Dordrecht (GA);Totaal particulier huishouden;102.8;28.7;19.9
356;Dordrecht (GA);Eenpersoonshuishouden;31.9;17.1;17.1
357;Dordrecht (GA);Paar zonder kinderen;30.6;31.2;22.8
358;Dordrecht (GA);Paar met kinderen;30.9;38.4;20.6
359;Dordrecht (GA);Eenoudergezin;6.3;24.0;16.4
360;Breda (GA);Totaal particulier huishouden;70.6;29.2;20.7
361;Breda (GA);Eenpersoonshuishouden;23.7;18.1;18.1
362;Breda (GA);Paar zonder kinderen;21.6;32.6;23.8
363;Breda (GA);Paar met kinderen;18.8;39.5;21.3
364;Breda (GA);Eenoudergezin;4.2;24.3;16.7
365;Tilburg (GA);Totaal particulier huishouden;90.5;27.8;19.4
366;Tilburg (GA);Eenpersoonshuishouden;29.0;16.9;16.9
367;Tilburg (GA);Paar zonder kinderen;27.2;30.6;22.3
368;Tilburg (GA);Paar met kinderen;25.5;37.4;20.1
369;Tilburg (GA);Eenoudergezin;5.9;22.8;15.5
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;67.5;29.7;21.0
371;'s-Hertogenbosch (GA);Eenpersoonshuishouden;22.8;18.3;18.3
372;'s-Hertogenbosch (GA);Paar zonder kinderen;19.7;33.9;24.8
373;'s-Hertogenbosch (GA);Paar met kinderen;19.0;39.0;21.0
