ID;Omvang;Bedrijfstak;VerliesOfWinst;Perioden;AantalOndernemingen_1;BalanstotaalEindstand_2;ImmaterieleVasteActiva_3;MaterieleVasteActiva_4;Deelnemingen_5;LanglVorderingenEnBeleggingen_6;Voorraden_7;KortlVorderingenEnBeleggingen_8;LiquideMiddelen_9;EigenVermogen_10;BelangVanDerden_11;EgalRekInvestPremiesSubsidiesED_12;Voorzieningen_13;LanglopendeSchuldenRentedragend_14;KortlopendeSchulden_15;NettoOmzetEnOvBedrijfsopbrengsten_16;LonenSalSocialeEnPensioenlasten_17;AfschrijvingenMinusInvesteringspremies_18;KostenVanDeOmzet_19;Bedrijfsresultaat_20;OverigeBedrijfskostenSaldo_21;ResultaatUitDeelnemingen_22;Rentebaten_23;Rentelasten_24;OverigeFinancieleResultaten_25;BuitengewoneBatenEnLastenSaldo_26;BuitengewoneBaten_27;BuitengewoneLasten_28;ResultaatVoorBelastingen_29;Vennootschapsbelasting_30;AandeelVanDerden_31;Nettoresultaat_32;Winstuitkeringen_33;ToevoegingOnttrekkingAanDeReserves_34
64;Alle ondernemingen;Nijverheid;Winstgevend;2001;30499;354572.6;14121.3;74593.9;89449.0;38752.9;22855.8;94914.6;19885.3;154690.4;13981.8;1825.4;17297.9;66575.6;100201.5;282111.9;-39670.2;-11019.6;-207375.0;24047.2;12472.9;13495.3;5446.0;-6727.6;259.3;4177.1;6107.9;-1930.8;40697.2;-6302.5;-4251.6;30143.1;14954.8;15188.3
65;Alle ondernemingen;Nijverheid;Winstgevend;2002;29868;347616.0;10502.9;72091.4;82489.7;32671.3;22692.6;106434.6;20733.3;144298.2;15431.4;2202.7;16353.6;58868.7;110461.5;263638.6;-39251.2;-10414.6;-193800.0;20172.9;15340.9;15923.6;4962.9;-5724.3;178.7;3880.2;6107.3;-2227.1;39394.5;-5474.6;-3463.1;30456.7;11483.3;18973.4
66;Alle ondernemingen;Handel;Alle ondernemingen;1992;45717;104125.2;1118.5;24978.1;9605.4;8004.7;19843.5;30729.2;9846.1;31855.1;310.5;160.0;7052.4;18951.2;45795.8;188817.6;-19074.2;-3578.3;-160258.9;5905.9;-431.8;;;;;-233.8;;;5240.2;-1683.0;-41.8;3515.4;1976.9;1538.5
67;Alle ondernemingen;Handel;Alle ondernemingen;1993;47964;106118.2;1149.0;25202.1;11260.7;7017.3;20067.1;31167.5;10255.1;32268.1;380.2;101.4;7638.0;19858.4;45872.3;190517.2;-20104.2;-3781.4;-161020.4;5611.2;-700.4;;;;;-381.5;;;4529.3;-1559.8;-58.3;2911.3;1941.9;969.4
68;Alle ondernemingen;Handel;Alle ondernemingen;1994;50961;108894.5;1085.8;25289.6;12612.6;6424.7;20473.0;31540.4;11469.0;33614.3;480.8;72.4;8519.9;20247.7;45959.9;200704.5;-20547.9;-3919.2;-169942.4;6295.1;-608.7;;;;;-137.4;975.0;-1112.4;5548.8;-1839.2;-69.3;3640.3;1638.2;2002.1
69;Alle ondernemingen;Handel;Alle ondernemingen;1995;52168;114886.0;1317.5;26632.3;13298.2;7461.4;21492.3;33208.7;11476.3;36711.6;373.1;54.5;8540.0;21210.8;47996.4;209306.3;-20190.6;-4073.1;-177844.1;7198.5;-250.9;1289.8;1327.5;-2827.7;-40.5;32.0;1397.1;-1365.1;6979.6;-2227.4;-37.8;4714.4;1786.4;2928.0
70;Alle ondernemingen;Handel;Alle ondernemingen;1996;54782;121761.3;1387.1;28365.9;12939.6;8421.2;21783.5;36076.9;12787.6;40758.4;392.8;55.5;8878.6;21042.0;50634.2;221470.4;-21187.6;-4219.0;-188204.6;7859.2;506.6;1655.3;1204.8;-2568.6;215.0;15.8;1178.5;-1162.7;8381.6;-2392.6;-55.8;5933.1;2079.0;3854.1
71;Alle ondernemingen;Handel;Alle ondernemingen;1997;58076;133519.6;1297.7;29158.1;13048.7;12702.4;23420.4;41460.7;12432.3;43066.6;519.2;53.7;9397.2;24411.6;56071.6;243649.2;-22247.9;-4462.8;-208342.4;8596.1;955.8;1909.9;1430.0;-2639.8;255.7;585.0;1526.5;-941.5;10136.9;-2670.2;-70.8;7395.9;2878.4;4517.5
72;Alle ondernemingen;Handel;Alle ondernemingen;1998;58590;138305.4;1616.1;30489.5;12816.0;14039.0;24309.3;41963.2;13072.9;45125.8;370.4;48.9;9697.0;23842.5;59221.2;250556.5;-23388.4;-4711.2;-213223.0;9233.9;1157.1;2118.6;1575.8;-2717.8;180.6;2513.2;3491.9;-978.7;12904.4;-2889.6;-69.2;9945.6;4351.5;5594.1
73;Alle ondernemingen;Handel;Alle ondernemingen;1999;58110;151477.5;2205.9;33598.1;13385.7;14813.1;25710.9;48453.5;13310.9;48689.6;500.8;47.3;10481.3;25397.2;66361.6;261554.9;-25237.8;-5133.6;-221609.4;9574.2;1801.3;2576.8;1594.7;-2730.3;360.0;99.9;1698.6;-1598.7;11475.4;-3094.6;-78.0;8302.8;3231.7;5071.1
74;Alle ondernemingen;Handel;Alle ondernemingen;2000;57252;169328.1;2784.6;34203.8;13962.5;21703.4;27461.5;53685.3;15527.6;56088.2;459.8;60.8;10026.4;28799.4;73893.8;288686.7;-25067.3;-5315.0;-245757.1;12547.3;2291.7;3089.1;2166.6;-3161.2;197.2;153.2;2142.2;-1989.0;14992.5;-3208.6;-72.3;11711.5;3798.2;7913.3
75;Alle ondernemingen;Handel;Alle ondernemingen;2001;62807;200087.1;4082.2;37531.8;23329.3;23828.5;29839.7;61589.6;19886.2;68863.9;346.3;44.6;10923.6;39810.0;80098.8;323193.4;-28998.2;-6122.7;-278492.3;9580.1;1574.7;2980.3;2562.6;-4133.1;164.8;-1145.3;2062.9;-3208.2;10009.4;-3478.8;-61.7;6468.9;4933.9;1535.0
76;Alle ondernemingen;Handel;Alle ondernemingen;2002;63721;191996.6;4728.3;38686.7;24526.6;19503.9;28734.5;58471.2;17344.8;65110.0;352.0;20.1;11506.6;38982.4;76025.7;321220.0;-29867.4;-6608.1;-271241.5;13503.0;-1018.7;683.8;1965.6;-3689.8;21.7;-581.6;1361.3;-1942.9;11902.3;-3488.9;-54.9;8358.5;8896.2;-537.7
77;Alle ondernemingen;Handel;Verlieslijdend;1992;15866;25045.5;320.4;5812.4;2358.2;3014.3;4412.1;7399.9;1728.3;4152.6;59.3;29.2;1954.8;7156.6;11692.8;38626.9;-4648.0;-919.0;-33382.1;-322.3;-826.6;;;;;-577.3;;;-1726.2;154.1;-11.5;-1583.6;124.8;-1708.4
78;Alle ondernemingen;Handel;Verlieslijdend;1993;18348;30083.7;299.3;6552.2;3269.9;2995.0;5551.8;9147.3;2268.4;4457.1;87.0;15.9;2405.6;8485.4;14632.6;45807.2;-5393.7;-1035.7;-40029.8;-652.0;-1142.1;;;;;-723.3;;;-2517.5;224.8;-10.9;-2303.5;142.4;-2445.9
79;Alle ondernemingen;Handel;Verlieslijdend;1994;19539;21605.8;296.7;5581.5;2118.7;854.4;4677.9;6290.8;1786.0;2033.3;114.5;10.1;2356.6;5740.9;11350.5;38276.4;-4585.4;-898.9;-33542.6;-750.5;-1257.8;;;;;-411.2;149.1;-560.3;-2419.6;121.4;-5.4;-2303.6;70.5;-2374.1
80;Alle ondernemingen;Handel;Verlieslijdend;1995;17828;21707.4;445.0;5377.1;2483.8;1156.1;4585.4;6203.1;1457.2;2282.2;7.3;10.3;1898.8;6266.4;11242.5;41149.3;-4164.1;-868.8;-36947.0;-830.6;-911.0;-251.7;188.0;-753.7;-93.6;-502.6;173.8;-676.3;-2244.2;72.1;15.5;-2156.6;59.2;-2215.8
81;Alle ondernemingen;Handel;Verlieslijdend;1996;17751;19427.9;245.9;5027.4;2135.6;770.8;3989.0;5754.7;1504.7;1916.0;19.1;5.2;1890.8;5344.1;10252.6;36622.4;-3852.3;-767.9;-32686.6;-684.4;-729.2;-269.6;174.3;-604.8;-29.0;-499.0;158.8;-657.8;-1912.7;89.0;2.7;-1821.0;59.7;-1880.7
82;Alle ondernemingen;Handel;Verlieslijdend;1997;18548;19075.1;418.0;4455.2;1504.8;1160.3;4087.2;5907.9;1541.8;1107.9;5.5;5.3;1869.2;4861.0;11226.4;36175.3;-3656.7;-767.4;-32635.2;-884.1;-569.2;-108.9;131.6;-555.8;-36.1;-260.0;148.6;-408.6;-1713.2;93.3;12.1;-1607.7;56.3;-1664.0
83;Alle ondernemingen;Handel;Verlieslijdend;1998;18180;17837.9;320.2;5103.3;891.2;924.6;3595.6;5542.8;1460.5;2067.2;75.3;3.5;1939.9;4217.0;9535.2;31930.9;-4078.0;-834.2;-27663.5;-644.8;-634.6;-197.1;63.7;-459.7;-41.5;-221.1;173.3;-394.4;-1500.4;73.4;6.1;-1420.8;82.5;-1503.3
84;Alle ondernemingen;Handel;Verlieslijdend;1999;17186;21506.8;449.1;5212.1;2262.4;1054.1;3798.7;7050.5;1680.1;1870.6;20.1;4.5;2437.6;4722.4;12451.5;35109.2;-4039.6;-860.3;-31504.2;-1294.9;-550.6;-107.8;144.5;-516.6;-70.6;-634.6;158.9;-793.5;-2480.1;89.1;5.9;-2385.0;85.4;-2470.4
85;Alle ondernemingen;Handel;Verlieslijdend;2000;18461;26520.0;747.7;6247.3;3021.3;1253.1;4832.1;8769.4;1649.2;2639.7;26.9;15.0;2436.0;5765.8;15636.7;46691.2;-4768.0;-1134.1;-42219.5;-1430.5;-736.5;-155.8;205.9;-726.6;-59.9;-251.3;215.2;-466.5;-2418.2;92.2;-1.6;-2327.6;144.3;-2471.9
86;Alle ondernemingen;Handel;Verlieslijdend;2001;20814;46507.3;1494.9;8735.0;6271.2;2205.4;7690.0;14074.9;6036.0;7924.8;94.0;3.8;3107.1;11886.4;23491.1;79126.7;-6716.5;-1695.8;-72292.3;-1577.9;-1419.8;-228.8;407.5;-1446.5;-152.0;-2325.4;276.5;-2601.9;-5323.0;-44.9;6.0;-5361.9;659.5;-6021.4
87;Alle ondernemingen;Handel;Verlieslijdend;2002;21619;48923.4;1705.2;10116.7;6139.9;8547.9;6331.6;13427.1;2654.6;8229.0;131.0;4.7;3556.9;15206.7;21795.1;68060.1;-8601.8;-2153.6;-58310.9;-1006.1;-2851.7;-2101.8;761.8;-1329.4;-182.3;-901.7;268.5;-1170.2;-4759.9;37.7;1.6;-4720.6;988.0;-5708.6
88;Alle ondernemingen;Handel;Winstgevend;1992;29851;79079.8;798.1;19165.7;7247.2;4990.4;15431.5;23329.3;8117.7;27702.5;251.1;130.8;5097.6;11794.6;34103.0;150190.8;-14426.2;-2659.3;-126876.7;6228.2;394.8;;;;;343.4;;;6966.5;-1837.2;-30.2;5099.0;1852.1;3246.9
89;Alle ondernemingen;Handel;Winstgevend;1993;29616;76034.5;849.7;18649.9;7990.9;4022.2;14515.3;22020.2;7986.7;27811.0;293.2;85.5;5232.3;11373.0;31239.7;144710.0;-14710.5;-2745.7;-120990.6;6263.3;441.7;;;;;341.8;;;7046.8;-1784.6;-47.4;5214.9;1799.5;3415.4
90;Alle ondernemingen;Handel;Winstgevend;1994;31422;87288.6;789.1;19708.1;10493.9;5570.3;15795.1;25249.6;9682.9;31581.0;366.3;62.2;6163.3;14506.8;34609.3;162428.2;-15962.5;-3020.2;-136399.8;7045.6;649.1;;;;;273.8;825.9;-552.1;7968.4;-1960.5;-63.9;5944.0;1567.7;4376.3
91;Alle ondernemingen;Handel;Winstgevend;1995;34340;93178.6;872.5;21255.1;10814.4;6305.4;16906.9;27005.7;10019.1;34429.4;365.8;44.2;6641.2;14944.4;36753.9;168157.1;-16026.5;-3204.3;-140897.0;8029.2;660.1;1541.5;1139.5;-2074.0;53.1;534.5;1223.3;-688.8;9223.8;-2299.6;-53.3;6870.9;1727.2;5143.7
92;Alle ondernemingen;Handel;Winstgevend;1996;37031;102333.4;1141.3;23338.5;10804.0;7650.4;17794.5;30322.2;11282.9;38842.4;373.6;50.3;6987.7;15698.0;40381.6;184848.0;-17335.3;-3451.1;-155518.0;8543.7;1235.7;1924.9;1030.6;-1963.7;244.0;514.8;1019.7;-504.9;10294.3;-2481.6;-58.5;7754.1;2019.3;5734.8
93;Alle ondernemingen;Handel;Winstgevend;1997;39528;114444.5;879.7;24702.9;11543.9;11542.1;19333.2;35552.7;10890.5;41958.7;513.7;48.5;7528.0;19550.6;44845.2;207473.9;-18591.2;-3695.3;-175707.2;9480.2;1525.0;2018.7;1298.4;-2083.9;291.8;844.9;1377.8;-532.9;11850.0;-2763.5;-82.9;9003.6;2822.1;6181.5
94;Alle ondernemingen;Handel;Winstgevend;1998;40410;120467.5;1295.9;25386.2;11924.9;13114.4;20713.7;36420.4;11612.5;43058.6;295.0;45.4;7757.2;19625.6;49686.0;218625.5;-19310.3;-3876.9;-185559.5;9878.8;1791.7;2315.7;1512.1;-2258.1;222.0;2734.3;3318.6;-584.3;14404.8;-2963.0;-75.4;11366.4;4269.0;7097.4
95;Alle ondernemingen;Handel;Winstgevend;1999;40923;129970.7;1756.8;28386.0;11123.3;13759.0;21912.2;41402.9;11630.8;46819.0;480.7;42.8;8043.6;20674.7;53910.1;226445.7;-21198.1;-4273.3;-190105.2;10869.1;2351.8;2684.6;1450.2;-2213.6;430.6;734.5;1539.7;-805.2;13955.5;-3183.7;-83.9;10687.8;3146.3;7541.5
96;Alle ondernemingen;Handel;Winstgevend;2000;38790;142808.1;2036.8;27956.5;10941.2;20450.3;22629.4;44915.8;13878.4;53448.5;432.9;45.8;7590.4;23033.6;58257.1;241995.6;-20299.4;-4180.8;-203537.6;13977.8;3028.2;3244.9;1960.8;-2434.6;257.1;404.5;1927.0;-1522.5;17410.7;-3300.8;-70.7;14039.2;3653.9;10385.3
97;Alle ondernemingen;Handel;Winstgevend;2001;41992;153579.8;2587.3;28796.8;17058.1;21623.1;22149.7;47514.7;13850.2;60939.0;252.3;40.7;7816.5;27923.6;56607.7;244066.7;-22281.7;-4426.9;-206200.0;11158.0;2994.4;3209.1;2155.1;-2686.5;316.8;1180.0;1786.4;-606.3;15332.5;-3433.9;-67.8;11830.8;4274.5;7556.3
98;Alle ondernemingen;Handel;Winstgevend;2002;42102;143073.2;3023.1;28570.0;18386.7;10956.1;22402.9;45044.1;14690.2;56880.9;221.0;15.4;7949.6;23775.7;54230.6;253159.9;-21265.6;-4454.5;-212930.6;14509.2;1833.1;2785.6;1203.8;-2360.4;204.0;320.1;1092.7;-772.6;16662.1;-3526.6;-56.5;13079.1;7908.2;5170.9
99;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;1992;6616;47050.8;175.1;31672.9;1969.5;1667.4;897.8;7685.7;2982.2;14844.8;127.5;2780.5;3469.3;14555.2;11273.4;33947.5;-10420.2;-3240.1;-17456.1;2831.0;-1058.2;;;;;-14.0;;;1758.8;-629.4;-19.5;1109.9;646.5;463.4
100;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;1993;6856;47699.7;227.1;31144.5;1993.8;2433.7;840.4;7825.5;3234.9;14923.7;122.4;2960.9;3786.4;14670.9;11235.5;34999.6;-10581.9;-3573.3;-18256.0;2588.4;-1187.1;;;;;13.0;;;1414.3;-550.7;-5.1;858.4;695.4;163.0
101;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;1994;7277;50514.8;403.0;31711.9;2292.7;2834.4;815.1;8813.9;3643.8;16965.9;164.5;3215.7;3902.8;14660.9;11605.1;36736.9;-10578.9;-3461.0;-19358.0;3339.0;-963.9;;;;;-30.2;240.4;-270.7;2344.9;-784.3;-16.5;1544.1;755.2;788.9
102;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;1995;7389;53945.2;506.8;32584.1;2810.2;3671.9;929.9;8934.9;4507.5;18101.2;143.2;3776.8;4206.8;15111.5;12605.9;40091.8;-10968.6;-3574.0;-21912.8;3636.3;-748.7;139.2;401.4;-1258.3;-31.1;36.7;275.0;-238.3;2924.3;-941.3;-12.5;1970.5;958.2;1012.3
103;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;1996;7832;59789.9;827.4;34083.5;4170.3;4734.8;1049.1;10264.3;4660.7;19691.1;136.5;4506.8;4515.8;15338.2;15601.5;43283.1;-11471.2;-3543.5;-24985.3;3283.1;-580.0;213.8;452.9;-1290.5;43.8;229.0;657.1;-428.1;2932.1;-988.0;53.5;1997.6;1050.5;947.1
104;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;1997;8359;61055.5;674.3;34678.2;4383.9;4165.2;850.7;11573.1;4730.2;21141.8;180.2;4636.0;4740.4;15569.5;14787.7;46805.7;-11781.2;-3687.5;-27854.7;3482.3;-425.0;392.4;386.6;-1264.3;60.2;202.6;761.7;-559.0;3259.9;-923.7;32.1;2368.3;1115.2;1253.1
105;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;1998;8511;67349.2;1573.4;36782.7;5236.1;4479.7;1121.4;13157.6;4998.4;22368.6;252.3;5063.9;5096.2;16722.9;17845.4;54341.9;-12478.2;-3666.1;-34088.0;4109.5;-486.4;333.7;516.8;-1412.0;75.0;630.4;1220.1;-589.7;4253.4;-1158.8;53.6;3148.2;1232.5;1915.7
106;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;1999;8587;84335.9;2746.1;40150.1;9464.8;5890.0;1296.9;15880.3;8907.8;26817.8;281.4;5538.5;5105.1;25105.9;21487.3;60551.0;-13262.1;-4741.8;-39985.0;2562.2;-576.5;483.8;690.1;-1743.6;-6.8;2146.2;2853.1;-706.9;4131.9;-782.2;5.9;3355.6;1198.5;2157.1
107;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;2000;8566;130047.7;5416.9;45086.0;21248.9;15006.6;1656.1;29075.3;12558.1;33474.7;1744.0;6273.5;6382.4;52281.6;29891.7;65679.2;-14311.4;-5142.1;-43355.4;2870.3;-3572.3;-1922.9;1405.7;-3000.0;-55.0;2064.8;4702.2;-2637.4;1362.8;-437.8;293.4;1218.4;928.4;290.0
108;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;2001;9534;123396.1;5411.0;46965.8;7069.1;13695.8;1492.1;33414.3;15348.0;27009.0;631.6;7288.7;7155.6;51034.9;30276.3;69765.1;-15788.6;-7465.2;-45226.6;1284.7;-20062.7;-18020.7;3979.5;-5695.3;-326.1;7035.5;8103.5;-1068.0;-11742.3;-1077.0;1701.3;-11118.0;773.5;-11891.5
109;Alle ondernemingen;Vervoer en communicatie;Alle ondernemingen;2002;9891;109565.1;4839.0;45728.7;-8745.0;17123.7;1265.7;39444.7;9908.3;22710.9;455.8;8259.7;5580.0;38462.3;34096.5;69182.7;-15593.6;-6723.5;-44274.1;2591.5;-12019.8;-10944.0;1959.5;-3778.9;743.5;-61.3;1341.6;-1402.8;-9489.7;-1110.1;-61.0;-10660.8;703.0;-11363.8
110;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;1992;2414;13501.8;92.2;9304.8;611.4;525.1;273.3;2114.1;580.9;2757.7;26.0;2069.0;1002.7;4311.5;3335.0;8748.7;-2807.3;-682.2;-5133.2;126.0;-448.2;;;;;-138.5;;;-460.7;33.3;-1.4;-428.8;55.4;-484.2
111;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;1993;2829;20068.8;88.5;13986.1;700.7;1046.0;415.4;2941.6;890.5;3787.9;46.9;2468.0;1282.9;8140.0;4343.1;12958.6;-4008.2;-1067.3;-7716.1;167.1;-846.4;;;;;-15.3;;;-694.6;31.1;-0.4;-663.9;15.8;-679.7
112;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;1994;2550;5238.2;149.4;2088.0;599.7;702.4;77.0;1257.6;364.1;1093.3;46.5;17.2;398.5;1877.4;1805.3;4011.2;-1236.0;-313.1;-2534.7;-72.6;-242.1;;;;;-52.5;34.5;-86.9;-367.1;26.3;2.0;-338.8;9.2;-348.0
113;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;1995;2312;4728.2;166.4;2028.2;299.9;709.7;71.4;1164.2;288.3;556.5;3.3;16.1;332.1;1981.4;1838.7;4501.3;-1136.8;-314.0;-3151.1;-100.6;-168.0;-27.8;48.4;-177.5;-11.2;-54.9;36.5;-91.4;-323.6;10.3;2.5;-310.8;8.1;-318.9
114;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;1996;2554;5207.3;215.4;2082.2;462.7;610.5;106.7;1497.6;232.3;356.5;-32.0;1.8;393.7;1983.9;2503.4;5973.1;-1396.6;-423.0;-4659.6;-506.2;-140.3;-11.5;38.6;-165.7;-1.7;-1.1;88.3;-89.4;-647.5;20.3;70.9;-556.4;10.2;-566.6
115;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;1997;2482;6073.3;138.5;2985.6;220.3;456.0;102.7;1843.4;326.9;1170.6;7.6;36.0;542.8;1945.8;2370.5;6607.6;-1728.7;-466.3;-4660.6;-248.0;-294.5;-154.8;44.2;-175.9;-8.1;-26.1;206.8;-233.0;-568.7;43.4;58.7;-466.5;9.9;-476.4
116;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;1998;2513;5473.6;386.0;2386.1;311.8;220.6;77.1;1536.9;555.3;683.0;137.1;11.6;383.9;1725.2;2532.9;4844.8;-1224.5;-377.4;-3702.1;-459.2;-236.1;-123.6;53.0;-160.9;-4.5;70.0;147.6;-77.6;-625.4;14.5;80.0;-530.8;18.5;-549.3
117;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;1999;2743;13784.0;1304.4;4957.4;2114.8;1247.3;327.9;2337.0;1495.2;2439.4;76.0;32.8;438.7;6748.7;4048.3;10665.7;-1720.2;-671.9;-8951.9;-678.4;-604.1;-276.3;61.8;-322.1;-67.5;-92.1;38.0;-130.1;-1374.7;106.2;20.2;-1248.3;24.4;-1272.7
118;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;2000;2784;22185.5;3045.3;7258.4;2621.7;3303.0;398.9;3335.8;2222.4;475.6;-103.4;60.3;1044.1;14101.1;6607.7;14328.4;-2753.1;-1176.2;-11937.4;-1538.3;-1767.8;-804.0;88.9;-989.5;-63.3;-712.6;43.9;-756.5;-4018.7;-41.7;166.8;-3893.5;14.2;-3907.7
119;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;2001;3175;61626.1;4098.0;18105.8;-312.2;8972.6;713.1;21434.7;8614.0;8160.5;444.7;52.6;2444.8;34587.5;15936.1;28226.9;-5627.8;-5228.4;-19276.0;-1905.2;-19848.5;-18372.6;3417.4;-4566.3;-327.2;6802.4;7680.3;-877.9;-14951.4;-278.4;1698.0;-13531.8;17.2;-13549.0
120;Alle ondernemingen;Vervoer en communicatie;Verlieslijdend;2002;3414;52554.5;3302.1;19068.5;-15942.0;12657.6;802.3;28790.4;3875.5;4709.9;309.8;271.2;2691.4;23375.5;21196.8;30480.4;-6182.2;-4617.7;-20093.5;-413.0;-12111.5;-11573.6;1585.0;-2785.5;662.6;-531.5;774.3;-1305.8;-13056.1;-328.3;-67.5;-13452.0;50.9;-13502.9
121;Alle ondernemingen;Vervoer en communicatie;Winstgevend;1992;4202;33549.0;82.9;22368.2;1358.1;1142.3;624.5;5571.6;2401.3;12087.1;101.5;711.5;2466.6;10243.7;7938.4;25198.9;-7613.0;-2557.9;-12322.9;2705.0;-609.9;;;;;124.4;;;2219.5;-662.6;-18.1;1538.8;591.1;947.7
122;Alle ondernemingen;Vervoer en communicatie;Winstgevend;1993;4027;27630.9;138.5;17158.4;1293.1;1387.6;425.0;4883.8;2344.4;11135.8;75.5;492.9;2503.5;6530.9;6892.4;22040.9;-6573.8;-2506.0;-10539.9;2421.3;-340.7;;;;;28.3;;;2108.9;-581.8;-4.8;1522.3;679.5;842.8
123;Alle ondernemingen;Vervoer en communicatie;Winstgevend;1994;4727;45276.6;253.6;29624.0;1693.0;2132.0;738.2;7556.3;3279.7;15872.6;118.0;3198.4;3504.4;12783.5;9799.8;32725.7;-9342.9;-3147.8;-16823.4;3411.6;-721.9;;;;;22.2;206.0;-183.7;2712.0;-810.6;-18.6;1882.8;746.0;1136.8
124;Alle ondernemingen;Vervoer en communicatie;Winstgevend;1995;5077;49217.0;340.5;30555.9;2510.3;2962.2;858.5;7770.6;4219.1;17544.7;139.9;3760.7;3874.6;13130.0;10767.2;35590.5;-9831.8;-3260.0;-18761.7;3737.0;-580.7;166.9;353.0;-1080.8;-19.9;91.6;238.5;-146.9;3247.9;-951.6;-15.0;2281.3;950.1;1331.2
125;Alle ondernemingen;Vervoer en communicatie;Winstgevend;1996;5278;54582.6;612.0;32001.3;3707.6;4124.3;942.4;8766.8;4428.3;19334.6;168.6;4505.0;4122.0;13354.3;13098.0;37310.1;-10074.6;-3120.5;-20325.7;3789.3;-439.7;225.3;414.3;-1124.8;45.5;230.1;568.8;-338.7;3579.6;-1008.3;-17.4;2553.9;1040.4;1513.5
126;Alle ondernemingen;Vervoer en communicatie;Winstgevend;1997;5877;54982.2;535.7;31692.6;4163.7;3709.2;748.1;9729.7;4403.3;19971.2;172.5;4600.0;4197.6;13623.7;12417.2;40198.1;-10052.5;-3221.2;-23194.1;3730.3;-130.5;547.2;342.4;-1088.4;68.3;228.8;554.8;-326.1;3828.6;-967.1;-26.7;2834.9;1105.3;1729.6
127;Alle ondernemingen;Vervoer en communicatie;Winstgevend;1998;5998;61875.6;1187.4;34396.6;4924.3;4259.2;1044.3;11620.7;4443.2;21685.5;115.2;5052.3;4712.3;14997.7;15312.5;49497.1;-11253.7;-3288.7;-30385.9;4568.7;-250.3;457.3;463.8;-1251.0;79.5;560.4;1072.5;-512.1;4878.8;-1173.4;-26.4;3679.0;1214.1;2464.9
128;Alle ondernemingen;Vervoer en communicatie;Winstgevend;1999;5844;70551.9;1441.7;35192.7;7350.0;4642.7;969.0;13543.3;7412.6;24378.4;205.3;5505.7;4666.3;18357.2;17439.0;49885.3;-11541.8;-4069.9;-31033.0;3240.6;27.6;760.1;628.4;-1421.6;60.7;2238.4;2815.1;-576.7;5506.6;-888.3;-14.3;4603.9;1174.1;3429.8
129;Alle ondernemingen;Vervoer en communicatie;Winstgevend;2000;5782;107862.3;2371.6;37827.6;18627.2;11703.6;1257.2;25739.4;10335.7;32999.0;1847.4;6213.1;5338.3;38180.4;23284.0;51350.9;-11558.3;-3965.9;-31418.1;4408.6;-1804.5;-1118.9;1316.8;-2010.6;8.3;2777.4;4658.3;-1880.9;5381.5;-396.1;126.5;5111.9;914.1;4197.8
130;Alle ondernemingen;Vervoer en communicatie;Winstgevend;2001;6359;61770.0;1313.0;28860.1;7381.3;4723.1;779.0;11979.6;6733.9;18848.5;186.9;7236.2;4710.8;16447.3;14340.2;41538.2;-10160.9;-2236.8;-25950.6;3190.0;-214.1;351.9;562.0;-1129.1;1.0;233.1;423.2;-190.1;3209.0;-798.5;3.3;2413.8;756.3;1657.5
131;Alle ondernemingen;Vervoer en communicatie;Winstgevend;2002;6477;57010.6;1536.8;26660.1;7197.0;4466.1;463.4;10654.3;6032.8;18001.0;146.1;7988.5;2888.6;15086.8;12899.7;38702.3;-9411.4;-2105.8;-24180.5;3004.5;91.7;629.7;374.5;-993.4;80.9;470.2;567.2;-97.0;3566.4;-781.8;6.6;2791.2;652.1;2139.1
132;Alle ondernemingen;Dienstverlening;Alle ondernemingen;1992;34442;30648.2;488.4;9725.5;1974.1;2189.7;1315.5;9663.3;5292.0;8319.0;79.0;57.0;3369.5;6476.4;12347.4;30497.3;-11543.0;-1767.6;-15286.6;1900.1;88.1;;;;;-40.1;;;1948.1;-677.1;-32.6;1238.4;415.3;823.1
133;Alle ondernemingen;Dienstverlening;Alle ondernemingen;1993;38021;32977.7;580.2;10599.0;2253.7;2537.1;1439.5;10183.8;5384.7;8941.8;117.9;35.4;3967.7;7336.8;12578.2;32878.6;-12323.6;-1916.9;-16789.4;1848.7;213.8;;;;;-58.7;;;2003.7;-696.6;-31.7;1275.4;565.0;710.4
