ID;Geslacht;Leeftijd;Herkomst;Perioden;Totaal_1;TotaalBestuursrecht_2;TotaalCivielRecht_3;TotaalStrafrecht_4;LichtAdviesTotaal_5;LichtAdviesBestuursrecht_6;LichtAdviesCivielRecht_7;LichtAdviesStrafrecht_8;MediationTotaal_9;MediationBestuursrecht_10;MediationCivielRecht_11;MediationStrafrecht_12;RegulierTotaal_13;RegulierBestuursrecht_14;RegulierCivielRecht_15;RegulierStrafrecht_16
37;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2012;99640;27280;58630;24880.0;5040.0;1930.0;2910.0;280.0;2190.0;10.0;2170.0;0.0;95350.0;25950.0;55170.0;24730.0
38;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2013;101910;28380;58650;26440.0;4760.0;1820.0;2740.0;280.0;2560.0;10.0;2550.0;0.0;97680.0;27200.0;55110.0;26310.0
39;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2014;107060;31140;57980;29500.0;5050.0;1800.0;2960.0;360.0;3330.0;10.0;3320.0;0.0;102020.0;30010.0;53640.0;29350.0
40;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2015;109970;31520;57230;31820.0;4520.0;1470.0;2700.0;410.0;3890.0;0.0;3890.0;0.0;104700.0;30560.0;52510.0;31660.0
41;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2016;110060;28340;59580;32170.0;4090.0;1150.0;2580.0;410.0;4440.0;0.0;4440.0;0.0;104640.0;27620.0;54560.0;32010.0
42;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2017;107780;26700;58030;32120.0;3740.0;940.0;2370.0;480.0;4520.0;10.0;4500.0;0.0;102420.0;26110.0;53000.0;31950.0
43;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2018;112750;28470;59490;33940.0;3910.0;1100.0;2260.0;590.0;4610.0;0.0;4610.0;0.0;107300.0;27890.0;54450.0;33710.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2019;108720;26740;56730;33840.0;3820.0;1250.0;1980.0;620.0;4480.0;0.0;4480.0;0.0;103250.0;26020.0;51790.0;33680.0
45;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2020;106000;24220;57370;32810.0;3510.0;1160.0;1780.0;600.0;4240.0;0.0;4240.0;0.0;101080.0;23650.0;52810.0;32650.0
46;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2021;104320;25050;52310;34740.0;3370.0;850.0;1680.0;860.0;4090.0;0.0;4090.0;0.0;99440.0;24580.0;47880.0;34430.0
47;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;2022;109130;25520;55650;36140.0;5370.0;2280.0;1610.0;1510.0;4340.0;0.0;4340.0;0.0;103320.0;24380.0;51110.0;35490.0
48;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2007;76310;27900;36300;19850.0;;;;;;;;;;;;
49;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2008;79180;25630;39660;21990.0;;;;;;;;;;;;
50;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2009;76690;24500;41520;19400.0;;;;;;;;;;;;
51;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2010;74360;23720;40810;18050.0;;;;;;;;;;;;
52;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2011;71690;22420;38610;18110.0;;;;;;;;;;;;
53;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2012;76600;23120;42450;20170.0;3910.0;1590.0;2160.0;230.0;1290.0;10.0;1280.0;0.0;73640.0;22050.0;40140.0;20040.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2013;78150;23900;42100;21500.0;3700.0;1500.0;2040.0;230.0;1470.0;0.0;1460.0;0.0;75280.0;22950.0;39810.0;21390.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2014;82560;26460;41780;23870.0;3930.0;1500.0;2190.0;290.0;2030.0;10.0;2030.0;0.0;79130.0;25520.0;38920.0;23750.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015;84710;26710;41060;25590.0;3550.0;1220.0;2030.0;350.0;2360.0;0.0;2360.0;0.0;81210.0;25930.0;38020.0;25460.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016;84480;23820;42940;25920.0;3150.0;950.0;1900.0;350.0;2660.0;0.0;2660.0;0.0;80990.0;23230.0;39790.0;25780.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017;83140;22740;41910;25970.0;2900.0;780.0;1750.0;410.0;2690.0;10.0;2680.0;0.0;79740.0;22250.0;38790.0;25820.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018;87000;24620;43240;26680.0;3020.0;960.0;1580.0;510.0;2890.0;0.0;2890.0;0.0;83460.0;24140.0;40080.0;26480.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2019;84060;23050;41490;26490.0;3000.0;1120.0;1380.0;520.0;2820.0;0.0;2820.0;0.0;80450.0;22410.0;38370.0;26350.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2020;81840;20830;42190;25740.0;2820.0;1040.0;1290.0;520.0;2730.0;0.0;2730.0;0.0;78550.0;20330.0;39240.0;25610.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2021;80980;21640;38890;26750.0;2680.0;720.0;1230.0;740.0;2650.0;0.0;2650.0;0.0;77710.0;21250.0;36010.0;26500.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2022;84310;21980;41350;27660.0;4550.0;2070.0;1230.0;1270.0;2910.0;0.0;2910.0;0.0;80110.0;20980.0;38270.0;27120.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2007;16910;5670;8130;5080.0;;;;;;;;;;;;
65;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2008;17780;4970;8970;5870.0;;;;;;;;;;;;
66;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2009;17200;4800;9250;5400.0;;;;;;;;;;;;
67;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2010;16320;4570;8770;5060.0;;;;;;;;;;;;
68;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2011;16120;4440;8320;5280.0;;;;;;;;;;;;
69;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2012;17710;5030;9140;5920.0;850.0;370.0;440.0;60.0;220.0;0.0;210.0;0.0;17140.0;4780.0;8690.0;5890.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2013;18260;5360;8890;6370.0;790.0;320.0;420.0;60.0;220.0;0.0;220.0;0.0;17740.0;5160.0;8490.0;6340.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2014;19290;5870;8910;6920.0;860.0;340.0;460.0;70.0;330.0;0.0;330.0;0.0;18640.0;5670.0;8370.0;6890.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2015;19630;5690;8630;7500.0;790.0;280.0;420.0;100.0;410.0;0.0;410.0;0.0;18940.0;5510.0;8050.0;7470.0
73;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2016;19820;5250;9060;7650.0;690.0;220.0;380.0;100.0;440.0;0.0;440.0;0.0;19220.0;5130.0;8530.0;7620.0
74;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2017;19130;4610;8830;7610.0;670.0;170.0;370.0;130.0;490.0;0.0;490.0;0.0;18500.0;4510.0;8250.0;7570.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2018;19010;4410;8870;7600.0;690.0;160.0;350.0;180.0;490.0;0.0;490.0;0.0;18340.0;4320.0;8290.0;7530.0
76;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2019;18330;4150;8480;7430.0;580.0;130.0;280.0;180.0;470.0;0.0;470.0;0.0;17740.0;4090.0;7930.0;7380.0
77;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2020;18480;3950;8890;7410.0;600.0;150.0;280.0;180.0;500.0;0.0;500.0;0.0;17900.0;3890.0;8340.0;7370.0
78;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2021;18110;3820;8160;7720.0;630.0;130.0;260.0;250.0;480.0;0.0;480.0;0.0;17470.0;3760.0;7600.0;7640.0
79;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;2022;18270;3740;8470;7750.0;860.0;260.0;260.0;360.0;530.0;0.0;530.0;0.0;17550.0;3600.0;7910.0;7610.0
80;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2007;5690;710;2950;2580.0;;;;;;;;;;;;
81;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2008;6200;710;3330;2770.0;;;;;;;;;;;;
82;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2009;5870;760;3440;2380.0;;;;;;;;;;;;
83;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2010;5710;790;3400;2190.0;;;;;;;;;;;;
84;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2011;5690;750;3260;2280.0;;;;;;;;;;;;
85;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2012;6410;950;3730;2520.0;310.0;60.0;230.0;30.0;110.0;0.0;110.0;0.0;6170.0;910.0;3500.0;2510.0
86;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2013;6710;1150;3690;2740.0;300.0;70.0;200.0;40.0;120.0;0.0;120.0;0.0;6460.0;1100.0;3470.0;2720.0
87;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2014;7120;1180;3710;3090.0;340.0;60.0;230.0;50.0;190.0;0.0;180.0;0.0;6820.0;1140.0;3430.0;3080.0
88;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2015;7330;1150;3650;3320.0;330.0;70.0;210.0;60.0;190.0;0.0;190.0;0.0;7040.0;1110.0;3390.0;3300.0
89;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2016;7390;1120;3840;3240.0;290.0;60.0;180.0;50.0;240.0;0.0;240.0;0.0;7080.0;1080.0;3550.0;3230.0
90;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2017;7230;930;3760;3250.0;280.0;40.0;180.0;60.0;210.0;0.0;210.0;0.0;6960.0;910.0;3490.0;3240.0
91;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2018;7390;830;3810;3480.0;290.0;40.0;170.0;80.0;250.0;0.0;240.0;0.0;7100.0;810.0;3540.0;3450.0
92;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2019;7370;790;3730;3490.0;250.0;40.0;140.0;80.0;270.0;0.0;270.0;0.0;7060.0;770.0;3420.0;3480.0
93;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2020;7080;740;3660;3310.0;240.0;30.0;130.0;80.0;240.0;0.0;240.0;0.0;6800.0;720.0;3390.0;3290.0
94;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2021;7200;980;3440;3400.0;250.0;30.0;120.0;100.0;230.0;0.0;230.0;0.0;6920.0;960.0;3200.0;3360.0
95;Totaal mannen en vrouwen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;2022;7740;1360;3640;3420.0;510.0;200.0;130.0;180.0;270.0;0.0;270.0;0.0;7380.0;1310.0;3350.0;3340.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2007;13250;2830;7610;4220.0;;;;;;;;;;;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2008;14040;2760;8230;4630.0;;;;;;;;;;;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2009;13770;2610;8690;4190.0;;;;;;;;;;;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2010;12990;2410;8370;3770.0;;;;;;;;;;;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2011;12540;2300;7880;3760.0;;;;;;;;;;;;
101;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2012;13900;2800;8670;4150.0;640.0;160.0;440.0;50.0;310.0;0.0;310.0;0.0;13370.0;2700.0;8190.0;4120.0
102;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2013;14290;2920;8770;4370.0;630.0;180.0;420.0;50.0;380.0;0.0;380.0;0.0;13710.0;2790.0;8260.0;4350.0
103;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2014;14450;3170;8370;4700.0;690.0;190.0;440.0;70.0;480.0;0.0;480.0;0.0;13820.0;3060.0;7790.0;4670.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2015;14390;2900;8160;4940.0;610.0;170.0;390.0;60.0;550.0;0.0;550.0;0.0;13740.0;2800.0;7540.0;4900.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2016;14600;2730;8470;4830.0;600.0;140.0;400.0;70.0;580.0;0.0;580.0;0.0;13880.0;2640.0;7830.0;4790.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2017;13960;2350;8250;4640.0;540.0;100.0;370.0;80.0;540.0;0.0;540.0;0.0;13300.0;2290.0;7630.0;4600.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2018;13780;2150;8180;4730.0;500.0;90.0;320.0;100.0;590.0;0.0;590.0;0.0;13140.0;2110.0;7570.0;4690.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2019;12980;2030;7430;4680.0;420.0;50.0;280.0;100.0;510.0;0.0;510.0;0.0;12410.0;2000.0;6860.0;4650.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2020;12440;1890;7280;4350.0;420.0;70.0;250.0;100.0;510.0;0.0;510.0;0.0;11870.0;1850.0;6720.0;4330.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2021;12080;2300;6420;4340.0;410.0;70.0;230.0;120.0;440.0;0.0;440.0;0.0;11570.0;2260.0;5940.0;4300.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Suriname;2022;12920;2650;6780;4530.0;700.0;260.0;210.0;230.0;460.0;0.0;460.0;0.0;12320.0;2570.0;6310.0;4430.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2007;13520;4830;6640;3390.0;;;;;;;;;;;;
113;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2008;13710;4260;7190;3580.0;;;;;;;;;;;;
114;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2009;13220;4170;7400;3060.0;;;;;;;;;;;;
115;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2010;13080;4110;7510;2810.0;;;;;;;;;;;;
116;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2011;12490;3960;7000;2710.0;;;;;;;;;;;;
117;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2012;13990;4620;7730;3120.0;580.0;260.0;290.0;50.0;180.0;0.0;180.0;0.0;13570.0;4470.0;7410.0;3100.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2013;14070;4770;7630;3260.0;540.0;230.0;280.0;30.0;240.0;0.0;240.0;0.0;13660.0;4650.0;7290.0;3250.0
119;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2014;15080;5490;7580;3590.0;630.0;250.0;340.0;50.0;290.0;0.0;290.0;0.0;14560.0;5350.0;7150.0;3570.0
120;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2015;15130;5350;7310;3870.0;550.0;160.0;340.0;50.0;330.0;0.0;330.0;0.0;14620.0;5250.0;6860.0;3850.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2016;15060;4950;7480;4000.0;500.0;140.0;310.0;60.0;410.0;0.0;410.0;0.0;14520.0;4870.0;6990.0;3970.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2017;13880;4330;6900;3890.0;400.0;100.0;250.0;60.0;390.0;0.0;390.0;0.0;13410.0;4280.0;6440.0;3870.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2018;13420;3960;6760;3810.0;360.0;100.0;200.0;60.0;400.0;0.0;400.0;0.0;12940.0;3900.0;6310.0;3790.0
124;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2019;12930;3740;6460;3750.0;410.0;150.0;200.0;70.0;380.0;0.0;380.0;0.0;12420.0;3640.0;6030.0;3730.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2020;12860;3510;6680;3620.0;350.0;100.0;190.0;60.0;370.0;0.0;370.0;0.0;12430.0;3460.0;6290.0;3600.0
126;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2021;12260;3430;5920;3800.0;340.0;80.0;170.0;90.0;340.0;0.0;340.0;0.0;11850.0;3380.0;5550.0;3760.0
127;Totaal mannen en vrouwen;Totaal leeftijd;Turkije;2022;12690;3510;6360;3730.0;490.0;200.0;160.0;130.0;370.0;0.0;370.0;0.0;12210.0;3420.0;5980.0;3680.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2007;26950;13860;10970;4570.0;;;;;;;;;;;;
129;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2008;27450;12920;11940;5150.0;;;;;;;;;;;;
130;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2009;26630;12160;12750;4380.0;;;;;;;;;;;;
131;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2010;26270;11840;12760;4220.0;;;;;;;;;;;;
132;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2011;24840;10970;12150;4070.0;;;;;;;;;;;;
133;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2012;24590;9720;13190;4460.0;1540.0;750.0;760.0;50.0;470.0;0.0;460.0;0.0;23390.0;9200.0;12360.0;4430.0
134;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2013;24840;9700;13130;4760.0;1440.0;700.0;710.0;50.0;520.0;0.0;510.0;0.0;23720.0;9250.0;12300.0;4730.0
135;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2014;26630;10740;13220;5570.0;1420.0;660.0;730.0;60.0;740.0;0.0;740.0;0.0;25290.0;10300.0;12180.0;5540.0
136;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2015;28230;11620;13320;5950.0;1280.0;540.0;680.0;80.0;880.0;0.0;880.0;0.0;26870.0;11270.0;12190.0;5930.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2016;27620;9770;14080;6190.0;1070.0;380.0;630.0;70.0;990.0;0.0;990.0;0.0;26290.0;9520.0;12900.0;6160.0
138;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2017;28940;10520;14170;6570.0;1030.0;370.0;590.0;80.0;1060.0;0.0;1060.0;0.0;27570.0;10260.0;12990.0;6540.0
139;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2018;33400;13270;15630;7060.0;1190.0;570.0;540.0;90.0;1170.0;0.0;1170.0;0.0;31940.0;13000.0;14370.0;7020.0
140;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2019;32460;12340;15400;7140.0;1330.0;760.0;480.0;100.0;1180.0;0.0;1180.0;0.0;30820.0;11910.0;14120.0;7110.0
141;Totaal mannen en vrouwen;Totaal leeftijd;Overige niet-westerse migratieachterg...;2020;30980;10740;15690;7050.0;1200.0;680.0;440.0;90.0;1110.0;0.0;1110.0;0.0;29550.0;10420.0;14500.0;7030.0
