ID;KenmerkenVanPersonenEnHuishoudens;Perioden;Koopkrachtontwikkeling_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageMetInkomensdaling_8
43;23;2014;2.2;-14;-2.0;2.2;12.9;49;8;32
44;23;2015;1.2;-16;-2.7;1.2;9.7;39;8;38
45;24;2001;7.4;-15;-0.5;7.4;21.9;55;5;26
46;24;2002;2.1;-19;-4.2;2.1;12.9;38;5;37
47;24;2003;0.8;-19;-5.4;0.8;10.6;34;5;45
48;24;2004;1.1;-19;-4.4;1.1;12.5;42;6;45
49;24;2005;-0.3;-19;-6.0;-0.3;13.1;43;6;51
50;24;2006;4.5;-14;-1.7;4.5;18.5;51;6;30
51;24;2007;3.8;-14;-2.1;3.8;17.3;48;6;31
52;24;2008;2.0;-15;-3.6;2.0;14.3;42;6;40
53;24;2009;3.7;-19;-3.9;3.7;17.0;59;6;34
54;24;2010;0.7;-21;-5.5;0.7;14.5;57;6;46
55;24;2011;0.5;-18;-4.7;0.5;13.6;53;6;48
56;24;2012;-0.4;-21;-5.9;-0.4;11.3;46;6;52
57;24;2013;0.6;-19;-5.5;0.6;12.6;53;6;47
58;24;2014;3.1;-16;-2.3;3.1;17.0;60;6;32
59;24;2015;2.0;-18;-2.9;2.0;13.1;48;6;37
60;25;2001;1.8;-10;-2.8;1.8;4.6;17;1;39
61;25;2002;1.4;-7;-0.2;1.4;3.9;15;1;26
62;25;2003;0.0;-6;-1.5;0.0;1.9;10;1;49
63;25;2004;0.0;-8;-1.9;0.0;2.1;8;1;50
64;25;2005;-1.2;-9;-3.1;-1.2;1.2;7;1;66
65;25;2006;1.5;-7;-1.4;1.5;4.5;14;1;36
66;25;2007;1.4;-6;-0.6;1.4;3.9;12;1;29
67;25;2008;0.3;-6;-1.2;0.3;3.5;11;1;43
68;25;2009;0.9;-9;-2.3;0.9;3.5;10;1;41
69;25;2010;-0.7;-14;-4.5;-0.7;0.7;9;1;68
70;25;2011;-1.6;-12;-4.1;-1.6;-0.3;8;1;76
71;25;2012;-1.1;-8;-2.9;-1.1;1.0;7;1;69
72;25;2013;-2.8;-12;-5.7;-2.8;-0.3;5;1;78
73;25;2014;1.0;-8;-1.4;1.0;3.0;12;1;35
74;25;2015;0.3;-11;-2.3;0.3;1.9;7;2;45
75;26;2001;3.4;-8;-1.2;3.4;11.8;39;8;29
76;26;2002;1.6;-8;-0.3;1.6;7.5;32;8;27
77;26;2003;0.2;-9;-1.5;0.2;5.4;30;8;45
78;26;2004;0.3;-9;-2.1;0.3;5.0;29;8;46
79;26;2005;-0.8;-10;-3.1;-0.8;4.5;28;8;58
80;26;2006;2.3;-7;-0.8;2.3;9.0;34;8;29
81;26;2007;1.9;-6;-0.1;1.9;8.1;32;8;26
82;26;2008;0.7;-8;-1.5;0.7;7.4;29;8;41
83;26;2009;2.3;-9;-1.7;2.3;9.0;46;8;34
84;26;2010;-0.2;-13;-3.2;-0.2;6.1;47;8;54
85;26;2011;-1.1;-11;-3.2;-1.1;5.6;41;8;61
86;26;2012;-0.9;-11;-2.9;-0.9;5.3;37;9;59
87;26;2013;-1.2;-11;-4.2;-1.2;4.9;40;9;61
88;26;2014;1.8;-8;-0.4;1.8;8.4;43;9;28
89;26;2015;0.7;-11;-1.8;0.7;4.9;30;9;39
90;27;2001;7.4;-8;1.2;7.4;21.7;62;5;22
91;27;2002;2.5;-13;-1.9;2.5;13.4;49;5;31
92;27;2003;1.0;-14;-3.1;1.0;11.7;48;5;44
93;27;2004;1.0;-13;-3.4;1.0;12.9;49;5;45
94;27;2005;-0.3;-14;-4.6;-0.3;11.2;46;5;52
95;27;2006;3.9;-10;-1.4;3.9;17.9;55;5;30
96;27;2007;4.2;-9;-0.5;4.2;16.2;55;5;27
97;27;2008;2.1;-12;-2.6;2.1;13.9;52;5;40
98;27;2009;4.2;-14;-2.0;4.2;19.2;77;5;32
99;27;2010;1.1;-17;-4.0;1.1;18.7;82;5;43
100;27;2011;0.7;-13;-3.6;0.7;17.2;74;5;47
101;27;2012;0.2;-17;-4.3;0.2;13.9;68;5;49
102;27;2013;0.9;-15;-3.8;0.9;15.6;72;5;46
103;27;2014;3.7;-12;-0.5;3.7;20.6;79;5;27
104;27;2015;1.9;-16;-2.7;1.9;15.6;67;5;36
105;28;2001;2.4;-7;-2.8;2.4;4.3;11;3;37
106;28;2002;1.4;-3;0.3;1.4;3.4;11;3;22
107;28;2003;0.1;-4;-0.9;0.1;1.8;8;3;47
108;28;2004;0.1;-5;-1.3;0.1;1.9;7;3;48
109;28;2005;-0.9;-5;-2.2;-0.9;1.2;7;3;65
110;28;2006;1.7;-5;-0.5;1.7;4.0;11;4;29
111;28;2007;1.2;-3;0.1;1.2;3.2;9;4;24
112;28;2008;0.3;-4;-0.8;0.3;2.8;11;4;42
113;28;2009;1.4;-6;-1.5;1.4;3.4;9;4;37
114;28;2010;-0.5;-8;-2.7;-0.5;0.3;6;4;68
115;28;2011;-1.5;-8;-2.9;-1.5;-0.5;5;4;79
116;28;2012;-1.1;-5;-2.3;-1.1;0.5;8;4;71
117;28;2013;-2.0;-9;-4.4;-2.0;-0.2;5;4;78
118;28;2014;1.2;-4;-0.4;1.2;2.5;9;4;29
119;28;2015;0.4;-7;-1.4;0.4;1.5;4;4;42
120;29;2001;5.2;-16;-3.1;5.2;15.1;31;86;32
121;29;2002;1.6;-20;-5.9;1.6;8.9;22;86;41
122;29;2003;0.1;-21;-7.1;0.1;6.8;18;86;49
123;29;2004;0.8;-19;-6.0;0.8;8.3;23;85;46
124;29;2005;-0.2;-20;-7.0;-0.2;7.8;22;85;51
125;29;2006;3.1;-17;-4.1;3.1;12.1;27;85;37
126;29;2007;3.3;-15;-2.8;3.3;11.7;28;85;34
127;29;2008;1.5;-19;-5.2;1.5;9.1;22;85;43
128;29;2009;1.7;-20;-5.8;1.7;8.9;21;85;43
129;29;2010;-0.7;-22;-8.0;-0.7;5.8;19;84;55
130;29;2011;-0.7;-20;-7.0;-0.7;6.1;19;84;54
131;29;2012;-1.3;-21;-8.0;-1.3;4.9;17;84;58
132;29;2013;-1.2;-21;-7.8;-1.2;5.6;19;84;56
133;29;2014;1.7;-18;-4.8;1.7;9.2;25;84;40
134;29;2015;1.2;-19;-4.9;1.2;8.1;21;84;43
135;30;2001;5.2;-16;-2.9;5.2;14.8;30;75;32
136;30;2002;1.6;-20;-5.6;1.6;8.5;21;75;41
137;30;2003;0.1;-20;-6.7;0.1;6.5;17;74;49
138;30;2004;0.7;-18;-5.6;0.7;7.9;21;74;46
139;30;2005;-0.2;-19;-6.7;-0.2;7.6;21;74;51
140;30;2006;3.0;-16;-3.9;3.0;11.7;26;73;37
141;30;2007;3.3;-14;-2.5;3.3;11.3;26;73;33
142;30;2008;1.4;-17;-4.9;1.4;8.7;21;73;42
143;30;2009;1.7;-19;-5.5;1.7;8.6;20;72;42
144;30;2010;-0.8;-20;-7.6;-0.8;5.3;17;72;55
145;30;2011;-0.7;-19;-6.7;-0.7;5.7;18;74;54
146;30;2012;-1.3;-20;-7.6;-1.3;4.5;16;73;58
147;30;2013;-1.3;-20;-7.5;-1.3;5.2;17;73;56
148;30;2014;1.7;-18;-4.6;1.7;8.7;23;73;40
149;30;2015;1.1;-18;-4.5;1.1;7.6;20;73;43
150;31;2001;3.4;-16;-3.1;3.4;11.4;26;25;34
151;31;2002;1.1;-19;-4.9;1.1;5.7;17;25;41
152;31;2003;-0.3;-19;-5.8;-0.3;4.1;15;25;53
153;31;2004;-0.3;-18;-5.6;-0.3;4.2;15;25;53
154;31;2005;-0.9;-18;-5.9;-0.9;5.2;17;25;56
155;31;2006;1.0;-16;-4.8;1.0;7.1;20;25;44
156;31;2007;2.0;-14;-2.7;2.0;7.7;22;26;35
157;31;2008;0.7;-16;-4.3;0.7;6.2;18;26;45
158;31;2009;0.7;-17;-5.0;0.7;6.3;17;26;46
159;31;2010;-1.4;-20;-7.8;-1.4;2.8;13;26;62
160;31;2011;-1.4;-19;-6.7;-1.4;3.0;14;26;62
161;31;2012;-1.5;-19;-6.7;-1.5;2.5;13;26;64
162;31;2013;-2.7;-19;-7.5;-2.7;2.3;13;26;66
163;31;2014;0.8;-16;-4.1;0.8;5.8;19;26;42
164;31;2015;0.0;-17;-4.4;0.0;4.3;16;26;50
165;32;2001;4.7;-17;-3.7;4.7;14.4;31;18;34
166;32;2002;0.7;-22;-7.2;0.7;6.8;19;18;46
167;32;2003;-0.6;-22;-8.1;-0.6;5.4;17;17;54
168;32;2004;-0.6;-21;-7.8;-0.6;5.8;20;17;54
169;32;2005;-0.9;-22;-7.9;-0.9;6.6;21;17;54
170;32;2006;1.5;-19;-6.1;1.5;9.7;25;17;44
171;32;2007;2.5;-17;-4.2;2.5;10.0;27;17;37
172;32;2008;0.8;-20;-6.1;0.8;7.7;21;17;46
173;32;2009;1.2;-19;-6.4;1.2;8.5;21;17;45
174;32;2010;-1.4;-22;-9.3;-1.4;4.7;17;16;57
175;32;2011;-1.2;-21;-8.7;-1.2;5.3;19;16;56
176;32;2012;-1.8;-22;-9.0;-1.8;4.2;18;16;61
177;32;2013;-1.4;-22;-8.8;-1.4;5.1;20;15;57
178;32;2014;1.6;-20;-6.4;1.6;8.9;26;15;42
179;32;2015;0.9;-22;-6.4;0.9;7.2;22;15;45
180;33;2001;2.2;-11;-2.3;2.2;5.9;13;8;36
181;33;2002;1.5;-10;-0.9;1.5;3.8;11;8;30
182;33;2003;0.0;-10;-2.0;0.0;2.3;8;8;51
183;33;2004;0.0;-10;-2.4;0.0;2.2;8;8;51
184;33;2005;-0.9;-10;-3.0;-0.9;2.5;10;8;60
185;33;2006;0.4;-10;-3.3;0.4;3.3;9;8;46
186;33;2007;1.6;-8;-0.8;1.6;4.5;12;9;30
187;33;2008;0.6;-9;-1.9;0.6;3.9;12;9;42
188;33;2009;0.3;-11;-3.5;0.3;3.3;9;9;48
189;33;2010;-1.3;-15;-5.8;-1.3;0.5;6;9;71
190;33;2011;-1.6;-13;-4.5;-1.6;0.3;6;10;73
191;33;2012;-1.4;-12;-3.9;-1.4;0.6;7;10;70
192;33;2013;-3.6;-14;-6.4;-3.6;-0.9;4;11;80
193;33;2014;0.4;-11;-2.2;0.4;2.6;9;11;43
194;33;2015;-0.4;-11;-3.2;-0.4;1.6;7;12;57
195;34;2001;6.2;-13;-2.4;6.2;15.8;32;34;31
196;34;2002;1.8;-18;-5.8;1.8;9.0;21;34;42
197;34;2003;0.2;-18;-6.9;0.2;6.8;17;34;49
198;34;2004;1.7;-16;-5.2;1.7;9.1;23;34;42
199;34;2005;0.2;-17;-6.8;0.2;8.4;22;33;49
200;34;2006;4.7;-13;-2.6;4.7;13.3;29;33;32
201;34;2007;4.0;-11;-2.2;4.0;11.8;27;33;32
202;34;2008;1.7;-16;-5.1;1.7;8.7;20;33;42
203;34;2009;2.5;-17;-4.8;2.5;9.1;20;33;40
204;34;2010;-0.4;-18;-6.9;-0.4;5.7;18;32;52
205;34;2011;0.0;-17;-6.3;0.0;6.2;18;33;50
206;34;2012;-0.9;-18;-7.3;-0.9;5.0;16;32;55
207;34;2013;-0.3;-18;-6.9;-0.3;5.7;17;32;52
208;34;2014;2.4;-16;-4.2;2.4;9.1;24;32;38
209;34;2015;2.1;-16;-4.1;2.1;8.1;20;32;39
210;35;2001;6.9;-21;-4.1;6.9;17.4;31;16;32
211;35;2002;2.9;-24;-6.5;2.9;11.8;24;16;40
212;35;2003;1.4;-25;-8.1;1.4;9.5;21;15;45
213;35;2004;1.9;-23;-7.0;1.9;10.9;24;15;43
214;35;2005;1.1;-25;-8.5;1.1;9.7;22;15;46
215;35;2006;4.7;-22;-5.0;4.7;14.5;28;15;36
216;35;2007;5.7;-19;-3.2;5.7;15.7;30;14;32
217;35;2008;3.5;-23;-5.7;3.5;12.5;25;14;39
218;35;2009;2.4;-29;-8.7;2.4;11.0;22;14;42
219;35;2010;0.4;-27;-9.2;0.4;9.0;22;14;48
220;35;2011;0.7;-26;-8.3;0.7;9.3;21;15;47
221;35;2012;-1.0;-28;-10.9;-1.0;6.9;18;15;54
222;35;2013;0.2;-28;-9.3;0.2;9.1;22;15;49
223;35;2014;3.1;-25;-6.8;3.1;12.7;27;15;40
224;35;2015;3.0;-25;-6.3;3.0;12.0;25;15;40
225;36;2001;7.3;-13;-1.1;7.3;19.6;44;6;27
226;36;2002;3.5;-18;-4.7;3.5;13.9;33;6;36
227;36;2003;1.2;-20;-6.0;1.2;10.9;30;6;43
228;36;2004;2.1;-18;-5.2;2.1;12.7;34;6;40
229;36;2005;0.6;-19;-6.7;0.6;10.4;34;6;47
230;36;2006;4.9;-16;-2.8;4.9;16.1;38;6;32
231;36;2007;4.3;-16;-2.7;4.3;15.8;39;7;33
232;36;2008;3.3;-17;-3.9;3.3;14.5;37;7;37
233;36;2009;2.8;-19;-5.7;2.8;12.7;35;7;40
234;36;2010;1.1;-20;-6.3;1.1;11.3;34;7;45
235;36;2011;0.2;-21;-6.9;0.2;9.7;31;7;49
236;36;2012;-0.5;-21;-8.2;-0.5;9.2;34;7;52
237;36;2013;0.0;-21;-7.4;0.0;9.7;31;8;50
238;36;2014;2.7;-18;-4.8;2.7;14.3;39;8;37
239;36;2015;2.9;-19;-5.0;2.9;14.0;35;8;37
240;37;2001;8.3;-10;0.9;8.3;20.5;47;3;23
241;37;2002;5.0;-12;-1.9;5.0;15.8;37;3;30
242;37;2003;2.5;-13;-4.0;2.5;12.3;35;4;37
243;37;2004;3.5;-12;-3.2;3.5;13.6;35;4;35
244;37;2005;1.4;-15;-5.3;1.4;11.3;37;4;44
245;37;2006;5.7;-11;-0.8;5.7;17.6;43;4;27
246;37;2007;4.6;-11;-1.6;4.6;15.7;44;4;31
247;37;2008;3.9;-12;-2.4;3.9;14.7;38;4;33
248;37;2009;3.2;-14;-3.9;3.2;13.9;40;4;37
249;37;2010;1.3;-15;-4.8;1.3;11.0;38;4;42
250;37;2011;0.7;-15;-5.2;0.7;9.8;36;4;46
251;37;2012;0.3;-15;-5.2;0.3;10.5;41;4;48
252;37;2013;0.2;-15;-5.8;0.2;10.2;35;4;49
253;37;2014;2.8;-13;-3.0;2.8;14.4;45;4;33
254;37;2015;3.5;-14;-2.7;3.5;13.6;36;4;33
255;38;2001;5.7;-18;-3.6;5.7;18.5;39;3;32
256;38;2002;1.7;-25;-8.3;1.7;11.5;28;3;42
257;38;2003;-0.3;-27;-10.7;-0.3;9.2;27;3;52
258;38;2004;0.7;-25;-8.3;0.7;11.4;32;3;46
259;38;2005;-0.6;-25;-9.4;-0.6;9.7;30;3;52
260;38;2006;3.7;-23;-6.1;3.7;14.3;32;3;37
261;38;2007;3.7;-22;-5.0;3.7;15.8;36;3;35
262;38;2008;2.4;-25;-7.2;2.4;14.3;34;3;41
263;38;2009;2.1;-26;-8.7;2.1;11.5;30;3;44
264;38;2010;0.4;-28;-9.1;0.4;11.7;31;3;48
265;38;2011;-0.7;-27;-10.1;-0.7;9.7;27;3;53
266;38;2012;-1.7;-30;-12.5;-1.7;7.7;26;3;57
267;38;2013;-0.3;-28;-9.9;-0.3;9.2;28;3;52
268;38;2014;2.5;-25;-7.4;2.5;14.2;34;3;41
269;38;2015;2.1;-26;-7.6;2.1;14.2;34;3;42
270;39;2001;2.9;-32;-12.0;2.9;14.7;34;5;42
271;39;2002;0.2;-33;-13.5;0.2;10.7;28;5;50
272;39;2003;-1.9;-34;-16.0;-1.9;6.9;23;5;56
273;39;2004;0.1;-31;-13.3;0.1;10.9;31;5;50
274;39;2005;-1.7;-33;-15.2;-1.7;9.6;30;5;56
275;39;2006;1.9;-30;-11.3;1.9;14.2;34;5;44
276;39;2007;2.6;-28;-9.0;2.6;14.4;37;5;42
277;39;2008;0.1;-32;-13.2;0.1;11.0;29;5;50
278;39;2009;0.1;-33;-13.7;0.1;10.8;30;5;50
279;39;2010;-4.5;-42;-22.7;-4.5;6.9;27;5;61
280;39;2011;-2.0;-38;-17.0;-2.0;7.7;28;3;58
281;39;2012;-3.1;-39;-18.3;-3.1;6.3;25;3;60
282;39;2013;-3.3;-39;-17.9;-3.3;6.8;24;3;60
283;39;2014;0.6;-37;-14.3;0.6;12.1;33;3;48
284;39;2015;-0.9;-37;-15.9;-0.9;8.8;26;3;53
285;42;2001;2.3;-13;-3.0;2.3;6.1;15;15;37
286;42;2002;1.4;-11;-1.1;1.4;4.2;13;15;31
287;42;2003;0.0;-12;-2.4;0.0;2.3;10;16;51
288;42;2004;0.0;-11;-2.7;0.0;2.5;10;16;50
289;42;2005;-1.0;-12;-3.4;-1.0;2.3;11;16;61
290;42;2006;0.9;-11;-3.0;0.9;4.2;13;16;41
291;42;2007;1.5;-9;-0.9;1.5;4.8;14;17;30
292;42;2008;0.5;-11;-2.0;0.5;4.2;14;17;43
293;42;2009;0.6;-12;-3.4;0.6;3.7;11;17;45
294;42;2010;-1.1;-17;-5.9;-1.1;0.7;8;18;68
295;42;2011;-1.6;-14;-4.7;-1.6;0.4;8;18;72
296;42;2012;-1.3;-14;-4.1;-1.3;1.0;9;19;69
297;42;2013;-3.1;-15;-6.4;-3.1;-0.2;7;20;77
298;42;2014;0.7;-12;-2.4;0.7;3.0;12;20;41
299;42;2015;-0.2;-13;-3.1;-0.2;1.8;8;20;53
300;43;2001;2.3;-8;-2.8;2.3;4.4;11;4;38
301;43;2002;1.4;-4;0.2;1.4;3.4;12;4;23
302;43;2003;0.1;-5;-1.0;0.1;1.8;8;4;47
303;43;2004;0.1;-6;-1.5;0.1;1.9;7;4;48
304;43;2005;-1.0;-6;-2.3;-1.0;1.2;7;4;65
305;43;2006;1.7;-5;-0.7;1.7;4.1;12;5;30
306;43;2007;1.3;-4;0.0;1.3;3.3;10;5;25
307;43;2008;0.3;-4;-0.9;0.3;2.9;11;5;42
308;43;2009;1.3;-6;-1.7;1.3;3.4;9;5;38
309;43;2010;-0.6;-10;-3.0;-0.6;0.4;6;5;68
310;43;2011;-1.5;-9;-3.2;-1.5;-0.5;6;5;78
311;43;2012;-1.1;-6;-2.4;-1.1;0.6;8;5;70
312;43;2013;-2.2;-10;-4.7;-2.2;-0.2;5;5;78
313;43;2014;1.1;-5;-0.6;1.1;2.6;11;5;31
314;43;2015;0.4;-7;-1.5;0.4;1.5;5;5;42
315;44;2001;1.8;-10;-2.8;1.8;4.6;17;1;39
316;44;2002;1.4;-7;-0.2;1.4;3.9;15;1;26
317;44;2003;0.0;-6;-1.5;0.0;1.9;10;1;49
318;44;2004;0.0;-8;-1.9;0.0;2.1;8;1;50
319;44;2005;-1.2;-9;-3.1;-1.2;1.2;7;1;66
320;44;2006;1.5;-7;-1.4;1.5;4.5;14;1;36
321;44;2007;1.4;-6;-0.6;1.4;3.9;12;1;29
322;44;2008;0.3;-6;-1.2;0.3;3.5;11;1;43
323;44;2009;0.9;-9;-2.3;0.9;3.5;10;1;41
324;44;2010;-0.7;-14;-4.5;-0.7;0.7;9;1;68
325;44;2011;-1.6;-12;-4.1;-1.6;-0.3;8;1;76
326;44;2012;-1.1;-8;-2.9;-1.1;1.0;7;1;69
327;44;2013;-2.8;-12;-5.7;-2.8;-0.3;5;1;78
328;44;2014;1.0;-8;-1.4;1.0;3.0;12;1;35
329;44;2015;0.3;-9;-2.1;0.3;1.7;6;1;44
330;45;2001;2.4;-7;-2.8;2.4;4.3;11;3;37
331;45;2002;1.4;-3;0.3;1.4;3.4;11;3;22
332;45;2003;0.1;-4;-0.9;0.1;1.8;8;3;47
333;45;2004;0.1;-5;-1.3;0.1;1.9;7;3;48
334;45;2005;-0.9;-5;-2.2;-0.9;1.2;7;3;65
335;45;2006;1.7;-5;-0.5;1.7;4.0;11;4;29
336;45;2007;1.2;-3;0.1;1.2;3.2;9;4;24
337;45;2008;0.3;-4;-0.8;0.3;2.8;11;4;42
338;45;2009;1.4;-6;-1.5;1.4;3.4;9;4;37
339;45;2010;-0.5;-8;-2.7;-0.5;0.3;6;4;68
340;45;2011;-1.5;-8;-2.9;-1.5;-0.5;5;4;79
341;45;2012;-1.1;-5;-2.3;-1.1;0.5;8;4;71
342;45;2013;-2.0;-9;-4.4;-2.0;-0.2;5;4;78
343;45;2014;1.2;-4;-0.4;1.2;2.5;9;4;29
344;45;2015;0.4;-6;-1.3;0.4;1.4;4;4;41
345;46;2001;2.2;-11;-2.3;2.2;6.0;13;8;36
346;46;2002;1.5;-10;-1.1;1.5;4.0;11;8;31
347;46;2003;0.0;-10;-2.1;0.0;2.4;8;8;51
348;46;2004;-0.1;-10;-2.5;-0.1;2.3;8;8;51
349;46;2005;-0.9;-10;-3.2;-0.9;2.6;10;9;60
350;46;2006;0.4;-11;-3.4;0.4;3.5;10;9;46
351;46;2007;1.6;-8;-0.8;1.6;4.7;13;9;30
352;46;2008;0.6;-10;-2.0;0.6;4.1;12;9;42
353;46;2009;0.3;-11;-3.5;0.3;3.5;10;10;48
354;46;2010;-1.3;-16;-5.9;-1.3;0.5;6;10;70
355;46;2011;-1.6;-13;-4.7;-1.6;0.4;6;10;72
356;46;2012;-1.4;-13;-4.2;-1.4;0.8;7;11;70
357;46;2013;-3.6;-14;-6.6;-3.6;-0.8;5;11;79
358;46;2014;0.4;-11;-2.4;0.4;2.8;10;12;43
359;46;2015;-0.4;-11;-3.1;-0.4;1.5;7;12;57
360;47;2001;2.0;-10;-2.1;2.0;4.8;10;6;36
361;47;2002;1.6;-8;-0.3;1.6;3.5;9;6;27
362;47;2003;0.0;-8;-1.6;0.0;2.1;7;6;51
363;47;2004;0.0;-8;-2.0;0.0;2.0;6;6;50
364;47;2005;-1.2;-8;-3.0;-1.2;1.1;6;6;66
365;47;2006;0.6;-8;-2.6;0.6;3.0;8;6;43
366;47;2007;1.5;-7;-0.5;1.5;4.0;10;7;28
367;47;2008;0.6;-7;-1.4;0.6;3.5;11;7;40
368;47;2009;0.4;-10;-2.9;0.4;3.2;8;7;46
369;47;2010;-1.3;-14;-5.4;-1.3;0.1;4;7;74
370;47;2011;-1.6;-11;-4.1;-1.6;-0.1;4;8;76
371;47;2012;-1.4;-10;-3.4;-1.4;0.2;4;8;73
372;47;2013;-3.7;-12;-6.2;-3.7;-1.3;2;8;84
373;47;2014;0.3;-9;-2.0;0.3;2.1;7;9;44
374;47;2015;-0.6;-9;-2.8;-0.6;1.0;5;9;60
375;48;2001;3.5;-13;-3.2;3.5;10.2;20;2;35
376;48;2002;1.1;-13;-3.4;1.1;6.2;16;2;41
377;48;2003;-0.1;-15;-4.7;-0.1;4.2;13;2;51
378;48;2004;-0.5;-13;-4.7;-0.5;4.0;13;2;54
379;48;2005;1.0;-15;-4.2;1.0;7.9;18;2;45
380;48;2006;-0.5;-15;-5.9;-0.5;5.7;15;2;53
381;48;2007;1.9;-13;-2.8;1.9;7.7;20;3;36
382;48;2008;0.5;-15;-4.7;0.5;5.8;17;3;46
383;48;2009;-0.2;-16;-5.7;-0.2;5.2;15;3;51
384;48;2010;-1.4;-18;-7.9;-1.4;2.8;12;3;61
385;48;2011;-1.5;-17;-7.2;-1.5;3.1;12;3;61
386;48;2012;-1.4;-18;-7.0;-1.4;4.0;15;3;60
387;48;2013;-3.0;-19;-9.0;-3.0;2.5;12;3;66
388;48;2014;1.2;-16;-4.7;1.2;7.5;19;3;41
389;48;2015;0.1;-15;-4.5;0.1;3.8;12;3;49
390;49;2001;2.7;-27;-7.2;2.7;9.7;22;3;41
391;49;2002;1.1;-26;-7.5;1.1;7.2;21;3;43
392;49;2003;-0.9;-26;-9.5;-0.9;4.0;14;3;58
393;49;2004;-0.3;-26;-8.8;-0.3;5.8;20;3;52
394;49;2005;-1.7;-26;-9.6;-1.7;5.3;21;3;60
395;49;2006;1.0;-25;-7.0;1.0;8.0;22;3;45
396;49;2007;2.1;-23;-5.1;2.1;9.0;23;3;38
397;49;2008;0.3;-26;-7.5;0.3;7.7;22;3;48
398;49;2009;0.7;-27;-9.2;0.7;7.2;19;3;47
399;49;2010;-2.6;-34;-14.1;-2.6;3.5;18;3;64
400;49;2011;-1.8;-29;-10.6;-1.8;3.8;17;3;62
401;49;2012;-2.2;-29;-12.3;-2.2;3.4;15;3;63
402;49;2013;-2.9;-30;-12.1;-2.9;2.9;15;3;64
403;49;2014;0.1;-26;-9.2;0.1;6.8;20;3;49
404;49;2015;-0.5;-27;-10.8;-0.5;5.1;18;3;53
405;50;2001;6.2;-16;-2.7;6.2;16.8;35;85;31
406;50;2002;1.8;-21;-6.1;1.8;9.9;24;85;42
