ID;Marges;Geslacht;Leeftijd;Perioden;TotaalMetArbeidsongeval_1;ArbeidsongevalZonderVerzuim_2;ArbeidsongevalMet1DagOfMeerVerzuim_3;ArbeidsongevalMet4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;OnbekendLetsel_8
40;Waarde;Mannen;15 tot 25 jaar;2015;;;;;;;;
41;Waarde;Mannen;15 tot 25 jaar;2017;;;;;;;;
42;Waarde;Mannen;15 tot 25 jaar;2019;;;;;;;;
43;Waarde;Mannen;15 tot 25 jaar;2021;5.8;;;;;;;
44;Waarde;Mannen;15 tot 25 jaar;2023;6.3;3.9;2.5;2.5;;;;
45;Waarde;Mannen;25 tot 35 jaar;2015;2.2;1.8;0.9;0.4;2.2;0.0;0.0;0.0
46;Waarde;Mannen;25 tot 35 jaar;2017;3.0;1.3;1.7;0.5;3.0;0.0;0.0;0.0
47;Waarde;Mannen;25 tot 35 jaar;2019;3.1;1.1;2.0;1.2;;;;
48;Waarde;Mannen;25 tot 35 jaar;2021;2.1;0.3;1.8;1.0;;;;
49;Waarde;Mannen;25 tot 35 jaar;2023;2.0;1.5;1.3;0.6;;;;
50;Waarde;Mannen;35 tot 45 jaar;2015;3.0;1.6;1.5;1.2;2.2;0.1;0.6;0.2
51;Waarde;Mannen;35 tot 45 jaar;2017;3.2;1.6;1.8;0.8;2.9;0.1;0.2;0.0
52;Waarde;Mannen;35 tot 45 jaar;2019;2.3;0.5;1.7;1.0;;;;
53;Waarde;Mannen;35 tot 45 jaar;2021;2.1;1.0;0.8;0.3;;;;
54;Waarde;Mannen;35 tot 45 jaar;2023;1.3;0.8;0.4;0.3;;;;
55;Waarde;Mannen;45 tot 55 jaar;2015;2.9;1.3;1.4;1.2;2.4;0.3;0.2;0.0
56;Waarde;Mannen;45 tot 55 jaar;2017;2.9;1.4;1.5;1.1;2.5;0.1;0.3;0.0
57;Waarde;Mannen;45 tot 55 jaar;2019;2.5;1.0;1.5;1.1;;;;
58;Waarde;Mannen;45 tot 55 jaar;2021;2.8;1.8;1.1;0.8;;;;
59;Waarde;Mannen;45 tot 55 jaar;2023;2.2;1.1;1.1;1.0;;;;
60;Waarde;Mannen;55 tot 65 jaar;2015;3.7;0.8;2.8;1.4;3.0;0.0;0.4;0.3
61;Waarde;Mannen;55 tot 65 jaar;2017;1.6;0.5;1.2;0.7;1.4;0.0;0.0;0.1
62;Waarde;Mannen;55 tot 65 jaar;2019;2.4;1.4;1.2;0.8;;;;
63;Waarde;Mannen;55 tot 65 jaar;2021;1.6;0.6;1.1;0.7;;;;
64;Waarde;Mannen;55 tot 65 jaar;2023;3.1;1.7;1.5;1.0;;;;
65;Waarde;Mannen;65 jaar of ouder;2015;1.3;1.0;0.3;0.3;1.0;0.3;0.0;0.0
66;Waarde;Mannen;65 jaar of ouder;2017;0.9;0.5;0.4;0.2;0.7;0.0;0.0;0.2
67;Waarde;Mannen;65 jaar of ouder;2019;1.5;0.5;1.3;0.7;;;;
68;Waarde;Mannen;65 jaar of ouder;2021;1.6;0.5;1.4;1.1;;;;
69;Waarde;Mannen;65 jaar of ouder;2023;1.9;0.8;0.9;0.7;;;;
70;Waarde;Vrouwen;Totaal;2015;0.8;0.3;0.5;0.4;0.4;0.3;0.0;0.1
71;Waarde;Vrouwen;Totaal;2017;1.3;0.5;0.7;0.5;0.8;0.2;0.3;0.0
72;Waarde;Vrouwen;Totaal;2019;1.4;0.6;0.8;0.7;;;;
73;Waarde;Vrouwen;Totaal;2021;1.2;0.4;0.8;0.5;;;;
74;Waarde;Vrouwen;Totaal;2023;1.4;0.7;0.6;0.4;;;;
75;Waarde;Vrouwen;15 tot 25 jaar;2015;;;;;;;;
76;Waarde;Vrouwen;15 tot 25 jaar;2017;;;;;;;;
77;Waarde;Vrouwen;15 tot 25 jaar;2019;;;;;;;;
78;Waarde;Vrouwen;15 tot 25 jaar;2021;;;;;;;;
79;Waarde;Vrouwen;15 tot 25 jaar;2023;;;;;;;;
80;Waarde;Vrouwen;25 tot 35 jaar;2015;0.6;0.0;0.6;0.6;0.6;0.0;0.0;0.0
81;Waarde;Vrouwen;25 tot 35 jaar;2017;4.1;0.7;3.0;2.0;3.7;0.0;0.3;0.0
82;Waarde;Vrouwen;25 tot 35 jaar;2019;1.9;0.6;1.3;1.3;;;;
83;Waarde;Vrouwen;25 tot 35 jaar;2021;2.1;0.4;1.7;1.4;;;;
84;Waarde;Vrouwen;25 tot 35 jaar;2023;2.3;1.4;1.0;0.5;;;;
85;Waarde;Vrouwen;35 tot 45 jaar;2015;1.2;0.4;0.9;0.4;0.8;0.4;0.0;0.0
86;Waarde;Vrouwen;35 tot 45 jaar;2017;0.3;0.2;0.1;0.0;0.2;0.1;0.0;0.0
87;Waarde;Vrouwen;35 tot 45 jaar;2019;2.3;1.0;1.3;1.3;;;;
88;Waarde;Vrouwen;35 tot 45 jaar;2021;1.0;0.6;0.4;0.4;;;;
89;Waarde;Vrouwen;35 tot 45 jaar;2023;1.5;0.7;0.7;0.4;;;;
90;Waarde;Vrouwen;45 tot 55 jaar;2015;0.7;0.6;0.0;0.0;0.0;0.4;0.1;0.3
91;Waarde;Vrouwen;45 tot 55 jaar;2017;0.8;0.6;0.3;0.3;0.0;0.4;0.3;0.1
92;Waarde;Vrouwen;45 tot 55 jaar;2019;1.2;0.6;0.6;0.4;;;;
93;Waarde;Vrouwen;45 tot 55 jaar;2021;1.4;0.5;1.0;0.6;;;;
94;Waarde;Vrouwen;45 tot 55 jaar;2023;0.8;0.5;0.5;0.5;;;;
95;Waarde;Vrouwen;55 tot 65 jaar;2015;0.6;0.1;0.4;0.4;0.2;0.3;0.0;0.0
96;Waarde;Vrouwen;55 tot 65 jaar;2017;1.0;0.4;0.7;0.6;0.8;0.1;0.1;0.0
97;Waarde;Vrouwen;55 tot 65 jaar;2019;0.8;0.5;0.3;0.2;;;;
98;Waarde;Vrouwen;55 tot 65 jaar;2021;0.5;0.1;0.3;0.1;;;;
99;Waarde;Vrouwen;55 tot 65 jaar;2023;1.4;0.8;0.4;0.3;;;;
100;Waarde;Vrouwen;65 jaar of ouder;2015;;;;;;;;
101;Waarde;Vrouwen;65 jaar of ouder;2017;1.9;1.6;0.4;0.4;0.0;0.4;1.6;0.0
102;Waarde;Vrouwen;65 jaar of ouder;2019;0.8;0.0;0.8;0.8;;;;
103;Waarde;Vrouwen;65 jaar of ouder;2021;1.5;0.6;0.9;0.9;;;;
104;Waarde;Vrouwen;65 jaar of ouder;2023;1.2;0.5;0.7;0.7;;;;
105;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2015;1.7;0.7;0.9;0.6;1.2;0.1;0.1;0.0
106;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2017;1.7;0.7;0.9;0.5;1.3;0.1;0.1;0.0
107;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2019;1.7;0.6;1.0;0.6;;;;
108;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2021;1.5;0.6;0.8;0.5;;;;
109;Ondergrens 95%-interval;Totaal mannen en vrouwen;Totaal;2023;1.6;0.8;0.7;0.5;;;;
110;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2015;;;;;;;;
111;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2017;;;;;;;;
112;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2019;;;;;;;;
113;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2021;1.7;0.6;0.2;0.2;;;;
114;Ondergrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2023;1.9;0.9;0.5;0.5;;;;
115;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2015;0.7;0.4;0.2;0.1;0.7;0.0;0.0;0.0
116;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2017;2.1;0.5;1.1;0.4;2.0;0.0;0.0;0.0
117;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2019;1.6;0.4;0.9;0.6;;;;
118;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2021;1.3;0.1;1.0;0.6;;;;
119;Ondergrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2023;1.2;0.7;0.5;0.2;;;;
120;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2015;1.5;0.6;0.7;0.5;1.0;0.0;0.1;0.0
121;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2017;1.4;0.6;0.6;0.2;1.2;0.0;0.0;0.0
122;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2019;1.5;0.4;0.9;0.6;;;;
123;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2021;1.1;0.5;0.3;0.1;;;;
124;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2023;0.9;0.4;0.2;0.1;;;;
125;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2015;1.4;0.6;0.5;0.4;0.9;0.1;0.1;0.0
126;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2017;1.5;0.7;0.6;0.5;1.0;0.1;0.1;0.0
127;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2019;1.4;0.5;0.7;0.4;;;;
128;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2021;1.6;0.8;0.7;0.4;;;;
129;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2023;1.1;0.5;0.5;0.5;;;;
130;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2015;1.8;0.3;1.3;0.6;1.3;0.0;0.1;0.0
131;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2017;0.9;0.2;0.6;0.3;0.7;0.0;0.0;0.0
132;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2019;1.2;0.6;0.5;0.3;;;;
133;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2021;0.8;0.2;0.5;0.3;;;;
134;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2023;1.8;0.9;0.7;0.4;;;;
135;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2015;0.4;0.2;0.0;0.0;0.2;0.0;0.0;0.0
136;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2017;0.6;0.3;0.1;0.1;0.2;0.0;0.1;0.0
137;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2019;0.7;0.1;0.5;0.3;;;;
138;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2021;0.9;0.2;0.7;0.5;;;;
139;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2023;1.0;0.3;0.4;0.3;;;;
140;Ondergrens 95%-interval;Mannen;Totaal;2015;2.2;0.9;1.1;0.7;1.7;0.0;0.2;0.0
141;Ondergrens 95%-interval;Mannen;Totaal;2017;2.0;0.8;1.0;0.5;1.7;0.0;0.1;0.0
142;Ondergrens 95%-interval;Mannen;Totaal;2019;1.9;0.7;1.1;0.7;;;;
143;Ondergrens 95%-interval;Mannen;Totaal;2021;1.7;0.7;0.9;0.5;;;;
144;Ondergrens 95%-interval;Mannen;Totaal;2023;1.8;0.9;0.8;0.5;;;;
145;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2015;;;;;;;;
146;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2017;;;;;;;;
147;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2019;;;;;;;;
148;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2021;2.3;;;;;;;
149;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2023;2.7;1.2;0.7;0.7;;;;
150;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2015;0.9;0.7;0.2;0.1;0.9;0.0;0.0;0.0
151;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2017;1.5;0.5;0.7;0.1;1.5;0.0;0.0;0.0
152;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2019;1.7;0.4;1.0;0.4;;;;
153;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2021;1.1;0.1;0.9;0.4;;;;
154;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2023;0.9;0.6;0.5;0.2;;;;
155;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2015;1.9;0.8;0.8;0.6;1.2;0.0;0.2;0.0
156;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2017;2.0;0.9;0.9;0.3;1.7;0.0;0.0;0.0
157;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2019;1.2;0.2;0.8;0.4;;;;
158;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2021;1.2;0.5;0.4;0.1;;;;
159;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2023;0.7;0.3;0.1;0.1;;;;
160;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2015;1.9;0.7;0.8;0.7;1.5;0.1;0.1;0.0
161;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2017;2.0;0.8;0.9;0.6;1.7;0.0;0.1;0.0
162;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2019;1.7;0.5;0.9;0.6;;;;
163;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2021;1.9;1.0;0.6;0.4;;;;
164;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2023;1.4;0.5;0.6;0.5;;;;
165;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2015;2.5;0.4;1.8;0.7;1.9;0.0;0.1;0.1
166;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2017;0.9;0.2;0.6;0.3;0.8;0.0;0.0;0.0
167;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2019;1.6;0.8;0.6;0.4;;;;
168;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2021;1.1;0.3;0.6;0.4;;;;
169;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2023;2.2;1.0;0.9;0.6;;;;
170;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2015;0.5;0.3;0.0;0.0;0.3;0.0;0.0;0.0
171;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2017;0.3;0.1;0.1;0.0;0.2;0.0;0.0;0.0
172;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2019;0.7;0.1;0.6;0.3;;;;
173;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2021;0.9;0.2;0.7;0.5;;;;
174;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2023;1.1;0.4;0.4;0.3;;;;
175;Ondergrens 95%-interval;Vrouwen;Totaal;2015;0.5;0.1;0.2;0.1;0.2;0.1;0.0;0.0
176;Ondergrens 95%-interval;Vrouwen;Totaal;2017;0.9;0.3;0.4;0.2;0.4;0.1;0.1;0.0
177;Ondergrens 95%-interval;Vrouwen;Totaal;2019;0.9;0.3;0.5;0.4;;;;
178;Ondergrens 95%-interval;Vrouwen;Totaal;2021;0.8;0.2;0.5;0.3;;;;
179;Ondergrens 95%-interval;Vrouwen;Totaal;2023;0.9;0.4;0.3;0.2;;;;
180;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2015;;;;;;;;
181;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2017;;;;;;;;
182;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2019;;;;;;;;
183;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2021;;;;;;;;
184;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2023;;;;;;;;
185;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2015;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0
186;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2017;2.0;0.2;1.2;0.6;1.7;0.0;0.0;0.0
187;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2019;0.7;0.1;0.4;0.4;;;;
188;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2021;0.9;0.1;0.7;0.5;;;;
189;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2023;1.0;0.4;0.2;0.1;;;;
190;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2015;0.4;0.1;0.2;0.1;0.2;0.1;0.0;0.0
191;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2017;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2019;1.2;0.4;0.5;0.5;;;;
193;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2021;0.5;0.2;0.1;0.1;;;;
194;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2023;0.7;0.2;0.2;0.1;;;;
195;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2015;0.3;0.2;0.0;0.0;0.0;0.1;0.0;0.0
196;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2017;0.4;0.2;0.1;0.1;0.0;0.1;0.1;0.0
197;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2019;0.5;0.2;0.2;0.1;;;;
198;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2021;0.8;0.2;0.5;0.2;;;;
199;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2023;0.4;0.2;0.2;0.2;;;;
200;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2015;0.2;0.0;0.1;0.1;0.0;0.1;0.0;0.0
201;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2017;0.5;0.1;0.2;0.2;0.3;0.0;0.0;0.0
202;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2019;0.3;0.2;0.1;0.0;;;;
203;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2021;0.2;0.0;0.1;0.0;;;;
204;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2023;0.7;0.3;0.1;0.1;;;;
205;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2015;;;;;;;;
206;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2017;0.6;0.4;0.1;0.1;0.0;0.1;0.4;0.0
207;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2019;0.2;0.0;0.2;0.2;;;;
208;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2021;0.6;0.2;0.2;0.2;;;;
209;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2023;0.4;0.1;0.2;0.2;;;;
210;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2015;2.6;1.3;1.5;1.1;2.0;0.4;0.4;0.3
211;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2017;2.6;1.3;1.6;1.0;2.2;0.2;0.4;0.1
212;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2019;2.5;1.1;1.6;1.2;;;;
213;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2021;2.2;1.0;1.4;1.0;;;;
214;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2023;2.4;1.4;1.2;0.9;;;;
215;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2015;;;;;;;;
216;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2017;;;;;;;;
217;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2019;;;;;;;;
218;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2021;10.4;5.9;9.9;9.9;;;;
219;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2023;10.2;8.4;6.0;6.0;;;;
220;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2015;3.6;3.0;2.4;2.0;3.5;;;
221;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2017;5.6;2.5;4.2;2.6;5.4;;0.9;
222;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2019;4.4;2.2;3.3;2.6;;;;
223;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2021;3.4;0.9;3.1;2.3;;;;
224;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2023;3.8;3.0;2.6;1.8;;;;
225;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2015;3.7;2.2;2.3;1.8;2.8;1.0;1.1;0.8
226;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2017;3.4;1.9;2.3;1.3;3.1;0.5;0.6;
227;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2019;3.6;1.5;2.8;2.2;;;;
228;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2021;2.6;1.4;1.3;0.9;;;;
229;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2023;2.3;1.5;1.2;0.9;;;;
230;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2015;3.0;1.8;1.5;1.4;2.3;0.8;0.5;0.7
231;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2017;2.9;1.7;1.7;1.3;2.2;0.5;0.7;0.3
232;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2019;2.9;1.5;1.8;1.4;;;;
233;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2021;3.1;2.0;1.7;1.3;;;;
234;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2023;2.4;1.5;1.5;1.4;;;;
235;Bovengrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2015;3.8;1.2;3.0;1.9;3.1;0.4;0.8;0.8
236;Bovengrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2017;2.1;1.0;1.7;1.2;1.9;0.3;0.3;0.6
237;Bovengrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2019;2.6;1.7;1.5;1.1;;;;
238;Bovengrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2021;1.8;0.9;1.3;0.9;;;;
239;Bovengrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2023;3.3;2.0;1.7;1.3;;;;
240;Bovengrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2015;2.7;2.4;1.8;1.8;2.4;1.7;;
