ID;MaatwerkvoorzieningenType;RegioS;Perioden;BegroteUitgaven_1;BegroteUitgavenPer1000Inwoners_2;GerealiseerdeUitgaven_3;GerealiseerdeUitgavenPer1000Inwoners_4
54;Totaal;Albrandswaard;2022;4245.0;164.0;3848.0;148.0
55;Totaal;Albrandswaard;2023;4063.0;154.0;3784.0;144.0
56;Totaal;Alkmaar;2017;;;;
57;Totaal;Alkmaar;2018;39940.0;368.0;41031.0;378.0
58;Totaal;Alkmaar;2019;43496.0;401.0;44478.0;410.0
59;Totaal;Alkmaar;2020;;;46870.0;428.0
60;Totaal;Alkmaar;2021;37759.0;344.0;37729.0;343.0
61;Totaal;Alkmaar;2022;36824.0;332.0;36318.0;328.0
62;Totaal;Alkmaar;2023;38674.0;346.0;38303.0;342.0
63;Totaal;Almelo;2017;;;;
64;Totaal;Almelo;2018;42526.0;586.0;40715.0;561.0
65;Totaal;Almelo;2019;41131.0;565.0;41590.0;571.0
66;Totaal;Almelo;2020;40167.0;549.0;40541.0;555.0
67;Totaal;Almelo;2021;33778.0;462.0;35246.0;482.0
68;Totaal;Almelo;2022;33926.0;464.0;33761.0;462.0
69;Totaal;Almelo;2023;38158.0;516.0;37411.0;506.0
70;Totaal;Almere;2017;22568.0;112.0;55154.0;275.0
71;Totaal;Almere;2018;22216.0;109.0;59298.0;291.0
72;Totaal;Almere;2019;28718.0;138.0;72128.0;347.0
73;Totaal;Almere;2020;30864.0;146.0;71686.0;338.0
74;Totaal;Almere;2021;64558.0;301.0;68999.0;321.0
75;Totaal;Almere;2022;;;64961.0;298.0
76;Totaal;Almere;2023;67206.0;302.0;65292.0;293.0
77;Totaal;Alphen aan den Rijn;2017;9045.0;83.0;9025.0;83.0
78;Totaal;Alphen aan den Rijn;2018;8355.0;76.0;8705.0;79.0
79;Totaal;Alphen aan den Rijn;2019;9526.0;86.0;10249.0;92.0
80;Totaal;Alphen aan den Rijn;2020;;;;
81;Totaal;Alphen aan den Rijn;2021;12920.0;115.0;12237.0;109.0
82;Totaal;Alphen aan den Rijn;2022;28194.0;250.0;26991.0;239.0
83;Totaal;Alphen aan den Rijn;2023;30968.0;271.0;31987.0;280.0
84;Totaal;Alphen-Chaam;2017;;;;
85;Totaal;Alphen-Chaam;2018;1448.0;144.0;1440.0;143.0
86;Totaal;Alphen-Chaam;2019;1431.0;141.0;1548.0;153.0
87;Totaal;Alphen-Chaam;2020;1664.0;163.0;1772.0;174.0
88;Totaal;Alphen-Chaam;2021;1698.0;164.0;1709.0;165.0
89;Totaal;Alphen-Chaam;2022;1590.0;153.0;1737.0;167.0
90;Totaal;Alphen-Chaam;2023;1790.0;171.0;1941.0;186.0
91;Totaal;Altena;2017;;;;
92;Totaal;Altena;2018;;;;
93;Totaal;Altena;2019;9006.0;163.0;9125.0;165.0
94;Totaal;Altena;2020;9820.0;175.0;9783.0;175.0
95;Totaal;Altena;2021;10026.0;178.0;9792.0;174.0
96;Totaal;Altena;2022;10404.0;182.0;9933.0;174.0
97;Totaal;Altena;2023;;;;
98;Totaal;Ameland;2017;394.0;109.0;503.0;138.0
99;Totaal;Ameland;2018;501.0;137.0;537.0;147.0
100;Totaal;Ameland;2019;640.0;174.0;675.0;184.0
101;Totaal;Ameland;2020;642.0;173.0;646.0;174.0
102;Totaal;Ameland;2021;636.0;170.0;606.0;162.0
103;Totaal;Ameland;2022;628.0;167.0;602.0;160.0
104;Totaal;Ameland;2023;737.0;192.0;659.0;172.0
105;Totaal;Amersfoort;2017;57828.0;375.0;56043.0;363.0
106;Totaal;Amersfoort;2018;61047.0;393.0;64024.0;412.0
107;Totaal;Amersfoort;2019;67521.0;432.0;65703.0;420.0
108;Totaal;Amersfoort;2020;77893.0;495.0;70599.0;449.0
109;Totaal;Amersfoort;2021;72623.0;461.0;61103.0;388.0
110;Totaal;Amersfoort;2022;65131.0;411.0;55033.0;347.0
111;Totaal;Amersfoort;2023;71698.0;446.0;56564.0;352.0
112;Totaal;Amstelveen;2017;;;;
113;Totaal;Amstelveen;2018;9209.0;102.0;9999.0;111.0
114;Totaal;Amstelveen;2019;11295.0;124.0;11696.0;129.0
115;Totaal;Amstelveen;2020;12127.0;132.0;13271.0;145.0
116;Totaal;Amstelveen;2021;13287.0;146.0;13860.0;153.0
117;Totaal;Amstelveen;2022;14793.0;160.0;13985.0;151.0
118;Totaal;Amstelveen;2023;14131.0;150.0;14485.0;153.0
119;Totaal;Amsterdam;2017;;;;
120;Totaal;Amsterdam;2018;397794.0;466.0;396540.0;464.0
121;Totaal;Amsterdam;2019;416086.0;482.0;412905.0;478.0
122;Totaal;Amsterdam;2020;415836.0;476.0;443498.0;508.0
123;Totaal;Amsterdam;2021;352702.0;404.0;336318.0;385.0
124;Totaal;Amsterdam;2022;343528.0;389.0;326818.0;370.0
125;Totaal;Amsterdam;2023;356892.0;389.0;345486.0;376.0
126;Totaal;Apeldoorn;2017;71732.0;448.0;70207.0;439.0
127;Totaal;Apeldoorn;2018;75611.0;469.0;78509.0;487.0
128;Totaal;Apeldoorn;2019;73127.0;450.0;84018.0;517.0
129;Totaal;Apeldoorn;2020;87145.0;532.0;84485.0;516.0
130;Totaal;Apeldoorn;2021;81305.0;493.0;65406.0;397.0
131;Totaal;Apeldoorn;2022;76636.0;463.0;68761.0;415.0
132;Totaal;Apeldoorn;2023;81425.0;487.0;75025.0;449.0
133;Totaal;Appingedam;2017;3077.0;257.0;2534.0;212.0
134;Totaal;Appingedam;2018;2750.0;233.0;2760.0;234.0
135;Totaal;Appingedam;2019;2906.0;248.0;3360.0;287.0
136;Totaal;Appingedam;2020;3458.0;297.0;3378.0;290.0
137;Totaal;Appingedam;2021;;;;
138;Totaal;Appingedam;2022;;;;
139;Totaal;Appingedam;2023;;;;
140;Totaal;Arnhem;2017;;;;
141;Totaal;Arnhem;2018;80651.0;513.0;98860.0;629.0
142;Totaal;Arnhem;2019;91607.0;575.0;102941.0;646.0
143;Totaal;Arnhem;2020;104911.0;650.0;101557.0;629.0
144;Totaal;Arnhem;2021;78782.0;485.0;70964.0;437.0
145;Totaal;Arnhem;2022;71889.0;439.0;69128.0;422.0
146;Totaal;Arnhem;2023;76492.0;461.0;71413.0;431.0
147;Totaal;Assen;2017;;;;
148;Totaal;Assen;2018;54044.0;798.0;52268.0;772.0
149;Totaal;Assen;2019;61438.0;904.0;59188.0;871.0
150;Totaal;Assen;2020;58045.0;846.0;61710.0;900.0
151;Totaal;Assen;2021;40369.0;586.0;44439.0;646.0
152;Totaal;Assen;2022;50670.0;735.0;40123.0;582.0
153;Totaal;Assen;2023;40059.0;577.0;39942.0;575.0
154;Totaal;Asten;2017;2507.0;150.0;2402.0;144.0
155;Totaal;Asten;2018;2362.0;141.0;2596.0;155.0
156;Totaal;Asten;2019;2737.0;164.0;3042.0;182.0
157;Totaal;Asten;2020;3328.0;199.0;2987.0;179.0
158;Totaal;Asten;2021;3359.0;200.0;3129.0;186.0
159;Totaal;Asten;2022;3349.0;196.0;3487.0;204.0
160;Totaal;Asten;2023;3848.0;223.0;3735.0;217.0
161;Totaal;Baarle-Nassau;2017;;;;
162;Totaal;Baarle-Nassau;2018;1219.0;179.0;1235.0;182.0
163;Totaal;Baarle-Nassau;2019;1658.0;242.0;1679.0;245.0
164;Totaal;Baarle-Nassau;2020;1707.0;249.0;1830.0;267.0
165;Totaal;Baarle-Nassau;2021;1917.0;278.0;1902.0;276.0
166;Totaal;Baarle-Nassau;2022;1803.0;260.0;1723.0;249.0
167;Totaal;Baarle-Nassau;2023;1864.0;264.0;1746.0;247.0
168;Totaal;Baarn;2017;3134.0;128.0;3484.0;142.0
169;Totaal;Baarn;2018;3134.0;127.0;3484.0;141.0
170;Totaal;Baarn;2019;3281.0;132.0;4270.0;172.0
171;Totaal;Baarn;2020;2452.0;99.0;4548.0;183.0
172;Totaal;Baarn;2021;2811.0;113.0;4652.0;188.0
173;Totaal;Baarn;2022;3041.0;122.0;4463.0;179.0
174;Totaal;Baarn;2023;3329.0;133.0;4983.0;199.0
175;Totaal;Barendrecht;2017;;;;
176;Totaal;Barendrecht;2018;;;5681.0;117.0
177;Totaal;Barendrecht;2019;6228.0;128.0;6632.0;136.0
178;Totaal;Barendrecht;2020;6974.0;143.0;7364.0;151.0
179;Totaal;Barendrecht;2021;8092.0;166.0;7406.0;152.0
180;Totaal;Barendrecht;2022;8327.0;171.0;8008.0;164.0
181;Totaal;Barendrecht;2023;7702.0;158.0;7600.0;156.0
182;Totaal;Barneveld;2017;;;;
183;Totaal;Barneveld;2018;5837.0;102.0;6101.0;106.0
184;Totaal;Barneveld;2019;7181.0;124.0;7197.0;124.0
185;Totaal;Barneveld;2020;7666.0;130.0;7779.0;132.0
186;Totaal;Barneveld;2021;7412.0;124.0;7380.0;123.0
187;Totaal;Barneveld;2022;7972.0;132.0;7860.0;130.0
188;Totaal;Barneveld;2023;8707.0;141.0;9049.0;147.0
189;Totaal;Bedum;2017;1554.0;148.0;1579.0;151.0
190;Totaal;Bedum;2018;1559.0;149.0;1765.0;168.0
191;Totaal;Bedum;2019;;;;
192;Totaal;Bedum;2020;;;;
193;Totaal;Bedum;2021;;;;
194;Totaal;Bedum;2022;;;;
195;Totaal;Bedum;2023;;;;
196;Totaal;Beek (L.);2017;;;;
197;Totaal;Beek (L.);2018;3251.0;205.0;3165.0;199.0
198;Totaal;Beek (L.);2019;3320.0;208.0;3380.0;212.0
199;Totaal;Beek (L.);2020;3374.0;213.0;3686.0;232.0
200;Totaal;Beek (L.);2021;3830.0;241.0;3911.0;246.0
201;Totaal;Beek (L.);2022;3766.0;238.0;3634.0;230.0
202;Totaal;Beek (L.);2023;3820.0;237.0;3687.0;229.0
203;Totaal;Beekdaelen;2017;;;;
204;Totaal;Beekdaelen;2018;;;;
205;Totaal;Beekdaelen;2019;8027.0;225.0;6206.0;174.0
206;Totaal;Beekdaelen;2020;6778.0;189.0;6781.0;189.0
207;Totaal;Beekdaelen;2021;7464.0;207.0;7272.0;202.0
208;Totaal;Beekdaelen;2022;7748.0;216.0;7755.0;216.0
209;Totaal;Beekdaelen;2023;8084.0;225.0;8116.0;226.0
210;Totaal;Beemster;2017;1191.0;129.0;1031.0;112.0
211;Totaal;Beemster;2018;1297.0;136.0;1005.0;105.0
212;Totaal;Beemster;2019;;;;
213;Totaal;Beemster;2020;1204.0;120.0;1319.0;132.0
214;Totaal;Beemster;2021;1298.0;128.0;1394.0;138.0
215;Totaal;Beemster;2022;;;;
216;Totaal;Beemster;2023;;;;
217;Totaal;Beesel;2017;;;;
218;Totaal;Beesel;2018;2343.0;174.0;2898.0;216.0
219;Totaal;Beesel;2019;2680.0;198.0;2707.0;200.0
220;Totaal;Beesel;2020;2829.0;210.0;2878.0;213.0
221;Totaal;Beesel;2021;2907.0;216.0;2817.0;209.0
222;Totaal;Beesel;2022;2832.0;211.0;2826.0;211.0
223;Totaal;Beesel;2023;3241.0;241.0;3253.0;242.0
224;Totaal;Bellingwedde;2017;;;;
225;Totaal;Bellingwedde;2018;;;;
226;Totaal;Bellingwedde;2019;;;;
227;Totaal;Bellingwedde;2020;;;;
228;Totaal;Bellingwedde;2021;;;;
229;Totaal;Bellingwedde;2022;;;;
230;Totaal;Bellingwedde;2023;;;;
231;Totaal;Berg en Dal;2017;6089.0;175.0;6082.0;175.0
232;Totaal;Berg en Dal;2018;6676.0;192.0;6643.0;191.0
233;Totaal;Berg en Dal;2019;6958.0;200.0;7288.0;209.0
234;Totaal;Berg en Dal;2020;7966.0;228.0;7538.0;215.0
235;Totaal;Berg en Dal;2021;8655.0;247.0;7670.0;219.0
236;Totaal;Berg en Dal;2022;8024.0;230.0;7421.0;212.0
237;Totaal;Berg en Dal;2023;8635.0;244.0;7983.0;225.0
238;Totaal;Bergeijk;2017;;;;
239;Totaal;Bergeijk;2018;2585.0;141.0;2636.0;143.0
240;Totaal;Bergeijk;2019;2892.0;156.0;3224.0;174.0
241;Totaal;Bergeijk;2020;3430.0;184.0;3500.0;188.0
242;Totaal;Bergeijk;2021;3650.0;195.0;3808.0;203.0
243;Totaal;Bergeijk;2022;4087.0;216.0;3821.0;202.0
244;Totaal;Bergeijk;2023;4223.0;221.0;3757.0;197.0
245;Totaal;Bergen (L.);2017;;;;
246;Totaal;Bergen (L.);2018;;;;
247;Totaal;Bergen (L.);2019;;;1979.0;151.0
248;Totaal;Bergen (L.);2020;2586.0;198.0;2595.0;198.0
249;Totaal;Bergen (L.);2021;2730.0;208.0;2677.0;204.0
250;Totaal;Bergen (L.);2022;2833.0;216.0;2617.0;200.0
251;Totaal;Bergen (L.);2023;2914.0;222.0;3220.0;245.0
252;Totaal;Bergen (NH.);2017;4081.0;137.0;3899.0;131.0
253;Totaal;Bergen (NH.);2018;5553.0;185.0;4075.0;136.0
254;Totaal;Bergen (NH.);2019;4483.0;150.0;4241.0;141.0
255;Totaal;Bergen (NH.);2020;3827.0;128.0;4644.0;156.0
256;Totaal;Bergen (NH.);2021;4556.0;153.0;4886.0;164.0
257;Totaal;Bergen (NH.);2022;5168.0;174.0;4973.0;167.0
258;Totaal;Bergen (NH.);2023;5605.0;186.0;5189.0;172.0
259;Totaal;Bergen op Zoom;2017;;;;
260;Totaal;Bergen op Zoom;2018;29564.0;446.0;36958.0;557.0
261;Totaal;Bergen op Zoom;2019;37620.0;563.0;38972.0;583.0
262;Totaal;Bergen op Zoom;2020;;;;
263;Totaal;Bergen op Zoom;2021;;;;
264;Totaal;Bergen op Zoom;2022;35800.0;527.0;35024.0;516.0
265;Totaal;Bergen op Zoom;2023;37359.0;543.0;31291.0;454.0
266;Totaal;Berkelland;2017;7639.0;173.0;8908.0;201.0
267;Totaal;Berkelland;2018;;;9940.0;226.0
268;Totaal;Berkelland;2019;10598.0;241.0;10817.0;246.0
269;Totaal;Berkelland;2020;10824.0;247.0;10909.0;249.0
270;Totaal;Berkelland;2021;11271.0;257.0;11321.0;258.0
271;Totaal;Berkelland;2022;11200.0;255.0;12391.0;283.0
272;Totaal;Berkelland;2023;12764.0;290.0;12751.0;290.0
273;Totaal;Bernheze;2017;3366.0;111.0;3174.0;105.0
274;Totaal;Bernheze;2018;4199.0;137.0;4118.0;135.0
275;Totaal;Bernheze;2019;4869.0;158.0;4945.0;161.0
276;Totaal;Bernheze;2020;5104.0;163.0;5199.0;166.0
277;Totaal;Bernheze;2021;5681.0;181.0;5670.0;180.0
278;Totaal;Bernheze;2022;6103.0;192.0;6073.0;191.0
279;Totaal;Bernheze;2023;6690.0;207.0;6716.0;208.0
280;Totaal;Best;2017;4437.0;152.0;3156.0;108.0
281;Totaal;Best;2018;4289.0;145.0;3371.0;114.0
282;Totaal;Best;2019;5095.0;171.0;3932.0;132.0
283;Totaal;Best;2020;5313.0;177.0;4836.0;161.0
284;Totaal;Best;2021;5532.0;183.0;5228.0;173.0
285;Totaal;Best;2022;5677.0;185.0;4970.0;162.0
286;Totaal;Best;2023;5410.0;175.0;5432.0;176.0
287;Totaal;Beuningen;2017;;;;
288;Totaal;Beuningen;2018;;;;
289;Totaal;Beuningen;2019;;;;
290;Totaal;Beuningen;2020;;;;
291;Totaal;Beuningen;2021;4329.0;166.0;4524.0;173.0
292;Totaal;Beuningen;2022;5390.0;205.0;5441.0;207.0
293;Totaal;Beuningen;2023;6049.0;228.0;5926.0;223.0
294;Totaal;Beverwijk;2017;;;;
295;Totaal;Beverwijk;2018;6671.0;162.0;6411.0;156.0
296;Totaal;Beverwijk;2019;7084.0;172.0;6962.0;169.0
297;Totaal;Beverwijk;2020;7572.0;182.0;7814.0;188.0
298;Totaal;Beverwijk;2021;8426.0;201.0;8660.0;207.0
299;Totaal;Beverwijk;2022;8980.0;213.0;9098.0;216.0
300;Totaal;Beverwijk;2023;10068.0;236.0;9269.0;217.0
301;Totaal;het Bildt;2017;1432.0;136.0;1415.0;135.0
302;Totaal;het Bildt;2018;;;;
303;Totaal;het Bildt;2019;;;;
304;Totaal;het Bildt;2020;;;;
305;Totaal;het Bildt;2021;;;;
306;Totaal;het Bildt;2022;;;;
307;Totaal;het Bildt;2023;;;;
308;Totaal;De Bilt;2017;;;;
309;Totaal;De Bilt;2018;5589.0;130.0;5094.0;119.0
310;Totaal;De Bilt;2019;6588.0;154.0;6820.0;159.0
311;Totaal;De Bilt;2020;7373.0;171.0;6983.0;162.0
312;Totaal;De Bilt;2021;7735.0;178.0;7358.0;170.0
313;Totaal;De Bilt;2022;7328.0;168.0;7120.0;164.0
314;Totaal;De Bilt;2023;7524.0;171.0;7738.0;176.0
315;Totaal;Binnenmaas;2017;2995.0;103.0;3180.0;109.0
316;Totaal;Binnenmaas;2018;3111.0;107.0;3370.0;116.0
317;Totaal;Binnenmaas;2019;;;;
318;Totaal;Binnenmaas;2020;;;;
319;Totaal;Binnenmaas;2021;;;;
320;Totaal;Binnenmaas;2022;;;;
321;Totaal;Binnenmaas;2023;;;;
322;Totaal;Bladel;2017;;;;
323;Totaal;Bladel;2018;3315.0;165.0;3398.0;169.0
324;Totaal;Bladel;2019;3905.0;194.0;3930.0;195.0
325;Totaal;Bladel;2020;4269.0;209.0;4296.0;211.0
326;Totaal;Bladel;2021;4650.0;227.0;4835.0;236.0
327;Totaal;Bladel;2022;5028.0;243.0;4720.0;228.0
328;Totaal;Bladel;2023;5275.0;251.0;4831.0;230.0
329;Totaal;Blaricum;2017;;;;
330;Totaal;Blaricum;2018;837.0;78.0;935.0;87.0
331;Totaal;Blaricum;2019;915.0;82.0;1205.0;108.0
332;Totaal;Blaricum;2020;1255.0;109.0;1313.0;114.0
333;Totaal;Blaricum;2021;1398.0;117.0;1342.0;112.0
334;Totaal;Blaricum;2022;1666.0;135.0;1370.0;111.0
335;Totaal;Blaricum;2023;1761.0;141.0;1395.0;112.0
336;Totaal;Bloemendaal;2017;2413.0;106.0;2632.0;115.0
337;Totaal;Bloemendaal;2018;2808.0;121.0;2634.0;114.0
338;Totaal;Bloemendaal;2019;3189.0;136.0;3393.0;145.0
339;Totaal;Bloemendaal;2020;;;;
340;Totaal;Bloemendaal;2021;3458.0;147.0;3889.0;166.0
341;Totaal;Bloemendaal;2022;4347.0;183.0;4022.0;169.0
342;Totaal;Bloemendaal;2023;4588.0;192.0;4747.0;198.0
343;Totaal;Bodegraven-Reeuwijk;2017;;;;
344;Totaal;Bodegraven-Reeuwijk;2018;3552.0;105.0;4456.0;131.0
345;Totaal;Bodegraven-Reeuwijk;2019;3552.0;103.0;4483.0;130.0
346;Totaal;Bodegraven-Reeuwijk;2020;3845.0;110.0;4764.0;137.0
347;Totaal;Bodegraven-Reeuwijk;2021;4197.0;119.0;4824.0;137.0
348;Totaal;Bodegraven-Reeuwijk;2022;4795.0;134.0;4642.0;130.0
349;Totaal;Bodegraven-Reeuwijk;2023;;;;
350;Totaal;Boekel;2017;;;;
351;Totaal;Boekel;2018;1393.0;133.0;1339.0;127.0
352;Totaal;Boekel;2019;1528.0;144.0;1611.0;152.0
353;Totaal;Boekel;2020;1715.0;159.0;1881.0;174.0
354;Totaal;Boekel;2021;1920.0;175.0;1828.0;167.0
355;Totaal;Boekel;2022;1955.0;177.0;1936.0;176.0
356;Totaal;Boekel;2023;2275.0;204.0;2382.0;213.0
357;Totaal;Ten Boer;2017;;;;
358;Totaal;Ten Boer;2018;751.0;103.0;606.0;83.0
359;Totaal;Ten Boer;2019;;;;
360;Totaal;Ten Boer;2020;;;;
361;Totaal;Ten Boer;2021;;;;
362;Totaal;Ten Boer;2022;;;;
363;Totaal;Ten Boer;2023;;;;
364;Totaal;Borger-Odoorn;2017;3126.0;123.0;3766.0;149.0
365;Totaal;Borger-Odoorn;2018;5450.0;215.0;5407.0;213.0
366;Totaal;Borger-Odoorn;2019;5419.0;214.0;5613.0;221.0
367;Totaal;Borger-Odoorn;2020;5884.0;230.0;6193.0;242.0
368;Totaal;Borger-Odoorn;2021;6243.0;244.0;6040.0;236.0
369;Totaal;Borger-Odoorn;2022;5911.0;230.0;5833.0;227.0
370;Totaal;Borger-Odoorn;2023;6422.0;248.0;6613.0;255.0
371;Totaal;Borne;2017;;;;
372;Totaal;Borne;2018;4450.0;192.0;3801.0;164.0
373;Totaal;Borne;2019;2920.0;126.0;4769.0;205.0
374;Totaal;Borne;2020;5905.0;253.0;5030.0;216.0
375;Totaal;Borne;2021;5221.0;221.0;5369.0;227.0
376;Totaal;Borne;2022;5729.0;239.0;5646.0;235.0
377;Totaal;Borne;2023;6031.0;246.0;6131.0;250.0
378;Totaal;Borsele;2017;;;3150.0;139.0
379;Totaal;Borsele;2018;3019.0;133.0;3262.0;144.0
380;Totaal;Borsele;2019;3269.0;143.0;3933.0;173.0
381;Totaal;Borsele;2020;;;4566.0;201.0
382;Totaal;Borsele;2021;;;4835.0;212.0
383;Totaal;Borsele;2022;;;4812.0;211.0
384;Totaal;Borsele;2023;;;5837.0;252.0
385;Totaal;Boxmeer;2017;4148.0;144.0;3971.0;138.0
386;Totaal;Boxmeer;2018;4646.0;161.0;4309.0;149.0
387;Totaal;Boxmeer;2019;4773.0;164.0;4831.0;166.0
388;Totaal;Boxmeer;2020;5248.0;179.0;4909.0;167.0
389;Totaal;Boxmeer;2021;5466.0;185.0;5483.0;185.0
390;Totaal;Boxmeer;2022;;;;
391;Totaal;Boxmeer;2023;;;;
392;Totaal;Boxtel;2017;5971.0;195.0;6058.0;198.0
393;Totaal;Boxtel;2018;6201.0;202.0;6136.0;200.0
394;Totaal;Boxtel;2019;6517.0;212.0;6811.0;222.0
395;Totaal;Boxtel;2020;7528.0;244.0;6826.0;222.0
396;Totaal;Boxtel;2021;8528.0;259.0;7906.0;240.0
397;Totaal;Boxtel;2022;8389.0;253.0;7040.0;213.0
398;Totaal;Boxtel;2023;8771.0;260.0;7426.0;220.0
399;Totaal;Breda;2017;;;59078.0;324.0
400;Totaal;Breda;2018;;;65260.0;356.0
401;Totaal;Breda;2019;;;67971.0;370.0
402;Totaal;Breda;2020;69416.0;377.0;73143.0;397.0
403;Totaal;Breda;2021;64856.0;352.0;67088.0;364.0
404;Totaal;Breda;2022;67689.0;366.0;63299.0;343.0
405;Totaal;Breda;2023;69551.0;373.0;62912.0;337.0
406;Totaal;Brielle;2017;2272.0;135.0;1814.0;108.0
407;Totaal;Brielle;2018;1342.0;79.0;1482.0;87.0
408;Totaal;Brielle;2019;1939.0;113.0;2202.0;128.0
409;Totaal;Brielle;2020;2181.0;126.0;2135.0;124.0
410;Totaal;Brielle;2021;2621.0;150.0;2427.0;139.0
411;Totaal;Brielle;2022;2426.0;137.0;2380.0;134.0
412;Totaal;Brielle;2023;;;;
413;Totaal;Bronckhorst;2017;6680.0;183.0;6138.0;169.0
414;Totaal;Bronckhorst;2018;6416.0;176.0;7076.0;195.0
415;Totaal;Bronckhorst;2019;8103.0;224.0;7866.0;217.0
416;Totaal;Bronckhorst;2020;7531.0;209.0;7592.0;211.0
417;Totaal;Bronckhorst;2021;7819.0;217.0;7815.0;217.0
418;Totaal;Bronckhorst;2022;8653.0;240.0;8562.0;237.0
419;Totaal;Bronckhorst;2023;8717.0;240.0;8913.0;246.0
420;Totaal;Brummen;2017;;;;
421;Totaal;Brummen;2018;4341.0;209.0;4560.0;220.0
422;Totaal;Brummen;2019;4521.0;218.0;5549.0;268.0
423;Totaal;Brummen;2020;5001.0;241.0;5595.0;270.0
424;Totaal;Brummen;2021;5612.0;269.0;5107.0;245.0
425;Totaal;Brummen;2022;5606.0;268.0;4791.0;229.0
426;Totaal;Brummen;2023;5384.0;255.0;4568.0;216.0
427;Totaal;Brunssum;2017;;;;
428;Totaal;Brunssum;2018;9662.0;342.0;9258.0;328.0
429;Totaal;Brunssum;2019;9468.0;337.0;9430.0;336.0
430;Totaal;Brunssum;2020;;;;
431;Totaal;Brunssum;2021;8535.0;308.0;8023.0;290.0
432;Totaal;Brunssum;2022;8668.0;313.0;8621.0;312.0
433;Totaal;Brunssum;2023;9071.0;328.0;8983.0;324.0
434;Totaal;Bunnik;2017;1718.0;113.0;1452.0;96.0
435;Totaal;Bunnik;2018;1682.0;111.0;1794.0;118.0
436;Totaal;Bunnik;2019;1889.0;124.0;2093.0;138.0
