ID;Geslacht;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;WerkzameBeroepsbevolking_1
42;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2011 3e kwartaal;8301
43;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2011 4e kwartaal;8327
44;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2011;8280
45;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2012 1e kwartaal;8283
46;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2012 2e kwartaal;8327
47;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2012 3e kwartaal;8368
48;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2012 4e kwartaal;8341
49;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2012;8330
50;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2013 1e kwartaal;8259
51;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2013 2e kwartaal;8273
52;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2013 3e kwartaal;8280
53;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2013 4e kwartaal;8254
54;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2013;8266
55;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2014 1e kwartaal;8146
56;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2014 2e kwartaal;8190
57;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2014 3e kwartaal;8251
58;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2014 4e kwartaal;8270
59;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2014;8214
60;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2015 1e kwartaal;8235
61;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2015 2e kwartaal;8296
62;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2015 3e kwartaal;8332
63;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2015 4e kwartaal;8311
64;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2015;8294
65;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2016 1e kwartaal;8287
66;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2016 2e kwartaal;8386
67;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2016 3e kwartaal;8461
68;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2016 4e kwartaal;8478
69;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2016;8403
70;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017 1e kwartaal;8474
71;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017 2e kwartaal;8553
72;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017 3e kwartaal;8638
73;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017 4e kwartaal;8651
74;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017;8579
75;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018 1e kwartaal;8654
76;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018 2e kwartaal;8747
77;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018 3e kwartaal;8835
78;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018 4e kwartaal;8862
79;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018;8774
80;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019 1e kwartaal;8866
81;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019 2e kwartaal;8941
82;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019 3e kwartaal;8992
83;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019 4e kwartaal;9012
84;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019;8953
85;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020 1e kwartaal;9014
86;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020 2e  kwartaal;8882
87;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020 3e kwartaal;8936
88;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020 4e kwartaal;8973
89;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020;8951
90;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021 1e kwartaal;9135
91;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021 2e kwartaal;9207
92;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021 3e kwartaal;9309
93;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021 4e kwartaal;9370
94;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021;9255
95;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2022 1e kwartaal;9412
96;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2003 1e kwartaal;1046
97;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2003 2e kwartaal;1047
98;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2003 3e kwartaal;1058
99;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2003 4e kwartaal;1042
100;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2003;1048
101;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2004 1e kwartaal;1037
102;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2004 2e kwartaal;1036
103;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2004 3e kwartaal;1051
104;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2004 4e kwartaal;1057
105;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2004;1045
106;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2005 1e kwartaal;1037
107;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2005 2e kwartaal;1047
108;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2005 3e kwartaal;1048
109;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2005 4e kwartaal;1045
110;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2005;1044
111;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2006 1e kwartaal;1025
112;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2006 2e kwartaal;1020
113;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2006 3e kwartaal;1022
114;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2006 4e kwartaal;1025
115;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2006;1023
116;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2007 1e kwartaal;1015
117;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2007 2e kwartaal;1039
118;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2007 3e kwartaal;1051
119;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2007 4e kwartaal;1039
120;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2007;1036
121;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2008 1e kwartaal;1036
122;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2008 2e kwartaal;1058
123;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2008 3e kwartaal;1052
124;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2008 4e kwartaal;1038
125;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2008;1046
126;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2009 1e kwartaal;1020
127;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2009 2e kwartaal;1003
128;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2009 3e kwartaal;998
129;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2009 4e kwartaal;983
130;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2009;1001
131;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2010 1e kwartaal;984
132;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2010 2e kwartaal;980
133;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2010 3e kwartaal;970
134;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2010 4e kwartaal;972
135;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2010;977
136;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2011 1e kwartaal;964
137;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2011 2e kwartaal;949
138;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2011 3e kwartaal;952
139;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2011 4e kwartaal;958
140;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2011;956
141;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2012 1e kwartaal;941
142;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2012 2e kwartaal;949
143;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2012 3e kwartaal;980
144;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2012 4e kwartaal;947
145;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2012;954
146;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013 1e kwartaal;872
147;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013 2e kwartaal;867
148;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013 3e kwartaal;864
149;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013 4e kwartaal;863
150;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013;866
151;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014 1e kwartaal;847
152;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014 2e kwartaal;846
153;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014 3e kwartaal;858
154;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014 4e kwartaal;842
155;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014;848
156;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015 1e kwartaal;855
157;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015 2e kwartaal;867
158;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015 3e kwartaal;888
159;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015 4e kwartaal;903
160;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015;878
161;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016 1e kwartaal;883
162;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016 2e kwartaal;895
163;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016 3e kwartaal;906
164;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016 4e kwartaal;892
165;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016;894
166;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017 1e kwartaal;877
167;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017 2e kwartaal;888
168;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017 3e kwartaal;887
169;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017 4e kwartaal;896
170;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017;887
171;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018 1e kwartaal;889
172;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018 2e kwartaal;910
173;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018 3e kwartaal;905
174;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018 4e kwartaal;912
175;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018;904
176;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019 1e kwartaal;897
177;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019 2e kwartaal;919
178;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019 3e kwartaal;915
179;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019 4e kwartaal;919
180;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019;912
181;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020 1e kwartaal;914
182;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020 2e  kwartaal;897
183;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020 3e kwartaal;900
184;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020 4e kwartaal;883
185;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020;898
186;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021 1e kwartaal;852
187;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021 2e kwartaal;860
188;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021 3e kwartaal;891
189;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021 4e kwartaal;871
190;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021;868
191;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2022 1e kwartaal;882
192;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2003 1e kwartaal;1544
193;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2003 2e kwartaal;1534
194;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2003 3e kwartaal;1537
195;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2003 4e kwartaal;1531
196;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2003;1537
197;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2004 1e kwartaal;1521
198;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2004 2e kwartaal;1522
199;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2004 3e kwartaal;1565
200;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2004 4e kwartaal;1562
201;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2004;1542
202;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2005 1e kwartaal;1539
203;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2005 2e kwartaal;1552
204;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2005 3e kwartaal;1559
205;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2005 4e kwartaal;1560
206;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2005;1553
207;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2006 1e kwartaal;1532
208;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2006 2e kwartaal;1539
209;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2006 3e kwartaal;1537
210;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2006 4e kwartaal;1541
211;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2006;1537
212;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2007 1e kwartaal;1538
213;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2007 2e kwartaal;1560
214;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2007 3e kwartaal;1576
215;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2007 4e kwartaal;1564
216;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2007;1559
217;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2008 1e kwartaal;1562
218;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2008 2e kwartaal;1600
219;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2008 3e kwartaal;1604
220;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2008 4e kwartaal;1590
221;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2008;1589
222;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2009 1e kwartaal;1574
223;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2009 2e kwartaal;1555
224;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2009 3e kwartaal;1526
225;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2009 4e kwartaal;1501
226;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2009;1539
227;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2010 1e kwartaal;1495
228;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2010 2e kwartaal;1477
229;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2010 3e kwartaal;1458
230;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2010 4e kwartaal;1470
231;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2010;1475
232;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2011 1e kwartaal;1462
233;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2011 2e kwartaal;1440
234;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2011 3e kwartaal;1432
235;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2011 4e kwartaal;1441
236;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2011;1444
237;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2012 1e kwartaal;1424
238;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2012 2e kwartaal;1440
239;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2012 3e kwartaal;1473
240;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2012 4e kwartaal;1429
241;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2012;1442
242;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013 1e kwartaal;1305
243;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013 2e kwartaal;1291
244;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013 3e kwartaal;1287
245;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013 4e kwartaal;1288
246;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013;1293
247;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014 1e kwartaal;1252
248;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014 2e kwartaal;1249
249;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014 3e kwartaal;1253
250;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014 4e kwartaal;1253
251;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014;1252
252;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015 1e kwartaal;1259
253;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015 2e kwartaal;1273
254;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015 3e kwartaal;1304
255;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015 4e kwartaal;1316
256;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015;1288
257;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016 1e kwartaal;1287
258;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016 2e kwartaal;1299
259;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016 3e kwartaal;1313
260;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016 4e kwartaal;1293
261;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016;1298
262;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017 1e kwartaal;1280
263;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017 2e kwartaal;1302
264;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017 3e kwartaal;1312
265;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017 4e kwartaal;1313
266;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017;1302
267;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018 1e kwartaal;1301
268;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018 2e kwartaal;1314
269;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018 3e kwartaal;1318
270;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018 4e kwartaal;1327
271;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018;1315
