ID;Geslacht;Opleidingsclusters;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
14;Totaal mannen en vrouwen;0;MBO;Cohort 1998;16120.0;14.0;46.0;60.0;65.0;67.0;69.0;;14.0;46.0;60.0;64.0;67.0;68.0;;14.0;45.0;58.0;62.0;63.0;64.0;;0.0;1.0;2.0;3.0;3.0;4.0;;0.0;0.0;0.0;0.0;0.0;1.0;;18.0;23.0;25.0;26.0;26.0;27.0;27.0;28.0;82.0;76.0;61.0;28.0;14.0;8.0;5.0;4.0;82.0;75.0;60.0;27.0;13.0;8.0;5.0;3.0;78.0;71.0;56.0;23.0;10.0;6.0;4.0;2.0;4.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
15;Totaal mannen en vrouwen;0;MBO;Cohort 1999;16060.0;16.0;47.0;59.0;64.0;66.0;;;16.0;47.0;59.0;64.0;66.0;;;15.0;46.0;57.0;61.0;62.0;;;0.0;1.0;2.0;3.0;4.0;;;0.0;0.0;0.0;0.0;0.0;;;19.0;24.0;26.0;26.0;27.0;27.0;28.0;;81.0;75.0;59.0;27.0;14.0;9.0;6.0;;80.0;74.0;58.0;26.0;13.0;8.0;5.0;;76.0;69.0;53.0;22.0;10.0;6.0;4.0;;4.0;5.0;5.0;4.0;3.0;2.0;2.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.0;
16;Totaal mannen en vrouwen;0;MBO;Cohort 2000;15170.0;17.0;48.0;59.0;64.0;;;;17.0;48.0;59.0;64.0;;;;17.0;47.0;57.0;61.0;;;;0.0;1.0;2.0;3.0;;;;0.0;0.0;0.0;0.0;;;;19.0;24.0;25.0;26.0;26.0;27.0;;;81.0;75.0;58.0;27.0;14.0;9.0;;;80.0;74.0;57.0;26.0;13.0;8.0;;;76.0;69.0;51.0;21.0;10.0;6.0;;;4.0;5.0;6.0;5.0;4.0;3.0;;;1.0;1.0;1.0;1.0;1.0;1.0;;
17;Totaal mannen en vrouwen;0;MBO;Cohort 2001;17270.0;18.0;48.0;60.0;;;;;18.0;48.0;60.0;;;;;17.0;46.0;57.0;;;;;0.0;1.0;3.0;;;;;0.0;0.0;0.0;;;;;19.0;23.0;24.0;25.0;26.0;;;;81.0;77.0;58.0;27.0;14.0;;;;81.0;76.0;57.0;27.0;14.0;;;;76.0;70.0;51.0;22.0;10.0;;;;5.0;6.0;6.0;5.0;3.0;;;;1.0;1.0;1.0;1.0;1.0;;;
18;Totaal mannen en vrouwen;0;MBO;Cohort 2002;16650.0;17.0;47.0;;;;;;17.0;47.0;;;;;;17.0;46.0;;;;;;0.0;1.0;;;;;;0.0;0.0;;;;;;16.0;20.0;22.0;23.0;;;;;84.0;79.0;61.0;30.0;;;;;84.0;78.0;60.0;29.0;;;;;78.0;71.0;53.0;23.0;;;;;6.0;7.0;7.0;6.0;;;;;1.0;1.0;1.0;1.0;;;;
19;Totaal mannen en vrouwen;0;MBO;Cohort 2003;20000.0;16.0;;;;;;;16.0;;;;;;;16.0;;;;;;;0.0;;;;;;;0.0;;;;;;;15.0;20.0;23.0;;;;;;84.0;79.0;61.0;;;;;;84.0;78.0;60.0;;;;;;79.0;72.0;54.0;;;;;;5.0;6.0;6.0;;;;;;1.0;1.0;1.0;;;;;
20;Totaal mannen en vrouwen;0;MBO;Cohort 2004;22140.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;22.0;;;;;;;84.0;78.0;;;;;;;83.0;77.0;;;;;;;78.0;71.0;;;;;;;6.0;6.0;;;;;;;0.0;1.0;;;;;;
21;Totaal mannen en vrouwen;0;MBO;Cohort 2005;23120.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;;;;;;;;83.0;;;;;;;;83.0;;;;;;;;77.0;;;;;;;;6.0;;;;;;;;1.0;;;;;;;
22;Totaal mannen en vrouwen;0;HAVO;Cohort 1995;22980.0;0.0;34.0;54.0;62.0;66.0;69.0;71.0;0.0;34.0;54.0;62.0;66.0;68.0;69.0;0.0;33.0;50.0;56.0;58.0;59.0;60.0;0.0;1.0;4.0;6.0;7.0;8.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;15.0;18.0;20.0;21.0;23.0;24.0;24.0;24.0;85.0;82.0;80.0;45.0;24.0;14.0;9.0;7.0;84.0;79.0;77.0;42.0;21.0;12.0;8.0;5.0;76.0;70.0;66.0;32.0;14.0;7.0;4.0;3.0;8.0;10.0;11.0;10.0;7.0;5.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0
23;Totaal mannen en vrouwen;0;HAVO;Cohort 1996;25730.0;1.0;36.0;55.0;63.0;68.0;70.0;72.0;1.0;36.0;55.0;63.0;67.0;69.0;71.0;1.0;35.0;51.0;57.0;60.0;61.0;62.0;0.0;1.0;4.0;6.0;7.0;8.0;8.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;14.0;17.0;19.0;21.0;21.0;22.0;23.0;23.0;86.0;83.0;80.0;43.0;24.0;15.0;10.0;7.0;85.0;80.0;78.0;41.0;21.0;13.0;8.0;6.0;77.0;71.0;67.0;31.0;15.0;8.0;5.0;3.0;8.0;10.0;10.0;9.0;7.0;4.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0
24;Totaal mannen en vrouwen;0;HAVO;Cohort 1997;26840.0;0.0;35.0;54.0;63.0;68.0;71.0;73.0;0.0;35.0;54.0;63.0;67.0;70.0;71.0;0.0;34.0;51.0;57.0;60.0;61.0;62.0;0.0;1.0;4.0;6.0;7.0;8.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;13.0;17.0;19.0;20.0;21.0;21.0;21.0;22.0;87.0;83.0;80.0;44.0;25.0;16.0;11.0;7.0;85.0;81.0;78.0;42.0;22.0;13.0;9.0;6.0;77.0;70.0;67.0;32.0;15.0;8.0;5.0;3.0;8.0;10.0;11.0;10.0;7.0;5.0;4.0;3.0;1.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0
25;Totaal mannen en vrouwen;0;HAVO;Cohort 1998;28310.0;1.0;36.0;54.0;63.0;68.0;71.0;;1.0;36.0;54.0;62.0;67.0;69.0;;1.0;35.0;51.0;57.0;60.0;61.0;;0.0;1.0;3.0;5.0;7.0;8.0;;0.0;0.0;0.0;1.0;1.0;2.0;;14.0;18.0;20.0;20.0;20.0;20.0;21.0;22.0;86.0;82.0;80.0;44.0;26.0;17.0;11.0;7.0;85.0;79.0;77.0;41.0;23.0;14.0;9.0;6.0;77.0;69.0;66.0;31.0;15.0;8.0;5.0;3.0;8.0;10.0;10.0;10.0;8.0;6.0;4.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;1.0
26;Totaal mannen en vrouwen;0;HAVO;Cohort 1999;32530.0;1.0;35.0;53.0;62.0;67.0;;;1.0;35.0;53.0;61.0;66.0;;;1.0;34.0;50.0;56.0;59.0;;;0.0;1.0;3.0;6.0;7.0;;;0.0;0.0;0.0;1.0;2.0;;;15.0;19.0;20.0;20.0;20.0;20.0;21.0;;85.0;81.0;79.0;45.0;27.0;17.0;11.0;;83.0;78.0;76.0;42.0;24.0;15.0;9.0;;75.0;67.0;65.0;31.0;15.0;9.0;5.0;;8.0;10.0;11.0;11.0;8.0;6.0;4.0;;2.0;3.0;3.0;4.0;3.0;3.0;2.0;
27;Totaal mannen en vrouwen;0;HAVO;Cohort 2000;34540.0;1.0;34.0;52.0;62.0;;;;1.0;34.0;52.0;60.0;;;;1.0;33.0;48.0;54.0;;;;0.0;1.0;4.0;6.0;;;;0.0;0.0;1.0;1.0;;;;15.0;18.0;19.0;19.0;19.0;20.0;;;85.0;82.0;80.0;48.0;29.0;19.0;;;83.0;78.0;76.0;43.0;25.0;16.0;;;74.0;67.0;64.0;31.0;16.0;9.0;;;9.0;11.0;12.0;12.0;9.0;7.0;;;2.0;3.0;4.0;4.0;4.0;3.0;;
28;Totaal mannen en vrouwen;0;HAVO;Cohort 2001;29380.0;1.0;35.0;54.0;;;;;1.0;34.0;53.0;;;;;1.0;34.0;49.0;;;;;0.0;1.0;4.0;;;;;0.0;0.0;1.0;;;;;14.0;16.0;16.0;16.0;17.0;;;;86.0;84.0;83.0;49.0;29.0;;;;84.0;80.0;79.0;45.0;26.0;;;;75.0;68.0;65.0;32.0;16.0;;;;9.0;13.0;13.0;13.0;10.0;;;;2.0;4.0;4.0;4.0;3.0;;;
29;Totaal mannen en vrouwen;0;HAVO;Cohort 2002;30480.0;1.0;35.0;;;;;;1.0;34.0;;;;;;1.0;34.0;;;;;;0.0;1.0;;;;;;0.0;0.0;;;;;;12.0;15.0;16.0;17.0;;;;;88.0;85.0;84.0;49.0;;;;;86.0;81.0;79.0;45.0;;;;;74.0;68.0;65.0;31.0;;;;;11.0;14.0;14.0;14.0;;;;;2.0;4.0;4.0;4.0;;;;
30;Totaal mannen en vrouwen;0;HAVO;Cohort 2003;33260.0;1.0;;;;;;;1.0;;;;;;;1.0;;;;;;;0.0;;;;;;;0.0;;;;;;;11.0;14.0;16.0;;;;;;89.0;86.0;84.0;;;;;;86.0;82.0;80.0;;;;;;75.0;68.0;66.0;;;;;;11.0;14.0;14.0;;;;;;2.0;4.0;4.0;;;;;
31;Totaal mannen en vrouwen;0;HAVO;Cohort 2004;34930.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;15.0;;;;;;;88.0;85.0;;;;;;;86.0;81.0;;;;;;;75.0;67.0;;;;;;;11.0;14.0;;;;;;;2.0;3.0;;;;;;
32;Totaal mannen en vrouwen;0;HAVO;Cohort 2005;35300.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;;;;;;;;87.0;;;;;;;;85.0;;;;;;;;72.0;;;;;;;;13.0;;;;;;;;2.0;;;;;;;
33;Totaal mannen en vrouwen;0;VWO;Cohort 1995;12570.0;1.0;48.0;68.0;75.0;79.0;81.0;82.0;1.0;48.0;67.0;73.0;75.0;77.0;77.0;1.0;46.0;64.0;68.0;70.0;71.0;71.0;0.0;2.0;3.0;5.0;5.0;6.0;6.0;0.0;0.0;1.0;2.0;3.0;4.0;4.0;6.0;8.0;10.0;12.0;13.0;14.0;15.0;15.0;94.0;91.0;89.0;40.0;19.0;11.0;7.0;5.0;88.0;85.0;82.0;34.0;13.0;7.0;4.0;3.0;84.0;79.0;76.0;29.0;10.0;5.0;3.0;2.0;4.0;6.0;7.0;5.0;3.0;2.0;1.0;1.0;5.0;6.0;6.0;6.0;5.0;4.0;3.0;2.0
34;Totaal mannen en vrouwen;0;VWO;Cohort 1996;12450.0;2.0;50.0;69.0;76.0;80.0;83.0;84.0;2.0;50.0;68.0;74.0;77.0;79.0;79.0;2.0;49.0;65.0;70.0;72.0;73.0;74.0;0.0;1.0;3.0;4.0;5.0;5.0;6.0;0.0;0.0;1.0;2.0;3.0;4.0;5.0;5.0;8.0;10.0;11.0;12.0;12.0;12.0;13.0;94.0;92.0;88.0;39.0;20.0;11.0;7.0;5.0;89.0;86.0;82.0;33.0;14.0;7.0;5.0;3.0;85.0;80.0;76.0;28.0;11.0;6.0;3.0;2.0;4.0;6.0;6.0;5.0;3.0;2.0;1.0;1.0;5.0;6.0;6.0;6.0;5.0;4.0;3.0;2.0
35;Totaal mannen en vrouwen;0;VWO;Cohort 1997;11440.0;2.0;50.0;68.0;76.0;80.0;83.0;84.0;2.0;50.0;68.0;74.0;76.0;78.0;79.0;2.0;49.0;65.0;70.0;72.0;73.0;73.0;0.0;1.0;3.0;4.0;5.0;5.0;6.0;0.0;0.0;0.0;2.0;4.0;5.0;6.0;6.0;8.0;9.0;10.0;11.0;11.0;12.0;12.0;94.0;92.0;88.0;39.0;21.0;13.0;8.0;5.0;88.0;85.0;81.0;32.0;14.0;8.0;5.0;3.0;83.0;79.0;75.0;27.0;11.0;5.0;3.0;2.0;5.0;6.0;6.0;5.0;3.0;2.0;2.0;1.0;6.0;7.0;7.0;7.0;7.0;5.0;3.0;2.0
36;Totaal mannen en vrouwen;0;VWO;Cohort 1998;10710.0;3.0;50.0;67.0;75.0;80.0;82.0;;3.0;50.0;67.0;72.0;75.0;77.0;;3.0;49.0;64.0;69.0;71.0;72.0;;0.0;1.0;3.0;4.0;5.0;5.0;;0.0;0.0;1.0;2.0;4.0;6.0;;6.0;9.0;10.0;11.0;11.0;11.0;12.0;12.0;94.0;91.0;86.0;39.0;22.0;14.0;8.0;5.0;87.0;83.0;78.0;31.0;14.0;8.0;5.0;3.0;83.0;78.0;73.0;26.0;11.0;6.0;3.0;2.0;4.0;5.0;6.0;5.0;4.0;3.0;2.0;1.0;6.0;8.0;8.0;8.0;7.0;6.0;3.0;2.0
37;Totaal mannen en vrouwen;0;VWO;Cohort 1999;10390.0;4.0;52.0;69.0;77.0;81.0;;;4.0;52.0;68.0;74.0;77.0;;;4.0;51.0;66.0;70.0;72.0;;;0.0;1.0;3.0;4.0;5.0;;;0.0;0.0;1.0;3.0;5.0;;;6.0;8.0;9.0;9.0;9.0;10.0;11.0;;94.0;92.0;88.0;39.0;22.0;13.0;8.0;;87.0;84.0;79.0;31.0;14.0;8.0;5.0;;83.0;78.0;73.0;25.0;10.0;5.0;3.0;;4.0;5.0;6.0;5.0;4.0;3.0;2.0;;7.0;8.0;9.0;9.0;8.0;6.0;3.0;
38;Totaal mannen en vrouwen;0;VWO;Cohort 2000;9640.0;5.0;52.0;69.0;78.0;;;;5.0;51.0;67.0;73.0;;;;5.0;50.0;64.0;69.0;;;;0.0;1.0;3.0;5.0;;;;0.0;1.0;2.0;4.0;;;;6.0;8.0;8.0;9.0;9.0;10.0;;;94.0;92.0;87.0;40.0;21.0;12.0;;;86.0;83.0;78.0;31.0;14.0;8.0;;;82.0;77.0;71.0;25.0;11.0;5.0;;;4.0;6.0;7.0;6.0;4.0;2.0;;;7.0;9.0;9.0;9.0;7.0;4.0;;
39;Totaal mannen en vrouwen;0;VWO;Cohort 2001;8760.0;5.0;51.0;70.0;;;;;5.0;50.0;67.0;;;;;5.0;49.0;64.0;;;;;0.0;1.0;3.0;;;;;0.0;1.0;3.0;;;;;6.0;8.0;9.0;9.0;10.0;;;;93.0;92.0;86.0;39.0;20.0;;;;86.0;83.0;77.0;32.0;14.0;;;;83.0;77.0;71.0;26.0;10.0;;;;4.0;6.0;6.0;5.0;4.0;;;;7.0;9.0;9.0;8.0;5.0;;;
40;Totaal mannen en vrouwen;0;VWO;Cohort 2002;8270.0;6.0;53.0;;;;;;6.0;52.0;;;;;;6.0;51.0;;;;;;0.0;1.0;;;;;;0.0;1.0;;;;;;5.0;7.0;8.0;9.0;;;;;95.0;93.0;86.0;38.0;;;;;87.0;84.0;77.0;30.0;;;;;83.0;78.0;71.0;25.0;;;;;4.0;6.0;6.0;5.0;;;;;7.0;9.0;9.0;7.0;;;;
41;Totaal mannen en vrouwen;0;VWO;Cohort 2003;8120.0;8.0;;;;;;;7.0;;;;;;;7.0;;;;;;;0.0;;;;;;;0.0;;;;;;;5.0;7.0;8.0;;;;;;95.0;93.0;84.0;;;;;;88.0;84.0;75.0;;;;;;83.0;78.0;69.0;;;;;;4.0;6.0;6.0;;;;;;7.0;9.0;9.0;;;;;
42;Totaal mannen en vrouwen;0;VWO;Cohort 2004;8200.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;8.0;;;;;;;94.0;92.0;;;;;;;87.0;83.0;;;;;;;83.0;77.0;;;;;;;4.0;5.0;;;;;;;7.0;9.0;;;;;;
43;Totaal mannen en vrouwen;0;VWO;Cohort 2005;8290.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;94.0;;;;;;;;86.0;;;;;;;;82.0;;;;;;;;4.0;;;;;;;;8.0;;;;;;;
