ID;Persoonskenmerken;RegioS;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpZonderVerblijf_2;AlleenJeugdhulpZonderVerblijf_3;JHzvEnJeugdhulpMetVerblijf_4;JHzvEnJeugdbeschermingJB_5;JHzvEnJeugdreclasseringJR_6;JHzvEnJBEnJR_7;JHzvEnAndereJeugdzorg_8;TotaalJeugdhulpMetVerblijf_9;AlleenJeugdhulpMetVerblijf_10;JHmvEnJeugdhulpZonderVerblijf_11;JHmvEnJeugdbeschermingJB_12;JHmvEnJeugdreclasseringJR_13;JHmvEnJBEnJR_14;JHmvEnAndereJeugdzorg_15;TotaalJeugdbescherming_16;AlleenJeugdbescherming_17;JBEnJeugdhulp_18;JBEnJeugdreclasseringJR_19;JBEnJeugdhulpEnJR_20;JBEnAndereJeugdzorg_21;TotaalJeugdreclassering_22;AlleenJeugdreclassering_23;JREnJeugdhulp_24;JREnJeugdbeschermingJB_25;JREnJeugdhulpEnJB_26;JREnAndereJeugdzorg_27
32;Totaal;West-Nederland (LD);2e halfjaar 2015;150770;136250.0;122610.0;4360.0;3500.0;1185.0;255.0;4340.0;16105.0;3545.0;4360.0;3685.0;80.0;95.0;4340.0;16195.0;4360.0;11135.0;135.0;570.0;;4765.0;2625.0;1435.0;135.0;570.0;
33;Totaal;West-Nederland (LD);2015;170770;155145.0;138460.0;5085.0;4490.0;1365.0;360.0;5385.0;18075.0;3645.0;5085.0;3760.0;90.0;110.0;5385.0;18970.0;4895.0;13065.0;210.0;800.0;;5620.0;2915.0;1695.0;210.0;800.0;
34;Totaal;West-Nederland (LD);1e halfjaar 2016;158510;142880.0;130045.0;4340.0;3545.0;1205.0;225.0;3525.0;16855.0;4265.0;4340.0;4515.0;95.0;115.0;3525.0;15845.0;3970.0;11220.0;110.0;545.0;;4670.0;2560.0;1455.0;110.0;545.0;
35;Totaal;West-Nederland (LD);2e halfjaar 2016;168185;153350.0;139485.0;4750.0;3830.0;1315.0;225.0;3750.0;17330.0;4300.0;4750.0;4330.0;100.0;105.0;3750.0;15765.0;3600.0;11540.0;90.0;530.0;;4510.0;2305.0;1580.0;90.0;530.0;
36;Totaal;West-Nederland (LD);2016;192075;176685.0;159545.0;5820.0;4600.0;1550.0;290.0;4880.0;19270.0;4085.0;5820.0;4280.0;90.0;115.0;4880.0;18040.0;4000.0;13165.0;115.0;755.0;;5460.0;2705.0;1885.0;115.0;755.0;
37;Totaal;West-Nederland (LD);1e halfjaar 2017;167390;153105.0;138465.0;5175.0;4085.0;1300.0;220.0;3870.0;17545.0;4185.0;5175.0;4125.0;90.0;100.0;3870.0;15845.0;3475.0;11750.0;125.0;495.0;;4345.0;2180.0;1545.0;125.0;495.0;
38;Totaal;West-Nederland (LD);2e halfjaar 2017;171080;157200.0;142010.0;5415.0;4160.0;1250.0;215.0;4155.0;17865.0;4135.0;5415.0;3980.0;105.0;80.0;4155.0;15920.0;3400.0;11920.0;110.0;490.0;;4200.0;2070.0;1530.0;110.0;490.0;
39;Totaal;West-Nederland (LD);2017;199035;185050.0;166120.0;6640.0;5100.0;1615.0;295.0;5275.0;19920.0;3895.0;6640.0;3920.0;95.0;95.0;5275.0;18070.0;3505.0;13745.0;125.0;690.0;;5130.0;2350.0;1965.0;125.0;690.0;
40;Totaal;Zuid-Nederland (LD);1e kwartaal 2015;54315;47940.0;42380.0;1645.0;1640.0;290.0;70.0;1915.0;6575.0;1430.0;1645.0;1505.0;45.0;35.0;1915.0;7440.0;2270.0;4940.0;70.0;160.0;;1650.0;1025.0;395.0;70.0;160.0;
41;Totaal;Zuid-Nederland (LD);1e halfjaar 2015;62185;55920.0;49345.0;1980.0;1935.0;335.0;90.0;2235.0;7135.0;1410.0;1980.0;1415.0;45.0;45.0;2235.0;7880.0;2170.0;5420.0;70.0;220.0;;1855.0;1105.0;465.0;70.0;220.0;
42;Totaal;Zuid-Nederland (LD);2e halfjaar 2015;66510;60960.0;54000.0;2125.0;2060.0;380.0;90.0;2305.0;7085.0;1280.0;2125.0;1295.0;45.0;35.0;2305.0;7575.0;1820.0;5500.0;55.0;200.0;;1785.0;1025.0;510.0;55.0;200.0;
43;Totaal;Zuid-Nederland (LD);2015;75770;69685.0;61360.0;2545.0;2385.0;455.0;115.0;2820.0;8100.0;1350.0;2545.0;1285.0;50.0;50.0;2820.0;8680.0;2085.0;6240.0;75.0;285.0;;2185.0;1195.0;635.0;75.0;285.0;
44;Totaal;Zuid-Nederland (LD);1e halfjaar 2016;65565;58540.0;52970.0;1670.0;1865.0;400.0;75.0;1560.0;7625.0;2300.0;1670.0;1970.0;55.0;65.0;1560.0;7130.0;1595.0;5295.0;55.0;185.0;;1735.0;985.0;510.0;55.0;185.0;
45;Totaal;Zuid-Nederland (LD);2e halfjaar 2016;68300;61530.0;55630.0;1865.0;1915.0;415.0;65.0;1640.0;7800.0;2355.0;1865.0;1840.0;50.0;50.0;1640.0;7020.0;1525.0;5260.0;55.0;180.0;;1665.0;895.0;540.0;55.0;180.0;
46;Totaal;Zuid-Nederland (LD);2016;78695;71740.0;64410.0;2330.0;2285.0;495.0;90.0;2125.0;8625.0;2225.0;2330.0;1825.0;55.0;65.0;2125.0;8015.0;1665.0;6025.0;60.0;265.0;;2035.0;1060.0;650.0;60.0;265.0;
47;Totaal;Zuid-Nederland (LD);1e halfjaar 2017;67305;60550.0;54515.0;1975.0;2100.0;345.0;60.0;1555.0;7850.0;2350.0;1975.0;1855.0;65.0;45.0;1555.0;7110.0;1500.0;5400.0;50.0;160.0;;1560.0;885.0;465.0;50.0;160.0;
48;Totaal;Zuid-Nederland (LD);2e halfjaar 2017;71215;64700.0;58260.0;2210.0;2215.0;365.0;65.0;1580.0;8015.0;2340.0;2210.0;1780.0;60.0;40.0;1580.0;7105.0;1440.0;5470.0;45.0;150.0;;1495.0;805.0;495.0;45.0;150.0;
49;Totaal;Zuid-Nederland (LD);2017;81135;74500.0;66615.0;2690.0;2550.0;460.0;85.0;2105.0;8900.0;2230.0;2690.0;1745.0;70.0;55.0;2105.0;7990.0;1500.0;6205.0;55.0;230.0;;1895.0;975.0;630.0;55.0;230.0;
50;Totaal;Groningen (PV);1e kwartaal 2015;11935;10745.0;9690.0;285.0;295.0;120.0;10.0;345.0;1290.0;285.0;285.0;360.0;15.0;;345.0;1310.0;320.0;960.0;;30.0;;400.0;210.0;155.0;;30.0;
51;Totaal;Groningen (PV);1e halfjaar 2015;13145;11970.0;10735.0;340.0;335.0;140.0;15.0;410.0;1395.0;275.0;340.0;350.0;15.0;;410.0;1390.0;310.0;1045.0;;35.0;;445.0;215.0;185.0;;35.0;
52;Totaal;Groningen (PV);2e halfjaar 2015;13590;12490.0;11205.0;365.0;355.0;145.0;15.0;405.0;1380.0;255.0;365.0;340.0;10.0;10.0;405.0;1385.0;285.0;1060.0;;35.0;;425.0;195.0;185.0;;35.0;
53;Totaal;Groningen (PV);2015;14955;13770.0;12270.0;425.0;400.0;160.0;20.0;495.0;1560.0;285.0;425.0;330.0;15.0;10.0;495.0;1520.0;310.0;1150.0;;55.0;;515.0;230.0;225.0;;55.0;
54;Totaal;Groningen (PV);1e halfjaar 2016;12455;11100.0;9880.0;420.0;290.0;120.0;10.0;375.0;1705.0;450.0;420.0;425.0;25.0;10.0;375.0;1345.0;255.0;1055.0;;25.0;;390.0;185.0;175.0;;25.0;
55;Totaal;Groningen (PV);2e halfjaar 2016;12950;11605.0;10270.0;475.0;315.0;140.0;10.0;395.0;1790.0;480.0;475.0;415.0;15.0;10.0;395.0;1370.0;250.0;1085.0;10.0;25.0;;390.0;165.0;190.0;10.0;25.0;
56;Totaal;Groningen (PV);2016;14325;12955.0;11410.0;550.0;350.0;160.0;10.0;475.0;1950.0;475.0;550.0;420.0;20.0;10.0;475.0;1480.0;250.0;1185.0;;35.0;;455.0;190.0;220.0;;35.0;
57;Totaal;Groningen (PV);1e halfjaar 2017;13850;12720.0;11165.0;585.0;335.0;155.0;15.0;465.0;1835.0;420.0;585.0;345.0;20.0;;465.0;1315.0;200.0;1090.0;;25.0;;385.0;140.0;220.0;;25.0;
58;Totaal;Groningen (PV);2e halfjaar 2017;14555;13470.0;11795.0;655.0;350.0;165.0;15.0;490.0;1905.0;420.0;655.0;320.0;20.0;;490.0;1320.0;190.0;1100.0;;25.0;;390.0;135.0;230.0;;25.0;
59;Totaal;Groningen (PV);2017;15950;14840.0;12930.0;735.0;390.0;195.0;20.0;575.0;2055.0;415.0;735.0;315.0;15.0;;575.0;1445.0;205.0;1205.0;;35.0;;465.0;155.0;275.0;;35.0;
60;Totaal;Friesland (PV);1e kwartaal 2015;11125;9625.0;8590.0;255.0;400.0;45.0;15.0;320.0;1420.0;355.0;255.0;475.0;10.0;;320.0;1705.0;495.0;1170.0;10.0;30.0;;255.0;150.0;65.0;10.0;30.0;
61;Totaal;Friesland (PV);1e halfjaar 2015;12700;11240.0;10005.0;320.0;430.0;60.0;15.0;410.0;1545.0;345.0;320.0;450.0;10.0;10.0;410.0;1775.0;475.0;1255.0;10.0;40.0;;305.0;165.0;95.0;10.0;40.0;
62;Totaal;Friesland (PV);2e halfjaar 2015;13210;11870.0;10485.0;390.0;455.0;75.0;;465.0;1620.0;315.0;390.0;430.0;15.0;;465.0;1765.0;430.0;1295.0;;35.0;;305.0;145.0;120.0;;35.0;
63;Totaal;Friesland (PV);2015;14875;13460.0;11850.0;445.0;505.0;80.0;15.0;565.0;1785.0;330.0;445.0;420.0;10.0;10.0;565.0;1945.0;465.0;1420.0;;55.0;;370.0;175.0;135.0;;55.0;
64;Totaal;Friesland (PV);1e halfjaar 2016;12235;10835.0;9455.0;405.0;450.0;75.0;10.0;440.0;1755.0;405.0;405.0;480.0;20.0;;440.0;1720.0;345.0;1325.0;;40.0;;295.0;140.0;110.0;;40.0;
65;Totaal;Friesland (PV);2e halfjaar 2016;12475;11090.0;9660.0;425.0;465.0;85.0;;450.0;1765.0;395.0;425.0;475.0;10.0;;450.0;1750.0;365.0;1345.0;;40.0;;290.0;130.0;120.0;;40.0;
66;Totaal;Friesland (PV);2016;14225;12840.0;11110.0;500.0;540.0;95.0;15.0;580.0;1945.0;395.0;500.0;450.0;15.0;10.0;580.0;1930.0;360.0;1505.0;;55.0;;350.0;150.0;140.0;;55.0;
67;Totaal;Friesland (PV);1e halfjaar 2017;14625;13345.0;11745.0;465.0;565.0;85.0;10.0;475.0;1790.0;395.0;465.0;440.0;10.0;;475.0;1775.0;295.0;1445.0;;35.0;;280.0;125.0;120.0;;35.0;
68;Totaal;Friesland (PV);2e halfjaar 2017;14730;13455.0;11840.0;490.0;565.0;75.0;15.0;470.0;1825.0;425.0;490.0;430.0;10.0;;470.0;1760.0;290.0;1430.0;10.0;30.0;;250.0;110.0;105.0;10.0;30.0;
69;Totaal;Friesland (PV);2017;16740;15495.0;13540.0;590.0;640.0;100.0;15.0;605.0;2015.0;395.0;590.0;405.0;10.0;;605.0;1935.0;290.0;1595.0;;50.0;;330.0;135.0;145.0;;50.0;
70;Totaal;Drenthe (PV);1e kwartaal 2015;9815;8980.0;8200.0;230.0;245.0;55.0;;245.0;860.0;145.0;230.0;225.0;10.0;;245.0;1020.0;310.0;695.0;;15.0;;240.0;140.0;85.0;;15.0;
71;Totaal;Drenthe (PV);1e halfjaar 2015;10865;10025.0;9140.0;270.0;265.0;60.0;;285.0;935.0;150.0;270.0;220.0;10.0;;285.0;1065.0;305.0;740.0;;15.0;;260.0;150.0;95.0;;15.0;
72;Totaal;Drenthe (PV);2e halfjaar 2015;11520;10685.0;9795.0;295.0;245.0;65.0;10.0;280.0;985.0;160.0;295.0;235.0;10.0;;280.0;1035.0;295.0;720.0;;15.0;;250.0;125.0;105.0;;15.0;
73;Totaal;Drenthe (PV);2015;12525;11645.0;10590.0;340.0;300.0;75.0;10.0;330.0;1080.0;160.0;340.0;240.0;10.0;;330.0;1155.0;305.0;825.0;;25.0;;300.0;160.0;115.0;;25.0;
74;Totaal;Drenthe (PV);1e halfjaar 2016;10670;9785.0;8990.0;265.0;220.0;75.0;;230.0;1000.0;225.0;265.0;270.0;10.0;;230.0;975.0;265.0;690.0;;15.0;;235.0;110.0;110.0;;15.0;
75;Totaal;Drenthe (PV);2e halfjaar 2016;10650;9755.0;8945.0;280.0;195.0;80.0;;250.0;1040.0;230.0;280.0;265.0;10.0;;250.0;960.0;265.0;670.0;;20.0;;265.0;115.0;120.0;;20.0;
76;Totaal;Drenthe (PV);2016;11980;11060.0;10080.0;340.0;250.0;85.0;10.0;295.0;1165.0;235.0;340.0;275.0;10.0;;295.0;1065.0;265.0;770.0;;25.0;;290.0;125.0;135.0;;25.0;
77;Totaal;Drenthe (PV);1e halfjaar 2017;12215;11355.0;10245.0;450.0;250.0;110.0;;290.0;1330.0;325.0;450.0;250.0;15.0;;290.0;945.0;180.0;755.0;;10.0;;260.0;90.0;155.0;;10.0;
78;Totaal;Drenthe (PV);2e halfjaar 2017;12900;12110.0;10910.0;500.0;285.0;115.0;;300.0;1375.0;335.0;500.0;225.0;10.0;;300.0;910.0;135.0;765.0;;10.0;;255.0;85.0;160.0;;10.0;
79;Totaal;Drenthe (PV);2017;13890;13045.0;11695.0;555.0;305.0;125.0;;360.0;1500.0;335.0;555.0;230.0;15.0;;360.0;1015.0;160.0;830.0;;15.0;;310.0;100.0;190.0;;15.0;
80;Totaal;Overijssel (PV);1e kwartaal 2015;17845;15235.0;12945.0;1065.0;520.0;90.0;20.0;590.0;2950.0;540.0;1065.0;735.0;10.0;;590.0;2810.0;930.0;1815.0;20.0;40.0;;550.0;365.0;120.0;20.0;40.0;
81;Totaal;Overijssel (PV);1e halfjaar 2015;20150;17545.0;14900.0;1200.0;610.0;110.0;25.0;700.0;3175.0;545.0;1200.0;710.0;10.0;10.0;700.0;2985.0;930.0;1970.0;25.0;60.0;;600.0;380.0;140.0;25.0;60.0;
82;Totaal;Overijssel (PV);2e halfjaar 2015;21875;19410.0;16600.0;1295.0;615.0;130.0;25.0;745.0;3290.0;545.0;1295.0;675.0;25.0;10.0;745.0;2915.0;855.0;1985.0;15.0;55.0;;600.0;345.0;180.0;15.0;55.0;
83;Totaal;Overijssel (PV);2015;23845;21200.0;17965.0;1435.0;715.0;145.0;30.0;910.0;3595.0;525.0;1435.0;695.0;20.0;10.0;910.0;3330.0;975.0;2245.0;25.0;80.0;;700.0;395.0;195.0;25.0;80.0;
84;Totaal;Overijssel (PV);1e halfjaar 2016;21750;18885.0;16760.0;845.0;585.0;110.0;20.0;565.0;3115.0;755.0;845.0;915.0;20.0;15.0;565.0;2865.0;765.0;2030.0;15.0;55.0;;595.0;375.0;150.0;15.0;55.0;
85;Totaal;Overijssel (PV);2e halfjaar 2016;22580;19760.0;17525.0;855.0;625.0;125.0;15.0;610.0;3215.0;805.0;855.0;910.0;20.0;15.0;610.0;2890.0;720.0;2105.0;;55.0;;565.0;340.0;165.0;;55.0;
86;Totaal;Overijssel (PV);2016;24875;21990.0;19235.0;1065.0;720.0;150.0;25.0;795.0;3535.0;730.0;1065.0;905.0;25.0;20.0;795.0;3235.0;785.0;2355.0;15.0;80.0;;705.0;410.0;200.0;15.0;80.0;
87;Totaal;Overijssel (PV);1e halfjaar 2017;22780;20065.0;17640.0;890.0;650.0;120.0;15.0;750.0;3330.0;795.0;890.0;855.0;25.0;20.0;750.0;2965.0;695.0;2195.0;10.0;60.0;;560.0;315.0;175.0;10.0;60.0;
88;Totaal;Overijssel (PV);2e halfjaar 2017;23690;21060.0;18490.0;960.0;690.0;135.0;15.0;770.0;3415.0;845.0;960.0;805.0;25.0;10.0;770.0;2905.0;630.0;2220.0;10.0;45.0;;550.0;305.0;185.0;10.0;45.0;
89;Totaal;Overijssel (PV);2017;26430;23780.0;20650.0;1165.0;805.0;160.0;20.0;980.0;3770.0;775.0;1165.0;805.0;25.0;15.0;980.0;3275.0;675.0;2515.0;10.0;75.0;;655.0;345.0;220.0;10.0;75.0;
90;Totaal;Flevoland (PV);1e kwartaal 2015;7425;6170.0;5565.0;195.0;185.0;35.0;;185.0;1075.0;300.0;195.0;380.0;;10.0;185.0;1170.0;405.0;730.0;10.0;30.0;;225.0;140.0;50.0;10.0;30.0;
91;Totaal;Flevoland (PV);1e halfjaar 2015;8385;7135.0;6385.0;250.0;220.0;45.0;15.0;220.0;1170.0;310.0;250.0;375.0;10.0;10.0;220.0;1230.0;400.0;790.0;;35.0;;245.0;145.0;60.0;;35.0;
92;Totaal;Flevoland (PV);2e halfjaar 2015;8860;7685.0;6885.0;285.0;220.0;55.0;10.0;225.0;1210.0;315.0;285.0;370.0;;10.0;225.0;1175.0;350.0;795.0;;25.0;;225.0;115.0;80.0;;25.0;
93;Totaal;Flevoland (PV);2015;10100;8840.0;7860.0;340.0;270.0;65.0;15.0;300.0;1345.0;305.0;340.0;380.0;10.0;10.0;300.0;1360.0;405.0;915.0;;35.0;;280.0;145.0;90.0;;35.0;
94;Totaal;Flevoland (PV);1e halfjaar 2016;8645;7225.0;6415.0;385.0;160.0;50.0;;215.0;1610.0;545.0;385.0;455.0;;;215.0;1115.0;290.0;805.0;;20.0;;210.0;115.0;70.0;;20.0;
95;Totaal;Flevoland (PV);2e halfjaar 2016;9325;7895.0;6950.0;455.0;180.0;45.0;10.0;255.0;1780.0;650.0;455.0;405.0;10.0;;255.0;1085.0;245.0;810.0;;30.0;;215.0;105.0;75.0;;30.0;
96;Totaal;Flevoland (PV);2016;10615;9090.0;7910.0;580.0;210.0;60.0;10.0;315.0;1985.0;640.0;580.0;425.0;10.0;10.0;315.0;1260.0;310.0;915.0;;35.0;;255.0;125.0;95.0;;35.0;
