ID;ZorgpraktijkenSBI2008;Perioden;Ondernemers_1;Bedrijven_2;TotaalBedrijfsopbrengsten_3;NettoOmzet_4;TotaalOverigeBedrijfsopbrengsten_5;Subsidies_6;NietEerderGenoemdeBedrijfsopbrengsten_7;TotaalBedrijfskosten_8;TotaalArbeidskosten_9;LonenEnSalarissen_10;PensioenlastenEnSocialeLasten_11;AfschrijvingenOpVasteActiva_12;TotaalOverigeBedrijfskosten_13;OverigePersoneelskosten_14;NietEerderGenoemdeBedrijfskosten_15;Bedrijfsresultaat_16;FinancieleBaten_17;FinancieleLasten_18;FinancieelResultaat_19;BuitengewoneBaten_20;BuitengewoneLasten_21;BuitengewoonResultaat_22;ResultaatVoorBelasting_23
10;8621 Praktijken van huisartsen;2015;9050.0;40.0;2611.0;2486.0;125.0;7.0;118.0;1566.0;579.0;420.0;159.0;62.0;925.0;103.0;822.0;1046.0;9.0;20.0;-11.0;20.0;6.0;13.0;1047.0
11;8622 Praktijken van medisch specialisten;2005;;;;;;;;;;;;;;;;;;;;;;;
12;8622 Praktijken van medisch specialisten;2006;;;;;;;;;;;;;;;;;;;;;;;
13;8622 Praktijken van medisch specialisten;2007;;;;;;;;;;;;;;;;;;;;;;;
14;8622 Praktijken van medisch specialisten;2008;;;;;;;;;;;;;;;;;;;;;;;
15;8622 Praktijken van medisch specialisten;2009;;;;;;;;;;;;;;;;;;;;;;;
16;8622 Praktijken van medisch specialisten;2010;7390.0;150.0;2526.0;2280.0;247.0;9.0;238.0;1104.0;464.0;340.0;124.0;107.0;533.0;43.0;491.0;1422.0;48.0;35.0;13.0;34.0;17.0;17.0;1452.0
17;8622 Praktijken van medisch specialisten;2011;7690.0;150.0;2458.0;2252.0;206.0;9.0;197.0;1169.0;474.0;343.0;131.0;120.0;575.0;56.0;519.0;1289.0;34.0;36.0;-2.0;28.0;8.0;20.0;1307.0
18;8622 Praktijken van medisch specialisten;2012;8110.0;160.0;2481.0;2272.0;209.0;11.0;198.0;1155.0;481.0;342.0;139.0;120.0;554.0;52.0;502.0;1327.0;46.0;35.0;11.0;27.0;13.0;13.0;1351.0
19;8622 Praktijken van medisch specialisten;2013;8030.0;170.0;2572.0;2380.0;192.0;11.0;182.0;1214.0;491.0;347.0;144.0;135.0;588.0;53.0;535.0;1358.0;47.0;33.0;14.0;40.0;12.0;29.0;1400.0
20;8622 Praktijken van medisch specialisten;2014;8250.0;150.0;2651.0;2460.0;192.0;5.0;187.0;1276.0;524.0;379.0;145.0;132.0;621.0;62.0;558.0;1375.0;43.0;33.0;10.0;60.0;11.0;50.0;1435.0
21;8622 Praktijken van medisch specialisten;2015;;;;;;;;;;;;;;;;;;;;;;;
22;86231 Praktijken van tandartsen;2005;6220.0;190.0;1896.0;1851.0;45.0;7.0;38.0;1202.0;404.0;344.0;60.0;112.0;686.0;40.0;646.0;694.0;29.0;42.0;-13.0;13.0;3.0;10.0;691.0
23;86231 Praktijken van tandartsen;2006;6660.0;180.0;2025.0;1971.0;55.0;7.0;47.0;1303.0;443.0;377.0;66.0;120.0;740.0;48.0;692.0;722.0;42.0;48.0;-6.0;14.0;3.0;11.0;727.0
24;86231 Praktijken van tandartsen;2007;6880.0;170.0;2209.0;2144.0;65.0;8.0;57.0;1409.0;482.0;410.0;72.0;113.0;814.0;52.0;762.0;800.0;44.0;53.0;-8.0;17.0;5.0;12.0;804.0
25;86231 Praktijken van tandartsen;2008;6760.0;130.0;2329.0;2269.0;60.0;8.0;53.0;1490.0;500.0;427.0;73.0;115.0;875.0;59.0;815.0;839.0;45.0;79.0;-34.0;17.0;6.0;11.0;816.0
26;86231 Praktijken van tandartsen;2009;6970.0;150.0;2407.0;2342.0;65.0;8.0;57.0;1557.0;546.0;467.0;79.0;101.0;910.0;67.0;844.0;850.0;33.0;52.0;-19.0;13.0;6.0;7.0;838.0
27;86231 Praktijken van tandartsen;2010;7260.0;150.0;2685.0;2625.0;60.0;9.0;50.0;1829.0;626.0;534.0;92.0;172.0;1032.0;75.0;957.0;855.0;34.0;55.0;-20.0;22.0;6.0;16.0;851.0
28;86231 Praktijken van tandartsen;2011;7450.0;150.0;2740.0;2684.0;56.0;9.0;47.0;1899.0;653.0;559.0;95.0;176.0;1070.0;76.0;994.0;841.0;24.0;56.0;-32.0;25.0;6.0;19.0;828.0
29;86231 Praktijken van tandartsen;2012;7660.0;150.0;2727.0;2666.0;61.0;9.0;52.0;1850.0;653.0;557.0;96.0;149.0;1047.0;77.0;970.0;877.0;38.0;55.0;-17.0;23.0;7.0;17.0;877.0
30;86231 Praktijken van tandartsen;2013;7580.0;140.0;2639.0;2579.0;60.0;9.0;51.0;1834.0;662.0;559.0;103.0;139.0;1033.0;80.0;953.0;806.0;37.0;54.0;-17.0;29.0;7.0;22.0;811.0
31;86231 Praktijken van tandartsen;2014;7750.0;160.0;2807.0;2742.0;65.0;10.0;55.0;1900.0;686.0;585.0;101.0;130.0;1084.0;83.0;1001.0;907.0;40.0;57.0;-16.0;39.0;4.0;35.0;926.0
32;86231 Praktijken van tandartsen;2015;7930.0;150.0;2822.0;2761.0;62.0;9.0;52.0;1923.0;697.0;596.0;102.0;128.0;1098.0;87.0;1011.0;900.0;36.0;54.0;-17.0;37.0;4.0;33.0;915.0
33;86232 Praktijken v. tandheelspecialisten;2005;;;;;;;;;;;;;;;;;;;;;;;
34;86232 Praktijken v. tandheelspecialisten;2006;;;;;;;;;;;;;;;;;;;;;;;
35;86232 Praktijken v. tandheelspecialisten;2007;240.0;10.0;183.0;177.0;6.0;1.0;5.0;128.0;62.0;53.0;9.0;9.0;57.0;4.0;53.0;55.0;17.0;5.0;12.0;2.0;0.0;1.0;69.0
36;86232 Praktijken v. tandheelspecialisten;2008;230.0;10.0;193.0;189.0;4.0;1.0;4.0;136.0;65.0;56.0;10.0;10.0;60.0;4.0;57.0;57.0;22.0;17.0;5.0;1.0;2.0;-1.0;62.0
37;86232 Praktijken v. tandheelspecialisten;2009;240.0;10.0;209.0;205.0;4.0;1.0;3.0;139.0;69.0;58.0;10.0;7.0;63.0;5.0;58.0;71.0;9.0;4.0;5.0;2.0;1.0;2.0;78.0
38;86232 Praktijken v. tandheelspecialisten;2010;240.0;10.0;238.0;235.0;3.0;1.0;3.0;157.0;75.0;63.0;12.0;14.0;68.0;5.0;63.0;81.0;11.0;4.0;7.0;1.0;1.0;0.0;89.0
39;86232 Praktijken v. tandheelspecialisten;2011;240.0;10.0;231.0;227.0;4.0;0.0;4.0;160.0;77.0;64.0;13.0;14.0;70.0;6.0;64.0;70.0;7.0;4.0;3.0;4.0;0.0;4.0;77.0
40;86232 Praktijken v. tandheelspecialisten;2012;250.0;10.0;229.0;225.0;4.0;1.0;4.0;161.0;75.0;64.0;11.0;13.0;73.0;6.0;66.0;68.0;9.0;4.0;5.0;3.0;1.0;3.0;75.0
41;86232 Praktijken v. tandheelspecialisten;2013;240.0;10.0;208.0;205.0;3.0;1.0;2.0;156.0;73.0;62.0;11.0;12.0;71.0;6.0;65.0;52.0;9.0;4.0;5.0;2.0;0.0;2.0;58.0
42;86232 Praktijken v. tandheelspecialisten;2014;230.0;10.0;219.0;213.0;5.0;0.0;5.0;152.0;71.0;60.0;11.0;11.0;70.0;6.0;64.0;67.0;9.0;4.0;5.0;3.0;0.0;2.0;74.0
43;86232 Praktijken v. tandheelspecialisten;2015;240.0;10.0;217.0;210.0;7.0;1.0;7.0;150.0;69.0;60.0;9.0;11.0;70.0;8.0;63.0;67.0;9.0;4.0;5.0;1.0;1.0;0.0;73.0
44;86911 Praktijken van verloskundigen;2005;1410.0;0.0;104.0;99.0;5.0;0.0;5.0;43.0;9.0;6.0;3.0;6.0;28.0;1.0;27.0;61.0;1.0;1.0;0.0;1.0;0.0;1.0;62.0
45;86911 Praktijken van verloskundigen;2006;1510.0;0.0;113.0;108.0;5.0;0.0;5.0;49.0;10.0;7.0;3.0;6.0;33.0;1.0;31.0;64.0;1.0;1.0;0.0;3.0;0.0;3.0;68.0
46;86911 Praktijken van verloskundigen;2007;1510.0;10.0;117.0;112.0;5.0;0.0;5.0;49.0;10.0;7.0;3.0;5.0;35.0;1.0;33.0;67.0;1.0;1.0;0.0;1.0;0.0;1.0;68.0
47;86911 Praktijken van verloskundigen;2008;1560.0;0.0;125.0;119.0;5.0;0.0;5.0;53.0;11.0;7.0;3.0;5.0;38.0;1.0;37.0;71.0;1.0;2.0;-1.0;1.0;0.0;1.0;72.0
48;86911 Praktijken van verloskundigen;2009;1620.0;0.0;142.0;136.0;5.0;0.0;5.0;60.0;11.0;8.0;3.0;5.0;43.0;2.0;42.0;82.0;2.0;2.0;0.0;2.0;0.0;2.0;84.0
49;86911 Praktijken van verloskundigen;2010;1660.0;0.0;153.0;146.0;7.0;0.0;6.0;65.0;12.0;8.0;4.0;6.0;48.0;2.0;46.0;87.0;1.0;1.0;-1.0;2.0;0.0;1.0;88.0
50;86911 Praktijken van verloskundigen;2011;1660.0;0.0;162.0;156.0;6.0;0.0;6.0;72.0;13.0;9.0;4.0;6.0;52.0;2.0;50.0;91.0;1.0;1.0;-1.0;4.0;0.0;3.0;94.0
51;86911 Praktijken van verloskundigen;2012;1670.0;0.0;172.0;165.0;8.0;0.0;7.0;75.0;14.0;9.0;5.0;6.0;55.0;2.0;53.0;97.0;1.0;1.0;0.0;2.0;0.0;1.0;98.0
52;86911 Praktijken van verloskundigen;2013;1670.0;0.0;172.0;165.0;7.0;0.0;6.0;80.0;16.0;11.0;5.0;7.0;58.0;2.0;56.0;92.0;1.0;1.0;0.0;2.0;0.0;1.0;93.0
53;86911 Praktijken van verloskundigen;2014;1690.0;0.0;185.0;178.0;6.0;0.0;6.0;84.0;16.0;11.0;5.0;7.0;61.0;2.0;59.0;101.0;1.0;1.0;0.0;2.0;0.0;2.0;103.0
54;86911 Praktijken van verloskundigen;2015;1790.0;0.0;188.0;181.0;7.0;0.0;7.0;87.0;17.0;12.0;6.0;7.0;63.0;2.0;61.0;101.0;1.0;1.0;-1.0;3.0;0.0;2.0;103.0
55;86912 Praktijken van fysiotherapeuten;2005;9110.0;100.0;870.0;831.0;40.0;3.0;36.0;411.0;176.0;146.0;30.0;47.0;189.0;18.0;171.0;459.0;14.0;19.0;-5.0;13.0;3.0;10.0;464.0
56;86912 Praktijken van fysiotherapeuten;2006;8980.0;60.0;982.0;935.0;47.0;3.0;44.0;455.0;201.0;169.0;32.0;48.0;206.0;21.0;185.0;527.0;14.0;21.0;-8.0;14.0;3.0;11.0;531.0
57;86912 Praktijken van fysiotherapeuten;2007;9020.0;80.0;1073.0;1024.0;49.0;3.0;46.0;508.0;235.0;199.0;37.0;41.0;232.0;24.0;208.0;565.0;17.0;21.0;-4.0;17.0;2.0;15.0;576.0
58;86912 Praktijken van fysiotherapeuten;2008;9050.0;90.0;1129.0;1085.0;44.0;4.0;40.0;562.0;259.0;218.0;41.0;46.0;258.0;27.0;230.0;566.0;18.0;27.0;-9.0;16.0;3.0;13.0;571.0
59;86912 Praktijken van fysiotherapeuten;2009;9310.0;100.0;1237.0;1191.0;46.0;5.0;42.0;637.0;297.0;250.0;47.0;48.0;292.0;30.0;262.0;601.0;14.0;27.0;-13.0;19.0;3.0;16.0;603.0
60;86912 Praktijken van fysiotherapeuten;2010;9480.0;80.0;1296.0;1250.0;45.0;5.0;41.0;701.0;327.0;274.0;52.0;62.0;312.0;34.0;277.0;595.0;12.0;25.0;-14.0;16.0;3.0;13.0;594.0
61;86912 Praktijken van fysiotherapeuten;2011;9740.0;70.0;1357.0;1308.0;48.0;5.0;44.0;761.0;361.0;303.0;58.0;66.0;334.0;37.0;297.0;596.0;9.0;26.0;-18.0;21.0;3.0;18.0;596.0
62;86912 Praktijken van fysiotherapeuten;2012;10340.0;80.0;1315.0;1271.0;44.0;6.0;38.0;776.0;375.0;313.0;62.0;62.0;339.0;35.0;304.0;539.0;9.0;27.0;-18.0;17.0;4.0;14.0;535.0
63;86912 Praktijken van fysiotherapeuten;2013;10190.0;100.0;1340.0;1297.0;44.0;7.0;37.0;808.0;389.0;323.0;66.0;61.0;357.0;38.0;320.0;533.0;8.0;26.0;-17.0;24.0;4.0;19.0;535.0
64;86912 Praktijken van fysiotherapeuten;2014;10500.0;110.0;1400.0;1356.0;44.0;6.0;38.0;840.0;405.0;336.0;70.0;60.0;375.0;40.0;335.0;559.0;7.0;25.0;-18.0;23.0;4.0;20.0;561.0
65;86912 Praktijken van fysiotherapeuten;2015;10420.0;110.0;1380.0;1341.0;39.0;5.0;34.0;843.0;410.0;339.0;71.0;57.0;376.0;39.0;336.0;537.0;7.0;22.0;-16.0;18.0;5.0;13.0;534.0
66;86913 Praktijken van psychologen;2005;;;;;;;;;;;;;;;;;;;;;;;
67;86913 Praktijken van psychologen;2006;;;;;;;;;;;;;;;;;;;;;;;
68;86913 Praktijken van psychologen;2007;;;;;;;;;;;;;;;;;;;;;;;
69;86913 Praktijken van psychologen;2008;;;;;;;;;;;;;;;;;;;;;;;
70;86913 Praktijken van psychologen;2009;;;;;;;;;;;;;;;;;;;;;;;
71;86913 Praktijken van psychologen;2010;3060.0;30.0;414.0;403.0;11.0;1.0;10.0;233.0;92.0;78.0;13.0;12.0;130.0;10.0;120.0;181.0;1.0;3.0;-2.0;1.0;1.0;0.0;179.0
72;86913 Praktijken van psychologen;2011;3390.0;50.0;437.0;428.0;9.0;1.0;8.0;247.0;113.0;96.0;17.0;14.0;120.0;15.0;105.0;190.0;1.0;5.0;-3.0;1.0;1.0;0.0;187.0
73;86913 Praktijken van psychologen;2012;3830.0;50.0;444.0;433.0;11.0;2.0;9.0;261.0;111.0;95.0;16.0;12.0;138.0;10.0;128.0;183.0;2.0;5.0;-3.0;1.0;0.0;0.0;181.0
74;86913 Praktijken van psychologen;2013;3900.0;50.0;469.0;461.0;9.0;1.0;7.0;282.0;124.0;107.0;17.0;12.0;146.0;13.0;133.0;187.0;2.0;4.0;-2.0;1.0;1.0;0.0;185.0
75;86913 Praktijken van psychologen;2014;4120.0;50.0;462.0;451.0;12.0;2.0;9.0;280.0;131.0;109.0;22.0;10.0;139.0;16.0;123.0;182.0;2.0;4.0;-2.0;3.0;1.0;2.0;182.0
76;86913 Praktijken van psychologen;2015;4600.0;50.0;547.0;536.0;12.0;3.0;9.0;323.0;154.0;129.0;26.0;10.0;159.0;20.0;139.0;224.0;1.0;4.0;-3.0;3.0;1.0;2.0;223.0
77;86919 Overige paramedische praktijken;2005;;;;;;;;;;;;;;;;;;;;;;;
78;86919 Overige paramedische praktijken;2006;;;;;;;;;;;;;;;;;;;;;;;
79;86919 Overige paramedische praktijken;2007;;;;;;;;;;;;;;;;;;;;;;;
80;86919 Overige paramedische praktijken;2008;1240.0;0.0;51.0;50.0;1.0;0.0;1.0;20.0;2.0;2.0;0.0;1.0;16.0;0.0;16.0;30.0;0.0;1.0;0.0;1.0;0.0;0.0;30.0
81;86919 Overige paramedische praktijken;2009;1250.0;0.0;54.0;54.0;1.0;0.0;1.0;22.0;3.0;2.0;0.0;1.0;18.0;0.0;17.0;32.0;0.0;1.0;-1.0;1.0;0.0;1.0;32.0
82;86919 Overige paramedische praktijken;2010;1220.0;0.0;53.0;52.0;1.0;0.0;1.0;21.0;2.0;2.0;0.0;1.0;17.0;0.0;17.0;32.0;0.0;0.0;0.0;1.0;0.0;1.0;33.0
83;86919 Overige paramedische praktijken;2011;1230.0;0.0;51.0;51.0;1.0;0.0;1.0;21.0;2.0;2.0;0.0;1.0;17.0;0.0;17.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0
84;86919 Overige paramedische praktijken;2012;1250.0;0.0;47.0;46.0;1.0;0.0;1.0;20.0;2.0;2.0;0.0;1.0;17.0;1.0;16.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0
85;86919 Overige paramedische praktijken;2013;1220.0;0.0;46.0;45.0;1.0;0.0;1.0;20.0;2.0;2.0;0.0;1.0;17.0;0.0;16.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0
86;86919 Overige paramedische praktijken;2014;1240.0;0.0;48.0;47.0;1.0;0.0;1.0;21.0;3.0;2.0;0.0;1.0;17.0;0.0;17.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0
87;86919 Overige paramedische praktijken;2015;1300.0;0.0;49.0;48.0;1.0;0.0;1.0;21.0;3.0;2.0;0.0;1.0;18.0;1.0;17.0;28.0;0.0;0.0;0.0;1.0;0.0;1.0;28.0
