ID;Geslacht;TypeWerkenden;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonen_1;Banen_2;Arbeidsjaren_3;GewerkteUren_4
31;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2000;8210.0;9068.0;6728.0;12003.0
32;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2001;8371.0;9188.0;6832.0;12154.0
33;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2002;8428.0;9241.0;6819.0;12093.0
34;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2003;8381.0;9177.0;6740.0;11956.0
35;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2004;8283.0;9121.0;6693.0;11990.0
36;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2005;8339.0;9208.0;6712.0;11955.0
37;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2006;8519.0;9426.0;6860.0;12186.0
38;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2007;8771.0;9729.0;7051.0;12540.0
39;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2008;8914.0;9913.0;7181.0;12747.0
40;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2009;8838.0;9852.0;7099.0;12567.0
41;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2010;8778.0;9816.0;7056.0;12477.0
42;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2011;8854.0;9952.0;7099.0;12594.0
43;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2012;8836.0;9923.0;7055.0;12487.0
44;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2013;8732.0;9789.0;6972.0;12378.0
45;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2014;8724.0;9790.0;6964.0;12466.0
46;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2015;8806.0;9901.0;7037.0;12539.0
47;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2016;8901.0;9999.0;7131.0;12788.0
48;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1969;275.0;371.0;270.0;592.0
49;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1970;269.0;364.0;263.0;578.0
50;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1971;263.0;356.0;256.0;563.0
51;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1972;261.0;353.0;252.0;555.0
52;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1973;257.0;348.0;247.0;546.0
53;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1974;254.0;344.0;243.0;536.0
54;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1975;251.0;338.0;239.0;525.0
55;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1976;249.0;337.0;236.0;520.0
56;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1977;245.0;329.0;231.0;505.0
57;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1978;243.0;326.0;228.0;497.0
58;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1979;240.0;321.0;224.0;488.0
59;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1980;241.0;325.0;224.0;492.0
60;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1981;238.0;320.0;219.0;494.0
61;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1982;237.0;319.0;218.0;482.0
62;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1983;240.0;322.0;219.0;476.0
63;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1984;242.0;325.0;219.0;478.0
64;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1985;242.0;323.0;218.0;476.0
65;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1986;242.0;324.0;217.0;471.0
66;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1987;241.0;323.0;216.0;464.0
67;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1988;243.0;325.0;216.0;460.0
68;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1989;243.0;326.0;215.0;459.0
69;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1990;240.0;321.0;212.0;446.0
70;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1991;242.0;324.0;214.0;443.0
71;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1992;247.0;328.0;217.0;451.0
72;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1993;246.0;332.0;216.0;449.0
73;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1994;240.0;323.0;209.0;434.0
74;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1995;236.0;321.0;204.0;419.0
75;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1996;239.0;325.0;209.0;427.0
76;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1997;242.0;326.0;209.0;427.0
77;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1998;233.0;316.0;207.0;392.0
78;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1999;235.0;318.0;209.0;419.0
79;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2000;234.0;315.0;203.0;454.0
80;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2001;237.0;310.0;196.0;437.0
81;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2002;236.0;308.0;194.0;433.0
82;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2003;230.0;301.0;188.0;409.0
83;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2004;224.0;294.0;181.0;406.0
84;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2005;219.0;287.0;179.0;400.0
85;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2006;215.0;280.0;176.0;389.0
86;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2007;213.0;276.0;174.0;383.0
87;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2008;209.0;273.0;170.0;382.0
88;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2009;204.0;267.0;168.0;378.0
89;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2010;203.0;266.0;166.0;373.0
90;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2011;201.0;269.0;165.0;370.0
91;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2012;199.0;264.0;162.0;364.0
92;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2013;196.0;258.0;164.0;362.0
93;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2014;195.0;258.0;162.0;366.0
94;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2015;194.0;258.0;162.0;365.0
95;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2016;195.0;257.0;162.0;369.0
96;Totaal mannen en vrouwen;Totaal;01 Landbouw;1969;;;;
97;Totaal mannen en vrouwen;Totaal;01 Landbouw;1970;;;;
98;Totaal mannen en vrouwen;Totaal;01 Landbouw;1971;;;;
99;Totaal mannen en vrouwen;Totaal;01 Landbouw;1972;;;;
100;Totaal mannen en vrouwen;Totaal;01 Landbouw;1973;;;;
101;Totaal mannen en vrouwen;Totaal;01 Landbouw;1974;;;;
102;Totaal mannen en vrouwen;Totaal;01 Landbouw;1975;;;;
103;Totaal mannen en vrouwen;Totaal;01 Landbouw;1976;;;;
104;Totaal mannen en vrouwen;Totaal;01 Landbouw;1977;;;;
105;Totaal mannen en vrouwen;Totaal;01 Landbouw;1978;;;;
106;Totaal mannen en vrouwen;Totaal;01 Landbouw;1979;;;;
107;Totaal mannen en vrouwen;Totaal;01 Landbouw;1980;;;;
108;Totaal mannen en vrouwen;Totaal;01 Landbouw;1981;;;;
109;Totaal mannen en vrouwen;Totaal;01 Landbouw;1982;;;;
110;Totaal mannen en vrouwen;Totaal;01 Landbouw;1983;;;;
111;Totaal mannen en vrouwen;Totaal;01 Landbouw;1984;;;;
112;Totaal mannen en vrouwen;Totaal;01 Landbouw;1985;;;;
113;Totaal mannen en vrouwen;Totaal;01 Landbouw;1986;;;;
114;Totaal mannen en vrouwen;Totaal;01 Landbouw;1987;;;;
115;Totaal mannen en vrouwen;Totaal;01 Landbouw;1988;;;;
116;Totaal mannen en vrouwen;Totaal;01 Landbouw;1989;;;;
117;Totaal mannen en vrouwen;Totaal;01 Landbouw;1990;;;;
118;Totaal mannen en vrouwen;Totaal;01 Landbouw;1991;;;;
119;Totaal mannen en vrouwen;Totaal;01 Landbouw;1992;;;;
120;Totaal mannen en vrouwen;Totaal;01 Landbouw;1993;;;;
121;Totaal mannen en vrouwen;Totaal;01 Landbouw;1994;;;;
122;Totaal mannen en vrouwen;Totaal;01 Landbouw;1995;229.0;313.0;198.0;405.0
123;Totaal mannen en vrouwen;Totaal;01 Landbouw;1996;232.0;317.0;203.0;413.0
124;Totaal mannen en vrouwen;Totaal;01 Landbouw;1997;236.0;318.0;203.0;413.0
125;Totaal mannen en vrouwen;Totaal;01 Landbouw;1998;227.0;309.0;201.0;379.0
126;Totaal mannen en vrouwen;Totaal;01 Landbouw;1999;228.0;311.0;203.0;407.0
127;Totaal mannen en vrouwen;Totaal;01 Landbouw;2000;227.0;308.0;197.0;440.0
128;Totaal mannen en vrouwen;Totaal;01 Landbouw;2001;230.0;303.0;190.0;423.0
129;Totaal mannen en vrouwen;Totaal;01 Landbouw;2002;230.0;302.0;188.0;420.0
130;Totaal mannen en vrouwen;Totaal;01 Landbouw;2003;225.0;294.0;182.0;397.0
131;Totaal mannen en vrouwen;Totaal;01 Landbouw;2004;218.0;288.0;176.0;395.0
132;Totaal mannen en vrouwen;Totaal;01 Landbouw;2005;213.0;281.0;174.0;389.0
133;Totaal mannen en vrouwen;Totaal;01 Landbouw;2006;210.0;274.0;171.0;378.0
134;Totaal mannen en vrouwen;Totaal;01 Landbouw;2007;207.0;270.0;169.0;372.0
135;Totaal mannen en vrouwen;Totaal;01 Landbouw;2008;204.0;267.0;166.0;371.0
136;Totaal mannen en vrouwen;Totaal;01 Landbouw;2009;199.0;262.0;163.0;368.0
137;Totaal mannen en vrouwen;Totaal;01 Landbouw;2010;198.0;261.0;161.0;363.0
138;Totaal mannen en vrouwen;Totaal;01 Landbouw;2011;196.0;263.0;160.0;360.0
139;Totaal mannen en vrouwen;Totaal;01 Landbouw;2012;194.0;259.0;158.0;354.0
140;Totaal mannen en vrouwen;Totaal;01 Landbouw;2013;191.0;253.0;159.0;353.0
141;Totaal mannen en vrouwen;Totaal;01 Landbouw;2014;190.0;253.0;158.0;356.0
142;Totaal mannen en vrouwen;Totaal;01 Landbouw;2015;189.0;253.0;158.0;355.0
143;Totaal mannen en vrouwen;Totaal;01 Landbouw;2016;190.0;252.0;158.0;359.0
144;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1969;;;;
145;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1970;;;;
146;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1971;;;;
147;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1972;;;;
148;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1973;;;;
149;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1974;;;;
150;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1975;;;;
151;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1976;;;;
152;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1977;;;;
153;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1978;;;;
154;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1979;;;;
155;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1980;;;;
156;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1981;;;;
157;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1982;;;;
158;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1983;;;;
159;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1984;;;;
160;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1985;;;;
161;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1986;;;;
162;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1987;;;;
163;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1988;;;;
164;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1989;;;;
165;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1990;;;;
166;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1991;;;;
167;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1992;;;;
168;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1993;;;;
169;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1994;;;;
170;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1995;2.0;2.0;2.0;3.0
171;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1996;2.0;2.0;2.0;3.0
172;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1997;2.0;2.0;2.0;3.0
173;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1998;2.0;2.0;2.0;3.0
174;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1999;2.0;2.0;2.0;4.0
175;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2000;2.0;2.0;2.0;4.0
176;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2001;2.0;3.0;2.0;4.0
177;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2002;2.0;3.0;2.0;4.0
178;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2003;2.0;3.0;2.0;4.0
179;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2004;2.0;2.0;2.0;4.0
180;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2005;2.0;2.0;2.0;4.0
181;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2006;2.0;2.0;2.0;4.0
182;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2007;2.0;2.0;2.0;4.0
183;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2008;2.0;2.0;2.0;4.0
184;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2009;2.0;2.0;2.0;4.0
185;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2010;2.0;2.0;2.0;4.0
186;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2011;2.0;2.0;2.0;4.0
187;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2012;2.0;2.0;2.0;4.0
188;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2013;2.0;2.0;2.0;4.0
189;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2014;2.0;2.0;2.0;4.0
190;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2015;2.0;2.0;2.0;4.0
191;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2016;2.0;2.0;2.0;4.0
192;Totaal mannen en vrouwen;Totaal;03 Visserij;1969;;;;
193;Totaal mannen en vrouwen;Totaal;03 Visserij;1970;;;;
194;Totaal mannen en vrouwen;Totaal;03 Visserij;1971;;;;
195;Totaal mannen en vrouwen;Totaal;03 Visserij;1972;;;;
196;Totaal mannen en vrouwen;Totaal;03 Visserij;1973;;;;
197;Totaal mannen en vrouwen;Totaal;03 Visserij;1974;;;;
198;Totaal mannen en vrouwen;Totaal;03 Visserij;1975;;;;
199;Totaal mannen en vrouwen;Totaal;03 Visserij;1976;;;;
200;Totaal mannen en vrouwen;Totaal;03 Visserij;1977;;;;
201;Totaal mannen en vrouwen;Totaal;03 Visserij;1978;;;;
202;Totaal mannen en vrouwen;Totaal;03 Visserij;1979;;;;
203;Totaal mannen en vrouwen;Totaal;03 Visserij;1980;;;;
204;Totaal mannen en vrouwen;Totaal;03 Visserij;1981;;;;
205;Totaal mannen en vrouwen;Totaal;03 Visserij;1982;;;;
206;Totaal mannen en vrouwen;Totaal;03 Visserij;1983;;;;
207;Totaal mannen en vrouwen;Totaal;03 Visserij;1984;;;;
208;Totaal mannen en vrouwen;Totaal;03 Visserij;1985;;;;
209;Totaal mannen en vrouwen;Totaal;03 Visserij;1986;;;;
210;Totaal mannen en vrouwen;Totaal;03 Visserij;1987;;;;
211;Totaal mannen en vrouwen;Totaal;03 Visserij;1988;;;;
212;Totaal mannen en vrouwen;Totaal;03 Visserij;1989;;;;
213;Totaal mannen en vrouwen;Totaal;03 Visserij;1990;;;;
214;Totaal mannen en vrouwen;Totaal;03 Visserij;1991;;;;
215;Totaal mannen en vrouwen;Totaal;03 Visserij;1992;;;;
216;Totaal mannen en vrouwen;Totaal;03 Visserij;1993;;;;
217;Totaal mannen en vrouwen;Totaal;03 Visserij;1994;;;;
218;Totaal mannen en vrouwen;Totaal;03 Visserij;1995;5.0;5.0;4.0;10.0
219;Totaal mannen en vrouwen;Totaal;03 Visserij;1996;5.0;5.0;4.0;10.0
220;Totaal mannen en vrouwen;Totaal;03 Visserij;1997;5.0;5.0;4.0;10.0
221;Totaal mannen en vrouwen;Totaal;03 Visserij;1998;4.0;5.0;4.0;9.0
222;Totaal mannen en vrouwen;Totaal;03 Visserij;1999;4.0;5.0;4.0;9.0
223;Totaal mannen en vrouwen;Totaal;03 Visserij;2000;4.0;5.0;4.0;10.0
224;Totaal mannen en vrouwen;Totaal;03 Visserij;2001;4.0;4.0;4.0;10.0
225;Totaal mannen en vrouwen;Totaal;03 Visserij;2002;4.0;4.0;3.0;9.0
226;Totaal mannen en vrouwen;Totaal;03 Visserij;2003;4.0;4.0;3.0;8.0
227;Totaal mannen en vrouwen;Totaal;03 Visserij;2004;3.0;4.0;3.0;7.0
228;Totaal mannen en vrouwen;Totaal;03 Visserij;2005;3.0;4.0;3.0;7.0
229;Totaal mannen en vrouwen;Totaal;03 Visserij;2006;3.0;4.0;3.0;7.0
230;Totaal mannen en vrouwen;Totaal;03 Visserij;2007;3.0;4.0;3.0;7.0
231;Totaal mannen en vrouwen;Totaal;03 Visserij;2008;3.0;3.0;3.0;7.0
232;Totaal mannen en vrouwen;Totaal;03 Visserij;2009;3.0;3.0;3.0;6.0
233;Totaal mannen en vrouwen;Totaal;03 Visserij;2010;3.0;3.0;2.0;6.0
234;Totaal mannen en vrouwen;Totaal;03 Visserij;2011;3.0;3.0;2.0;6.0
235;Totaal mannen en vrouwen;Totaal;03 Visserij;2012;3.0;3.0;2.0;6.0
236;Totaal mannen en vrouwen;Totaal;03 Visserij;2013;3.0;3.0;2.0;6.0
237;Totaal mannen en vrouwen;Totaal;03 Visserij;2014;3.0;3.0;2.0;6.0
238;Totaal mannen en vrouwen;Totaal;03 Visserij;2015;3.0;3.0;2.0;6.0
239;Totaal mannen en vrouwen;Totaal;03 Visserij;2016;3.0;3.0;2.0;6.0
240;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1969;1275.0;1303.0;1244.0;2531.0
241;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1970;1277.0;1304.0;1244.0;2487.0
242;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1971;1259.0;1287.0;1226.0;2422.0
243;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1972;1218.0;1245.0;1185.0;2309.0
244;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1973;1206.0;1233.0;1173.0;2258.0
245;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1974;1204.0;1230.0;1168.0;2169.0
246;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1975;1170.0;1195.0;1134.0;2030.0
247;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1976;1134.0;1159.0;1098.0;1997.0
248;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1977;1123.0;1148.0;1085.0;1945.0
249;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1978;1104.0;1129.0;1064.0;1881.0
250;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1979;1097.0;1122.0;1056.0;1871.0
251;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1980;1090.0;1115.0;1047.0;1844.0
252;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1981;1069.0;1093.0;1025.0;1828.0
253;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1982;1035.0;1058.0;990.0;1771.0
254;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1983;999.0;1021.0;953.0;1708.0
255;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1984;981.0;1003.0;933.0;1680.0
256;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1985;990.0;1013.0;942.0;1664.0
257;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1986;1000.0;1024.0;951.0;1667.0
258;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1987;1010.0;1034.0;957.0;1674.0
259;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1988;1012.0;1037.0;958.0;1668.0
260;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1989;1026.0;1052.0;966.0;1667.0
261;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1990;1053.0;1077.0;990.0;1735.0
262;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1991;1068.0;1089.0;998.0;1743.0
263;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1992;1054.0;1078.0;991.0;1755.0
264;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1993;1021.0;1043.0;954.0;1671.0
265;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1994;988.0;1012.0;923.0;1636.0
266;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1995;1000.0;1024.0;931.0;1648.0
267;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1996;986.0;1009.0;921.0;1649.0
268;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1997;997.0;1021.0;930.0;1654.0
269;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1998;1005.0;1030.0;938.0;1671.0
270;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;1999;1005.0;1032.0;935.0;1667.0
271;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;2000;1009.0;1034.0;932.0;1647.0
272;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;2001;1010.0;1033.0;934.0;1646.0
273;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;2002;989.0;1011.0;914.0;1605.0
274;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;2003;958.0;979.0;884.0;1557.0
275;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;2004;928.0;952.0;856.0;1524.0
276;Totaal mannen en vrouwen;Totaal;B-E Nijverheid (geen bouw) en energie;2005;911.0;935.0;838.0;1484.0
