ID;Huishoudenkenmerken;Perioden;ConsumentenvertrouwenIndicator_1;EconomischeSituatieLaatste12Maanden_2;EconomischeSituatieKomende12Maanden_3;FinancieleSituatieLaatste12Maanden_4;FinancieleSituatieKomende12Maanden_5;GunstigeTijdVoorGroteAankopen_6;EconomischKlimaatIndicator_7;EconomischeSituatieLaatste12Maanden_8;EconomischeSituatieKomende12Maanden_9;KoopbereidheidIndicator_10;FinancieleSituatieLaatste12Maanden_11;FinancieleSituatieKomende12Maanden_12;GunstigeTijdVoorGroteAankopen_13;TotaalEconomischeSitLaatste12Mnd_14;DuidelijkVerbeteren_15;IetsVerbeteren_16;Ongewijzigd_17;IetsVerslechterd_18;DuidelijkVerslechterd_19;WeetNiet_20;TotaalEconomischeSitKomende12Mnd_21;DuidelijkVerbeteren_22;IetsVerbeteren_23;OngewijzigdBlijven_24;IetsVerslechteren_25;DuidelijkVerslechteren_26;WeetNiet_27;TotaalFinancieleSitLaatste12Mnd_28;DuidelijkVerbeterd_29;IetsVerbeterd_30;Ongewijzigd_31;IetsVerslechterd_32;DuidelijkVerslechterd_33;WeetNiet_34;TotaalFinancieleSitKomende12Mnd_35;DuidelijkVerbeteren_36;IetsVerbeteren_37;OngewijzigdBlijven_38;IetsVerslechteren_39;DuidelijkVerslechteren_40;WeetNiet_41;TotaalGunstigeTijdVoorAankoopArt_42;GunstigeTijd_43;NietGunstigOngunstig_44;OngunstigeTijd_45;WeetNiet_46;TotaalPrijzenLaatste12Mnd_47;SterkGestegen_48;MatigGestegen_49;ZwakGestegen_50;VrijwelGelijkGebleven_51;Gedaald_52;WeetNiet_53;TotaalPrijzenKomende12Mnd_54;SterkerStijgen_55;EvenveelStijgen_56;MinderStijgen_57;GelijkBlijven_58;Dalen_59;WeetNiet_60;TotaalWerkloosheidKomende12Mnd_61;DuidelijkStijgen_62;EnigszinsStijgen_63;GelijkBlijven_64;IetsDalen_65;DuidelijkDalen_66;WeetNiet_67;TotaalFinancieleSituatieEigenHuish_68;SchuldenMaken_69;SpaarmiddelenAanspreken_70;PreciesRondkomen_71;BeetjeGeldOverhouden_72;VeelGeldOverhouden_73;WeetNiet_74;TotaalGeldOpzijLeggenKomende12Mnd_75;Jazeker_76;JaMisschien_77;WaarschijnlijkNiet_78;ZekerNiet_79;WeetNiet_80;TotaalSparenZinvol_81;Jazeker_82;JaMisschien_83;WaarschijnlijkNiet_84;ZekerNiet_85;WeetNiet_86;TotaalAankoopDuurzameArtKomendJaar_87;VeelMeer_88;EenBeetjeMeer_89;Evenveel_90;IetsMinder_91;VeelMinder_92;WeetNiet_93;TotaalAutoKopenKomende2Jaren_94;Jazeker_95;JaMisschien_96;WaarschijnlijkNiet_97;ZekerNiet_98;WeetNiet_99;TotaalWoningKopenOfBouwenKom2Jr_100;Jazeker_101;JaMisschien_102;WaarschijnlijkNiet_103;ZekerNiet_104;WeetNiet_105;TotaalOnderhoudOfVerbeteringWoning_106;Jazeker_107;JaMisschien_108;WaarschijnlijkNiet_109;ZekerNiet_110;WeetNiet_111;TotaalWaaropBezuinBijDalingInkomen_112;VoedingDrankenTabak_113;KledingSchoeisel_114;Auto_115;VakantieUitgaan_116;DuurzameArtikelen_117;OverigeBezuinigingen_118;WeetNiet_119;TotaalWaaropBezuinBijDalingInkomen_120;VoedingDrankenTabak_121;KledingSchoeisel_122;AutoEnVervoer_123;Vakantie_124;RecreatieEnCultuur_125;Overig_126;OpAllesOpNiets_127;WeetNiet_128
10;Totaal huishoudenkenmerken;2004 1e kwartaal;-26.0;-64.0;-4.0;-24.0;-5.0;-32.0;-34.0;-64.0;-4.0;-20.0;-24.0;-5.0;-32.0;100.0;1.0;5.0;22.0;27.0;43.0;2.0;100.0;3.0;21.0;42.0;15.0;13.0;5.0;100.0;5.0;7.0;51.0;19.0;17.0;1.0;100.0;5.0;9.0;64.0;12.0;6.0;3.0;100.0;12.0;36.0;44.0;8.0;100.0;46.0;26.0;5.0;17.0;5.0;1.0;100.0;11.0;20.0;11.0;49.0;6.0;3.0;100.0;40.0;31.0;18.0;7.0;2.0;3.0;100.0;2.0;4.0;46.0;33.0;14.0;1.0;100.0;52.0;14.0;9.0;22.0;3.0;100.0;77.0;6.0;4.0;11.0;2.0;100.0;5.0;5.0;55.0;13.0;19.0;3.0;100.0;14.0;10.0;14.0;61.0;2.0;100.0;4.0;4.0;5.0;85.0;1.0;100.0;23.0;5.0;6.0;66.0;1.0;100.0;7.0;9.0;9.0;22.0;20.0;22.0;12.0;;;;;;;;;
11;Totaal huishoudenkenmerken;2004 2e kwartaal;-26.0;-61.0;-9.0;-24.0;-2.0;-32.0;-35.0;-61.0;-9.0;-20.0;-24.0;-2.0;-32.0;100.0;1.0;5.0;25.0;25.0;43.0;2.0;100.0;3.0;19.0;42.0;17.0;14.0;5.0;100.0;5.0;7.0;50.0;18.0;18.0;1.0;100.0;5.0;9.0;64.0;10.0;7.0;4.0;100.0;13.0;34.0;45.0;8.0;100.0;41.0;28.0;5.0;21.0;4.0;1.0;100.0;13.0;23.0;12.0;44.0;4.0;4.0;100.0;39.0;31.0;18.0;7.0;2.0;3.0;100.0;2.0;5.0;44.0;35.0;13.0;2.0;100.0;50.0;14.0;9.0;24.0;3.0;100.0;75.0;6.0;4.0;12.0;2.0;100.0;4.0;5.0;57.0;12.0;19.0;2.0;100.0;12.0;9.0;15.0;62.0;2.0;100.0;3.0;6.0;6.0;84.0;1.0;100.0;23.0;5.0;5.0;67.0;0.0;100.0;7.0;9.0;10.0;22.0;18.0;22.0;12.0;;;;;;;;;
12;Totaal huishoudenkenmerken;2004 3e kwartaal;-20.0;-49.0;2.0;-25.0;-2.0;-27.0;-23.0;-49.0;2.0;-18.0;-25.0;-2.0;-27.0;100.0;1.0;9.0;29.0;24.0;34.0;3.0;100.0;4.0;25.0;39.0;15.0;12.0;6.0;100.0;5.0;6.0;52.0;19.0;17.0;1.0;100.0;6.0;10.0;65.0;11.0;6.0;3.0;100.0;15.0;34.0;42.0;8.0;100.0;37.0;31.0;5.0;21.0;4.0;2.0;100.0;13.0;25.0;12.0;43.0;4.0;4.0;100.0;27.0;26.0;27.0;14.0;2.0;5.0;100.0;2.0;4.0;45.0;35.0;13.0;1.0;100.0;51.0;15.0;8.0;23.0;3.0;100.0;76.0;6.0;4.0;11.0;3.0;100.0;5.0;6.0;55.0;13.0;19.0;3.0;100.0;13.0;10.0;16.0;60.0;1.0;100.0;4.0;5.0;5.0;84.0;1.0;100.0;21.0;4.0;6.0;67.0;1.0;100.0;7.0;9.0;11.0;21.0;20.0;21.0;12.0;;;;;;;;;
13;Totaal huishoudenkenmerken;2004 4e kwartaal;-29.0;-54.0;-18.0;-28.0;-12.0;-34.0;-36.0;-54.0;-18.0;-24.0;-28.0;-12.0;-34.0;100.0;1.0;7.0;28.0;24.0;37.0;3.0;100.0;2.0;17.0;38.0;19.0;18.0;5.0;100.0;4.0;6.0;51.0;19.0;19.0;1.0;100.0;5.0;8.0;57.0;15.0;10.0;4.0;100.0;13.0;33.0;47.0;7.0;100.0;32.0;30.0;5.0;26.0;4.0;2.0;100.0;21.0;26.0;9.0;36.0;4.0;4.0;100.0;30.0;27.0;26.0;12.0;2.0;4.0;100.0;3.0;5.0;47.0;32.0;12.0;2.0;100.0;50.0;13.0;10.0;25.0;2.0;100.0;77.0;6.0;4.0;11.0;3.0;100.0;5.0;5.0;55.0;12.0;20.0;2.0;100.0;13.0;9.0;16.0;60.0;2.0;100.0;4.0;5.0;5.0;86.0;1.0;100.0;21.0;4.0;6.0;68.0;1.0;100.0;8.0;10.0;10.0;19.0;20.0;21.0;11.0;;;;;;;;;
14;Totaal huishoudenkenmerken;2004;-25.0;-57.0;-7.0;-25.0;-5.0;-31.0;-32.0;-57.0;-7.0;-21.0;-25.0;-5.0;-31.0;100.0;1.0;6.0;26.0;25.0;39.0;2.0;100.0;3.0;21.0;40.0;17.0;14.0;5.0;100.0;5.0;6.0;51.0;19.0;18.0;1.0;100.0;5.0;9.0;63.0;12.0;7.0;4.0;100.0;13.0;35.0;44.0;8.0;100.0;39.0;29.0;5.0;21.0;4.0;2.0;100.0;14.0;24.0;11.0;43.0;4.0;4.0;100.0;34.0;29.0;22.0;10.0;2.0;4.0;100.0;2.0;5.0;45.0;33.0;13.0;2.0;100.0;51.0;14.0;9.0;23.0;3.0;100.0;76.0;6.0;4.0;11.0;2.0;100.0;5.0;5.0;56.0;12.0;19.0;3.0;100.0;13.0;9.0;15.0;61.0;2.0;100.0;4.0;5.0;5.0;85.0;1.0;100.0;22.0;5.0;6.0;67.0;1.0;100.0;7.0;9.0;10.0;21.0;19.0;21.0;12.0;;;;;;;;;
15;Totaal huishoudenkenmerken;2005 1e kwartaal;-22.0;-45.0;-1.0;-30.0;-7.0;-25.0;-23.0;-45.0;-1.0;-21.0;-30.0;-7.0;-25.0;100.0;1.0;9.0;31.0;22.0;33.0;3.0;100.0;4.0;23.0;39.0;15.0;12.0;6.0;100.0;4.0;6.0;49.0;20.0;20.0;1.0;100.0;5.0;10.0;59.0;13.0;9.0;4.0;100.0;16.0;35.0;41.0;8.0;100.0;34.0;29.0;6.0;24.0;5.0;2.0;100.0;19.0;28.0;9.0;37.0;4.0;4.0;100.0;24.0;27.0;28.0;14.0;2.0;5.0;100.0;3.0;6.0;46.0;33.0;11.0;2.0;100.0;49.0;14.0;10.0;25.0;3.0;100.0;74.0;5.0;4.0;13.0;3.0;100.0;4.0;6.0;55.0;12.0;19.0;3.0;100.0;12.0;10.0;14.0;62.0;2.0;100.0;5.0;5.0;5.0;84.0;1.0;100.0;21.0;5.0;6.0;67.0;1.0;100.0;7.0;9.0;11.0;19.0;19.0;23.0;13.0;;;;;;;;;
16;Totaal huishoudenkenmerken;2005 2e kwartaal;-21.0;-41.0;0.0;-29.0;-6.0;-30.0;-21.0;-41.0;0.0;-21.0;-29.0;-6.0;-30.0;100.0;1.0;9.0;35.0;20.0;31.0;3.0;100.0;3.0;21.0;45.0;14.0;11.0;7.0;100.0;5.0;6.0;49.0;21.0;19.0;1.0;100.0;4.0;8.0;65.0;12.0;7.0;4.0;100.0;14.0;35.0;43.0;9.0;100.0;32.0;30.0;6.0;26.0;3.0;2.0;100.0;16.0;27.0;8.0;41.0;3.0;5.0;100.0;23.0;27.0;28.0;14.0;2.0;7.0;100.0;3.0;5.0;47.0;32.0;11.0;2.0;100.0;47.0;15.0;9.0;25.0;3.0;100.0;74.0;5.0;4.0;13.0;3.0;100.0;4.0;6.0;56.0;12.0;19.0;3.0;100.0;11.0;9.0;15.0;63.0;2.0;100.0;4.0;5.0;6.0;85.0;1.0;100.0;21.0;3.0;6.0;69.0;1.0;100.0;7.0;9.0;11.0;;;;;;;;;;;;;
17;Totaal huishoudenkenmerken;2005 3e kwartaal;-25.0;-50.0;-9.0;-27.0;-10.0;-31.0;-29.0;-50.0;-9.0;-23.0;-27.0;-10.0;-31.0;100.0;1.0;6.0;33.0;22.0;35.0;4.0;100.0;3.0;19.0;41.0;16.0;15.0;7.0;100.0;4.0;6.0;51.0;19.0;19.0;1.0;100.0;4.0;10.0;58.0;14.0;10.0;5.0;100.0;14.0;33.0;45.0;8.0;100.0;32.0;30.0;6.0;27.0;3.0;2.0;100.0;20.0;27.0;8.0;37.0;3.0;5.0;100.0;23.0;24.0;30.0;14.0;2.0;7.0;100.0;2.0;5.0;49.0;32.0;10.0;2.0;100.0;45.0;14.0;10.0;27.0;3.0;100.0;74.0;6.0;4.0;13.0;3.0;100.0;5.0;6.0;55.0;12.0;19.0;3.0;100.0;10.0;9.0;13.0;66.0;1.0;100.0;4.0;5.0;5.0;86.0;1.0;100.0;19.0;5.0;5.0;70.0;1.0;100.0;7.0;8.0;13.0;21.0;17.0;21.0;13.0;;;;;;;;;
18;Totaal huishoudenkenmerken;2005 4e kwartaal;-21.0;-33.0;-4.0;-23.0;-12.0;-35.0;-18.0;-33.0;-4.0;-23.0;-23.0;-12.0;-35.0;100.0;1.0;12.0;38.0;20.0;26.0;3.0;100.0;4.0;24.0;36.0;17.0;15.0;5.0;100.0;4.0;7.0;53.0;18.0;17.0;1.0;100.0;5.0;10.0;53.0;17.0;10.0;5.0;100.0;12.0;33.0;47.0;7.0;100.0;25.0;31.0;6.0;32.0;3.0;3.0;100.0;24.0;28.0;6.0;35.0;2.0;5.0;100.0;15.0;20.0;32.0;22.0;3.0;7.0;100.0;2.0;6.0;46.0;34.0;10.0;2.0;100.0;46.0;14.0;10.0;26.0;3.0;100.0;75.0;5.0;5.0;13.0;2.0;100.0;4.0;6.0;57.0;13.0;17.0;2.0;100.0;12.0;9.0;13.0;65.0;1.0;100.0;4.0;5.0;5.0;85.0;1.0;100.0;20.0;4.0;5.0;69.0;1.0;100.0;8.0;9.0;11.0;19.0;19.0;23.0;12.0;;;;;;;;;
19;Totaal huishoudenkenmerken;2005;-22.0;-42.0;-3.0;-27.0;-9.0;-30.0;-23.0;-42.0;-3.0;-22.0;-27.0;-9.0;-30.0;100.0;1.0;9.0;35.0;21.0;31.0;3.0;100.0;3.0;22.0;40.0;15.0;13.0;6.0;100.0;4.0;6.0;51.0;19.0;19.0;1.0;100.0;5.0;10.0;58.0;14.0;9.0;4.0;100.0;14.0;34.0;44.0;8.0;100.0;31.0;30.0;6.0;27.0;3.0;2.0;100.0;20.0;27.0;8.0;38.0;3.0;5.0;100.0;21.0;24.0;29.0;16.0;2.0;6.0;100.0;3.0;6.0;47.0;33.0;10.0;2.0;100.0;47.0;14.0;10.0;26.0;3.0;100.0;75.0;5.0;4.0;13.0;3.0;100.0;4.0;6.0;56.0;12.0;19.0;3.0;100.0;12.0;9.0;14.0;64.0;1.0;100.0;4.0;5.0;5.0;85.0;1.0;100.0;20.0;4.0;6.0;69.0;1.0;100.0;7.0;9.0;11.0;20.0;18.0;22.0;13.0;;;;;;;;;
