ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalGedetineerden_1;GedetineerdenInVanTotaal_2
29;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2016;12760;36.2
30;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2017;12020;35.8
31;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2018;11600;34.9
32;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2019;11340;33.4
33;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2020;8810;32.3
34;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2021;9880;33.6
35;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2022;9670;31.8
36;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2005;30330;59.9
37;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2006;29670;59.3
38;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2007;28240;59.3
39;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2008;26960;59.7
40;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2009;27020;61.3
41;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2010;27180;62.1
42;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2011;27440;62.4
43;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2012;26900;63.3
44;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2013;26810;62.8
45;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2014;26790;62.0
46;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2015;24750;62.2
47;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2016;22060;62.6
48;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2017;21190;63.2
49;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2018;21300;64.1
50;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2019;22330;65.7
51;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2020;18420;67.5
52;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2021;19430;66.2
53;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2022;20610;67.8
54;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2005;6740;13.3
55;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2006;6690;13.4
56;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2007;6390;13.4
57;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2008;6280;13.9
58;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2009;6660;15.1
59;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2010;6970;15.9
60;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2011;7530;17.1
61;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2012;7590;17.9
62;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2013;7800;18.3
63;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2014;7380;17.1
64;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2015;7040;17.7
65;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2016;6370;18.1
66;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2017;6230;18.6
67;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2018;6330;19.1
68;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2019;6730;19.8
69;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2020;5750;21.1
70;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2021;5880;20.0
71;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2022;6470;21.3
72;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2005;23600;46.6
73;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2006;22980;45.9
74;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2007;21850;45.9
75;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2008;20680;45.8
76;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2009;20360;46.2
77;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2010;20210;46.2
78;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2011;19910;45.3
79;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2012;19310;45.4
80;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2013;19010;44.5
81;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2014;19410;44.9
82;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2015;17710;44.5
83;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2016;15690;44.5
84;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2017;14960;44.6
85;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2018;14970;45.1
86;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2019;15600;45.9
87;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2020;12670;46.4
88;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2021;13560;46.2
89;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2022;14140;46.5
90;Totaal mannen en vrouwen;Totaal;Marokko;2005;5140;10.2
91;Totaal mannen en vrouwen;Totaal;Marokko;2006;4960;9.9
92;Totaal mannen en vrouwen;Totaal;Marokko;2007;4760;10.0
93;Totaal mannen en vrouwen;Totaal;Marokko;2008;4340;9.6
94;Totaal mannen en vrouwen;Totaal;Marokko;2009;4430;10.1
95;Totaal mannen en vrouwen;Totaal;Marokko;2010;4560;10.4
96;Totaal mannen en vrouwen;Totaal;Marokko;2011;4580;10.4
97;Totaal mannen en vrouwen;Totaal;Marokko;2012;4600;10.8
98;Totaal mannen en vrouwen;Totaal;Marokko;2013;4530;10.6
99;Totaal mannen en vrouwen;Totaal;Marokko;2014;4640;10.7
100;Totaal mannen en vrouwen;Totaal;Marokko;2015;4310;10.8
101;Totaal mannen en vrouwen;Totaal;Marokko;2016;3960;11.2
102;Totaal mannen en vrouwen;Totaal;Marokko;2017;3930;11.7
103;Totaal mannen en vrouwen;Totaal;Marokko;2018;3880;11.7
104;Totaal mannen en vrouwen;Totaal;Marokko;2019;4050;11.9
105;Totaal mannen en vrouwen;Totaal;Marokko;2020;3370;12.4
106;Totaal mannen en vrouwen;Totaal;Marokko;2021;3660;12.4
107;Totaal mannen en vrouwen;Totaal;Marokko;2022;3760;12.4
108;Totaal mannen en vrouwen;Totaal;Turkije;2005;2750;5.4
109;Totaal mannen en vrouwen;Totaal;Turkije;2006;2790;5.6
110;Totaal mannen en vrouwen;Totaal;Turkije;2007;2560;5.4
111;Totaal mannen en vrouwen;Totaal;Turkije;2008;2270;5.0
112;Totaal mannen en vrouwen;Totaal;Turkije;2009;2300;5.2
113;Totaal mannen en vrouwen;Totaal;Turkije;2010;2280;5.2
114;Totaal mannen en vrouwen;Totaal;Turkije;2011;2290;5.2
115;Totaal mannen en vrouwen;Totaal;Turkije;2012;2190;5.1
116;Totaal mannen en vrouwen;Totaal;Turkije;2013;2090;4.9
117;Totaal mannen en vrouwen;Totaal;Turkije;2014;2060;4.8
118;Totaal mannen en vrouwen;Totaal;Turkije;2015;1870;4.7
119;Totaal mannen en vrouwen;Totaal;Turkije;2016;1790;5.1
120;Totaal mannen en vrouwen;Totaal;Turkije;2017;1730;5.2
121;Totaal mannen en vrouwen;Totaal;Turkije;2018;1670;5.0
122;Totaal mannen en vrouwen;Totaal;Turkije;2019;1730;5.1
123;Totaal mannen en vrouwen;Totaal;Turkije;2020;1430;5.2
124;Totaal mannen en vrouwen;Totaal;Turkije;2021;1510;5.2
125;Totaal mannen en vrouwen;Totaal;Turkije;2022;1560;5.1
126;Totaal mannen en vrouwen;Totaal;Suriname;2005;5800;11.5
127;Totaal mannen en vrouwen;Totaal;Suriname;2006;5670;11.3
128;Totaal mannen en vrouwen;Totaal;Suriname;2007;5320;11.2
129;Totaal mannen en vrouwen;Totaal;Suriname;2008;4970;11.0
130;Totaal mannen en vrouwen;Totaal;Suriname;2009;4800;10.9
131;Totaal mannen en vrouwen;Totaal;Suriname;2010;4730;10.8
132;Totaal mannen en vrouwen;Totaal;Suriname;2011;4540;10.3
133;Totaal mannen en vrouwen;Totaal;Suriname;2012;4270;10.0
134;Totaal mannen en vrouwen;Totaal;Suriname;2013;4140;9.7
135;Totaal mannen en vrouwen;Totaal;Suriname;2014;4180;9.7
136;Totaal mannen en vrouwen;Totaal;Suriname;2015;3700;9.3
137;Totaal mannen en vrouwen;Totaal;Suriname;2016;3140;8.9
138;Totaal mannen en vrouwen;Totaal;Suriname;2017;2850;8.5
139;Totaal mannen en vrouwen;Totaal;Suriname;2018;2750;8.3
140;Totaal mannen en vrouwen;Totaal;Suriname;2019;2720;8.0
141;Totaal mannen en vrouwen;Totaal;Suriname;2020;2110;7.7
142;Totaal mannen en vrouwen;Totaal;Suriname;2021;2210;7.5
143;Totaal mannen en vrouwen;Totaal;Suriname;2022;2220;7.3
144;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2005;4110;8.1
145;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2006;3710;7.4
146;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2007;3380;7.1
147;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2008;3280;7.3
148;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2009;3270;7.4
149;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2010;3220;7.4
150;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2011;3340;7.6
151;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2012;3360;7.9
152;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2013;3550;8.3
153;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2014;3710;8.6
154;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2015;3300;8.3
155;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2016;2670;7.6
156;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2017;2420;7.2
157;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2018;2500;7.5
158;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2019;2510;7.4
159;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2020;1970;7.2
160;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2021;2070;7.0
161;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2022;1980;6.5
162;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2005;5790;11.4
163;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2006;5860;11.7
164;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2007;5840;12.3
165;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2008;5830;12.9
166;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2009;5560;12.6
167;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2010;5420;12.4
168;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2011;5170;11.8
169;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2012;4890;11.5
170;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2013;4710;11.0
171;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2014;4830;11.2
172;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2015;4520;11.4
173;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2016;4130;11.7
174;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2017;4030;12.0
175;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2018;4170;12.6
176;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2019;4590;13.5
177;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2020;3780;13.8
178;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2021;4110;14.0
179;Totaal mannen en vrouwen;Totaal;Overige niet-westerse migratieachterg...;2022;4620;15.2
180;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2005;220;0.4
181;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2006;260;0.5
182;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2007;340;0.7
183;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2008;310;0.7
184;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2009;320;0.7
185;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2010;300;0.7
186;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2011;220;0.5
187;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2012;150;0.3
188;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2013;230;0.5
189;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2014;480;1.1
190;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2015;560;1.4
191;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2016;440;1.2
192;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2017;340;1.0
193;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2018;310;0.9
194;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2019;290;0.9
195;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2020;70;0.3
196;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2021;60;0.2
197;Totaal mannen en vrouwen;Totaal;Onbekende migratieachtergrond;2022;100;0.3
198;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2005;10950;21.6
199;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2006;10620;21.2
200;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2007;10300;21.6
201;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2008;9820;21.7
202;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2009;9920;22.5
203;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2010;10010;22.9
204;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2011;9930;22.6
205;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2012;9280;21.8
206;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2013;8820;20.7
207;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2014;8260;19.1
208;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2015;7080;17.8
209;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2016;5990;17.0
210;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2017;5610;16.7
211;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2018;5370;16.2
212;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2019;5560;16.4
213;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2020;4380;16.0
214;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2021;4560;15.5
215;Totaal mannen en vrouwen;18 tot 25 jaar;Totaal;2022;4780;15.7
216;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2005;3470;6.8
217;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2006;3520;7.0
218;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2007;3550;7.4
219;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2008;3420;7.6
220;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2009;3120;7.1
221;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2010;3020;6.9
222;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2011;2920;6.6
223;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2012;2640;6.2
224;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2013;2510;5.9
225;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2014;2220;5.1
226;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2015;1830;4.6
227;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2016;1510;4.3
228;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2017;1430;4.3
229;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2018;1310;3.9
230;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2019;1250;3.7
231;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2020;1000;3.7
232;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2021;1120;3.8
233;Totaal mannen en vrouwen;18 tot 25 jaar;Nederlandse achtergrond;2022;1160;3.8
234;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2005;7450;14.7
235;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2006;7060;14.1
236;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2007;6700;14.1
237;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2008;6330;14.0
238;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2009;6750;15.3
239;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2010;6950;15.9
240;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2011;6990;15.9
241;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2012;6620;15.6
242;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2013;6300;14.7
243;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2014;5960;13.8
244;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2015;5160;13.0
245;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2016;4430;12.6
246;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2017;4150;12.4
247;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2018;4060;12.2
248;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2019;4290;12.6
249;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2020;3370;12.3
250;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2021;3430;11.7
251;Totaal mannen en vrouwen;18 tot 25 jaar;Met migratieachtergrond;2022;3610;11.9
252;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2005;1300;2.6
253;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2006;1220;2.4
254;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2007;1220;2.6
255;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2008;1160;2.6
256;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2009;1320;3.0
257;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2010;1390;3.2
258;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2011;1500;3.4
259;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2012;1440;3.4
260;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2013;1440;3.4
261;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2014;1300;3.0
262;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2015;1130;2.8
263;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2016;1000;2.8
264;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2017;910;2.7
265;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2018;850;2.6
266;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2019;890;2.6
267;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2020;680;2.5
268;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2021;660;2.2
269;Totaal mannen en vrouwen;18 tot 25 jaar;Westerse migratieachtergrond;2022;670;2.2
270;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2005;6150;12.1
271;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2006;5850;11.7
272;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2007;5480;11.5
273;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2008;5170;11.4
274;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2009;5440;12.3
275;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2010;5560;12.7
276;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2011;5480;12.5
277;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2012;5180;12.2
278;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2013;4860;11.4
279;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2014;4660;10.8
280;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2015;4030;10.1
281;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2016;3430;9.7
282;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2017;3240;9.7
283;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2018;3210;9.7
284;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2019;3400;10.0
285;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2020;2690;9.9
286;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2021;2780;9.4
287;Totaal mannen en vrouwen;18 tot 25 jaar;Niet-westerse migratieachtergrond;2022;2940;9.7
288;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2005;1920;3.8
289;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2006;1830;3.7
290;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2007;1750;3.7
291;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2008;1580;3.5
292;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2009;1700;3.9
293;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2010;1820;4.1
294;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2011;1810;4.1
295;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2012;1750;4.1
296;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2013;1650;3.9
297;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2014;1580;3.7
298;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2015;1430;3.6
299;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2016;1230;3.5
300;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2017;1170;3.5
301;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2018;1140;3.4
302;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2019;1180;3.5
303;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2020;900;3.3
304;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2021;950;3.2
305;Totaal mannen en vrouwen;18 tot 25 jaar;Marokko;2022;1000;3.3
306;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2005;630;1.2
307;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2006;600;1.2
308;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2007;520;1.1
309;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2008;500;1.1
310;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2009;610;1.4
311;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2010;590;1.3
312;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2011;600;1.4
313;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2012;610;1.4
314;Totaal mannen en vrouwen;18 tot 25 jaar;Turkije;2013;540;1.3
