ID;BedrijfstakkenBranchesSBI2008;Bedrijfsgrootte;Perioden;BanenVanWerknemersInDecember_1
64;A-U Alle economische activiteiten;100  tot 500 werkzame personen;2018 december;1636.22
65;A-U Alle economische activiteiten;100  tot 500 werkzame personen;2019 december;1650.8
66;A-U Alle economische activiteiten;100  tot 500 werkzame personen;2020 december;1633.5
67;A-U Alle economische activiteiten;100  tot 500 werkzame personen;2021 december;1653.0
68;A-U Alle economische activiteiten;100  tot 500 werkzame personen;2022 december;1697.8
69;A-U Alle economische activiteiten;100  tot 500 werkzame personen;2023 december;1712.1
70;A-U Alle economische activiteiten;500 werkzame personen of meer;2010 december;3281.1
71;A-U Alle economische activiteiten;500 werkzame personen of meer;2011 december ;3330.3
72;A-U Alle economische activiteiten;500 werkzame personen of meer;2012 december;3328.6
73;A-U Alle economische activiteiten;500 werkzame personen of meer;2013 december;3308.2
74;A-U Alle economische activiteiten;500 werkzame personen of meer;2014 december;3314.8
75;A-U Alle economische activiteiten;500 werkzame personen of meer;2015 december;3322.6
76;A-U Alle economische activiteiten;500 werkzame personen of meer;2016 december;3337.5
77;A-U Alle economische activiteiten;500 werkzame personen of meer;2017 december;3437.6
78;A-U Alle economische activiteiten;500 werkzame personen of meer;2018 december;3548.49
79;A-U Alle economische activiteiten;500 werkzame personen of meer;2019 december;3631.0
80;A-U Alle economische activiteiten;500 werkzame personen of meer;2020 december;3617.7
81;A-U Alle economische activiteiten;500 werkzame personen of meer;2021 december;3715.4
82;A-U Alle economische activiteiten;500 werkzame personen of meer;2022 december;3812.9
83;A-U Alle economische activiteiten;500 werkzame personen of meer;2023 december;3917.1
84;A-F Landbouw en nijverheid;Totaal;2010 december;1308.4
85;A-F Landbouw en nijverheid;Totaal;2011 december ;1292.9
86;A-F Landbouw en nijverheid;Totaal;2012 december;1266.7
87;A-F Landbouw en nijverheid;Totaal;2013 december;1219.6
88;A-F Landbouw en nijverheid;Totaal;2014 december;1208.6
89;A-F Landbouw en nijverheid;Totaal;2015 december;1198.4
90;A-F Landbouw en nijverheid;Totaal;2016 december;1207.6
91;A-F Landbouw en nijverheid;Totaal;2017 december;1226.8
92;A-F Landbouw en nijverheid;Totaal;2018 december;1259.54
93;A-F Landbouw en nijverheid;Totaal;2019 december;1283.0
94;A-F Landbouw en nijverheid;Totaal;2020 december;1285.1
95;A-F Landbouw en nijverheid;Totaal;2021 december;1303.8
96;A-F Landbouw en nijverheid;Totaal;2022 december;1323.7
97;A-F Landbouw en nijverheid;Totaal;2023 december;1338.1
98;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2010 december;
99;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2011 december ;
100;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2012 december;182.1
101;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2013 december;176.4
102;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2014 december;177.2
103;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2015 december;170.1
104;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2016 december;174.4
105;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2017 december;179.8
106;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2018 december;180.25
107;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2019 december;182.4
108;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2020 december;183.2
109;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2021 december;189.3
110;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2022 december;186.4
111;A-F Landbouw en nijverheid;0  tot 10 werkzame personen;2023 december;184.9
112;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2010 december;
113;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2011 december ;
114;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2012 december;300.9
115;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2013 december;280.3
116;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2014 december;276.1
117;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2015 december;277.7
118;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2016 december;278.2
119;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2017 december;285.3
120;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2018 december;289.06
121;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2019 december;290.2
122;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2020 december;290.8
123;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2021 december;295.5
124;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2022 december;295.7
125;A-F Landbouw en nijverheid;10  tot 50 werkzame personen;2023 december;293.6
126;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2010 december;
127;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2011 december ;
128;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2012 december;139.7
129;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2013 december;133.5
130;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2014 december;129.6
131;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2015 december;130.7
132;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2016 december;134.2
133;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2017 december;139.6
134;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2018 december;144.05
135;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2019 december;146.8
136;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2020 december;144.1
137;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2021 december;147.0
138;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2022 december;146.9
139;A-F Landbouw en nijverheid;50  tot 100 werkzame personens;2023 december;142.7
140;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2010 december;
141;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2011 december ;
142;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2012 december;294.7
143;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2013 december;286.5
144;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2014 december;285.9
145;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2015 december;289.9
146;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2016 december;296.8
147;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2017 december;303.9
148;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2018 december;321.02
149;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2019 december;337.3
150;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2020 december;340.7
151;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2021 december;343.3
152;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2022 december;355.6
153;A-F Landbouw en nijverheid;100  tot 500 werkzame personen;2023 december;363.5
154;A-F Landbouw en nijverheid;500 werkzame personen of meer;2010 december;
155;A-F Landbouw en nijverheid;500 werkzame personen of meer;2011 december ;
156;A-F Landbouw en nijverheid;500 werkzame personen of meer;2012 december;349.4
157;A-F Landbouw en nijverheid;500 werkzame personen of meer;2013 december;342.9
158;A-F Landbouw en nijverheid;500 werkzame personen of meer;2014 december;339.8
159;A-F Landbouw en nijverheid;500 werkzame personen of meer;2015 december;330.0
160;A-F Landbouw en nijverheid;500 werkzame personen of meer;2016 december;324.1
161;A-F Landbouw en nijverheid;500 werkzame personen of meer;2017 december;318.1
162;A-F Landbouw en nijverheid;500 werkzame personen of meer;2018 december;325.16
163;A-F Landbouw en nijverheid;500 werkzame personen of meer;2019 december;326.2
164;A-F Landbouw en nijverheid;500 werkzame personen of meer;2020 december;326.3
165;A-F Landbouw en nijverheid;500 werkzame personen of meer;2021 december;328.5
166;A-F Landbouw en nijverheid;500 werkzame personen of meer;2022 december;339.1
167;A-F Landbouw en nijverheid;500 werkzame personen of meer;2023 december;353.3
168;A Landbouw, bosbouw en visserij;Totaal;2010 december;99.5
169;A Landbouw, bosbouw en visserij;Totaal;2011 december ;98.1
170;A Landbouw, bosbouw en visserij;Totaal;2012 december;98.5
171;A Landbouw, bosbouw en visserij;Totaal;2013 december;97.5
172;A Landbouw, bosbouw en visserij;Totaal;2014 december;96.3
173;A Landbouw, bosbouw en visserij;Totaal;2015 december;95.9
174;A Landbouw, bosbouw en visserij;Totaal;2016 december;97.5
175;A Landbouw, bosbouw en visserij;Totaal;2017 december;99.8
176;A Landbouw, bosbouw en visserij;Totaal;2018 december;101.89
177;A Landbouw, bosbouw en visserij;Totaal;2019 december;103.1
178;A Landbouw, bosbouw en visserij;Totaal;2020 december;106.3
179;A Landbouw, bosbouw en visserij;Totaal;2021 december;107.1
180;A Landbouw, bosbouw en visserij;Totaal;2022 december;102.9
181;A Landbouw, bosbouw en visserij;Totaal;2023 december;101.8
182;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2010 december;46.2
183;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2011 december ;41.7
184;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2012 december;43.0
185;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2013 december;42.7
186;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2014 december;42.4
187;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2015 december;40.4
188;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2016 december;40.6
189;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2017 december;42.1
190;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2018 december;42.14
191;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2019 december;42.3
192;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2020 december;42.9
193;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2021 december;41.5
194;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2022 december;38.4
195;A Landbouw, bosbouw en visserij;0  tot 10 werkzame personen;2023 december;38.8
196;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2010 december;36.9
197;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2011 december ;38.9
198;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2012 december;38.0
199;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2013 december;36.8
200;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2014 december;36.3
201;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2015 december;37.5
202;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2016 december;37.5
203;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2017 december;36.8
204;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2018 december;38.61
205;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2019 december;38.6
206;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2020 december;39.7
207;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2021 december;40.2
208;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2022 december;38.8
209;A Landbouw, bosbouw en visserij;10  tot 50 werkzame personen;2023 december;38.4
210;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2010 december;5.8
211;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2011 december ;
212;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2012 december;6.2
213;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2013 december;6.2
214;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2014 december;5.4
215;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2015 december;6.1
216;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2016 december;6.4
217;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2017 december;7.3
218;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2018 december;7.31
219;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2019 december;7.2
220;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2020 december;8.9
221;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2021 december;10.0
222;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2022 december;9.8
223;A Landbouw, bosbouw en visserij;50  tot 100 werkzame personens;2023 december;7.7
224;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2010 december;9.1
225;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2011 december ;8.4
226;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2012 december;7.2
227;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2013 december;7.9
228;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2014 december;8.7
229;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2015 december;8.2
230;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2016 december;8.9
231;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2017 december;8.7
232;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2018 december;8.62
233;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2019 december;9.8
234;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2020 december;9.3
235;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2021 december;9.7
236;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2022 december;10.7
237;A Landbouw, bosbouw en visserij;100  tot 500 werkzame personen;2023 december;11.3
238;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2010 december;1.5
239;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2011 december ;
240;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2012 december;4.0
241;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2013 december;3.9
242;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2014 december;3.5
243;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2015 december;3.8
244;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2016 december;4.2
245;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2017 december;4.9
246;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2018 december;5.21
247;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2019 december;5.3
248;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2020 december;5.6
249;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2021 december;5.8
250;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2022 december;5.3
251;A Landbouw, bosbouw en visserij;500 werkzame personen of meer;2023 december;5.6
252;01 Landbouw;Totaal;2010 december;96.8
253;01 Landbouw;Totaal;2011 december ;95.2
254;01 Landbouw;Totaal;2012 december;95.6
255;01 Landbouw;Totaal;2013 december;94.5
256;01 Landbouw;Totaal;2014 december;93.3
257;01 Landbouw;Totaal;2015 december;93.0
258;01 Landbouw;Totaal;2016 december;94.7
259;01 Landbouw;Totaal;2017 december;96.8
260;01 Landbouw;Totaal;2018 december;98.77
261;01 Landbouw;Totaal;2019 december;100.0
262;01 Landbouw;Totaal;2020 december;103.0
263;01 Landbouw;Totaal;2021 december;103.7
264;01 Landbouw;Totaal;2022 december;100.3
265;01 Landbouw;Totaal;2023 december;99.3
266;01 Landbouw;0  tot 10 werkzame personen;2010 december;45.2
267;01 Landbouw;0  tot 10 werkzame personen;2011 december ;40.7
268;01 Landbouw;0  tot 10 werkzame personen;2012 december;42.0
269;01 Landbouw;0  tot 10 werkzame personen;2013 december;41.6
270;01 Landbouw;0  tot 10 werkzame personen;2014 december;41.3
271;01 Landbouw;0  tot 10 werkzame personen;2015 december;39.4
272;01 Landbouw;0  tot 10 werkzame personen;2016 december;39.6
273;01 Landbouw;0  tot 10 werkzame personen;2017 december;
274;01 Landbouw;0  tot 10 werkzame personen;2018 december;41.21
275;01 Landbouw;0  tot 10 werkzame personen;2019 december;41.4
276;01 Landbouw;0  tot 10 werkzame personen;2020 december;42.0
277;01 Landbouw;0  tot 10 werkzame personen;2021 december;40.5
278;01 Landbouw;0  tot 10 werkzame personen;2022 december;37.5
279;01 Landbouw;0  tot 10 werkzame personen;2023 december;37.9
280;01 Landbouw;10  tot 50 werkzame personen;2010 december;36.2
281;01 Landbouw;10  tot 50 werkzame personen;2011 december ;38.2
282;01 Landbouw;10  tot 50 werkzame personen;2012 december;37.2
283;01 Landbouw;10  tot 50 werkzame personen;2013 december;36.0
284;01 Landbouw;10  tot 50 werkzame personen;2014 december;35.7
285;01 Landbouw;10  tot 50 werkzame personen;2015 december;36.9
286;01 Landbouw;10  tot 50 werkzame personen;2016 december;36.9
287;01 Landbouw;10  tot 50 werkzame personen;2017 december;36.2
288;01 Landbouw;10  tot 50 werkzame personen;2018 december;37.85
289;01 Landbouw;10  tot 50 werkzame personen;2019 december;37.9
290;01 Landbouw;10  tot 50 werkzame personen;2020 december;38.9
291;01 Landbouw;10  tot 50 werkzame personen;2021 december;39.4
292;01 Landbouw;10  tot 50 werkzame personen;2022 december;
293;01 Landbouw;10  tot 50 werkzame personen;2023 december;
294;01 Landbouw;50  tot 100 werkzame personens;2010 december;
295;01 Landbouw;50  tot 100 werkzame personens;2011 december ;
296;01 Landbouw;50  tot 100 werkzame personens;2012 december;6.2
297;01 Landbouw;50  tot 100 werkzame personens;2013 december;6.2
298;01 Landbouw;50  tot 100 werkzame personens;2014 december;5.4
299;01 Landbouw;50  tot 100 werkzame personens;2015 december;
300;01 Landbouw;50  tot 100 werkzame personens;2016 december;
301;01 Landbouw;50  tot 100 werkzame personens;2017 december;
302;01 Landbouw;50  tot 100 werkzame personens;2018 december;
303;01 Landbouw;50  tot 100 werkzame personens;2019 december;
304;01 Landbouw;50  tot 100 werkzame personens;2020 december;
305;01 Landbouw;50  tot 100 werkzame personens;2021 december;
306;01 Landbouw;50  tot 100 werkzame personens;2022 december;
307;01 Landbouw;50  tot 100 werkzame personens;2023 december;
308;01 Landbouw;100  tot 500 werkzame personen;2010 december;
309;01 Landbouw;100  tot 500 werkzame personen;2011 december ;
310;01 Landbouw;100  tot 500 werkzame personen;2012 december;
311;01 Landbouw;100  tot 500 werkzame personen;2013 december;
312;01 Landbouw;100  tot 500 werkzame personen;2014 december;
313;01 Landbouw;100  tot 500 werkzame personen;2015 december;
314;01 Landbouw;100  tot 500 werkzame personen;2016 december;
315;01 Landbouw;100  tot 500 werkzame personen;2017 december;
316;01 Landbouw;100  tot 500 werkzame personen;2018 december;
317;01 Landbouw;100  tot 500 werkzame personen;2019 december;9.2
318;01 Landbouw;100  tot 500 werkzame personen;2020 december;8.7
319;01 Landbouw;100  tot 500 werkzame personen;2021 december;9.2
320;01 Landbouw;100  tot 500 werkzame personen;2022 december;10.0
321;01 Landbouw;100  tot 500 werkzame personen;2023 december;10.6
322;01 Landbouw;500 werkzame personen of meer;2010 december;0.8
323;01 Landbouw;500 werkzame personen of meer;2011 december ;
324;01 Landbouw;500 werkzame personen of meer;2012 december;
325;01 Landbouw;500 werkzame personen of meer;2013 december;
326;01 Landbouw;500 werkzame personen of meer;2014 december;
327;01 Landbouw;500 werkzame personen of meer;2015 december;
328;01 Landbouw;500 werkzame personen of meer;2016 december;
329;01 Landbouw;500 werkzame personen of meer;2017 december;
330;01 Landbouw;500 werkzame personen of meer;2018 december;
331;01 Landbouw;500 werkzame personen of meer;2019 december;
332;01 Landbouw;500 werkzame personen of meer;2020 december;
333;01 Landbouw;500 werkzame personen of meer;2021 december;
334;01 Landbouw;500 werkzame personen of meer;2022 december;5.3
335;01 Landbouw;500 werkzame personen of meer;2023 december;5.6
336;02 Bosbouw;Totaal;2010 december;1.4
337;02 Bosbouw;Totaal;2011 december ;1.5
338;02 Bosbouw;Totaal;2012 december;1.4
339;02 Bosbouw;Totaal;2013 december;1.4
340;02 Bosbouw;Totaal;2014 december;1.5
341;02 Bosbouw;Totaal;2015 december;1.5
342;02 Bosbouw;Totaal;2016 december;1.5
343;02 Bosbouw;Totaal;2017 december;1.5
344;02 Bosbouw;Totaal;2018 december;1.51
345;02 Bosbouw;Totaal;2019 december;1.5
346;02 Bosbouw;Totaal;2020 december;1.6
347;02 Bosbouw;Totaal;2021 december;1.6
348;02 Bosbouw;Totaal;2022 december;0.8
349;02 Bosbouw;Totaal;2023 december;0.8
350;02 Bosbouw;0  tot 10 werkzame personen;2010 december;0.3
351;02 Bosbouw;0  tot 10 werkzame personen;2011 december ;0.4
352;02 Bosbouw;0  tot 10 werkzame personen;2012 december;0.4
353;02 Bosbouw;0  tot 10 werkzame personen;2013 december;0.4
354;02 Bosbouw;0  tot 10 werkzame personen;2014 december;
355;02 Bosbouw;0  tot 10 werkzame personen;2015 december;
356;02 Bosbouw;0  tot 10 werkzame personen;2016 december;
357;02 Bosbouw;0  tot 10 werkzame personen;2017 december;
358;02 Bosbouw;0  tot 10 werkzame personen;2018 december;
359;02 Bosbouw;0  tot 10 werkzame personen;2019 december;0.3
360;02 Bosbouw;0  tot 10 werkzame personen;2020 december;0.4
361;02 Bosbouw;0  tot 10 werkzame personen;2021 december;0.4
362;02 Bosbouw;0  tot 10 werkzame personen;2022 december;0.3
363;02 Bosbouw;0  tot 10 werkzame personen;2023 december;0.4
364;02 Bosbouw;10  tot 50 werkzame personen;2010 december;
365;02 Bosbouw;10  tot 50 werkzame personen;2011 december ;
366;02 Bosbouw;10  tot 50 werkzame personen;2012 december;
367;02 Bosbouw;10  tot 50 werkzame personen;2013 december;
368;02 Bosbouw;10  tot 50 werkzame personen;2014 december;0.3
369;02 Bosbouw;10  tot 50 werkzame personen;2015 december;0.3
370;02 Bosbouw;10  tot 50 werkzame personen;2016 december;0.2
371;02 Bosbouw;10  tot 50 werkzame personen;2017 december;0.3
372;02 Bosbouw;10  tot 50 werkzame personen;2018 december;0.29
373;02 Bosbouw;10  tot 50 werkzame personen;2019 december;
374;02 Bosbouw;10  tot 50 werkzame personen;2020 december;
375;02 Bosbouw;10  tot 50 werkzame personen;2021 december;
376;02 Bosbouw;10  tot 50 werkzame personen;2022 december;
377;02 Bosbouw;10  tot 50 werkzame personen;2023 december;
378;02 Bosbouw;50  tot 100 werkzame personens;2010 december;
379;02 Bosbouw;50  tot 100 werkzame personens;2011 december ;0.0
380;02 Bosbouw;50  tot 100 werkzame personens;2012 december;0.0
381;02 Bosbouw;50  tot 100 werkzame personens;2013 december;0.0
382;02 Bosbouw;50  tot 100 werkzame personens;2014 december;0.0
383;02 Bosbouw;50  tot 100 werkzame personens;2015 december;
384;02 Bosbouw;50  tot 100 werkzame personens;2016 december;
385;02 Bosbouw;50  tot 100 werkzame personens;2017 december;
386;02 Bosbouw;50  tot 100 werkzame personens;2018 december;
387;02 Bosbouw;50  tot 100 werkzame personens;2019 december;
