ID;Geslacht;Onderwijssoort;Studierichting;Opleidingsvorm;Herkomstgroepering;Perioden;AssociateDegree_1;Bachelor_2;Doctoraal_3;WoMaster_4;Vervolgopleidingen_5
14;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;0;2009/'10;991;62204;;;4038
15;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;0;2010/'11;1053;61633;;;4757
16;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;0;2011/'12;1190;65089;;;4650
17;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;0;2012/'13;1334;59563;;;3468
18;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;0;2013/'14;1423;60913;;;3567
19;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;0;2014/'15;1728;64104;;;3600
20;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;0;2015/'16;1704;65446;;;3758
21;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;1995/'96;0;44264;;;1713
22;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;1996/'97;0;43160;;;2053
23;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;1997/'98;0;42326;;;1875
24;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;1998/'99;0;41646;;;1930
25;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;1999/'00;0;42874;;;1845
26;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2000/'01;0;42736;;;2004
27;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2001/'02;0;44523;;;2239
28;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2002/'03;0;45601;;;2405
29;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2003/'04;0;47503;;;2951
30;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2004/'05;0;46851;;;3193
31;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2005/'06;0;46485;;;3740
32;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2006/'07;11;47145;;;4058
33;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2007/'08;251;46942;;;4270
34;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2008/'09;709;48101;;;3254
35;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2009/'10;895;48021;;;3311
36;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2010/'11;913;47509;;;3950
37;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2011/'12;1036;50059;;;3838
38;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2012/'13;1151;45868;;;2768
39;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2013/'14;1180;46807;;;2799
40;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2014/'15;1415;49272;;;2760
41;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Autochtoon;2015/'16;1324;49982;;;2862
42;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;1995/'96;0;3544;;;120
43;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;1996/'97;0;3534;;;146
44;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;1997/'98;0;3428;;;139
45;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;1998/'99;0;3329;;;139
46;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;1999/'00;0;3285;;;159
47;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2000/'01;0;3412;;;190
48;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2001/'02;0;3705;;;184
49;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2002/'03;0;3896;;;163
50;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2003/'04;0;4637;;;317
51;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2004/'05;0;4783;;;347
52;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2005/'06;0;5114;;;417
53;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2006/'07;0;5052;;;451
54;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2007/'08;13;5244;;;453
55;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2008/'09;46;5616;;;482
56;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2009/'10;39;6077;;;491
57;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2010/'11;68;6066;;;544
58;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2011/'12;74;6677;;;559
59;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2012/'13;83;6668;;;497
60;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2013/'14;75;6722;;;564
61;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2014/'15;105;7551;;;622
62;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon;2015/'16;123;7678;;;656
63;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;1995/'96;0;901;;;37
64;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;1996/'97;0;930;;;47
65;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;1997/'98;0;977;;;44
66;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;1998/'99;0;863;;;40
67;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;1999/'00;0;797;;;51
68;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2000/'01;0;876;;;65
69;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2001/'02;0;1031;;;65
70;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2002/'03;0;1090;;;56
71;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2003/'04;0;1628;;;161
72;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2004/'05;0;1839;;;180
73;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2005/'06;0;2155;;;208
74;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2006/'07;0;2095;;;245
75;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2007/'08;2;2432;;;253
76;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2008/'09;12;2635;;;295
77;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2009/'10;8;3174;;;328
78;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2010/'11;20;3271;;;348
79;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2011/'12;31;3752;;;384
80;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2012/'13;17;4103;;;370
81;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2013/'14;16;4067;;;406
82;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2014/'15;36;4823;;;476
83;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 1e generatie;2015/'16;34;4828;;;517
84;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;1995/'96;0;2643;;;83
85;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;1996/'97;0;2604;;;99
86;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;1997/'98;0;2451;;;95
87;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;1998/'99;0;2466;;;99
88;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;1999/'00;0;2488;;;108
89;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2000/'01;0;2536;;;125
90;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2001/'02;0;2674;;;119
91;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2002/'03;0;2806;;;107
92;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2003/'04;0;3009;;;156
93;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2004/'05;0;2944;;;167
94;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2005/'06;0;2959;;;209
95;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2006/'07;0;2957;;;206
96;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2007/'08;11;2812;;;200
97;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2008/'09;34;2981;;;187
98;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2009/'10;31;2903;;;163
99;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2010/'11;48;2795;;;196
100;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2011/'12;43;2925;;;175
101;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2012/'13;66;2565;;;127
102;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2013/'14;59;2655;;;158
103;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2014/'15;69;2728;;;146
104;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Westerse allochtoon, 2e generatie;2015/'16;89;2850;;;139
105;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;1995/'96;0;1867;;;41
106;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;1996/'97;0;2067;;;69
107;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;1997/'98;0;2259;;;53
108;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;1998/'99;0;2399;;;62
109;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;1999/'00;0;2582;;;48
110;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2000/'01;0;3002;;;48
111;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2001/'02;0;3400;;;62
112;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2002/'03;0;3916;;;82
113;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2003/'04;0;4847;;;108
114;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2004/'05;0;5438;;;133
115;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2005/'06;0;6041;;;147
116;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2006/'07;0;6273;;;188
117;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2007/'08;12;6382;;;158
118;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2008/'09;49;6618;;;201
119;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2009/'10;56;6745;;;186
120;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2010/'11;69;6552;;;215
121;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2011/'12;75;7183;;;221
122;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2012/'13;100;6343;;;185
123;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2013/'14;168;6597;;;198
124;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2014/'15;208;7234;;;214
125;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon;2015/'16;257;7777;;;240
126;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;1995/'96;0;1359;;;37
127;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;1996/'97;0;1509;;;63
128;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;1997/'98;0;1554;;;41
129;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;1998/'99;0;1575;;;55
130;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;1999/'00;0;1583;;;36
131;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2000/'01;0;1723;;;37
132;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2001/'02;0;1895;;;50
133;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2002/'03;0;2145;;;64
134;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2003/'04;0;2738;;;91
135;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2004/'05;0;3039;;;107
136;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2005/'06;0;3337;;;120
137;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2006/'07;0;3302;;;145
138;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2007/'08;5;3228;;;120
139;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2008/'09;23;3202;;;161
140;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2009/'10;24;3067;;;145
141;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2010/'11;27;2880;;;158
142;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2011/'12;36;3128;;;168
143;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2012/'13;46;2718;;;133
144;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2013/'14;61;2689;;;140
145;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2014/'15;74;2682;;;157
146;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 1e generatie;2015/'16;87;2790;;;166
147;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;1995/'96;0;508;;;4
148;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;1996/'97;0;558;;;6
149;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;1997/'98;0;705;;;12
150;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;1998/'99;0;824;;;7
151;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;1999/'00;0;999;;;12
152;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2000/'01;0;1279;;;11
153;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2001/'02;0;1505;;;12
154;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2002/'03;0;1771;;;18
155;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2003/'04;0;2109;;;17
156;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2004/'05;0;2399;;;26
157;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2005/'06;0;2704;;;27
158;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2006/'07;0;2971;;;43
159;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2007/'08;7;3154;;;38
160;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2008/'09;26;3416;;;40
161;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2009/'10;32;3678;;;41
162;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2010/'11;42;3672;;;57
163;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2011/'12;39;4055;;;53
164;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2012/'13;54;3625;;;52
165;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2013/'14;107;3908;;;58
166;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2014/'15;134;4552;;;57
167;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Niet-westerse allochtoon, 2e generatie;2015/'16;170;4987;;;74
168;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;1995/'96;0;226;;;2
169;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;1996/'97;0;254;;;15
170;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;1997/'98;0;333;;;8
171;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;1998/'99;0;338;;;2
172;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;1999/'00;0;346;;;5
173;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2000/'01;0;404;;;3
174;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2001/'02;0;491;;;4
175;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2002/'03;0;546;;;9
176;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2003/'04;0;691;;;6
177;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2004/'05;0;649;;;7
178;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2005/'06;0;800;;;11
179;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2006/'07;0;894;;;13
180;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2007/'08;3;892;;;21
181;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2008/'09;8;903;;;20
182;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2009/'10;13;959;;;16
183;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2010/'11;19;972;;;20
184;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2011/'12;18;1186;;;28
185;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2012/'13;15;968;;;16
186;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2013/'14;21;1076;;;18
187;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2014/'15;32;1182;;;16
188;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije;2015/'16;31;1341;;;29
189;Totaal mannen en vrouwen;Hoger beroepsonderwijs;0;Totaal opleidingsvormen;Turkije, 1e generatie;1995/'96;0;170;;;2
