ID;Marges;Persoonskenmerken;Perioden;VoeltZichWelEensOnveilig_1;VoeltZichVaakOnveilig_2;VanZakkenrollerij_3;VanBerovingOpStraat_4;VanInbraakInWoning_5;VanMishandeling_6;VoeltZichWelEensOnveiligInBuurt_7;VoeltZichVaakOnveiligInBuurt_8;SAvondsOpStraatInBuurtOnveilig_9;SAvondsAlleenThuisOnveilig_10;DoetSAvondsNietOpen_11;RijdtOfLooptOm_12;BangSlachtofferCriminaliteitTeWorden_13;DenktDatErVeelCriminaliteitInBuurt_14;VindtCriminaliteitInBuurtToegenomen_15;VindtCriminaliteitInBuurtAfgenomen_16;VindtCriminaliteitInBuurtGelijk_17;RapportcijferVeiligheidInBuurt_18;RondomUitgaansgelegenheden_19;OpPlekkenWaarJongerenRondhangen_20;InCentrumVanWoonplaats_21;InWinkelgebiedWinkelcentrum_22;InOpenbaarVervoer_23;BijTreinstationInWoonplaats_24;InEigenHuis_25;DoorOnbekendenOpStraat_26;DoorOnbekendenInOpenbaarVervoer_27;DoorPersoneelVanWinkelsEnBedrijven_28;DoorPersoneelVanOverheidsinstanties_29;DoorBekendenPartnerFamilieVriend_30
10;Waarde;Geslacht: Mannen;2015;26.9;1.2;2.7;2.1;10.6;2.5;13.8;1.3;1.9;1.3;5.2;1.4;2.4;9.7;12.8;4.9;53.4;7.3;21.7;35.8;14.7;11.2;14.4;13.5;6.0;21.2;14.2;13.7;12.9;5.8
11;Waarde;Geslacht: Mannen;2016;26.3;1.1;2.3;1.8;8.9;2.3;12.8;1.3;1.8;1.1;4.9;1.4;2.2;8.7;11.9;4.9;52.8;7.4;20.0;34.2;13.8;10.6;13.9;12.5;5.4;20.8;13.4;12.6;11.4;6.2
12;Waarde;Geslacht: Mannen;2017;25.2;1.1;2.3;1.7;8.4;2.2;12.6;1.2;1.6;1.1;4.9;1.4;2.1;8.6;11.7;4.8;52.4;7.4;19.4;33.3;13.1;10.0;12.5;11.7;4.9;19.9;12.6;12.0;10.6;5.8
13;Waarde;Geslacht: Mannen;2019;23.1;1.0;1.9;1.6;7.6;1.8;11.0;1.1;1.5;0.9;4.5;1.2;1.7;8.1;10.6;5.2;53.5;7.5;17.6;30.4;12.6;9.7;11.3;10.5;4.3;18.0;11.6;11.1;8.9;6.1
14;Waarde;Geslacht: Vrouwen;2012;45.0;2.3;5.1;3.0;10.6;2.4;22.3;2.1;5.4;3.7;11.5;3.7;4.3;10.2;13.9;3.3;49.8;7.0;26.8;49.5;21.0;17.0;23.2;24.7;12.0;21.9;15.2;18.5;12.8;7.3
15;Waarde;Geslacht: Vrouwen;2013;45.0;2.4;6.2;3.2;12.4;2.4;22.7;2.1;5.1;3.7;12.0;3.5;4.6;11.2;15.2;3.3;48.7;7.0;25.9;47.4;19.8;16.1;22.0;23.7;12.2;21.5;14.8;17.8;12.8;7.3
16;Waarde;Geslacht: Vrouwen;2014;44.3;2.4;4.9;2.8;11.5;2.3;22.5;2.3;5.1;3.6;12.7;3.2;4.2;10.8;14.1;3.8;49.6;7.1;24.7;46.1;19.0;15.1;21.1;22.6;12.1;20.8;14.4;16.7;12.1;7.3
17;Waarde;Geslacht: Vrouwen;2015;44.0;2.2;4.8;2.8;11.2;2.4;22.2;2.0;5.0;3.4;12.7;3.4;4.0;10.3;12.9;3.8;50.5;7.1;24.9;45.9;18.7;15.1;21.4;22.0;11.7;20.9;14.1;15.4;10.9;7.2
18;Waarde;Geslacht: Vrouwen;2016;42.8;2.0;4.1;2.3;9.4;2.0;19.9;1.6;4.4;2.9;12.1;3.0;3.4;9.4;11.7;3.8;50.3;7.2;24.1;45.2;18.0;14.5;21.8;21.8;10.2;20.5;13.1;14.6;10.5;7.0
19;Waarde;Geslacht: Vrouwen;2017;42.7;2.0;3.9;2.2;9.6;2.1;20.2;1.8;4.7;2.9;12.2;3.1;3.3;9.6;12.0;3.6;49.5;7.2;23.9;44.2;17.8;14.0;20.7;21.2;10.3;20.4;13.2;13.6;9.3;6.9
20;Waarde;Geslacht: Vrouwen;2019;40.4;1.8;3.3;1.8;8.0;1.9;17.8;1.7;4.3;2.5;11.2;3.1;2.9;9.0;10.9;3.8;51.3;7.3;22.1;41.3;17.1;13.4;18.9;19.2;8.6;19.5;12.1;12.4;7.9;6.9
21;Waarde;Leeftijd: 15 tot 25 jaar;2012;44.5;2.2;5.3;3.3;10.7;3.4;22.4;2.3;5.6;4.7;6.5;4.5;4.5;13.9;17.0;6.5;46.9;7.1;35.6;55.2;20.0;14.6;24.7;24.9;9.0;30.4;22.1;18.2;14.3;9.5
22;Waarde;Leeftijd: 15 tot 25 jaar;2013;44.5;2.8;7.1;3.7;13.0;4.1;24.3;2.4;5.8;4.6;7.0;5.1;5.1;14.7;18.0;5.2;47.2;7.0;34.0;54.8;19.0;14.1;23.0;24.7;9.7;30.2;21.4;17.6;13.3;8.8
23;Waarde;Leeftijd: 15 tot 25 jaar;2014;44.8;2.8;6.0;3.4;12.4;3.8;24.6;2.9;6.1;4.5;8.0;4.7;4.9;14.4;17.9;6.7;45.9;7.0;33.4;52.7;19.0;14.0;22.2;23.8;9.6;30.3;21.4;16.6;13.5;9.2
24;Waarde;Leeftijd: 15 tot 25 jaar;2015;43.5;1.9;5.6;3.0;11.5;3.1;21.7;2.0;5.3;3.9;7.5;4.3;4.0;13.2;16.2;6.8;48.1;7.1;32.0;52.1;18.1;13.8;21.7;23.7;9.6;30.4;20.5;15.2;11.4;8.8
25;Waarde;Leeftijd: 15 tot 25 jaar;2016;40.5;1.6;4.2;2.0;8.0;2.6;18.0;1.4;3.8;2.7;5.5;3.5;2.8;10.9;13.2;6.8;46.4;7.3;28.1;48.5;14.6;11.3;21.1;21.8;7.1;27.5;17.9;14.1;10.1;8.9
26;Waarde;Leeftijd: 15 tot 25 jaar;2017;40.9;1.8;4.8;2.2;8.4;3.0;19.3;1.4;4.8;3.1;6.4;3.8;3.3;11.2;13.5;7.4;46.1;7.3;28.3;47.5;15.7;12.1;21.4;21.5;7.6;26.9;18.1;12.7;9.1;8.1
27;Waarde;Leeftijd: 15 tot 25 jaar;2019;40.1;1.8;3.8;1.8;7.2;2.6;16.9;1.4;4.7;2.8;6.0;4.0;2.8;10.0;12.1;8.7;48.5;7.4;26.8;44.9;15.9;12.2;20.5;19.8;6.5;24.4;16.8;12.5;7.3;9.5
28;Waarde;Leeftijd: 25 tot 45 jaar;2012;40.6;1.8;3.9;2.7;11.7;2.4;18.5;1.8;3.3;2.3;6.3;2.6;3.3;12.0;15.7;3.8;55.5;7.1;29.6;49.9;19.8;14.9;22.2;21.7;9.2;27.2;18.8;22.1;16.5;7.1
29;Waarde;Leeftijd: 25 tot 45 jaar;2013;41.3;1.8;4.7;2.8;13.8;2.5;19.8;2.0;3.4;2.2;6.7;2.4;3.6;13.8;17.9;3.6;53.6;7.1;29.6;48.5;19.2;14.5;21.4;21.5;9.5;27.0;18.1;21.0;16.5;7.8
30;Waarde;Leeftijd: 25 tot 45 jaar;2014;40.3;1.9;3.5;2.4;12.6;2.3;19.2;1.8;3.4;2.3;6.7;2.2;3.4;12.8;16.0;4.4;54.2;7.1;27.7;46.1;17.7;12.9;19.9;20.0;9.6;25.8;17.4;19.8;15.2;7.4
31;Waarde;Leeftijd: 25 tot 45 jaar;2015;40.1;1.8;3.8;2.6;12.9;3.0;19.4;2.0;3.4;2.2;7.4;2.4;3.4;12.8;14.7;4.6;55.5;7.1;27.9;46.3;17.7;13.3;20.9;20.4;9.5;25.7;17.4;18.1;13.8;7.1
32;Waarde;Leeftijd: 25 tot 45 jaar;2016;39.8;1.7;3.5;2.1;10.8;2.5;18.1;1.6;3.1;1.9;6.6;2.2;3.0;12.0;13.2;4.7;55.3;7.3;27.0;45.2;17.3;13.3;21.3;20.0;8.1;26.1;16.6;16.6;12.6;7.2
33;Waarde;Leeftijd: 25 tot 45 jaar;2017;38.7;1.7;3.1;2.0;10.7;2.5;17.7;1.9;3.1;2.0;6.7;2.5;3.0;11.9;13.5;4.2;54.7;7.3;26.2;44.0;16.4;12.2;19.7;19.2;7.9;25.6;16.3;15.7;11.5;7.4
34;Waarde;Leeftijd: 25 tot 45 jaar;2019;36.0;1.5;2.9;1.8;9.5;2.4;15.6;1.7;3.0;1.6;6.3;2.3;2.5;11.4;12.0;4.8;56.2;7.4;24.2;41.0;16.2;12.0;18.4;17.4;6.8;24.0;15.5;14.3;9.8;7.5
35;Waarde;Leeftijd: 45 tot 65 jaar;2012;34.7;1.9;3.5;2.7;10.4;2.4;17.0;1.8;3.4;2.1;7.1;2.2;3.1;8.8;14.4;3.5;53.2;7.2;23.4;42.7;19.3;15.2;18.6;19.1;8.8;21.0;14.1;16.7;14.1;6.6
36;Waarde;Leeftijd: 45 tot 65 jaar;2013;34.4;1.8;4.7;2.7;12.4;2.3;17.0;1.7;2.7;2.0;7.6;1.9;3.2;9.3;15.9;3.3;52.5;7.1;22.7;41.2;18.3;14.7;17.7;18.3;9.1;20.6;13.9;17.2;14.6;6.5
37;Waarde;Leeftijd: 45 tot 65 jaar;2014;33.0;1.5;3.2;2.2;10.6;1.9;16.2;1.5;2.5;1.7;7.5;1.7;2.6;8.9;13.7;4.0;54.0;7.2;21.2;39.4;17.3;13.2;16.6;16.7;8.3;18.9;12.8;15.8;13.2;6.4
38;Waarde;Leeftijd: 45 tot 65 jaar;2015;33.8;1.8;3.2;2.4;11.0;2.2;17.0;1.6;2.8;1.9;7.5;2.0;2.8;9.1;13.3;3.7;55.2;7.2;21.8;39.4;17.2;13.6;17.6;17.0;8.5;19.4;13.2;14.9;13.4;6.6
39;Waarde;Leeftijd: 45 tot 65 jaar;2016;33.6;1.7;2.9;2.2;9.9;2.2;15.6;1.6;2.7;1.9;7.8;2.0;2.8;8.4;13.0;3.9;54.6;7.3;21.0;39.1;16.8;13.2;17.5;16.7;8.1;19.5;12.8;14.7;12.5;7.0
40;Waarde;Leeftijd: 45 tot 65 jaar;2017;32.8;1.6;2.7;1.9;9.4;2.0;15.6;1.5;2.5;1.7;7.5;1.6;2.4;8.5;12.6;3.7;54.2;7.3;20.9;38.5;16.1;12.5;15.8;15.9;7.6;18.9;12.0;13.7;11.4;6.4
41;Waarde;Leeftijd: 45 tot 65 jaar;2019;30.3;1.3;2.2;1.6;8.0;1.7;13.8;1.4;2.3;1.3;6.7;1.8;2.0;8.0;11.7;3.7;55.9;7.4;18.6;35.3;15.0;11.6;14.1;14.3;6.3;17.8;10.9;12.5;9.6;6.3
42;Waarde;Leeftijd: 65 jaar of ouder;2012;27.4;1.3;3.5;2.5;7.1;1.6;15.8;1.1;3.6;2.3;14.3;2.0;3.2;4.9;7.6;2.8;42.4;7.3;14.0;30.0;15.6;13.8;12.2;12.7;8.3;10.6;6.9;9.8;7.2;3.8
43;Waarde;Leeftijd: 65 jaar of ouder;2013;27.7;1.6;4.6;2.6;8.3;1.7;16.2;1.3;3.7;2.5;14.8;2.0;3.6;5.4;9.0;3.0;42.5;7.2;13.5;29.0;14.8;12.9;12.1;12.5;8.6;10.7;7.0;9.7;7.6;3.8
44;Waarde;Leeftijd: 65 jaar of ouder;2014;27.4;1.5;3.8;2.6;8.0;1.9;15.6;1.4;3.6;2.6;15.9;2.1;3.0;5.6;8.1;3.2;44.4;7.2;12.7;28.0;13.8;12.6;11.6;12.0;9.1;10.4;6.6;8.8;7.4;3.7
45;Waarde;Leeftijd: 65 jaar of ouder;2015;26.2;1.2;3.2;2.1;7.5;1.7;15.4;1.1;3.5;2.5;14.6;1.8;2.9;4.9;7.1;3.2;44.1;7.3;13.0;27.7;13.5;11.9;11.5;11.2;8.2;10.3;6.4;8.4;7.0;3.9
46;Waarde;Leeftijd: 65 jaar of ouder;2016;25.2;1.2;2.6;1.8;6.4;1.4;14.2;1.0;3.1;2.0;14.7;1.7;2.6;4.5;7.0;3.0;44.8;7.3;12.6;27.2;13.5;11.5;11.4;11.0;7.6;10.1;6.2;7.4;6.7;3.6
47;Waarde;Leeftijd: 65 jaar of ouder;2017;25.0;1.1;2.5;1.8;6.3;1.4;14.0;1.0;3.2;1.9;14.6;1.8;2.6;4.7;7.1;2.7;43.9;7.3;12.3;26.3;13.0;11.0;10.5;10.5;7.3;9.8;6.0;7.5;6.3;3.5
48;Waarde;Leeftijd: 65 jaar of ouder;2019;23.3;1.0;2.0;1.4;5.8;1.1;12.2;0.9;2.7;1.7;12.9;1.4;2.1;4.7;6.8;2.6;44.6;7.5;11.4;24.2;12.3;10.4;9.1;9.3;6.2;9.4;5.3;6.6;5.5;3.4
49;Waarde;Leeftijd: 15 tot 18 jaar;2012;42.2;2.0;3.8;2.4;9.2;3.0;21.3;2.1;5.4;4.8;6.7;6.0;4.0;11.5;17.6;7.9;43.1;7.2;32.5;52.9;19.5;16.2;20.6;21.2;6.9;26.5;17.2;13.3;8.8;10.3
50;Waarde;Leeftijd: 15 tot 18 jaar;2013;40.6;2.0;5.9;3.0;11.4;3.8;21.0;2.1;5.7;4.9;5.8;5.1;4.4;11.0;18.2;6.6;42.7;7.2;27.2;51.8;16.2;14.6;20.2;20.5;7.7;25.4;15.0;15.2;10.2;10.8
51;Waarde;Leeftijd: 15 tot 18 jaar;2014;41.9;2.6;5.5;2.9;11.5;3.4;22.6;2.6;6.6;5.2;7.7;5.2;4.8;11.3;18.9;8.6;41.4;7.1;27.1;50.2;15.7;12.9;19.3;18.7;8.3;26.4;16.9;13.2;9.6;10.5
52;Waarde;Leeftijd: 15 tot 18 jaar;2015;39.5;2.0;4.3;2.3;9.9;2.6;19.3;1.8;5.9;3.8;7.2;4.8;3.6;11.4;16.8;8.2;45.2;7.3;24.3;47.5;15.9;12.6;18.7;19.0;8.3;26.4;17.3;13.1;8.9;9.4
53;Waarde;Leeftijd: 15 tot 18 jaar;2016;36.5;1.1;3.6;1.4;6.8;2.2;14.9;1.1;3.3;2.6;4.4;3.9;2.3;8.2;13.6;8.6;41.2;7.5;22.7;46.6;12.8;10.8;17.7;16.6;6.8;24.6;14.0;11.4;7.4;11.0
54;Waarde;Leeftijd: 15 tot 18 jaar;2017;37.6;1.5;4.1;1.8;6.8;3.0;17.9;1.4;5.0;3.2;6.4;4.1;2.8;8.7;13.0;9.3;41.8;7.4;21.8;43.3;13.4;11.4;18.2;16.7;6.6;21.7;14.2;10.2;6.8;10.3
55;Waarde;Leeftijd: 15 tot 18 jaar;2019;36.9;1.4;3.4;1.4;5.0;2.1;14.5;0.9;4.8;3.1;5.9;4.3;2.0;7.4;11.8;11.1;42.7;7.6;22.4;42.7;14.5;12.5;18.7;16.7;6.3;21.0;14.3;11.9;6.6;11.5
56;Waarde;Leeftijd: 18 tot 25 jaar;2012;45.5;2.2;6.0;3.6;11.4;3.6;22.8;2.4;5.6;4.7;6.5;3.9;4.7;14.9;16.7;5.9;48.5;7.0;36.9;56.2;20.2;13.9;26.4;26.5;9.9;32.0;24.1;20.2;16.6;9.2
57;Waarde;Leeftijd: 18 tot 25 jaar;2013;46.2;3.1;7.6;4.0;13.8;4.2;25.7;2.5;5.8;4.5;7.5;5.2;5.5;16.4;17.9;4.5;49.2;6.9;37.0;56.1;20.2;13.9;24.2;26.5;10.6;32.3;24.2;18.7;14.7;8.0
58;Waarde;Leeftijd: 18 tot 25 jaar;2014;46.1;2.9;6.3;3.6;12.8;4.0;25.4;3.0;5.9;4.2;8.1;4.5;5.0;15.7;17.5;5.9;47.9;6.9;36.1;53.7;20.4;14.4;23.4;26.0;10.1;31.9;23.3;18.0;15.2;8.6
59;Waarde;Leeftijd: 18 tot 25 jaar;2015;45.5;1.8;6.2;3.3;12.3;3.4;22.8;2.2;5.0;3.9;7.7;4.1;4.2;14.0;15.9;6.1;49.5;7.1;35.7;54.3;19.1;14.5;23.1;26.0;10.2;32.3;22.0;16.2;12.6;8.5
60;Waarde;Leeftijd: 18 tot 25 jaar;2016;42.5;1.9;4.6;2.3;8.6;2.8;19.7;1.6;4.1;2.8;6.1;3.4;3.1;12.2;13.1;5.9;49.0;7.2;30.8;49.4;15.6;11.5;22.8;24.3;7.3;28.9;19.9;15.5;11.4;7.9
61;Waarde;Leeftijd: 18 tot 25 jaar;2017;42.5;2.0;5.1;2.4;9.1;3.0;20.0;1.4;4.7;3.1;6.4;3.7;3.5;12.4;13.7;6.5;48.2;7.2;31.4;49.5;16.8;12.4;22.9;23.9;8.1;29.5;20.0;13.9;10.2;7.1
62;Waarde;Leeftijd: 18 tot 25 jaar;2019;41.8;2.1;4.0;2.0;8.2;2.9;18.0;1.6;4.6;2.6;6.1;3.8;3.2;11.3;12.2;7.4;51.5;7.4;29.1;46.1;16.7;12.1;21.4;21.4;6.6;26.2;18.1;12.8;7.7;8.5
63;Waarde;Leeftijd: 25 tot 35 jaar;2012;44.2;2.0;4.4;3.2;11.7;2.7;20.4;2.2;4.0;2.7;6.6;3.1;4.0;13.8;14.6;4.5;54.3;7.0;32.8;53.6;20.7;15.1;24.7;24.5;10.1;30.2;22.6;23.5;17.2;7.1
64;Waarde;Leeftijd: 25 tot 35 jaar;2013;44.2;2.0;5.2;3.0;13.6;2.8;21.5;2.2;3.9;2.9;7.1;2.8;3.9;15.4;16.8;3.8;53.4;7.0;32.0;51.2;19.5;14.4;23.0;23.2;9.8;29.0;20.7;22.1;17.1;7.2
65;Waarde;Leeftijd: 25 tot 35 jaar;2014;42.5;2.1;4.1;2.6;12.6;2.6;20.6;1.9;4.1;2.5;6.8;2.7;3.8;13.8;14.5;5.0;53.5;7.1;30.1;47.9;18.0;12.3;21.9;21.9;10.1;27.6;20.1;20.5;15.8;6.9
66;Waarde;Leeftijd: 25 tot 35 jaar;2015;43.0;2.0;4.4;2.8;13.1;3.4;21.3;2.2;4.1;2.6;7.8;2.9;4.0;14.4;14.2;4.6;55.5;7.1;31.0;49.4;18.3;13.4;23.2;22.5;10.4;29.3;20.6;19.2;14.2;6.9
67;Waarde;Leeftijd: 25 tot 35 jaar;2016;41.6;1.8;3.7;2.2;10.4;2.5;18.9;1.6;3.6;2.1;6.1;2.6;3.0;12.7;11.8;5.1;54.2;7.2;29.0;46.9;17.3;12.9;22.5;21.3;8.2;28.7;19.0;16.5;13.1;7.1
68;Waarde;Leeftijd: 25 tot 35 jaar;2017;39.6;1.9;3.6;2.2;10.2;2.7;18.2;2.0;3.3;2.1;6.2;2.6;3.0;12.5;11.8;4.6;53.3;7.3;27.7;45.3;16.2;11.7;20.4;20.0;7.8;28.1;18.3;15.9;11.6;7.2
69;Waarde;Leeftijd: 25 tot 35 jaar;2019;37.7;1.7;3.1;2.0;8.9;2.7;16.9;1.9;3.6;1.8;6.4;2.7;2.8;12.3;11.2;5.1;55.3;7.4;26.2;42.7;16.7;12.1;19.6;18.4;7.0;25.9;17.0;14.0;9.8;7.5
70;Waarde;Leeftijd: 35 tot 45 jaar;2012;37.5;1.6;3.4;2.3;11.7;2.1;16.9;1.5;2.8;1.8;6.1;2.1;2.8;10.4;16.6;3.2;56.4;7.1;26.8;46.7;19.0;14.6;20.1;19.3;8.4;24.6;15.5;20.9;15.8;7.1
71;Waarde;Leeftijd: 35 tot 45 jaar;2013;38.8;1.7;4.3;2.7;14.0;2.3;18.2;1.8;2.9;1.7;6.3;2.1;3.4;12.3;18.8;3.5;53.8;7.1;27.5;46.1;18.9;14.6;20.0;20.1;9.2;25.3;15.8;20.0;15.9;8.3
72;Waarde;Leeftijd: 35 tot 45 jaar;2014;38.3;1.8;3.0;2.2;12.6;2.0;17.9;1.6;2.7;2.1;6.6;1.8;3.1;11.8;17.4;3.9;54.9;7.2;25.5;44.4;17.6;13.5;18.0;18.2;9.2;24.1;15.0;19.1;14.5;7.9
73;Waarde;Leeftijd: 35 tot 45 jaar;2015;37.4;1.6;3.3;2.4;12.7;2.5;17.5;1.8;2.6;1.8;7.1;2.0;2.9;11.2;15.3;4.7;55.6;7.2;24.9;43.3;17.1;13.2;18.8;18.4;8.7;22.4;14.4;17.0;13.4;7.2
74;Waarde;Leeftijd: 35 tot 45 jaar;2016;37.9;1.6;3.3;2.0;11.1;2.4;17.4;1.5;2.6;1.7;7.1;1.9;3.0;11.3;14.6;4.3;56.4;7.3;25.1;43.4;17.3;13.6;20.2;18.7;8.1;23.5;14.1;16.7;12.0;7.3
75;Waarde;Leeftijd: 35 tot 45 jaar;2017;37.8;1.6;2.7;1.8;11.3;2.3;17.3;1.8;3.0;1.8;7.2;2.3;2.9;11.3;15.2;3.7;56.0;7.3;24.6;42.7;16.6;12.7;19.0;18.3;8.0;23.2;14.2;15.6;11.4;7.6
76;Waarde;Leeftijd: 35 tot 45 jaar;2019;34.1;1.3;2.6;1.6;10.1;2.1;14.2;1.6;2.3;1.4;6.1;1.8;2.2;10.4;12.8;4.5;57.2;7.4;22.1;39.0;15.7;11.9;17.1;16.3;6.6;22.0;13.9;14.6;9.9;7.4
77;Waarde;Leeftijd: 45 tot 55 jaar;2012;36.0;1.9;3.4;2.5;11.1;2.4;17.0;1.9;3.0;1.7;5.8;2.1;2.8;9.6;16.0;3.4;54.3;7.1;25.5;44.9;19.6;15.4;19.1;19.9;8.2;23.2;15.1;18.0;15.5;7.6
78;Waarde;Leeftijd: 45 tot 55 jaar;2013;35.2;1.7;4.7;2.6;13.2;2.5;17.4;1.8;2.7;1.8;6.6;2.0;3.1;10.1;17.5;3.2;53.5;7.1;24.0;42.5;18.2;14.5;18.1;18.8;8.8;22.1;14.8;18.5;15.6;7.0
79;Waarde;Leeftijd: 45 tot 55 jaar;2014;33.7;1.5;3.2;2.1;11.2;1.8;16.0;1.4;2.2;1.3;6.3;1.6;2.5;9.6;15.0;4.1;54.9;7.2;22.5;40.9;17.3;12.8;17.1;17.3;7.8;20.5;13.6;16.8;14.2;7.2
80;Waarde;Leeftijd: 45 tot 55 jaar;2015;34.6;1.7;3.1;2.3;11.6;2.4;17.4;1.7;2.7;1.8;6.6;1.9;2.6;10.0;14.6;3.7;56.0;7.2;23.0;40.7;17.2;13.6;18.1;17.7;7.9;21.7;14.5;16.1;14.2;7.4
81;Waarde;Leeftijd: 45 tot 55 jaar;2016;34.5;1.8;2.8;2.2;10.6;2.4;16.0;1.8;2.8;1.9;6.8;2.2;2.9;9.2;14.0;4.1;55.9;7.3;22.0;40.6;17.0;13.4;17.8;17.3;7.9;21.0;13.6;15.5;13.2;7.8
82;Waarde;Leeftijd: 45 tot 55 jaar;2017;33.7;1.5;2.6;1.8;9.9;2.1;15.9;1.4;2.2;1.4;6.5;1.5;2.3;9.1;13.7;3.9;55.4;7.3;22.3;40.1;16.5;12.5;16.5;16.8;7.2;20.5;12.8;14.5;11.7;7.1
83;Waarde;Leeftijd: 45 tot 55 jaar;2019;31.5;1.3;2.2;1.6;8.4;1.8;14.1;1.5;2.4;1.3;6.2;2.0;2.1;8.6;12.6;4.0;57.6;7.4;19.8;36.6;15.1;11.8;14.8;15.3;6.3;19.3;11.7;13.5;9.9;7.0
84;Waarde;Leeftijd: 55 tot 65 jaar;2012;33.2;2.0;3.7;2.8;9.7;2.4;17.0;1.8;3.7;2.5;8.7;2.3;3.3;7.9;12.4;3.6;52.1;7.2;21.1;40.1;19.0;15.0;18.0;18.1;9.4;18.4;13.0;15.2;12.5;5.5
85;Waarde;Leeftijd: 55 tot 65 jaar;2013;33.4;1.8;4.7;2.9;11.4;2.2;16.6;1.6;2.8;2.1;8.8;1.8;3.2;8.5;14.0;3.4;51.3;7.1;21.2;39.6;18.4;14.9;17.2;17.6;9.5;18.8;12.9;15.7;13.5;5.9
86;Waarde;Leeftijd: 55 tot 65 jaar;2014;32.2;1.6;3.3;2.4;10.0;2.0;16.4;1.6;2.9;2.0;8.9;1.8;2.8;8.0;12.2;3.8;52.9;7.2;19.7;37.6;17.2;13.6;15.9;15.9;8.8;17.1;11.8;14.5;12.0;5.5
