ID;Beroepen;TypeInkomen;Perioden;AantalWerkzameArtsen_1;GemiddeldeWinst_2;GemiddeldJaarloonExclBijzBeloning_3;GemiddeldJaarloonInclBijzBeloning_4;GemiddeldJaarloonInclPerVTE_5;GemiddeldeDividendenAanmBelang_6;GemiddeldInkomenUitOverigeArbeid_7;GemiddeldGestandaardiseerdInkomen_8
16;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2015;8.1;;131.4;156.1;166.1;;;67.6
17;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2016;8.6;;132.3;161.1;171.0;;;69.1
18;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2017;8.9;;133.5;157.6;167.8;;;70.0
19;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2018;9.2;;134.7;158.9;;;;69.9
20;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2019;9.5;;136.1;159.8;;;;75.1
21;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2020;9.9;;140.3;166.1;;;;76.9
22;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2021;10.3;;141.4;166.7;;;;77.9
23;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2022;10.5;;143.0;168.0;;;;
24;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2011;4.9;192.9;;;;;;84.3
25;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2012;5.2;194.5;;;;;;86.3
26;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2013;5.4;194.6;;;;;;86.4
27;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2014;5.3;201.4;;;;;;90.1
28;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2015;2.2;179.1;;;;;;85.7
29;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2016;2.2;181.0;;;;;;87.3
30;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2017;2.2;179.2;;;;;;87.9
31;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2018;1.9;169.8;;;;;;86.3
32;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2019;1.9;174.9;;;;;;90.9
33;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2020;2.0;172.7;;;;;;90.7
34;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2021;2.1;177.6;;;;;;93.6
35;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2022;2.1;;;;;;;
36;Totaal specialisten (excl. psychiaters);Arts DGA;2011;1.4;6.2;116.1;125.5;135.1;44.6;;82.1
37;Totaal specialisten (excl. psychiaters);Arts DGA;2012;1.4;7.5;111.9;119.4;130.1;45.0;;82.6
38;Totaal specialisten (excl. psychiaters);Arts DGA;2013;1.3;7.9;110.7;133.7;143.0;23.4;;75.4
39;Totaal specialisten (excl. psychiaters);Arts DGA;2014;1.3;12.1;107.8;114.5;126.8;107.8;;119.4
40;Totaal specialisten (excl. psychiaters);Arts DGA;2015;4.3;2.7;116.7;121.5;128.3;6.7;;65.0
41;Totaal specialisten (excl. psychiaters);Arts DGA;2016;4.5;1.4;118.5;122.6;129.2;12.6;;66.2
42;Totaal specialisten (excl. psychiaters);Arts DGA;2017;4.7;1.4;118.7;123.6;131.4;20.5;;76.5
43;Totaal specialisten (excl. psychiaters);Arts DGA;2018;4.9;1.8;121.5;125.0;;24.6;;75.0
44;Totaal specialisten (excl. psychiaters);Arts DGA;2019;5.3;1.6;122.7;125.7;;77.0;;103.1
45;Totaal specialisten (excl. psychiaters);Arts DGA;2020;5.4;1.5;122.4;125.2;;34.7;;84.1
46;Totaal specialisten (excl. psychiaters);Arts DGA;2021;5.5;1.7;123.0;125.9;;29.8;;84.8
47;Totaal specialisten (excl. psychiaters);Arts DGA;2022;5.6;;123.6;126.3;;;;
48;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2011;1.2;48.6;116.6;137.0;164.0;3.0;10.5;80.0
49;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2012;1.3;50.7;113.5;133.0;159.9;1.3;9.6;80.3
50;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2013;1.2;43.4;116.7;142.4;171.0;0.3;7.8;80.7
51;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2014;1.2;51.5;112.7;132.5;160.2;2.5;8.9;84.7
52;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2015;1.3;30.8;137.3;160.6;176.8;0.2;9.6;83.7
53;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2016;1.2;25.6;134.3;164.8;184.5;1.3;8.5;83.1
54;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2017;1.1;24.2;137.8;162.7;180.8;2.0;7.8;86.6
55;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2018;1.1;23.1;135.3;158.6;;4.1;10.7;86.4
56;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2019;1.2;25.5;141.1;165.6;;5.8;11.8;93.5
57;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2020;1.0;22.8;140.9;165.2;;2.5;8.9;90.5
58;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2021;1.1;23.8;140.4;166.3;;2.9;9.8;95.9
59;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2022;1.2;;139.6;163.8;;;;
60;"Arts; anesthesiologie";Totaal;2011;1.3;79.3;88.7;102.5;113.6;5.9;1.0;76.2
61;"Arts; anesthesiologie";Totaal;2012;1.4;78.8;87.9;100.5;109.8;5.5;1.1;76.5
62;"Arts; anesthesiologie";Totaal;2013;1.4;76.4;87.6;105.6;113.8;2.2;0.8;74.5
63;"Arts; anesthesiologie";Totaal;2014;1.4;77.4;90.6;104.9;113.2;10.5;0.9;82.1
64;"Arts; anesthesiologie";Totaal;2015;1.5;28.0;119.6;136.8;145.0;2.5;1.0;71.5
65;"Arts; anesthesiologie";Totaal;2016;1.5;26.7;120.4;141.1;149.9;3.2;0.9;72.8
66;"Arts; anesthesiologie";Totaal;2017;1.6;26.0;120.8;137.8;146.8;6.1;0.8;76.5
67;"Arts; anesthesiologie";Totaal;2018;1.6;21.1;124.3;140.3;;8.6;0.9;75.9
68;"Arts; anesthesiologie";Totaal;2019;1.7;18.4;127.1;142.4;;24.2;1.0;87.2
69;"Arts; anesthesiologie";Totaal;2020;1.8;18.4;129.2;146.0;;11.7;0.8;82.3
70;"Arts; anesthesiologie";Totaal;2021;1.8;18.6;130.7;147.5;;10.0;1.1;83.6
71;"Arts; anesthesiologie";Totaal;2022;1.8;;133.0;149.9;;;;
72;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2011;0.6;;138.2;160.3;173.5;;;63.9
73;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2012;0.6;;139.4;161.7;175.5;;;64.2
74;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2013;0.7;;139.6;166.6;179.5;;;65.1
75;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2014;0.7;;141.5;165.9;175.3;;;68.4
76;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2015;0.7;;147.3;175.0;183.7;;;71.1
77;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2016;0.7;;146.3;180.1;189.8;;;72.9
78;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2017;0.8;;146.4;172.2;183.0;;;73.6
79;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2018;0.8;;146.0;171.1;;;;74.3
80;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2019;0.9;;147.1;171.3;;;;78.9
81;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2020;0.9;;151.4;178.4;;;;79.6
82;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2021;1.0;;153.9;180.5;;;;81.2
83;"Arts; anesthesiologie";Arts alleen werknemer (excl. DGA);2022;1.0;;156.8;182.8;;;;
84;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2011;0.5;219.6;;;;;;90.5
85;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2012;0.5;215.2;;;;;;91.3
86;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2013;0.5;209.2;;;;;;88.0
87;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2014;0.5;219.0;;;;;;93.8
88;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2015;0.2;187.6;;;;;;88.3
89;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2016;0.2;190.9;;;;;;92.9
90;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2017;0.2;185.3;;;;;;90.3
91;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2018;0.2;169.5;;;;;;86.5
92;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2019;0.2;180.9;;;;;;90.3
93;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2020;0.2;174.4;;;;;;91.7
94;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2021;0.2;176.2;;;;;;93.1
95;"Arts; anesthesiologie";Arts alleen zelfstandige (excl. DGA);2022;0.2;;;;;;;
96;"Arts; anesthesiologie";Arts DGA;2011;0.1;0.4;129.4;144.4;154.0;52.3;;85.9
97;"Arts; anesthesiologie";Arts DGA;2012;0.1;1.2;119.6;124.9;131.7;53.2;;85.5
98;"Arts; anesthesiologie";Arts DGA;2013;0.1;4.8;112.1;144.8;148.2;24.8;;74.6
99;"Arts; anesthesiologie";Arts DGA;2014;0.1;6.4;115.2;120.1;130.6;104.0;;115.5
100;"Arts; anesthesiologie";Arts DGA;2015;0.4;2.4;121.8;126.4;131.9;7.5;;63.0
101;"Arts; anesthesiologie";Arts DGA;2016;0.4;0.6;122.5;125.5;131.1;10.7;;61.7
102;"Arts; anesthesiologie";Arts DGA;2017;0.5;0.7;122.9;129.7;134.6;20.9;;73.3
103;"Arts; anesthesiologie";Arts DGA;2018;0.5;2.5;125.1;129.0;;26.6;;72.2
104;"Arts; anesthesiologie";Arts DGA;2019;0.5;1.1;125.0;128.6;;74.6;;100.2
105;"Arts; anesthesiologie";Arts DGA;2020;0.5;0.6;124.8;127.6;;37.3;;82.4
106;"Arts; anesthesiologie";Arts DGA;2021;0.5;1.1;125.9;127.7;;31.7;;82.8
107;"Arts; anesthesiologie";Arts DGA;2022;0.5;;126.1;129.3;;;;
108;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2011;0.1;23.0;129.3;152.4;187.2;3.1;11.7;69.6
109;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2012;0.1;29.8;127.9;148.2;172.3;0.8;12.4;70.9
110;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2013;0.1;25.1;128.2;155.0;176.5;0.0;9.4;70.3
111;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2014;0.1;33.0;127.1;150.3;171.9;0.8;9.6;74.5
112;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2015;0.1;18.0;139.5;163.2;179.2;0.3;10.4;73.0
113;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2016;0.1;19.6;140.1;172.5;190.0;0.0;9.0;76.5
114;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2017;0.1;23.8;143.5;168.8;184.9;0.0;9.3;82.9
115;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2018;0.1;22.3;143.2;166.7;;4.9;10.6;84.1
116;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2019;0.1;19.7;149.5;173.1;;0.6;12.4;84.4
117;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2020;0.1;21.9;147.9;172.5;;2.9;9.3;87.4
118;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2021;0.2;17.3;146.2;172.0;;0.0;13.0;90.6
119;"Arts; anesthesiologie";Arts met overig of gecombineerd inkomen;2022;0.2;;151.9;178.6;;;;
120;"Arts; cardiologie";Totaal;2011;0.8;66.0;77.3;89.1;93.3;9.2;1.3;70.4
121;"Arts; cardiologie";Totaal;2012;0.8;80.6;76.3;86.8;91.8;6.3;1.5;75.0
122;"Arts; cardiologie";Totaal;2013;0.9;84.2;75.3;88.6;95.1;3.6;1.0;75.9
123;"Arts; cardiologie";Totaal;2014;0.9;82.6;76.8;88.1;95.2;17.9;1.1;85.1
124;"Arts; cardiologie";Totaal;2015;0.9;34.4;109.6;122.3;128.3;4.1;1.2;72.2
125;"Arts; cardiologie";Totaal;2016;0.9;32.5;112.0;126.7;132.6;7.2;1.1;74.8
126;"Arts; cardiologie";Totaal;2017;1.0;28.8;113.9;126.0;132.5;11.0;0.8;79.4
127;"Arts; cardiologie";Totaal;2018;1.0;25.4;116.9;130.1;;12.8;0.8;76.3
128;"Arts; cardiologie";Totaal;2019;1.0;26.2;119.6;132.5;;30.8;1.5;89.7
129;"Arts; cardiologie";Totaal;2020;1.0;23.0;122.6;136.9;;14.9;0.4;82.3
130;"Arts; cardiologie";Totaal;2021;1.1;24.5;122.4;136.5;;10.1;0.5;83.3
131;"Arts; cardiologie";Totaal;2022;1.1;;122.4;135.7;;;;
132;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2011;0.3;;116.7;140.5;145.2;;;60.1
133;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2012;0.3;;122.2;141.8;148.0;;;62.0
134;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2013;0.3;;123.1;146.3;154.9;;;62.0
135;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2014;0.3;;123.6;145.7;152.8;;;66.5
136;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2015;0.4;;130.3;152.3;159.8;;;67.0
137;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2016;0.4;;132.8;158.5;165.7;;;72.1
138;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2017;0.4;;134.3;156.3;163.5;;;73.6
139;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2018;0.4;;134.7;156.5;;;;69.8
140;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2019;0.4;;137.8;160.9;;;;75.2
141;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2020;0.5;;145.9;171.8;;;;76.8
142;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2021;0.5;;145.9;170.9;;;;79.6
143;"Arts; cardiologie";Arts alleen werknemer (excl. DGA);2022;0.5;;147.7;171.2;;;;
144;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2011;0.3;171.2;;;;;;73.0
145;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2012;0.3;203.3;;;;;;86.5
146;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2013;0.3;211.8;;;;;;90.4
147;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2014;0.3;210.7;;;;;;91.0
148;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2015;0.1;210.7;;;;;;91.8
149;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2016;0.1;207.8;;;;;;89.4
150;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2017;0.1;204.2;;;;;;91.1
151;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2018;0.1;;;;;;;85.9
152;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2019;0.1;199.2;;;;;;92.8
153;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2020;0.1;177.2;;;;;;90.3
154;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2021;0.1;178.1;;;;;;91.3
155;"Arts; cardiologie";Arts alleen zelfstandige (excl. DGA);2022;0.1;;;;;;;
156;"Arts; cardiologie";Arts DGA;2011;0.2;4.8;123.8;129.7;134.6;37.7;;77.2
157;"Arts; cardiologie";Arts DGA;2012;0.2;13.9;112.0;120.5;128.5;28.8;;74.1
158;"Arts; cardiologie";Arts DGA;2013;0.2;11.5;111.2;126.9;133.1;17.4;;69.4
159;"Arts; cardiologie";Arts DGA;2014;0.2;25.9;106.6;113.6;127.3;83.2;;110.6
160;"Arts; cardiologie";Arts DGA;2015;0.3;4.5;120.5;124.7;129.7;10.8;;66.9
161;"Arts; cardiologie";Arts DGA;2016;0.3;3.2;123.3;127.1;131.1;19.5;;71.0
162;"Arts; cardiologie";Arts DGA;2017;0.4;3.1;122.6;125.4;131.3;27.0;;80.3
163;"Arts; cardiologie";Arts DGA;2018;0.4;7.5;123.0;127.9;;30.1;;80.4
164;"Arts; cardiologie";Arts DGA;2019;0.4;6.0;125.6;128.4;;74.5;;102.9
165;"Arts; cardiologie";Arts DGA;2020;0.4;4.7;126.5;130.1;;37.3;;86.1
166;"Arts; cardiologie";Arts DGA;2021;0.4;4.4;126.7;129.9;;25.9;;83.4
167;"Arts; cardiologie";Arts DGA;2022;0.4;;126.7;129.9;;;;
168;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2011;0.1;;;;;;;
169;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2012;0.1;;;;;;;
170;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2013;0.1;;;;;;;
171;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2014;0.1;;;;;;;
172;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2015;0.1;;;;;;;
173;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2016;0.1;;;;;;;
174;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2017;0.1;;;;;;;
175;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2018;0.1;;;;;;;
176;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2019;0.1;;;;;;;
177;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2020;0.1;;;;;;;
178;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2021;0.1;;;;;;;
179;"Arts; cardiologie";Arts met overig of gecombineerd inkomen;2022;0.1;;;;;;;
180;"Arts; cardio-thoracale chirurgie";Totaal;2011;0.1;49.3;142.4;178.2;180.0;2.1;0.3;79.2
181;"Arts; cardio-thoracale chirurgie";Totaal;2012;0.1;44.6;144.5;170.9;174.0;0.4;0.7;75.5
182;"Arts; cardio-thoracale chirurgie";Totaal;2013;0.1;44.8;146.0;178.3;181.2;0.0;0.6;77.4
183;"Arts; cardio-thoracale chirurgie";Totaal;2014;0.1;43.3;145.0;180.0;185.7;5.9;1.5;86.3
184;"Arts; cardio-thoracale chirurgie";Totaal;2015;0.1;11.3;164.0;200.2;205.7;0.8;0.1;78.8
185;"Arts; cardio-thoracale chirurgie";Totaal;2016;0.1;7.9;170.9;208.3;212.0;5.5;0.1;84.3
186;"Arts; cardio-thoracale chirurgie";Totaal;2017;0.1;7.8;170.7;201.7;208.2;6.3;0.2;82.8
187;"Arts; cardio-thoracale chirurgie";Totaal;2018;0.1;9.8;176.4;212.4;;11.8;0.2;91.9
188;"Arts; cardio-thoracale chirurgie";Totaal;2019;0.1;7.5;183.1;216.6;;41.7;0.7;107.2
189;"Arts; cardio-thoracale chirurgie";Totaal;2020;0.1;6.6;183.5;218.6;;9.1;0.4;96.2
190;"Arts; cardio-thoracale chirurgie";Totaal;2021;0.1;9.0;190.3;224.8;;7.6;0.2;98.8
191;"Arts; cardio-thoracale chirurgie";Totaal;2022;0.1;;184.6;221.7;;;;
192;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2011;0.1;;;;;;;
193;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2012;0.1;;;;;;;
194;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2013;0.1;;;;;;;
195;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2014;0.1;;;;;;;
196;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2015;0.1;;;;;;;
197;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2016;0.1;;;;;;;
198;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2017;0.1;;;;;;;
199;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2018;0.1;;;;;;;
200;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2019;0.1;;;;;;;
201;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2020;0.1;;;;;;;
202;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2021;0.1;;;;;;;
203;"Arts; cardio-thoracale chirurgie";Arts alleen werknemer (excl. DGA);2022;0.1;;;;;;;
204;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2011;0.0;;;;;;;
205;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2012;0.0;;;;;;;
206;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2013;0.0;;;;;;;
207;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2014;0.0;;;;;;;
208;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2015;0.0;;;;;;;
209;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2016;0.0;;;;;;;
210;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2017;0.0;;;;;;;
211;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2018;0.0;;;;;;;
212;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2019;0.0;;;;;;;
213;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2020;0.0;;;;;;;
214;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2021;0.0;;;;;;;
215;"Arts; cardio-thoracale chirurgie";Arts alleen zelfstandige (excl. DGA);2022;0.0;;;;;;;
216;"Arts; cardio-thoracale chirurgie";Arts DGA;2011;0.0;;;;;;;
217;"Arts; cardio-thoracale chirurgie";Arts DGA;2012;0.0;;;;;;;
218;"Arts; cardio-thoracale chirurgie";Arts DGA;2013;0.0;;;;;;;
219;"Arts; cardio-thoracale chirurgie";Arts DGA;2014;0.0;;;;;;;
220;"Arts; cardio-thoracale chirurgie";Arts DGA;2015;0.0;;;;;;;
221;"Arts; cardio-thoracale chirurgie";Arts DGA;2016;0.0;;;;;;;
222;"Arts; cardio-thoracale chirurgie";Arts DGA;2017;0.0;;;;;;;
223;"Arts; cardio-thoracale chirurgie";Arts DGA;2018;0.0;;;;;;;
224;"Arts; cardio-thoracale chirurgie";Arts DGA;2019;0.0;;;;;;;
225;"Arts; cardio-thoracale chirurgie";Arts DGA;2020;0.0;;;;;;;
226;"Arts; cardio-thoracale chirurgie";Arts DGA;2021;0.0;;;;;;;
227;"Arts; cardio-thoracale chirurgie";Arts DGA;2022;0.0;;;;;;;
228;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2011;0.0;;;;;;;
229;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2012;0.0;;;;;;;
230;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2013;0.0;;;;;;;
231;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2014;0.0;;;;;;;
232;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2015;0.0;;;;;;;
233;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2016;0.0;;;;;;;
234;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2017;0.0;;;;;;;
235;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2018;0.0;;;;;;;
236;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2019;0.0;;;;;;;
237;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2020;0.0;;;;;;;
238;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2021;0.0;;;;;;;
239;"Arts; cardio-thoracale chirurgie";Arts met overig of gecombineerd inkomen;2022;0.0;;;;;;;
240;"Arts; dermatologie en venerologie";Totaal;2011;0.4;72.4;51.2;59.7;68.1;7.8;0.5;72.8
241;"Arts; dermatologie en venerologie";Totaal;2012;0.4;90.8;52.1;59.8;67.8;8.1;1.0;78.9
242;"Arts; dermatologie en venerologie";Totaal;2013;0.5;88.1;54.7;65.5;75.3;3.8;0.5;78.8
243;"Arts; dermatologie en venerologie";Totaal;2014;0.4;91.9;53.9;62.7;72.3;14.6;0.7;88.2
244;"Arts; dermatologie en venerologie";Totaal;2015;0.5;36.0;86.9;96.4;107.4;1.4;1.0;71.2
245;"Arts; dermatologie en venerologie";Totaal;2016;0.5;34.6;86.4;98.0;110.6;4.0;0.4;69.5
