ID;Geslacht;Kenmerken;Perioden;SlachtoffersMoordEnDoodslag_1;SlachtoffersMoordEnDoodslagRelatief_2
214;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2014;17;
215;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2015;13;
216;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2016;9;
217;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2017;14;
218;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2018;18;
219;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2019;6;
220;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2020;14;
221;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2021;16;
222;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2022;14;
223;Totaal mannen en vrouwen;Wijze: Ophangen, verwurgen of verstikken;2023;12;
224;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;1996;13;
225;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;1997;9;
226;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;1998;9;
227;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;1999;21;
228;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2000;6;
229;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2001;9;
230;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2002;18;
231;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2003;17;
232;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2004;18;
233;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2005;7;
234;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2006;8;
235;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2007;15;
236;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2008;16;
237;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2009;19;
238;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2010;18;
239;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2011;18;
240;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2012;21;
241;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2013;12;
242;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2014;14;
243;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2015;13;
244;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2016;13;
245;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2017;21;
246;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2018;10;
247;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2019;22;
248;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2020;25;
249;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2021;14;
250;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2022;20;
251;Totaal mannen en vrouwen;Wijze: Slaan of schoppen;2023;17;
252;Totaal mannen en vrouwen;Wijze: Vuurwapen;1996;86;
253;Totaal mannen en vrouwen;Wijze: Vuurwapen;1997;78;
254;Totaal mannen en vrouwen;Wijze: Vuurwapen;1998;74;
255;Totaal mannen en vrouwen;Wijze: Vuurwapen;1999;89;
256;Totaal mannen en vrouwen;Wijze: Vuurwapen;2000;81;
257;Totaal mannen en vrouwen;Wijze: Vuurwapen;2001;91;
258;Totaal mannen en vrouwen;Wijze: Vuurwapen;2002;80;
259;Totaal mannen en vrouwen;Wijze: Vuurwapen;2003;75;
260;Totaal mannen en vrouwen;Wijze: Vuurwapen;2004;67;
261;Totaal mannen en vrouwen;Wijze: Vuurwapen;2005;63;
262;Totaal mannen en vrouwen;Wijze: Vuurwapen;2006;43;
263;Totaal mannen en vrouwen;Wijze: Vuurwapen;2007;47;
264;Totaal mannen en vrouwen;Wijze: Vuurwapen;2008;52;
265;Totaal mannen en vrouwen;Wijze: Vuurwapen;2009;55;
266;Totaal mannen en vrouwen;Wijze: Vuurwapen;2010;41;
267;Totaal mannen en vrouwen;Wijze: Vuurwapen;2011;60;
268;Totaal mannen en vrouwen;Wijze: Vuurwapen;2012;54;
269;Totaal mannen en vrouwen;Wijze: Vuurwapen;2013;35;
270;Totaal mannen en vrouwen;Wijze: Vuurwapen;2014;47;
271;Totaal mannen en vrouwen;Wijze: Vuurwapen;2015;41;
272;Totaal mannen en vrouwen;Wijze: Vuurwapen;2016;31;
273;Totaal mannen en vrouwen;Wijze: Vuurwapen;2017;46;
274;Totaal mannen en vrouwen;Wijze: Vuurwapen;2018;40;
275;Totaal mannen en vrouwen;Wijze: Vuurwapen;2019;33;
276;Totaal mannen en vrouwen;Wijze: Vuurwapen;2020;32;
277;Totaal mannen en vrouwen;Wijze: Vuurwapen;2021;34;
278;Totaal mannen en vrouwen;Wijze: Vuurwapen;2022;38;
279;Totaal mannen en vrouwen;Wijze: Vuurwapen;2023;29;
280;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;1996;88;
281;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;1997;76;
282;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;1998;73;
283;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;1999;81;
284;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2000;75;
285;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2001;103;
286;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2002;77;
287;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2003;95;
288;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2004;87;
289;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2005;70;
290;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2006;66;
291;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2007;66;
292;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2008;75;
293;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2009;69;
294;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2010;75;
295;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2011;62;
296;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2012;53;
297;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2013;56;
298;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2014;57;
299;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2015;49;
300;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2016;51;
301;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2017;68;
302;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2018;49;
303;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2019;59;
304;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2020;46;
305;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2021;55;
306;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2022;60;
307;Totaal mannen en vrouwen;Wijze: Steek- of slagwapen;2023;58;
308;Totaal mannen en vrouwen;Wijze: Overige of onbekend;1996;31;
309;Totaal mannen en vrouwen;Wijze: Overige of onbekend;1997;41;
310;Totaal mannen en vrouwen;Wijze: Overige of onbekend;1998;29;
311;Totaal mannen en vrouwen;Wijze: Overige of onbekend;1999;20;
312;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2000;37;
313;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2001;49;
314;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2002;35;
315;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2003;44;
316;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2004;28;
317;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2005;33;
318;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2006;30;
319;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2007;20;
320;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2008;21;
321;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2009;19;
322;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2010;12;
323;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2011;12;
324;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2012;14;
325;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2013;23;
326;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2014;9;
327;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2015;4;
328;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2016;4;
329;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2017;9;
330;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2018;2;
331;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2019;5;
332;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2020;4;
333;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2021;7;
334;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2022;11;
335;Totaal mannen en vrouwen;Wijze: Overige of onbekend;2023;9;
336;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;1996;97;
337;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;1997;70;
338;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;1998;66;
339;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;1999;95;
340;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2000;101;
341;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2001;133;
342;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2002;115;
