ID;Geslacht;UitstromersHoMetEnZonderDiploma;BedrijfstakkenSBI2008;Studierichting;Peilmoment;Perioden;UurloonWerknemersNaVerlatenHo_1
164;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2010/'11;18.04
165;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2011/'12;18.54
166;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2012/'13;18.92
167;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2013/'14;19.12
168;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2014/'15;20.43
169;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2015/'16;20.4
170;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2016/'17;21.47
171;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2017/'18;21.75
172;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2018/'19;23.43
173;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2019/'20;
174;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2020/'21;
175;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2021/'22;
176;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2006/'07;18.06
177;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2007/'08;18.36
178;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2008/'09;18.59
179;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2009/'10;18.5
180;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2010/'11;18.97
181;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2011/'12;19.35
182;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2012/'13;19.52
183;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2013/'14;21.03
184;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2014/'15;21.01
185;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2015/'16;22.13
186;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2016/'17;22.49
187;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2017/'18;24.11
188;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2018/'19;
189;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2019/'20;
190;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2020/'21;
191;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2021/'22;
192;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2006/'07;18.87
193;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2007/'08;18.87
194;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2008/'09;18.95
195;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2009/'10;19.44
196;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2010/'11;19.8
197;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2011/'12;19.97
198;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2012/'13;21.56
199;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2013/'14;21.65
200;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2014/'15;22.8
201;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2015/'16;23.3
202;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2016/'17;24.96
203;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2017/'18;
204;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2018/'19;
205;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2019/'20;
206;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2020/'21;
207;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2021/'22;
208;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2006/'07;22.81
209;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2007/'08;24.85
210;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2008/'09;25.08
211;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2009/'10;26.45
212;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2010/'11;26.79
213;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2011/'12;29.64
214;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2012/'13;
215;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2013/'14;
216;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2014/'15;
217;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2015/'16;
218;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2016/'17;
219;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2017/'18;
220;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2018/'19;
221;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2019/'20;
222;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2020/'21;
223;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2021/'22;
224;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2006/'07;13.06
225;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2007/'08;13.47
226;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2008/'09;13.86
227;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2009/'10;13.72
228;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2010/'11;13.32
229;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2011/'12;13.01
230;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2012/'13;13.06
231;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2013/'14;13.35
232;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2014/'15;13.71
233;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2015/'16;14.01
234;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2016/'17;14.38
235;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2017/'18;14.93
236;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2018/'19;15.26
237;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2019/'20;15.9
238;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2020/'21;16.46
