ID;Geslacht;Leeftijd;BurgerlijkeStaat;Migratieachtergrond;Perioden;GemiddeldAantalVerzekerdeJarenAOW_1;GemiddeldOpbouwpercentageAOW_2
74;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2019;15.0;71.0
75;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2020;15.0;71.2
76;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2021;15.0;71.0
77;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2015;10.0;49.8
78;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2016;9.0;48.7
79;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2017;9.0;48.8
80;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2018;9.0;48.5
81;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2019;9.0;47.9
82;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2020;10.0;48.3
83;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2021;10.0;48.1
84;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;2015;29.0;91.9
85;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;2016;29.0;91.2
86;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;2017;29.0;90.7
87;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;2018;29.0;90.2
88;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;2019;29.0;89.5
89;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;2020;29.0;89.0
90;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;2021;29.0;88.5
91;Totaal mannen en vrouwen;10000;Gehuwd;Nederlandse achtergrond;2015;33.0;99.5
92;Totaal mannen en vrouwen;10000;Gehuwd;Nederlandse achtergrond;2016;33.0;99.5
93;Totaal mannen en vrouwen;10000;Gehuwd;Nederlandse achtergrond;2017;33.0;99.5
94;Totaal mannen en vrouwen;10000;Gehuwd;Nederlandse achtergrond;2018;33.0;99.5
95;Totaal mannen en vrouwen;10000;Gehuwd;Nederlandse achtergrond;2019;33.0;99.6
96;Totaal mannen en vrouwen;10000;Gehuwd;Nederlandse achtergrond;2020;33.0;99.6
97;Totaal mannen en vrouwen;10000;Gehuwd;Nederlandse achtergrond;2021;33.0;99.6
98;Totaal mannen en vrouwen;10000;Gehuwd;Met migratieachtergrond;2015;15.0;57.4
99;Totaal mannen en vrouwen;10000;Gehuwd;Met migratieachtergrond;2016;15.0;56.1
100;Totaal mannen en vrouwen;10000;Gehuwd;Met migratieachtergrond;2017;15.0;55.7
101;Totaal mannen en vrouwen;10000;Gehuwd;Met migratieachtergrond;2018;15.0;55.0
102;Totaal mannen en vrouwen;10000;Gehuwd;Met migratieachtergrond;2019;14.0;54.2
103;Totaal mannen en vrouwen;10000;Gehuwd;Met migratieachtergrond;2020;15.0;54.2
104;Totaal mannen en vrouwen;10000;Gehuwd;Met migratieachtergrond;2021;15.0;54.0
105;Totaal mannen en vrouwen;10000;Gehuwd;1e generatie migratieachtergrond;2015;9.0;37.0
106;Totaal mannen en vrouwen;10000;Gehuwd;1e generatie migratieachtergrond;2016;9.0;36.4
107;Totaal mannen en vrouwen;10000;Gehuwd;1e generatie migratieachtergrond;2017;9.0;36.8
108;Totaal mannen en vrouwen;10000;Gehuwd;1e generatie migratieachtergrond;2018;9.0;36.7
109;Totaal mannen en vrouwen;10000;Gehuwd;1e generatie migratieachtergrond;2019;9.0;36.4
110;Totaal mannen en vrouwen;10000;Gehuwd;1e generatie migratieachtergrond;2020;9.0;37.0
111;Totaal mannen en vrouwen;10000;Gehuwd;1e generatie migratieachtergrond;2021;10.0;37.4
112;Totaal mannen en vrouwen;10000;Gehuwd;2e generatie migratieachtergrond;2015;28.0;98.9
113;Totaal mannen en vrouwen;10000;Gehuwd;2e generatie migratieachtergrond;2016;28.0;99.0
114;Totaal mannen en vrouwen;10000;Gehuwd;2e generatie migratieachtergrond;2017;28.0;99.1
115;Totaal mannen en vrouwen;10000;Gehuwd;2e generatie migratieachtergrond;2018;28.0;99.1
116;Totaal mannen en vrouwen;10000;Gehuwd;2e generatie migratieachtergrond;2019;28.0;99.1
117;Totaal mannen en vrouwen;10000;Gehuwd;2e generatie migratieachtergrond;2020;28.0;99.2
118;Totaal mannen en vrouwen;10000;Gehuwd;2e generatie migratieachtergrond;2021;28.0;99.2
119;Totaal mannen en vrouwen;10000;Gehuwd;Westerse migratieachtergrond;2015;19.0;61.5
120;Totaal mannen en vrouwen;10000;Gehuwd;Westerse migratieachtergrond;2016;19.0;60.3
121;Totaal mannen en vrouwen;10000;Gehuwd;Westerse migratieachtergrond;2017;18.0;59.6
122;Totaal mannen en vrouwen;10000;Gehuwd;Westerse migratieachtergrond;2018;18.0;58.4
123;Totaal mannen en vrouwen;10000;Gehuwd;Westerse migratieachtergrond;2019;18.0;57.0
124;Totaal mannen en vrouwen;10000;Gehuwd;Westerse migratieachtergrond;2020;17.0;56.4
125;Totaal mannen en vrouwen;10000;Gehuwd;Westerse migratieachtergrond;2021;17.0;55.9
126;Totaal mannen en vrouwen;10000;Gehuwd;Niet-westerse migratieachtergrond;2015;11.0;52.7
127;Totaal mannen en vrouwen;10000;Gehuwd;Niet-westerse migratieachtergrond;2016;11.0;51.7
128;Totaal mannen en vrouwen;10000;Gehuwd;Niet-westerse migratieachtergrond;2017;11.0;51.7
129;Totaal mannen en vrouwen;10000;Gehuwd;Niet-westerse migratieachtergrond;2018;11.0;51.8
130;Totaal mannen en vrouwen;10000;Gehuwd;Niet-westerse migratieachtergrond;2019;11.0;51.5
131;Totaal mannen en vrouwen;10000;Gehuwd;Niet-westerse migratieachtergrond;2020;12.0;52.1
132;Totaal mannen en vrouwen;10000;Gehuwd;Niet-westerse migratieachtergrond;2021;12.0;52.3
133;Totaal mannen en vrouwen;10000;Gehuwd;Marokko;2015;13.0;68.7
134;Totaal mannen en vrouwen;10000;Gehuwd;Marokko;2016;13.0;69.8
135;Totaal mannen en vrouwen;10000;Gehuwd;Marokko;2017;14.0;70.9
136;Totaal mannen en vrouwen;10000;Gehuwd;Marokko;2018;14.0;71.5
137;Totaal mannen en vrouwen;10000;Gehuwd;Marokko;2019;15.0;71.9
138;Totaal mannen en vrouwen;10000;Gehuwd;Marokko;2020;15.0;72.9
139;Totaal mannen en vrouwen;10000;Gehuwd;Marokko;2021;16.0;73.8
140;Totaal mannen en vrouwen;10000;Gehuwd;Turkije;2015;13.0;70.9
141;Totaal mannen en vrouwen;10000;Gehuwd;Turkije;2016;13.0;71.7
142;Totaal mannen en vrouwen;10000;Gehuwd;Turkije;2017;14.0;72.1
143;Totaal mannen en vrouwen;10000;Gehuwd;Turkije;2018;14.0;72.0
144;Totaal mannen en vrouwen;10000;Gehuwd;Turkije;2019;14.0;71.5
145;Totaal mannen en vrouwen;10000;Gehuwd;Turkije;2020;14.0;71.6
146;Totaal mannen en vrouwen;10000;Gehuwd;Turkije;2021;15.0;71.4
147;Totaal mannen en vrouwen;10000;Gehuwd;Suriname;2015;17.0;80.0
148;Totaal mannen en vrouwen;10000;Gehuwd;Suriname;2016;18.0;81.0
149;Totaal mannen en vrouwen;10000;Gehuwd;Suriname;2017;18.0;81.7
150;Totaal mannen en vrouwen;10000;Gehuwd;Suriname;2018;19.0;82.2
151;Totaal mannen en vrouwen;10000;Gehuwd;Suriname;2019;19.0;82.6
152;Totaal mannen en vrouwen;10000;Gehuwd;Suriname;2020;20.0;83.1
153;Totaal mannen en vrouwen;10000;Gehuwd;Suriname;2021;20.0;83.8
154;Totaal mannen en vrouwen;10000;Gehuwd;(voormalige) Nederlandse Antillen, Aruba;2015;15.0;65.5
155;Totaal mannen en vrouwen;10000;Gehuwd;(voormalige) Nederlandse Antillen, Aruba;2016;16.0;66.7
156;Totaal mannen en vrouwen;10000;Gehuwd;(voormalige) Nederlandse Antillen, Aruba;2017;16.0;68.1
157;Totaal mannen en vrouwen;10000;Gehuwd;(voormalige) Nederlandse Antillen, Aruba;2018;17.0;68.9
158;Totaal mannen en vrouwen;10000;Gehuwd;(voormalige) Nederlandse Antillen, Aruba;2019;17.0;69.2
159;Totaal mannen en vrouwen;10000;Gehuwd;(voormalige) Nederlandse Antillen, Aruba;2020;18.0;70.1
160;Totaal mannen en vrouwen;10000;Gehuwd;(voormalige) Nederlandse Antillen, Aruba;2021;18.0;71.0
161;Totaal mannen en vrouwen;10000;Gehuwd;Overige niet-westerse migratieachterg...;2015;9.0;38.2
162;Totaal mannen en vrouwen;10000;Gehuwd;Overige niet-westerse migratieachterg...;2016;9.0;36.8
163;Totaal mannen en vrouwen;10000;Gehuwd;Overige niet-westerse migratieachterg...;2017;9.0;36.9
164;Totaal mannen en vrouwen;10000;Gehuwd;Overige niet-westerse migratieachterg...;2018;9.0;37.1
165;Totaal mannen en vrouwen;10000;Gehuwd;Overige niet-westerse migratieachterg...;2019;9.0;37.0
166;Totaal mannen en vrouwen;10000;Gehuwd;Overige niet-westerse migratieachterg...;2020;9.0;37.8
167;Totaal mannen en vrouwen;10000;Gehuwd;Overige niet-westerse migratieachterg...;2021;9.0;38.1
168;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;2015;16.0;85.5
169;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;2016;16.0;84.6
170;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;2017;15.0;84.0
171;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;2018;15.0;83.1
172;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;2019;15.0;82.1
173;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;2020;15.0;81.6
174;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;2021;15.0;80.7
175;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederlandse achtergrond;2015;19.0;99.6
176;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederlandse achtergrond;2016;19.0;99.6
177;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederlandse achtergrond;2017;19.0;99.6
178;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederlandse achtergrond;2018;19.0;99.6
179;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederlandse achtergrond;2019;20.0;99.6
180;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederlandse achtergrond;2020;20.0;99.6
181;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederlandse achtergrond;2021;20.0;99.6
182;Totaal mannen en vrouwen;10000;Niet-gehuwd;Met migratieachtergrond;2015;8.0;53.9
183;Totaal mannen en vrouwen;10000;Niet-gehuwd;Met migratieachtergrond;2016;8.0;52.9
184;Totaal mannen en vrouwen;10000;Niet-gehuwd;Met migratieachtergrond;2017;8.0;52.7
185;Totaal mannen en vrouwen;10000;Niet-gehuwd;Met migratieachtergrond;2018;8.0;51.8
186;Totaal mannen en vrouwen;10000;Niet-gehuwd;Met migratieachtergrond;2019;8.0;50.6
187;Totaal mannen en vrouwen;10000;Niet-gehuwd;Met migratieachtergrond;2020;8.0;50.5
188;Totaal mannen en vrouwen;10000;Niet-gehuwd;Met migratieachtergrond;2021;8.0;49.8
189;Totaal mannen en vrouwen;10000;Niet-gehuwd;1e generatie migratieachtergrond;2015;5.0;32.9
190;Totaal mannen en vrouwen;10000;Niet-gehuwd;1e generatie migratieachtergrond;2016;5.0;32.4
191;Totaal mannen en vrouwen;10000;Niet-gehuwd;1e generatie migratieachtergrond;2017;5.0;32.9
192;Totaal mannen en vrouwen;10000;Niet-gehuwd;1e generatie migratieachtergrond;2018;5.0;32.4
193;Totaal mannen en vrouwen;10000;Niet-gehuwd;1e generatie migratieachtergrond;2019;5.0;31.5
194;Totaal mannen en vrouwen;10000;Niet-gehuwd;1e generatie migratieachtergrond;2020;5.0;31.8
195;Totaal mannen en vrouwen;10000;Niet-gehuwd;1e generatie migratieachtergrond;2021;5.0;31.7
196;Totaal mannen en vrouwen;10000;Niet-gehuwd;2e generatie migratieachtergrond;2015;14.0;99.1
197;Totaal mannen en vrouwen;10000;Niet-gehuwd;2e generatie migratieachtergrond;2016;14.0;99.1
198;Totaal mannen en vrouwen;10000;Niet-gehuwd;2e generatie migratieachtergrond;2017;14.0;99.1
199;Totaal mannen en vrouwen;10000;Niet-gehuwd;2e generatie migratieachtergrond;2018;14.0;99.2
200;Totaal mannen en vrouwen;10000;Niet-gehuwd;2e generatie migratieachtergrond;2019;14.0;99.2
201;Totaal mannen en vrouwen;10000;Niet-gehuwd;2e generatie migratieachtergrond;2020;14.0;99.2
202;Totaal mannen en vrouwen;10000;Niet-gehuwd;2e generatie migratieachtergrond;2021;14.0;99.2
203;Totaal mannen en vrouwen;10000;Niet-gehuwd;Westerse migratieachtergrond;2015;9.0;46.7
204;Totaal mannen en vrouwen;10000;Niet-gehuwd;Westerse migratieachtergrond;2016;8.0;45.4
205;Totaal mannen en vrouwen;10000;Niet-gehuwd;Westerse migratieachtergrond;2017;8.0;44.8
206;Totaal mannen en vrouwen;10000;Niet-gehuwd;Westerse migratieachtergrond;2018;8.0;43.5
207;Totaal mannen en vrouwen;10000;Niet-gehuwd;Westerse migratieachtergrond;2019;8.0;41.8
208;Totaal mannen en vrouwen;10000;Niet-gehuwd;Westerse migratieachtergrond;2020;8.0;41.4
209;Totaal mannen en vrouwen;10000;Niet-gehuwd;Westerse migratieachtergrond;2021;8.0;40.7
210;Totaal mannen en vrouwen;10000;Niet-gehuwd;Niet-westerse migratieachtergrond;2015;7.0;62.3
211;Totaal mannen en vrouwen;10000;Niet-gehuwd;Niet-westerse migratieachtergrond;2016;7.0;61.8
212;Totaal mannen en vrouwen;10000;Niet-gehuwd;Niet-westerse migratieachtergrond;2017;7.0;62.1
213;Totaal mannen en vrouwen;10000;Niet-gehuwd;Niet-westerse migratieachtergrond;2018;7.0;61.9
214;Totaal mannen en vrouwen;10000;Niet-gehuwd;Niet-westerse migratieachtergrond;2019;8.0;61.3
215;Totaal mannen en vrouwen;10000;Niet-gehuwd;Niet-westerse migratieachtergrond;2020;8.0;61.7
216;Totaal mannen en vrouwen;10000;Niet-gehuwd;Niet-westerse migratieachtergrond;2021;8.0;61.2
217;Totaal mannen en vrouwen;10000;Niet-gehuwd;Marokko;2015;7.0;87.3
218;Totaal mannen en vrouwen;10000;Niet-gehuwd;Marokko;2016;8.0;87.6
219;Totaal mannen en vrouwen;10000;Niet-gehuwd;Marokko;2017;8.0;88.0
220;Totaal mannen en vrouwen;10000;Niet-gehuwd;Marokko;2018;8.0;88.3
221;Totaal mannen en vrouwen;10000;Niet-gehuwd;Marokko;2019;8.0;88.3
222;Totaal mannen en vrouwen;10000;Niet-gehuwd;Marokko;2020;9.0;88.5
223;Totaal mannen en vrouwen;10000;Niet-gehuwd;Marokko;2021;9.0;88.5
224;Totaal mannen en vrouwen;10000;Niet-gehuwd;Turkije;2015;7.0;82.1
225;Totaal mannen en vrouwen;10000;Niet-gehuwd;Turkije;2016;7.0;82.0
226;Totaal mannen en vrouwen;10000;Niet-gehuwd;Turkije;2017;8.0;81.8
227;Totaal mannen en vrouwen;10000;Niet-gehuwd;Turkije;2018;8.0;81.2
228;Totaal mannen en vrouwen;10000;Niet-gehuwd;Turkije;2019;8.0;80.3
229;Totaal mannen en vrouwen;10000;Niet-gehuwd;Turkije;2020;9.0;80.1
230;Totaal mannen en vrouwen;10000;Niet-gehuwd;Turkije;2021;9.0;78.9
231;Totaal mannen en vrouwen;10000;Niet-gehuwd;Suriname;2015;11.0;89.3
232;Totaal mannen en vrouwen;10000;Niet-gehuwd;Suriname;2016;11.0;89.5
233;Totaal mannen en vrouwen;10000;Niet-gehuwd;Suriname;2017;11.0;89.8
234;Totaal mannen en vrouwen;10000;Niet-gehuwd;Suriname;2018;12.0;89.8
235;Totaal mannen en vrouwen;10000;Niet-gehuwd;Suriname;2019;12.0;89.7
236;Totaal mannen en vrouwen;10000;Niet-gehuwd;Suriname;2020;13.0;89.9
237;Totaal mannen en vrouwen;10000;Niet-gehuwd;Suriname;2021;13.0;89.8
238;Totaal mannen en vrouwen;10000;Niet-gehuwd;(voormalige) Nederlandse Antillen, Aruba;2015;9.0;67.1
239;Totaal mannen en vrouwen;10000;Niet-gehuwd;(voormalige) Nederlandse Antillen, Aruba;2016;9.0;67.5
240;Totaal mannen en vrouwen;10000;Niet-gehuwd;(voormalige) Nederlandse Antillen, Aruba;2017;9.0;67.9
241;Totaal mannen en vrouwen;10000;Niet-gehuwd;(voormalige) Nederlandse Antillen, Aruba;2018;9.0;68.1
242;Totaal mannen en vrouwen;10000;Niet-gehuwd;(voormalige) Nederlandse Antillen, Aruba;2019;10.0;67.9
243;Totaal mannen en vrouwen;10000;Niet-gehuwd;(voormalige) Nederlandse Antillen, Aruba;2020;10.0;68.2
244;Totaal mannen en vrouwen;10000;Niet-gehuwd;(voormalige) Nederlandse Antillen, Aruba;2021;10.0;67.9
245;Totaal mannen en vrouwen;10000;Niet-gehuwd;Overige niet-westerse migratieachterg...;2015;6.0;46.9
246;Totaal mannen en vrouwen;10000;Niet-gehuwd;Overige niet-westerse migratieachterg...;2016;6.0;46.5
247;Totaal mannen en vrouwen;10000;Niet-gehuwd;Overige niet-westerse migratieachterg...;2017;6.0;47.2
248;Totaal mannen en vrouwen;10000;Niet-gehuwd;Overige niet-westerse migratieachterg...;2018;6.0;47.2
249;Totaal mannen en vrouwen;10000;Niet-gehuwd;Overige niet-westerse migratieachterg...;2019;6.0;46.7
250;Totaal mannen en vrouwen;10000;Niet-gehuwd;Overige niet-westerse migratieachterg...;2020;6.0;47.5
251;Totaal mannen en vrouwen;10000;Niet-gehuwd;Overige niet-westerse migratieachterg...;2021;6.0;47.4
252;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Totaal;2015;;
253;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Totaal;2016;;
254;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Totaal;2017;;
255;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Totaal;2018;;
256;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Totaal;2019;;
257;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Totaal;2020;;
258;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Totaal;2021;;
259;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Nederlandse achtergrond;2015;;
260;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Nederlandse achtergrond;2016;;
261;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Nederlandse achtergrond;2017;;
262;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Nederlandse achtergrond;2018;;
263;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Nederlandse achtergrond;2019;;
264;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Nederlandse achtergrond;2020;;
265;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Nederlandse achtergrond;2021;;
266;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Met migratieachtergrond;2015;;
267;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Met migratieachtergrond;2016;;
268;Totaal mannen en vrouwen;11500;Totaal burgerlijke staat;Met migratieachtergrond;2017;;
