ID;Geslacht;Leeftijd;SociaaleconomischeCategorie;BeroepenEnSpecialismen;Sector;Perioden;MedischGeschoolden_1
28;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal Gezondheids- en welzijnszorg;2019;282765
29;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal Gezondheids- en welzijnszorg;2020;291310
30;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal Gezondheids- en welzijnszorg;2021;298880
31;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal Gezondheids- en welzijnszorg;2022;303775
32;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal Gezondheids- en welzijnszorg;2023;302335
33;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2013;26365
34;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2014;25400
35;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2015;25815
36;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2016;26565
37;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2017;27165
38;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2018;28370
39;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2019;28685
40;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2020;29120
41;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2021;29445
42;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2022;29460
43;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2023;28575
44;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2013;73325
45;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2014;68995
46;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2015;69465
47;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2016;69815
48;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2017;71780
49;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2018;70610
50;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2019;70630
51;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2020;71935
52;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2021;71960
53;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2022;72565
54;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2023;72040
55;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2013;13485
56;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2014;13140
57;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2015;14125
58;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2016;14645
59;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2017;15045
60;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2018;15900
61;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2019;16255
62;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2020;16955
63;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2021;18160
64;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2022;18775
65;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2023;18970
66;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2013;34285
67;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2014;32080
68;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2015;32560
69;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2016;31535
70;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2017;31445
71;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2018;32235
72;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2019;32635
73;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2020;34340
74;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2021;35155
75;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2022;35470
76;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2023;36805
77;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2013;23465
78;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2014;16885
79;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2015;16550
80;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2016;16240
81;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2017;16150
82;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2018;15670
83;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2019;14030
84;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2020;14540
85;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2021;14540
86;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2022;14445
87;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2023;13005
88;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2013;48015
89;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2014;42605
90;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2015;45140
91;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2016;48450
92;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2017;50145
93;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2018;52950
94;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2019;53575
95;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2020;56295
96;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2021;58890
97;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2022;59315
98;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2023;59090
99;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2013;45655
100;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2014;44805
101;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2015;45660
102;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2016;46235
103;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2017;47460
104;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2018;48865
105;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2019;49905
106;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2020;50870
107;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2021;52755
108;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2022;54550
109;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Praktijken (muv GGZ en MSZ);2023;54395
110;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2013;20355
111;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2014;15715
112;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2015;16090
113;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2016;16425
114;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2017;16810
115;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2018;17540
116;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2019;17050
117;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2020;17250
118;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2021;17970
119;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2022;19195
120;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Overige zorg;2023;19445
121;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2013;44685
122;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2014;25455
123;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2015;27095
124;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2016;28195
125;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2017;29115
126;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2018;30025
127;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2019;28040
128;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2020;29885
129;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2021;31835
130;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2022;34455
131;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal buiten zorgsector;2023;31485
132;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2013;18120
133;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2014;13300
134;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2015;14030
135;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2016;14495
136;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2017;14640
137;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2018;14885
138;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2019;14210
139;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2020;14840
140;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2021;15640
141;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2022;16250
142;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Zorgverwante sectoren;2023;15615
143;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2013;2370
144;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2014;1995
145;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2015;2250
146;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2016;2340
147;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2017;2790
148;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2018;2960
149;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2019;2880
150;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2020;3305
151;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2021;3785
152;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2022;4170
153;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Uitzendbureaus en arbeidsbemiddeling;2023;3110
154;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2013;24190
155;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2014;10160
156;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2015;10815
157;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2016;11365
158;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2017;11690
159;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2018;12180
160;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2019;10950
161;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2020;11740
162;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2021;12410
163;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2022;14030
164;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Elders;2023;12760
165;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2013;2680
166;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2014;2080
167;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2015;1885
168;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2016;2520
169;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2017;2290
170;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2018;2140
171;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2019;1330
172;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2020;1300
173;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2021;1295
174;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2022;1295
175;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Sector onbekend;2023;1030
176;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geen sector (geen econ. activiteit);2013;0
177;Totaal mannen en vrouwen;Totaal leeftijd;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Geen sector (geen econ. activiteit);2014;0
