ID;Afstudeerrichting;Geslacht;Leeftijd;Herkomstgroepering;Peilmoment;SBI93;Perioden;AfgestudeerdenTotaal_1;WerkTotaal_2;Werknemers_3;Zelfstandigen_4;UitkeringTotaal_5;Arbeidsongeschiktheidsuitkering_6;Werkloosheidsuitkering_7;Bijstandsuitkering_8;AndereUitkering_9;DoorstuderendeAfgestudeerden_10;OverigeAfgestudeerden_11;EmigratieSterfte_12;AfgestudeerdenTotaal_13;WerkTotaal_14;Werknemers_15;Zelfstandigen_16;UitkeringTotaal_17;Arbeidsongeschiktheidsuitkering_18;Werkloosheidsuitkering_19;Bijstandsuitkering_20;AndereUitkering_21;DoorstuderendeAfgestudeerden_22;OverigeAfgestudeerden_23;EmigratieSterfte_24;AfgestudeerdenTotaal_25;WerkTotaal_26;Werknemers_27;Zelfstandigen_28;UitkeringTotaal_29;Arbeidsongeschiktheidsuitkering_30;Werkloosheidsuitkering_31;Bijstandsuitkering_32;AndereUitkering_33;DoorstuderendeAfgestudeerden_34;OverigeAfgestudeerden_35;EmigratieSterfte_36;LoonVanWerknemersHogerOnderwijs_37;LoonVanWerknemersHogerBeroepsond_38;LoonVanWerknemersWetenschOnderw_39
10;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 01-05, Land-, bosbouw en visserij;Cohort 2003/'04;400.0;400.0;350.0;50.0;;;;;;;;;330.0;330.0;290.0;40.0;;;;;;;;;70.0;70.0;60.0;10.0;;;;;;;;;1.1;1.1;1.0
11;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 01-05, Land-, bosbouw en visserij;Cohort 2004/'05;330.0;330.0;290.0;50.0;;;;;;;;;270.0;270.0;240.0;40.0;;;;;;;;;60.0;60.0;50.0;10.0;;;;;;;;;1.1;1.1;1.0
12;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 1999/'00;3200.0;3200.0;3170.0;30.0;;;;;;;;;2430.0;2430.0;2410.0;20.0;;;;;;;;;770.0;770.0;760.0;10.0;;;;;;;;;1.7;1.6;2.0
13;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2000/'01;3020.0;3020.0;2980.0;40.0;;;;;;;;;2270.0;2270.0;2240.0;30.0;;;;;;;;;750.0;750.0;740.0;10.0;;;;;;;;;1.7;1.6;2.1
14;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2001/'02;2670.0;2670.0;2630.0;40.0;;;;;;;;;2040.0;2040.0;2010.0;30.0;;;;;;;;;640.0;640.0;630.0;10.0;;;;;;;;;1.7;1.6;2.1
15;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2002/'03;2300.0;2300.0;2270.0;40.0;;;;;;;;;1700.0;1700.0;1660.0;30.0;;;;;;;;;610.0;610.0;600.0;0.0;;;;;;;;;1.7;1.6;2.0
16;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2003/'04;2390.0;2390.0;2330.0;60.0;;;;;;;;;1740.0;1740.0;1700.0;40.0;;;;;;;;;650.0;650.0;640.0;10.0;;;;;;;;;1.7;1.6;2.0
17;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2004/'05;2580.0;2580.0;2550.0;30.0;;;;;;;;;1750.0;1750.0;1720.0;20.0;;;;;;;;;830.0;830.0;820.0;10.0;;;;;;;;;1.8;1.6;2.2
18;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 50-52, Handel en reparatie;Cohort 1999/'00;3330.0;3330.0;3250.0;80.0;;;;;;;;;2530.0;2530.0;2470.0;60.0;;;;;;;;;800.0;800.0;780.0;20.0;;;;;;;;;1.3;1.2;1.4
19;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2000/'01;3240.0;3240.0;3160.0;80.0;;;;;;;;;2480.0;2480.0;2420.0;60.0;;;;;;;;;760.0;760.0;740.0;20.0;;;;;;;;;1.2;1.2;1.5
20;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2001/'02;3820.0;3820.0;3760.0;60.0;;;;;;;;;2870.0;2870.0;2830.0;40.0;;;;;;;;;950.0;950.0;930.0;10.0;;;;;;;;;1.3;1.2;1.5
21;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2002/'03;4390.0;4390.0;4330.0;60.0;;;;;;;;;3310.0;3310.0;3260.0;50.0;;;;;;;;;1080.0;1080.0;1070.0;10.0;;;;;;;;;1.2;1.2;1.5
22;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2003/'04;4690.0;4690.0;4600.0;90.0;;;;;;;;;3550.0;3550.0;3480.0;70.0;;;;;;;;;1150.0;1150.0;1120.0;30.0;;;;;;;;;1.2;1.1;1.4
23;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2004/'05;4580.0;4580.0;4500.0;80.0;;;;;;;;;3380.0;3380.0;3320.0;60.0;;;;;;;;;1210.0;1210.0;1180.0;20.0;;;;;;;;;1.2;1.1;1.4
24;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 55, Horeca;Cohort 1999/'00;1030.0;1030.0;1010.0;20.0;;;;;;;;;810.0;810.0;800.0;10.0;;;;;;;;;220.0;220.0;210.0;0.0;;;;;;;;;0.8;0.9;0.6
25;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 55, Horeca;Cohort 2000/'01;1070.0;1070.0;1060.0;20.0;;;;;;;;;860.0;860.0;850.0;10.0;;;;;;;;;210.0;210.0;210.0;10.0;;;;;;;;;0.9;0.9;0.8
26;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 55, Horeca;Cohort 2001/'02;1230.0;1230.0;1210.0;20.0;;;;;;;;;990.0;990.0;980.0;10.0;;;;;;;;;240.0;240.0;230.0;10.0;;;;;;;;;1.0;1.0;0.8
27;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 55, Horeca;Cohort 2002/'03;1450.0;1450.0;1430.0;20.0;;;;;;;;;1130.0;1130.0;1110.0;20.0;;;;;;;;;320.0;320.0;320.0;0.0;;;;;;;;;0.9;1.0;0.8
28;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 55, Horeca;Cohort 2003/'04;1630.0;1630.0;1610.0;20.0;;;;;;;;;1230.0;1230.0;1220.0;10.0;;;;;;;;;400.0;400.0;390.0;0.0;;;;;;;;;0.9;0.9;0.8
29;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 55, Horeca;Cohort 2004/'05;1570.0;1570.0;1560.0;20.0;;;;;;;;;1190.0;1190.0;1180.0;10.0;;;;;;;;;380.0;380.0;380.0;0.0;;;;;;;;;0.9;0.9;0.8
30;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 1999/'00;1580.0;1580.0;1580.0;10.0;;;;;;;;;1120.0;1120.0;1120.0;0.0;;;;;;;;;470.0;470.0;460.0;10.0;;;;;;;;;1.4;1.3;1.6
31;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2000/'01;1450.0;1450.0;1430.0;10.0;;;;;;;;;1030.0;1030.0;1030.0;10.0;;;;;;;;;420.0;420.0;410.0;10.0;;;;;;;;;1.4;1.3;1.6
32;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2001/'02;1410.0;1410.0;1400.0;10.0;;;;;;;;;990.0;990.0;980.0;10.0;;;;;;;;;420.0;420.0;410.0;10.0;;;;;;;;;1.3;1.2;1.4
33;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2002/'03;1490.0;1490.0;1480.0;10.0;;;;;;;;;1090.0;1090.0;1080.0;10.0;;;;;;;;;400.0;400.0;400.0;0.0;;;;;;;;;1.2;1.2;1.3
34;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2003/'04;1610.0;1610.0;1590.0;20.0;;;;;;;;;1130.0;1130.0;1120.0;10.0;;;;;;;;;480.0;480.0;480.0;10.0;;;;;;;;;1.2;1.2;1.4
35;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2004/'05;1490.0;1490.0;1470.0;10.0;;;;;;;;;1010.0;1010.0;1000.0;10.0;;;;;;;;;470.0;470.0;470.0;0.0;;;;;;;;;1.3;1.2;1.5
36;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 65-67, Financiële instellingen;Cohort 1999/'00;1750.0;1750.0;1740.0;10.0;;;;;;;;;1090.0;1090.0;1090.0;0.0;;;;;;;;;660.0;660.0;650.0;0.0;;;;;;;;;1.9;1.6;2.3
37;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2000/'01;1540.0;1540.0;1530.0;10.0;;;;;;;;;920.0;920.0;920.0;10.0;;;;;;;;;620.0;620.0;610.0;0.0;;;;;;;;;2.0;1.7;2.4
38;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2001/'02;1170.0;1170.0;1160.0;10.0;;;;;;;;;680.0;680.0;680.0;0.0;;;;;;;;;490.0;490.0;480.0;0.0;;;;;;;;;1.9;1.6;2.4
39;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2002/'03;1110.0;1110.0;1110.0;10.0;;;;;;;;;610.0;610.0;600.0;0.0;;;;;;;;;510.0;510.0;500.0;0.0;;;;;;;;;2.0;1.7;2.4
40;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2003/'04;1180.0;1180.0;1180.0;10.0;;;;;;;;;620.0;620.0;610.0;0.0;;;;;;;;;560.0;560.0;560.0;0.0;;;;;;;;;2.0;1.7;2.3
41;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2004/'05;1420.0;1420.0;1410.0;0.0;;;;;;;;;660.0;660.0;650.0;0.0;;;;;;;;;760.0;760.0;760.0;0.0;;;;;;;;;2.1;1.7;2.4
42;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 1999/'00;10170.0;10170.0;9850.0;320.0;;;;;;;;;6340.0;6340.0;6110.0;230.0;;;;;;;;;3840.0;3840.0;3740.0;90.0;;;;;;;;;1.6;1.5;1.8
43;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2000/'01;9830.0;9830.0;9490.0;340.0;;;;;;;;;6090.0;6090.0;5850.0;240.0;;;;;;;;;3740.0;3740.0;3640.0;100.0;;;;;;;;;1.7;1.6;1.9
44;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2001/'02;9040.0;9040.0;8730.0;320.0;;;;;;;;;5390.0;5390.0;5170.0;220.0;;;;;;;;;3660.0;3660.0;3550.0;100.0;;;;;;;;;1.7;1.6;1.9
45;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2002/'03;8010.0;8010.0;7660.0;350.0;;;;;;;;;4540.0;4540.0;4330.0;220.0;;;;;;;;;3470.0;3470.0;3330.0;140.0;;;;;;;;;1.7;1.5;1.9
46;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2003/'04;8740.0;8740.0;8360.0;370.0;;;;;;;;;4850.0;4850.0;4610.0;240.0;;;;;;;;;3880.0;3880.0;3750.0;130.0;;;;;;;;;1.7;1.5;1.9
47;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2004/'05;10410.0;10410.0;10040.0;370.0;;;;;;;;;5710.0;5710.0;5490.0;220.0;;;;;;;;;4700.0;4700.0;4540.0;160.0;;;;;;;;;1.7;1.6;1.9
48;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 74501, Uitzendbureaus;Cohort 1999/'00;6410.0;6410.0;6410.0;0.0;;;;;;;;;4600.0;4600.0;4600.0;0.0;;;;;;;;;1800.0;1800.0;1800.0;0.0;;;;;;;;;1.2;1.2;1.1
49;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2000/'01;5710.0;5710.0;5700.0;0.0;;;;;;;;;4060.0;4060.0;4050.0;0.0;;;;;;;;;1650.0;1650.0;1650.0;0.0;;;;;;;;;1.2;1.2;1.2
50;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2001/'02;5690.0;5690.0;5680.0;0.0;;;;;;;;;3900.0;3900.0;3900.0;0.0;;;;;;;;;1780.0;1780.0;1780.0;0.0;;;;;;;;;1.2;1.2;1.2
51;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2002/'03;5750.0;5750.0;5750.0;0.0;;;;;;;;;3900.0;3900.0;3900.0;0.0;;;;;;;;;1860.0;1860.0;1860.0;0.0;;;;;;;;;1.3;1.2;1.3
52;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2003/'04;6360.0;6360.0;6360.0;0.0;;;;;;;;;4290.0;4290.0;4290.0;0.0;;;;;;;;;2060.0;2060.0;2060.0;0.0;;;;;;;;;1.3;1.3;1.3
53;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2004/'05;6760.0;6760.0;6760.0;0.0;;;;;;;;;4420.0;4420.0;4420.0;0.0;;;;;;;;;2350.0;2350.0;2350.0;0.0;;;;;;;;;1.3;1.3;1.3
54;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 1999/'00;1600.0;1600.0;1600.0;0.0;;;;;;;;;860.0;860.0;860.0;0.0;;;;;;;;;750.0;750.0;750.0;0.0;;;;;;;;;1.7;1.5;1.9
55;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2000/'01;1900.0;1900.0;1900.0;0.0;;;;;;;;;1020.0;1020.0;1020.0;0.0;;;;;;;;;880.0;880.0;880.0;0.0;;;;;;;;;1.8;1.5;2.0
56;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2001/'02;2130.0;2130.0;2130.0;0.0;;;;;;;;;1130.0;1130.0;1130.0;0.0;;;;;;;;;1000.0;1000.0;1000.0;0.0;;;;;;;;;1.8;1.6;2.1
57;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2002/'03;1690.0;1690.0;1690.0;0.0;;;;;;;;;890.0;890.0;890.0;0.0;;;;;;;;;800.0;800.0;800.0;0.0;;;;;;;;;1.6;1.4;1.8
58;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2003/'04;1500.0;1500.0;1500.0;0.0;;;;;;;;;760.0;760.0;760.0;0.0;;;;;;;;;740.0;740.0;740.0;0.0;;;;;;;;;1.9;1.7;2.2
59;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2004/'05;1270.0;1270.0;1270.0;0.0;;;;;;;;;550.0;550.0;550.0;0.0;;;;;;;;;720.0;720.0;720.0;0.0;;;;;;;;;2.0;1.7;2.2
60;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 80, Onderwijs;Cohort 1999/'00;5860.0;5860.0;5850.0;10.0;;;;;;;;;4570.0;4570.0;4570.0;10.0;;;;;;;;;1290.0;1290.0;1280.0;0.0;;;;;;;;;1.3;1.3;1.3
61;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 80, Onderwijs;Cohort 2000/'01;6210.0;6210.0;6200.0;10.0;;;;;;;;;4870.0;4870.0;4870.0;10.0;;;;;;;;;1340.0;1340.0;1330.0;10.0;;;;;;;;;1.4;1.4;1.5
62;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 80, Onderwijs;Cohort 2001/'02;7100.0;7100.0;7090.0;10.0;;;;;;;;;5660.0;5660.0;5660.0;0.0;;;;;;;;;1440.0;1440.0;1430.0;0.0;;;;;;;;;1.5;1.5;1.6
63;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 80, Onderwijs;Cohort 2002/'03;7290.0;7290.0;7280.0;10.0;;;;;;;;;5660.0;5660.0;5660.0;0.0;;;;;;;;;1630.0;1630.0;1630.0;10.0;;;;;;;;;1.3;1.4;1.3
64;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 80, Onderwijs;Cohort 2003/'04;6760.0;6760.0;6750.0;10.0;;;;;;;;;5030.0;5030.0;5020.0;10.0;;;;;;;;;1730.0;1730.0;1730.0;0.0;;;;;;;;;1.6;1.6;1.5
65;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 80, Onderwijs;Cohort 2004/'05;6100.0;6100.0;6100.0;10.0;;;;;;;;;4380.0;4380.0;4380.0;0.0;;;;;;;;;1720.0;1720.0;1720.0;0.0;;;;;;;;;1.6;1.5;1.7
66;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 1999/'00;6660.0;6660.0;6570.0;90.0;;;;;;;;;4780.0;4780.0;4750.0;40.0;;;;;;;;;1870.0;1870.0;1820.0;50.0;;;;;;;;;1.5;1.3;2.0
67;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2000/'01;7070.0;7070.0;7000.0;70.0;;;;;;;;;5050.0;5050.0;5020.0;30.0;;;;;;;;;2020.0;2020.0;1980.0;40.0;;;;;;;;;1.5;1.3;2.1
68;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2001/'02;7260.0;7260.0;7210.0;60.0;;;;;;;;;4930.0;4930.0;4910.0;30.0;;;;;;;;;2330.0;2330.0;2300.0;30.0;;;;;;;;;1.6;1.4;2.1
69;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2002/'03;7420.0;7420.0;7350.0;70.0;;;;;;;;;4920.0;4920.0;4880.0;40.0;;;;;;;;;2500.0;2500.0;2460.0;40.0;;;;;;;;;1.6;1.4;2.1
70;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2003/'04;7200.0;7200.0;7140.0;70.0;;;;;;;;;4510.0;4510.0;4480.0;30.0;;;;;;;;;2690.0;2690.0;2660.0;40.0;;;;;;;;;1.6;1.3;2.1
71;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2004/'05;7070.0;7070.0;7000.0;70.0;;;;;;;;;4200.0;4200.0;4180.0;20.0;;;;;;;;;2880.0;2880.0;2820.0;60.0;;;;;;;;;1.7;1.4;2.1
72;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 1999/'00;1600.0;1600.0;1440.0;160.0;;;;;;;;;1100.0;1100.0;970.0;130.0;;;;;;;;;500.0;500.0;470.0;30.0;;;;;;;;;1.3;1.2;1.5
73;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2000/'01;1630.0;1630.0;1500.0;130.0;;;;;;;;;1120.0;1120.0;1010.0;110.0;;;;;;;;;510.0;510.0;490.0;20.0;;;;;;;;;1.4;1.3;1.6
74;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2001/'02;1670.0;1670.0;1520.0;150.0;;;;;;;;;1130.0;1130.0;1000.0;130.0;;;;;;;;;550.0;550.0;520.0;20.0;;;;;;;;;1.5;1.3;1.7
75;Alle afstudeerrichtingen;Mannen en vrouwen;0;0;Direct na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2002/'03;1880.0;1880.0;1730.0;150.0;;;;;;;;;1220.0;1220.0;1080.0;130.0;;;;;;;;;660.0;660.0;650.0;20.0;;;;;;;;;1.4;1.2;1.6
