ID;Geslacht;Leeftijd;DiagnoseIndelingISHMT;Perioden;TotaalOverledenen_1;OverledenenPer10000Inwoners_2;VerpleegdagenVanKlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemiddeldeVerpleegduurOverledenen_5
168;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1989;356.0;0.2;5981.0;4.0;16.8
169;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1990;329.0;0.2;4625.0;3.1;14.1
170;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1991;386.0;0.3;5832.0;3.9;15.1
171;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1992;407.0;0.3;5566.0;3.7;13.7
172;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1993;491.0;0.3;6096.0;4.0;12.4
173;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1994;476.0;0.3;6554.0;4.3;13.8
174;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1995;532.0;0.3;6882.0;4.5;12.9
175;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1996;618.0;0.4;8034.0;5.2;13.0
176;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1997;602.0;0.4;7985.0;5.1;13.3
177;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1998;627.0;0.4;8071.0;5.1;12.9
178;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1999;674.0;0.4;9231.0;5.8;13.7
179;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2000;671.0;0.4;7873.0;4.9;11.7
180;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2001;714.0;0.4;7711.0;4.8;10.8
181;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2002;761.0;0.5;9058.0;5.6;11.9
182;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2003;802.0;0.5;8865.0;5.5;11.1
183;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2004;801.0;0.5;9175.0;5.6;11.5
184;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2005;814.0;0.5;9328.0;5.7;11.5
185;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2006;902.0;0.6;9436.0;5.8;10.5
186;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2007;877.0;0.5;9304.0;5.7;10.6
187;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2008;1089.0;0.7;10996.0;6.7;10.1
188;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2009;1141.0;0.7;11418.0;6.9;10.0
189;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2010;1303.0;0.8;11620.0;7.0;8.9
190;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2011;1387.0;0.8;11987.0;7.2;8.6
191;Totaal mannen en vrouwen;Totaal alle leeftijden;104;2012;1561.0;0.9;13628.0;8.1;8.7
192;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1981;;;;;
193;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1982;;;;;
194;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1983;;;;;
195;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1984;;;;;
196;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1985;;;;;
197;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1986;43.0;0.0;1239.0;0.9;28.8
198;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1987;58.0;0.0;1703.0;1.2;29.4
199;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1988;77.0;0.1;1847.0;1.3;24.0
200;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1989;95.0;0.1;2570.0;1.7;27.1
201;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1990;116.0;0.1;3171.0;2.1;27.3
202;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1991;136.0;0.1;3548.0;2.4;26.1
203;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1992;149.0;0.1;4214.0;2.8;28.3
204;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1993;157.0;0.1;3376.0;2.2;21.5
205;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1994;138.0;0.1;2977.0;1.9;21.6
206;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1995;128.0;0.1;2881.0;1.9;22.5
207;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1996;107.0;0.1;2757.0;1.8;25.8
208;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1997;49.0;0.0;1365.0;0.9;27.9
209;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1998;42.0;0.0;1064.0;0.7;25.3
210;Totaal mannen en vrouwen;Totaal alle leeftijden;105;1999;37.0;0.0;882.0;0.6;23.8
211;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2000;49.0;0.0;1152.0;0.7;23.5
212;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2001;36.0;0.0;709.0;0.4;19.7
213;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2002;27.0;0.0;1076.0;0.7;39.9
214;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2003;36.0;0.0;828.0;0.5;23.0
215;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2004;25.0;0.0;394.0;0.2;15.8
216;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2005;22.0;0.0;658.0;0.4;29.9
217;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2006;17.0;0.0;477.0;0.3;28.1
218;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2007;29.0;0.0;524.0;0.3;18.1
219;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2008;17.0;0.0;376.0;0.2;22.1
220;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2009;19.0;0.0;631.0;0.4;33.2
221;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2010;8.0;0.0;186.0;0.1;23.2
222;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2011;9.0;0.0;200.0;0.1;22.2
223;Totaal mannen en vrouwen;Totaal alle leeftijden;105;2012;11.0;0.0;223.0;0.1;20.3
224;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1981;140.0;0.1;3888.0;2.7;27.8
225;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1982;111.0;0.1;2641.0;1.8;23.7
226;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1983;125.0;0.1;3332.0;2.3;26.6
227;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1984;118.0;0.1;2635.0;1.8;22.3
228;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1985;136.0;0.1;3195.0;2.2;23.5
229;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1986;127.0;0.1;2530.0;1.7;19.9
230;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1987;159.0;0.1;3093.0;2.1;19.5
231;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1988;155.0;0.1;2434.0;1.6;15.7
232;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1989;189.0;0.1;3988.0;2.7;21.1
233;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1990;167.0;0.1;3192.0;2.1;19.1
234;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1991;207.0;0.1;4006.0;2.7;19.3
235;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1992;186.0;0.1;3967.0;2.6;21.3
236;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1993;196.0;0.1;3911.0;2.6;20.0
237;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1994;222.0;0.1;4414.0;2.9;19.9
238;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1995;247.0;0.2;4300.0;2.8;17.4
239;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1996;215.0;0.1;3648.0;2.3;17.0
240;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1997;242.0;0.2;5199.0;3.3;21.5
241;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1998;264.0;0.2;5334.0;3.4;20.2
242;Totaal mannen en vrouwen;Totaal alle leeftijden;106;1999;227.0;0.1;4522.0;2.9;19.9
243;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2000;241.0;0.2;4459.0;2.8;18.5
244;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2001;250.0;0.2;4113.0;2.6;16.5
245;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2002;281.0;0.2;4931.0;3.1;17.5
246;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2003;225.0;0.1;4567.0;2.8;20.3
247;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2004;250.0;0.2;4892.0;3.0;19.6
248;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2005;205.0;0.1;3244.0;2.0;15.8
249;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2006;209.0;0.1;3742.0;2.3;17.9
250;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2007;229.0;0.1;3493.0;2.1;15.3
251;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2008;235.0;0.1;4081.0;2.5;17.4
252;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2009;240.0;0.1;4266.0;2.6;17.8
253;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2010;236.0;0.1;3802.0;2.3;16.1
254;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2011;250.0;0.1;3708.0;2.2;14.8
255;Totaal mannen en vrouwen;Totaal alle leeftijden;106;2012;275.0;0.2;4135.0;2.5;15.0
256;Totaal mannen en vrouwen;Totaal alle leeftijden;200;1981;13068.0;9.2;353130.0;247.9;27.0
257;Totaal mannen en vrouwen;Totaal alle leeftijden;200;1982;13090.0;9.1;345321.0;241.3;26.4
258;Totaal mannen en vrouwen;Totaal alle leeftijden;200;1983;12986.0;9.0;327291.0;227.8;25.2
259;Totaal mannen en vrouwen;Totaal alle leeftijden;200;1984;12868.0;8.9;318961.0;221.1;24.8
260;Totaal mannen en vrouwen;Totaal alle leeftijden;200;1985;12669.0;8.7;303682.0;209.5;24.0
261;Totaal mannen en vrouwen;Totaal alle leeftijden;200;1986;13013.0;8.9;315537.0;216.5;24.2
262;Totaal mannen en vrouwen;Totaal alle leeftijden;200;1987;12952.0;8.8;308507.0;210.3;23.8
