ID;VormenVanJeugdzorg;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;TotaalJongerenMetJeugdzorg_5;k_0Tot4Jaar_6;k_4Tot12Jaar_7;k_12Tot18Jaar_8;k_18Tot23Jaar_9;ThuiswonendKindInEenouderGezin_10;ThuiswonendKindInTweeouderGezin_11;AndereHuishoudens_12;TotaalJeugdzorgtrajecten_13;StabilisatieVanEenCrisissituatie_14;Diagnostiek_15;Begeleiden_16;Behandelen_17;GemeentelijkeToegang_18;Huisarts_19;Jeugdarts_20;GecertificeerdeInstelling_21;MedischSpecialist_22;GeenVerwijzer_23;VerwijzerOnbekend_24
44;Totaal jeugdzorg;Wijk 01 Oost;1e kwartaal 2015;Ten Boer                                ;Wijk     ;WK000901  ;1.0;35.0;;15.0;15.0;;;25.0;;40.0;;;;25.0;;15.0;;10.0;;;10.0
45;Totaal jeugdzorg;Wijk 01 Oost;1e halfjaar 2015;Ten Boer                                ;Wijk     ;WK000901  ;1.0;40.0;;20.0;15.0;;;30.0;;45.0;;;10.0;30.0;;20.0;;10.0;;;10.0
46;Totaal jeugdzorg;Wijk 01 Oost;2e halfjaar 2015;Ten Boer                                ;Wijk     ;WK000901  ;1.0;30.0;;20.0;10.0;;;25.0;;35.0;;;;25.0;;15.0;;;;;
47;Totaal jeugdzorg;Wijk 01 Oost;2015;Ten Boer                                ;Wijk     ;WK000901  ;1.0;45.0;;25.0;15.0;;;35.0;;50.0;;;10.0;30.0;;20.0;;10.0;;;10.0
48;Totaal jeugdzorg;Delfzijl;1e kwartaal 2015;Delfzijl                                ;Gemeente ;GM0010    ;;580.0;25.0;280.0;255.0;25.0;145.0;395.0;40.0;760.0;10.0;25.0;135.0;495.0;65.0;260.0;;85.0;20.0;10.0;220.0
49;Totaal jeugdzorg;Delfzijl;1e halfjaar 2015;Delfzijl                                ;Gemeente ;GM0010    ;;630.0;35.0;310.0;260.0;25.0;160.0;425.0;45.0;850.0;10.0;35.0;150.0;550.0;85.0;300.0;;100.0;20.0;10.0;225.0
50;Totaal jeugdzorg;Delfzijl;2e halfjaar 2015;Delfzijl                                ;Gemeente ;GM0010    ;;655.0;30.0;340.0;270.0;20.0;165.0;430.0;60.0;890.0;10.0;35.0;145.0;580.0;90.0;325.0;;105.0;20.0;15.0;220.0
51;Totaal jeugdzorg;Delfzijl;2015;Delfzijl                                ;Gemeente ;GM0010    ;;730.0;35.0;370.0;295.0;25.0;185.0;485.0;65.0;1025.0;25.0;40.0;175.0;650.0;115.0;370.0;;125.0;25.0;15.0;235.0
52;Totaal jeugdzorg;Wijk 00 Stad;1e kwartaal 2015;Delfzijl                                ;Wijk     ;WK001000  ;1.0;355.0;15.0;160.0;155.0;20.0;100.0;235.0;20.0;465.0;10.0;15.0;85.0;280.0;45.0;150.0;;55.0;15.0;;110.0
53;Totaal jeugdzorg;Wijk 00 Stad;1e halfjaar 2015;Delfzijl                                ;Wijk     ;WK001000  ;1.0;370.0;20.0;170.0;155.0;20.0;110.0;240.0;20.0;520.0;10.0;15.0;100.0;300.0;65.0;165.0;;65.0;15.0;;115.0
54;Totaal jeugdzorg;Wijk 00 Stad;2e halfjaar 2015;Delfzijl                                ;Wijk     ;WK001000  ;1.0;360.0;20.0;175.0;150.0;15.0;110.0;230.0;20.0;515.0;10.0;20.0;95.0;280.0;60.0;155.0;;60.0;15.0;;115.0
55;Totaal jeugdzorg;Wijk 00 Stad;2015;Delfzijl                                ;Wijk     ;WK001000  ;1.0;405.0;25.0;190.0;170.0;20.0;120.0;265.0;20.0;605.0;20.0;25.0;120.0;325.0;85.0;180.0;;80.0;15.0;;120.0
56;Totaal jeugdzorg;Wijk 01 Land;1e kwartaal 2015;Delfzijl                                ;Wijk     ;WK001001  ;1.0;15.0;;;;;;10.0;;20.0;;;;15.0;;10.0;;;;;
57;Totaal jeugdzorg;Wijk 01 Land;1e halfjaar 2015;Delfzijl                                ;Wijk     ;WK001001  ;1.0;15.0;;10.0;;;;15.0;;20.0;;;;15.0;;10.0;;;;;
58;Totaal jeugdzorg;Wijk 01 Land;2e halfjaar 2015;Delfzijl                                ;Wijk     ;WK001001  ;1.0;10.0;;;;;;10.0;;15.0;;;;10.0;;;;;;;
59;Totaal jeugdzorg;Wijk 01 Land;2015;Delfzijl                                ;Wijk     ;WK001001  ;1.0;15.0;;10.0;10.0;;;15.0;;20.0;;;;15.0;;15.0;;;;;
60;Totaal jeugdzorg;Wijk 02;1e kwartaal 2015;Delfzijl                                ;Wijk     ;WK001002  ;1.0;75.0;;40.0;35.0;;10.0;55.0;;100.0;;;20.0;75.0;;45.0;;10.0;;;35.0
61;Totaal jeugdzorg;Wijk 02;1e halfjaar 2015;Delfzijl                                ;Wijk     ;WK001002  ;1.0;80.0;;45.0;35.0;;10.0;65.0;;110.0;;;20.0;80.0;;45.0;;10.0;;;35.0
62;Totaal jeugdzorg;Wijk 02;2e halfjaar 2015;Delfzijl                                ;Wijk     ;WK001002  ;1.0;80.0;;45.0;35.0;;10.0;65.0;;110.0;;;20.0;80.0;10.0;45.0;;15.0;;;30.0
63;Totaal jeugdzorg;Wijk 02;2015;Delfzijl                                ;Wijk     ;WK001002  ;1.0;90.0;;55.0;35.0;;15.0;70.0;;125.0;;;20.0;90.0;10.0;50.0;;15.0;;;35.0
64;Totaal jeugdzorg;Wijk 03;1e kwartaal 2015;Delfzijl                                ;Wijk     ;WK001003  ;1.0;70.0;;45.0;20.0;;15.0;55.0;;85.0;;;20.0;50.0;;30.0;;15.0;;;20.0
65;Totaal jeugdzorg;Wijk 03;1e halfjaar 2015;Delfzijl                                ;Wijk     ;WK001003  ;1.0;75.0;;50.0;20.0;;15.0;55.0;;95.0;;10.0;20.0;55.0;;35.0;;20.0;;;20.0
66;Totaal jeugdzorg;Wijk 03;2e halfjaar 2015;Delfzijl                                ;Wijk     ;WK001003  ;1.0;65.0;;50.0;15.0;;10.0;50.0;;85.0;;10.0;20.0;55.0;;35.0;;20.0;;;20.0
67;Totaal jeugdzorg;Wijk 03;2015;Delfzijl                                ;Wijk     ;WK001003  ;1.0;75.0;;55.0;20.0;;10.0;60.0;;100.0;;10.0;20.0;60.0;;40.0;;20.0;;;20.0
68;Totaal jeugdzorg;Groningen;1e kwartaal 2015;Groningen                               ;Gemeente ;GM0014    ;;3205.0;140.0;1350.0;1560.0;155.0;1130.0;1865.0;210.0;4220.0;35.0;290.0;740.0;2560.0;435.0;1545.0;10.0;530.0;80.0;120.0;900.0
69;Totaal jeugdzorg;Groningen;1e halfjaar 2015;Groningen                               ;Gemeente ;GM0014    ;;3580.0;180.0;1540.0;1700.0;155.0;1275.0;2060.0;240.0;4860.0;70.0;365.0;855.0;2915.0;590.0;1810.0;15.0;640.0;100.0;130.0;915.0
70;Totaal jeugdzorg;Groningen;2e halfjaar 2015;Groningen                               ;Gemeente ;GM0014    ;;3625.0;210.0;1610.0;1680.0;130.0;1310.0;2020.0;300.0;4985.0;95.0;350.0;835.0;3045.0;625.0;1865.0;10.0;700.0;115.0;140.0;870.0
71;Totaal jeugdzorg;Groningen;2015;Groningen                               ;Gemeente ;GM0014    ;;4035.0;245.0;1765.0;1860.0;165.0;1450.0;2255.0;325.0;5795.0;150.0;410.0;1035.0;3395.0;810.0;2105.0;15.0;825.0;135.0;150.0;955.0
72;Totaal jeugdzorg;Centrum;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001400  ;3.0;65.0;;20.0;35.0;10.0;20.0;40.0;;90.0;;;20.0;50.0;15.0;30.0;;20.0;;;10.0
73;Totaal jeugdzorg;Centrum;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001400  ;3.0;80.0;;25.0;40.0;10.0;30.0;45.0;10.0;115.0;;;25.0;65.0;20.0;40.0;;20.0;;;10.0
74;Totaal jeugdzorg;Centrum;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001400  ;3.0;80.0;;25.0;35.0;10.0;30.0;45.0;10.0;115.0;;;25.0;65.0;25.0;50.0;;20.0;;;
75;Totaal jeugdzorg;Centrum;2015;Groningen                               ;Wijk     ;WK001400  ;3.0;90.0;10.0;30.0;40.0;15.0;30.0;50.0;10.0;140.0;;;30.0;75.0;30.0;50.0;;25.0;;;10.0
76;Totaal jeugdzorg;Oud-Zuid;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001401  ;3.0;80.0;;35.0;35.0;;30.0;45.0;10.0;105.0;;;20.0;60.0;15.0;30.0;;15.0;;;20.0
77;Totaal jeugdzorg;Oud-Zuid;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001401  ;3.0;95.0;;40.0;40.0;10.0;35.0;50.0;10.0;130.0;;;25.0;75.0;20.0;40.0;;15.0;;;20.0
78;Totaal jeugdzorg;Oud-Zuid;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001401  ;3.0;100.0;;45.0;40.0;;35.0;50.0;10.0;135.0;;;25.0;85.0;20.0;50.0;;20.0;;;15.0
79;Totaal jeugdzorg;Oud-Zuid;2015;Groningen                               ;Wijk     ;WK001401  ;3.0;110.0;10.0;50.0;45.0;10.0;40.0;55.0;15.0;155.0;;;30.0;90.0;25.0;55.0;;20.0;;;20.0
80;Totaal jeugdzorg;Oud-West;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001402  ;3.0;100.0;;35.0;60.0;;40.0;55.0;;135.0;;10.0;20.0;80.0;15.0;50.0;;15.0;;;25.0
81;Totaal jeugdzorg;Oud-West;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001402  ;3.0;110.0;;40.0;60.0;;45.0;60.0;;160.0;;15.0;25.0;95.0;25.0;55.0;;20.0;;;25.0
82;Totaal jeugdzorg;Oud-West;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001402  ;3.0;110.0;;40.0;60.0;;45.0;60.0;;165.0;10.0;15.0;25.0;100.0;35.0;60.0;;20.0;;;25.0
83;Totaal jeugdzorg;Oud-West;2015;Groningen                               ;Wijk     ;WK001402  ;3.0;125.0;;50.0;65.0;;50.0;65.0;;195.0;10.0;15.0;25.0;115.0;40.0;65.0;;20.0;;;25.0
84;Totaal jeugdzorg;Oud-Noord;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001403  ;3.0;250.0;20.0;100.0;105.0;25.0;115.0;115.0;20.0;330.0;;20.0;75.0;170.0;50.0;105.0;;40.0;15.0;15.0;45.0
85;Totaal jeugdzorg;Oud-Noord;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001403  ;3.0;270.0;30.0;105.0;110.0;25.0;125.0;115.0;30.0;370.0;10.0;20.0;90.0;185.0;65.0;115.0;;45.0;20.0;15.0;45.0
86;Totaal jeugdzorg;Oud-Noord;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001403  ;3.0;260.0;25.0;100.0;115.0;25.0;115.0;120.0;30.0;360.0;10.0;25.0;80.0;175.0;60.0;120.0;;40.0;15.0;15.0;40.0
87;Totaal jeugdzorg;Oud-Noord;2015;Groningen                               ;Wijk     ;WK001403  ;3.0;290.0;30.0;110.0;120.0;30.0;135.0;125.0;35.0;425.0;15.0;25.0;100.0;205.0;80.0;130.0;;50.0;20.0;15.0;45.0
88;Totaal jeugdzorg;Oosterparkwijk;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001404  ;3.0;115.0;10.0;45.0;50.0;10.0;55.0;50.0;10.0;150.0;;15.0;25.0;70.0;20.0;50.0;;15.0;;;20.0
89;Totaal jeugdzorg;Oosterparkwijk;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001404  ;3.0;125.0;10.0;50.0;55.0;10.0;60.0;55.0;10.0;175.0;;20.0;35.0;75.0;25.0;55.0;;25.0;;;20.0
90;Totaal jeugdzorg;Oosterparkwijk;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001404  ;3.0;120.0;15.0;55.0;45.0;;65.0;40.0;15.0;175.0;;15.0;40.0;70.0;30.0;45.0;;30.0;;;20.0
91;Totaal jeugdzorg;Oosterparkwijk;2015;Groningen                               ;Wijk     ;WK001404  ;3.0;135.0;15.0;55.0;50.0;10.0;70.0;50.0;10.0;210.0;;20.0;45.0;85.0;35.0;55.0;;35.0;;;20.0
92;Totaal jeugdzorg;Zuidoost;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001405  ;3.0;25.0;;10.0;10.0;;;20.0;;35.0;;;10.0;15.0;;10.0;;;;;10.0
93;Totaal jeugdzorg;Zuidoost;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001405  ;3.0;30.0;;10.0;10.0;;;25.0;;40.0;;;10.0;20.0;;10.0;;;;;10.0
94;Totaal jeugdzorg;Zuidoost;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001405  ;3.0;30.0;;15.0;10.0;;;20.0;;40.0;;;15.0;20.0;10.0;15.0;;;;;10.0
95;Totaal jeugdzorg;Zuidoost;2015;Groningen                               ;Wijk     ;WK001405  ;3.0;30.0;;15.0;15.0;;;20.0;;45.0;;;15.0;20.0;10.0;15.0;;10.0;;;10.0
96;Totaal jeugdzorg;Helpman e.o.;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001406  ;3.0;250.0;;105.0;130.0;15.0;90.0;145.0;15.0;340.0;;15.0;70.0;210.0;50.0;120.0;;45.0;;10.0;55.0
97;Totaal jeugdzorg;Helpman e.o.;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001406  ;3.0;295.0;10.0;125.0;145.0;15.0;100.0;170.0;25.0;410.0;;20.0;85.0;245.0;75.0;155.0;;50.0;;15.0;55.0
98;Totaal jeugdzorg;Helpman e.o.;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001406  ;3.0;280.0;10.0;120.0;130.0;15.0;95.0;160.0;25.0;390.0;;20.0;80.0;240.0;70.0;145.0;;55.0;10.0;10.0;55.0
99;Totaal jeugdzorg;Helpman e.o.;2015;Groningen                               ;Wijk     ;WK001406  ;3.0;315.0;10.0;140.0;150.0;15.0;110.0;180.0;25.0;470.0;10.0;25.0;100.0;280.0;90.0;170.0;;65.0;10.0;15.0;60.0
100;Totaal jeugdzorg;Zuidwest;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001407  ;3.0;165.0;;80.0;75.0;;55.0;105.0;;210.0;;20.0;25.0;135.0;10.0;80.0;;30.0;;;55.0
101;Totaal jeugdzorg;Zuidwest;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001407  ;3.0;180.0;;90.0;80.0;;55.0;115.0;;230.0;;25.0;25.0;150.0;15.0;90.0;;30.0;;;55.0
102;Totaal jeugdzorg;Zuidwest;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001407  ;3.0;170.0;10.0;90.0;70.0;;55.0;105.0;15.0;220.0;;20.0;25.0;145.0;20.0;85.0;;30.0;;;50.0
103;Totaal jeugdzorg;Zuidwest;2015;Groningen                               ;Wijk     ;WK001407  ;3.0;195.0;10.0;95.0;85.0;;60.0;120.0;15.0;260.0;;30.0;30.0;165.0;20.0;105.0;;35.0;;;55.0
104;Totaal jeugdzorg;Hoogkerk e.o.;1e kwartaal 2015;Groningen                               ;Wijk     ;WK001408  ;3.0;315.0;10.0;170.0;135.0;;70.0;235.0;10.0;380.0;;30.0;50.0;265.0;40.0;155.0;;40.0;;10.0;100.0
105;Totaal jeugdzorg;Hoogkerk e.o.;1e halfjaar 2015;Groningen                               ;Wijk     ;WK001408  ;3.0;345.0;10.0;190.0;145.0;;85.0;250.0;10.0;415.0;;35.0;55.0;290.0;55.0;170.0;;45.0;10.0;10.0;100.0
106;Totaal jeugdzorg;Hoogkerk e.o.;2e halfjaar 2015;Groningen                               ;Wijk     ;WK001408  ;3.0;355.0;15.0;200.0;135.0;;90.0;250.0;15.0;425.0;;30.0;55.0;300.0;55.0;170.0;;45.0;10.0;10.0;100.0
107;Totaal jeugdzorg;Hoogkerk e.o.;2015;Groningen                               ;Wijk     ;WK001408  ;3.0;390.0;20.0;215.0;155.0;;100.0;275.0;15.0;490.0;15.0;40.0;65.0;330.0;75.0;195.0;;55.0;10.0;10.0;105.0
