ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
412;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2019;28.3;28.3;16.5;;24.9;2.6;11.1;6.8;12.2;4.8;2.7;0.1;4.1;0.0;0.8;10.7;11.5;23.4;0.5;;;;;;;;;10.3;33.7;3.4
413;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2020;23.5;24.9;17.8;;18.9;1.2;6.8;5.0;8.3;3.4;1.9;0.0;5.3;0.1;0.9;10.4;10.0;18.5;1.8;;;;;;;;;10.3;35.0;3.4
414;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2021;17.7;22.2;16.2;;18.3;1.1;6.4;4.3;5.6;5.9;2.3;0.0;3.4;0.2;0.3;8.8;9.1;15.6;1.4;;;;;;;;;9.2;30.3;3.8
415;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2022;25.9;24.5;15.5;;24.1;2.3;10.2;5.9;9.3;6.6;6.0;0.2;5.8;0.1;1.4;;;;;17.4;22.7;0.0;20.9;0.0;0.8;0.1;0.6;9.0;29.9;3.3
416;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2023;26.8;20.4;18.7;;16.3;1.2;5.9;3.1;7.7;3.3;2.9;0.0;4.0;0.2;1.1;;;;;17.1;22.5;0.0;19.4;0.0;0.9;0.2;1.3;9.4;30.0;3.8
417;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2024;24.1;22.9;14.3;;23.3;2.3;9.1;4.6;12.6;5.9;3.7;0.0;4.5;0.0;1.5;;;;;12.8;19.6;0.1;17.3;0.0;1.2;0.0;1.3;10.6;29.4;3.4
418;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2014;38.7;34.9;28.9;13.3;;;;;;;;;;;;24.5;19.6;28.2;4.4;;;;;;;;;19.4;45.1;3.6
419;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2015;38.2;34.8;29.1;14.2;;;;;;;;;;;;27.1;21.1;30.6;4.8;;;;;;;;;23.6;51.2;3.7
420;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2016;40.8;39.8;30.0;10.6;;;;;;;;;;;;18.9;17.7;29.6;3.4;;;;;;;;;22.9;49.5;3.8
421;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2017;43.4;38.5;28.5;12.3;;;;;;;;;;;;21.0;18.2;29.3;4.4;;;;;;;;;22.2;54.6;4.0
422;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2018;38.7;36.2;25.1;;32.4;4.6;17.9;13.0;19.8;11.6;7.3;1.2;11.6;1.6;5.1;21.1;22.2;32.6;4.8;;;;;;;;;19.6;50.6;3.5
423;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2019;38.3;38.1;25.1;;34.4;6.9;18.5;13.1;20.2;10.1;7.1;3.4;9.3;;3.8;18.3;19.0;32.9;2.7;;;;;;;;;17.6;43.9;4.0
424;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2020;33.4;34.9;27.2;;28.1;4.9;13.4;10.6;15.6;8.3;6.0;;11.1;2.8;4.3;18.2;17.4;27.7;6.2;;;;;;;;;18.0;45.7;4.0
425;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2021;27.8;33.0;26.1;;28.8;5.1;13.7;10.8;13.0;12.7;7.5;;9.6;2.4;4.8;16.8;17.5;25.5;5.8;;;;;;;;;17.5;41.6;4.5
426;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2022;35.9;34.5;24.0;;34.2;6.6;17.9;11.9;16.8;13.2;12.6;2.9;12.4;1.9;5.6;;;;;27.0;32.4;1.9;30.3;;4.3;2.8;4.5;16.2;40.4;3.9
427;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2023;36.4;29.2;27.6;;24.6;4.3;11.7;7.5;14.1;8.3;7.8;;9.3;2.2;5.1;;;;;26.3;31.5;2.0;28.0;;3.5;2.5;4.7;16.6;39.9;4.4
428;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2024;33.4;32.1;22.4;;32.6;6.1;16.0;9.8;20.3;11.6;8.9;;9.3;;4.8;;;;;20.8;28.2;3.7;25.6;1.6;5.1;1.6;4.4;17.8;39.2;4.0
429;24-25 Basismetaal, metaalprod.-industrie;Waarde;2014;29.9;28.9;25.3;7.6;;;;;;;;;;;;14.0;12.4;27.8;1.8;;;;;;;;;12.2;40.1;3.4
430;24-25 Basismetaal, metaalprod.-industrie;Waarde;2015;27.4;29.4;25.8;9.6;;;;;;;;;;;;13.8;12.5;25.9;1.7;;;;;;;;;14.9;39.4;3.6
431;24-25 Basismetaal, metaalprod.-industrie;Waarde;2016;29.3;27.5;24.2;9.0;;;;;;;;;;;;11.1;13.3;27.3;2.2;;;;;;;;;13.7;38.8;3.6
432;24-25 Basismetaal, metaalprod.-industrie;Waarde;2017;29.9;27.5;23.5;9.9;;;;;;;;;;;;12.9;13.1;29.5;1.7;;;;;;;;;15.8;36.5;3.6
433;24-25 Basismetaal, metaalprod.-industrie;Waarde;2018;33.9;31.7;23.1;;30.9;5.5;12.8;10.1;15.6;8.1;7.5;0.2;9.4;2.5;4.7;15.4;19.0;30.9;1.6;;;;;;;;;17.7;41.2;3.5
434;24-25 Basismetaal, metaalprod.-industrie;Waarde;2019;31.0;30.4;23.9;;29.1;4.7;11.4;8.6;14.3;7.8;4.3;0.1;9.3;1.9;3.0;13.1;15.9;26.3;1.6;;;;;;;;;15.0;37.3;3.7
435;24-25 Basismetaal, metaalprod.-industrie;Waarde;2020;30.5;30.3;23.2;;27.4;4.5;10.3;6.1;13.0;6.3;4.7;0.2;9.7;1.3;4.1;14.4;12.6;22.4;3.4;;;;;;;;;14.2;36.5;3.9
436;24-25 Basismetaal, metaalprod.-industrie;Waarde;2021;29.5;25.5;22.0;;23.7;5.5;11.6;8.0;13.1;6.7;4.9;0.0;9.2;2.3;2.6;10.6;11.8;24.2;2.6;;;;;;;;;16.5;35.1;4.1
437;24-25 Basismetaal, metaalprod.-industrie;Waarde;2022;28.6;24.6;18.7;;26.6;3.1;9.1;6.5;12.9;6.0;5.3;0.0;8.6;1.3;3.5;;;;;17.7;30.6;0.2;26.6;0.3;3.5;0.5;1.9;12.6;36.1;3.8
438;24-25 Basismetaal, metaalprod.-industrie;Waarde;2023;26.0;25.0;20.8;;25.0;3.4;10.1;6.2;13.4;6.7;4.4;0.4;6.8;1.3;3.6;;;;;15.4;22.3;0.0;18.4;0.1;2.1;0.2;2.2;8.5;33.3;3.8
439;24-25 Basismetaal, metaalprod.-industrie;Waarde;2024;30.5;25.2;22.6;;25.8;5.0;11.8;6.4;14.4;5.7;4.7;0.1;7.9;1.6;3.4;;;;;19.1;20.2;0.0;16.2;0.5;2.9;0.4;3.4;13.5;31.8;3.9
440;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2014;25.7;24.9;21.3;5.4;;;;;;;;;;;;11.1;9.6;23.7;0.8;;;;;;;;;9.5;35.6;3.1
441;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2015;23.7;25.7;22.3;7.3;;;;;;;;;;;;11.1;9.9;22.3;0.9;;;;;;;;;12.1;35.3;3.3
442;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2016;25.7;24.0;20.9;7.0;;;;;;;;;;;;8.8;10.8;23.8;1.2;;;;;;;;;11.1;35.0;3.4
443;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2017;26.1;23.9;20.1;7.6;;;;;;;;;;;;10.3;10.5;25.8;0.9;;;;;;;;;12.9;32.6;3.4
444;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2018;30.6;28.4;20.2;;27.7;4.0;10.6;8.1;13.2;6.4;5.7;0.0;7.5;1.5;3.4;13.0;16.3;27.7;0.9;;;;;;;;;15.1;37.8;3.3
445;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2019;27.6;26.9;20.8;;25.7;3.3;9.2;6.5;11.8;5.9;2.9;0.0;7.2;1.1;1.9;10.7;13.2;23.0;0.8;;;;;;;;;12.4;33.7;3.5
446;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2020;27.0;26.9;20.0;;24.1;3.1;8.1;4.5;10.6;4.7;3.2;0.0;7.5;0.6;2.8;11.9;10.2;19.3;2.3;;;;;;;;;11.7;32.9;3.7
447;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2021;25.8;22.0;18.7;;20.3;3.8;9.1;5.9;10.5;4.8;3.4;0.0;6.9;1.2;1.5;8.3;9.3;20.7;1.5;;;;;;;;;13.5;31.1;3.8
448;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2022;25.2;21.3;15.8;;23.2;2.1;7.1;4.8;10.3;4.3;3.7;0.0;6.5;0.7;2.3;;;;;14.8;27.2;0.0;23.4;0.1;2.3;0.2;1.1;10.2;32.4;3.6
449;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2023;22.8;21.7;17.8;;21.7;2.2;7.9;4.6;10.9;5.0;3.0;0.1;5.1;0.6;2.3;;;;;12.6;19.3;0.0;15.6;0.0;1.2;0.0;1.3;6.6;29.7;3.6
450;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2024;27.0;21.9;19.5;;22.5;3.5;9.5;4.7;11.8;4.1;3.3;0.0;6.0;0.8;2.2;;;;;16.0;17.3;0.0;13.5;0.2;1.9;0.1;2.2;11.0;28.3;3.6
451;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2014;34.4;33.3;29.7;10.4;;;;;;;;;;;;17.5;15.8;32.2;3.8;;;;;;;;;15.5;44.7;3.7
452;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2015;31.4;33.4;29.7;12.4;;;;;;;;;;;;17.0;15.7;29.8;3.2;;;;;;;;;18.2;43.6;3.8
453;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2016;33.2;31.2;27.9;11.7;;;;;;;;;;;;13.9;16.3;31.1;4.0;;;;;;;;;16.8;42.7;3.8
454;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2017;33.9;31.4;27.4;12.9;;;;;;;;;;;;16.0;16.3;33.6;3.5;;;;;;;;;19.2;40.6;3.9
455;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2018;37.5;35.1;26.2;;34.4;7.4;15.4;12.4;18.4;10.4;9.8;0.7;11.8;4.1;6.5;18.3;22.1;34.4;2.9;;;;;;;;;20.6;44.8;3.7
456;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2019;34.7;34.0;27.3;;32.8;6.8;14.1;11.1;17.3;10.2;6.3;0.8;11.9;3.4;4.7;16.0;19.0;29.8;3.2;;;;;;;;;18.1;41.1;3.9
457;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2020;34.1;33.9;26.6;;31.0;6.5;13.0;8.3;15.8;8.4;6.7;1.5;12.4;2.6;6.0;17.3;15.5;25.8;5.2;;;;;;;;;17.2;40.2;4.1
458;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2021;33.4;29.3;25.7;;27.5;7.7;14.5;10.6;16.2;9.2;7.1;;12.0;4.2;4.5;13.4;14.8;28.1;4.6;;;;;;;;;20.0;39.2;4.4
459;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2022;32.3;28.1;22.0;;30.3;4.8;11.6;8.7;15.9;8.2;7.5;;11.3;2.5;5.2;;;;;21.1;34.3;1.3;30.1;1.0;5.1;1.8;3.4;15.5;39.9;4.1
460;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2023;29.6;28.6;24.2;;28.5;5.2;12.7;8.4;16.3;9.0;6.4;1.3;9.1;2.8;5.5;;;;;18.6;25.7;;21.5;0.9;3.5;1.1;3.6;10.9;37.0;4.1
461;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2024;34.2;28.8;26.1;;29.5;7.1;14.6;8.6;17.4;7.8;6.8;1.0;10.3;3.0;5.3;;;;;22.6;23.5;;19.2;1.3;4.6;1.7;5.3;16.4;35.6;4.1
462;26 Elektrotechnische industrie;Waarde;2014;6.4;3.4;3.1;1.2;;;;;;;;;;;;4.6;2.2;4.7;1.2;;;;;;;;;3.1;20.6;5.5
463;26 Elektrotechnische industrie;Waarde;2015;8.0;4.1;4.9;2.8;;;;;;;;;;;;6.6;4.9;6.8;2.0;;;;;;;;;7.8;27.5;5.8
464;26 Elektrotechnische industrie;Waarde;2016;8.5;7.4;5.0;3.9;;;;;;;;;;;;10.5;4.6;9.0;1.3;;;;;;;;;4.7;26.5;5.3
465;26 Elektrotechnische industrie;Waarde;2017;7.9;5.3;6.3;1.3;;;;;;;;;;;;7.4;2.6;5.1;1.6;;;;;;;;;4.7;21.9;5.6
466;26 Elektrotechnische industrie;Waarde;2018;5.4;4.0;2.9;;8.4;0.0;2.2;1.3;2.5;1.7;3.0;0.0;1.5;0.4;3.5;6.6;4.3;6.6;1.0;;;;;;;;;4.5;25.7;5.4
467;26 Elektrotechnische industrie;Waarde;2019;8.3;4.2;7.1;;8.4;0.5;2.4;0.9;4.7;1.3;1.3;0.0;1.6;0.0;2.3;5.5;3.1;7.4;2.2;;;;;;;;;4.5;26.8;5.5
468;26 Elektrotechnische industrie;Waarde;2020;6.0;4.3;2.9;;3.9;0.8;1.2;0.9;0.3;1.2;1.8;0.0;0.6;0.4;0.5;5.8;5.4;5.3;2.8;;;;;;;;;3.8;18.6;5.9
469;26 Elektrotechnische industrie;Waarde;2021;4.7;2.4;3.9;;7.5;0.0;2.3;1.4;4.2;0.0;2.8;0.0;1.5;0.0;0.6;6.3;4.4;2.5;3.6;;;;;;;;;3.5;20.3;6.1
470;26 Elektrotechnische industrie;Waarde;2022;6.3;3.9;4.4;;9.1;0.7;0.9;2.0;1.6;0.7;2.9;0.0;1.1;0.4;2.5;;;;;6.1;27.6;1.3;25.0;0.0;0.0;1.3;0.9;6.3;20.2;6.0
471;26 Elektrotechnische industrie;Waarde;2023;5.2;2.6;1.4;;6.0;0.0;0.0;0.2;1.1;0.0;2.5;0.0;1.5;0.2;2.1;;;;;9.0;26.4;0.8;23.2;0.8;0.4;2.3;0.4;2.7;17.4;6.0
472;26 Elektrotechnische industrie;Waarde;2024;5.1;1.0;3.1;;6.1;0.0;1.2;1.2;2.5;1.5;2.8;0.0;3.1;0.8;1.6;;;;;6.6;22.6;1.2;20.6;0.0;0.8;1.1;0.3;1.4;19.2;6.1
473;26 Elektrotechnische industrie;Ondergrens 95%-interval;2014;3.8;1.8;1.5;0.4;;;;;;;;;;;;2.6;0.9;2.5;0.4;;;;;;;;;1.4;16.0;5.1
474;26 Elektrotechnische industrie;Ondergrens 95%-interval;2015;4.7;1.8;2.6;1.0;;;;;;;;;;;;3.8;2.6;3.8;0.7;;;;;;;;;4.8;21.9;5.4
475;26 Elektrotechnische industrie;Ondergrens 95%-interval;2016;5.0;4.3;2.5;2.0;;;;;;;;;;;;6.4;2.1;5.2;0.2;;;;;;;;;2.2;20.3;4.9
476;26 Elektrotechnische industrie;Ondergrens 95%-interval;2017;4.7;2.8;3.6;0.3;;;;;;;;;;;;4.3;1.1;2.6;0.4;;;;;;;;;2.3;16.5;5.2
477;26 Elektrotechnische industrie;Ondergrens 95%-interval;2018;3.0;2.1;1.3;;5.4;0.0;0.9;0.4;1.0;0.7;1.4;0.0;0.6;0.1;1.7;3.6;2.3;4.0;0.3;;;;;;;;;2.4;20.4;5.1
478;26 Elektrotechnische industrie;Ondergrens 95%-interval;2019;4.9;2.2;3.9;;5.0;0.1;0.8;0.2;2.3;0.4;0.4;0.0;0.5;0.0;0.7;2.8;1.3;4.2;0.7;;;;;;;;;2.3;21.1;5.1
479;26 Elektrotechnische industrie;Ondergrens 95%-interval;2020;3.4;2.1;1.2;;2.0;0.2;0.4;0.2;0.0;0.4;0.7;0.0;0.1;0.1;0.1;3.3;2.9;2.8;1.1;;;;;;;;;1.8;13.8;5.5
480;26 Elektrotechnische industrie;Ondergrens 95%-interval;2021;2.4;0.9;1.7;;4.2;0.0;0.7;0.3;1.8;0.0;1.1;0.0;0.4;0.0;0.1;3.4;2.1;1.0;1.5;;;;;;;;;1.5;14.9;5.8
481;26 Elektrotechnische industrie;Ondergrens 95%-interval;2022;3.9;2.1;2.3;;6.2;0.1;0.3;0.8;0.6;0.2;1.5;0.0;0.3;0.0;1.2;;;;;3.7;22.5;0.5;20.1;0.0;0.0;0.4;0.3;3.7;15.8;5.7
482;26 Elektrotechnische industrie;Ondergrens 95%-interval;2023;3.0;1.3;0.5;;3.5;0.0;0.0;0.0;0.4;0.0;1.0;0.0;0.5;0.0;1.0;;;;;5.7;21.0;0.2;18.1;0.1;0.1;0.9;0.1;1.2;13.0;5.7
483;26 Elektrotechnische industrie;Ondergrens 95%-interval;2024;2.8;0.3;1.3;;3.2;0.0;0.3;0.3;0.8;0.4;1.0;0.0;1.1;0.1;0.4;;;;;3.5;17.4;0.5;15.5;0.0;0.1;0.4;0.0;0.5;14.1;5.8
484;26 Elektrotechnische industrie;Bovengrens 95%-interval;2014;10.5;6.3;6.3;4.0;;;;;;;;;;;;8.2;5.5;8.4;3.7;;;;;;;;;6.6;26.2;5.8
485;26 Elektrotechnische industrie;Bovengrens 95%-interval;2015;13.3;8.9;9.0;7.7;;;;;;;;;;;;11.2;9.2;12.0;5.3;;;;;;;;;12.6;34.0;6.1
486;26 Elektrotechnische industrie;Bovengrens 95%-interval;2016;14.1;12.4;9.7;7.5;;;;;;;;;;;;16.7;10.1;15.0;8.6;;;;;;;;;9.6;33.8;5.7
487;26 Elektrotechnische industrie;Bovengrens 95%-interval;2017;13.2;10.1;11.0;5.1;;;;;;;;;;;;12.3;6.2;9.8;6.1;;;;;;;;;9.3;28.6;6.0
488;26 Elektrotechnische industrie;Bovengrens 95%-interval;2018;9.8;7.5;6.4;;12.8;;5.2;4.3;5.8;4.1;6.3;;4.1;2.9;7.1;11.5;8.0;10.8;3.1;;;;;;;;;8.0;31.8;5.7
489;26 Elektrotechnische industrie;Bovengrens 95%-interval;2019;13.7;8.1;12.4;;13.6;3.3;6.9;3.6;9.6;4.0;4.1;;4.9;;6.8;10.4;7.4;12.7;6.6;;;;;;;;;8.6;33.5;5.8
490;26 Elektrotechnische industrie;Bovengrens 95%-interval;2020;10.4;8.6;7.0;;7.5;3.5;3.8;3.7;1.9;3.8;4.8;;4.3;2.7;3.4;10.0;9.7;10.0;6.8;;;;;;;;;7.7;24.5;6.3
491;26 Elektrotechnische industrie;Bovengrens 95%-interval;2021;8.9;6.3;8.8;;13.0;;6.9;5.6;9.3;;6.9;;5.9;;4.2;11.4;9.0;6.3;8.2;;;;;;;;;7.7;27.0;6.5
492;26 Elektrotechnische industrie;Bovengrens 95%-interval;2022;9.9;7.2;8.0;;13.4;4.7;3.0;4.6;4.5;2.4;5.6;;3.4;2.5;5.2;;;;;9.7;33.2;3.2;30.5;;;4.0;2.3;10.6;25.5;6.3
493;26 Elektrotechnische industrie;Bovengrens 95%-interval;2023;9.0;5.3;3.7;;10.0;;;1.3;3.4;;6.1;;4.3;1.2;4.4;;;;;13.8;32.5;3.2;29.1;5.1;1.7;6.2;2.8;5.8;22.9;6.3
494;26 Elektrotechnische industrie;Bovengrens 95%-interval;2024;9.2;3.1;7.1;;11.2;;5.1;5.1;7.2;5.1;7.6;;8.3;5.6;6.1;;;;;12.0;28.9;3.3;26.8;;5.6;3.5;2.4;3.8;25.5;6.4
495;27 Elektrische apparatenindustrie;Waarde;2014;12.7;11.4;17.1;3.3;;;;;;;;;;;;8.3;6.9;8.7;0.8;;;;;;;;;6.7;29.2;3.9
496;27 Elektrische apparatenindustrie;Waarde;2015;18.8;7.8;13.8;3.8;;;;;;;;;;;;8.1;4.2;7.2;1.0;;;;;;;;;10.6;30.9;4.5
497;27 Elektrische apparatenindustrie;Waarde;2016;19.2;9.1;14.3;4.1;;;;;;;;;;;;11.1;7.1;12.3;1.7;;;;;;;;;11.7;30.7;4.4
498;27 Elektrische apparatenindustrie;Waarde;2017;12.3;6.6;13.1;5.4;;;;;;;;;;;;6.5;7.9;9.3;1.3;;;;;;;;;8.0;24.8;4.6
499;27 Elektrische apparatenindustrie;Waarde;2018;16.5;8.2;8.8;;13.3;0.9;1.9;2.3;5.7;1.7;2.0;0.0;2.1;0.3;2.8;4.8;6.7;7.7;0.7;;;;;;;;;6.8;28.0;4.6
500;27 Elektrische apparatenindustrie;Waarde;2019;14.4;10.0;8.8;;18.9;3.4;5.4;2.4;7.5;3.0;2.9;0.0;4.9;0.0;5.5;8.8;7.3;10.1;2.1;;;;;;;;;7.4;24.9;4.9
501;27 Elektrische apparatenindustrie;Waarde;2020;11.7;11.1;9.4;;11.7;1.4;4.8;5.0;5.1;1.5;5.6;0.0;5.2;0.8;3.1;7.9;8.8;10.4;4.8;;;;;;;;;8.3;32.1;5.6
502;27 Elektrische apparatenindustrie;Waarde;2021;18.9;14.5;14.2;;13.4;2.5;4.0;3.3;3.9;1.0;3.1;0.0;4.8;1.0;2.2;9.4;8.7;9.4;2.6;;;;;;;;;11.0;30.8;5.0
503;27 Elektrische apparatenindustrie;Waarde;2022;16.2;8.4;7.3;;17.3;1.9;5.8;2.5;9.0;5.4;4.5;0.0;4.8;0.2;4.6;;;;;13.4;26.0;0.0;23.4;0.8;1.6;0.0;1.4;9.3;26.3;4.8
504;27 Elektrische apparatenindustrie;Waarde;2023;14.8;6.8;6.9;;10.1;1.2;3.2;1.9;3.6;2.8;1.3;0.0;2.4;0.0;2.4;;;;;7.9;24.7;0.0;23.1;0.9;0.9;0.0;0.5;4.4;24.1;5.2
505;27 Elektrische apparatenindustrie;Waarde;2024;9.4;8.1;8.5;;13.2;2.0;3.6;1.2;3.3;4.9;2.4;0.0;4.4;0.0;2.1;;;;;10.6;20.7;0.0;18.0;0.3;1.2;0.6;1.5;6.0;22.2;5.4
506;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2014;7.9;7.1;11.1;1.2;;;;;;;;;;;;4.5;3.8;5.1;0.2;;;;;;;;;3.6;22.0;3.4
507;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2015;13.8;4.8;9.6;1.7;;;;;;;;;;;;5.1;2.2;4.3;0.2;;;;;;;;;6.8;24.7;4.1
508;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2016;14.4;5.9;10.2;2.1;;;;;;;;;;;;7.5;4.3;8.3;0.6;;;;;;;;;8.1;24.8;4.0
509;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2017;8.0;3.6;8.6;3.0;;;;;;;;;;;;3.7;4.6;6.0;0.4;;;;;;;;;4.6;18.7;4.2
510;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2018;12.0;5.2;5.6;;9.3;0.2;0.7;0.8;3.2;0.6;0.7;0.0;0.9;0.0;1.2;2.5;4.0;4.8;0.1;;;;;;;;;4.1;22.3;4.2
511;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2019;10.2;6.6;5.7;;13.9;1.6;3.0;1.0;4.5;1.3;1.3;0.0;2.6;0.0;2.9;5.4;4.4;6.5;0.8;;;;;;;;;4.5;19.3;4.5
512;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2020;7.5;7.2;5.8;;7.5;0.3;2.5;2.4;2.5;0.4;2.9;0.0;2.7;0.1;1.1;4.7;5.3;6.5;2.4;;;;;;;;;4.7;25.5;5.2
513;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2021;13.4;9.4;9.2;;8.9;0.9;1.8;1.5;2.0;0.3;1.3;0.0;2.2;0.2;0.8;5.9;5.2;5.9;1.1;;;;;;;;;6.6;24.2;4.5
514;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2022;11.7;5.3;4.4;;12.7;0.7;3.2;1.0;5.7;3.1;2.4;0.0;2.5;0.0;2.4;;;;;9.3;20.5;0.0;18.3;0.2;0.4;0.0;0.4;5.9;20.6;4.4
515;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2023;11.2;4.5;4.5;;7.4;0.5;1.8;1.0;2.1;1.4;0.5;0.0;1.2;0.0;1.3;;;;;5.3;20.3;0.0;18.8;0.3;0.3;0.0;0.1;2.8;19.6;4.8
516;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2024;6.3;5.2;5.3;;9.2;0.8;1.9;0.4;1.7;2.6;1.0;0.0;2.2;0.0;0.8;;;;;6.8;15.9;0.0;13.6;0.0;0.2;0.1;0.5;3.6;16.9;5.0
517;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2014;19.7;17.9;25.3;8.9;;;;;;;;;;;;14.6;12.1;14.4;3.2;;;;;;;;;12.3;37.6;4.4
518;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2015;25.2;12.6;19.4;8.2;;;;;;;;;;;;12.6;7.9;11.7;3.9;;;;;;;;;16.2;37.8;4.9
519;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2016;25.3;13.5;19.6;7.8;;;;;;;;;;;;16.1;11.4;17.8;4.6;;;;;;;;;16.6;37.3;4.8
520;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2017;18.5;11.8;19.3;9.5;;;;;;;;;;;;11.0;13.2;14.3;4.2;;;;;;;;;13.5;32.0;5.1
521;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2018;22.3;12.6;13.6;;18.7;3.7;5.0;6.1;9.7;4.5;5.4;;5.1;2.3;6.6;9.0;10.9;12.0;4.7;;;;;;;;;11.2;34.4;4.9
522;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2019;19.8;15.0;13.4;;25.2;6.8;9.5;5.7;12.3;6.7;6.5;;9.4;;10.2;13.9;11.9;15.4;5.5;;;;;;;;;11.8;31.5;5.4
523;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2020;18.0;16.7;15.0;;17.9;6.8;9.3;9.8;10.2;5.9;10.5;;9.7;5.2;8.2;13.2;14.2;16.2;9.5;;;;;;;;;14.3;39.5;6.0
524;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2021;26.2;21.6;21.3;;19.6;6.9;8.4;7.0;7.5;3.0;7.0;;9.8;4.4;6.2;14.7;14.0;14.5;5.8;;;;;;;;;17.7;38.2;5.5
525;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2022;21.9;13.0;11.8;;23.2;5.0;10.2;6.0;14.1;9.4;8.2;;8.8;1.5;8.6;;;;;19.1;32.3;;29.5;3.0;5.8;;4.2;14.4;33.0;5.3
