ID;Geslacht;Leeftijd;Onderwijsrichting;Geboortegeneratie;OnderwijsniveauPersonen_1;OnderwijsniveauPersonenBasisonderwijs_2;OnderwijsniveauPersonenVmboMbo1_3;OnderwijsniveauPersonenHavoVwoMbo_4;OnderwijsniveauPersonenHboWo_5;OnderwijsniveauPersonenWoMaster_6;OnderwijsniveauPersonenOnbekend_7
69;Totaal mannen en vrouwen;30 tot 35 jaar;04+06 Economisch en juridisch;1970 tot 1975;24.7;;1.8;11.9;6.6;4.5;
70;Totaal mannen en vrouwen;30 tot 35 jaar;04+06 Economisch en juridisch;1975 tot 1980;25.6;;1.2;10.5;8.6;5.3;
71;Totaal mannen en vrouwen;30 tot 35 jaar;04+06 Economisch en juridisch;1980 tot 1985;;;;;;;
72;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1925 tot 1930;;;;;;;
73;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1930 tot 1935;;;;;;;
74;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1935 tot 1940;;;;;;;
75;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1940 tot 1945;;;;;;;
76;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1945 tot 1950;;;;;;;
77;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1950 tot 1955;;;;;;;
78;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1955 tot 1960;18.8;;6.5;8.6;2.0;1.6;
79;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1960 tot 1965;20.1;;6.3;9.6;2.5;1.6;
80;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1965 tot 1970;21.6;;5.9;11.0;2.8;2.0;
81;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1970 tot 1975;19.6;;4.3;10.4;2.9;1.9;
82;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1975 tot 1980;18.6;;3.5;9.4;3.2;2.5;
83;Totaal mannen en vrouwen;30 tot 35 jaar;05+07 Technisch;1980 tot 1985;;;;;;;
84;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1925 tot 1930;;;;;;;
85;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1930 tot 1935;;;;;;;
86;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1935 tot 1940;;;;;;;
87;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1940 tot 1945;;;;;;;
88;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1945 tot 1950;;;;;;;
89;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1950 tot 1955;;;;;;;
90;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1955 tot 1960;0.6;;0.2;0.1;;;0.2
91;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1960 tot 1965;0.6;;0.2;0.1;0.0;;0.2
92;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1965 tot 1970;1.6;;0.5;0.4;0.1;0.1;0.5
93;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1970 tot 1975;4.5;;0.3;1.3;0.1;1.6;1.2
94;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1975 tot 1980;3.5;0.1;0.3;1.0;0.2;0.6;1.2
95;Totaal mannen en vrouwen;30 tot 35 jaar;Onderwijsrichting onbekend;1980 tot 1985;;;;;;;
96;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1925 tot 1930;;;;;;;
97;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1930 tot 1935;;;;;;;
98;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1935 tot 1940;;;;;;;
99;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1940 tot 1945;;;;;;;
100;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1945 tot 1950;;;;;;;
101;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1950 tot 1955;100.0;13.9;24.8;37.0;16.4;7.5;0.3
102;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1955 tot 1960;100.0;10.4;22.4;41.5;17.3;8.2;0.2
103;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1960 tot 1965;100.0;8.1;21.7;44.2;16.2;9.4;0.5
104;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1965 tot 1970;100.0;5.3;18.1;46.0;17.6;12.2;0.9
105;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1970 tot 1975;100.0;5.0;15.3;43.5;21.4;13.7;1.0
106;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1975 tot 1980;;;;;;;
107;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal;1980 tot 1985;;;;;;;
108;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1925 tot 1930;;;;;;;
109;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1930 tot 1935;;;;;;;
110;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1935 tot 1940;;;;;;;
111;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1940 tot 1945;;;;;;;
112;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1945 tot 1950;;;;;;;
113;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1950 tot 1955;24.6;13.9;7.2;3.6;;;
114;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1955 tot 1960;24.7;10.4;7.4;6.9;;;
115;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1960 tot 1965;25.6;8.1;7.8;9.7;;;
116;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1965 tot 1970;20.2;5.2;5.8;9.2;;;
117;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1970 tot 1975;16.9;4.9;4.9;7.1;;;
118;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1975 tot 1980;;;;;;;
119;Totaal mannen en vrouwen;35 tot 40 jaar;00 Algemeen;1980 tot 1985;;;;;;;
120;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1925 tot 1930;;;;;;;
121;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1930 tot 1935;;;;;;;
122;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1935 tot 1940;;;;;;;
123;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1940 tot 1945;;;;;;;
124;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1945 tot 1950;;;;;;;
125;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1950 tot 1955;1.9;;0.6;1.0;0.2;0.1;
126;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1955 tot 1960;2.2;;0.5;1.2;0.3;0.2;
127;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1960 tot 1965;2.8;;0.6;1.6;0.3;0.2;
128;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1965 tot 1970;3.1;;0.7;1.8;0.4;0.2;
129;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1970 tot 1975;2.7;;0.5;1.6;0.4;0.2;
130;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1975 tot 1980;;;;;;;
131;Totaal mannen en vrouwen;35 tot 40 jaar;08 Landbouw, diergeneeskunde en -verz...;1980 tot 1985;;;;;;;
132;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1925 tot 1930;;;;;;;
133;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1930 tot 1935;;;;;;;
134;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1935 tot 1940;;;;;;;
135;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1940 tot 1945;;;;;;;
136;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1945 tot 1950;;;;;;;
137;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1950 tot 1955;11.9;;0.7;2.8;7.0;1.4;
138;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1955 tot 1960;12.0;;0.8;3.0;6.5;1.7;
139;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1960 tot 1965;9.4;;0.6;2.6;4.2;2.0;
140;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1965 tot 1970;9.0;;1.0;2.3;3.7;1.9;
141;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1970 tot 1975;10.0;;1.3;2.5;4.2;2.0;
142;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1975 tot 1980;;;;;;;
143;Totaal mannen en vrouwen;35 tot 40 jaar;01+02+10 Overige onderwijsrichtingen;1980 tot 1985;;;;;;;
144;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1925 tot 1930;;;;;;;
145;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1930 tot 1935;;;;;;;
146;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1935 tot 1940;;;;;;;
147;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1940 tot 1945;;;;;;;
148;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1945 tot 1950;;;;;;;
149;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1950 tot 1955;24.7;;6.9;10.5;4.6;2.8;
150;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1955 tot 1960;24.5;;4.9;12.1;4.9;2.7;
151;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1960 tot 1965;21.6;;4.1;10.3;4.9;2.4;
152;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1965 tot 1970;19.8;;3.3;9.2;4.6;2.6;
153;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1970 tot 1975;20.5;;2.3;9.2;5.7;3.3;
154;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1975 tot 1980;;;;;;;
155;Totaal mannen en vrouwen;35 tot 40 jaar;03+09 Zorg en maatschappij;1980 tot 1985;;;;;;;
156;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1925 tot 1930;;;;;;;
157;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1930 tot 1935;;;;;;;
158;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1935 tot 1940;;;;;;;
159;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1940 tot 1945;;;;;;;
160;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1945 tot 1950;;;;;;;
161;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1950 tot 1955;16.7;;2.5;9.8;2.7;1.6;
162;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1955 tot 1960;17.1;;2.4;9.2;3.4;2.0;
163;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1960 tot 1965;19.7;;2.3;10.3;4.1;2.9;
164;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1965 tot 1970;23.5;;1.9;11.5;6.0;4.0;
165;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1970 tot 1975;26.3;;1.7;11.7;7.7;5.2;
166;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1975 tot 1980;;;;;;;
167;Totaal mannen en vrouwen;35 tot 40 jaar;04+06 Economisch en juridisch;1980 tot 1985;;;;;;;
168;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1925 tot 1930;;;;;;;
169;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1930 tot 1935;;;;;;;
170;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1935 tot 1940;;;;;;;
171;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1940 tot 1945;;;;;;;
172;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1945 tot 1950;;;;;;;
173;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1950 tot 1955;19.6;;6.8;9.3;1.9;1.6;
174;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1955 tot 1960;19.0;;6.3;8.9;2.2;1.6;
175;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1960 tot 1965;19.5;;6.0;9.2;2.5;1.8;
176;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1965 tot 1970;20.2;;5.0;10.5;2.7;1.9;
177;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1970 tot 1975;20.1;;4.3;10.2;3.3;2.4;
178;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1975 tot 1980;;;;;;;
179;Totaal mannen en vrouwen;35 tot 40 jaar;05+07 Technisch;1980 tot 1985;;;;;;;
180;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1925 tot 1930;;;;;;;
181;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1930 tot 1935;;;;;;;
182;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1935 tot 1940;;;;;;;
183;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1940 tot 1945;;;;;;;
184;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1945 tot 1950;;;;;;;
185;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1950 tot 1955;0.5;;0.2;0.0;;;0.3
186;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1955 tot 1960;0.5;;0.1;0.1;0.0;;0.2
187;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1960 tot 1965;1.4;;0.4;0.3;0.1;0.1;0.5
188;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1965 tot 1970;4.3;;0.3;1.5;0.1;1.5;0.9
189;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1970 tot 1975;3.5;0.1;0.3;1.2;0.2;0.6;1.0
190;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1975 tot 1980;;;;;;;
191;Totaal mannen en vrouwen;35 tot 40 jaar;Onderwijsrichting onbekend;1980 tot 1985;;;;;;;
192;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1925 tot 1930;;;;;;;
193;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1930 tot 1935;;;;;;;
194;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1935 tot 1940;;;;;;;
195;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1940 tot 1945;;;;;;;
196;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1945 tot 1950;100.0;17.1;26.9;35.1;14.2;6.5;0.3
197;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1950 tot 1955;100.0;12.9;24.2;38.6;16.3;7.8;0.2
198;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1955 tot 1960;100.0;10.1;22.4;41.3;16.9;8.8;0.5
199;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1960 tot 1965;100.0;7.0;20.5;44.1;17.2;10.5;0.7
200;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1965 tot 1970;100.0;5.7;17.6;44.9;18.8;12.2;0.9
201;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1970 tot 1975;;;;;;;
202;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1975 tot 1980;;;;;;;
203;Totaal mannen en vrouwen;40 tot 45 jaar;Totaal;1980 tot 1985;;;;;;;
204;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1925 tot 1930;;;;;;;
205;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1930 tot 1935;;;;;;;
206;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1935 tot 1940;;;;;;;
207;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1940 tot 1945;;;;;;;
208;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1945 tot 1950;27.2;17.1;7.7;2.4;;;
209;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1950 tot 1955;25.4;12.9;7.8;4.7;;;
210;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1955 tot 1960;26.5;10.1;8.3;8.2;;;
211;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1960 tot 1965;23.7;7.0;6.8;9.8;;;
212;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1965 tot 1970;18.9;5.6;5.3;8.0;;;
213;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1970 tot 1975;;;;;;;
214;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1975 tot 1980;;;;;;;
215;Totaal mannen en vrouwen;40 tot 45 jaar;00 Algemeen;1980 tot 1985;;;;;;;
216;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1925 tot 1930;;;;;;;
217;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1930 tot 1935;;;;;;;
218;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1935 tot 1940;;;;;;;
