ID;Geslacht;Leeftijd;GestandInkomenGroepenPersonen;Diagnose;Perioden;PersonenMetLopendeDBC_1;PersonenMetLopendeDBCPer10000Inw_2
55;Totaal mannen en vrouwen;10000;Totaal;OG2.3 Overig visus/refractie;2014;41900.0;24.4
56;Totaal mannen en vrouwen;10000;Totaal;OG2.3 Overig visus/refractie;2015;35450.0;20.5
57;Totaal mannen en vrouwen;10000;Totaal;OG2.3 Overig visus/refractie;2016;30270.0;17.4
58;Totaal mannen en vrouwen;10000;Totaal;OG2.3 Overig visus/refractie;2017;27965.0;16.0
59;Totaal mannen en vrouwen;10000;Totaal;OG2.3 Overig visus/refractie;2018;26500.0;15.1
60;Totaal mannen en vrouwen;10000;Totaal;OG2.3 Overig visus/refractie;2019;25090.0;14.2
61;Totaal mannen en vrouwen;10000;Totaal;OG2.3 Overig visus/refractie;2020;20350.0;11.4
62;Totaal mannen en vrouwen;10000;Totaal;OG2.3 Overig visus/refractie;2021;20060.0;11.2
63;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2013;62255.0;36.3
64;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2014;57655.0;33.5
65;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2015;51770.0;29.9
66;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2016;43985.0;25.3
67;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2017;41240.0;23.6
68;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2018;39715.0;22.6
69;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2019;38075.0;21.5
70;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2020;32060.0;18.0
71;Totaal mannen en vrouwen;10000;Totaal;OG3 Totaal scheelzien/bin.functie;2021;33190.0;18.5
72;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2013;36160.0;21.1
73;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2014;32890.0;19.1
74;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2015;29445.0;17.0
75;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2016;26925.0;15.5
76;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2017;26075.0;14.9
77;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2018;25710.0;14.6
78;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2019;25540.0;14.4
79;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2020;22070.0;12.4
80;Totaal mannen en vrouwen;10000;Totaal;OG3.1 Concomitant/incomitant scheelzien;2021;23070.0;12.9
81;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2013;26855.0;15.7
82;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2014;25455.0;14.8
83;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2015;23055.0;13.3
84;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2016;17600.0;10.1
85;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2017;15735.0;9.0
86;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2018;14535.0;8.3
87;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2019;12915.0;7.3
88;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2020;10290.0;5.8
89;Totaal mannen en vrouwen;10000;Totaal;OG3.2 Overig scheelzien/bin.functie;2021;10440.0;5.8
90;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2013;87055.0;50.8
91;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2014;85645.0;49.8
92;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2015;82520.0;47.7
93;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2016;80270.0;46.2
94;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2017;82470.0;47.2
95;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2018;81080.0;46.1
96;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2019;80415.0;45.4
97;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2020;67760.0;38.1
98;Totaal mannen en vrouwen;10000;Totaal;OG4 Totaal oogleden;2021;73160.0;40.9
99;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2013;16700.0;9.7
100;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2014;16275.0;9.5
101;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2015;15455.0;8.9
102;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2016;13945.0;8.0
103;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2017;13915.0;8.0
104;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2018;12755.0;7.2
105;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2019;13120.0;7.4
106;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2020;10410.0;5.8
107;Totaal mannen en vrouwen;10000;Totaal;OG5 Totaal traanwegen;2021;11075.0;6.2
108;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2013;9330.0;5.4
109;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2014;9215.0;5.4
110;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2015;9280.0;5.4
111;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2016;8745.0;5.0
112;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2017;8945.0;5.1
113;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2018;9125.0;5.2
114;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2019;9600.0;5.4
115;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2020;9005.0;5.1
116;Totaal mannen en vrouwen;10000;Totaal;OG6 Totaal oogkas;2021;9330.0;5.2
117;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2013;114510.0;66.8
118;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2014;107820.0;62.7
119;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2015;103960.0;60.1
120;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2016;98895.0;56.9
121;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2017;95845.0;54.8
122;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2018;95365.0;54.2
123;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2019;97870.0;55.2
124;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2020;83475.0;46.9
125;Totaal mannen en vrouwen;10000;Totaal;OG7 Totaal bindvlies;2021;89915.0;50.2
126;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2013;73640.0;43.0
127;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2014;70120.0;40.8
128;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2015;68920.0;39.9
129;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2016;65435.0;37.6
130;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2017;63840.0;36.5
131;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2018;64230.0;36.5
132;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2019;66250.0;37.4
133;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2020;57320.0;32.2
134;Totaal mannen en vrouwen;10000;Totaal;OG7.1 Sicca syndroom;2021;62915.0;35.1
135;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2013;42110.0;24.6
136;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2014;38840.0;22.6
137;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2015;36035.0;20.8
138;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2016;34265.0;19.7
139;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2017;32740.0;18.7
140;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2018;31805.0;18.1
141;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2019;32230.0;18.2
142;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2020;26665.0;15.0
143;Totaal mannen en vrouwen;10000;Totaal;OG7.2 Overig bindvlies;2021;27575.0;15.4
144;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2013;85530.0;49.9
145;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2014;82290.0;47.8
146;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2015;78620.0;45.5
147;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2016;73835.0;42.5
148;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2017;72345.0;41.4
149;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2018;72010.0;40.9
150;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2019;74325.0;41.9
151;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2020;68785.0;38.6
152;Totaal mannen en vrouwen;10000;Totaal;OG8 Totaal hoornvlies;2021;71785.0;40.1
153;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2013;25040.0;14.6
154;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2014;25445.0;14.8
155;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2015;26225.0;15.2
156;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2016;26265.0;15.1
157;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2017;27310.0;15.6
158;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2018;28545.0;16.2
159;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2019;30650.0;17.3
160;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2020;29980.0;16.8
161;Totaal mannen en vrouwen;10000;Totaal;OG9 Totaal uvea;2021;32305.0;18.0
162;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2013;311755.0;182.0
163;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2014;311345.0;181.0
164;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2015;311305.0;180.1
165;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2016;307125.0;176.6
166;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2017;312950.0;178.9
167;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2018;324125.0;184.2
168;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2019;330690.0;186.6
169;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2020;292405.0;164.3
170;Totaal mannen en vrouwen;10000;Totaal;OG10 Totaal lens;2021;321170.0;179.3
171;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2013;306805.0;179.1
172;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2014;306615.0;178.3
173;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2015;306525.0;177.3
174;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2016;302225.0;173.8
175;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2017;308060.0;176.1
176;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2018;319645.0;181.6
177;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2019;325895.0;183.9
178;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2020;288040.0;161.8
179;Totaal mannen en vrouwen;10000;Totaal;OG10.1 Staar incl. nastaar;2021;316760.0;176.9
180;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2013;6340.0;3.7
181;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2014;6090.0;3.5
182;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2015;6300.0;3.6
183;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2016;6450.0;3.7
184;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2017;6540.0;3.7
185;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2018;6140.0;3.5
186;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2019;6530.0;3.7
187;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2020;6095.0;3.4
188;Totaal mannen en vrouwen;10000;Totaal;OG10.2 Overig lens;2021;6020.0;3.4
189;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2013;80805.0;47.2
190;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2014;80970.0;47.1
191;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2015;82210.0;47.6
192;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2016;78490.0;45.1
193;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2017;76055.0;43.5
194;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2018;78195.0;44.4
195;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2019;79315.0;44.8
196;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2020;72545.0;40.8
197;Totaal mannen en vrouwen;10000;Totaal;OG11 Totaal corpus vitreum;2021;75865.0;42.4
198;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2013;72310.0;42.2
199;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2014;72190.0;42.0
200;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2015;73805.0;42.7
201;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2016;71725.0;41.2
202;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2017;69695.0;39.8
203;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2018;71640.0;40.7
204;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2019;72595.0;41.0
205;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2020;65660.0;36.9
206;Totaal mannen en vrouwen;10000;Totaal;OG11.1 CV vertroebeling / loslating;2021;68655.0;38.3
207;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2013;9105.0;5.3
208;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2014;9375.0;5.5
209;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2015;8935.0;5.2
210;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2016;7185.0;4.1
211;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2017;6735.0;3.9
212;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2018;6880.0;3.9
213;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2019;7070.0;4.0
214;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2020;7265.0;4.1
215;Totaal mannen en vrouwen;10000;Totaal;OG11.2 Overig corpus vitreum;2021;7545.0;4.2
216;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2013;64745.0;37.8
217;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2014;64880.0;37.7
218;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2015;65275.0;37.8
219;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2016;60885.0;35.0
220;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2017;61175.0;35.0
221;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2018;62435.0;35.5
222;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2019;64620.0;36.5
223;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2020;61390.0;34.5
224;Totaal mannen en vrouwen;10000;Totaal;OG12 Totaal netvlies;2021;65140.0;36.4
225;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2013;17555.0;10.2
226;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2014;18925.0;11.0
227;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2015;19780.0;11.4
228;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2016;18225.0;10.5
229;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2017;18780.0;10.7
230;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2018;19440.0;11.0
231;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2019;20240.0;11.4
232;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2020;19355.0;10.9
233;Totaal mannen en vrouwen;10000;Totaal;OG12.1 Netvliesdefect / -loslating;2021;20020.0;11.2
234;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2013;47985.0;28.0
235;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2014;46660.0;27.1
236;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2015;46185.0;26.7
237;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2016;43245.0;24.9
238;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2017;43000.0;24.6
239;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2018;43435.0;24.7
240;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2019;44820.0;25.3
241;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2020;42435.0;23.8
242;Totaal mannen en vrouwen;10000;Totaal;OG12.2 Overig netvlies;2021;45545.0;25.4
243;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2013;125240.0;73.1
244;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2014;131050.0;76.2
245;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2015;135010.0;78.1
246;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2016;133950.0;77.0
247;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2017;135800.0;77.6
248;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2018;139675.0;79.4
249;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2019;144440.0;81.5
250;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2020;136930.0;76.9
251;Totaal mannen en vrouwen;10000;Totaal;OG13 Totaal gele vlek;2021;146855.0;82.0
252;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2013;45725.0;26.7
253;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2014;46550.0;27.1
254;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2015;47980.0;27.8
255;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2016;48280.0;27.8
256;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2017;47690.0;27.3
257;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2018;47930.0;27.2
258;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2019;48135.0;27.2
259;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2020;43190.0;24.3
260;Totaal mannen en vrouwen;10000;Totaal;OG13.1 Maculadegeneratie;2021;46445.0;25.9
261;Totaal mannen en vrouwen;10000;Totaal;OG13.2 Overig gele vlek;2013;83950.0;49.0
262;Totaal mannen en vrouwen;10000;Totaal;OG13.2 Overig gele vlek;2014;89180.0;51.9
263;Totaal mannen en vrouwen;10000;Totaal;OG13.2 Overig gele vlek;2015;92140.0;53.3
264;Totaal mannen en vrouwen;10000;Totaal;OG13.2 Overig gele vlek;2016;89930.0;51.7
265;Totaal mannen en vrouwen;10000;Totaal;OG13.2 Overig gele vlek;2017;91920.0;52.6
266;Totaal mannen en vrouwen;10000;Totaal;OG13.2 Overig gele vlek;2018;95270.0;54.1
267;Totaal mannen en vrouwen;10000;Totaal;OG13.2 Overig gele vlek;2019;99495.0;56.1
268;Totaal mannen en vrouwen;10000;Totaal;OG13.2 Overig gele vlek;2020;96550.0;54.2
