ID;Geslacht;Persoonskenmerken;Onderwijsvolgend;KenmerkenArbeid;Uitkering;IngeschrevenUWVWerkbedrijf;Perioden;Jongeren15Tot27Jaar_1
30;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2007;2329400
31;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2008;2351700
32;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2009;2354600
33;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2010;2385000
34;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2011;2404800
35;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2012;2405600
36;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2013;2382200
37;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2014;2411000
38;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2015;2421800
39;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2016;2422900
40;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2017;2456800
41;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2018;2480600
42;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2005;129600
43;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2006;115700
44;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2007;115400
45;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2008;115600
46;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2009;146800
47;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2010;153300
48;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2011;158100
49;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2012;168800
50;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2013;184600
51;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2014;178200
52;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2015;169100
53;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2016;161000
54;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2017;148300
55;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Totaal;2018;131300
56;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2005;55900
57;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2006;37500
58;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2007;26200
59;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2008;22500
60;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2009;36500
61;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2010;33000
62;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2011;31200
63;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2012;35500
64;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2013;51300
65;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2014;47900
66;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2015;48800
67;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2016;52700
68;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2017;60600
69;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2018;55600
70;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2005;73700
71;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2006;78200
72;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2007;89300
73;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2008;93000
74;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2009;110300
75;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2010;120300
76;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2011;126900
77;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2012;133300
78;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2013;133300
79;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2014;130300
80;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2015;120400
81;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2016;108300
82;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2017;87700
83;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2018;75700
84;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2005;2219500
85;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2006;2246200
86;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2007;2258000
87;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2008;2275700
88;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2009;2270500
89;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2010;2288600
90;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2011;2300600
91;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2012;2300800
92;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2013;2290900
93;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2014;2310900
94;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2015;2342800
95;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2016;2381800
96;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2017;2412300
97;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Totaal;2018;2444600
98;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2005;49300
99;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2006;32100
100;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2007;17900
101;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2008;17000
102;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2009;26100
103;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2010;23900
104;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2011;22700
105;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2012;28500
106;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2013;42000
107;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2014;30200
108;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2015;41400
109;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2016;67100
110;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2017;43200
111;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2018;39700
112;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2005;2170200
113;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2006;2214100
114;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2007;2240100
115;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2008;2258700
116;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2009;2244300
117;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2010;2264700
118;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2011;2278000
119;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2012;2272300
120;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2013;2248900
121;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2014;2280700
122;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2015;2301400
123;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2016;2314700
124;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2017;2369100
125;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2018;2404900
126;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2005;1526200
127;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2006;1553400
128;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2007;1612600
129;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2008;1636100
130;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2009;1588500
131;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2010;1589600
132;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2011;1609000
133;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2012;1576900
134;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2013;1541000
135;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2014;1548800
136;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2015;1589300
137;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2016;1641300
138;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2017;1707200
139;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Totaal;2018;1764100
140;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2005;46500
141;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2006;30200
142;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2007;17800
143;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2008;16200
144;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2009;27300
145;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2010;24700
146;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2011;24000
147;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2012;31000
148;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2013;45800
149;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2014;34500
150;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2015;42500
151;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2016;65300
152;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2017;44800
153;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2018;39200
154;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2005;1479600
155;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2006;1523200
156;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2007;1594900
157;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2008;1619900
158;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2009;1561300
159;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2010;1564800
160;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2011;1585000
161;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2012;1545900
162;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2013;1495200
163;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2014;1514300
164;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2015;1546800
165;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2016;1576000
166;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2017;1662400
167;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2018;1724900
168;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2005;39700
169;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2006;37600
170;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2007;39900
171;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2008;38300
172;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2009;47400
173;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2010;46200
174;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2011;48100
175;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2012;50700
176;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2013;56300
177;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2014;51300
178;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2015;48000
179;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2016;43300
180;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2017;38900
181;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Totaal;2018;34200
182;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2005;14900
183;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2006;9900
184;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2007;6600
