ID;Geslacht;Leeftijd;SBI93;Herkomstgroepering;Perioden;OndernemersTotaal_1;DirecteurGrootaandeelhouders_2;ZelfstandigenTotaal_3;ZonderBaanAlsWerknemer_4;MetBaanAlsWerknemer_5;OndernemersTotaal_6;DirecteurGrootaandeelhouders_7;ZelfstandigenTotaal_8;ZonderBaanAlsWerknemer_9;MetBaanAlsWerknemer_10
14;Totaal mannen en vrouwen;0;0;1;2003, vrijdag 26 september;845.3;140.7;704.5;563.8;140.8;26.5;47.3;22.4;25.8;8.7
15;Totaal mannen en vrouwen;0;0;1;2004, vrijdag 24 september;824.9;141.3;683.6;556.1;127.5;27.6;48.4;23.3;26.5;9.6
16;Totaal mannen en vrouwen;0;0;1;2005, vrijdag 30 september;841.9;146.9;695.0;560.8;134.2;28.8;49.6;24.5;27.5;11.6
17;Totaal mannen en vrouwen;0;0;1;2006, vrijdag 29 september;898.6;164.5;734.2;583.1;151.0;32.9;56.7;27.5;30.7;15.2
18;Totaal mannen en vrouwen;0;0;1;2007, vrijdag 28 september;935.2;180.2;755.0;602.6;152.4;34.0;56.4;28.6;31.8;16.3
19;Totaal mannen en vrouwen;0;0;1;2008, vrijdag 26 september;956.0;184.1;771.8;617.7;154.2;35.1;59.8;29.2;32.1;17.3
20;Totaal mannen en vrouwen;0;0;2;1999, vrijdag 24 september;107.1;12.1;95.0;74.6;20.4;22.0;41.5;19.5;22.5;8.4
21;Totaal mannen en vrouwen;0;0;2;2000, vrijdag 29 september;114.3;12.7;101.6;79.4;22.2;23.8;42.4;21.5;25.0;8.7
22;Totaal mannen en vrouwen;0;0;2;2001, vrijdag 28 september;121.3;13.3;108.0;85.1;22.9;23.0;44.7;20.3;23.6;8.0
23;Totaal mannen en vrouwen;0;0;2;2002, vrijdag 27 september;123.1;14.2;109.0;86.9;22.1;24.0;46.4;21.1;24.4;8.1
24;Totaal mannen en vrouwen;0;0;2;2003, vrijdag 26 september;125.5;14.6;110.9;88.9;21.9;23.6;47.8;20.5;23.6;7.9
25;Totaal mannen en vrouwen;0;0;2;2004, vrijdag 24 september;123.1;14.5;108.6;88.8;19.8;24.1;49.2;20.7;23.6;7.8
26;Totaal mannen en vrouwen;0;0;2;2005, vrijdag 30 september;127.2;15.3;111.9;90.7;21.3;24.8;51.1;21.2;24.0;9.4
27;Totaal mannen en vrouwen;0;0;2;2006, vrijdag 29 september;139.9;17.8;122.1;97.3;24.8;28.3;57.5;24.1;27.0;12.7
28;Totaal mannen en vrouwen;0;0;2;2007, vrijdag 28 september;152.5;19.8;132.7;106.3;26.4;29.0;57.7;24.7;27.6;13.1
29;Totaal mannen en vrouwen;0;0;2;2008, vrijdag 26 september;160.9;20.8;140.1;112.6;27.6;29.8;61.0;25.2;28.0;13.6
30;Totaal mannen en vrouwen;0;0;3;1999, vrijdag 24 september;56.2;4.4;51.7;41.0;10.7;20.0;39.8;18.3;20.9;8.0
31;Totaal mannen en vrouwen;0;0;3;2000, vrijdag 29 september;60.9;4.6;56.2;44.5;11.7;21.6;40.5;20.1;23.0;8.9
32;Totaal mannen en vrouwen;0;0;3;2001, vrijdag 28 september;66.2;4.9;61.3;49.0;12.3;20.8;42.8;19.0;21.8;7.8
33;Totaal mannen en vrouwen;0;0;3;2002, vrijdag 27 september;67.6;5.4;62.2;50.4;11.9;21.7;44.6;19.8;22.6;7.9
34;Totaal mannen en vrouwen;0;0;3;2003, vrijdag 26 september;69.4;5.7;63.7;52.0;11.7;20.6;45.4;18.4;21.0;6.8
35;Totaal mannen en vrouwen;0;0;3;2004, vrijdag 24 september;68.2;5.6;62.6;52.0;10.6;20.8;46.9;18.4;20.8;6.6
36;Totaal mannen en vrouwen;0;0;3;2005, vrijdag 30 september;70.5;6.0;64.5;53.2;11.3;21.4;48.2;18.9;21.3;8.0
37;Totaal mannen en vrouwen;0;0;3;2006, vrijdag 29 september;78.0;7.1;70.9;57.6;13.3;24.7;54.3;21.7;24.2;10.8
38;Totaal mannen en vrouwen;0;0;3;2007, vrijdag 28 september;86.2;8.0;78.2;63.8;14.4;25.4;54.8;22.4;24.9;11.5
39;Totaal mannen en vrouwen;0;0;3;2008, vrijdag 26 september;91.4;8.5;82.8;67.8;15.0;26.1;56.8;22.9;25.3;12.0
40;Totaal mannen en vrouwen;0;0;4;1999, vrijdag 24 september;51.0;7.7;43.3;33.5;9.7;24.2;42.5;20.9;24.4;8.9
41;Totaal mannen en vrouwen;0;0;4;2000, vrijdag 29 september;53.5;8.1;45.4;34.9;10.5;26.3;43.5;23.2;27.6;8.4
42;Totaal mannen en vrouwen;0;0;4;2001, vrijdag 28 september;55.0;8.4;46.7;36.1;10.6;25.6;45.7;22.0;26.1;8.2
43;Totaal mannen en vrouwen;0;0;4;2002, vrijdag 27 september;55.5;8.8;46.7;36.5;10.2;26.9;47.6;23.0;27.1;8.4
44;Totaal mannen en vrouwen;0;0;4;2003, vrijdag 26 september;56.1;9.0;47.1;36.9;10.2;27.4;49.4;23.2;27.1;9.1
45;Totaal mannen en vrouwen;0;0;4;2004, vrijdag 24 september;54.9;8.8;46.0;36.9;9.2;28.2;50.6;23.9;27.5;9.3
46;Totaal mannen en vrouwen;0;0;4;2005, vrijdag 30 september;56.7;9.3;47.4;37.5;9.9;29.0;53.1;24.3;27.8;11.1
47;Totaal mannen en vrouwen;0;0;4;2006, vrijdag 29 september;61.9;10.7;51.2;39.6;11.5;32.9;59.6;27.3;31.0;14.8
48;Totaal mannen en vrouwen;0;0;4;2007, vrijdag 28 september;66.3;11.8;54.4;42.5;12.0;33.7;59.6;28.1;31.8;15.0
49;Totaal mannen en vrouwen;0;0;4;2008, vrijdag 26 september;69.6;12.3;57.3;44.7;12.6;34.7;63.9;28.4;32.1;15.5
50;Totaal mannen en vrouwen;0;0;5;1999, vrijdag 24 september;43.4;6.8;36.6;28.6;8.0;24.6;42.6;21.2;24.6;9.0
51;Totaal mannen en vrouwen;0;0;5;2000, vrijdag 29 september;45.0;7.1;37.9;29.4;8.5;26.8;43.7;23.6;28.0;8.4
52;Totaal mannen en vrouwen;0;0;5;2001, vrijdag 28 september;45.7;7.3;38.3;30.0;8.4;26.3;45.8;22.6;26.5;8.3
53;Totaal mannen en vrouwen;0;0;5;2002, vrijdag 27 september;45.8;7.7;38.1;30.1;8.0;27.6;47.5;23.6;27.6;8.7
54;Totaal mannen en vrouwen;0;0;5;2003, vrijdag 26 september;45.9;7.8;38.1;30.1;8.0;28.4;49.4;24.1;27.9;9.8
55;Totaal mannen en vrouwen;0;0;5;2004, vrijdag 24 september;44.5;7.6;36.9;29.8;7.0;29.5;50.8;25.0;28.5;10.2
56;Totaal mannen en vrouwen;0;0;5;2005, vrijdag 30 september;45.8;8.0;37.8;30.2;7.6;30.3;53.1;25.4;28.8;12.0
57;Totaal mannen en vrouwen;0;0;5;2006, vrijdag 29 september;49.5;9.1;40.4;31.8;8.6;34.2;60.2;28.4;31.8;15.9
58;Totaal mannen en vrouwen;0;0;5;2007, vrijdag 28 september;52.2;10.0;42.2;33.4;8.8;35.1;59.9;29.2;32.7;16.3
59;Totaal mannen en vrouwen;0;0;5;2008, vrijdag 26 september;54.2;10.3;43.8;34.7;9.1;36.3;64.9;29.5;32.9;16.8
60;Totaal mannen en vrouwen;0;0;6;1999, vrijdag 24 september;7.6;0.9;6.7;4.9;1.8;21.9;41.4;19.3;23.1;8.5
61;Totaal mannen en vrouwen;0;0;6;2000, vrijdag 29 september;8.5;1.0;7.5;5.5;2.0;23.4;42.1;21.0;25.4;8.7
62;Totaal mannen en vrouwen;0;0;6;2001, vrijdag 28 september;9.4;1.0;8.3;6.1;2.2;22.4;45.3;19.5;23.9;7.6
63;Totaal mannen en vrouwen;0;0;6;2002, vrijdag 27 september;9.7;1.1;8.6;6.4;2.2;23.5;47.7;20.3;24.7;7.5
64;Totaal mannen en vrouwen;0;0;6;2003, vrijdag 26 september;10.2;1.2;9.0;6.8;2.3;22.9;49.0;19.5;23.8;6.6
65;Totaal mannen en vrouwen;0;0;6;2004, vrijdag 24 september;10.4;1.2;9.2;7.0;2.2;22.6;49.3;19.2;23.0;6.4
66;Totaal mannen en vrouwen;0;0;6;2005, vrijdag 30 september;10.9;1.4;9.6;7.2;2.3;24.0;52.7;19.9;23.8;7.9
67;Totaal mannen en vrouwen;0;0;6;2006, vrijdag 29 september;12.4;1.6;10.8;7.9;2.9;27.7;56.6;23.3;27.7;11.4
68;Totaal mannen en vrouwen;0;0;6;2007, vrijdag 28 september;14.1;1.8;12.3;9.1;3.2;28.5;57.9;24.2;28.7;11.1
69;Totaal mannen en vrouwen;0;0;6;2008, vrijdag 26 september;15.4;1.9;13.5;10.0;3.5;29.1;59.0;24.8;29.2;12.0
70;Totaal mannen en vrouwen;0;0;7;1999, vrijdag 24 september;73.0;10.5;62.5;49.4;13.2;23.9;42.2;20.8;24.0;8.8
71;Totaal mannen en vrouwen;0;0;7;2000, vrijdag 29 september;75.8;10.8;64.9;50.9;14.0;25.7;43.0;22.8;26.8;8.3
72;Totaal mannen en vrouwen;0;0;7;2001, vrijdag 28 september;77.6;11.2;66.4;52.4;14.0;25.3;45.3;21.9;25.6;8.3
73;Totaal mannen en vrouwen;0;0;7;2002, vrijdag 27 september;77.6;11.8;65.8;52.5;13.3;26.7;47.1;23.0;26.6;8.8
74;Totaal mannen en vrouwen;0;0;7;2003, vrijdag 26 september;77.7;12.0;65.8;52.8;13.0;27.0;48.7;23.0;26.4;9.4
75;Totaal mannen en vrouwen;0;0;7;2004, vrijdag 24 september;75.3;11.8;63.6;52.1;11.5;28.0;50.0;23.9;27.0;9.7
76;Totaal mannen en vrouwen;0;0;7;2005, vrijdag 30 september;77.8;12.3;65.5;53.2;12.4;28.6;52.2;24.2;27.2;11.4
77;Totaal mannen en vrouwen;0;0;7;2006, vrijdag 29 september;85.3;13.9;71.4;57.3;14.1;32.1;58.9;26.9;29.9;14.9
78;Totaal mannen en vrouwen;0;0;7;2007, vrijdag 28 september;91.1;15.3;75.8;61.0;14.8;32.9;59.4;27.5;30.5;15.2
79;Totaal mannen en vrouwen;0;0;7;2008, vrijdag 26 september;95.0;15.8;79.3;64.0;15.3;33.8;63.3;27.9;30.8;15.6
80;Totaal mannen en vrouwen;0;0;8;1999, vrijdag 24 september;26.0;3.1;22.8;18.3;4.5;22.6;41.4;20.0;22.9;8.3
81;Totaal mannen en vrouwen;0;0;8;2000, vrijdag 29 september;27.0;3.2;23.8;19.0;4.8;23.8;41.7;21.4;24.8;7.9
82;Totaal mannen en vrouwen;0;0;8;2001, vrijdag 28 september;28.1;3.2;24.8;20.0;4.8;23.4;43.9;20.8;23.9;8.0
83;Totaal mannen en vrouwen;0;0;8;2002, vrijdag 27 september;28.1;3.5;24.6;20.0;4.6;24.8;45.8;21.9;24.8;9.0
84;Totaal mannen en vrouwen;0;0;8;2003, vrijdag 26 september;28.2;3.6;24.6;20.2;4.4;24.4;46.9;21.2;23.9;8.7
85;Totaal mannen en vrouwen;0;0;8;2004, vrijdag 24 september;27.4;3.5;23.9;20.0;4.0;25.1;48.3;21.8;24.4;8.6
86;Totaal mannen en vrouwen;0;0;8;2005, vrijdag 30 september;28.6;3.6;25.0;20.7;4.3;25.5;50.1;22.0;24.4;10.2
87;Totaal mannen en vrouwen;0;0;8;2006, vrijdag 29 september;32.5;4.1;28.4;23.4;5.0;28.1;55.9;24.1;26.5;13.0
88;Totaal mannen en vrouwen;0;0;8;2007, vrijdag 28 september;35.5;4.5;31.0;25.6;5.4;28.7;57.5;24.5;27.0;12.8
89;Totaal mannen en vrouwen;0;0;8;2008, vrijdag 26 september;37.6;4.7;32.9;27.2;5.7;29.3;59.4;25.0;27.5;13.1
90;Totaal mannen en vrouwen;0;0;9;1999, vrijdag 24 september;47.1;7.3;39.7;31.0;8.7;24.5;42.5;21.2;24.6;9.1
91;Totaal mannen en vrouwen;0;0;9;2000, vrijdag 29 september;48.8;7.6;41.1;31.9;9.3;26.8;43.5;23.6;28.0;8.5
92;Totaal mannen en vrouwen;0;0;9;2001, vrijdag 28 september;49.5;7.9;41.6;32.5;9.1;26.4;45.8;22.6;26.7;8.4
93;Totaal mannen en vrouwen;0;0;9;2002, vrijdag 27 september;49.5;8.3;41.2;32.5;8.7;27.7;47.7;23.7;27.7;8.7
94;Totaal mannen en vrouwen;0;0;9;2003, vrijdag 26 september;49.6;8.4;41.1;32.6;8.6;28.4;49.5;24.1;27.9;9.7
95;Totaal mannen en vrouwen;0;0;9;2004, vrijdag 24 september;47.9;8.3;39.6;32.1;7.5;29.6;50.7;25.1;28.6;10.3
96;Totaal mannen en vrouwen;0;0;9;2005, vrijdag 30 september;49.2;8.6;40.5;32.4;8.1;30.4;53.1;25.6;29.0;12.0
97;Totaal mannen en vrouwen;0;0;9;2006, vrijdag 29 september;52.8;9.8;43.0;33.9;9.1;34.6;60.1;28.7;32.2;16.0
98;Totaal mannen en vrouwen;0;0;9;2007, vrijdag 28 september;55.6;10.8;44.8;35.5;9.4;35.5;60.2;29.6;33.0;16.6
99;Totaal mannen en vrouwen;0;0;9;2008, vrijdag 26 september;57.4;11.0;46.4;36.8;9.6;36.7;64.9;30.0;33.3;17.2
100;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;1999, vrijdag 24 september;41.2;6.5;34.7;27.3;7.5;24.6;42.6;21.3;24.6;9.0
101;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2000, vrijdag 29 september;42.6;6.8;35.8;27.9;7.9;26.9;43.6;23.7;28.0;8.4
102;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2001, vrijdag 28 september;43.1;7.0;36.0;28.3;7.8;26.4;45.8;22.7;26.6;8.4
103;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2002, vrijdag 27 september;43.0;7.3;35.7;28.3;7.4;27.7;47.5;23.7;27.6;8.7
104;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2003, vrijdag 26 september;43.0;7.4;35.6;28.2;7.3;28.5;49.3;24.2;27.9;9.9
105;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2004, vrijdag 24 september;41.5;7.3;34.3;27.8;6.4;29.7;50.7;25.3;28.7;10.4
106;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2005, vrijdag 30 september;42.5;7.5;35.0;28.1;6.9;30.5;52.8;25.7;29.0;12.3
107;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2006, vrijdag 29 september;45.7;8.5;37.2;29.4;7.7;34.6;60.1;28.7;32.0;16.2
108;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2007, vrijdag 28 september;48.0;9.4;38.6;30.7;7.9;35.5;59.9;29.5;32.8;16.8
109;Totaal mannen en vrouwen;0;0;West. alloch. 2e gen. 1 ouder buitenl.;2008, vrijdag 26 september;49.5;9.7;39.8;31.8;8.1;36.7;65.0;29.8;33.0;17.3
110;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;1999, vrijdag 24 september;5.8;0.8;5.0;3.8;1.2;23.8;41.9;20.9;24.7;9.3
111;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2000, vrijdag 29 september;6.2;0.9;5.3;4.0;1.3;26.0;42.8;23.2;28.1;8.7
112;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2001, vrijdag 28 september;6.5;0.9;5.6;4.2;1.4;25.8;46.2;22.4;27.1;8.3
113;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2002, vrijdag 27 september;6.5;1.0;5.5;4.2;1.3;27.7;49.0;23.9;28.4;9.0
114;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2003, vrijdag 26 september;6.6;1.0;5.6;4.3;1.3;27.8;50.7;23.7;27.9;9.0
115;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2004, vrijdag 24 september;6.4;1.0;5.4;4.3;1.1;28.7;51.1;24.4;28.2;10.0
116;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2005, vrijdag 30 september;6.6;1.1;5.5;4.3;1.2;30.0;55.2;24.9;28.9;10.6
117;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2006, vrijdag 29 september;7.1;1.3;5.8;4.5;1.4;34.5;60.2;28.9;33.3;14.8
118;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2007, vrijdag 28 september;7.6;1.4;6.3;4.8;1.5;35.9;62.2;30.2;34.7;15.5
119;Totaal mannen en vrouwen;0;0;West. alloch, 2e gen. 2 ouders buitenl.;2008, vrijdag 26 september;7.9;1.4;6.6;5.0;1.5;36.7;63.8;30.9;35.4;16.2
120;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;1999, vrijdag 24 september;34.1;1.7;32.5;25.2;7.3;17.9;37.3;17.0;19.6;7.8
121;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2000, vrijdag 29 september;38.5;1.9;36.7;28.5;8.1;20.0;39.0;19.1;21.8;9.4
122;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2001, vrijdag 28 september;43.7;2.1;41.6;32.7;8.9;18.9;41.5;17.7;20.5;7.6
123;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2002, vrijdag 27 september;45.5;2.4;43.1;34.3;8.8;19.6;43.1;18.3;21.1;7.1
124;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2003, vrijdag 26 september;47.7;2.7;45.1;36.1;8.9;18.2;44.0;16.7;19.4;5.6
125;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2004, vrijdag 24 september;47.8;2.7;45.1;36.8;8.3;17.9;45.5;16.3;18.8;5.2
126;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2005, vrijdag 30 september;49.4;3.0;46.4;37.5;8.9;18.8;46.8;17.0;19.4;6.7
127;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2006, vrijdag 29 september;54.6;3.9;50.7;40.0;10.7;22.4;52.6;20.1;22.8;9.7
128;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2007, vrijdag 28 september;61.3;4.5;56.9;45.2;11.6;23.3;51.8;21.1;23.8;10.4
129;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen;2008, vrijdag 26 september;65.9;5.1;60.9;48.6;12.3;24.1;53.9;21.6;24.3;11.0
130;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;1999, vrijdag 24 september;30.2;1.3;28.9;22.7;6.2;17.7;35.9;16.9;19.4;7.8
131;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2000, vrijdag 29 september;33.9;1.5;32.4;25.5;6.9;19.9;37.9;19.1;21.7;9.6
132;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2001, vrijdag 28 september;38.2;1.7;36.5;29.1;7.4;18.8;40.8;17.8;20.4;7.7
133;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2002, vrijdag 27 september;39.5;1.9;37.6;30.3;7.3;19.5;42.4;18.4;21.1;7.2
134;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2003, vrijdag 26 september;41.2;2.1;39.1;31.8;7.3;18.0;42.9;16.7;19.2;5.7
135;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2004, vrijdag 24 september;40.8;2.2;38.7;32.0;6.6;17.8;44.6;16.3;18.6;5.3
136;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2005, vrijdag 30 september;41.8;2.3;39.5;32.5;7.0;18.6;45.2;17.0;19.2;6.7
137;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2006, vrijdag 29 september;45.5;3.0;42.5;34.2;8.3;22.2;52.1;20.1;22.6;9.5
138;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2007, vrijdag 28 september;50.7;3.4;47.3;38.3;9.0;23.1;51.2;21.0;23.5;10.8
139;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 1e generatie;2008, vrijdag 26 september;53.8;3.8;50.0;40.7;9.3;23.8;53.5;21.6;23.9;11.3
140;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;1999, vrijdag 24 september;3.9;0.4;3.5;2.5;1.1;19.8;42.3;17.6;21.8;7.7
141;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2000, vrijdag 29 september;4.7;0.4;4.3;3.1;1.2;21.1;42.9;19.0;23.3;8.2
142;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2001, vrijdag 28 september;5.5;0.4;5.1;3.6;1.4;19.2;44.3;17.0;21.0;6.9
143;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2002, vrijdag 27 september;6.0;0.5;5.5;4.0;1.5;20.0;45.8;17.6;21.7;6.7
144;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2003, vrijdag 26 september;6.5;0.6;6.0;4.4;1.6;19.4;48.2;16.7;20.9;5.5
145;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2004, vrijdag 24 september;7.0;0.6;6.4;4.8;1.6;18.5;48.7;15.9;19.8;4.7
146;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2005, vrijdag 30 september;7.5;0.7;6.9;5.0;1.9;19.9;52.5;16.7;20.3;6.8
147;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2006, vrijdag 29 september;9.1;0.9;8.2;5.8;2.4;23.4;54.2;20.0;24.1;10.3
148;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2007, vrijdag 28 september;10.7;1.1;9.6;7.0;2.6;24.3;53.7;21.1;25.6;9.2
149;Totaal mannen en vrouwen;0;0;Niet-westerse allochtonen, 2e generatie;2008, vrijdag 26 september;12.1;1.2;10.9;7.9;3.0;25.1;55.3;21.7;26.1;10.0
150;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;1999, vrijdag 24 september;2.2;0.3;1.9;1.3;0.5;23.6;43.9;20.5;25.1;8.8
151;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2000, vrijdag 29 september;2.4;0.3;2.1;1.5;0.6;25.6;45.1;22.7;28.3;7.6
152;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2001, vrijdag 28 september;2.6;0.3;2.3;1.7;0.6;24.1;46.4;20.9;25.6;7.2
153;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2002, vrijdag 27 september;2.8;0.4;2.4;1.8;0.6;25.8;48.6;22.4;27.0;8.7
154;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2003, vrijdag 26 september;2.9;0.4;2.5;1.9;0.6;26.2;52.2;22.2;26.7;8.6
155;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2004, vrijdag 24 september;3.0;0.4;2.6;2.0;0.6;26.1;53.2;22.1;26.3;8.3
156;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2005, vrijdag 30 september;3.2;0.4;2.8;2.1;0.7;26.9;58.5;21.9;26.1;9.6
157;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2006, vrijdag 29 september;3.8;0.5;3.2;2.4;0.9;30.3;61.3;25.3;29.6;13.6
158;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2007, vrijdag 28 september;4.2;0.6;3.6;2.7;0.9;31.5;60.2;26.6;31.3;12.5
159;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 1 ouder buitenl.;2008, vrijdag 26 september;4.7;0.7;4.0;3.0;1.0;31.7;62.1;26.6;31.5;12.5
160;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 2 ouders buitenl.;1999, vrijdag 24 september;1.7;0.1;1.7;1.1;0.5;15.2;35.2;14.4;17.9;6.6
161;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 2 ouders buitenl.;2000, vrijdag 29 september;2.3;0.1;2.2;1.5;0.7;16.3;35.7;15.4;18.4;8.7
162;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 2 ouders buitenl.;2001, vrijdag 28 september;2.9;0.1;2.8;1.9;0.8;14.7;38.1;13.7;16.8;6.6
163;Totaal mannen en vrouwen;0;0;Niet-westers, 2e gen. 2 ouders buitenl.;2002, vrijdag 27 september;3.2;0.1;3.1;2.2;0.9;15.0;38.6;13.9;17.4;5.4
