ID;Geslacht;Leeftijd;HoogstBehaaldOpleidingsniveau;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;k_12Tot20UurPerWeek_13;k_20Tot35UurPerWeek_14;k_20Tot28UurPerWeek_15;k_28Tot35UurPerWeek_16;Voltijd_17;WerklozeBeroepsbevolking_18;Werkloosheidspercentage_19;NietBeroepsbevolking_20;BrutoArbeidsparticipatie_21;NettoArbeidsparticipatie_22
32;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2009 3e kwartaal;12377.0;7948.0;7500.0;6404.0;5400.0;1003.0;1096.0;729.0;335.0;32.0;0.0;2998.0;718.0;2280.0;1143.0;1137.0;4502.0;448.0;5.6;4429.0;64.2;60.6
33;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2009 4e kwartaal;12387.0;7850.0;7383.0;6283.0;5350.0;933.0;1100.0;733.0;337.0;30.0;0.0;2944.0;707.0;2238.0;1111.0;1127.0;4439.0;467.0;5.9;4537.0;63.4;59.6
34;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2009;12372.0;7906.0;7470.0;6372.0;5406.0;966.0;1098.0;733.0;334.0;30.0;0.0;2970.0;725.0;2245.0;1120.0;1125.0;4500.0;436.0;5.5;4465.0;63.9;60.4
35;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2010 1e kwartaal;12397.0;7834.0;7310.0;6209.0;5302.0;907.0;1101.0;743.0;328.0;30.0;1.0;2926.0;720.0;2206.0;1101.0;1105.0;4385.0;523.0;6.7;4563.0;63.2;59.0
36;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2010 2e kwartaal;12407.0;7864.0;7373.0;6265.0;5291.0;975.0;1108.0;758.0;321.0;28.0;1.0;2979.0;722.0;2257.0;1134.0;1123.0;4394.0;491.0;6.2;4543.0;63.4;59.4
37;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2010 3e kwartaal;12417.0;7922.0;7455.0;6343.0;5296.0;1047.0;1111.0;752.0;322.0;38.0;1.0;3047.0;705.0;2343.0;1176.0;1166.0;4407.0;467.0;5.9;4495.0;63.8;60.0
38;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2010 4e kwartaal;12428.0;7868.0;7421.0;6302.0;5323.0;978.0;1119.0;756.0;322.0;41.0;1.0;3026.0;716.0;2309.0;1164.0;1145.0;4396.0;447.0;5.7;4560.0;63.3;59.7
39;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2010;12412.0;7872.0;7390.0;6280.0;5303.0;977.0;1110.0;752.0;323.0;34.0;1.0;2994.0;716.0;2279.0;1144.0;1135.0;4396.0;482.0;6.1;4540.0;63.4;59.5
40;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2011 1e kwartaal;12438.0;7826.0;7352.0;6233.0;5311.0;922.0;1118.0;756.0;318.0;44.0;1.0;3011.0;699.0;2312.0;1148.0;1165.0;4341.0;474.0;6.1;4612.0;62.9;59.1
41;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2011 2e kwartaal;12447.0;7823.0;7369.0;6258.0;5286.0;972.0;1111.0;752.0;316.0;43.0;0.0;3010.0;709.0;2301.0;1154.0;1148.0;4359.0;454.0;5.8;4624.0;62.9;59.2
42;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2011 3e kwartaal;12457.0;7912.0;7431.0;6309.0;5278.0;1031.0;1122.0;766.0;316.0;40.0;0.0;3034.0;722.0;2312.0;1149.0;1163.0;4397.0;481.0;6.1;4545.0;63.5;59.7
43;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2011 4e kwartaal;12467.0;7896.0;7398.0;6272.0;5262.0;1010.0;1126.0;769.0;315.0;42.0;0.0;3027.0;708.0;2319.0;1152.0;1167.0;4372.0;498.0;6.3;4571.0;63.3;59.3
44;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2011;12452.0;7864.0;7388.0;6268.0;5284.0;984.0;1119.0;761.0;316.0;42.0;0.0;3021.0;709.0;2311.0;1151.0;1160.0;4367.0;477.0;6.1;4588.0;63.2;59.3
45;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2012 1e kwartaal;12489.0;7906.0;7363.0;6220.0;5249.0;972.0;1143.0;787.0;317.0;39.0;0.0;3036.0;705.0;2331.0;1156.0;1175.0;4327.0;544.0;6.9;4582.0;63.3;59.0
46;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2012 2e kwartaal;12523.0;7963.0;7412.0;6269.0;5249.0;1020.0;1144.0;783.0;319.0;42.0;0.0;3067.0;710.0;2358.0;1166.0;1192.0;4345.0;551.0;6.9;4560.0;63.6;59.2
47;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2012 3e kwartaal;12558.0;8032.0;7463.0;6325.0;5242.0;1083.0;1137.0;792.0;311.0;34.0;0.0;3109.0;715.0;2394.0;1191.0;1203.0;4354.0;569.0;7.1;4526.0;64.0;59.4
48;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2012 4e kwartaal;12592.0;7980.0;7381.0;6242.0;5171.0;1071.0;1139.0;788.0;317.0;33.0;0.0;3081.0;690.0;2390.0;1191.0;1199.0;4300.0;600.0;7.5;4612.0;63.4;58.6
49;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2012;12541.0;7970.0;7405.0;6264.0;5228.0;1036.0;1141.0;788.0;316.0;37.0;0.0;3073.0;705.0;2368.0;1176.0;1192.0;4332.0;566.0;7.1;4570.0;63.6;59.0
50;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2013 1e kwartaal;12617.0;7987.0;7289.0;6156.0;5115.0;1042.0;1133.0;800.0;306.0;27.0;0.0;3069.0;695.0;2373.0;1177.0;1196.0;4221.0;697.0;8.7;4630.0;63.3;57.8
51;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2013 2e kwartaal;12631.0;8016.0;7297.0;6157.0;5083.0;1074.0;1140.0;796.0;316.0;28.0;0.0;3075.0;694.0;2381.0;1183.0;1197.0;4222.0;719.0;9.0;4615.0;63.5;57.8
52;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2013 3e kwartaal;12645.0;8072.0;7331.0;6169.0;5041.0;1128.0;1162.0;817.0;312.0;33.0;0.0;3072.0;670.0;2403.0;1197.0;1206.0;4259.0;741.0;9.2;4573.0;63.8;58.0
53;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2013 4e kwartaal;12659.0;7975.0;7266.0;6095.0;4991.0;1104.0;1172.0;824.0;318.0;30.0;0.0;3051.0;678.0;2373.0;1164.0;1209.0;4215.0;709.0;8.9;4683.0;63.0;57.4
54;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2013;12638.0;8012.0;7296.0;6144.0;5057.0;1087.0;1152.0;809.0;313.0;30.0;0.0;3067.0;684.0;2383.0;1180.0;1202.0;4229.0;716.0;8.9;4625.0;63.4;57.7
55;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2014 1e kwartaal;12665.0;7929.0;7166.0;5995.0;4946.0;1049.0;1171.0;819.0;323.0;29.0;0.0;2983.0;635.0;2347.0;1163.0;1185.0;4183.0;763.0;9.6;4737.0;62.6;56.6
56;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2014 2e kwartaal;12665.0;7950.0;7218.0;6026.0;4913.0;1113.0;1191.0;840.0;324.0;28.0;0.0;3025.0;655.0;2370.0;1177.0;1193.0;4192.0;732.0;9.2;4715.0;62.8;57.0
57;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2014 3e kwartaal;12664.0;8006.0;7313.0;6118.0;4914.0;1204.0;1196.0;844.0;321.0;31.0;0.0;3044.0;659.0;2385.0;1167.0;1217.0;4269.0;693.0;8.7;4658.0;63.2;57.7
58;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2014 4e kwartaal;12664.0;7955.0;7276.0;6070.0;4926.0;1144.0;1206.0;866.0;310.0;29.0;0.0;3049.0;658.0;2390.0;1172.0;1219.0;4227.0;679.0;8.5;4709.0;62.8;57.5
59;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2014;12665.0;7960.0;7243.0;6052.0;4925.0;1127.0;1191.0;842.0;320.0;29.0;0.0;3025.0;652.0;2373.0;1170.0;1204.0;4218.0;717.0;9.0;4705.0;62.9;57.2
60;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2015 1e kwartaal;12669.0;7957.0;7224.0;6027.0;4919.0;1107.0;1197.0;859.0;307.0;32.0;0.0;3033.0;656.0;2378.0;1152.0;1225.0;4191.0;733.0;9.2;4712.0;62.8;57.0
61;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2015 2e kwartaal;12680.0;7992.0;7286.0;6078.0;4907.0;1171.0;1208.0;864.0;313.0;31.0;0.0;3052.0;665.0;2387.0;1173.0;1214.0;4235.0;706.0;8.8;4688.0;63.0;57.5
62;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2015 3e kwartaal;12691.0;8054.0;7385.0;6170.0;4897.0;1273.0;1216.0;879.0;306.0;31.0;0.0;3099.0;678.0;2421.0;1192.0;1229.0;4287.0;669.0;8.3;4636.0;63.5;58.2
63;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2015 4e kwartaal;12701.0;7997.0;7354.0;6123.0;4909.0;1214.0;1232.0;882.0;319.0;30.0;0.0;3077.0;666.0;2411.0;1176.0;1234.0;4278.0;642.0;8.0;4705.0;63.0;57.9
64;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2015;12685.0;8000.0;7313.0;6099.0;4908.0;1191.0;1213.0;871.0;311.0;31.0;0.0;3065.0;666.0;2399.0;1173.0;1226.0;4248.0;687.0;8.6;4685.0;63.1;57.6
65;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2016 1e kwartaal;12722.0;7976.0;7324.0;6101.0;4930.0;1170.0;1223.0;873.0;322.0;29.0;0.0;3079.0;650.0;2430.0;1163.0;1266.0;4244.0;652.0;8.2;4746.0;62.7;57.6
66;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2016 2e kwartaal;12753.0;8041.0;7427.0;6197.0;4945.0;1252.0;1230.0;878.0;325.0;27.0;0.0;3117.0;666.0;2451.0;1187.0;1264.0;4310.0;613.0;7.6;4712.0;63.1;58.2
67;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2016 3e kwartaal;12783.0;8119.0;7546.0;6287.0;4955.0;1332.0;1259.0;900.0;335.0;24.0;0.0;3173.0;669.0;2504.0;1193.0;1311.0;4373.0;573.0;7.1;4665.0;63.5;59.0
68;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2016 4e kwartaal;12814.0;8047.0;7533.0;6256.0;4939.0;1317.0;1277.0;909.0;343.0;25.0;0.0;3153.0;663.0;2490.0;1162.0;1327.0;4380.0;515.0;6.4;4767.0;62.8;58.8
69;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2016;12768.0;8046.0;7458.0;6210.0;4942.0;1268.0;1247.0;890.0;331.0;26.0;0.0;3131.0;662.0;2469.0;1177.0;1292.0;4327.0;588.0;7.3;4722.0;63.0;58.4
70;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2017 1e kwartaal;12840.0;8039.0;7511.0;6241.0;4950.0;1291.0;1270.0;910.0;338.0;23.0;0.0;3168.0;654.0;2514.0;1181.0;1333.0;4343.0;527.0;6.6;4801.0;62.6;58.5
71;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2017 2e kwartaal;12860.0;8086.0;7592.0;6316.0;4961.0;1355.0;1276.0;929.0;328.0;19.0;0.0;3188.0;667.0;2521.0;1198.0;1324.0;4404.0;494.0;6.1;4774.0;62.9;59.0
72;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2017 3e kwartaal;12880.0;8177.0;7707.0;6431.0;5014.0;1417.0;1276.0;920.0;337.0;18.0;0.0;3250.0;673.0;2577.0;1215.0;1361.0;4457.0;470.0;5.8;4703.0;63.5;59.8
73;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2017 4e kwartaal;12901.0;8110.0;7688.0;6406.0;5050.0;1355.0;1283.0;923.0;341.0;19.0;0.0;3256.0;659.0;2597.0;1201.0;1397.0;4432.0;422.0;5.2;4790.0;62.9;59.6
74;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2017;12870.0;8103.0;7625.0;6349.0;4994.0;1355.0;1276.0;920.0;336.0;20.0;0.0;3216.0;663.0;2552.0;1199.0;1354.0;4409.0;478.0;5.9;4767.0;63.0;59.2
75;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2018 1e kwartaal;12917.0;8119.0;7687.0;6397.0;5074.0;1322.0;1291.0;927.0;343.0;20.0;0.0;3260.0;652.0;2608.0;1214.0;1394.0;4427.0;432.0;5.3;4798.0;62.9;59.5
76;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2018 2e kwartaal;12930.0;8198.0;7799.0;6497.0;5123.0;1374.0;1301.0;928.0;351.0;22.0;0.0;3352.0;672.0;2680.0;1263.0;1417.0;4447.0;399.0;4.9;4732.0;63.4;60.3
77;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2018 3e kwartaal;12943.0;8320.0;7935.0;6627.0;5170.0;1457.0;1308.0;945.0;342.0;22.0;0.0;3395.0;674.0;2721.0;1271.0;1449.0;4541.0;384.0;4.6;4623.0;64.3;61.3
78;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2018 4e kwartaal;12956.0;8274.0;7917.0;6610.0;5223.0;1387.0;1307.0;949.0;340.0;19.0;0.0;3391.0;674.0;2717.0;1256.0;1461.0;4526.0;357.0;4.3;4682.0;63.9;61.1
79;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2018;12936.0;8228.0;7835.0;6533.0;5148.0;1385.0;1302.0;937.0;344.0;21.0;0.0;3349.0;668.0;2681.0;1251.0;1430.0;4485.0;393.0;4.8;4709.0;63.6;60.6
80;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2019 1e kwartaal;12975.0;8291.0;7908.0;6590.0;5265.0;1326.0;1317.0;966.0;331.0;20.0;0.0;3410.0;671.0;2739.0;1269.0;1470.0;4498.0;383.0;4.6;4685.0;63.9;60.9
81;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2019 2e kwartaal;13002.0;8331.0;7979.0;6662.0;5312.0;1350.0;1316.0;953.0;341.0;22.0;0.0;3426.0;678.0;2749.0;1228.0;1521.0;4552.0;352.0;4.2;4671.0;64.1;61.4
82;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2019 3e kwartaal;13029.0;8440.0;8080.0;6772.0;5374.0;1398.0;1308.0;953.0;332.0;23.0;0.0;3504.0;673.0;2831.0;1270.0;1561.0;4576.0;360.0;4.3;4589.0;64.8;62.0
83;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2019 4e kwartaal;13055.0;8400.0;8063.0;6723.0;5431.0;1292.0;1341.0;967.0;350.0;24.0;0.0;3461.0;673.0;2787.0;1243.0;1544.0;4603.0;336.0;4.0;4656.0;64.3;61.8
84;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2019;13015.0;8365.0;8007.0;6687.0;5345.0;1341.0;1320.0;960.0;338.0;22.0;0.0;3450.0;674.0;2777.0;1252.0;1524.0;4557.0;358.0;4.3;4650.0;64.3;61.5
85;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2020 1e kwartaal;13075.0;8394.0;8059.0;6713.0;5474.0;1239.0;1346.0;976.0;345.0;24.0;0.0;3513.0;678.0;2835.0;1229.0;1606.0;4546.0;335.0;4.0;4681.0;64.2;61.6
86;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2020 2e kwartaal;13088.0;8347.0;7938.0;6602.0;5473.0;1128.0;1336.0;970.0;341.0;25.0;0.0;3439.0;630.0;2809.0;1242.0;1567.0;4499.0;409.0;4.9;4741.0;63.8;60.7
87;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2020 3e kwartaal;13101.0;8455.0;8012.0;6674.0;5516.0;1159.0;1338.0;982.0;332.0;24.0;0.0;3484.0;658.0;2826.0;1261.0;1565.0;4528.0;443.0;5.2;4646.0;64.5;61.2
88;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2020 4e kwartaal;13113.0;8361.0;7963.0;6622.0;5497.0;1125.0;1341.0;982.0;336.0;22.0;0.0;3473.0;624.0;2850.0;1238.0;1612.0;4490.0;397.0;4.8;4753.0;63.8;60.7
89;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2020;13094.0;8389.0;7993.0;6653.0;5490.0;1163.0;1340.0;978.0;339.0;24.0;0.0;3477.0;647.0;2830.0;1243.0;1587.0;4516.0;396.0;4.7;4705.0;64.1;61.0
90;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2021 1e kwartaal;13118.0;8317.0;7937.0;6627.0;5506.0;1120.0;1310.0;955.0;333.0;22.0;0.0;3478.0;622.0;2856.0;1236.0;1620.0;4459.0;381.0;4.6;4800.0;63.4;60.5
91;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2021 2e kwartaal;13113.0;8400.0;8043.0;6709.0;5549.0;1160.0;1334.0;984.0;333.0;17.0;0.0;3513.0;646.0;2867.0;1240.0;1627.0;4531.0;357.0;4.2;4713.0;64.1;61.3
92;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;2021 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;
93;Totaal mannen en vrouwen;15 tot 75 jaar;1 Laag onderwijsniveau;2003 1e kwartaal;4729.0;2022.0;1858.0;1644.0;1408.0;236.0;214.0;132.0;69.0;13.0;0.0;672.0;224.0;448.0;246.0;202.0;1187.0;164.0;8.1;2707.0;42.8;39.3
